"LastModifiedDate","VisitorId","PlannedVisitEndTime","RetailStore_Id","RetailStore_Account_Industry","Visitor_UserType","Name","RetailStore_PrimaryContact_Description","Visitor_FullPhotoUrl","RetailStore_RetailStoreGroup_Name","RetailStore_Account_Parent_Account_Names","CreatedById","RetailStore_Account_AccountSource","Visitor_ParentPath","RetailStore_AccountId","RetailStore_Location_Address_City","RetailStore_Location_Address_PostalCode","StatusRemarks","RetailStore_RetailStoreGroup_Description","RetailStore_Description","Status","ActualVisitEndTime","PlaceId","IsDeleted","ActualVisitStartTime","ActualVisitStartTime_YearMonthDay","RetailStore_RetailLocationGroupId","RetailStore_Location_Address_State","Visitor_Parents","RetailStore_PrimaryContact_Department","Visitor_UniqueUserName","PlannedVisitStartTime","Visitor_Name","RetailStore_Name","RetailStore_Priority","CreatedDate","RetailStore_PrimaryContact_MobilePhone","RetailStore_PrimaryContact_Name","Visitor_Computed_ParentID","Id","RetailStore_Account_Name","InstructionDescription","RetailStore_StoreType","RetailStore_Account_Parent_Account_NamesPath","VisitPriority","Visitor_Role_Name","OwnerId","RetailStore_PrimaryContactId","Visitor_SmallPhotoUrl","RetailStore_Location_Name","RetailStore_RetailStoreGroupName_Custom","Visitor_Username","RetailStore_PrimaryContact_Email","RetailStore_Account_Type","LastProcessedDate","RetailStore_Location_Address_Country","SystemModstamp","RetailStore_Location_Address_Name","Visitor_ManagerId","Visitor_Role_ParentRoleId","RetailStore_DeliveryMethod","RetailStore_Account_Phone","LastModifiedById","RetailStore_PrimaryContact_Phone","ActualVisitDuration","RetailStore_DeliveryFrequency","RetailStore_Account_AnnualRevenue","RetailStore_Location_LocationLevel","PlannedVisitDuration"
"2021-04-21","005B0000007DFGHIA4","2019-04-06","0YQB00000004E0oOAE","Manufacturing","Standard","00001201",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/F","Northeast","Northern Trail Outfitters","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4pwIAD","New Orleans","70116",,"Description of Dmart Location Group 3",,"Completed","2019-04-06","0YQB00000004E0oOAE","false","2019-04-06","2018-10-08","0Y2B00000004DVwKAM","LA","00EB0000000gPdpMAE",,"Chantelle Arceo","2019-04-06","Chantelle Arceo","Fare Merchants - Brooklyn","Low","2021-04-21",,"Edward Stamos","00EB0000000gPdpMAE","0Z5B00000004SQGKA2","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","High","Sales Manager","005B0000007GkqyIAC","003B000000HndBjIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/T","Dmart Location 1","Northeast","chantellerep.cmab9m46tabm@cga228dev.demo","info@salesforce.com",,"2021-01-26","Orleans","2021-04-21","A00000001","005B0000007DFG7IAO","00EB0000000gPdpMAE","Van",,"005B0000007GkqyIAC","(212) 555-5555",57,5,0,1,57
"2021-04-21","005B0000007DFGJIA4","2019-08-24","0YQB00000004E19OAE","Manufacturing","Standard","00001423",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/F","West","Northern Trail Outfitters","005B0000007GkqyIAC",,,"001B000001LY4pwIAD","Bridgeport","8014",,"Description of Dmart Location Group 5",,"Completed","2019-08-24","0YQB00000004E19OAE","false","2019-08-24","2019-02-25","0Y2B00000004DVyKAM","NJ",,,"Vince Breland","2019-08-24","Vince Breland","Fare Merchants - Chelsea","Medium","2021-04-21",,"Minna Amigon",,"0Z5B00000004SQHKA2","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","High",,"005B0000007GkqyIAC","003B000000HndBzIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/T","Dmart Location 22","West","vincewest.etys9pocsgvv@cga228dev.demo","minna_amigon@yahoo.com",,"2021-01-26","Gloucester","2021-04-21","A00000003","005B0000007DFGOIA4",,"Van",,"005B0000007GkqyIAC","215-874-1229",51,3,0,1,51
"2021-04-21","005B0000007DFGHIA4","2019-03-18","0YQB00000004E0nOAE","Transportation","Standard","00001511",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/F","Northeast","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rpIAD","Milwaukee","53207",,"Description of Dmart Location Group 3",,"Completed","2019-03-18","0YQB00000004E0nOAE","false","2019-03-18","2018-09-19","0Y2B00000004DVwKAM","WI","00EB0000000gPdpMAE",,"Chantelle Arceo","2019-03-18","Chantelle Arceo","Alpine Nutrition - Austin","Medium","2021-04-21",,"Art Venere","00EB0000000gPdpMAE","0Z5B00000004SQIKA2","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium","Sales Manager","005B0000007GkqyIAC","003B000000HndBrIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/T","Dmart Location 11","Northeast","chantellerep.cmab9m46tabm@cga228dev.demo","art@venere.org",,"2021-01-26","Milwaukee","2021-04-21","A00000018","005B0000007DFG7IAO","00EB0000000gPdpMAE","Truck",,"005B0000007GkqyIAC","856-636-8749",44,10,0,1,44
"2021-04-21","005B0000007DFGOIA4","2019-01-18","0YQB00000004E0zOAE","Finance","Standard","00001738",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FJ/F","West","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rnIAD","Rockford","61109",,"Description of Dmart Location Group 5",,"Completed","2019-01-18","0YQB00000004E0zOAE","false","2019-01-18","2018-07-22","0Y2B00000004DVyKAM","IL",,,"Ricky Coyier","2019-01-18","Ricky Coyier","Alpine Nutrition - Noe Valley","Low","2021-04-21",,"Abel Maclead",,"0Z5B00000004SQJKA2","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High",,"005B0000007GkqyIAC","003B000000HndC0IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FJ/T","Dmart Location 13","West","rickyeast.00smg9iqf3tm@cga228dev.demo","amaclead@gmail.com",,"2021-01-26","Winnebago","2021-04-21","A00000020","005B0000007DFG7IAO",,"Van",,"005B0000007GkqyIAC","631-335-3414",35,7,0,1,35
"2021-04-21","005B0000007DFGQIA4","2018-11-03","0YQB00000004E0sOAE","Transportation","Standard","00001230",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","South","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rpIAD","Middle Island","11953",,"Description of Dmart Location Group 4",,"Completed","2018-11-03","0YQB00000004E0sOAE","false","2018-11-03","2018-05-07","0Y2B00000004DW0KAM","NY","00EB0000000gPdpMAE",,"Ely Fortino","2018-11-03","Ely Fortino","Nutrition Stop - Gainesville","Low","2021-04-21",,"Leota Dilliard","00EB0000000gPdqMAE","0Z5B00000004SQKKA2","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Low","SalesRep","005B0000007GkqyIAC","003B000000HndBwIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","Dmart Location 5","South","elywest.dw9ln1exampi@cga228dev.demo","leota@hotmail.com",,"2021-01-26","Suffolk","2021-04-21","A00000012","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","408-752-3500",54,7,0,1,54
"2021-04-21","005B0000007DFGLIA4","2018-12-05","0YQB0000000PDyeOAG","Transportation","Standard","00001295",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","South","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rpIAD","Ashland","44805",,"Description of Dmart Location Group 4",,"Completed","2018-12-05","0YQB00000004E16OAE","false","2018-12-05","2018-06-08","0Y2B00000004DW0KAM","OH",,,"Vanessa Riden","2018-12-05","Vanessa Riden","NTO Store - Dublin","Low","2021-04-21",,"Gladys Rim",,"0Z5B00000004SQLKA2","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium",,"005B0000007GkqyIAC","003B000000HndC6IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","Dmart Location 19","South","vanessacentral.3oinruaiuzfj@cga228dev.demo","gladys.rim@rim.org",,"2021-01-26","Ashland","2021-04-21","A00000006","NA",,"Van",,"005B0000007GkqyIAC","414-661-9598",30,3,0,1,30
"2021-04-21","005B0000007DFGLIA4","2020-08-05","0YQB0000000PDybOAG","Construction","Standard","00001715",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","South","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rsIAD","San Jose","95111",,"Description of Dmart Location Group 4",,"Completed","2020-08-05","0YQB00000004E11OAE","false","2020-08-05","2020-02-07","0Y2B00000004DW0KAM","CA",,,"Vanessa Riden","2020-08-05","Vanessa Riden","Alpine Nutrition Outlet (Hayward)","Medium","2021-04-21",,"Sage Wieser",,"0Z5B00000004SQMKA2","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Medium",,"005B0000007GkqyIAC","003B000000HndBxIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","Dmart Location 15","South","vanessacentral.3oinruaiuzfj@cga228dev.demo","sage_wieser@cox.net",,"2021-01-26","Santa Clara","2021-04-21","A00000022","NA",,"Van",,"005B0000007DFG6IAO","605-414-2147",48,3,0,1,48
"2021-04-21","005B0000007DFGJIA4","2018-12-17","0YQB00000004E0vOAE","Food & Beverage","Standard","00001533",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/F","West","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4raIAD","Laredo","78045",,"Description of Dmart Location Group 5",,"Completed","2018-12-17","0YQB00000004E0vOAE","false","2018-12-17","2018-06-20","0Y2B00000004DVyKAM","TX",,,"Vince Breland","2018-12-17","Vince Breland","Rondel Store - Chicago Streeterville","Low","2021-04-21",,"Alisha Slusarski",,"0Z5B00000004SQNKA2","Rondel","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Low",,"005B0000007GkqyIAC","003B000000HndCDIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/T","Dmart Location 8","West","vincewest.etys9pocsgvv@cga228dev.demo","alisha@slusarski.com",,"2021-01-26","Webb","2021-04-21","A00000015","005B0000007DFGOIA4",,"Van",,"005B0000007GkqyIAC","732-658-3154",25,5,0,1,25
"2021-04-21","005B0000007DFGNIA4","2020-03-05","0YQB00000004E0pOAE","Manufacturing","Standard","00001227",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/F","Midwest","Northern Trail Outfitters","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4pwIAD","Sioux Falls","57105",,"Description of Dmart Location Group 2",,"Completed","2020-03-05","0YQB00000004E0pOAE","false","2020-03-05","2019-09-07","0Y2B00000004DVxKAM","SD","00EB0000000gPdpMAE",,"Valerie Juhas","2020-03-05","Valerie Juhas","Fare Merchants - Gold Coast","High","2021-04-21",,"Mattie Poquette","00EB0000000gPdqMAE","0Z5B00000004SQOKA2","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","Low","SalesRep","005B0000007GkqyIAC","003B000000HndC4IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/T","Dmart Location 2","Midwest","valerieeast.siu4krkqhrgs@cga228dev.demo","mattie@aol.com",,"2021-01-26","Minnehaha","2021-04-21","A00000009","NA","00EB0000000gPdqMAE","Truck",,"005B0000007GkqyIAC","602-277-4385",61,2,0,1,61
"2021-04-21","005B0000007DFGMIA4","2020-06-29","0YQB00000004E12OAE","Construction","Standard","00001516",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/F","Northeast","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rsIAD","Irving","75062",,"Description of Dmart Location Group 3",,"Completed","2020-06-29","0YQB00000004E12OAE","false","2020-06-29","2020-01-01","0Y2B00000004DVwKAM","TX","00EB0000000gPdpMAE",,"Kasey Kippley","2020-06-29","Kasey Kippley","Alpine Nutrition - San Francisco","Low","2021-04-21",,"Kris Marrier","00EB0000000gPdqMAE","0Z5B00000004SQPKA2","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndByIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/T","Dmart Location 16","Northeast","kaseycentral.u5vhcdme3b3i@cga228dev.demo","kris@gmail.com",,"2021-01-26","Dallas","2021-04-21","A00000023","005B0000007DFG7IAO","00EB0000000gPdqMAE","Van",,"005B0000007DFG6IAO","410-655-8723",81,5,0,1,81
"2021-04-21","005B0000007DFGJIA4","2019-06-09","0YQB00000004E0vOAE","Food & Beverage","Standard","00001333",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/F","West","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4raIAD","Laredo","78045",,"Description of Dmart Location Group 5",,"Completed","2019-06-09","0YQB00000004E0vOAE","false","2019-06-09","2018-12-11","0Y2B00000004DVyKAM","TX",,,"Vince Breland","2019-06-09","Vince Breland","Rondel Store - Chicago Streeterville","Low","2021-04-21",,"Alisha Slusarski",,"0Z5B00000004SQQKA2","Rondel","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","High",,"005B0000007GkqyIAC","003B000000HndCDIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/T","Dmart Location 8","West","vincewest.etys9pocsgvv@cga228dev.demo","alisha@slusarski.com",,"2021-01-26","Webb","2021-04-21","A00000015","005B0000007DFGOIA4",,"Van",,"005B0000007GkqyIAC","732-658-3154",73,5,0,1,73
"2021-04-21","005B0000007DFGLIA4","2020-10-18","0YQB00000004E1BOAU","Finance","Standard","00001175",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","South","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rnIAD","Middlesex","8846",,"Description of Dmart Location Group 4",,"Completed","2020-10-18","0YQB00000004E1BOAU","false","2020-10-18","2020-04-21","0Y2B00000004DW0KAM","NJ",,,"Vanessa Riden","2020-10-18","Vanessa Riden","Fare Merchants - Austin","Low","2021-04-21",,"Josephine Darakjy",,"0Z5B00000004SQRKA2","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium",,"005B0000007GkqyIAC","003B000000HndBqIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","Dmart Location 24","South","vanessacentral.3oinruaiuzfj@cga228dev.demo","josephine_darakjy@darakjy.org",,"2021-01-26","Middlesex","2021-04-21","A00000025","NA",,"Van",,"005B0000007DFG6IAO","810-292-9388",55,5,0,1,55
"2021-04-21","005B0000007DFGNIA4","2019-09-23","0YQB00000004E0yOAE","Finance","Standard","00001187",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/F","Midwest","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rnIAD","Taylor","48180",,"Description of Dmart Location Group 2",,"Completed","2019-09-23","0YQB00000004E0yOAE","false","2019-09-23","2019-03-27","0Y2B00000004DVxKAM","MI","00EB0000000gPdpMAE",,"Valerie Juhas","2019-09-23","Valerie Juhas","Alpine Nutrition - Glendale","Low","2021-04-21",,"Mitsue Tollner","00EB0000000gPdqMAE","0Z5B00000004SQSKA2","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium","SalesRep","005B0000007GkqyIAC","003B000000HndBvIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/T","Dmart Location 12","Midwest","valerieeast.siu4krkqhrgs@cga228dev.demo","mitsue_tollner@yahoo.com",,"2021-01-26","Wayne","2021-04-21","A00000019","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","773-573-6914",72,3,0,1,72
"2021-04-21","005B0000007DFGLIA4","2019-11-14","0YQB00000004E0sOAE","Transportation","Standard","00001355",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","South","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rpIAD","Middle Island","11953",,"Description of Dmart Location Group 4",,"Completed","2019-11-14","0YQB00000004E0sOAE","false","2019-11-14","2019-05-18","0Y2B00000004DW0KAM","NY",,,"Vanessa Riden","2019-11-14","Vanessa Riden","Nutrition Stop - Gainesville","Low","2021-04-21",,"Leota Dilliard",,"0Z5B00000004SQTKA2","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium",,"005B0000007GkqyIAC","003B000000HndBwIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","Dmart Location 5","South","vanessacentral.3oinruaiuzfj@cga228dev.demo","leota@hotmail.com",,"2021-01-26","Suffolk","2021-04-21","A00000012","NA",,"Van",,"005B0000007GkqyIAC","408-752-3500",29,7,0,1,29
"2021-04-21","005B0000007DFGQIA4","2020-06-16","0YQB0000000PDyeOAG","Transportation","Standard","00001570",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","South","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rpIAD","Ashland","44805",,"Description of Dmart Location Group 4",,"Completed","2020-06-16","0YQB00000004E16OAE","false","2020-06-16","2019-12-19","0Y2B00000004DW0KAM","OH","00EB0000000gPdpMAE",,"Ely Fortino","2020-06-16","Ely Fortino","NTO Store - Dublin","Low","2021-04-21",,"Gladys Rim","00EB0000000gPdqMAE","0Z5B00000004SQUKA2","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndC6IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","Dmart Location 19","South","elywest.dw9ln1exampi@cga228dev.demo","gladys.rim@rim.org",,"2021-01-26","Ashland","2021-04-21","A00000006","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","414-661-9598",62,3,0,1,62
"2021-04-21","005B0000007DFGPIA4","2019-06-27","0YQB00000004E15OAE","Transportation","Standard","00001219",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/F","Bay Area","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rpIAD","Chicago","60632",,"Description of Dmart Location Group 1",,"Completed","2019-06-27","0YQB00000004E15OAE","false","2019-06-27","2018-12-29","0Y2B00000004DVzKAM","IL","00EB0000000gPdpMAE",,"Bill Malley","2019-06-27","Bill Malley","Nutrition Stop - Elkhorn","Medium","2021-04-21",,"Willard Kolmetz","00EB0000000gPdqMAE","0Z5B00000004SQVKA2","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndCBIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/T","Dmart Location 18","Bay Area","billeast.cnhkgac2k0xw@cga228dev.demo","willard@hotmail.com",,"2021-01-26","Cook","2021-04-21","A00000007","NA","00EB0000000gPdqMAE","Truck",,"005B0000007GkqyIAC","972-303-9197",20,10,0,1,20
"2021-04-21","005B0000007DFGPIA4","2020-10-22","0YQB00000004E0rOAE","Manufacturing","Standard","00001529",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/F","Bay Area","Northern Trail Outfitters","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4pwIAD","Kulpsville","19443",,"Description of Dmart Location Group 1",,"Completed","2020-10-22","0YQB00000004E0rOAE","false","2020-10-22","2020-04-25","0Y2B00000004DVzKAM","PA","00EB0000000gPdpMAE",,"Bill Malley","2020-10-22","Bill Malley","NTO Store - Alameda","Low","2021-04-21",,"Yuki Whobrey","00EB0000000gPdqMAE","0Z5B00000004SQWKA2","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","Medium","SalesRep","005B0000007GkqyIAC","003B000000HndC7IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/T","Dmart Location 4","Bay Area","billeast.cnhkgac2k0xw@cga228dev.demo","yuki_whobrey@aol.com",,"2021-01-26","Montgomery","2021-04-21","A00000011","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","313-288-7937",77,3,0,1,77
"2021-04-21","005B0000007DFGHIA4","2020-02-10","0YQB0000000PDyhOAG","Manufacturing","Standard","00001581",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/F","Northeast","Northern Trail Outfitters","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4pwIAD","Los Angeles","90034",,"Description of Dmart Location Group 3",,"Completed","2020-02-10","0YQB00000004E0tOAE","false","2020-02-10","2019-08-14","0Y2B00000004DVwKAM","CA","00EB0000000gPdpMAE",,"Chantelle Arceo","2020-02-10","Chantelle Arceo","Rondel Store - San Francisco Central","High","2021-04-21",,"James Butt","00EB0000000gPdpMAE","0Z5B00000004SQXKA2","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","Low","Sales Manager","005B0000007GkqyIAC","003B000000HndBpIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/T","Dmart Location 6","Northeast","chantellerep.cmab9m46tabm@cga228dev.demo","jbutt@gmail.com",,"2021-01-26","Los Angeles","2021-04-21","A00000013","005B0000007DFG7IAO","00EB0000000gPdpMAE","Van",,"005B0000007GkqyIAC","504-621-8927",35,1,0,1,35
"2021-04-21","005B0000007DFGQIA4","2019-01-19","0YQB00000004E0sOAE","Transportation","Standard","00001630",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","South","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rpIAD","Middle Island","11953",,"Description of Dmart Location Group 4",,"Completed","2019-01-19","0YQB00000004E0sOAE","false","2019-01-19","2018-07-23","0Y2B00000004DW0KAM","NY","00EB0000000gPdpMAE",,"Ely Fortino","2019-01-19","Ely Fortino","Nutrition Stop - Gainesville","Low","2021-04-21",,"Leota Dilliard","00EB0000000gPdqMAE","0Z5B00000004SQYKA2","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndBwIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","Dmart Location 5","South","elywest.dw9ln1exampi@cga228dev.demo","leota@hotmail.com",,"2021-01-26","Suffolk","2021-04-21","A00000012","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","408-752-3500",84,7,0,1,84
"2021-04-21","005B0000007DFGLIA4","2020-09-13","0YQB0000000PDyeOAG","Transportation","Standard","00001495",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","South","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rpIAD","Ashland","44805",,"Description of Dmart Location Group 4",,"Completed","2020-09-13","0YQB00000004E16OAE","false","2020-09-13","2020-03-17","0Y2B00000004DW0KAM","OH",,,"Vanessa Riden","2020-09-13","Vanessa Riden","NTO Store - Dublin","Low","2021-04-21",,"Gladys Rim",,"0Z5B00000004SQZKA2","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High",,"005B0000007GkqyIAC","003B000000HndC6IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","Dmart Location 19","South","vanessacentral.3oinruaiuzfj@cga228dev.demo","gladys.rim@rim.org",,"2021-01-26","Ashland","2021-04-21","A00000006","NA",,"Van",,"005B0000007GkqyIAC","414-661-9598",73,3,0,1,73
"2021-04-21","005B0000007DFGHIA4","2020-10-18","0YQB00000004E0nOAE","Transportation","Standard","00001161",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/F","Northeast","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rpIAD","Milwaukee","53207",,"Description of Dmart Location Group 3",,"Completed","2020-10-18","0YQB00000004E0nOAE","false","2019-10-18","2019-04-21","0Y2B00000004DVwKAM","WI","00EB0000000gPdpMAE",,"Chantelle Arceo","2020-10-18","Chantelle Arceo","Alpine Nutrition - Austin","Medium","2021-04-21",,"Art Venere","00EB0000000gPdpMAE","0Z5B00000004SQaKAM","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Low","Sales Manager","005B0000007GkqyIAC","003B000000HndBrIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/T","Dmart Location 11","Northeast","chantellerep.cmab9m46tabm@cga228dev.demo","art@venere.org",,"2021-01-26","Milwaukee","2021-04-21","A00000018","005B0000007DFG7IAO","00EB0000000gPdpMAE","Truck",,"005B0000007DFG6IAO","856-636-8749",527077,10,0,1,37
"2021-04-21","005B0000007DFGIIA4","2020-06-14","0YQB00000004E0yOAE","Finance","Standard","00001462",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/F","Midwest","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rnIAD","Taylor","48180",,"Description of Dmart Location Group 2",,"Completed","2020-06-14","0YQB00000004E0yOAE","false","2020-06-14","2019-12-17","0Y2B00000004DVxKAM","MI","00EB0000000gPdpMAE",,"Wendy Keener","2020-06-14","Wendy Keener","Alpine Nutrition - Glendale","Low","2021-04-21",,"Mitsue Tollner","00EB0000000gPdpMAE","0Z5B00000004SQbKAM","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High","Sales Manager","005B0000007GkqyIAC","003B000000HndBvIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/T","Dmart Location 12","Midwest","wendywest.y79rl7auqo4w@cga228dev.demo","mitsue_tollner@yahoo.com",,"2021-01-26","Wayne","2021-04-21","A00000019","005B0000007DFGOIA4","00EB0000000gPdpMAE","Van",,"005B0000007GkqyIAC","773-573-6914",43,3,0,1,43
