ACCOUNTAUM,ACCOUNTID,ACCOUNTINVESTMENTEXPERIENCE,ACCOUNTINVESTMENTOBJECTIVES,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACCOUNTOWNERNAME,ACCOUNTRECORDTYPENAME,ACCOUNTSERVICEMODEL,ACCOUNTTYPE,ACTIVITYDATE,CREATEDDATE,EVENTSUBTYPE,ID,OWNERCITY,OWNEREMAIL,OWNERID,OWNERNAME,OWNERROLENAME,OWNERSMALLPHOTOURL,OWNERSTATE,PRIORITY,RECORDTYPENAME,REGARDING,STATUS,SUBJECT,TASKSUBTYPE,TYPE,LastProcessedDate
2740090.0,0011U00000Kcp1NQAR,Moderately Inexperienced,Balanced Growth,Millennials,Rachel Adams,Brenda Banker,Person Account,Tier 2,Customer,2019-04-09,2019-05-06,Event,Activity-2-0011U00000Kcp1NQAR,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,High,Advisor Task,Service,In Progress,Call Rachel Adams,Call,Call,2020-05-25
3946101.0,0011U00000Kcp1MQAR,Experienced,Growth,Mass Market,Nigel Adams,Allen Advisor,Person Account,Tier 2,Customer,2019-04-25,2019-05-06,Event,Activity-2-0011U00000Kcp1MQAR,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Event,Advisor Event,Onboarding,Event,Discussion,Event,Meeting,2020-05-25
301058.0,0011U00000KuFYVQA3,Moderately Experienced,Income,Affluent Professionals,Kirestin Ratliff,Allen Advisor,Person Account,Tier 1,Customer,2019-05-20,2019-06-03,Event,Activity-1-0011U00000KuFYVQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Client Retention,Event,Lunch Meeting,Event,Meeting,2020-05-25
188922.0,0011U00000KuFZpQAN,Inexperienced,Aggressive Growth,Mass Market,Zahir Scott,Brenda Banker,Household,Tier 1,Customer,2019-05-24,2019-06-03,Event,Activity-0-0011U00000KuFZpQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Client Retention,Event,Sync Up,Event,Other,2020-05-25
599148.0,0011U00000KuFZCQA3,Inexperienced,Balanced Growth,Millennials,Edward Wood,Allen Advisor,Person Account,Tier 2,Customer,2019-05-30,2019-06-03,Event,Activity-0-0011U00000KuFZCQA3,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Service,Completed,Call Edward Wood,Call,Call,2020-05-25
343413.0,0011U00000KuFXwQAN,Moderately Inexperienced,Balanced Growth,Retired,Genevieve Bauer,Brenda Banker,Individual,Tier 3,Customer,2019-05-20,2019-06-03,Event,Activity-2-0011U00000KuFXwQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Service,Completed,Call Genevieve Bauer,Call,Call,2020-05-25
2169504.0,0011U00000Kcp1PQAR,Moderately Experienced,Income,Mass Market,Symonds Household,Allen Advisor,Household,Tier 3,Customer,2019-05-16,2019-06-03,Call,Activity-4-0011U00000Kcp1PQAR,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Call Symonds Household,Event,Call,2020-05-25
677722.0,0011U00000KuFZuQAN,Experienced,Balanced Growth,Mass Market,Xenos Burks,Allen Advisor,Person Account,Tier 3,Customer,2019-05-25,2019-06-03,Call,Activity-0-0011U00000KuFZuQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Service,Event,Call Xenos Burks,Event,Call,2020-05-25
960434.0,0011U00000KuFXJQA3,Moderately Inexperienced,Growth,Mass Market,Zane Cervantes,Allen Advisor,Household,Tier 1,Customer,2019-05-27,2019-06-03,Event,Activity-3-0011U00000KuFXJQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Normal,Advisor Task,Client Retention,Open,Summit,Task,Other,2020-05-25
247307.0,0011U00000KuFXMQA3,Inexperienced,Growth,Retired,Quinn Cummings,Allen Advisor,Person Account,Tier 1,Customer,2019-05-05,2019-06-03,Call,Activity-1-0011U00000KuFXMQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Service,Event,Call Quinn Cummings,Event,Call,2020-05-25
330951.0,0011U00000KuFYFQA3,Experienced,Aggressive Growth,Affluent Professionals,Chloe Knox,Allen Advisor,Person Account,Tier 1,Customer,2019-05-09,2019-06-03,Event,Activity-3-0011U00000KuFYFQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Prospecting,Event,Send Birthday Gift,Event,Email,2020-05-25
518581.0,0011U00000KuFZZQA3,Experienced,Income,Millennials,Beau Steele,Allen Advisor,Household,Tier 3,Customer,2019-05-20,2019-06-03,Event,Activity-0-0011U00000KuFZZQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Onboarding,In Progress,Evaluate Refinancing Loan,Task,Other,2020-05-25
543624.0,0011U00000KuFYGQA3,Inexperienced,Income,Millennials,Caleb Mccray,Allen Advisor,Household,Tier 2,Customer,2019-06-01,2019-06-03,Event,Activity-3-0011U00000KuFYGQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Client Retention,Completed,Sync Up,Task,Meeting,2020-05-25
2549122.0,0011U00000Kcp1JQAR,Inexperienced,Growth,Millennials,Adams Charitable Trust,Allen Advisor,Individual,Tier 1,Customer,2019-05-27,2019-06-03,Event,Activity-4-0011U00000Kcp1JQAR,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Service,Event,Discussion,Event,Other,2020-05-25
5148958.0,0011U00000Kcp1OQAR,Experienced,Aggressive Growth,Affluent Professionals,"Smith, Kohl and Company",Allen Advisor,Individual,Tier 3,Customer,2019-05-11,2019-06-03,Event,Activity-2-0011U00000Kcp1OQAR,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Normal,Advisor Task,Prospecting,In Progress,Send Birthday Gift,Task,Meeting,2020-05-25
1077545.0,0011U00000KuFZjQAN,Inexperienced,Aggressive Growth,Affluent Professionals,Brendan Solomon,Brenda Banker,Household,Tier 3,Customer,2019-05-24,2019-06-03,Event,Activity-0-0011U00000KuFZjQAN,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,High,Advisor Task,Onboarding,Not Started,Sync Up,Task,Meeting,2020-05-25
636238.0,0011U00000KuFZmQAN,Inexperienced,Growth,High Net Worth Families,Vladimir Pittman,Allen Advisor,Person Account,Tier 2,Customer,2019-05-28,2019-06-03,Event,Activity-0-0011U00000KuFZmQAN,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Event,Advisor Event,Prospecting,Event,Quarterly Earnings Summary,Event,Email,2020-05-25
496977.0,0011U00000KuFZnQAN,Experienced,Growth,Millennials,Nina Sparks,Brenda Banker,Household,Tier 3,Customer,2019-05-07,2019-06-03,Event,Activity-0-0011U00000KuFZnQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Service,Completed,Quarterly Earnings Summary,Task,Other,2020-05-25
1124951.0,0011U00000KuFZoQAN,Experienced,Balanced Growth,Millennials,Reese Valentine,Allen Advisor,Household,Tier 2,Customer,2019-06-02,2019-06-03,Call,Activity-0-0011U00000KuFZoQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Call Reese Valentine,Event,Call,2020-05-25
473358.0,0011U00000KuFZrQAN,Moderately Inexperienced,Balanced Growth,Mass Market,Hector Morton,Brenda Banker,Individual,Tier 1,Customer,2019-05-25,2019-06-03,Call,Activity-0-0011U00000KuFZrQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Service,Event,Call Hector Morton,Event,Call,2020-05-25
530833.0,0011U00000KuFZtQAN,Moderately Inexperienced,Aggressive Growth,Affluent Professionals,Alvin Franco,Brenda Banker,Person Account,Tier 2,Customer,2019-05-12,2019-06-03,Call,Activity-0-0011U00000KuFZtQAN,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Event,Advisor Event,Client Retention,Event,Call Alvin Franco,Event,Call,2020-05-25
977324.0,0011U00000KuFZvQAN,Moderately Experienced,Income,Millennials,Eagan Avila,Allen Advisor,Household,Tier 3,Customer,2019-05-05,2019-06-03,Event,Activity-0-0011U00000KuFZvQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Onboarding,In Progress,Quarterly Earnings Summary,Task,Other,2020-05-25
456853.0,0011U00000KuFZxQAN,Experienced,Income,Retired,Charissa Newton,Chelsea Advisor,Individual,Tier 3,Customer,2019-05-19,2019-06-03,Event,Activity-0-0011U00000KuFZxQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Summit,Event,Email,2020-05-25
2473346.0,0011U00000Kcp1KQAR,Moderately Experienced,Balanced Growth,Millennials,Adams Household,Chelsea Advisor,Household,Tier 1,Customer,2019-06-10,2019-07-01,Event,Activity-3-0011U00000Kcp1KQAR,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Onboarding,In Progress,Send Birthday Gift,Task,Other,2020-05-25
5057211.0,0011U00000Kcp1LQAR,Experienced,Aggressive Growth,Millennials,Neil Symonds,Chelsea Advisor,Individual,Tier 2,Customer,2019-06-13,2019-07-01,Event,Activity-4-0011U00000Kcp1LQAR,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Prospecting,In Progress,Quarterly Earnings Summary,Task,Meeting,2020-05-25
4965055.0,0011U00000Kcp1MQAR,Experienced,Growth,Mass Market,Nigel Adams,Allen Advisor,Person Account,Tier 2,Customer,2019-06-18,2019-07-01,Event,Activity-3-0011U00000Kcp1MQAR,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Client Retention,Not Started,Send Birthday Gift,Task,Other,2020-05-25
2560309.0,0011U00000Kcp1PQAR,Moderately Experienced,Income,Mass Market,Symonds Household,Allen Advisor,Household,Tier 3,Customer,2019-06-05,2019-07-01,Event,Activity-5-0011U00000Kcp1PQAR,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,High,Advisor Task,Onboarding,In Progress,Lunch Meeting,Task,Email,2020-05-25
1125619.0,0011U00000KuFZoQAN,Experienced,Balanced Growth,Millennials,Reese Valentine,Allen Advisor,Household,Tier 2,Customer,2019-06-26,2019-07-01,Event,Activity-1-0011U00000KuFZoQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Service,In Progress,Quarterly Earnings Summary,Task,Meeting,2020-05-25
678637.0,0011U00000KuFZuQAN,Experienced,Balanced Growth,Mass Market,Xenos Burks,Allen Advisor,Person Account,Tier 3,Customer,2019-06-17,2019-07-01,Event,Activity-1-0011U00000KuFZuQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Client Retention,Event,Lunch Meeting,Event,Email,2020-05-25
665958.0,0011U00000KuFa2QAF,Inexperienced,Growth,High Net Worth Families,Oliver Tanner,Brenda Banker,Household,Tier 1,Customer,2019-06-05,2019-07-01,Event,Activity-0-0011U00000KuFa2QAF,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Service,Event,Discussion,Event,Meeting,2020-05-25
455664.0,0011U00000KuFaAQAV,Experienced,Growth,High Net Worth Families,Dustin Sheppard,Allen Advisor,Person Account,Tier 3,Customer,2019-06-30,2019-07-01,Call,Activity-0-0011U00000KuFaAQAV,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Service,Event,Call Dustin Sheppard,Event,Call,2020-05-25
2762471.0,0011U00000Kcp1KQAR,Moderately Experienced,Balanced Growth,Millennials,Adams Household,Chelsea Advisor,Household,Tier 1,Customer,2019-07-23,2019-07-29,Event,Activity-4-0011U00000Kcp1KQAR,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Lunch Meeting,Event,Email,2020-05-25
5636028.0,0011U00000Kcp1LQAR,Experienced,Aggressive Growth,Millennials,Neil Symonds,Chelsea Advisor,Individual,Tier 2,Customer,2019-07-22,2019-07-29,Event,Activity-5-0011U00000Kcp1LQAR,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Client Retention,In Progress,Call Neil Symonds,Call,Call,2020-05-25
2788189.0,0011U00000Kcp1PQAR,Moderately Experienced,Income,Mass Market,Symonds Household,Allen Advisor,Household,Tier 3,Customer,2019-07-18,2019-07-29,Event,Activity-6-0011U00000Kcp1PQAR,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Normal,Advisor Task,Onboarding,Open,Sync Up,Task,Email,2020-05-25
0.0,0011U00000KuFXHQA3,Experienced,Income,Affluent Professionals,Hedley Church,Allen Advisor,Individual,Tier 1,Customer,2019-07-08,2019-07-29,Event,Activity-1-0011U00000KuFXHQA3,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,High,Advisor Task,Client Retention,Not Started,Discussion,Task,Other,2020-05-25
66957.0,0011U00000KuFXIQA3,Moderately Experienced,Income,Mass Market,Wallace Summers,Allen Advisor,Person Account,Tier 3,Customer,2019-07-01,2019-07-29,Event,Activity-2-0011U00000KuFXIQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Service,Completed,Sync Up,Task,Other,2020-05-25
297066.0,0011U00000KuFXKQA3,Experienced,Balanced Growth,Affluent Professionals,Carissa Mckee,Allen Advisor,Person Account,Tier 2,Customer,2019-07-09,2019-07-29,Event,Activity-4-0011U00000KuFXKQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Quarterly Earnings Summary,Event,Other,2020-05-25
248359.0,0011U00000KuFXMQA3,Inexperienced,Growth,Retired,Quinn Cummings,Allen Advisor,Person Account,Tier 1,Customer,2019-07-20,2019-07-29,Event,Activity-2-0011U00000KuFXMQA3,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,High,Advisor Task,Onboarding,Not Started,Evaluate Refinancing Loan,Task,Other,2020-05-25
682189.0,0011U00000KuFXRQA3,Moderately Inexperienced,Growth,Affluent Professionals,Sloane Holland,Chelsea Advisor,Person Account,Tier 1,Customer,2019-07-25,2019-07-29,Event,Activity-2-0011U00000KuFXRQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Sync Up,Event,Other,2020-05-25
463098.0,0011U00000KuFXUQA3,Moderately Experienced,Growth,Millennials,Britanni Garcia,Allen Advisor,Individual,Tier 1,Customer,2019-07-05,2019-07-29,Event,Activity-2-0011U00000KuFXUQA3,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Normal,Advisor Task,Prospecting,In Progress,Lunch Meeting,Task,Meeting,2020-05-25
417597.0,0011U00000KuFXYQA3,Inexperienced,Growth,Mass Market,Elizabeth Avila,Allen Advisor,Individual,Tier 3,Customer,2019-07-14,2019-07-29,Call,Activity-2-0011U00000KuFXYQA3,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Client Retention,Event,Call Elizabeth Avila,Event,Call,2020-05-25
494272.0,0011U00000KuFXdQAN,Moderately Inexperienced,Income,Mass Market,Penelope Solis,Brenda Banker,Person Account,Tier 1,Customer,2019-07-27,2019-07-29,Event,Activity-2-0011U00000KuFXdQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Sync Up,Event,Email,2020-05-25
329759.0,0011U00000KuFXjQAN,Inexperienced,Aggressive Growth,Mass Market,Dorian Newton,Brenda Banker,Person Account,Tier 2,Customer,2019-07-09,2019-07-29,Event,Activity-4-0011U00000KuFXjQAN,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Event,Advisor Event,Onboarding,Event,Send Birthday Gift,Event,Other,2020-05-25
708900.0,0011U00000KuFXkQAN,Inexperienced,Aggressive Growth,Affluent Professionals,Idola Le,Allen Advisor,Person Account,Tier 2,Customer,2019-07-14,2019-07-29,Event,Activity-3-0011U00000KuFXkQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Prospecting,Event,Evaluate Refinancing Loan,Event,Email,2020-05-25
667616.0,0011U00000KuFXlQAN,Moderately Experienced,Growth,Mass Market,Wade Greer,Allen Advisor,Person Account,Tier 3,Customer,2019-07-12,2019-07-29,Event,Activity-1-0011U00000KuFXlQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,High,Advisor Task,Service,In Progress,Call Wade Greer,Call,Call,2020-05-25
680304.0,0011U00000KuFXuQAN,Experienced,Aggressive Growth,Mass Market,Marvin Garcia,Allen Advisor,Person Account,Tier 1,Customer,2019-07-03,2019-07-29,Event,Activity-3-0011U00000KuFXuQAN,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Normal,Advisor Task,Onboarding,Not Started,Call Marvin Garcia,Call,Call,2020-05-25
583768.0,0011U00000KuFXvQAN,Moderately Inexperienced,Income,High Net Worth Families,Odysseus Grimes,Allen Advisor,Person Account,Tier 3,Customer,2019-07-22,2019-07-29,Event,Activity-2-0011U00000KuFXvQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Service,Open,Sync Up,Task,Other,2020-05-25
524420.0,0011U00000KuFYBQA3,Moderately Inexperienced,Growth,Affluent Professionals,Lynn Davidson,Allen Advisor,Household,Tier 2,Customer,2019-06-30,2019-07-29,Call,Activity-2-0011U00000KuFYBQA3,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Prospecting,Event,Call Lynn Davidson,Event,Call,2020-05-25
295663.0,0011U00000KuFYCQA3,Inexperienced,Aggressive Growth,Millennials,Evangeline Christian,Allen Advisor,Household,Tier 2,Customer,2019-07-21,2019-07-29,Event,Activity-2-0011U00000KuFYCQA3,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,High,Advisor Task,Prospecting,Open,Call Evangeline Christian,Call,Call,2020-05-25
302905.0,0011U00000KuFYEQA3,Moderately Inexperienced,Income,Retired,Reuben Roman,Mark Garet,Individual,Tier 1,Customer,2019-07-27,2019-07-29,Call,Activity-1-0011U00000KuFYEQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Prospecting,Event,Call Reuben Roman,Event,Call,2020-05-25
543266.0,0011U00000KuFYGQA3,Inexperienced,Income,Millennials,Caleb Mccray,Allen Advisor,Household,Tier 2,Customer,2019-07-18,2019-07-29,Event,Activity-4-0011U00000KuFYGQA3,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,High,Advisor Task,Client Retention,Not Started,Send Birthday Gift,Task,Meeting,2020-05-25
249336.0,0011U00000KuFYOQA3,Moderately Inexperienced,Income,Millennials,Slade Lindsay,Allen Advisor,Individual,Tier 2,Customer,2019-07-10,2019-07-29,Event,Activity-2-0011U00000KuFYOQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Client Retention,Event,Summit,Event,Other,2020-05-25
465685.0,0011U00000KuFYQQA3,Moderately Experienced,Aggressive Growth,Retired,Autumn Perry,Allen Advisor,Individual,Tier 1,Customer,2019-07-08,2019-07-29,Event,Activity-2-0011U00000KuFYQQA3,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,High,Advisor Task,Client Retention,Not Started,Quarterly Earnings Summary,Task,Other,2020-05-25
152528.0,0011U00000KuFYTQA3,Experienced,Balanced Growth,Millennials,Stephen Pittman,Brenda Banker,Person Account,Tier 2,Customer,2019-07-05,2019-07-29,Event,Activity-1-0011U00000KuFYTQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Service,Event,Quarterly Earnings Summary,Event,Email,2020-05-25
745731.0,0011U00000KuFYXQA3,Moderately Inexperienced,Balanced Growth,Millennials,Tarik Mercer,Allen Advisor,Person Account,Tier 3,Customer,2019-07-27,2019-07-29,Event,Activity-1-0011U00000KuFYXQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Evaluate Refinancing Loan,Event,Other,2020-05-25
233467.0,0011U00000KuFYZQA3,Inexperienced,Income,Retired,Clementine Hughes,Brenda Banker,Household,Tier 1,Customer,2019-07-13,2019-07-29,Event,Activity-1-0011U00000KuFYZQA3,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Event,Advisor Event,Onboarding,Event,Lunch Meeting,Event,Email,2020-05-25
56563.0,0011U00000KuFYaQAN,Moderately Inexperienced,Income,Mass Market,Drake Branch,Brenda Banker,Individual,Tier 2,Customer,2019-07-13,2019-07-29,Event,Activity-2-0011U00000KuFYaQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Service,Event,Lunch Meeting,Event,Email,2020-05-25
337409.0,0011U00000KuFYbQAN,Experienced,Aggressive Growth,Millennials,Penelope Briggs,Allen Advisor,Person Account,Tier 3,Customer,2019-07-18,2019-07-29,Event,Activity-4-0011U00000KuFYbQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Onboarding,Completed,Call Penelope Briggs,Call,Call,2020-05-25
