ACCOUNTID,ACCOUNTINVESTMENTOBJECTIVES,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACCOUNTSERVICEMODEL,ACCOUNTTOTALAUMPRIMARYOWNER,ACCOUNTTOTALFINACCTSPRIMARYOWNER,ACCOUNTTOTALHELDFINACCTSPRIMARYOWNER,BALANCE,CREATEDDATE,FINANCIALACCOUNTTYPE,HELDAWAY,ID,JOINTOWNERID,MANAGED,OWNERCITY,OWNEREMAIL,OWNERID,OWNERNAME,OWNERROLENAME,OWNERSHIP,OWNERSMALLPHOTOURL,OWNERSTATE,RECORDTYPENAME,LastProcessedDate
0011U00000KuFYbQAN,Aggressive Growth,Millennials,Penelope Briggs,Tier 3,0.0,0.0,0.0,173150.0,2018-11-22,Mutual Fund,true,FinAcct-0011U00000KuFYbQAN-2,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,Retired,Basil Moran,Tier 3,0.0,0.0,0.0,228220.0,2018-11-24,Mutual Fund,false,FinAcct-0011U00000KuFYcQAN-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,Retired,Basil Moran,Tier 3,0.0,0.0,0.0,114265.0,2018-11-24,Savings,false,FinAcct-0011U00000KuFYcQAN-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Savings Account,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,Retired,Basil Moran,Tier 3,0.0,0.0,0.0,169821.0,2018-11-24,Mutual Fund,false,FinAcct-0011U00000KuFYcQAN-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,Retired,Basil Moran,Tier 3,0.0,0.0,0.0,72859.0,2018-11-23,Brokerage,false,FinAcct-0011U00000KuFYcQAN-3,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,Retired,Basil Moran,Tier 3,0.0,0.0,0.0,468884.06999999995,2018-11-23,Managed Account,true,FinAcct-0011U00000KuFYcQAN-4,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYfQAN,Aggressive Growth,Mass Market,Raja Oneal,Tier 3,0.0,0.0,0.0,224415.0,2018-11-22,Managed Account,false,FinAcct-0011U00000KuFYfQAN-0,,true,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Investment Account,2020-05-25
0011U00000KuFYfQAN,Aggressive Growth,Mass Market,Raja Oneal,Tier 3,0.0,0.0,0.0,300797.0,2018-11-24,Managed Account,false,FinAcct-0011U00000KuFYfQAN-1,,true,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Investment Account,2020-05-25
0011U00000KuFYfQAN,Aggressive Growth,Mass Market,Raja Oneal,Tier 3,0.0,0.0,0.0,55510.0,2018-11-21,Mutual Fund,false,FinAcct-0011U00000KuFYfQAN-2,,true,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Mutual Fund Investment,2020-05-25
0011U00000KuFYfQAN,Aggressive Growth,Mass Market,Raja Oneal,Tier 3,0.0,0.0,0.0,321347.4,2018-11-21,Managed Account,true,FinAcct-0011U00000KuFYfQAN-3,,false,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Investment Account,2020-05-25
0011U00000KuFYhQAN,Growth,High Net Worth Families,Quon Holcomb,Tier 2,0.0,0.0,0.0,110781.0,2018-11-24,Fixed Annuity,true,FinAcct-0011U00000KuFYhQAN-0,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYhQAN,Growth,High Net Worth Families,Quon Holcomb,Tier 2,0.0,0.0,0.0,62465.0,2018-11-22,Fixed Annuity,false,FinAcct-0011U00000KuFYhQAN-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,Affluent Professionals,Abraham Tyler,Tier 3,0.0,0.0,0.0,178374.0,2018-11-30,Brokerage,true,FinAcct-0011U00000KuFYjQAN-0,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,Affluent Professionals,Abraham Tyler,Tier 3,0.0,0.0,0.0,64371.0,2018-11-27,Fixed Annuity,false,FinAcct-0011U00000KuFYjQAN-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,Affluent Professionals,Abraham Tyler,Tier 3,0.0,0.0,0.0,229566.0,2018-11-29,Brokerage,false,FinAcct-0011U00000KuFYjQAN-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,Affluent Professionals,Abraham Tyler,Tier 3,0.0,0.0,0.0,61589.0,2018-12-02,Fixed Annuity,false,FinAcct-0011U00000KuFYjQAN-3,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYlQAN,Income,High Net Worth Families,Maryam Ramsey,Tier 3,0.0,0.0,0.0,173962.0,2018-12-02,Fixed Annuity,false,FinAcct-0011U00000KuFYlQAN-0,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000KuFYlQAN,Income,High Net Worth Families,Maryam Ramsey,Tier 3,0.0,0.0,0.0,174429.0,2018-11-30,Mutual Fund,false,FinAcct-0011U00000KuFYlQAN-1,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFYlQAN,Income,High Net Worth Families,Maryam Ramsey,Tier 3,0.0,0.0,0.0,186813.3,2018-12-01,Managed Account,true,FinAcct-0011U00000KuFYlQAN-2,,false,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000KuFYnQAN,Balanced Growth,Millennials,Kirestin Wilkins,Tier 1,0.0,0.0,0.0,135825.0,2018-12-06,Managed Account,false,FinAcct-0011U00000KuFYnQAN-0,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFYnQAN,Balanced Growth,Millennials,Kirestin Wilkins,Tier 1,0.0,0.0,0.0,66019.0,2018-12-05,Mutual Fund,true,FinAcct-0011U00000KuFYnQAN-1,,false,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Mutual Fund Investment,2020-05-25
0011U00000KuFYoQAN,Income,Affluent Professionals,Calvin Rutledge,Tier 3,0.0,0.0,0.0,171128.0,2018-12-09,Managed Account,true,FinAcct-0011U00000KuFYoQAN-0,,false,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000KuFYoQAN,Income,Affluent Professionals,Calvin Rutledge,Tier 3,0.0,0.0,0.0,181343.0,2018-12-04,Fixed Annuity,false,FinAcct-0011U00000KuFYoQAN-1,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000KuFYqQAN,Growth,Retired,Abbot Gutierrez,Tier 1,0.0,0.0,0.0,95248.0,2018-12-09,Checking,false,FinAcct-0011U00000KuFYqQAN-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Bank Account,2020-05-25
0011U00000KuFYqQAN,Growth,Retired,Abbot Gutierrez,Tier 1,0.0,0.0,0.0,137166.3,2018-12-05,Brokerage,true,FinAcct-0011U00000KuFYqQAN-1,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYtQAN,Income,Retired,Fuller Cooley,Tier 3,0.0,0.0,0.0,87769.0,2018-12-19,Mutual Fund,false,FinAcct-0011U00000KuFYtQAN-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYtQAN,Income,Retired,Fuller Cooley,Tier 3,0.0,0.0,0.0,16664.0,2018-12-18,Brokerage,false,FinAcct-0011U00000KuFYtQAN-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYtQAN,Income,Retired,Fuller Cooley,Tier 3,0.0,0.0,0.0,252989.0,2018-12-20,Managed Account,true,FinAcct-0011U00000KuFYtQAN-2,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYuQAN,Growth,High Net Worth Families,Mannix Best,Tier 3,0.0,0.0,0.0,112694.0,2018-12-27,Managed Account,false,FinAcct-0011U00000KuFYuQAN-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYuQAN,Growth,High Net Worth Families,Mannix Best,Tier 3,0.0,0.0,0.0,115853.0,2018-12-28,Mutual Fund,false,FinAcct-0011U00000KuFYuQAN-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFYuQAN,Growth,High Net Worth Families,Mannix Best,Tier 3,0.0,0.0,0.0,207249.5,2018-12-30,Mutual Fund,true,FinAcct-0011U00000KuFYuQAN-2,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYwQAN,Balanced Growth,Millennials,Armand Knowles,Tier 3,0.0,0.0,0.0,178815.0,2018-12-28,Mutual Fund,false,FinAcct-0011U00000KuFYwQAN-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFYwQAN,Balanced Growth,Millennials,Armand Knowles,Tier 3,0.0,0.0,0.0,117238.0,2018-12-29,Mutual Fund,false,FinAcct-0011U00000KuFYwQAN-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFYwQAN,Balanced Growth,Millennials,Armand Knowles,Tier 3,0.0,0.0,0.0,1.0,2018-12-28,Checking,false,FinAcct-0011U00000KuFYwQAN-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Bank Account,2020-05-25
0011U00000KuFYwQAN,Balanced Growth,Millennials,Armand Knowles,Tier 3,0.0,0.0,0.0,126988.0,2018-12-25,Managed Account,false,FinAcct-0011U00000KuFYwQAN-3,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFYwQAN,Balanced Growth,Millennials,Armand Knowles,Tier 3,0.0,0.0,0.0,485926.8,2018-12-28,Savings,true,FinAcct-0011U00000KuFYwQAN-4,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Savings Account,2020-05-25
0011U00000KuFYyQAN,Growth,Affluent Professionals,Lacey Snider,Tier 3,0.0,0.0,0.0,179394.0,2019-01-12,Savings,false,FinAcct-0011U00000KuFYyQAN-0,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Savings Account,2020-05-25
0011U00000KuFYyQAN,Growth,Affluent Professionals,Lacey Snider,Tier 3,0.0,0.0,0.0,191771.0,2019-01-11,Brokerage,false,FinAcct-0011U00000KuFYyQAN-1,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000KuFYyQAN,Growth,Affluent Professionals,Lacey Snider,Tier 3,0.0,0.0,0.0,280040.0,2019-01-11,Mutual Fund,false,FinAcct-0011U00000KuFYyQAN-2,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFYyQAN,Growth,Affluent Professionals,Lacey Snider,Tier 3,0.0,0.0,0.0,296180.0,2019-01-10,Managed Account,false,FinAcct-0011U00000KuFYyQAN-3,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000KuFYyQAN,Growth,Affluent Professionals,Lacey Snider,Tier 3,0.0,0.0,0.0,516915.2,2019-01-12,Managed Account,true,FinAcct-0011U00000KuFYyQAN-4,,false,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000KuFYzQAN,Balanced Growth,Retired,Sacha Mooney,Tier 3,0.0,0.0,0.0,256009.0,2019-01-25,Fixed Annuity,true,FinAcct-0011U00000KuFYzQAN-0,,false,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFYzQAN,Balanced Growth,Retired,Sacha Mooney,Tier 3,0.0,0.0,0.0,1.0,2019-01-27,Brokerage,false,FinAcct-0011U00000KuFYzQAN-1,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFYzQAN,Balanced Growth,Retired,Sacha Mooney,Tier 3,0.0,0.0,0.0,157097.0,2019-01-23,Brokerage,false,FinAcct-0011U00000KuFYzQAN-2,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFZ0QAN,Income,Affluent Professionals,Keaton Lang,Tier 1,0.0,0.0,0.0,223356.0,2019-01-25,Fixed Annuity,false,FinAcct-0011U00000KuFZ0QAN-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFZ0QAN,Income,Affluent Professionals,Keaton Lang,Tier 1,0.0,0.0,0.0,279403.0,2019-01-27,Checking,false,FinAcct-0011U00000KuFZ0QAN-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Bank Account,2020-05-25
0011U00000KuFZ0QAN,Income,Affluent Professionals,Keaton Lang,Tier 1,0.0,0.0,0.0,306790.3,2019-01-26,Brokerage,true,FinAcct-0011U00000KuFZ0QAN-2,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFZ2QAN,Growth,High Net Worth Families,Ori Copeland,Tier 3,0.0,0.0,0.0,3768.0,2019-01-27,Mutual Fund,false,FinAcct-0011U00000KuFZ2QAN-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFZ2QAN,Growth,High Net Worth Families,Ori Copeland,Tier 3,0.0,0.0,0.0,180986.5,2019-01-23,Mutual Fund,true,FinAcct-0011U00000KuFZ2QAN-1,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFZ2QAN,Growth,High Net Worth Families,Ori Copeland,Tier 3,0.0,0.0,0.0,62694.0,2019-01-26,Mutual Fund,false,FinAcct-0011U00000KuFZ2QAN-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFZ2QAN,Growth,High Net Worth Families,Ori Copeland,Tier 3,0.0,0.0,0.0,121530.0,2019-01-24,Managed Account,false,FinAcct-0011U00000KuFZ2QAN-3,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFZ4QAN,Income,Mass Market,Fitzgerald Coffey,Tier 2,0.0,0.0,0.0,274009.8,2019-01-30,Savings,true,FinAcct-0011U00000KuFZ4QAN-0,,false,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Savings Account,2020-05-25
0011U00000KuFZ4QAN,Income,Mass Market,Fitzgerald Coffey,Tier 2,0.0,0.0,0.0,123757.0,2019-01-30,Mutual Fund,false,FinAcct-0011U00000KuFZ4QAN-1,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Mutual Fund Investment,2020-05-25
0011U00000KuFZ4QAN,Income,Mass Market,Fitzgerald Coffey,Tier 2,0.0,0.0,0.0,19741.0,2019-02-01,Brokerage,false,FinAcct-0011U00000KuFZ4QAN-2,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFZ4QAN,Income,Mass Market,Fitzgerald Coffey,Tier 2,0.0,0.0,0.0,171432.0,2019-02-03,Fixed Annuity,false,FinAcct-0011U00000KuFZ4QAN-3,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFZ5QAN,Growth,High Net Worth Families,Hayes Huff,Tier 3,0.0,0.0,0.0,348665.6,2019-01-29,Mutual Fund,true,FinAcct-0011U00000KuFZ5QAN-0,,false,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFZ5QAN,Growth,High Net Worth Families,Hayes Huff,Tier 3,0.0,0.0,0.0,251206.0,2019-01-30,Mutual Fund,false,FinAcct-0011U00000KuFZ5QAN-1,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFZ5QAN,Growth,High Net Worth Families,Hayes Huff,Tier 3,0.0,0.0,0.0,304714.0,2019-01-30,Mutual Fund,false,FinAcct-0011U00000KuFZ5QAN-2,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFZ5QAN,Growth,High Net Worth Families,Hayes Huff,Tier 3,0.0,0.0,0.0,112640.0,2019-02-03,Mutual Fund,false,FinAcct-0011U00000KuFZ5QAN-3,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFZ6QAN,Income,High Net Worth Families,Ferdinand Jennings,Tier 1,0.0,0.0,0.0,134792.0,2019-02-08,Brokerage,false,FinAcct-0011U00000KuFZ6QAN-0,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFZ6QAN,Income,High Net Worth Families,Ferdinand Jennings,Tier 1,0.0,0.0,0.0,224567.0,2019-02-08,Checking,false,FinAcct-0011U00000KuFZ6QAN-1,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Bank Account,2020-05-25
0011U00000KuFZ6QAN,Income,High Net Worth Families,Ferdinand Jennings,Tier 1,0.0,0.0,0.0,305235.0,2019-02-06,Managed Account,true,FinAcct-0011U00000KuFZ6QAN-2,,false,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFZ6QAN,Income,High Net Worth Families,Ferdinand Jennings,Tier 1,0.0,0.0,0.0,175563.0,2019-02-10,Mutual Fund,false,FinAcct-0011U00000KuFZ6QAN-3,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFZ7QAN,Growth,Mass Market,Kirk Walton,Tier 1,0.0,0.0,0.0,28332.0,2019-02-05,Mutual Fund,false,FinAcct-0011U00000KuFZ7QAN-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFZ7QAN,Growth,Mass Market,Kirk Walton,Tier 1,0.0,0.0,0.0,104025.0,2019-02-06,Savings,true,FinAcct-0011U00000KuFZ7QAN-1,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Savings Account,2020-05-25
0011U00000KuFZ8QAN,Aggressive Growth,Mass Market,Wang Church,Tier 1,0.0,0.0,0.0,372939.1,2019-02-14,Mutual Fund,true,FinAcct-0011U00000KuFZ8QAN-0,,false,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFZ8QAN,Aggressive Growth,Mass Market,Wang Church,Tier 1,0.0,0.0,0.0,61582.0,2019-02-13,Fixed Annuity,false,FinAcct-0011U00000KuFZ8QAN-1,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
