CAMPAIGNID,CAMPAIGNISACTIVE,CAMPAIGNNAME,CAMPAIGNSTARTDATE,CAMPAIGNSTATUS,CAMPAIGNTYPE,CONTACTEMAIL,CONTACTMOBILEPHONE,CONTACTNAME,HASRESPONDED,ID,LEADEMAIL,LEADNAME,LEADPHONE,NAME,TYPE,LastProcessedDate
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,kameronporter@example.com,(9409)-551-9409,Kameron Porter,false,00v1U000000oCSSQA2,,,,Kameron Porter,Prospect,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,,,,true,00v1U000000oCSTQA2,emiliomurillo@example.com,Emilio Murillo,(5351)-533-5351,Emilio Murillo,Lead and Referral,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,andreasroy@example.com,(8270)-613-8270,Andreas Roy,false,00v1U000000oCSUQA2,,,,Andreas Roy,Contact,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,,,,true,00v1U000000oCSVQA2,agustinhodges@example.com,Agustin Hodges,(4865)-630-4865,Agustin Hodges,Lead and Referral,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,,,,false,00v1U000000oCSWQA2,deangeloelliott@example.com,Deangelo Elliott,(8329)-613-8329,Deangelo Elliott,Lead and Referral,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,davondavid@example.com,(5512)-194-5512,Davon David,false,00v1U000000oCSXQA2,,,,Davon David,Prospect,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,casonbullock@example.com,(5092)-688-5092,Cason Bullock,true,00v1U000000oCSYQA2,,,,Cason Bullock,Prospect,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,geraldwoodward@example.com,(4311)-441-4311,Gerald Woodward,true,00v1U000000oCSZQA2,,,,Gerald Woodward,Contact,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,,,,true,00v1U000000oCSaQAM,mathewibarra@example.com,Mathew Ibarra,(9543)-472-9543,Mathew Ibarra,Lead and Referral,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,remingtoncowan@example.com,(3719)-823-3719,Remington Cowan,false,00v1U000000oCSbQAM,,,,Remington Cowan,Prospect,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,,,,true,00v1U000000oCScQAM,chadjohnson@example.com,Chad Johnson,(2442)-928-2442,Chad Johnson,Lead and Referral,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,skylarrodriguez@example.com,(6455)-588-6455,Skylar Rodriguez,true,00v1U000000oCSdQAM,,,,Skylar Rodriguez,Prospect,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,arthurmcclure@example.com,(7896)-129-7896,Arthur Mcclure,false,00v1U000000oCSeQAM,,,,Arthur Mcclure,Prospect,2020-05-25
7011U000000UMJiQAO,false,Get Well Campaign,2019-04-08,Aborted,Seminar / Conference,kodycharles@example.com,(2234)-317-2234,Kody Charles,false,00v1U000000oCSfQAM,,,,Kody Charles,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,noelbradshaw@example.com,(9108)-995-9108,Noel Bradshaw,false,00v1U000000oCSgQAM,,,,Noel Bradshaw,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCShQAM,juliusoneill@example.com,Julius Oneill,(4379)-948-4379,Julius Oneill,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,fisherarias@example.com,(9603)-750-9603,Fisher Arias,true,00v1U000000oCSiQAM,,,,Fisher Arias,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,connerlynch@example.com,(4933)-854-4933,Conner Lynch,true,00v1U000000oCSjQAM,,,,Conner Lynch,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,arymdiamond@example.com,(3466)-650-3466,Arym Diamond,false,00v1U000000oCSkQAM,,,,Arym Diamond,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCSlQAM,sergiohoffman@example.com,Sergio Hoffman,(3866)-859-3866,Sergio Hoffman,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,false,00v1U000000oCSmQAM,marvinstephenson@example.com,Marvin Stephenson,(9735)-585-9735,Marvin Stephenson,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCSnQAM,daviontownsend@example.com,Davion Townsend,(3060)-269-3060,Davion Townsend,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,jovanytaylor@example.com,(7251)-875-7251,Jovany Taylor,false,00v1U000000oCSoQAM,,,,Jovany Taylor,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,tristenharding@example.com,(1386)-536-1386,Tristen Harding,false,00v1U000000oCSpQAM,,,,Tristen Harding,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,joshuamcknight@example.com,(7226)-134-7226,Joshua Mcknight,false,00v1U000000oCSqQAM,,,,Joshua Mcknight,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,ernestpeck@example.com,(1609)-278-1609,Ernest Peck,true,00v1U000000oCSrQAM,,,,Ernest Peck,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,howardsandoval@example.com,(8047)-731-8047,Howard Sandoval,false,00v1U000000oCSsQAM,,,,Howard Sandoval,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,jadongarcia@example.com,(5908)-495-5908,Jadon Garcia,true,00v1U000000oCStQAM,,,,Jadon Garcia,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,terrellvalencia@example.com,(7291)-828-7291,Terrell Valencia,false,00v1U000000oCSuQAM,,,,Terrell Valencia,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCSvQAM,aedanmiranda@example.com,Aedan Miranda,(8011)-767-8011,Aedan Miranda,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,alissonlynn@example.com,(4213)-897-4213,Alisson Lynn,true,00v1U000000oCSwQAM,,,,Alisson Lynn,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,breannamclean@example.com,(9817)-569-9817,Breanna Mclean,false,00v1U000000oCSxQAM,,,,Breanna Mclean,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,caitlynruiz@example.com,(3697)-828-3697,Caitlyn Ruiz,true,00v1U000000oCSyQAM,,,,Caitlyn Ruiz,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,jovanallen@example.com,(8698)-354-8698,Jovan Allen,true,00v1U000000oCSzQAM,,,,Jovan Allen,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,false,00v1U000000oCT0QAM,keyonbullock@example.com,Keyon Bullock,(3052)-389-3052,Keyon Bullock,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,petersalas@example.com,(7203)-254-7203,Peter Salas,true,00v1U000000oCT1QAM,,,,Peter Salas,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,gokulrao@example.com,(1921)-785-1921,Gokul Rao,true,00v1U000000oCT2QAM,,,,Gokul Rao,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,sandrabush@example.com,(9518)-137-9518,Sandra Bush,false,00v1U000000oCT3QAM,,,,Sandra Bush,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,false,00v1U000000oCT4QAM,hectorhernandez@example.com,Hector Hernandez,(2120)-313-2120,Hector Hernandez,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,addysonknight@example.com,(4535)-716-4535,Addyson Knight,false,00v1U000000oCT5QAM,,,,Addyson Knight,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,camillacross@example.com,(4787)-856-4787,Camilla Cross,false,00v1U000000oCT6QAM,,,,Camilla Cross,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,brunoibarra@example.com,(6418)-466-6418,Bruno Ibarra,false,00v1U000000oCT7QAM,,,,Bruno Ibarra,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,jaylingill@example.com,(1729)-617-1729,Jaylin Gill,true,00v1U000000oCT8QAM,,,,Jaylin Gill,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCT9QAM,kylerhodes@example.com,Kyle Rhodes,(9050)-365-9050,Kyle Rhodes,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,rebeccaberger@example.com,(3048)-443-3048,Rebecca Berger,false,00v1U000000oCTAQA2,,,,Rebecca Berger,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,marchays@example.com,(3348)-250-3348,Marc Hays,true,00v1U000000oCTBQA2,,,,Marc Hays,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,false,00v1U000000oCTCQA2,elizabethsanford@example.com,Elizabeth Sanford,(7986)-487-7986,Elizabeth Sanford,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,jalensavage@example.com,(2907)-681-2907,Jalen Savage,true,00v1U000000oCTDQA2,,,,Jalen Savage,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,false,00v1U000000oCTEQA2,jaydinherrera@example.com,Jaydin Herrera,(1974)-360-1974,Jaydin Herrera,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTFQA2,devenmurray@example.com,Deven Murray,(2914)-912-2914,Deven Murray,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTGQA2,brayanarroyo@example.com,Brayan Arroyo,(5945)-555-5945,Brayan Arroyo,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,aydanbates@example.com,(5672)-733-5672,Aydan Bates,true,00v1U000000oCTHQA2,,,,Aydan Bates,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,matthiasmathis@example.com,(7230)-119-7230,Matthias Mathis,false,00v1U000000oCTIQA2,,,,Matthias Mathis,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTJQA2,mayraarmstrong@example.com,Mayra Armstrong,(3394)-856-3394,Mayra Armstrong,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,amirahbolton@example.com,(7379)-103-7379,Amirah Bolton,true,00v1U000000oCTKQA2,,,,Amirah Bolton,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,gwendolynbaker@example.com,(3002)-689-3002,Gwendolyn Baker,false,00v1U000000oCTLQA2,,,,Gwendolyn Baker,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,keelylutz@example.com,(4157)-602-4157,Keely Lutz,false,00v1U000000oCTMQA2,,,,Keely Lutz,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,kenyonhays@example.com,(9125)-325-9125,Kenyon Hays,true,00v1U000000oCTNQA2,,,,Kenyon Hays,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,false,00v1U000000oCTOQA2,jaylonstevenson@example.com,Jaylon Stevenson,(5078)-862-5078,Jaylon Stevenson,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,aryannahobbs@example.com,(8188)-607-8188,Aryanna Hobbs,false,00v1U000000oCTPQA2,,,,Aryanna Hobbs,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,false,00v1U000000oCTQQA2,kirablack@example.com,Kira Black,(4958)-703-4958,Kira Black,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTRQA2,maryfrey@example.com,Mary Frey,(2806)-601-2806,Mary Frey,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTSQA2,rydermills@example.com,Ryder Mills,(5056)-467-5056,Ryder Mills,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,mosesschneider@example.com,(5077)-175-5077,Moses Schneider,false,00v1U000000oCTTQA2,,,,Moses Schneider,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,victormurray@example.com,(1965)-131-1965,Victor Murray,true,00v1U000000oCTUQA2,,,,Victor Murray,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,reaganbond@example.com,(3388)-950-3388,Reagan Bond,true,00v1U000000oCTVQA2,,,,Reagan Bond,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,false,00v1U000000oCTWQA2,shaunduran@example.com,Shaun Duran,(5914)-645-5914,Shaun Duran,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,giovannyavila@example.com,(3992)-748-3992,Giovanny Avila,false,00v1U000000oCTXQA2,,,,Giovanny Avila,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTYQA2,raidapotts@example.com,Raida Potts,(5172)-616-5172,Raida Potts,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTZQA2,alessandroparrish@example.com,Alessandro Parrish,(5649)-556-5649,Alessandro Parrish,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,samaracampos@example.com,(6153)-300-6153,Samara Campos,false,00v1U000000oCTaQAM,,,,Samara Campos,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,emmajacobson@example.com,(6548)-703-6548,Emma Jacobson,true,00v1U000000oCTbQAM,,,,Emma Jacobson,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTcQAM,vancecompton@example.com,Vance Compton,(6369)-547-6369,Vance Compton,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,norasandoval@example.com,(3139)-551-3139,Nora Sandoval,true,00v1U000000oCTdQAM,,,,Nora Sandoval,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTeQAM,gillianreynolds@example.com,Gillian Reynolds,(1163)-737-1163,Gillian Reynolds,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,racheladamssample@example.com,(4596)-371-4596,Rachel Adams (Sample),false,00v1U000000oCTfQAM,,,,Rachel Adams (Sample),Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTgQAM,neilsymondssample@example.com,Neil Symonds (Sample),(6549)-965-6549,Neil Symonds (Sample),Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCThQAM,nigeladamssample@example.com,Nigel Adams (Sample),(1111)-761-1111,Nigel Adams (Sample),Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,martinyoung@example.com,(8600)-187-8600,Martin Young,false,00v1U000000oCTiQAM,,,,Martin Young,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTjQAM,justinsmith@example.com,Justin Smith,(6699)-544-6699,Justin Smith,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,jinniboyd@example.com,(2360)-641-2360,Jinni Boyd,false,00v1U000000oCTkQAM,,,,Jinni Boyd,Prospect,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,williehester@example.com,(2079)-906-2079,Willie Hester,false,00v1U000000oCTlQAM,,,,Willie Hester,Contact,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,false,00v1U000000oCTmQAM,reubenholder@example.com,Reuben Holder,(2590)-436-2590,Reuben Holder,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCTnQAM,deshawnbaldwin@example.com,Deshawn Baldwin,(2663)-690-2663,Deshawn Baldwin,Lead and Referral,2020-05-25
7011U000000ULoPQAW,true,401k Rollover Seminar,2019-06-03,In Progress,Seminar / Conference,,,,true,00v1U000000oCToQAM,isaacmolina@example.com,Isaac Molina,(2576)-509-2576,Isaac Molina,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,kartergarner@example.com,(1121)-900-1121,Karter Garner,true,00v1U000000oCTpQAM,,,,Karter Garner,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,tyrellsmith@example.com,(8443)-704-8443,Tyrell Smith,true,00v1U000000oCTqQAM,,,,Tyrell Smith,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,guillermomccoy@example.com,(9471)-739-9471,Guillermo Mccoy,false,00v1U000000oCTrQAM,,,,Guillermo Mccoy,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,billyholder@example.com,(8647)-270-8647,Billy Holder,false,00v1U000000oCTsQAM,,,,Billy Holder,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCTtQAM,keenanpetty@example.com,Keenan Petty,(9994)-855-9994,Keenan Petty,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCTuQAM,zanearroyo@example.com,Zane Arroyo,(8052)-946-8052,Zane Arroyo,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCTvQAM,nathanhenry@example.com,Nathan Henry,(4390)-347-4390,Nathan Henry,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,austinharvey@example.com,(4211)-555-4211,Austin Harvey,true,00v1U000000oCTwQAM,,,,Austin Harvey,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,kasenmclean@example.com,(5909)-123-5909,Kasen Mclean,true,00v1U000000oCTxQAM,,,,Kasen Mclean,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,nigelgibbs@example.com,(2381)-299-2381,Nigel Gibbs,true,00v1U000000oCTyQAM,,,,Nigel Gibbs,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,quintonharrell@example.com,(2040)-320-2040,Quinton Harrell,true,00v1U000000oCTzQAM,,,,Quinton Harrell,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,stephenharrell@example.com,(5060)-374-5060,Stephen Harrell,false,00v1U000000oCU0QAM,,,,Stephen Harrell,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,sidneyabbott@example.com,(5930)-251-5930,Sidney Abbott,false,00v1U000000oCU1QAM,,,,Sidney Abbott,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,alejandrobates@example.com,(5604)-587-5604,Alejandro Bates,false,00v1U000000oCU2QAM,,,,Alejandro Bates,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,kameronporter@example.com,(8345)-203-8345,Kameron Porter,true,00v1U000000oCU3QAM,,,,Kameron Porter,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,emiliomurillo@example.com,(7199)-828-7199,Emilio Murillo,true,00v1U000000oCU4QAM,,,,Emilio Murillo,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,andreasroy@example.com,(9585)-694-9585,Andreas Roy,true,00v1U000000oCU5QAM,,,,Andreas Roy,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCU6QAM,agustinhodges@example.com,Agustin Hodges,(4870)-493-4870,Agustin Hodges,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,deangeloelliott@example.com,(8329)-959-8329,Deangelo Elliott,true,00v1U000000oCU7QAM,,,,Deangelo Elliott,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,davondavid@example.com,(2791)-455-2791,Davon David,false,00v1U000000oCU8QAM,,,,Davon David,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,casonbullock@example.com,(5563)-704-5563,Cason Bullock,true,00v1U000000oCU9QAM,,,,Cason Bullock,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,geraldwoodward@example.com,(6922)-500-6922,Gerald Woodward,true,00v1U000000oCUAQA2,,,,Gerald Woodward,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,false,00v1U000000oCUBQA2,mathewibarra@example.com,Mathew Ibarra,(3415)-513-3415,Mathew Ibarra,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,remingtoncowan@example.com,(2275)-199-2275,Remington Cowan,false,00v1U000000oCUCQA2,,,,Remington Cowan,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCUDQA2,chadjohnson@example.com,Chad Johnson,(1708)-337-1708,Chad Johnson,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,skylarrodriguez@example.com,(5792)-181-5792,Skylar Rodriguez,true,00v1U000000oCUEQA2,,,,Skylar Rodriguez,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,arthurmcclure@example.com,(2688)-528-2688,Arthur Mcclure,false,00v1U000000oCUFQA2,,,,Arthur Mcclure,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,kodycharles@example.com,(3107)-501-3107,Kody Charles,false,00v1U000000oCUGQA2,,,,Kody Charles,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,noelbradshaw@example.com,(8928)-151-8928,Noel Bradshaw,false,00v1U000000oCUHQA2,,,,Noel Bradshaw,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,false,00v1U000000oCUIQA2,juliusoneill@example.com,Julius Oneill,(5274)-349-5274,Julius Oneill,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCUJQA2,fisherarias@example.com,Fisher Arias,(7330)-943-7330,Fisher Arias,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,connerlynch@example.com,(3095)-448-3095,Conner Lynch,false,00v1U000000oCUKQA2,,,,Conner Lynch,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,arymdiamond@example.com,(4691)-880-4691,Arym Diamond,false,00v1U000000oCULQA2,,,,Arym Diamond,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,sergiohoffman@example.com,(2525)-351-2525,Sergio Hoffman,true,00v1U000000oCUMQA2,,,,Sergio Hoffman,Prospect,2020-05-25
