"SBQQ__Quote__r.SBQQ__SalesRep__r.Role.ParentRole.DeveloperName","SBQQ__Quote__r.SBQQ__Opportunity2__r.LeadSource","SBQQ__Quote__r.SBQQ__Opportunity2__r.RecordTypeId","SBQQ__Quote__r.SBQQ__Opportunity2__r.NextStep","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.AccountSource","SBQQ__Quote__r.SBQQ__BillingState__c","SBQQ__BillingType__c","Name","SBQQ__Quote__r.Id","SBQQ__Quote__r.SBQQ__Opportunity2__r.IsWon","SBQQ__ProductName__c","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.Roles","IsScored","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.ParentRole.Name","SBQQ__Quote__r.SBQQ__Opportunity2__r.IsClosed","SBQQ__Quote__r.SBQQ__Opportunity2__r.CloseDate","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.Industry","SBQQ__Quote__r.SBQQ__SalesRep__r.UniqueUserName","SBQQ__Quote__r.SBQQ__SalesRep__r.Name","SBQQ__Quote__r.SBQQ__SalesRep__r.Username","SBQQ__Quote__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.Name","SBQQ__Quote__r.SBQQ__Opportunity2__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.RecordType.Name","SBQQ__Quote__r.SBQQ__BillingCountry__c","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.Name","SBQQ__Quote__r.Name","SBQQ__Quote__r.SBQQ__BillingName__c","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.ParentRoleId","SBQQ__Quote__r.SBQQ__Opportunity2__r.Competitor__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Type","Id","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.PhotoUrl","SBQQ__Quote__r.SBQQ__Opportunity2__r.Id","SBQQ__Renewal__c","SBQQ__Quote__r.SBQQ__Status__c","SBQQ__Quote__r.SBQQ__Primary__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.StageName","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.BillingState","SBQQ__ProductFamily__c","SBQQ__Quote__r.SBQQ__Type__c","SBQQ__Quote__r.SBQQ__SalesRep__r.UserRoleId","SBQQ__Quote__r.SBQQ__Opportunity2__r.OwnerId","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.RoleNames","SBQQ__BillingFrequency__c","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.RoleNamesPath","SBQQ__Quote__r.SBQQ__Opportunity2__r.ForecastCategoryName","SBQQ__Quote__r.SBQQ__Opportunity2__r.AccountId","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.BillingCountry","SBQQ__Quote__r.SBQQ__Opportunity2__r.Name","SBQQ__Quote__r.SBQQ__SalesRep__r.SmallPhotoUrl","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.DeveloperName","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.RolePath","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.Type","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.Hierarchy_RoleNames","SBQQ__Quote__r.SBQQ__SalesRep__c","SBQQ__Quote__r.SBQQ__BillingFrequency__c","SBQQ__NetTotal__c","Pricing_Score","SBQQ__Quote__r.SBQQ__TotalCustomerDiscountAmount__c","SBQQ__CustomerPrice__c","SBQQ__Discount__c","SBQQ__ListPrice__c","SBQQ__Quote__r.SBQQ__CustomerDiscount__c","SBQQ__RegularTotal__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.NumberOfEmployees","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.AnnualRevenue","SBQQ__Quote__r.SBQQ__AdditionalDiscountAmount__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Amount","SBQQ__TotalDiscountAmount__c","SBQQ__Quote__r.SBQQ__DaysQuoteOpen__c","SBQQ__AdditionalDiscount__c","SBQQ__CustomerTotal__c","SBQQ__ListTotal__c","SBQQ__NetPrice__c","SBQQ__Quote__r.SBQQ__CustomerAmount__c","SBQQ__RegularPrice__c","SBQQ__Quote__r.SBQQ__ListAmount__c","SBQQ__EffectiveQuantity__c","SBQQ__Quantity__c","SBQQ__UpgradedQuantity__c","SBQQ__Quote__r.SBQQ__RegularAmount__c","SBQQ__Quote__r.SBQQ__SalesRep__r.UserTenure","SBQQ__Quote__r.SBQQ__SubscriptionTerm__c","SBQQ__TotalDiscountRate__c","SBQQ__Quote__r.SBQQ__NetAmount__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Probability","Recommended_Discount__c","SBQQ__Quote__r.SBQQ__AverageCustomerDiscount__c","SBQQ__Quote__r.SBQQ__MarkupRate__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.OpportunityAge","SBQQ__Quote__r.SBQQ__TargetCustomerAmount__c","SBQQ__OriginalPrice__c"
,,"012B0000000ATFWIA4",,,"SC","Advance","QL-0003050","a2dB0000000B7TvIAK","true",,,"true",,"true","2018-01-01",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7TvIAK","Palmetto Montessori Schools","006B0000004P6KPIA0","Simple Opportunity","United States",,"Q-00601","Palmetto Montessori Schools",,,,"a2ZB00000009Iq7MAE",,"006B0000004P6KPIA0","false","Draft","true","Closed Won","SC",,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9x6IAC","United States","First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,2400,1,1,2400,0,2400,0,2400,0,0,0,132580,0,38,0,2400,2400,2400,132580,2400,132581,1,1,0,132580,44,12,0,132580,100,0,0,0,-241,0,100
,,"012B0000000ATFWIA4",,,,"Advance","QL-0003919","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J48MAE",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,12000,1,0.15,12000,0,12000,0,12000,0,0,0,122625,0,38,0,12000,12000,12000,122625,12000,122625.15,1,1,0,122625,44,12,0,122625,100,0,0,0,-202,0,12000
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003920","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J49MAE",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,8000,1,0.15,8000,0,8000,0,8000,0,0,0,122625,0,38,0,8000,8000,8000,122625,8000,122625.15,1,1,0,122625,44,12,0,122625,100,0,0,0,-202,0,8000
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003921","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J4AMAU",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,1000,1,0.15,1000,0,1000,0,1000,0,0,0,122625,0,38,0,1000,1000,1000,122625,1000,122625.15,1,1,0,122625,44,12,0,122625,100,0,0,0,-202,0,1000
,,"012B0000000ATFWIA4",,,,,"QL-0003922","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J4BMAU",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,0,0.3,0.15,0,0,0.15,0,0,0,0,0,122625,0.15,38,0,0,0.15,0,122625,0,122625.15,1,1,0,122625,44,12,100,122625,100,30,0,0,-202,0,0.15
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003923","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J4CMAU",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,19800,1,0.15,19800,0,99,0,19800,0,0,0,122625,0,38,0,19800,19800,19800,122625,19800,122625.15,1,200,0,122625,44,12,0,122625,100,0,0,0,-202,0,99
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003924","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J4DMAU",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,30000,1,0.15,150,0,150,0,30000,0,0,0,122625,0,38,0,30000,30000,150,122625,150,122625.15,200,200,0,122625,44,12,0,122625,100,0,0,0,-202,0,150
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003925","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J4EMAU",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,125,1,0.15,125,0,125,0,125,0,0,0,122625,0,38,0,125,125,125,122625,125,122625.15,1,1,0,122625,44,12,0,122625,100,0,0,0,-202,0,125
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003926","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J4FMAU",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,100,1,0.15,100,0,100,0,100,0,0,0,122625,0,38,0,100,100,100,122625,100,122625.15,1,1,0,122625,44,12,0,122625,100,0,0,0,-202,0,100
,,"012B0000000ATFWIA4",,,,"Advance","QL-0003927","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J4GMAU",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,10000,1,0.15,10000,0,10000,0,10000,0,0,0,122625,0,38,0,10000,10000,10000,122625,10000,122625.15,1,1,0,122625,44,12,0,122625,100,0,0,0,-202,0,10000
,,"012B0000000ATFWIA4",,,,"Advance","QL-0003928","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J4HMAU",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,2000,1,0.15,2000,0,2000,0,2000,0,0,0,122625,0,38,0,2000,2000,2000,122625,2000,122625.15,1,1,0,122625,44,12,0,122625,100,0,0,0,-202,0,2000
,,"012B0000000ATFWIA4",,,,"Advance","QL-0003929","a2dB0000000B7UnIAK","true",,,"true",,"true","2018-01-18",,"Chris Robison","Chris Robison","bison1536693294173@demo.user","a2dB0000000B7UnIAK","Generics, Inc.","006B0000004P6M7IAK","Simple Opportunity",,,"Q-00655","Generics, Inc.",,,,"a2ZB00000009J4IMAU",,"006B0000004P6M7IAK","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixy9IAA",,"Monthly",,"Closed","001B000000nQ9wwIAC",,"First Purchase","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixy9IAA",,2400,1,0.15,2400,0,2400,0,2400,0,0,0,122625,0,38,0,2400,2400,2400,122625,2400,122625.15,1,1,0,122625,44,12,0,122625,100,0,0,0,-202,0,100
,,"012B0000000ATFWIA4",,,"NSW",,"QL-0003167","a2dB0000000B7V5IAK","true",,,"true",,"true","2018-04-26",,"Stuart O'Brien","Stuart O'Brien","so'br1536693294202@demo.user","a2dB0000000B7V5IAK","East Leagues Club","006B0000004P6KqIAK","Simple Opportunity","Australia",,"Q-00673","East Leagues Club",,,,"a2ZB00000009Is0MAE",,"006B0000004P6KqIAK","false","Approved","true","Closed Won","NSW",,"Quote","000000000000000AAA","005B0000004ixyUIAQ",,,,"Closed","001B000000nQA0eIAG","Australia","New Business","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixyUIAQ",,5000,1,7327.8,5000,0,5000,0,5000,0,0,6439.58,140000,0,38,0,5000,5000,5000,140000,5000,147327.8,1,1,0,146439.58,44,12,0,140000,100,0,5,0,-132,140000,5000
,,"012B0000000ATFWIA4",,,"NSW",,"QL-0003168","a2dB0000000B7V5IAK","true",,,"true",,"true","2018-04-26",,"Stuart O'Brien","Stuart O'Brien","so'br1536693294202@demo.user","a2dB0000000B7V5IAK","East Leagues Club","006B0000004P6KqIAK","Simple Opportunity","Australia",,"Q-00673","East Leagues Club",,,,"a2ZB00000009Is1MAE",,"006B0000004P6KqIAK","false","Approved","true","Closed Won","NSW",,"Quote","000000000000000AAA","005B0000004ixyUIAQ",,,,"Closed","001B000000nQA0eIAG","Australia","New Business","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixyUIAQ",,3000,1,7327.8,3000,0,3000,0,3000,0,0,6439.58,140000,0,38,0,3000,3000,3000,140000,3000,147327.8,1,1,0,146439.58,44,12,0,140000,100,0,5,0,-132,140000,3000
,,"012B0000000ATFWIA4",,,,"Advance","QL-0003169","a2dB0000000B7UVIA0","true",,,"true",,"true","2018-10-26",,"Tom @Atomic","Tom @Atomic","tomdavis1536693294164@demo.user","a2dB0000000B7UVIA0","The North Face Company","006B0000004P6NGIA0","Simple Opportunity","United Kingdom",,"Q-00637","The North Face Company",,,,"a2ZB00000009Is2MAE",,"006B0000004P6NGIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixxxIAA",,"Annual",,"Closed","001B000000nQA0EIAW","United Kingdom","Test Opp (Weds)","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxxIAA",,0,1,563551.62,0,0,0,0,0,0,0,16140,512151.38,0,38,0,0,0,0,512151.38,0,1075703,1,1,0,528291.38,44,36,0,512151.38,100,0,52.4,0,50,0,0
,,"012B0000000ATFWIA4",,,,"Advance","QL-0003170","a2dB0000000B7UVIA0","true",,,"true",,"true","2018-10-26",,"Tom @Atomic","Tom @Atomic","tomdavis1536693294164@demo.user","a2dB0000000B7UVIA0","The North Face Company","006B0000004P6NGIA0","Simple Opportunity","United Kingdom",,"Q-00637","The North Face Company",,,,"a2ZB00000009Is3MAE",,"006B0000004P6NGIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixxxIAA",,"Monthly",,"Closed","001B000000nQA0EIAW","United Kingdom","Test Opp (Weds)","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxxIAA",,21060,0.698795,563551.62,21060,35,12000,0,32400,0,0,16140,512151.38,14940,38,11340,21060,36000,21060,512151.38,32400,1075703,1,1,0,528291.38,44,36,41.5,512151.38,100,29,52.4,0,50,0,12000
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003171","a2dB0000000B7UVIA0","true",,,"true",,"true","2018-10-26",,"Tom @Atomic","Tom @Atomic","tomdavis1536693294164@demo.user","a2dB0000000B7UVIA0","The North Face Company","006B0000004P6NGIA0","Simple Opportunity","United Kingdom",,"Q-00637","The North Face Company",,,,"a2ZB00000009Is4MAE",,"006B0000004P6NGIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixxxIAA",,"Monthly",,"Closed","001B000000nQA0EIAW","United Kingdom","Test Opp (Weds)","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxxIAA",,19200,1.2,563551.62,19200,20,8000,0,24000,0,0,16140,512151.38,4800,38,4800,19200,24000,19200,512151.38,24000,1075703,1,1,0,528291.38,44,36,20,512151.38,100,24,52.4,0,50,0,8000
,,"012B0000000ATFWIA4",,,,,"QL-0003172","a2dB0000000B7UVIA0","true",,,"true",,"true","2018-10-26",,"Tom @Atomic","Tom @Atomic","tomdavis1536693294164@demo.user","a2dB0000000B7UVIA0","The North Face Company","006B0000004P6NGIA0","Simple Opportunity","United Kingdom",,"Q-00637","The North Face Company",,,,"a2ZB00000009Is5MAE",,"006B0000004P6NGIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixxxIAA",,"Monthly",,"Closed","001B000000nQA0EIAW","United Kingdom","Test Opp (Weds)","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxxIAA",,0,0.6,563551.62,0,0,1,0,0,0,0,16140,512151.38,3,38,0,0,3,0,512151.38,0,1075703,1,1,0,528291.38,44,36,100,512151.38,100,60,52.4,0,50,0,1
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003173","a2dB0000000B7UVIA0","true",,,"true",,"true","2018-10-26",,"Tom @Atomic","Tom @Atomic","tomdavis1536693294164@demo.user","a2dB0000000B7UVIA0","The North Face Company","006B0000004P6NGIA0","Simple Opportunity","United Kingdom",,"Q-00637","The North Face Company",,,,"a2ZB00000009Is6MAE",,"006B0000004P6NGIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixxxIAA",,"Monthly",,"Closed","001B000000nQA0EIAW","United Kingdom","Test Opp (Weds)","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxxIAA",,457891.38,1.584115,563551.62,457891.38,0,7.95,0,457891.38,0,0,16140,512151.38,543808.62,38,0,457891.38,1001700,457891.38,512151.38,457891.38,1075703,1,3500,0,528291.38,44,36,54.289,512151.38,100,86,52.4,0,50,0,7.95
,,"012B0000000ATFWIA4",,,,,"QL-0003174","a2dB0000000B7UVIA0","true",,,"true",,"true","2018-10-26",,"Tom @Atomic","Tom @Atomic","tomdavis1536693294164@demo.user","a2dB0000000B7UVIA0","The North Face Company","006B0000004P6NGIA0","Simple Opportunity","United Kingdom",,"Q-00637","The North Face Company",,,,"a2ZB00000009Is7MAE",,"006B0000004P6NGIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixxxIAA",,,,"Closed","001B000000nQA0EIAW","United Kingdom","Test Opp (Weds)","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxxIAA",,5000,1,563551.62,5000,0,5000,0,5000,0,0,16140,512151.38,0,38,0,5000,5000,5000,512151.38,5000,1075703,1,1,0,528291.38,44,36,0,512151.38,100,0,52.4,0,50,0,5000
,,"012B0000000ATFWIA4",,,,,"QL-0003175","a2dB0000000B7UVIA0","true",,,"true",,"true","2018-10-26",,"Tom @Atomic","Tom @Atomic","tomdavis1536693294164@demo.user","a2dB0000000B7UVIA0","The North Face Company","006B0000004P6NGIA0","Simple Opportunity","United Kingdom",,"Q-00637","The North Face Company",,,,"a2ZB00000009Is8MAE",,"006B0000004P6NGIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixxxIAA",,,,"Closed","001B000000nQA0EIAW","United Kingdom","Test Opp (Weds)","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxxIAA",,9000,1,563551.62,9000,0,3000,0,9000,0,0,16140,512151.38,0,38,0,9000,9000,9000,512151.38,9000,1075703,1,1,0,528291.38,44,36,0,512151.38,100,0,52.4,0,50,0,3000
,,"012B0000000ATFWIA4",,,,"Advance","QL-0003176","a2dB0000000B7V9IAK","false",,,"true",,"false","2018-12-15",,,,,"a2dB0000000B7V9IAK","The North Face Company","006B0000004P6NCIA0","Simple Opportunity",,,"Q-00677",,,,,"a2ZB00000009Is9MAE",,"006B0000004P6NCIA0","false","Draft","true","Prospecting",,,"Renewal",,"005B0000004ixxxIAA",,"Annual",,"Pipeline","001B000000nQA0EIAW","United Kingdom","Renewal Opportunity",,,,,,,,0,1,547411.62,0,0,0,0,0,0,0,0,523291.38,0,38,0,0,0,0,523291.38,0,1070703,1,1,0,523291.38,0,12,0,523291.38,10,0,51.1,0,50,0,0
,,"012B0000000ATFWIA4",,,,"Advance","QL-0003177","a2dB0000000B7V9IAK","false",,,"true",,"false","2018-12-15",,,,,"a2dB0000000B7V9IAK","The North Face Company","006B0000004P6NCIA0","Simple Opportunity",,,"Q-00677",,,,,"a2ZB00000009IsAMAU",,"006B0000004P6NCIA0","false","Draft","true","Prospecting",,,"Renewal",,"005B0000004ixxxIAA",,"Monthly",,"Pipeline","001B000000nQA0EIAW","United Kingdom","Renewal Opportunity",,,,,,,,32400,0.7,547411.62,32400,0,12000,0,32400,0,0,0,523291.38,3600,38,0,32400,36000,32400,523291.38,32400,1070703,1,1,0,523291.38,0,12,10,523291.38,10,7,51.1,0,50,0,12000
,,"012B0000000ATFWIA4",,,,,"QL-0003345","a2dB0000000B7VtIAK","true",,,"true",,"true","2018-12-29",,"Arnaud Meignan","Arnaud Meignan","arn1536693294129@demo.user","a2dB0000000B7VtIAK","Security Software","006B0000004P6L3IAK","Simple Opportunity","France",,"Q-00723","Security Software",,,,"a2ZB00000009IusMAE",,"006B0000004P6L3IAK","false","In Review","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixxSIAQ",,,,"Closed","001B000000nQ9xbIAC","France","test","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxSIAQ",,1000,1,2727298.95,250,0,250,0,1000,0,0,54180,2411601.2,0,38,0,1000,1000,250,2411601.2,250,5138900.15,4,4,0,2465781.2,44,12,0,2411601.2,100,0,53.1,0,199,0,250
,,"012B0000000ATFWIA4",,,,"Advance","QL-0003346","a2dB0000000B7WpIAK","true",,,"true",,"true","2018-11-15",,"Darren Laws","Darren Laws","dlawsato1536693294198@demo.user","a2dB0000000B7WpIAK","Panama Exchange","006B0000004P6KJIA0","Simple Opportunity","Panama",,"Q-00781","Panama Exchange",,,,"a2ZB00000009IutMAE",,"006B0000004P6KJIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixyRIAQ",,"Annual",,"Closed","001B000000nQA0jIAG","Panama","New Software and Exchange","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixyRIAQ",,0,1,3360.15,0,0,0,0,0,0,0,3360,750960,0,38,0,0,0,0,750960,0,754320.15,1,1,0,754320,44,12,0,750960,100,0,0.4,0,153,0,0
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003347","a2dB0000000B7WpIAK","true",,,"true",,"true","2018-11-15",,"Darren Laws","Darren Laws","dlawsato1536693294198@demo.user","a2dB0000000B7WpIAK","Panama Exchange","006B0000004P6KJIA0","Simple Opportunity","Panama",,"Q-00781","Panama Exchange",,,,"a2ZB00000009IuuMAE",,"006B0000004P6KJIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixyRIAQ",,"Monthly",,"Closed","001B000000nQA0jIAG","Panama","New Software and Exchange","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixyRIAQ",,9600,1,3360.15,9600,20,12000,0,12000,0,0,3360,750960,2400,38,2400,9600,12000,9600,750960,12000,754320.15,1,1,0,754320,44,12,20,750960,100,20,0.4,0,153,0,12000
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0003348","a2dB0000000B7WpIAK","true",,,"true",,"true","2018-11-15",,"Darren Laws","Darren Laws","dlawsato1536693294198@demo.user","a2dB0000000B7WpIAK","Panama Exchange","006B0000004P6KJIA0","Simple Opportunity","Panama",,"Q-00781","Panama Exchange",,,,"a2ZB00000009IuvMAE",,"006B0000004P6KJIA0","false","Draft","true","Closed Won",,,"Quote","000000000000000AAA","005B0000004ixyRIAQ",,"Monthly",,"Closed","001B000000nQA0jIAG","Panama","New Software and Exchange","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixyRIAQ",,840,1.3,3360.15,840,30,100,0,1200,0,0,3360,750960,360,38,360,840,1200,840,750960,1200,754320.15,1,1,0,754320,44,12,30,750960,100,39,0.4,0,153,0,100
