"Role.RoleNames","UniqueUserName","AccountId","UserRoleId","IsActive","Role.ParentRoleId","Role.RolePath","Role.ParentRole.ForecastManager.UniqueUserName","ForecastEnabled","Name","Role.ForecastManager.UniqueUserName","Role.ParentRole.ForecastManager.Name","isDuplicate","Role.DeveloperName","SmallPhotoUrl","FirstName","Role.ParentRole.Name","Role.ForecastManager.ForecastEnabled","Role.ForecastManager.Name","Role.RoleNamesPath","Username","Role.Name","Role.Roles","Id","LastName","Role.ParentRole.DeveloperName","ManagerId"
"Admin","Chet Callaghan",,"00EB0000000azEPMAY","true","00EB0000000azEKMAY","00EB0000000azEPMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Elliot Shapiro","true","Chet Callaghan","Vance Turner","Elliot Shapiro",,"DirChannel","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWE/T","Chet","VP of Sales","true","Vance Turner","Chet Callaghan/Elliot Shapiro/Admin","ccallaghan@saleswave.demo","Director of Channel Sales","00EB0000000azEKMAY","005B000000389V5IAI","Callaghan","VPSales","005B000000389UmIAI"
"Admin","Olivia Young",,"00EB0000000azECMAY","true","00EB0000000azELMAY","00EB0000000azECMAY/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Andrew Barton","true","Olivia Young",,"Andrew Barton",,"CentralSales","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWF/T","Olivia","RVP Central",,,"Olivia Young/Andrew Barton/Elliot Shapiro/Admin","oorder.iiibfvlww225@demo.user","Central Sales","00EB0000000azECMAY","005B000000389V6IAI","Young","RVPCentral","005B000000389VEIAY"
,"SDO_bs",,,"true",,,,"false","SDO_bs",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWG/T",,,,,,"sdo_bs.uk9oc6ie0068.alngwbz3uxhp@saleswave.demo",,,"005B000000389V7IAI","SDO_bs",,"N/A"
,"SDO_ne",,,"true",,,,"false","SDO_ne",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWH/T",,,,,,"sdone.p5fyefztz1dk.ipp4dyyejhdh@saleswave.demo",,,"005B000000389V8IAI","SDO_ne",,"N/A"
,"SDO_dh",,,"true",,,,"false","SDO_dh",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWI/T",,,,,,"sdo_dh.gdldagfsjrzt.cy3qotcqwpon@saleswave.demo",,,"005B000000389V9IAI","SDO_dh",,"N/A"
"Admin","Alf Operations",,"00EB0000000azETMAY","true","00EB0000000azEQMAY","00EB0000000azETMAY/00EB0000000azEQMAY","Admin","true","Alf Operations",,"Admin",,"VPCustomerServiceSupport","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWJ/T","Alf","CEO",,,"Alf Operations/Admin","aoperationsxog9msuyo5h4@saleswave.demo","VP of Customer Service","00EB0000000azEQMAY","005B000000389VCIAY","Operations","CEO","005B000000389UdIAI"
,"SAP",,"00EB0000000azEUMAY","false","00EB0000000azEPMAY","00EB0000000azEUMAY/00EB0000000azEPMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Vance Turner","false","SAP",,"Vance Turner",,"Partner","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWK/T",,"Director of Channel Sales",,,,"sap.srxvxvtalzju.vljnkwthqrto@saleswave.demo","Partner","00EB0000000azEKMAY","005B000000389VDIAY","SAP","DirChannel","005B000000389V5IAI"
,"Steven Flynn",,"00EB0000000azETMAY","true","00EB0000000azEQMAY","00EB0000000azETMAY/00EB0000000azEQMAY","Admin","false","Steven Flynn",,"Admin",,"VPCustomerServiceSupport","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWL/T","Steven","CEO",,,,"sflynn@saleswave.demo","VP of Customer Service","00EB0000000azEQMAY","005B000000389VEIAY","Flynn","CEO","005B000000389VCIAY"
,"Sue McAdams",,"00EB0000000azEVMAY","true","00EB0000000azEQMAY","00EB0000000azEVMAY/00EB0000000azEQMAY","Admin","false","Sue McAdams",,"Admin",,"VPMarketing","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWM/T","Sue","CEO",,,,"smarketing.effv9qpetwly.ob7egc2nzvcj@saleswave.demo","VP of Marketing","00EB0000000azEQMAY","005B000000389VFIAY","McAdams","CEO","005B000000389UdIAI"
,"Quentin Engineer",,"00EB0000000azEWMAY","true","00EB0000000azElMAI","00EB0000000azEWMAY/00EB0000000azElMAI/00EB0000000azEQMAY",,"false","Quentin Engineer",,,,"DirEngineering","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWN/T","Quentin","VP of Operations",,,,"qengineer@saleswave.demo","Director of Engineering","00EB0000000azEQMAY","005B000000389VGIAY","Engineer","VPOperations","005B000000389VCIAY"
,"Lynn Bolton",,,"false",,,,"false","Lynn Bolton",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWO/T","Lynn",,,,,"lynnbolton.18lgtszjroz9.wesvvpfswzby@saleswave.demo",,,"005B000000389VIIAY","Bolton",,"N/A"
,"James Wu (jwu@saleswave.demo)","001B000000RAXNCIA5","00EB0000000azEXMAY","true","00EB0000000azEeMAI","00EB0000000azEXMAY/00EB0000000azEeMAI/00EB0000000azEpMAI/00EB0000000azECMAY/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY",,"false","James Wu",,,"005B000000389VpIAI","UnitedPartnersCustomerUser","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWP/T","James","Pacifica, Inc. Customer Manager",,,,"jwu@saleswave.demo","Pacifica, Inc. Customer User","00EB0000000azECMAY","005B000000389VLIAY","Wu","UnitedPartnersCustomerManager","N/A"
,"Andrea Bowden","001B000000RAXNDIA5","00EB0000000azEYMAY","true","00EB0000000azErMAI","00EB0000000azEYMAY/00EB0000000azErMAI/00EB0000000azEqMAI/00EB0000000azEDMAY/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY",,"false","Andrea Bowden",,,,"DFCIncCustomerUser","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWQ/T","Andrea","Global Tech Customer Manager",,,,"abowden@saleswave.demo","Global Tech Customer User","00EB0000000azEDMAY","005B000000389VMIAY","Bowden","DFCIncCustomerManager","N/A"
,"Mark Kingston","001B000000RAXNCIA5","00EB0000000azEXMAY","true","00EB0000000azEeMAI","00EB0000000azEXMAY/00EB0000000azEeMAI/00EB0000000azEpMAI/00EB0000000azECMAY/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY",,"false","Mark Kingston",,,,"UnitedPartnersCustomerUser","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWR/T","Mark","Pacifica, Inc. Customer Manager",,,,"mkingston@saleswave.demo","Pacifica, Inc. Customer User","00EB0000000azECMAY","005B000000389VNIAY","Kingston","UnitedPartnersCustomerManager","N/A"
"Brenda Service","Brenda Service",,"00EB0000000azEZMAY","true","00EB0000000azETMAY","00EB0000000azEZMAY/00EB0000000azETMAY/00EB0000000azEQMAY",,"true","Brenda Service",,,,"CSM","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWS/T","Brenda","VP of Customer Service",,,"Brenda Service","bservice@saleswave.demo","Customer Service Manager","00EB0000000azEQMAY","005B000000389VPIAY","Service","VPCustomerServiceSupport","005B000000389VEIAY"
"Jay Llyod","Jay Llyod",,"00EB0000000azEZMAY","true","00EB0000000azETMAY","00EB0000000azEZMAY/00EB0000000azETMAY/00EB0000000azEQMAY",,"true","Jay Llyod",,,,"CSM","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009rYa/T","Jay","VP of Customer Service",,,"Jay Llyod","jllyod@saleswave.demo","Customer Service Manager","00EB0000000azEQMAY","005B000000389VQIAY","Llyod","VPCustomerServiceSupport","005B000000389VEIAY"
"Linda Service","Linda Service",,"00EB0000000azESMAY","true","00EB0000000azEZMAY","00EB0000000azESMAY/00EB0000000azEZMAY/00EB0000000azETMAY/00EB0000000azEQMAY",,"true","Linda Service",,,,"CSAgent","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWU/T","Linda","Customer Service Manager",,,"Linda Service","lservice@saleswave.demo","Customer Service Agent","00EB0000000azEQMAY","005B000000389VRIAY","Service","CSM","005B000000389VEIAY"
,"Steve Ideas","001B000000RAXNEIA5","00EB0000000azEaMAI","true","00EB0000000azEzMAI","00EB0000000azEaMAI/00EB0000000azEzMAI/00EB0000000azEyMAI/00EB0000000azEDMAY/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY",,"false","Steve Ideas",,,,"VandEnterprisesIncCustomerUser","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWV/T","Steve","Vand Enterprises, Inc. Customer Manager",,,,"sideas@saleswave.demo","Vand Enterprises, Inc. Customer User","00EB0000000azEDMAY","005B000000389VTIAY","Ideas","VandEnterprisesIncCustomerManager","N/A"
,"Public Site Guest User",,,"true",,,,"false","Public Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Public",,,,,"public.7q6p41nmo2j3.4vp7vp9x68ga@saleswave.demo",,,"005B000000389VXIAY","Site Guest User",,"N/A"
,"Dave Developer",,"00EB0000000azEQMAY","false","NA","00EB0000000azEQMAY",,"false","Dave Developer","Admin",,,"CEO","https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Dave",,"true","Admin",,"ddevelop.j14ndguldcbn.hxfpfs6soij8@saleswave.demo","CEO","00EB0000000azEQMAY","005B000000389VYIAY","Developer",,"N/A"
,"Ω - Customers Site Guest User",,,"false",,,,"false","Ω - Customers Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Ω - Customers",,,,,"customers.fx6sy5gyndh0.57kngcgnvkns@saleswave.demo",,,"005B000000389VZIAY","Site Guest User",,"N/A"
,"Ω - Partners Site Guest User",,,"false",,,,"false","Ω - Partners Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Ω - Partners",,,,,"partners.ihs9znmpgbub.v7ldlwb4oi5v@saleswave.demo",,,"005B000000389VaIAI","Site Guest User",,"N/A"
,"Survey Site Guest User",,,"true",,,,"false","Survey Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Survey",,,,,"survey.owvpe3vnpmny.z0zohlnujjcj@saleswave.demo",,,"005B000000389VcIAI","Site Guest User",,"N/A"
,"Mark Metz","001B000000RAXNFIA5","00EB0000000azEbMAI","true","00EB0000000azF1MAI","00EB0000000azEbMAI/00EB0000000azF1MAI/00EB0000000azF0MAI/00EB0000000EnvJMAS/00EB0000000azEIMAY/00EB0000000azEKMAY/00EB0000000azEQMAY",,"false","Mark Metz",,,,"AdvancedInterconnectionsCorpCustomerUser","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWW/T","Mark","Global Tech Customer Manager",,,,"mmetz@saleswave.demo","Global Tech Customer User","00EB0000000EnvJMAS","005B000000389VeIAI","Metz","AdvancedInterconnectionsCorpCustomerManager","N/A"
,"Ω - iPadApp Site Guest User",,,"false",,,,"false","Ω - iPadApp Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Ω - iPadApp",,,,,"ipadapp.ja2xembv2qdw.gnalyhupff2q@saleswave.demo",,,"005B000000389VhIAI","Site Guest User",,"N/A"
"Jigsaw","Jigsaw",,"00EB0000000azEQMAY","false","NA","00EB0000000azEQMAY",,"true","Jigsaw","Admin",,,"CEO","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWX/T",,,"true","Admin","Jigsaw","jigsaw.zaw7wsptkur4.luou3mmjdjtx@saleswave.demo","CEO","00EB0000000azEQMAY","005B000000389VjIAI","Jigsaw",,"N/A"
,"Leon Bancroft",,,"false",,,,"false","Leon Bancroft",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Leon",,,,,"chatty.00db0000000idblmak.c8vala9am7si@chatter.salesforce.com",,,"005B000000389VmIAI","Bancroft",,"N/A"
,"Company Website Site Guest User",,,"true",,,,"false","Company Website Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Company Website",,,,,"cirrus_computers.uifix3vro3l2.17mx1ocdgbv3@saleswave.demo",,,"005B000000389VnIAI","Site Guest User",,"N/A"
,"Lauren Boyle (chatty.00db0000000idblmak.ttgpropo8llr@chatter.salesforce.com)",,,"false",,,,"false","Lauren Boyle",,,"005B000000389WAIAY",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWY/T","Lauren",,,,,"chatty.00db0000000idblmak.ttgpropo8llr@chatter.salesforce.com",,,"005B000000389VoIAI","Boyle",,"N/A"
,"James Wu",,,"true",,,,"false","James Wu",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWZ/T","James",,,,,"chatty.00db0000000idblmak.yekxa2soo4hr@chatter.salesforce.com",,,"005B000000389VpIAI","Wu",,"N/A"
,"Chris Plus",,"00EB0000000azEcMAI","true","00EB0000000azEoMAI","00EB0000000azEcMAI/00EB0000000azEoMAI/00EB0000000azEWMAY/00EB0000000azElMAI/00EB0000000azEQMAY",,"false","Chris Plus",,,,"TeamLead","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWa/T","Chris","Project Manager",,,,"cplus.oxootkovnn8d.cd8iougvfxk3@saleswave.demo","Team Lead","00EB0000000azEQMAY","005B000000389VqIAI","Plus","ProjectManager","N/A"
,"Public Knowledge Base Site Guest User",,,"true",,,,"false","Public Knowledge Base Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Public Knowledge Base",,,,,"pkb3.fp9kx08ny5l6.bjvlvhns6qca@saleswave.demo",,,"005B000000389VrIAI","Site Guest User",,"N/A"
,"Ω - Social Support Site Guest User",,,"false",,,,"false","Ω - Social Support Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Ω - Social Support",,,,,"social_support.1a6qpjwhrzqq.sgvq3oaqzwqe@saleswave.demo",,,"005B000000389VsIAI","Site Guest User",,"N/A"
,"Chris Post","001B000000RAXNCIA5",,"true",,,,"false","Chris Post",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWb/T","Chris",,,,,"cpost@saleswave.demo",,,"005B000000389VuIAI","Post",,"N/A"
,"Aiden Pearson","001B000000RAXNGIA5",,"true",,,,"false","Aiden Pearson",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWc/T","Aiden",,,,,"apearson@saleswave.demo",,,"005B000000389VvIAI","Pearson",,"N/A"
,"Brad Anastasio","001B000000RAXNHIA5",,"true",,,,"false","Brad Anastasio",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWd/T","Brad",,,,,"banastasio@saleswave.demo",,,"005B000000389VwIAI","Anastasio",,"N/A"
,"Emilee Kendra","001B000000RAXNIIA5",,"true",,,,"false","Emilee Kendra",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWe/T","Emilee",,,,,"ekendra@saleswave.demo",,,"005B000000389VxIAI","Kendra",,"N/A"
,"Neil Patel",,"00EB0000000azEdMAI","true","00EB0000000azEVMAY","00EB0000000azEdMAI/00EB0000000azEVMAY/00EB0000000azEQMAY",,"false","Neil Patel",,,,"Social_Media_Manager","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWf/T","Neil","VP of Marketing",,,,"socialmgoqrjadbmw9@saleswave.demo","Social Media Manager","00EB0000000azEQMAY","005B000000389VzIAI","Patel","VPMarketing","005B000000389VFIAY"
,"Data.com",,,"false",,,,"false","Data.com",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWg/T",,,,,,"data.3wzx40rqgisx.pcwe0jeniuyh@saleswave.demo",,,"005B000000389W1IAI","Data.com",,"N/A"
,"Partner Community Site Guest User",,,"true",,,,"false","Partner Community Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Partner Community",,,,,"partner_community1.9pnxzpoqsjdd.sez9oj8u8sls@saleswave.demo",,,"005B000000389W2IAI","Site Guest User",,"N/A"
,"Customer Community Site Guest User",,,"true",,,,"false","Customer Community Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Customer Community",,,,,"customer_community1.kop1wjk3isl4.u6bn5hh7wjbi@saleswave.demo",,,"005B000000389W3IAI","Site Guest User",,"N/A"
,"Jason Brennaman",,,"true",,,,"false","Jason Brennaman",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWh/T","Jason",,,,,"chatty.00db0000000idblmak.1r2owynjzn7q@chatter.salesforce.com",,,"005B000000389W4IAI","Brennaman",,"N/A"
,"Brent Salazar",,,"true",,,,"false","Brent Salazar",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWi/T","Brent",,,,,"chatty.00db0000000idblmak.pgbvlzosn5ok@chatter.salesforce.com",,,"005B000000389W5IAI","Salazar",,"N/A"
,"Ω - Social Community Site Guest User",,,"false",,,,"false","Ω - Social Community Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Ω - Social Community",,,,,"social_community2.xuwx5xjvtgoi.eobda6dvmrz2@saleswave.demo",,,"005B000000389W6IAI","Site Guest User",,"N/A"
,"Social Site Site Guest User",,,"true",,,,"false","Social Site Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Social Site",,,,,"social_site.xaztza0b39yc.ngwutdupqvzo@saleswave.demo",,,"005B000000389W7IAI","Site Guest User",,"N/A"
,"Lucas Bostwick",,,"false",,,,"false","Lucas Bostwick",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWj/T","Lucas",,,,,"lbostwick.iakt56avtsyw.uqrmpfxp0zfm@saleswave.demo",,,"005B000000389W9IAI","Bostwick",,"N/A"
,"Lauren Boyle","001B000000RAXNCIA5","00EB0000000azEeMAI","true","00EB0000000azEpMAI","00EB0000000azEeMAI/00EB0000000azEpMAI/00EB0000000azECMAY/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY",,"false","Lauren Boyle",,,,"UnitedPartnersCustomerManager","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWk/T","Lauren","Pacifica, Inc. Customer Executive",,,,"lboyle@saleswave.demo","Pacifica, Inc. Customer Manager","00EB0000000azECMAY","005B000000389WAIAY","Boyle","UnitedPartnersCustomerExecutive","N/A"
,"Sarah Phillips","001B000000RAXNBIA5","00EB0000000azEOMAY","true","00EB0000000azEPMAY","00EB0000000azEOMAY/00EB0000000azEPMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Vance Turner","false","Sarah Phillips",,"Vance Turner",,"AcmeResellersPartnerExecutive","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWl/T","Sarah","Director of Channel Sales",,,,"sphillips@saleswave.demo","Acme Partners Partner Executive","00EB0000000azEKMAY","005B000000389WBIAY","Phillips","DirChannel","N/A"
,"Dan Perkins",,"00EB0000000azEJMAY","false","00EB0000000azEKMAY","00EB0000000azEJMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Elliot Shapiro","false","Dan Perkins",,"Elliot Shapiro",,"BDDirector","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWm/T","Dan","VP of Sales",,,,"dperkins.kreazjmhof8m.1uvw9wu3ofxu@saleswave.demo","Business Development Director","00EB0000000azEJMAY","005B000000389WNIAY","Perkins","VPSales","N/A"
,"Linda Banks",,"00EB0000000azEfMAI","false","00EB0000000azEQMAY","00EB0000000azEfMAI/00EB0000000azEQMAY","Admin","false","Linda Banks",,"Admin",,"AUserCustomerPersonAccount","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWn/T","Linda","CEO",,,,"lbanks.oitpdonj8pn0.y3ndjgv1oszb@saleswave.demo","admin Customer Person Account","00EB0000000azEQMAY","005B000000389WzIAI","Banks","CEO","N/A"
,"Larry Baxter","001B000000RAXNJIA5",,"true",,,,"false","Larry Baxter",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWo/T","Larry",,,,,"lbaxter@saleswave.demo",,,"005B000000389X0IAI","Baxter",,"N/A"
,"Tammy Baxter","001B000000RAXNKIA5","00EB0000000azEfMAI","true","00EB0000000azEQMAY","00EB0000000azEfMAI/00EB0000000azEQMAY","Admin","false","Tammy Baxter",,"Admin",,"AUserCustomerPersonAccount","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWp/T","Tammy","CEO",,,,"tbaxter@saleswave.demo","admin Customer Person Account","00EB0000000azEQMAY","005B000000389X1IAI","Baxter","CEO","N/A"
,"Social Hub",,"00EB0000000azEQMAY","true","NA","00EB0000000azEQMAY",,"false","Social Hub","Admin",,,"CEO","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWq/T",,,"true","Admin",,"shub.qqmfpafehg54.ipbk8fegbjwb@saleswave.demo","CEO","00EB0000000azEQMAY","005B000000389X3IAI","Social Hub",,"N/A"
,"Ted Training",,"00EB0000000azEcMAI","false","00EB0000000azEoMAI","00EB0000000azEcMAI/00EB0000000azEoMAI/00EB0000000azEWMAY/00EB0000000azElMAI/00EB0000000azEQMAY",,"false","Ted Training",,,,"TeamLead","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWr/T","Ted","Project Manager",,,,"training.votvvvatltrc.et3vusikj5zh@saleswave.demo","Team Lead","00EB0000000azEQMAY","005B000000389X4IAI","Training","ProjectManager","005B000000389VCIAY"
,"Mobile Self Service Site Guest User",,,"true",,,,"false","Mobile Self Service Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Mobile Self Service",,,,,"mobile_self_service.phjg7qlie0at.i49ucsdqkgvm@saleswave.demo",,,"005B000000389X5IAI","Site Guest User",,"N/A"
,"Bob Hodges","001B000000RAXNCIA5",,"true",,,,"false","Bob Hodges",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWs/T","Bob",,,,,"bhodges@saleswave.demo",,,"005B000000389X6IAI","Hodges",,"N/A"
,"Ω - Consumer Community Site Guest User",,,"false",,,,"false","Ω - Consumer Community Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Ω - Consumer Community",,,,,"consumer_community2.a3sc3mopd84z.qrdfwja1et5j@saleswave.demo",,,"005B000000389X9IAI","Site Guest User",,"N/A"
,"Public Website (Kokua) Site Guest User",,,"true",,,,"false","Public Website (Kokua) Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Public Website (Kokua)",,,,,"public_website_kokua.cjojlb443sxp.4y9l6jnscqd7@saleswave.demo",,,"005B000000389XBIAY","Site Guest User",,"N/A"
,"Audiophiles Site Guest User",,,"true",,,,"false","Audiophiles Site Guest User",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/005/T","Audiophiles",,,,,"audiophiles.ohezvd9z6hz1.s9bn5uoknxis@saleswave.demo",,,"005B000000389XCIAY","Site Guest User",,"N/A"
,"Geoff Harvin",,,"false",,,,"false","Geoff Harvin",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWt/T","Geoff",,,,,"gharvin.bdkcwnzfbqe1.vtl1xsfrtxw9@saleswave.demo",,,"005B000000389XDIAY","Harvin",,"N/A"
,"Katherine Peterson",,,"false",,,,"false","Katherine Peterson",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWu/T","Katherine",,,,,"kpeterson.xdhh300otvvn.hxqowxionztm@saleswave.demo",,,"005B000000389XEIAY","Peterson",,"N/A"
,"Charles Ballard",,,"false",,,,"false","Charles Ballard",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWv/T","Charles",,,,,"cballard.r0cfw7pezbjv.shy7apc3rv02@saleswave.demo",,,"005B000000389XFIAY","Ballard",,"N/A"
,"John Walters",,,"false",,,,"false","John Walters",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWw/T","John",,,,,"jwalters.bq6io7iyqqlk.hutxmzdrwlxn@saleswave.demo",,,"005B000000389XGIAY","Walters",,"N/A"
,"Rebecca O'shea",,,"false",,,,"false","Rebecca O'shea",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWx/T","Rebecca",,,,,"roshea.o5srpmxsewur.lnjytyt5xoue@saleswave.demo",,,"005B000000389XHIAY","O'shea",,"N/A"
,"Paul Bensen",,,"false",,,,"false","Paul Bensen",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWy/T","Paul",,,,,"pbensen.9wszpzl4b89l.ixqq8zguvzyz@saleswave.demo",,,"005B000000389XIIAY","Bensen",,"N/A"
,"Wes Hardin","001B000000RAXNLIA5",,"true",,,,"false","Wes Hardin",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWz/T","Wes",,,,,"whardin@saleswave.demo",,,"005B000000389XJIAY","Hardin",,"N/A"
,"Mike Welch","001B000000RAXNMIA5",,"true",,,,"false","Mike Welch",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX0/T","Mike",,,,,"mwelch@saleswave.demo",,,"005B000000389XKIAY","Welch",,"N/A"
,"Karen Wells","001B000000RAXNNIA5",,"true",,,,"false","Karen Wells",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX1/T","Karen",,,,,"kwells@saleswave.demo",,,"005B000000389XLIAY","Wells",,"N/A"
,"Mina Passini","001B000000RAXNOIA5",,"true",,,,"false","Mina Passini",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX2/T","Mina",,,,,"mpassini@saleswave.demo",,,"005B000000389XMIAY","Passini",,"N/A"
,"Stacy McNeil","001B000000RAXNPIA5",,"true",,,,"false","Stacy McNeil",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX3/T","Stacy",,,,,"smcneil@saleswave.demo",,,"005B000000389XNIAY","McNeil",,"N/A"
,"Eric Hale",,,"false",,,,"false","Eric Hale",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX4/T","Eric",,,,,"ehale.nevcejgngwds.dqepdr6lsx37@saleswave.demo",,,"005B000000389XOIAY","Hale",,"N/A"
,"Max Gardner",,,"false",,,,"false","Max Gardner",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX5/T","Max",,,,,"mgardner.ir9mjexoag7e.hcffb5h8wmmf@saleswave.demo",,,"005B000000389XPIAY","Gardner",,"N/A"
,"Deanna Collins","001B000000RAXNQIA5",,"true",,,,"false","Deanna Collins",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX6/T","Deanna",,,,,"dcollins@saleswave.demo",,,"005B000000389XQIAY","Collins",,"N/A"
,"Andy Peterson","001B000000RAXNRIA5",,"true",,,,"false","Andy Peterson",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX7/T","Andy",,,,,"apeterson@saleswave.demo",,,"005B000000389XRIAY","Peterson",,"N/A"
,"Anne Frost","001B000000RAXNSIA5",,"true",,,,"false","Anne Frost",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX8/T","Anne",,,,,"afrost@saleswave.demo",,,"005B000000389XSIAY","Frost",,"N/A"
,"Robert Janzen","001B000000RAXNTIA5",,"true",,,,"false","Robert Janzen",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bX9/T","Robert",,,,,"rjanzen@saleswave.demo",,,"005B000000389XTIAY","Janzen",,"N/A"
,"Heath Axworth","001B000000RAXNUIA5",,"true",,,,"false","Heath Axworth",,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXA/T","Heath",,,,,"haxworth@saleswave.demo",,,"005B000000389XUIAY","Axworth",,"N/A"
