"SALES_MANAGER","StartDate","AGENT_GENDER","AGENCY_NAME","AGENT_NAME","LastProcessedDate","BROKER_ID","REGION","QuotaAmount"
"Meagan Combs","2018-03-01 00:00:00","Female","Superance","Candace Wilson","2019-10-07 14:44:57","BROKER_1469","South West",5000
"James Coleman","2018-03-01 00:00:00","Female","Tap Insure","Dianna Farrish","2019-10-07 14:44:57","BROKER_354","Midwest",5000
"Jennifer Jackson","2018-03-01 00:00:00","Male","Tap Insure","Christopher Caldwell","2019-10-07 14:44:57","BROKER_351","Midwest",7000
"Jennifer Jackson","2018-03-01 00:00:00","Female","Tap Insure","Dianne Morales","2019-10-07 14:44:57","BROKER_353","Midwest",3000
"Chad Russo","2018-03-01 00:00:00","Female","Tap Insure","Jeanne Ledoux","2019-10-07 14:44:57","BROKER_1235","North West",7000
"Lisa Lewis","2018-03-01 00:00:00","Male","Tap Insure","Angel May","2019-10-07 14:44:57","BROKER_1233","North West",4000
"Lisa Lewis","2018-03-01 00:00:00","Male","Tap Insure","Elmer Ryals","2019-10-07 14:44:57","BROKER_1227","North West",6000
"Meagan Combs","2018-03-01 00:00:00","Female","Tap Insure","Joann Burr","2019-10-07 14:44:57","BROKER_2183","North West",5000
"Anne Powers","2018-03-01 00:00:00","Female","Tap Insure","Abigail Hebert","2019-10-07 14:44:57","BROKER_1705","South East",6000
"Matthew Hanna","2018-03-01 00:00:00","Female","Tap Insure","Barbara Redman","2019-10-07 14:44:57","BROKER_850","South East",3000
"Matthew Hanna","2018-03-01 00:00:00","Male","Tap Insure","Gary Dudley","2019-10-07 14:44:57","BROKER_809","South East",6000
"Sandra Parker","2018-03-01 00:00:00","Male","Tap Insure","Daniel Powers","2019-10-07 14:44:57","BROKER_1713","South East",7000
"Jeffrey Miranda","2018-03-01 00:00:00","Male","Tap Insure","Brian Grow","2019-10-07 14:44:57","BROKER_2187","South West",3000
"Jeffrey Miranda","2018-03-01 00:00:00","Male","Tap Insure","Donald Dobbs","2019-10-07 14:44:57","BROKER_1701","South West",4000
"Lisa Lewis","2018-03-01 00:00:00","Female","Tap Insure","Frankie Figueroa","2019-10-07 14:44:57","BROKER_1707","South West",5000
"Lisa Lewis","2018-03-01 00:00:00","Female","Tap Insure","Jessica Miller","2019-10-07 14:44:57","BROKER_808","South West",4000
"Meagan Combs","2018-03-01 00:00:00","Female","Tap Insure","Teresa Suda","2019-10-07 14:44:57","BROKER_1226","South West",4000
"Melissa Neal","2018-03-01 00:00:00","Male","Tap Insure","George Mitchell","2019-10-07 14:44:57","BROKER_401","South West",3000
"James Coleman","2018-03-01 00:00:00","Male","Token Protect","Franklyn Rutter","2019-10-07 14:44:57","BROKER_478","Midwest",4000
"James Coleman","2018-03-01 00:00:00","Female","Token Protect","Josefina Hayes","2019-10-07 14:44:57","BROKER_900","Midwest",4000
"Jennifer Jackson","2018-03-01 00:00:00","Female","Token Protect","Candace Marshall","2019-10-07 14:44:57","BROKER_477","Midwest",7000
"Jennifer Jackson","2018-03-01 00:00:00","Male","Token Protect","David Aguilar","2019-10-07 14:44:57","BROKER_468","Midwest",5000
"Monica Campbell","2018-03-01 00:00:00","Female","Token Protect","Darla Smith","2019-10-07 14:44:57","BROKER_916","North East",3000
"Monica Campbell","2018-03-01 00:00:00","Male","Token Protect","Luke Rae","2019-10-07 14:44:57","BROKER_906","North East",5000
"Chad Russo","2018-03-01 00:00:00","Female","Token Protect","Ashley Nielsen","2019-10-07 14:44:57","BROKER_1336","North West",3000
"Sarah Rivas","2018-03-01 00:00:00","Male","Token Protect","Daniel Hildebrant","2019-10-07 14:44:57","BROKER_1344","North West",7000
"Anne Powers","2018-03-01 00:00:00","Female","Token Protect","Alberta Ogden","2019-10-07 14:44:57","BROKER_1826","South East",5000
"Anne Powers","2018-03-01 00:00:00","Female","Token Protect","Clara Jordan","2019-10-07 14:44:57","BROKER_1817","South East",7000
"Anne Powers","2018-03-01 00:00:00","Male","Token Protect","Dale Hendrix","2019-10-07 14:44:57","BROKER_905","South East",7000
"Anne Powers","2018-03-01 00:00:00","Male","Token Protect","David Bartholomew","2019-10-07 14:44:57","BROKER_1823","South East",3000
"Matthew Hanna","2018-03-01 00:00:00","Female","Token Protect","Doris Izquierdo","2019-10-07 14:44:57","BROKER_2282","South East",7000
"Sandra Parker","2018-03-01 00:00:00","Male","Token Protect","Eduardo Church","2019-10-07 14:44:57","BROKER_1815","South East",3000
"Sandra Parker","2018-03-01 00:00:00","Female","Token Protect","Mable Gonzalez","2019-10-07 14:44:57","BROKER_1830","South East",4000
"Sandra Parker","2018-03-01 00:00:00","Female","Token Protect","Mary Whittingham","2019-10-07 14:44:57","BROKER_1827","South East",7000
"Lisa Lewis","2018-03-01 00:00:00","Female","Token Protect","Mary Blessing","2019-10-07 14:44:57","BROKER_2287","South West",3000
"Meagan Combs","2018-03-01 00:00:00","Female","Token Protect","Roberta Martinez","2019-10-07 14:44:57","BROKER_2290","South West",3000
"Meagan Combs","2018-03-01 00:00:00","Male","Token Protect","Shane Gilbert","2019-10-07 14:44:57","BROKER_2286","South West",5000
"Melissa Neal","2018-03-01 00:00:00","Female","Token Protect","Ella Ayers","2019-10-07 14:44:57","BROKER_467","South West",6000
"Jennifer Jackson","2018-03-01 00:00:00","Female","Trustlance","Carla Wilson","2019-10-07 14:44:57","BROKER_136","Midwest",4000
"Jeffrey Miranda","2018-03-01 00:00:00","Female","Trustlance","Earline Hamilton","2019-10-07 14:44:57","BROKER_1982","North West",6000
"Meagan Combs","2018-03-01 00:00:00","Female","Trustlance","Betty Montoya","2019-10-07 14:44:57","BROKER_1980","North West",7000
"James Coleman","2018-03-01 00:00:00","Female","Undiro","Debbie Alsup","2019-10-07 14:44:57","BROKER_267","Midwest",6000
"James Coleman","2018-03-01 00:00:00","Female","Undiro","Graciela Gonzalez","2019-10-07 14:44:57","BROKER_1626","Midwest",4000
"James Coleman","2018-03-01 00:00:00","Male","Undiro","Larry Bishop","2019-10-07 14:44:57","BROKER_262","Midwest",3000
"Amanda Long","2018-03-01 00:00:00","Male","Undiro","Orlando Tackett","2019-10-07 14:44:57","BROKER_730","North East",6000
"Evan Bullock","2018-03-01 00:00:00","Male","Undiro","Shane Ferreri","2019-10-07 14:44:57","BROKER_1613","North East",4000
"Lisa Lewis","2018-03-01 00:00:00","Female","Undiro","Ida Bell","2019-10-07 14:44:57","BROKER_1164","North West",6000
"Sarah Rivas","2018-03-01 00:00:00","Male","Undiro","Daniel Pierce","2019-10-07 14:44:57","BROKER_1162","North West",4000
"Anne Powers","2018-03-01 00:00:00","Male","Undiro","Curtis Blessing","2019-10-07 14:44:57","BROKER_1614","South East",7000
"Matthew Hanna","2018-03-01 00:00:00","Male","Undiro","Blake Hildebrant","2019-10-07 14:44:57","BROKER_1622","South East",4000
"Sandra Parker","2018-03-01 00:00:00","Female","Undiro","Helen Tramel","2019-10-07 14:44:57","BROKER_1624","South East",7000
"Sandra Parker","2018-03-01 00:00:00","Male","Undiro","Mark Keen","2019-10-07 14:44:57","BROKER_1618","South East",5000
"James Coleman","2018-04-01 00:00:00","Female","CashCoverage","Ruth Poole","2019-10-07 14:44:57","BROKER_198","Midwest",7000
"James Coleman","2018-04-01 00:00:00","Female","CashCoverage","Thelma Mitchell","2019-10-07 14:44:57","BROKER_202","Midwest",3000
"Jennifer Jackson","2018-04-01 00:00:00","Female","CashCoverage","Carrie Collins","2019-10-07 14:44:57","BROKER_205","Midwest",4000
"Evan Bullock","2018-04-01 00:00:00","Male","CashCoverage","Adam Rios","2019-10-07 14:44:57","BROKER_672","North East",3000
"Monica Campbell","2018-04-01 00:00:00","Male","CashCoverage","James Coker","2019-10-07 14:44:57","BROKER_1560","North East",7000
"Chad Russo","2018-04-01 00:00:00","Male","CashCoverage","Carl Whitley","2019-10-07 14:44:57","BROKER_1098","North West",3000
"Chad Russo","2018-04-01 00:00:00","Female","CashCoverage","Nancy Meyer","2019-10-07 14:44:57","BROKER_1108","North West",4000
"Meagan Combs","2018-04-01 00:00:00","Male","CashCoverage","Jeffrey Lopez","2019-10-07 14:44:57","BROKER_2040","North West",5000
"Anne Powers","2018-04-01 00:00:00","Female","CashCoverage","Beverly McCauley","2019-10-07 14:44:57","BROKER_1556","South East",4000
"Sandra Parker","2018-04-01 00:00:00","Male","CashCoverage","Donald Fisher","2019-10-07 14:44:57","BROKER_1563","South East",6000
"Sandra Parker","2018-04-01 00:00:00","Female","CashCoverage","Jami Prieto","2019-10-07 14:44:57","BROKER_1557","South East",5000
"Lisa Lewis","2018-04-01 00:00:00","Male","CashCoverage","Emilio Shea","2019-10-07 14:44:57","BROKER_1548","South West",7000
"Lisa Lewis","2018-04-01 00:00:00","Male","CashCoverage","Malcolm Sears","2019-10-07 14:44:57","BROKER_2053","South West",5000
"James Coleman","2018-04-01 00:00:00","Male","Clientive","Christopher Harper","2019-10-07 14:44:57","BROKER_83","Midwest",7000
"James Coleman","2018-04-01 00:00:00","Female","Clientive","Linda Campbell","2019-10-07 14:44:57","BROKER_79","Midwest",4000
"Evan Bullock","2018-04-01 00:00:00","Female","Clientive","Leslie Lee","2019-10-07 14:44:57","BROKER_569","North East",4000
"Meagan Combs","2018-04-01 00:00:00","Female","Clientive","Heather Moore","2019-10-07 14:44:57","BROKER_1925","North West",3000
"Sarah Rivas","2018-04-01 00:00:00","Female","Clientive","Glenna Collado","2019-10-07 14:44:57","BROKER_993","North West",3000
"James Coleman","2018-04-01 00:00:00","Female","CoInsurance","Diane Joseph","2019-10-07 14:44:57","BROKER_243","Midwest",7000
"James Coleman","2018-04-01 00:00:00","Female","CoInsurance","Dorothy Izquierdo","2019-10-07 14:44:57","BROKER_258","Midwest",4000
"James Coleman","2018-04-01 00:00:00","Female","CoInsurance","Elizabeth Bostick","2019-10-07 14:44:57","BROKER_292","Midwest",6000
"James Coleman","2018-04-01 00:00:00","Female","CoInsurance","Jennifer Swart","2019-10-07 14:44:57","BROKER_246","Midwest",5000
"James Coleman","2018-04-01 00:00:00","Female","CoInsurance","Marisol Corona","2019-10-07 14:44:57","BROKER_247","Midwest",3000
"Amanda Long","2018-04-01 00:00:00","Male","CoInsurance","Ramon Ezell","2019-10-07 14:44:57","BROKER_717","North East",6000
"Monica Campbell","2018-04-01 00:00:00","Female","CoInsurance","Mattie Blankenship","2019-10-07 14:44:57","BROKER_708","North East",7000
"Monica Campbell","2018-04-01 00:00:00","Male","CoInsurance","Timothy Finkbeiner","2019-10-07 14:44:57","BROKER_707","North East",6000
"Meagan Combs","2018-04-01 00:00:00","Female","CoInsurance","Emma Conlan","2019-10-07 14:44:57","BROKER_2086","North West",3000
"Anne Powers","2018-04-01 00:00:00","Male","CoInsurance","Benjamin Ryan","2019-10-07 14:44:57","BROKER_1589","South East",5000
"Sandra Parker","2018-04-01 00:00:00","Female","CoInsurance","Dorothy Abels","2019-10-07 14:44:57","BROKER_1594","South East",6000
"Sandra Parker","2018-04-01 00:00:00","Male","CoInsurance","Eduardo Oropeza","2019-10-07 14:44:57","BROKER_1606","South East",5000
"Sandra Parker","2018-04-01 00:00:00","Male","CoInsurance","Leo Neff","2019-10-07 14:44:57","BROKER_1597","South East",3000
"Sandra Parker","2018-04-01 00:00:00","Female","CoInsurance","Marion Moreno","2019-10-07 14:44:57","BROKER_1609","South East",5000
"Jeffrey Miranda","2018-04-01 00:00:00","Female","CoInsurance","Debra Shepard","2019-10-07 14:44:57","BROKER_1595","South West",4000
"Jeffrey Miranda","2018-04-01 00:00:00","Male","CoInsurance","Jacob Rowles","2019-10-07 14:44:57","BROKER_1139","South West",5000
"Jeffrey Miranda","2018-04-01 00:00:00","Female","CoInsurance","Myrtle McClanahan","2019-10-07 14:44:57","BROKER_2079","South West",6000
"Lisa Lewis","2018-04-01 00:00:00","Female","Commerce Equity","Debra Walker","2019-10-07 14:44:57","BROKER_1040","North West",5000
"Anne Powers","2018-04-01 00:00:00","Female","Commerce Equity","Barbara Vaughn","2019-10-07 14:44:57","BROKER_1475","South East",3000
"James Coleman","2018-04-01 00:00:00","Male","Ensuran","Eric Graham","2019-10-07 14:44:57","BROKER_302","Midwest",3000
"James Coleman","2018-04-01 00:00:00","Male","Ensuran","Joseph Kreger","2019-10-07 14:44:57","BROKER_305","Midwest",6000
"Evan Bullock","2018-04-01 00:00:00","Female","Ensuran","Barbara Carroll","2019-10-07 14:44:57","BROKER_1648","North East",5000
"Evan Bullock","2018-04-01 00:00:00","Female","Ensuran","Dawn Champion","2019-10-07 14:44:57","BROKER_763","North East",4000
"Monica Campbell","2018-04-01 00:00:00","Female","Ensuran","Evangeline Bakker","2019-10-07 14:44:57","BROKER_759","North East",7000
"Chad Russo","2018-04-01 00:00:00","Female","Ensuran","Ethel Harris","2019-10-07 14:44:57","BROKER_1187","North West",3000
"Matthew Hanna","2018-04-01 00:00:00","Female","Ensuran","Brianne Felix","2019-10-07 14:44:57","BROKER_1654","South East",6000
"Sandra Parker","2018-04-01 00:00:00","Male","Ensuran","Keith Flynn","2019-10-07 14:44:57","BROKER_1659","South East",6000
"Sandra Parker","2018-04-01 00:00:00","Female","Ensuran","Marie Murphy","2019-10-07 14:44:57","BROKER_1650","South East",7000
"Matthew Hanna","2018-04-01 00:00:00","Male","Ensuran","Benjamin Fredrickson","2019-10-07 14:44:57","BROKER_1655","South West",7000
"Meagan Combs","2018-04-01 00:00:00","Female","Ensuran","Robyn Scherr","2019-10-07 14:44:57","BROKER_2130","South West",3000
"Meagan Combs","2018-04-01 00:00:00","Female","Ensuran","Sylvia Fabian","2019-10-07 14:44:57","BROKER_1660","South West",3000
"James Coleman","2018-04-01 00:00:00","Female","Flying Safe","Gladys Soto","2019-10-07 14:44:57","BROKER_326","Midwest",7000
"James Coleman","2018-04-01 00:00:00","Female","Flying Safe","Gloria French","2019-10-07 14:44:57","BROKER_309","Midwest",3000
"Sarah Rivas","2018-04-01 00:00:00","Female","Flying Safe","Addie Sadowski","2019-10-07 14:44:57","BROKER_1210","North West",6000
"Matthew Hanna","2018-04-01 00:00:00","Female","Flying Safe","Carrie Montgomery","2019-10-07 14:44:57","BROKER_1675","South East",5000
"Matthew Hanna","2018-04-01 00:00:00","Male","Flying Safe","David Dooley","2019-10-07 14:44:57","BROKER_1681","South East",6000
"Sandra Parker","2018-04-01 00:00:00","Male","Flying Safe","Dustin Ford","2019-10-07 14:44:57","BROKER_1671","South East",6000
"Sandra Parker","2018-04-01 00:00:00","Female","Flying Safe","Hazel Perrault","2019-10-07 14:44:57","BROKER_1680","South East",4000
"Lisa Lewis","2018-04-01 00:00:00","Male","Flying Safe","Leslie Xu","2019-10-07 14:44:57","BROKER_1668","South West",4000
"Lisa Lewis","2018-04-01 00:00:00","Female","Flying Safe","Lori Miner","2019-10-07 14:44:57","BROKER_1672","South West",7000
"Melissa Neal","2018-04-01 00:00:00","Female","Flying Safe","Christina Spurgeon","2019-10-07 14:44:57","BROKER_320","South West",3000
"James Coleman","2018-04-01 00:00:00","Female","Growsurance","Verdie Porter","2019-10-07 14:44:57","BROKER_159","Midwest",7000
"Jennifer Jackson","2018-04-01 00:00:00","Female","Growsurance","Ethel Mack","2019-10-07 14:44:57","BROKER_161","Midwest",7000
"Monica Campbell","2018-04-01 00:00:00","Female","Growsurance","Donna Archuleta","2019-10-07 14:44:57","BROKER_635","North East",6000
"Monica Campbell","2018-04-01 00:00:00","Male","Growsurance","Tyler Faught","2019-10-07 14:44:57","BROKER_634","North East",3000
"Jeffrey Miranda","2018-04-01 00:00:00","Male","Growsurance","Barry Krueger","2019-10-07 14:44:57","BROKER_2004","North West",5000
"Lisa Lewis","2018-04-01 00:00:00","Male","Growsurance","Andre Brown","2019-10-07 14:44:57","BROKER_1068","North West",5000
"Meagan Combs","2018-04-01 00:00:00","Male","Growsurance","Gordon Starkey","2019-10-07 14:44:57","BROKER_2001","North West",5000
"Sandra Parker","2018-04-01 00:00:00","Female","Growsurance","Elizabeth Jones","2019-10-07 14:44:57","BROKER_1509","South East",4000
"Jeffrey Miranda","2018-04-01 00:00:00","Female","Growsurance","Mary Sieben","2019-10-07 14:44:57","BROKER_2000","South West",6000
"James Coleman","2018-04-01 00:00:00","Female","Honestful","Beverly Ohara","2019-10-07 14:44:57","BROKER_965","Midwest",6000
"Jennifer Jackson","2018-04-01 00:00:00","Male","Honestful","Darryl Silverstein","2019-10-07 14:44:57","BROKER_543","Midwest",5000
"Monica Campbell","2018-04-01 00:00:00","Female","Honestful","Bonnie Tuck","2019-10-07 14:44:57","BROKER_964","North East",6000
"Monica Campbell","2018-04-01 00:00:00","Female","Honestful","Tiffany Bartz","2019-10-07 14:44:57","BROKER_959","North East",4000
"Matthew Hanna","2018-04-01 00:00:00","Male","Honestful","Donald Ceasar","2019-10-07 14:44:57","BROKER_2367","South East",3000
"Sandra Parker","2018-04-01 00:00:00","Female","Honestful","Edna Davis","2019-10-07 14:44:57","BROKER_1417","South East",3000
"Sandra Parker","2018-04-01 00:00:00","Male","Honestful","Jack Galvin","2019-10-07 14:44:57","BROKER_1902","South East",6000
"Sandra Parker","2018-04-01 00:00:00","Male","Honestful","Julio Hall","2019-10-07 14:44:57","BROKER_1908","South East",7000
"James Coleman","2018-04-01 00:00:00","Female","Insurato","Verena Delgado","2019-10-07 14:44:57","BROKER_886","Midwest",3000
"Amanda Long","2018-04-01 00:00:00","Female","Insurato","Ruth Stotts","2019-10-07 14:44:57","BROKER_897","North East",5000
"Amanda Long","2018-04-01 00:00:00","Female","Insurato","Tami Davis","2019-10-07 14:44:57","BROKER_943","North East",7000
"Monica Campbell","2018-04-01 00:00:00","Female","Insurato","Elizabeth Laughlin","2019-10-07 14:44:57","BROKER_887","North East",4000
"Monica Campbell","2018-04-01 00:00:00","Male","Insurato","Michael Carr","2019-10-07 14:44:57","BROKER_941","North East",7000
"Jeffrey Miranda","2018-04-01 00:00:00","Male","Insurato","Anthony Fitzsimmons","2019-10-07 14:44:57","BROKER_2325","North West",5000
"Jeffrey Miranda","2018-04-01 00:00:00","Male","Insurato","Daniel Kelly","2019-10-07 14:44:57","BROKER_2277","North West",4000
"Lisa Lewis","2018-04-01 00:00:00","Female","Insurato","Elisabeth Peterson","2019-10-07 14:44:57","BROKER_1314","North West",4000
"Meagan Combs","2018-04-01 00:00:00","Female","Insurato","Christi Mullan","2019-10-07 14:44:57","BROKER_942","North West",3000
"Sarah Rivas","2018-04-01 00:00:00","Male","Insurato","Berry Garner","2019-10-07 14:44:57","BROKER_1315","North West",4000
"Anne Powers","2018-04-01 00:00:00","Male","Insurato","Benjamin Huskey","2019-10-07 14:44:57","BROKER_1858","South East",7000
"Matthew Hanna","2018-04-01 00:00:00","Female","Insurato","Debra Stephenson","2019-10-07 14:44:57","BROKER_1857","South East",7000
"Sandra Parker","2018-04-01 00:00:00","Male","Insurato","Harold Green","2019-10-07 14:44:57","BROKER_1812","South East",3000
"Jeffrey Miranda","2018-04-01 00:00:00","Male","Insurato","James Finkbeiner","2019-10-07 14:44:57","BROKER_2267","South West",6000
"Melissa Neal","2018-04-01 00:00:00","Female","Insurato","Carolyn Bostick","2019-10-07 14:44:57","BROKER_445","South West",4000
"James Coleman","2018-04-01 00:00:00","Female","InsureFeed","Carolyn Ford","2019-10-07 14:44:57","BROKER_435","Midwest",7000
"James Coleman","2018-04-01 00:00:00","Female","InsureFeed","Lillian Mason","2019-10-07 14:44:57","BROKER_873","Midwest",4000
"Jennifer Jackson","2018-04-01 00:00:00","Male","InsureFeed","Dana Burnett","2019-10-07 14:44:57","BROKER_426","Midwest",6000
"Amanda Long","2018-04-01 00:00:00","Male","InsureFeed","Herbert Culp","2019-10-07 14:44:57","BROKER_882","North East",3000
"Amanda Long","2018-04-01 00:00:00","Female","InsureFeed","Vera Grizzard","2019-10-07 14:44:57","BROKER_874","North East",4000
"Monica Campbell","2018-04-01 00:00:00","Male","InsureFeed","Tony Brown","2019-10-07 14:44:57","BROKER_1292","North East",6000
"Chad Russo","2018-04-01 00:00:00","Female","InsureFeed","Alicia Moreno","2019-10-07 14:44:57","BROKER_1295","North West",7000
"Lisa Lewis","2018-04-01 00:00:00","Male","InsureFeed","Damian Hastings","2019-10-07 14:44:57","BROKER_1307","North West",4000
"Sarah Rivas","2018-04-01 00:00:00","Male","InsureFeed","Bernard Schuster","2019-10-07 14:44:57","BROKER_1305","North West",6000
"Sandra Parker","2018-04-01 00:00:00","Female","InsureFeed","Ernestine Gonzales","2019-10-07 14:44:57","BROKER_1785","South East",3000
"Sandra Parker","2018-04-01 00:00:00","Female","InsureFeed","Mariana Ramos","2019-10-07 14:44:57","BROKER_1779","South East",7000
"Jeffrey Miranda","2018-04-01 00:00:00","Female","InsureFeed","Danna Taylor","2019-10-07 14:44:57","BROKER_1781","South West",7000
"Melissa Neal","2018-04-01 00:00:00","Female","InsureFeed","Beatrice Cleek","2019-10-07 14:44:57","BROKER_425","South West",3000
"James Coleman","2018-04-01 00:00:00","Male","Levin Insurance Agency","Frank Levin","2019-10-07 14:44:57","BROKER_229","Midwest",5000
"James Coleman","2018-04-01 00:00:00","Female","Levin Insurance Agency","Miranda Daniel","2019-10-07 14:44:57","BROKER_222","Midwest",7000
"Jennifer Jackson","2018-04-01 00:00:00","Male","Levin Insurance Agency","Damian Orner","2019-10-07 14:44:57","BROKER_228","Midwest",6000
"Chad Russo","2018-04-01 00:00:00","Female","Levin Insurance Agency","Alma Miler","2019-10-07 14:44:57","BROKER_1120","Midwest",5000
"Lisa Lewis","2018-04-01 00:00:00","Female","Levin Insurance Agency","Beatrice Phillips","2019-10-07 14:44:57","BROKER_1118","Midwest",7000
"Sandra Parker","2018-04-01 00:00:00","Female","Levin Insurance Agency","Carolyn Miller","2019-10-07 14:44:57","BROKER_1578","Midwest",5000
"Jeffrey Miranda","2018-04-01 00:00:00","Male","Levin Insurance Agency","Donald Morales","2019-10-07 14:44:57","BROKER_1580","Midwest",6000
"Jeffrey Miranda","2018-04-01 00:00:00","Male","Levin Insurance Agency","Hugh Million","2019-10-07 14:44:57","BROKER_2057","Midwest",4000
"Lisa Lewis","2018-04-01 00:00:00","Female","Levin Insurance Agency","Maria McNeil","2019-10-07 14:44:57","BROKER_1569","Midwest",4000
"Matthew Hanna","2018-04-01 00:00:00","Female","Levin Insurance Agency","Bonnie Ramos","2019-10-07 14:44:57","BROKER_1584","Midwest",6000
"Meagan Combs","2018-04-01 00:00:00","Male","Levin Insurance Agency","Troy Ford","2019-10-07 14:44:57","BROKER_2065","Midwest",3000
"James Coleman","2018-04-01 00:00:00","Female","Insurexa","Mao Sims","2019-10-07 14:44:57","BROKER_171","Midwest",4000
"Jennifer Jackson","2018-04-01 00:00:00","Female","Insurexa","Angela Markham","2019-10-07 14:44:57","BROKER_174","Midwest",6000
"Jeffrey Miranda","2018-04-01 00:00:00","Female","Insurexa","Christine Braxton","2019-10-07 14:44:57","BROKER_2009","North West",6000
"Lisa Lewis","2018-04-01 00:00:00","Female","Insurexa","Amanda Hughes","2019-10-07 14:44:57","BROKER_1085","North West",5000
"Meagan Combs","2018-04-01 00:00:00","Male","Insurexa","Donald Falgout","2019-10-07 14:44:57","BROKER_2022","North West",7000
"Sarah Rivas","2018-04-01 00:00:00","Male","Insurexa","George Rumsey","2019-10-07 14:44:57","BROKER_638","North West",4000
"Matthew Hanna","2018-04-01 00:00:00","Female","Insurexa","Carmen Taylor","2019-10-07 14:44:57","BROKER_639","South East",7000
"Sandra Parker","2018-04-01 00:00:00","Female","Insurexa","Claire Hunter","2019-10-07 14:44:57","BROKER_1521","South East",3000
"Sandra Parker","2018-04-01 00:00:00","Female","Insurexa","Julia Miller","2019-10-07 14:44:57","BROKER_1520","South East",6000
"Sandra Parker","2018-04-01 00:00:00","Male","Insurexa","Larry Clevenger","2019-10-07 14:44:57","BROKER_1514","South East",6000
"Matthew Hanna","2018-04-01 00:00:00","Female","Insurexa","Annabelle Houser","2019-10-07 14:44:57","BROKER_1084","South West",3000
"James Coleman","2018-04-01 00:00:00","Female","Insurial","Faye Wilson","2019-10-07 14:44:57","BROKER_139","Midwest",7000
"Amanda Long","2018-04-01 00:00:00","Female","Insurial","Laurie Powers","2019-10-07 14:44:57","BROKER_628","North East",7000
"Amanda Long","2018-04-01 00:00:00","Female","Insurial","Renee Martin","2019-10-07 14:44:57","BROKER_621","North East",3000
"Evan Bullock","2018-04-01 00:00:00","Male","Insurial","Otto Ownby","2019-10-07 14:44:57","BROKER_627","North East",7000
"Meagan Combs","2018-04-01 00:00:00","Male","Insurial","Joshua Shoemaker","2019-10-07 14:44:57","BROKER_1996","North West",4000
"Anne Powers","2018-04-01 00:00:00","Female","Insurial","Betty Wood","2019-10-07 14:44:57","BROKER_1484","South East",5000
"Sandra Parker","2018-04-01 00:00:00","Female","Insurial","Mary Ramos","2019-10-07 14:44:57","BROKER_1488","South East",6000
"James Coleman","2018-04-01 00:00:00","Male","Insurina","Hector Reeves","2019-10-07 14:44:57","BROKER_490","Midwest",3000
"James Coleman","2018-04-01 00:00:00","Female","Insurina","Luella Blackmore","2019-10-07 14:44:57","BROKER_930","Midwest",6000
"James Coleman","2018-04-01 00:00:00","Male","Insurina","Roger Kelly","2019-10-07 14:44:57","BROKER_502","Midwest",6000
"Amanda Long","2018-04-01 00:00:00","Female","Insurina","Cheryl Jefferson","2019-10-07 14:44:57","BROKER_926","North East",7000
"Monica Campbell","2018-04-01 00:00:00","Male","Insurina","Christopher Davila","2019-10-07 14:44:57","BROKER_932","North East",3000
"Monica Campbell","2018-04-01 00:00:00","Female","Insurina","Michelle Freeman","2019-10-07 14:44:57","BROKER_922","North East",4000
"Jeffrey Miranda","2018-04-01 00:00:00","Male","Insurina","Donnie Strickland","2019-10-07 14:44:57","BROKER_2304","North West",6000
"Lisa Lewis","2018-04-01 00:00:00","Female","Insurina","Betty Thompson","2019-10-07 14:44:57","BROKER_1352","North West",5000
"Lisa Lewis","2018-04-01 00:00:00","Female","Insurina","Evelyn Baine","2019-10-07 14:44:57","BROKER_1364","North West",5000
"Meagan Combs","2018-04-01 00:00:00","Female","Insurina","Dorothy Lewis","2019-10-07 14:44:57","BROKER_2320","North West",3000
"Sarah Rivas","2018-04-01 00:00:00","Male","Insurina","Francisco Berryhill","2019-10-07 14:44:57","BROKER_1350","North West",3000
"Anne Powers","2018-04-01 00:00:00","Male","Insurina","Billy Moorman","2019-10-07 14:44:57","BROKER_1841","South East",4000
"Matthew Hanna","2018-04-01 00:00:00","Male","Insurina","Daniel Healy","2019-10-07 14:44:57","BROKER_1834","South East",4000
"Lisa Lewis","2018-04-01 00:00:00","Male","Insurina","Jose Hamilton","2019-10-07 14:44:57","BROKER_1851","South West",5000
"Melissa Neal","2018-04-01 00:00:00","Female","Insurina","Carla Kohler","2019-10-07 14:44:57","BROKER_488","South West",5000
"James Coleman","2018-04-01 00:00:00","Female","Insurise","Gloria Collier","2019-10-07 14:44:57","BROKER_106","Midwest",6000
"Sarah Rivas","2018-04-01 00:00:00","Male","Insurise","Dustin Powers","2019-10-07 14:44:57","BROKER_1023","North West",5000
"Anne Powers","2018-04-01 00:00:00","Male","Insurise","Brandon Pollock","2019-10-07 14:44:57","BROKER_1454","South East",4000
"Matthew Hanna","2018-04-01 00:00:00","Female","Insurise","Amy Hoss","2019-10-07 14:44:57","BROKER_1453","South East",5000
"Matthew Hanna","2018-04-01 00:00:00","Female","Insurise","Angela Newkirk","2019-10-07 14:44:57","BROKER_3","South East",3000
"Sandra Parker","2018-04-01 00:00:00","Male","Insurise","Floyd Babin","2019-10-07 14:44:57","BROKER_595","South East",6000
"James Coleman","2018-04-01 00:00:00","Female","LendDefense","Julie Jaramillo","2019-10-07 14:44:57","BROKER_90","Midwest",5000
