"Owner_SmallPhotoUrl","Status","Owner","LeadSource","IsConverted","Rating","CreatedDate","LastProcessedDate","Name","Owner_Name","LeadActivities","ConvertedOppAmount"
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Advertisement","TRUE","Cold","2021-01-14","2021-01-28","Genvieve Trimme","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Working  - Contacted","Qianwen Dong","Employee Referral","FALSE","Warm","2021-01-06","2021-01-28","Cordy Dyment","Justin Chen",10,34000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working","G M","Employee Referral","FALSE","Warm","2021-01-27","2021-01-28","Linc Migheli","Thomas Oliver",10,86000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Trade Show","FALSE","Hot","2021-01-16","2021-01-28","Iorgos Cramphorn","Thomas Oliver",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","FALSE","Cold","2021-01-18","2021-01-28","Joanie Cusack","Sofia Lopez",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Other","TRUE","Warm","2021-01-23","2021-01-28","Jojo Vaugham","Sofia Lopez",10,133000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing","Deepu CSEG","Advertisement","FALSE","Warm","2021-01-01","2021-01-28","Farley Ortmann","Tawnia Williams",18,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Other","FALSE","Hot","2021-01-17","2021-01-28","Rabi Ollier","Sofia Lopez",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Qualified","Qianwen Dong","Purchased List","FALSE","Hot","2021-01-08","2021-01-28","Betsey Jedrasik","Justin Chen",20,11000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Other","TRUE","Cold","2021-01-11","2021-01-28","vanGogh","Thomas Oliver",14,10000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working  - Contacted","G M","Advertisement","FALSE","Warm","2021-01-28","2021-01-28","Zebadiah Baffin","Thomas Oliver",22,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","FALSE","Warm","2021-01-01","2021-01-28","Spears","Sofia Lopez",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","New","Qianwen Dong","Employee Referral","FALSE","Hot","2021-01-24","2021-01-28","Carlo Greeveson","Justin Chen",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Employee Referral","TRUE","Warm","2021-01-15","2021-01-28","Bose DK","Sofia Lopez",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing","G M","Other","FALSE","Cold","2021-01-09","2021-01-28","Brade Sillett","Thomas Oliver",6,30000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Employee Referral","FALSE","Hot","2021-01-20","2021-01-28","Ingemar Wincer","Sofia Lopez",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Advertisement","FALSE","Warm","2021-01-10","2021-01-28","Clari Gladdish","Sofia Lopez",17,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Purchased List","TRUE","Warm","2021-01-06","2021-01-28","Otha Boswood","Justin Chen",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working","Deepu CSEG","Employee Referral","FALSE","Cold","2021-01-28","2021-01-28","Garvey McChruiter","Tawnia Williams",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working","G M","Other","FALSE","Warm","2021-01-01","2021-01-28","Williams","Thomas Oliver",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Trade Show","FALSE","Hot","2021-01-17","2021-01-28","Isac Gamble","Sofia Lopez",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Employee Referral","TRUE","Warm","2021-01-13","2021-01-28","Jorge Zoellner","Sofia Lopez",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working  - Contacted","Deepu CSEG","Advertisement","FALSE","Hot","2021-01-26","2021-01-28","Law Tapton","Tawnia Williams",24,75000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","New","G M","Other","FALSE","Warm","2021-01-17","2021-01-28","Catha Randell","Thomas Oliver",19,17500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Other","TRUE","Cold","2021-01-06","2021-01-28","Howie Farlam","Sofia Lopez",12,147000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Other","FALSE","Warm","2021-01-28","2021-01-28","Ciel Rowland","Justin Chen",13,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Purchased List","FALSE","Hot","2021-01-20","2021-01-28","Alana Norrey","Sofia Lopez",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Advertisement","FALSE","Cold","2021-01-10","2021-01-28","Kirsti Charlo","Thomas Oliver",9,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Employee Referral","TRUE","Warm","2021-01-05","2021-01-28","Gilemette Moston","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Other","FALSE","Hot","2021-01-28","2021-01-28","Creighton Willgoss","Thomas Oliver",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Working  - Contacted","Qianwen Dong","Other","FALSE","Warm","2021-01-08","2021-01-28","Taylor","Justin Chen",14,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Converted","Deepu CSEG","Employee Referral","FALSE","Warm","2021-01-23","2021-01-28","Shirline Cranney","Tawnia Williams",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Other","TRUE","Cold","2021-01-09","2021-01-28","Abbe Roncelli","Sofia Lopez",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Advertisement","FALSE","Warm","2021-01-05","2021-01-28","Sheelagh Spinley","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing - Contacted","G M","Employee Referral","FALSE","Hot","2021-01-19","2021-01-28","Kelsey Pragnall","Thomas Oliver",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Qualified","Qianwen Dong","Trade Show","FALSE","Warm","2021-01-18","2021-01-28","Khalil Anniwell","Justin Chen",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Qualified","Deepu CSEG","Other","FALSE","Hot","2021-01-11","2021-01-28","Wyatan Podd","Tawnia Williams",21,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Purchased List","TRUE","Cold","2021-01-25","2021-01-28","Catharina Labdon","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Advertisement","FALSE","Warm","2021-01-05","2021-01-28","Dur Twigge","Thomas Oliver",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Working  - Contacted","Qianwen Dong","Employee Referral","FALSE","Hot","2021-01-27","2021-01-28","Michaela Dulen","Justin Chen",25,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Other","TRUE","Warm","2021-01-18","2021-01-28","Mandela","Sofia Lopez",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing - Contacted","G M","Other","FALSE","Warm","2021-01-11","2021-01-28","Gabrielle Hallan","Thomas Oliver",18,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Converted","Deepu CSEG","Employee Referral","FALSE","Cold","2021-01-01","2021-01-28","Aubrey McGilmartin","Tawnia Williams",9,28000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","FALSE","Hot","2021-01-20","2021-01-28","Fredelia Normant","Sofia Lopez",8,150000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Employee Referral","FALSE","Warm","2021-01-08","2021-01-28","Nathalia Bestwerthick","Sofia Lopez",16,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working","G M","Other","TRUE","Warm","2021-01-28","2021-01-28","Pennie Cookley","Thomas Oliver",14,50000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Advertisement","FALSE","Hot","2021-01-21","2021-01-28","Dylan Steutly","Sofia Lopez",9,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Employee Referral","FALSE","Warm","2021-01-06","2021-01-28","Maison Clutten","Justin Chen",17,10800
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","TRUE","Cold","2021-01-13","2021-01-28","Kristine Drewery","Sofia Lopez",13,13000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing","Deepu CSEG","Other","FALSE","Warm","2021-01-21","2021-01-28","Gaby Sandbach","Tawnia Williams",23,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Purchased List","FALSE","Hot","2021-01-25","2021-01-28","Chlo Gergus","Justin Chen",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working  - Contacted","G M","Advertisement","FALSE","Warm","2021-01-22","2021-01-28","Percival Dwyer","Thomas Oliver",6,83000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working","G M","Other","TRUE","Cold","2021-01-07","2021-01-28","Ranna Feragh","Thomas Oliver",7,87000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Employee Referral","FALSE","Hot","2021-01-25","2021-01-28","Nanice Wyrill","Sofia Lopez",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Trade Show","FALSE","Warm","2021-01-15","2021-01-28","Bianka Farmery","Sofia Lopez",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","New","Qianwen Dong","Employee Referral","FALSE","Warm","2021-01-12","2021-01-28","Chase Palmer","Justin Chen",14,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Converted","Deepu CSEG","Purchased List","TRUE","Cold","2021-01-13","2021-01-28","Lucien Skerratt","Tawnia Williams",15,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Advertisement","FALSE","Hot","2021-01-04","2021-01-28","Tonye Enefer","Sofia Lopez",17,48000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing - Contacted","G M","Other","FALSE","Warm","2021-01-24","2021-01-28","Pat Coltart","Thomas Oliver",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Other","FALSE","Warm","2021-01-20","2021-01-28","Jackman","Sofia Lopez",12,30400
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Employee Referral","TRUE","Cold","2021-01-08","2021-01-28","Field Miskin","Sofia Lopez",13,30000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing","Qianwen Dong","Advertisement","FALSE","Warm","2021-01-21","2021-01-28","Jacobo Peers","Justin Chen",9,14500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","FALSE","Hot","2021-01-24","2021-01-28","Livy Crowche","Sofia Lopez",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing - Contacted","G M","Other","FALSE","Warm","2021-01-07","2021-01-28","Armstrong","Thomas Oliver",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working  - Contacted","G M","Employee Referral","TRUE","Hot","2021-01-05","2021-01-28","Jocelyn Badwick","Thomas Oliver",25,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Other","FALSE","Cold","2021-01-15","2021-01-28","Ferris Camidge","Sofia Lopez",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Converted","Deepu CSEG","Purchased List","FALSE","Warm","2021-01-28","2021-01-28","Cordy Wildbore","Tawnia Williams",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Employee Referral","FALSE","Warm","2021-01-11","2021-01-28","Frasquito Meller","Justin Chen",14,15500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Advertisement","TRUE","Hot","2021-01-17","2021-01-28","Cruise","Sofia Lopez",25,16000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working  - Contacted","G M","Other","FALSE","Warm","2021-01-27","2021-01-28","Vivyan Sheaf","Thomas Oliver",15,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Employee Referral","FALSE","Cold","2021-01-04","2021-01-28","Sibella Neeve","Sofia Lopez",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Qualified","Deepu CSEG","Trade Show","FALSE","Hot","2021-01-09","2021-01-28","Kristy Rotherham","Tawnia Williams",9,25000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Advertisement","TRUE","Warm","2021-01-26","2021-01-28","Jannel Huie","Justin Chen",25,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing","G M","Other","FALSE","Warm","2021-01-02","2021-01-28","LloydWright","Thomas Oliver",13,100000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","FALSE","Cold","2021-01-18","2021-01-28","Daisey Purviss","Sofia Lopez",15,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Qualified","G M","Other","FALSE","Hot","2021-01-12","2021-01-28","Denys Eburah","Thomas Oliver",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Purchased List","FALSE","Warm","2021-01-11","2021-01-28","Griff Beccles","Sofia Lopez",13,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Working","Qianwen Dong","Employee Referral","TRUE","Warm","2021-01-15","2021-01-28","Orland MacCrosson","Justin Chen",9,15500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","New","Deepu CSEG","Employee Referral","FALSE","Hot","2021-01-01","2021-01-28","Kidman","Tawnia Williams",5,47000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Advertisement","FALSE","Cold","2021-01-25","2021-01-28","Donella Colvine","Sofia Lopez",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Other","TRUE","Warm","2021-01-26","2021-01-28","Shannon Diviney","Sofia Lopez",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Other","FALSE","Warm","2021-01-18","2021-01-28","Patin Morrid","Thomas Oliver",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","FALSE","Hot","2021-01-04","2021-01-28","Chrystal Thalmann","Sofia Lopez",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Working  - Contacted","Qianwen Dong","Employee Referral","FALSE","Cold","2021-01-18","2021-01-28","Lesli Mackison","Justin Chen",16,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working","G M","Advertisement","TRUE","Hot","2021-01-13","2021-01-28","Cary Reijmers","Thomas Oliver",12,42000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing","Deepu CSEG","Trade Show","FALSE","Warm","2021-01-14","2021-01-28","Blisse Shemilt","Tawnia Williams",17,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Purchased List","FALSE","Warm","2021-01-28","2021-01-28","Ulrich Stinson","Sofia Lopez",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","FALSE","Warm","2021-01-27","2021-01-28","Pearl Ivanov","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Qualified","Qianwen Dong","Other","TRUE","Cold","2021-01-06","2021-01-28","Rosanna Bewick","Justin Chen",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Employee Referral","FALSE","Hot","2021-01-13","2021-01-28","Winifred Yearnes","Thomas Oliver",6,78000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working  - Contacted","G M","Advertisement","FALSE","Warm","2021-01-20","2021-01-28","Legra Wiffler","Thomas Oliver",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Employee Referral","FALSE","Warm","2021-01-24","2021-01-28","Janeczka Woollett","Sofia Lopez",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing - Contacted","Deepu CSEG","Other","TRUE","Hot","2021-01-12","2021-01-28","Doroteya Iglesia","Tawnia Williams",7,30000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","FALSE","Warm","2021-01-04","2021-01-28","Peyton MacDermand","Sofia Lopez",17,20000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Qualified","Qianwen Dong","Employee Referral","FALSE","Cold","2021-01-18","2021-01-28","Corly Sawdon","Justin Chen",13,129000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","New","G M","Employee Referral","FALSE","Hot","2021-01-17","2021-01-28","Berky Prickett","Thomas Oliver",13,34000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Purchased List","FALSE","Warm","2021-01-02","2021-01-28","Lindbergh","Sofia Lopez",12,50000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Advertisement","TRUE","Warm","2021-01-08","2021-01-28","Brooks Glassard","Sofia Lopez",13,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Other","FALSE","Cold","2021-01-28","2021-01-28","Aldrich Ubsdell","Thomas Oliver",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Employee Referral","FALSE","Hot","2021-01-24","2021-01-28","Anatola Apthorpe","Sofia Lopez",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing","Deepu CSEG","Other","TRUE","Warm","2021-01-02","2021-01-28","Rourke De Clairmont","Tawnia Williams",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing - Contacted","G M","Other","FALSE","Warm","2021-01-21","2021-01-28","Vernon Chatband","Thomas Oliver",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Working","Qianwen Dong","Advertisement","FALSE","Cold","2021-01-22","2021-01-28","Pincas Beauchop","Justin Chen",15,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","FALSE","Hot","2021-01-08","2021-01-28","Putin","Sofia Lopez",16,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Employee Referral","FALSE","Warm","2021-01-09","2021-01-28","Twyla Sheirlaw","Sofia Lopez",15,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","New","G M","Other","TRUE","Hot","2021-01-17","2021-01-28","Jo ann Schimoni","Thomas Oliver",11,14500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Purchased List","FALSE","Warm","2021-01-19","2021-01-28","Sherwood Kloser","Sofia Lopez",7,80000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing - Contacted","Deepu CSEG","Trade Show","FALSE","Warm","2021-01-06","2021-01-28","Adam Richman (Sample)","Tawnia Williams",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Other","TRUE","Cold","2021-01-12","2021-01-28","Mimi Redolfi","Justin Chen",0,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Qualified","G M","Employee Referral","FALSE","Hot","2021-01-05","2021-01-28","Shena Bard","Thomas Oliver",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing","Qianwen Dong","Employee Referral","FALSE","Warm","2021-01-27","2021-01-28","Garvey Philipson","Justin Chen",12,142000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Advertisement","FALSE","Warm","2021-01-19","2021-01-28","Halie Southerell","Sofia Lopez",25,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Advertisement","FALSE","Hot","2021-01-12","2021-01-28","Brynn Tillot","Sofia Lopez",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Other","TRUE","Warm","2021-01-23","2021-01-28","Barthel Serot","Thomas Oliver",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Employee Referral","FALSE","Cold","2021-01-23","2021-01-28","Kerby Riccard","Sofia Lopez",8,14500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing","Qianwen Dong","Other","FALSE","Warm","2021-01-17","2021-01-28","Stanton Dye","Justin Chen",15,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working  - Contacted","Deepu CSEG","Trade Show","TRUE","Cold","2021-01-01","2021-01-28","Erroll Surpliss","Tawnia Williams",0,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Other","FALSE","Hot","2021-01-26","2021-01-28","Pansie Batrick","Sofia Lopez",21,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Purchased List","FALSE","Warm","2021-01-08","2021-01-28","Danny Ford","Sofia Lopez",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working","G M","Other","FALSE","Warm","2021-01-01","2021-01-28","Lillis Wathell","Thomas Oliver",9,14500
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working  - Contacted","G M","Employee Referral","FALSE","Hot","2021-01-13","2021-01-28","Harlie Carden","Thomas Oliver",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Converted","Deepu CSEG","Other","TRUE","Cold","2021-01-25","2021-01-28","Gates","Tawnia Williams",22,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Advertisement","FALSE","Warm","2021-01-21","2021-01-28","Sosanna Franzel","Justin Chen",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","FALSE","Warm","2021-01-01","2021-01-28","Brendon Philips","Sofia Lopez",14,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing","G M","Employee Referral","TRUE","Hot","2021-01-09","2021-01-28","Fern Glowach","Thomas Oliver",19,81000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Employee Referral","FALSE","Warm","2021-01-19","2021-01-28","Cornelius Arondel","Sofia Lopez",13,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Advertisement","FALSE","Hot","2021-01-16","2021-01-28","Jervis Theze","Sofia Lopez",20,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Working  - Contacted","Qianwen Dong","Other","FALSE","Cold","2021-01-26","2021-01-28","Halie Meech","Justin Chen",0,50000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Qualified","Deepu CSEG","Purchased List","TRUE","Warm","2021-01-10","2021-01-28","Tanney Eyer","Tawnia Williams",21,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working","G M","Employee Referral","FALSE","Hot","2021-01-04","2021-01-28","Huntlee Vurley","Thomas Oliver",14,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Advertisement","FALSE","Warm","2021-01-25","2021-01-28","Desiree Domino","Sofia Lopez",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Other","FALSE","Cold","2021-01-16","2021-01-28","Mason Decort","Justin Chen",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Other","TRUE","Warm","2021-01-27","2021-01-28","Virginie Bembrigg","Sofia Lopez",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Employee Referral","FALSE","Hot","2021-01-16","2021-01-28","Jami Pallant","Sofia Lopez",13,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Advertisement","FALSE","Warm","2021-01-01","2021-01-28","Meara MacGuffog","Thomas Oliver",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Other","FALSE","Cold","2021-01-10","2021-01-28","Osbert Rabier","Sofia Lopez",16,95000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Converted","Deepu CSEG","Purchased List","FALSE","Hot","2021-01-08","2021-01-28","Rory Kahler","Tawnia Williams",21,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Qualified","G M","Other","TRUE","Warm","2021-01-22","2021-01-28","Sherwood Toomer","Thomas Oliver",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Trade Show","FALSE","Warm","2021-01-04","2021-01-28","Nicko Keilloh","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","New","G M","Other","FALSE","Hot","2021-01-17","2021-01-28","Corrie Kivits","Thomas Oliver",0,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Employee Referral","FALSE","Cold","2021-01-27","2021-01-28","Fredra Petracek","Justin Chen",5,53000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Advertisement","TRUE","Warm","2021-01-07","2021-01-28","Shawnee Najara","Sofia Lopez",5,0
