"AccountId","MemberTier.TierGroup.Program.Name","MembershipEndDate","ReferredById","MemberTier.Name","MemberCurrency.Name","Contact_MailingState","MemberTier.LoyaltyTierGroupId","MemberTier.Id","MemberTier.TierGroup.SelectedTierGroup_Flag","MemberTenure","Program.Name","Contact.MailingState","EnrollmentChannel","IsAReferral","Contact_Account.Id","ProgramId","MemberTier.TierGroup.Program.Status","MemberTier.EffectiveDate","Id","MemberName","MemberTier.TierGroup.Name","MemberTier.TierExpirationDate","Contact_MailingCity","MemberTier.LoyaltyMemberId","ContactId","MemberTier.TierGroup.Program.OwnerId","MemberTier.CreatedDate","EnrollmentDate","Contact_City_State","Contact.Birthdate","Account.BillingCity","isTrainingData","Account.BillingState","MemberTier.TierGroup.Program.Id","AccountContactId","Contact.Name","MemberTier.TierGroup.Id","LeadOrContactName","TransactionJournal.Last_Transaction_Activity_Date","MemberTier.TierGroup.LoyaltyProgramId","MemberType","Contact.MailingCity","MemberTier.LoyaltyTierId","LastActivityDate","Account.Name","InactivityFlag","LeadOrContactId","MemberStatus","Contact_Account.Name","MemberCurrency.Ledger.Current_Accrued_Points","Months_in_Tier","MemberCurrency.Ledger.Previous_Redeemed_Points","MemberCurrency.Ledger.Previous_Accrued_Points","Membership_Duration_days","Current_Transaction_Frequency","Transactions.Transaction_Amount_all","Transactions.Transaction_Amount_Previous_Period","Transactions.DaysBetweenCurrentTransactions","Transactions.Transaction_Amount_Current_Period","Member_Count","DaysSinceLastActivity","Previous_Transaction_Frequency","MemberCurrency.Ledger.Current_Expired_Points","MemberCurrency.PointsBalance","Referred.Member_Count","MemberCurrency.Ledger.Previous_Expired_Points","Engagement_Score","Transactions.Accrual_Transactions_Current_Period","InactivityScore","Transactions.DaysBetweenPreviousTransactions","Transactions.Redemption_Transactions_Previous_Period","Transactions.Redemption_Transactions_Current_Period","Contact_Age","MemberCurrency.Ledger.Current_Redeemed_Points","Transactions.Transactions_all","Transactions.Accrual_Transactions_Previous_Period"
"001B000001L8jf2IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOImIAO","Yes","3.3-6 months","Xplore",,"POS","false","003B000000HQ1QLIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhLMAW","Sanofi Pharma","Regular",,,"0lMB0000000TNhLMAW","003B000000HQ1QoIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-08-12",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QoIAL","Sam Ahhee","0ltB0000000TN3uIAG","Maximo Alapai","2021-01-07T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Sanofi Pharma","false","003B000000HQ1QLIA1","Active","Maximo Alapai",0,0,0,0,117,0,21765,0,0,0,1,-30,0,0,23096,,0,99.99,0,0.01,0,0,0,0,0,22,0
"001B000001L8jfBIAR","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOIoIAO","Yes","9.NA","Xplore",,"Web","false","003B000000HQ1QMIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhMMAW","Max Life","Regular",,,"0lMB0000000TNhMMAW","003B000000HQ1QnIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-09-26",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QnIAL","Trey Ahia","0ltB0000000TN3uIAG","Kamdyn Alano","2022-02-15T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Max Life","false","003B000000HQ1QMIA1","Active","Kamdyn Alano",0,0,0,0,-292,0,21132,0,0,0,1,-434,0,0,25421,,0,99.99,0,0.01,0,0,0,0,0,22,0
"001B000001L8jfAIAR","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOIqIAO","Yes","4.6-9 months","Xplore",,"Email","false","003B000000HQ1QNIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhNMAW","Prudential","Regular",,,"0lMB0000000TNhNMAW","003B000000HQ1QmIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-05-31",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QmIAL","Mohammad Ahimud","0ltB0000000TN3uIAG","Jaxxon Alanko","2020-10-19T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Prudential","false","003B000000HQ1QNIA1","Active","Jaxxon Alanko",0,0,0,0,190,0,21370,0,0,0,1,49,0,0,23340,,0,99.99,0,0.01,0,0,0,0,0,22,0
"001B000001L8jf9IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOIsIAO","Yes","9.NA","Xplore",,"Social","false","003B000000HQ1QOIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhOMAW","Gold Investments","Regular",,,"0lMB0000000TNhOMAW","003B000000HQ1QlIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-05-21",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QlIAL","Alberto Ahl","0ltB0000000TN3uIAG","Harold Alaniz","2021-10-14T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Gold Investments","false","003B000000HQ1QOIA1","Active","Harold Alaniz",0,0,0,0,-164,0,19348,0,0,0,1,-310,0,0,26774,,0,99.97,0,0.03,0,0,0,0,0,22,0
"001B000001L8jf8IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOIuIAO","Yes","9.NA","Xplore",,"CallCenter","false","003B000000HQ1QFIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhPMAW","Tesla","Regular",,,"0lMB0000000TNhPMAW","003B000000HQ1QkIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-11-29",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QkIAL","Gustavo Ahlberg","0ltB0000000TN3uIAG","Hugh Alario","2022-04-26T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Tesla","false","003B000000HQ1QFIA1","Active","Hugh Alario",0,0,0,0,-356,0,18613,0,0,0,1,-504,0,0,25701,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf7IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOIwIAO","Yes","9.NA","Xplore",,"POS","false","003B000000HQ1QGIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhQMAW","Telstra","Regular",,,"0lMB0000000TNhQMAW","003B000000HQ1QjIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-02-27",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QjIAL","Arturo Ahlborn","0ltB0000000TN3uIAG","Trent Alarie","2021-07-19T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Telstra","false","003B000000HQ1QGIA1","Active","Trent Alarie",0,0,0,0,-81,0,15344,0,0,0,1,-223,0,0,24519,,0,99.99,0,0.01,0,0,0,0,0,22,0
"001B000001L8jf6IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOIyIAO","Yes","9.NA","Xplore",,"Web","false","003B000000HQ1QHIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhRMAW","Pfizer","Regular",,,"0lMB0000000TNhRMAW","003B000000HQ1QiIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-08-07",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QiIAL","Marcelo Ahle","0ltB0000000TN3uIAG","Fox Alarid","2022-01-04T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Pfizer","false","003B000000HQ1QHIA1","Active","Fox Alarid",0,0,0,0,-242,0,17073,0,0,0,1,-392,0,0,25660,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf5IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJ0IAO","Yes","4.6-9 months","Xplore",,"Email","false","003B000000HQ1QIIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhSMAW","Morgan Stanley","Regular",,,"0lMB0000000TNhSMAW","003B000000HQ1QhIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-05-25",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QhIAL","Abdiel Ahlemeyer","0ltB0000000TN3uIAG","Damari Alarcone","2020-10-19T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Morgan Stanley","false","003B000000HQ1QIIA1","Active","Damari Alarcone",0,0,0,0,196,0,21751,0,0,0,1,49,0,0,25911,,0,99.96,0,0.04,0,0,0,0,0,22,0
"001B000001L8jf4IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJ2IAO","Yes","2.1-3 months","Xplore",,"Social","false","003B000000HQ1QJIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhTMAW","JP Morgan","Regular",,,"0lMB0000000TNhTMAW","003B000000HQ1QgIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-10-19",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QgIAL","Hamza Ahler","0ltB0000000TN3uIAG","Kelvin Alarcon","2021-03-07T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"JP Morgan","false","003B000000HQ1QJIA1","Active","Kelvin Alarcon",0,0,0,0,49,0,17940,0,0,0,1,-89,0,0,25716,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf3IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJ4IAO","Yes","2.1-3 months","Xplore",,"CallCenter","false","003B000000HQ1QKIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhUMAW","Novartis","Regular",,,"0lMB0000000TNhUMAW","003B000000HQ1QfIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-10-27",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QfIAL","Alfredo Ahlers","0ltB0000000TN3uIAG","Caspian Alar","2021-03-16T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Novartis","false","003B000000HQ1QKIA1","Active","Caspian Alar",0,0,0,0,41,0,19977,0,0,0,1,-98,0,0,27053,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf2IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJ6IAO","Yes","3.3-6 months","Xplore",,"POS","false","003B000000HQ1QLIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhVMAW","Sanofi Pharma","Regular",,,"0lMB0000000TNhVMAW","003B000000HQ1QeIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-06-28",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QeIAL","Chris Ahles","0ltB0000000TN3uIAG","Maximo Alapai","2020-11-04T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Sanofi Pharma","false","003B000000HQ1QLIA1","Active","Maximo Alapai",0,0,0,0,162,0,18533,0,0,0,1,33,0,0,25955,,0,99.97,0,0.03,0,0,0,0,0,22,0
"001B000001L8jfBIAR","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJ8IAO","Yes","3.3-6 months","Xplore",,"Web","false","003B000000HQ1QMIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhWMAW","Max Life","Regular",,,"0lMB0000000TNhWMAW","003B000000HQ1QdIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-06-20",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QdIAL","Finnley Ahlf","0ltB0000000TN3uIAG","Kamdyn Alano","2020-11-12T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Max Life","false","003B000000HQ1QMIA1","Active","Kamdyn Alano",0,0,0,0,170,0,19598,0,0,0,1,25,0,0,26275,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jfAIAR","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJAIA4","Yes","1.< 1 month","Xplore",,"Email","false","003B000000HQ1QNIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhXMAW","Prudential","Regular",,,"0lMB0000000TNhXMAW","003B000000HQ1QcIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-11-09",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QcIAL","Curtis Ahlfield","0ltB0000000TN3uIAG","Jaxxon Alanko","2021-04-08T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Prudential","false","003B000000HQ1QNIA1","Active","Jaxxon Alanko",0,0,0,0,28,0,19032,0,0,0,1,-121,0,0,26233,,0,99.97,0,0.03,0,0,0,0,0,22,0
"001B000001L8jf9IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJCIA4","Yes","9.NA","Xplore",,"Social","false","003B000000HQ1QOIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhYMAW","Gold Investments","Regular",,,"0lMB0000000TNhYMAW","003B000000HQ1QbIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-10-27",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QbIAL","Kellan Ahlgren","0ltB0000000TN3uIAG","Harold Alaniz","2022-03-20T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Gold Investments","false","003B000000HQ1QOIA1","Active","Harold Alaniz",0,0,0,0,-323,0,18487,0,0,0,1,-467,0,0,24546,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf8IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJEIA4","Yes","9.NA","Xplore",,"CallCenter","false","003B000000HQ1QFIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhZMAW","Tesla","Regular",,,"0lMB0000000TNhZMAW","003B000000HQ1QaIAL","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-10-07",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QaIAL","Quincy Ahlheim","0ltB0000000TN3uIAG","Hugh Alario","2022-02-13T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Tesla","false","003B000000HQ1QFIA1","Active","Hugh Alario",0,0,0,0,-303,0,17947,0,0,0,1,-432,0,0,24037,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf7IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJGIA4","Yes","3.3-6 months","Xplore",,"POS","false","003B000000HQ1QGIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhaMAG","Telstra","Regular",,,"0lMB0000000TNhaMAG","003B000000HQ1QZIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-08-13",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QZIA1","Kase Ahlin","0ltB0000000TN3uIAG","Trent Alarie","2021-01-10T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Telstra","false","003B000000HQ1QGIA1","Active","Trent Alarie",0,0,0,0,116,0,17896,0,0,0,1,-33,0,0,23649,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf6IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJIIA4","Yes","9.NA","Xplore",,"Web","false","003B000000HQ1QHIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhbMAG","Pfizer","Regular",,,"0lMB0000000TNhbMAG","003B000000HQ1QYIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-12-06",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QYIA1","Harry Ahlm","0ltB0000000TN3uIAG","Fox Alarid","2022-04-26T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Pfizer","false","003B000000HQ1QHIA1","Active","Fox Alarid",0,0,0,0,-363,0,20313,0,0,0,1,-504,0,0,24382,,0,99.99,0,0.01,0,0,0,0,0,22,0
"001B000001L8jf5IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJKIA4","Yes","9.NA","Xplore",,"Email","false","003B000000HQ1QIIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhcMAG","Morgan Stanley","Regular",,,"0lMB0000000TNhcMAG","003B000000HQ1QXIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-12-12",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QXIA1","Kyree Ahlman","0ltB0000000TN3uIAG","Damari Alarcone","2021-04-26T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Morgan Stanley","false","003B000000HQ1QIIA1","Active","Damari Alarcone",0,0,0,0,-4,0,19325,0,0,0,1,-139,0,0,25402,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf4IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJMIA4","Yes","9.NA","Xplore",,"Social","false","003B000000HQ1QJIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhdMAG","JP Morgan","Regular",,,"0lMB0000000TNhdMAG","003B000000HQ1QWIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-02-14",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QWIA1","Wilson Ahlo","0ltB0000000TN3uIAG","Kelvin Alarcon","2021-07-08T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"JP Morgan","false","003B000000HQ1QJIA1","Active","Kelvin Alarcon",0,0,0,0,-68,0,17762,0,0,0,1,-212,0,0,24343,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf3IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJOIA4","Yes","9.NA","Xplore",,"CallCenter","false","003B000000HQ1QKIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNheMAG","Novartis","Regular",,,"0lMB0000000TNheMAG","003B000000HQ1QVIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-05-04",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QVIA1","Cayson Ahlquist","0ltB0000000TN3uIAG","Caspian Alar","2021-10-01T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Novartis","false","003B000000HQ1QKIA1","Active","Caspian Alar",0,0,0,0,-147,0,20515,0,0,0,1,-297,0,0,25019,,0,99.99,0,0.01,0,0,0,0,0,22,0
"001B000001L8jf2IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJQIA4","Yes","9.NA","Xplore",,"POS","false","003B000000HQ1QLIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhfMAG","Sanofi Pharma","Regular",,,"0lMB0000000TNhfMAG","003B000000HQ1QUIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-02-01",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QUIA1","Hezekiah Ahlstedt","0ltB0000000TN3uIAG","Maximo Alapai","2021-06-27T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Sanofi Pharma","false","003B000000HQ1QLIA1","Active","Maximo Alapai",0,0,0,0,-55,0,21159,0,0,0,1,-201,0,0,24007,,0,99.99,0,0.01,0,0,0,0,0,22,0
"001B000001L8jfBIAR","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJSIA4","Yes","5.9-12 months","Xplore",,"Web","false","003B000000HQ1QMIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhgMAG","Max Life","Regular",,,"0lMB0000000TNhgMAG","003B000000HQ1QTIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-01-26",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QTIA1","Mordechai Alamos","0ltB0000000TN3uIAG","Kamdyn Alano","2020-06-06T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Max Life","true","003B000000HQ1QMIA1","Active","Kamdyn Alano",0,0,0,0,316,0,18165,0,0,0,1,184,0,0,8993,,0,3.84,0,96.16,0,0,0,0,0,22,0
"001B000001L8jfAIAR","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJUIA4","Yes","3.3-6 months","Xplore",,"Email","false","003B000000HQ1QNIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhhMAG","Prudential","Regular",,,"0lMB0000000TNhhMAG","003B000000HQ1QSIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-06-21",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QSIA1","Dominik Alampi","0ltB0000000TN3uIAG","Jaxxon Alanko","2020-11-08T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Prudential","false","003B000000HQ1QNIA1","Active","Jaxxon Alanko",0,0,0,0,169,0,16523,0,0,0,1,29,0,0,26605,,0,99.97,0,0.03,0,0,0,0,0,22,0
"001B000001L8jf9IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJWIA4","Yes","9.NA","Xplore",,"Social","false","003B000000HQ1QOIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhiMAG","Gold Investments","Regular",,,"0lMB0000000TNhiMAG","003B000000HQ1QRIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-11-30",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QRIA1","Junior Alan","0ltB0000000TN3uIAG","Harold Alaniz","2022-04-23T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Gold Investments","false","003B000000HQ1QOIA1","Active","Harold Alaniz",0,0,0,0,-357,0,20426,0,0,0,1,-501,0,0,24406,,0,99.99,0,0.01,0,0,0,0,0,22,0
"001B000001L8jf8IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJYIA4","Yes","5.9-12 months","Xplore",,"CallCenter","false","003B000000HQ1QFIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhjMAG","Tesla","Regular",,,"0lMB0000000TNhjMAG","003B000000HQ1QQIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2020-01-14",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QQIA1","Eliseo Aland","0ltB0000000TN3uIAG","Hugh Alario","2020-06-07T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Tesla","true","003B000000HQ1QFIA1","Active","Hugh Alario",0,0,0,0,328,0,17666,0,0,0,1,183,0,0,9642,,0,3.84,0,96.16,0,0,0,0,0,22,0
"001B000001L8jf7IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJaIAO","Yes","9.NA","Xplore",,"POS","false","003B000000HQ1QGIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhkMAG","Telstra","Regular",,,"0lMB0000000TNhkMAG","003B000000HQ1QPIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-12-24",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QPIA1","Fisher Alanis","0ltB0000000TN3uIAG","Trent Alarie","2022-05-08T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Telstra","false","003B000000HQ1QGIA1","Active","Trent Alarie",0,0,0,0,-381,0,18646,0,0,0,1,-516,0,0,26042,,0,99.97,0,0.03,0,0,0,0,0,22,0
"001B000001L8jf6IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJcIAO","Yes","9.NA","Xplore",,"Web","false","003B000000HQ1QHIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhlMAG","Pfizer","Regular",,,"0lMB0000000TNhlMAG","003B000000HQ1QOIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-01-06",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QOIA1","Harold Alaniz","0ltB0000000TN3uIAG","Fox Alarid","2021-05-20T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Pfizer","false","003B000000HQ1QHIA1","Active","Fox Alarid",0,0,0,0,-29,0,15515,0,0,0,1,-163,0,0,24467,,0,99.99,0,0.01,0,0,0,0,0,22,0
"001B000001L8jf5IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJeIAO","Yes","9.NA","Xplore",,"Email","false","003B000000HQ1QIIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhmMAG","Morgan Stanley","Regular",,,"0lMB0000000TNhmMAG","003B000000HQ1QNIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-09-26",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QNIA1","Jaxxon Alanko","0ltB0000000TN3uIAG","Damari Alarcone","2022-02-23T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"Morgan Stanley","false","003B000000HQ1QIIA1","Active","Damari Alarcone",0,0,0,0,-292,0,18280,0,0,0,1,-442,0,0,25418,,0,99.98,0,0.02,0,0,0,0,0,22,0
"001B000001L8jf4IAB","Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TOJgIAO","Yes","9.NA","Xplore",,"Social","false","003B000000HQ1QJIA1","0lpB0000000TN3zIAG","Active",,"0lMB0000000TNhnMAG","JP Morgan","Regular",,,"0lMB0000000TNhnMAG","003B000000HQ1QMIA1","005B0000006yDPFIA2","2020-10-14T07:51:43.000Z","2021-05-06",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1QMIA1","Kamdyn Alano","0ltB0000000TN3uIAG","Kelvin Alarcon","2021-09-18T00:00:00.000Z","0lpB0000000TN3zIAG","Corporate",,"0lgB00000008OKpIAM",,"JP Morgan","false","003B000000HQ1QJIA1","Active","Kelvin Alarcon",0,0,0,0,-149,0,20622,0,0,0,1,-284,0,0,24006,,0,99.99,0,0.01,0,0,0,0,0,22,0
