"DataThresholdFlag","Subscription_vlocity_cmt_AccountId__c","Subscription_vlocity_cmt_ServiceAccountId__c","Subscription_Account_vlocity_cmt_Status__c","VoiceThresholdFlag","Subscription_vlocity_cmt_SuspendDate__c","Subscription_CreatedDate","Subscription_vlocity_cmt_SubscriptionNumber__c","Subscription_IsDeleted","SMSThresholdFlag","Subscription_Account_vlocity_cmt_CustomerSinceDate__c","Subscription_Account_Name","Subscription_Account_vlocity_cmt_Active__c","Subscription_vlocity_cmt_EndDate__c","Subscription_vlocity_cmt_Status__c","ActivityDate","LastProcessedDate","Subscription_vlocity_cmt_ServiceIdentifier__c","SubscriptionID","Subscription_Name","Subscription_vlocity_cmt_StartDate__c","Subscription_Id","Subscription_vlocity_cmt_ServiceContactId__c","Subscription_Account_MonthsSinceCustomer","Subscription_DaysSinceSubscription","Subscription_Account_vlocity_cmt_CLTV__c","TopupAmount","VoiceUsageInMinutes","SMSUsage","DataUsageInGB","Subscription_Account_DaysSinceCustomer","Subscription_vlocity_cmt_OldMSISDN__c"
"n","0014x00000EGX6ZAAX","0014x00000EGX6ZAAX","Active","n",,"2021-04-03","Sub-f49cd0f0-a478-74c5-6680-3d1264112045","false","n","2019-12-11","Dominik Harris",,,"Active","2021-04-01","2021-07-12","6922433299","a4a4x000000Uoy2AAC","Dominik Harris",,"a4a4x000000Uoy2AAC",,19,102,2300,30,23,15,1.9,581,
"n","0014x00000EGX6ZAAX","0014x00000EGX6ZAAX","Active","n",,"2021-04-03","Sub-f49cd0f0-a478-74c5-6680-3d1264112045","false","n","2019-12-11","Dominik Harris",,,"Active","2021-04-09","2021-07-12","6922433299","a4a4x000000Uoy2AAC","Dominik Harris",,"a4a4x000000Uoy2AAC",,19,102,2300,25,54,15,2,581,
"n","0014x00000EGX6ZAAX","0014x00000EGX6ZAAX","Active","n",,"2021-04-03","Sub-f49cd0f0-a478-74c5-6680-3d1264112045","false","n","2019-12-11","Dominik Harris",,,"Active","2021-04-19","2021-07-12","6922433299","a4a4x000000Uoy2AAC","Dominik Harris",,"a4a4x000000Uoy2AAC",,19,102,2300,20,34,15,2.1,581,
"n","0014x00000EGX6ZAAX","0014x00000EGX6ZAAX","Active","n",,"2021-04-03","Sub-f49cd0f0-a478-74c5-6680-3d1264112045","false","n","2019-12-11","Dominik Harris",,,"Active","2021-05-01","2021-07-12","6922433299","a4a4x000000Uoy2AAC","Dominik Harris",,"a4a4x000000Uoy2AAC",,19,102,2300,35,27,15,2,581,
"n","0014x00000EGX6ZAAX","0014x00000EGX6ZAAX","Active","n",,"2021-04-03","Sub-f49cd0f0-a478-74c5-6680-3d1264112045","false","n","2019-12-11","Dominik Harris",,,"Active","2021-05-06","2021-07-12","6922433299","a4a4x000000Uoy2AAC","Dominik Harris",,"a4a4x000000Uoy2AAC",,19,102,2300,30,54,15,1.9,581,
"n","0014x00000EGX6ZAAX","0014x00000EGX6ZAAX","Active","n",,"2021-04-03","Sub-f49cd0f0-a478-74c5-6680-3d1264112045","false","n","2019-12-11","Dominik Harris",,,"Active","2021-05-13","2021-07-12","6922433299","a4a4x000000Uoy2AAC","Dominik Harris",,"a4a4x000000Uoy2AAC",,19,102,2300,25,23,15,2,581,
"n","0014x00000EGX6ZAAX","0014x00000EGX6ZAAX","Active","n",,"2021-04-03","Sub-f49cd0f0-a478-74c5-6680-3d1264112045","false","n","2019-12-11","Dominik Harris",,,"Active","2021-06-02","2021-07-12","6922433299","a4a4x000000Uoy2AAC","Dominik Harris",,"a4a4x000000Uoy2AAC",,19,102,2300,20,20,15,1,581,
"n","0014x00000EGX6ZAAX","0014x00000EGX6ZAAX","Active","n",,"2021-04-03","Sub-f49cd0f0-a478-74c5-6680-3d1264112045","false","n","2019-12-11","Dominik Harris",,,"Active","2021-06-18","2021-07-12","6922433299","a4a4x000000Uoy2AAC","Dominik Harris",,"a4a4x000000Uoy2AAC",,19,102,2300,20,21,15,1.2,581,
"n","0014x00000EGX6ZAAX","0014x00000EGX6ZAAX","Active","n",,"2021-04-03","Sub-f49cd0f0-a478-74c5-6680-3d1264112045","false","n","2019-12-11","Dominik Harris",,,"Active","2021-07-02","2021-07-12","6922433299","a4a4x000000Uoy2AAC","Dominik Harris",,"a4a4x000000Uoy2AAC",,19,102,2300,20,23,15,1.2,581,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-01-21","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,25,34,15,1.4,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-01-26","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,30,54,15,1.7,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-03-04","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,25,27,15,1.8,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-03-19","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,30,54,15,2.2,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-04-01","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,30,23,15,1.9,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-04-11","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,25,54,15,2,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-04-19","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,20,34,15,2.1,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-05-02","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,35,27,15,2.1,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-05-06","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,25,54,15,1.9,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-05-13","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,35,23,15,2.3,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-05-26","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,15,23,15,1.3,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-06-01","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,20,54,15,1.4,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-06-21","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,25,34,15,1.4,1195,
"n","001B000001MtuWiIAJ","0014x00000EGX86AAH","Active","n",,"2021-04-03","Sub-6a5ed28e-9628-af35-d163-61bae4a59ee2","false","n","2018-04-06","Carlos Foster",,,"Active","2021-06-26","2021-07-12","6799912304","a4a4x000000UozZAAS","Carlos Foster",,"a4a4x000000UozZAAS",,39,277,1440,30,54,15,1.7,1195,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-02-03","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,10,15,1,1.6,191,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-03-02","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,30,13,0,0.6,191,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-03-04","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,0,26,1,0.4,191,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-03-30","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,0,12,2,0.9,191,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-04-15","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,20,12,2,0.4,191,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-04-27","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,0,10,0,0.9,191,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-05-04","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,20,10,0,1,191,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-06-09","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,10,15,1,1.2,191,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-06-30","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,30,13,0,0.6,191,
"n","001B000001Mt1uaIAB","0014x00000FbQqlAAF","Active","n",,"2021-04-22","Sub-e40c0824-b142-ba16-3a78-648bbfdd0729","false","n","2021-01-04","Elian Crawford",,,"Active","2021-07-04","2021-07-12","5922433554","a52B0000000FXhJIAW","Elian Crawford",,"a52B0000000FXhJIAW",,6,83,830,10,15,1,1.6,191,
"n","001B000001Mt1uzIAB","0014x00000FbQrPAAV","Active","n",,"2021-04-22","Sub-9e079764-24b2-5e4b-f33a-6862d0f1ac06","false","n","2021-01-14","Amy Nelson",,,"Active","2021-01-17","2021-07-12","5922433560","a52B0000000FXhiIAG","Amy Nelson",,"a52B0000000FXhiIAG",,6,83,260,20,8,11,0.4,181,3041978452
"n","001B000001Mt1uzIAB","0014x00000FbQrPAAV","Active","n",,"2021-04-22","Sub-9e079764-24b2-5e4b-f33a-6862d0f1ac06","false","n","2021-01-14","Amy Nelson",,,"Active","2021-02-05","2021-07-12","5922433560","a52B0000000FXhiIAG","Amy Nelson",,"a52B0000000FXhiIAG",,6,83,260,10,8,10,0.5,181,3041978452
"n","001B000001Mt1uzIAB","0014x00000FbQrPAAV","Active","n",,"2021-04-22","Sub-9e079764-24b2-5e4b-f33a-6862d0f1ac06","false","n","2021-01-14","Amy Nelson",,,"Active","2021-02-27","2021-07-12","5922433560","a52B0000000FXhiIAG","Amy Nelson",,"a52B0000000FXhiIAG",,6,83,260,10,7,9,0.5,181,3041978452
"n","001B000001Mt1uzIAB","0014x00000FbQrPAAV","Active","n",,"2021-04-22","Sub-9e079764-24b2-5e4b-f33a-6862d0f1ac06","false","n","2021-01-14","Amy Nelson",,,"Active","2021-03-22","2021-07-12","5922433560","a52B0000000FXhiIAG","Amy Nelson",,"a52B0000000FXhiIAG",,6,83,260,10,7,7,0.4,181,3041978452
"n","001B000001Mt1uzIAB","0014x00000FbQrPAAV","Active","n",,"2021-04-22","Sub-9e079764-24b2-5e4b-f33a-6862d0f1ac06","false","n","2021-01-14","Amy Nelson",,,"Active","2021-04-09","2021-07-12","5922433560","a52B0000000FXhiIAG","Amy Nelson",,"a52B0000000FXhiIAG",,6,83,260,10,7,7,0.5,181,3041978452
"n","001B000001Mt1uzIAB","0014x00000FbQrPAAV","Active","n",,"2021-04-22","Sub-9e079764-24b2-5e4b-f33a-6862d0f1ac06","false","n","2021-01-14","Amy Nelson",,,"Active","2021-05-02","2021-07-12","5922433560","a52B0000000FXhiIAG","Amy Nelson",,"a52B0000000FXhiIAG",,6,83,260,10,2,7,0.4,181,3041978452
"n","001B000001Mt1uzIAB","0014x00000FbQrPAAV","Active","n",,"2021-04-22","Sub-9e079764-24b2-5e4b-f33a-6862d0f1ac06","false","n","2021-01-14","Amy Nelson",,,"Active","2021-06-04","2021-07-12","5922433560","a52B0000000FXhiIAG","Amy Nelson",,"a52B0000000FXhiIAG",,6,83,260,20,10,15,0.8,181,3041978452
"n","001B000001Mt1uzIAB","0014x00000FbQrPAAV","Active","n",,"2021-04-22","Sub-9e079764-24b2-5e4b-f33a-6862d0f1ac06","false","n","2021-01-14","Amy Nelson",,,"Active","2021-06-17","2021-07-12","5922433560","a52B0000000FXhiIAG","Amy Nelson",,"a52B0000000FXhiIAG",,6,83,260,10,9,12,0.7,181,3041978452
"n","001B000001Mt1uzIAB","0014x00000FbQrPAAV","Active","n",,"2021-04-22","Sub-9e079764-24b2-5e4b-f33a-6862d0f1ac06","false","n","2021-01-14","Amy Nelson",,,"Active","2021-07-02","2021-07-12","5922433560","a52B0000000FXhiIAG","Amy Nelson",,"a52B0000000FXhiIAG",,6,83,260,10,9,11,0.7,181,3041978452
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-02-03","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,10,15,1,1.2,134,
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-03-02","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,30,13,0,1,134,
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-03-04","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,0,26,1,0.3,134,
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-03-30","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,0,12,2,0.5,134,
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-04-15","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,20,12,2,0.9,134,
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-04-27","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,0,10,0,1,134,
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-05-04","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,20,10,0,0.5,134,
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-06-04","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,10,15,1,1.5,134,
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-06-30","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,30,13,0,1,134,
"n","001B000001Mt1w2IAB","0014x00000FbQsDAAV","Active","n",,"2021-04-22","Sub-d492b866-056f-7d99-307b-1ee7b208e8d2","false","n","2021-03-02","Albert Murray",,,"Active","2021-07-02","2021-07-12","5922433573","a52B0000000FXilIAG","Albert Murray",,"a52B0000000FXilIAG",,4,83,760,0,26,1,0.3,134,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-01-20","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,0,15,1,2,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-01-27","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,20,15,1,1.5,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-03-02","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,30,13,0,1.1,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-03-04","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,0,26,1,0.9,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-03-30","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,20,12,2,0.9,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-04-15","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,0,12,2,0.6,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-04-27","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,0,10,0,1.4,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-04-29","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,25,10,0,1.4,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-05-21","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,20,40,3,0.8,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-06-14","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,5,21,2,0.58,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-06-28","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,30,15,1,1,278,
"n","001B000001Mt1u7IAB","0014x00000FbQscAAF","Active","n",,"2021-04-22","Sub-f6799a3a-8d8d-8860-0fb3-b9d3f96882d1","false","n","2020-10-09","Eric Morgan",,,"Active","2021-07-12","2021-07-12","5922433578","a52B0000000FXj5IAG","Eric Morgan",,"a52B0000000FXj5IAG",,9,83,175,0,40,8,0.85,278,
"n","001B000001Mt1wRIAR","0014x00000FbQtBAAV","Active","n",,"2021-04-22","Sub-5231c1f2-6685-08f6-c354-0590c935e6fb","false","n","2020-09-09","Alissa Dixon",,,"Active","2021-01-19","2021-07-12","5922433582","a52B0000000FXjKIAW","Alissa Dixon","2018-01-21 20:00:00","a52B0000000FXjKIAW",,10,83,730,10,8,12,0.7,308,
"n","001B000001Mt1wRIAR","0014x00000FbQtBAAV","Active","n",,"2021-04-22","Sub-5231c1f2-6685-08f6-c354-0590c935e6fb","false","n","2020-09-09","Alissa Dixon",,,"Active","2021-02-06","2021-07-12","5922433582","a52B0000000FXjKIAW","Alissa Dixon","2018-01-21 20:00:00","a52B0000000FXjKIAW",,10,83,730,10,8,14,0.4,308,
"n","001B000001Mt1wRIAR","0014x00000FbQtBAAV","Active","n",,"2021-04-22","Sub-5231c1f2-6685-08f6-c354-0590c935e6fb","false","n","2020-09-09","Alissa Dixon",,,"Active","2021-03-06","2021-07-12","5922433582","a52B0000000FXjKIAW","Alissa Dixon","2018-01-21 20:00:00","a52B0000000FXjKIAW",,10,83,730,10,7,15,0.5,308,
"n","001B000001Mt1wRIAR","0014x00000FbQtBAAV","Active","n",,"2021-04-22","Sub-5231c1f2-6685-08f6-c354-0590c935e6fb","false","n","2020-09-09","Alissa Dixon",,,"Active","2021-03-23","2021-07-12","5922433582","a52B0000000FXjKIAW","Alissa Dixon","2018-01-21 20:00:00","a52B0000000FXjKIAW",,10,83,730,10,7,12,0.5,308,
"n","001B000001Mt1wRIAR","0014x00000FbQtBAAV","Active","n",,"2021-04-22","Sub-5231c1f2-6685-08f6-c354-0590c935e6fb","false","n","2020-09-09","Alissa Dixon",,,"Active","2021-05-11","2021-07-12","5922433582","a52B0000000FXjKIAW","Alissa Dixon","2018-01-21 20:00:00","a52B0000000FXjKIAW",,10,83,730,10,7,11,0.4,308,
"n","001B000001Mt1wRIAR","0014x00000FbQtBAAV","Active","n",,"2021-04-22","Sub-5231c1f2-6685-08f6-c354-0590c935e6fb","false","n","2020-09-09","Alissa Dixon",,,"Active","2021-06-10","2021-07-12","5922433582","a52B0000000FXjKIAW","Alissa Dixon","2018-01-21 20:00:00","a52B0000000FXjKIAW",,10,83,730,20,16,10,0.9,308,
"n","001B000001Mt1wRIAR","0014x00000FbQtBAAV","Active","n",,"2021-04-22","Sub-5231c1f2-6685-08f6-c354-0590c935e6fb","false","n","2020-09-09","Alissa Dixon",,,"Active","2021-07-02","2021-07-12","5922433582","a52B0000000FXjKIAW","Alissa Dixon","2018-01-21 20:00:00","a52B0000000FXjKIAW",,10,83,730,20,14,9,0.9,308,
"n","001B000001Mt1xuIAB","0014x00000FbQv2AAF","Active","n",,"2021-04-22","Sub-11f93989-b130-63b3-0e13-ff989b57e7a5","false","n","2018-05-28","Clark Barrett",,,"Active","2021-01-21","2021-07-12","5922433601","a52B0000000FXkYIAW","Clark Barrett","2020-10-13 19:00:00","a52B0000000FXkYIAW",,38,83,1820,25,34,15,1.4,1143,
"n","001B000001Mt1xuIAB","0014x00000FbQv2AAF","Active","n",,"2021-04-22","Sub-11f93989-b130-63b3-0e13-ff989b57e7a5","false","n","2018-05-28","Clark Barrett",,,"Active","2021-02-04","2021-07-12","5922433601","a52B0000000FXkYIAW","Clark Barrett","2020-10-13 19:00:00","a52B0000000FXkYIAW",,38,83,1820,30,54,15,1.7,1143,
"n","001B000001Mt1xuIAB","0014x00000FbQv2AAF","Active","n",,"2021-04-22","Sub-11f93989-b130-63b3-0e13-ff989b57e7a5","false","n","2018-05-28","Clark Barrett",,,"Active","2021-03-04","2021-07-12","5922433601","a52B0000000FXkYIAW","Clark Barrett","2020-10-13 19:00:00","a52B0000000FXkYIAW",,38,83,1820,25,27,15,1.8,1143,
