"SmallPhotoUrl","Name","NPS","HandledWithinSLA","VsLastQuarter","PredictedNPS"
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,6,42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-9,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,8,46
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-12,-36
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-6,-32
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-5,-31
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-7,-46
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,9,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-8,-32
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,10,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-7,-27
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,10,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,6,46
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-5,-34
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-11,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,7,40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-11,-33
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-10,-29
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,8,50
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,10,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,10,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-10,-33
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",9,93,10,50
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-12,-37
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,6,47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-6,-37
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",8,78,-8,-42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-11,-38
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,8,40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-11,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-11,-35
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,6,40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,9,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,7,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-5,-26
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,8,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-7,-40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-11,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,6,43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-12,-44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-11,-27
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,5,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,5,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,9,46
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",7,64,-7,-32
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-11,-25
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-8,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,10,42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-12,-43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-7,-25
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,8,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-9,-37
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",9,91,10,40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,5,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-11,-32
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-8,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-5,-38
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-8,-34
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,8,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-9,-36
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,5,41
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,10,42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-6,-33
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,5,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,8,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-8,-33
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-7,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-10,-42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,10,43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-12,-34
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,5,41
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-10,-31
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,9,42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-8,-35
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-6,-44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-5,-42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,10,40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,7,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-9,-26
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,5,40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,5,43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",9,96,8,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-5,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-6,-27
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-5,-43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,7,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-8,-42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",8,72,-12,-39
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,6,44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-8,-39
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-5,-36
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,6,50
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,8,40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-11,-44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,8,41
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-11,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-12,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-7,-43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,9,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,10,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-11,-29
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-7,-38
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-10,-34
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,8,43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-8,-34
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,8,43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,5,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-8,-38
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,5,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-12,-26
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,7,42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,6,47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-11,-40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-7,-42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",9,93,6,41
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,8,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-7,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-12,-31
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,7,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,9,46
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,8,50
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-9,-40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-5,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-7,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,8,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-11,-45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-6,-26
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-5,-43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,8,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-12,-38
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,7,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-10,-30
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,7,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,5,42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-11,-26
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,8,48
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-6,-42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-5,-45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,6,44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",7,69,-9,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-6,-39
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-10,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",8,79,-5,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,10,50
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,7,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-6,-28
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-6,-39
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",9,91,10,43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-9,-39
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,6,44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,10,41
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,9,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-5,-25
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-11,-36
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,10,44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,6,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,5,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-12,-43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-12,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,5,44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-5,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-12,-27
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-8,-27
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-8,-43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,9,44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,9,48
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,8,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-5,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,9,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-9,-36
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-12,-40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,8,41
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-12,-42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,6,42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-12,-30
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-8,-43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",9,92,5,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-6,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-9,-44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,7,50
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,6,47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-5,-29
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-8,-30
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,9,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,6,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-7,-36
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-10,-34
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-9,-26
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,6,46
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,9,42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,9,50
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,8,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-6,-27
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-11,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-6,-41
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,5,46
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-10,-32
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,6,43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-10,-35
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-8,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,10,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",8,92,7,40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,9,45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-7,-27
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-9,-30
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-7,-45
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-12,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",8,78,-12,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y8/T","Marcel Couch",9,92,6,42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-6,-43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Xy/T","Kaylee Byers",8,91,10,49
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-9,-40
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,7,50
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1aR/T","Cali Bolton",6,64,-11,-42
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbI/T","Cindy Miller",8,96,5,58
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,5,46
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-12,-43
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Y7/T","Ana Stranton",6,69,-10,-47
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbD/T","Chris Stewart",8,93,10,41
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1Z4/T","Arlo Snider",7,78,-8,-38
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbX/T","Iman Redman",7,71,-8,-34
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y000001N1ZI/T","Mohsin Hodgson",7,79,-9,-35
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbN/T","Lewys Whitley",8,92,10,44
"https://juanferrei-20210324-demo--c.documentforce.com/profilephoto/7295Y0000003XbS/T","Beatriz Lancaster",7,72,-9,-40
