"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Passive","26-35","Cass","California","Call Center","Renewal","Female","Gillion",3,3,5,26
"Detractor","18-25","Celka","New Jersey","Website","Claims","Male","Swatten",1,2,3,78
"Promoter","36-50","Taryn","Florida","Chat","Acquisition","NA","Shipman",5,4,1,48
"Passive","26-35","Cosetta","New Hampshire","Call Center","Onboarding","Female","Ferron",3,3,2,50
"Detractor","26-35","Travus","Michigan","Store","Claims","Male","Shuard",4,3,3,79
"Promoter","18-25","Cathleen","New York","App","Renewal","NA","Coldridge",2,2,5,29
"Passive","26-35","Aridatha","Nebraska","Website","Routine Services","Female","Hooks",1,3,4,18
"Detractor","0-17","Naoma","Arizona","Call Center","Onboarding","NA","Cummins",3,1,2,32
"Detractor","36-50","Brynna","Connecticut","App","Renewal","Male","Deamer",2,4,5,24
"Passive","26-35","Brynna","Florida","Website","Acquisition","Female","Eisikowitz",1,3,1,31
"Detractor","36-50","Elke","Texas","App","Routine Services","NA","McIlherran",2,4,4,23
"Promoter","NA","Angy","Oregon","Chat","Claims","Male","Deamer",5,5,3,30
"Passive","18-25","Jereme","Pennsylvania","Call Center","Onboarding","Female","Gatrill",3,2,2,21
"Promoter","36-50","Charleen","Texas","App","Renewal","NA","Shipman",2,4,5,64
"Detractor","18-25","Ellene","California","Website","Claims","Male","Hooks",1,2,3,55
"Promoter","26-35","Reine","California","Website","Claims","Female","McLemon",1,3,3,22
"Detractor","18-25","Roberto","Wisconsin","App","Onboarding","NA","Block",2,2,2,50
"Passive","26-35","Welby","Georgia","Call Center","Renewal","Male","Vose",3,3,5,36
"Detractor","36-50","Ernestus","Florida","Call Center","Routine Services","Female","Bleibaum",3,4,4,32
"Promoter","18-25","Danita","Oklahoma","Website","Claims","NA","Fetherstone",1,2,3,45
"Passive","26-35","Raffaello","New York","Chat","Acquisition","Male","Pearle",5,3,1,24
"Detractor","18-25","Carlyn","Texas","Email","Renewal","Female","Dobey",6,2,5,20
"Passive","0-17","Gale","Tennessee","Website","Onboarding","Male","Mingaud",1,1,2,23
"Detractor","26-35","Jillene","Colorado","App","Claims","NA","Cakebread",2,3,3,31
"Promoter","18-25","Wells","Texas","Store","Acquisition","Female","Sargant",4,2,1,10
"Promoter","36-50","Reine","Florida","App","Acquisition","Male","Vose",2,4,1,27
"Passive","NA","Stoddard","California","Call Center","Routine Services","NA","Kunath",3,5,4,39
"Detractor","0-17","Cecil","Nevada","App","Claims","Female","Helsby",2,1,3,10
"Passive","36-50","Cass","District of Columbia","Call Center","Onboarding","Male","Criag",3,4,2,28
"Promoter","26-35","Eachelle","Iowa","Chat","Renewal","NA","O'Dowgaine",5,3,5,15
"Detractor","36-50","Naoma","Utah","Website","Claims","Female","Tussaine",1,4,3,49
"Detractor","18-25","Alyson","Ohio","Website","Routine Services","Male","Gillion",1,2,4,52
"Promoter","18-25","Eachelle","Virginia","App","Onboarding","NA","Raynard",2,2,2,32
"Passive","26-35","Reine","Kansas","Call Center","Acquisition","Female","Canton",3,3,1,33
"Detractor","26-35","Arly","Illinois","Call Center","Renewal","Male","Aldcorne",3,3,5,34
"Promoter","18-25","Danita","Minnesota","App","Renewal","NA","Adao",2,2,5,30
"Detractor","26-35","Farlay","North Carolina","Website","Claims","Female","Block",1,3,3,20
"Passive","36-50","Wilie","Washington","Call Center","Claims","Male","Bettlestone",3,4,3,41
"Passive","NA","Kerby","Indiana","Email","Renewal","NA","Longthorne",6,5,5,42
"Detractor","18-25","Kerby","Kentucky","App","Routine Services","Female","Allaway",2,2,4,22
"Promoter","0-17","Corinna","New York","Chat","Onboarding","Male","Kunath",5,1,2,10
"Passive","26-35","Kerby","Missouri","Call Center","Acquisition","NA","Ramelet",3,3,1,70
"Promoter","18-25","Carlynne","Florida","Store","Claims","Female","Rames",4,2,3,20
"Detractor","36-50","Wells","Alabama","Website","Onboarding","NA","Eisikowitz",1,4,2,21
"Detractor","26-35","Aridatha","Tennessee","Call Center","Renewal","Male","Kelleher",3,3,5,59
"Promoter","26-35","Germana","Mississippi","App","Acquisition","Female","Doidge",2,3,1,43
"Passive","18-25","Germana","Idaho","App","Routine Services","NA","Paddington",2,2,4,26
"Detractor","36-50","Otha","Florida","Website","Renewal","Male","Kinchington",1,4,5,46
"Passive","36-50","Kerby","Arizona","Chat","Acquisition","Female","Liversley",5,4,1,48
"Detractor","18-25","Ellene","New Mexico","App","Onboarding","NA","Brookfield",2,2,2,38
"Promoter","26-35","Lorianna","Pennsylvania","Website","Claims","Male","Aldcorne",1,3,3,47
"Passive","0-17","Flory","Georgia","Website","Routine Services","Female","Pearle",1,1,4,32
"Promoter","18-25","Travus","Texas","Call Center","Renewal","NA","Worgen",3,2,5,10
"Detractor","NA","Wilie","West Virginia","App","Claims","Male","Haslewood",2,5,3,17
"Detractor","36-50","Brynna","California","Call Center","Claims","Female","Allaway",3,4,3,28
"Passive","18-25","Cecil","New York","App","Claims","NA","Vose",2,2,3,24
"Promoter","26-35","Windham","Louisiana","Website","Acquisition","Male","Eisikowitz",1,3,1,22
"Detractor","36-50","Elsey","Massachusetts","Call Center","Onboarding","Female","Bamborough",3,4,2,33
"Passive","26-35","Corinna","District of Columbia","Website","Routine Services","NA","Borrie",1,3,4,35
"Promoter","26-35","Flory","Illinois","Chat","Claims","Male","Reynish",5,3,3,39
"Passive","36-50","Gray","Texas","App","Acquisition","Female","Allaway",2,4,1,27
"Detractor","18-25","Nikola","California","Email","Renewal","Male","Waterstone",6,2,5,10
"Detractor","18-25","Gray","Ohio","Store","Renewal","NA","Vanni",4,2,5,30
"Promoter","0-17","Harbert","North Carolina","Website","Onboarding","Female","Hooks",1,1,2,25
"Passive","26-35","Gale","California","Call Center","Claims","NA","Ledley",3,3,3,10
"Detractor","36-50","Cynthea","Michigan","App","Renewal","Male","Hooks",2,4,5,20
"Promoter","NA","Carlynne","California","App","Claims","Female","Robbert",2,5,3,12
"Detractor","26-35","Sascha","South Carolina","Chat","Routine Services","Male","Helsby",5,3,4,36
"Promoter","26-35","Arly","Florida","Website","Onboarding","NA","Cakebread",1,3,2,20
"Passive","36-50","Malanie","Colorado","App","Acquisition","Female","Noades",2,4,1,27
"Detractor","18-25","Claybourne","Virginia","Call Center","Renewal","Male","Gatrill",3,2,5,49
"Passive","0-17","Danita","California","Website","Claims","NA","Raynard",1,1,3,23
"Promoter","26-35","Malanie","Florida","App","Onboarding","Female","Cowl",2,3,2,40
"Detractor","36-50","Boone","Texas","Call Center","Acquisition","NA","Shawley",3,4,1,25
"Passive","18-25","Alford","California","Call Center","Routine Services","Male","Dobey",3,2,4,37
"Promoter","18-25","Nikola","Delaware","Chat","Renewal","Female","Cronchey",5,2,5,22
"Passive","18-25","Immanuel","Texas","App","Onboarding","NA","Abreheart",2,2,2,24
"Detractor","26-35","Otha","California","Call Center","Claims","Male","Hooks",3,3,3,26
"Promoter","26-35","Alvina","Pennsylvania","Call Center","Renewal","Female","Mingaud",3,3,5,14
"Detractor","18-25","Flory","Texas","Website","Acquisition","Male","Shawley",1,2,1,18
"Passive","NA","Gray","Oklahoma","Website","Routine Services","NA","Fetherstone",1,5,4,18
"Detractor","36-50","Gray","Ohio","App","Claims","Female","Matschuk",2,4,3,30
"Promoter","26-35","Kerby","Virginia","Email","Onboarding","NA","Cantero",6,3,2,29
"Detractor","36-50","Otha","Florida","App","Claims","Male","Ledley",2,4,3,45
"Passive","26-35","Sammy","Texas","Store","Renewal","Female","Coldridge",4,3,5,23
"Detractor","18-25","Fields","Texas","Call Center","Claims","Male","Robbert",3,2,3,11
"Promoter","18-25","Aridatha","New York","Website","Renewal","NA","Fasham",1,2,5,28
"Passive","36-50","Esteban","Connecticut","Chat","Acquisition","Female","Asche",5,4,1,19
"Promoter","26-35","Gray","New York","Call Center","Routine Services","Male","Asche",3,3,4,25
"Detractor","0-17","Wilie","District of Columbia","App","Claims","NA","Royce",2,1,3,41
"Passive","18-25","Cecil","Minnesota","Call Center","Onboarding","Female","Naisbet",3,2,2,21
"Detractor","0-17","Ky","Missouri","Website","Renewal","NA","Ferrierio",1,1,5,43
"Passive","26-35","Chevy","Georgia","App","Acquisition","Male","Woodroffe",2,3,1,20
"Detractor","18-25","Nikola","Louisiana","Website","Routine Services","Female","Burland",1,2,4,33
"Promoter","NA","Oralia","Alabama","App","Claims","Male","Burland",2,5,3,32
"Promoter","36-50","Lettie","Kentucky","Chat","Onboarding","NA","Naisbet",5,4,2,25
"Detractor","18-25","Jenica","Florida","Website","Claims","Female","Mingaud",1,2,3,31
"Passive","26-35","Reine","California","Call Center","Acquisition","Male","Lecordier",3,3,1,10
"Promoter","36-50","Germana","Illinois","App","Renewal","NA","Shuard",2,4,5,21
"Passive","36-50","Cass","Colorado","Website","Claims","Female","Cyster",1,4,3,30
"Detractor","18-25","Clayborne","Maryland","Email","Routine Services","Male","Woodroffe",6,2,4,75
"Detractor","0-17","Oralia","Hawaii","App","Renewal","NA","Bamborough",2,1,5,47
"Passive","26-35","Boone","New Jersey","Call Center","Onboarding","Female","Messent",3,3,2,10
"Promoter","18-25","Arly","New York","Store","Renewal","NA","Lehon",4,2,5,18
"Detractor","26-35","Connie","Arizona","Website","Claims","Male","Kunath",1,3,3,18
"Promoter","36-50","Trumaine","Washington","Call Center","Acquisition","Female","Ramelet",3,4,1,19
"Passive","26-35","Alessandro","Iowa","App","Routine Services","NA","Burland",2,3,4,27
"Detractor","26-35","Onfroi","Tennessee","Chat","Onboarding","Male","Lisciardelli",5,3,2,46
"Promoter","18-25","Hortense","Indiana","App","Acquisition","Female","Bamborough",2,2,1,34
"Detractor","36-50","Windham","Nevada","Website","Renewal","NA","Reynish",1,4,5,34
"Passive","26-35","Bonnee","Pennsylvania","Call Center","Onboarding","Male","Hassur",3,3,2,10
"Detractor","0-17","Arly","Virginia","Call Center","Claims","Female","Ferrierio",3,1,3,35
"Passive","36-50","Connie","Florida","App","Renewal","Male","Dayce",2,4,5,13
"Promoter","18-25","Ellene","Texas","Chat","Routine Services","NA","Seebert",5,2,4,32
"Detractor","18-25","Otha","Ohio","Call Center","Claims","Female","Soonhouse",3,2,3,22
"Promoter","NA","Alessandro","Massachusetts","Website","Onboarding","NA","Abreheart",1,5,2,49
"Detractor","26-35","Wanids","South Carolina","Call Center","Renewal","Male","Lehon",3,3,5,37
"Passive","26-35","Cass","California","Website","Acquisition","Female","Helsby",1,3,1,20
"Passive","18-25","Trumaine","Wisconsin","Call Center","Claims","NA","Ramelet",3,2,3,45
"Promoter","36-50","Gale","Oregon","App","Claims","Male","Sargant",2,4,3,48
"Detractor","36-50","Bonnee","District of Columbia","App","Routine Services","Female","Darke",2,4,4,42
"Passive","26-35","Lettie","Michigan","Website","Acquisition","NA","Lehon",1,3,1,31
"Promoter","NA","Monica","Texas","App","Claims","Male","Lehon",2,5,3,23
"Detractor","0-17","Wilie","Florida","Call Center","Onboarding","Female","O'Dowgaine",3,1,2,33
"Passive","18-25","Cosetta","North Carolina","Website","Renewal","NA","Kelleher",1,2,5,24
"Detractor","26-35","Aeriel","Georgia","Chat","Renewal","Male","Ferrierio",5,3,5,35
"Promoter","36-50","Farlay","Florida","Email","Onboarding","Female","McIlherran",6,4,2,39
"Detractor","18-25","Welby","Texas","App","Routine Services","NA","Asche",2,2,4,50
"Passive","26-35","Ky","New York","Call Center","Claims","Male","Paddington",3,3,3,25
"Detractor","36-50","Kerby","Texas","Website","Acquisition","Female","Gatrill",1,4,1,19
"Promoter","26-35","Cass","Texas","App","Claims","Male","Canton",2,3,3,38
"Passive","0-17","Cedric","Texas","Chat","Renewal","NA","Aldcorne",5,1,5,10
"Promoter","18-25","Jillene","Texas","Website","Acquisition","Female","Allaway",1,2,1,44
"Detractor","26-35","Danita","Utah","App","Onboarding","NA","Rothman",2,3,2,50
"Passive","36-50","Alyson","Texas","Call Center","Routine Services","Male","Pickover",3,4,4,25
"Detractor","18-25","Reine","California","Call Center","Claims","Female","Fasham",3,2,3,30
"Promoter","18-25","Cass","California","Website","Renewal","NA","McIlherran",1,2,5,20
"Passive","26-35","Lorianna","Ohio","Store","Onboarding","Male","Cakebread",4,3,2,40
"Promoter","36-50","Taryn","Oklahoma","Call Center","Claims","Female","Ferrierio",3,4,3,31
"Detractor","18-25","Danita","Colorado","App","Renewal","Male","Block",2,2,5,10
"Detractor","NA","Bonnee","Kansas","Website","Acquisition","NA","Paddington",1,5,1,47
"Promoter","18-25","Oralia","New York","Call Center","Claims","Female","Sevitt",3,2,3,26
"Detractor","36-50","Roberto","Louisiana","App","Routine Services","Male","Pearle",2,4,4,21
"Passive","0-17","Martino","Indiana","Chat","Claims","NA","Riolfi",5,1,3,34
"Passive","26-35","Corey","District of Columbia","Call Center","Acquisition","Female","Tussaine",3,3,1,35
"Detractor","18-25","Boone","Illinois","App","Onboarding","NA","Schohier",2,2,2,29
"Promoter","26-35","Gale","Michigan","Store","Renewal","Male","Kelleher",4,3,5,10
"Passive","36-50","Sammy","Pennsylvania","Website","Renewal","Female","Worgen",1,4,5,19
"Promoter","26-35","Charleen","Tennessee","App","Routine Services","Male","Ledley",2,3,4,42
"Detractor","18-25","Monica","Florida","Chat","Claims","NA","Worgen",5,2,3,23
"Detractor","26-35","Malanie","New York","Email","Claims","Female","Liversley",6,3,3,10
"Promoter","36-50","Harbert","Alabama","App","Acquisition","NA","Conrath",2,4,1,26
"Passive","18-25","Esteban","Arizona","Website","Onboarding","Male","Lumm",1,2,2,33
"Passive","0-17","Cecil","North Carolina","Call Center","Renewal","Female","Longthorne",3,1,5,43
"Detractor","18-25","Crosby","Nebraska","Call Center","Routine Services","NA","Coldridge",3,2,4,32
"Detractor","NA","Nikola","Florida","App","Acquisition","Male","Mitchenson",2,5,1,22
"Promoter","36-50","Werner","Missouri","Website","Renewal","Female","McIlherran",1,4,5,44
"Passive","26-35","Roberto","Virginia","Call Center","Onboarding","Male","Shawley",3,3,2,30
"Promoter","18-25","Wendall","Arkansas","Website","Claims","NA","Hooks",1,2,3,36
"Detractor","26-35","Flory","Kentucky","Chat","Claims","Female","Raynard",5,3,3,28
"Detractor","26-35","Alford","Texas","Call Center","Renewal","NA","Toop",3,3,5,18
"Passive","36-50","Immanuel","California","Website","Acquisition","Male","Messent",1,4,1,16
"Promoter","18-25","Ronnie","Texas","App","Claims","Female","Bleibaum",2,2,3,46
"Detractor","36-50","Aridatha","Ohio","App","Routine Services","Male","Abreheart",2,4,4,19
"Passive","26-35","Cathryn","Wisconsin","Email","Renewal","NA","Stollard",6,3,5,28
"Promoter","18-25","Elsey","Connecticut","Store","Claims","Female","Borrie",4,2,3,18
"Passive","26-35","Bonnee","Georgia","Website","Onboarding","NA","Swatten",1,3,2,33
"Detractor","NA","Corinna","West Virginia","App","Onboarding","Male","Rehme",2,5,2,15
"Promoter","0-17","Windham","Florida","Call Center","Routine Services","Female","Burland",3,1,4,20
"Detractor","36-50","Skell","New York","App","Claims","NA","Canton",2,4,3,21
"Passive","26-35","Cynthea","Washington","Call Center","Renewal","Male","Bleibaum",3,3,5,25
"Detractor","18-25","Wanids","Florida","Call Center","Acquisition","Female","Abreheart",3,2,1,10
"Promoter","18-25","Demetris","Minnesota","App","Claims","Male","Bleibaum",2,2,3,49
"Passive","0-17","Cosetta","Maryland","Chat","Renewal","NA","Criag",5,1,5,29
"Detractor","36-50","Oralia","Arizona","Website","Onboarding","Female","Abreheart",1,4,2,48
"Promoter","26-35","Gris","Texas","Call Center","Acquisition","Male","Ducker",3,3,1,37
"Detractor","36-50","Lyon","Illinois","Chat","Onboarding","NA","Worgen",5,4,2,35
"Passive","26-35","Christophorus","Virginia","Website","Claims","Female","Abreheart",1,3,3,32
"Promoter","18-25","Connie","Massachusetts","App","Renewal","NA","Shawley",2,2,5,28
"Passive","NA","Alford","District of Columbia","Call Center","Claims","Male","Cowl",3,5,3,21
"Detractor","18-25","Lyon","Pennsylvania","Website","Routine Services","Female","Doidge",1,2,4,20
"Detractor","36-50","Stoddard","California","App","Renewal","NA","Rames",2,4,5,23
"Passive","26-35","Ernestus","Colorado","Website","Onboarding","Male","Noades",1,3,2,44
"Promoter","0-17","Corey","Iowa","App","Routine Services","Female","Gillion",2,1,4,50
"Detractor","18-25","Celka","Florida","Call Center","Acquisition","Male","Coldridge",3,2,1,30
"Promoter","18-25","Germana","New York","Store","Claims","NA","Benz",4,2,3,18
"Passive","26-35","Goddart","North Carolina","Chat","Renewal","Female","Adao",5,3,5,24
"Detractor","26-35","Christophorus","California","Website","Onboarding","NA","Cronchey",1,3,2,29
"Promoter","36-50","Cedric","California","App","Claims","Male","Noades",2,4,3,26
"Detractor","18-25","Aridatha","Nevada","Email","Acquisition","Female","Hooks",6,2,1,50
"Passive","36-50","Angy","Alabama","Website","Routine Services","Male","Nerney",1,4,4,34
"Detractor","26-35","Skell","California","Call Center","Renewal","NA","O'Dowgaine",3,3,5,10
"Promoter","NA","Roberto","Georgia","App","Acquisition","Female","Ducker",2,5,1,38
"Passive","18-25","Jenica","Louisiana","Website","Onboarding","NA","Coldridge",1,2,2,22
"Detractor","0-17","Roxi","Missouri","Call Center","Claims","Male","Chatwin",3,1,3,39
"Promoter","36-50","Trumaine","Mississippi","Chat","Renewal","Female","Vanni",5,4,5,27
"Passive","18-25","Germana","Ohio","App","Routine Services","Male","Shipman",2,2,4,45
"Detractor","36-50","Trumaine","Michigan","Call Center","Claims","NA","Reynish",3,4,3,19
"Passive","26-35","Aridatha","California","Call Center","Claims","Female","Kinchington",3,3,3,18
"Promoter","18-25","Alvina","Indiana","Website","Acquisition","Male","Longthorne",1,2,1,22
"Detractor","26-35","Sammy","New York","App","Renewal","NA","Helsby",2,3,5,35
"Promoter","26-35","Elsey","Oklahoma","Call Center","Onboarding","Female","Matschuk",3,3,2,31
"Passive","26-35","Wendall","Tennessee","App","Routine Services","NA","Tussaine",2,3,4,29
"Detractor","18-25","Gris","Minnesota","Website","Claims","Male","Vose",1,2,3,24
"Detractor","36-50","Wendall","California","Chat","Renewal","Female","Cakebread",5,4,5,44
"Passive","0-17","Danita","California","App","Claims","NA","Chatwin",2,1,3,47
"Promoter","26-35","Naoma","New Jersey","Email","Acquisition","Male","Shuard",6,3,1,24
"Detractor","18-25","Jenica","District of Columbia","Call Center","Onboarding","Female","Aldcorne",3,2,2,32
"Promoter","36-50","Cecil","Florida","Website","Renewal","Male","Ferron",1,4,5,25
"Passive","26-35","Connie","Florida","App","Routine Services","NA","McLemon",2,3,4,27
"Detractor","18-25","Fields","California","Store","Onboarding","Female","Ramelet",4,2,2,30
"Passive","36-50","Alyson","Virginia","Call Center","Renewal","Male","Lumm",3,4,5,40
"Promoter","26-35","Taryn","Oregon","App","Claims","NA","Vanni",2,3,3,27
"Detractor","NA","Lyon","Kansas","Website","Acquisition","Female","Kelleher",1,5,1,21
"Promoter","18-25","Alford","Arizona","Website","Claims","Male","Ledley",1,2,3,35
"Detractor","36-50","Wendall","Pennsylvania","Chat","Onboarding","NA","Noades",5,4,2,30
"Passive","18-25","Clayborne","Washington","Call Center","Acquisition","Female","Adao",3,2,1,41
"Passive","26-35","Monica","Texas","Call Center","Routine Services","NA","Klicher",3,3,4,22
"Promoter","26-35","Gris","Illinois","App","Claims","Male","Meaddowcroft",2,3,3,23
"Detractor","0-17","Mercie","New York","Website","Claims","Female","Sargant",1,1,3,26
"Detractor","18-25","Alfred","Colorado","App","Onboarding","NA","Cantero",2,2,2,49
"Promoter","26-35","Harbert","Kentucky","Call Center","Acquisition","Male","Brantl",3,3,1,43
"Detractor","NA","Jenica","Texas","Chat","Renewal","Female","Tussaine",5,5,5,44
"Passive","36-50","Cathryn","California","App","Claims","NA","Allaway",2,4,3,37
"Promoter","18-25","Alfred","Ohio","Website","Renewal","Male","Fetherstone",1,2,5,46
"Detractor","36-50","Sammy","North Carolina","Email","Renewal","Female","Ferron",6,4,5,24
"Passive","26-35","Wanda","California","Store","Routine Services","Male","Hooks",4,3,4,11
"Passive","18-25","Immanuel","Florida","Website","Onboarding","NA","Nerney",1,2,2,31
"Detractor","0-17","Claybourne","South Carolina","Call Center","Claims","Female","Royce",3,1,3,20
"Promoter","36-50","Cosetta","Georgia","App","Renewal","Male","Pickover",2,4,5,10
"Detractor","26-35","Cosetta","District of Columbia","Website","Acquisition","NA","Seebert",1,3,1,18
"Passive","26-35","Malanie","Florida","Chat","Routine Services","Female","Adao",5,3,4,22
"Promoter","18-25","Cass","Texas","Call Center","Claims","NA","Vanni",3,2,3,28
"Detractor","18-25","Ellene","New York","App","Acquisition","Male","Haslewood",2,2,1,45
"Passive","26-35","Wanda","Texas","App","Claims","Female","Cakebread",2,3,3,32
"Detractor","36-50","Rubetta","California","Website","Renewal","NA","Burland",1,4,5,29
"Promoter","0-17","Gabriela","California","Call Center","Onboarding","Male","Storr",3,1,2,33
"Passive","36-50","Elsey","Texas","App","Routine Services","Female","Vose",2,4,4,27
"Detractor","NA","Roberto","California","Call Center","Claims","Male","Stollard",3,5,3,33
"Promoter","26-35","Harbert","Texas","Call Center","Acquisition","NA","Pearle",3,3,1,28
"Passive","18-25","Celka","Texas","Website","Renewal","Female","Shuard",1,2,5,36
"Promoter","36-50","Skell","Delaware","App","Claims","Male","Meaddowcroft",2,4,3,12
"Detractor","26-35","Raffaello","Illinois","Chat","Renewal","NA","Raper",5,3,5,21
"Passive","18-25","Wanda","New Mexico","Website","Onboarding","Female","Matschuk",1,2,2,24
"Detractor","18-25","Elsey","Florida","App","Onboarding","Male","Ferron",2,2,2,50
"Promoter","36-50","Harbert","Vermont","Store","Acquisition","NA","Mingaud",4,4,1,17
"Passive","26-35","Monica","Missouri","Email","Routine Services","Female","Robbert",6,3,4,58
"Detractor","0-17","Cathryn","Michigan","Website","Claims","Male","Sargant",1,1,3,10
"Promoter","26-35","Germana","Virginia","Call Center","Onboarding","NA","Hooks",3,3,2,19
"Detractor","36-50","Werner","Alabama","Call Center","Claims","Female","Meaddowcroft",3,4,3,25
"Passive","18-25","Wendall","Minnesota","App","Renewal","NA","Cantero",2,2,5,60
"Detractor","NA","Danita","Pennsylvania","App","Routine Services","Male","Benz",2,5,4,69
"Promoter","26-35","Clayborne","New York","Call Center","Acquisition","Female","Allaway",3,3,1,29
"Passive","36-50","Alvina","Massachusetts","Call Center","Claims","Male","Messent",3,4,3,30
"Promoter","18-25","Martguerita","Idaho","Website","Onboarding","NA","Canton",1,2,2,14
"Detractor","26-35","Farlay","Colorado","Chat","Renewal","Female","Benz",5,3,5,33
"Passive","0-17","Clayborne","Connecticut","Website","Claims","Male","Toop",1,1,3,19
"Detractor","36-50","Gris","Texas","Call Center","Renewal","NA","Paddington",3,4,5,42
"Promoter","18-25","Cedric","Alaska","Chat","Acquisition","Female","Reynish",5,2,1,48
"Detractor","26-35","Wanda","District of Columbia","Call Center","Renewal","Male","Gatrill",3,3,5,25
"Passive","18-25","Jillene","Louisiana","App","Claims","NA","Hanbridge",2,2,3,51
"Promoter","26-35","Welby","New York","App","Routine Services","Female","Messent",2,3,4,24
"Passive","36-50","Onfroi","Florida","App","Onboarding","Male","Adao",2,4,2,13
"Detractor","NA","Cathryn","Indiana","Call Center","Claims","NA","Brookfield",3,5,3,67
"Promoter","26-35","Danita","Ohio","Website","Renewal","Female","Helsby",1,3,5,40
"Detractor","18-25","Kerby","Utah","Website","Acquisition","Male","Naisbet",1,2,1,77
"Detractor","18-25","Farlay","Florida","Email","Routine Services","NA","Brantl",6,2,4,22
"Passive","0-17","Carlyn","Washington","Store","Claims","Female","Raper",4,1,3,73
"Promoter","36-50","Ronnie","Texas","App","Renewal","NA","Hooks",2,4,5,29
"Detractor","26-35","Alessandro","California","Chat","Onboarding","Male","Seebert",5,3,2,38
"Passive","26-35","Kerby","Arizona","Website","Onboarding","Female","Criag",1,3,2,35
"Promoter","18-25","Connie","California","Call Center","Routine Services","NA","Criag",3,2,4,19
"Passive","18-25","Wendall","Maryland","App","Acquisition","Male","Adao",2,2,1,27
"Detractor","36-50","Ky","Iowa","Website","Claims","Female","Lehon",1,4,3,35
"Promoter","18-25","Trumaine","California","Call Center","Claims","Male","Climpson",3,2,3,26
"Passive","26-35","Angy","Virginia","App","Renewal","NA","Sargant",2,3,5,74
"Detractor","36-50","Werner","Florida","App","Onboarding","Female","Vose",2,4,2,29
"Detractor","NA","Clayborne","Wisconsin","Call Center","Acquisition","NA","Burland",3,5,1,50
"Passive","26-35","Wanda","Ohio","Call Center","Renewal","Male","O'Dowgaine",3,3,5,32
"Promoter","36-50","Boone","Texas","Chat","Routine Services","Female","Rothman",5,4,4,39
"Detractor","0-17","Cecil","New York","Website","Claims","Male","O'Dowgaine",1,1,3,23
"Promoter","26-35","Farlay","Texas","App","Claims","NA","Bleibaum",2,3,3,49
"Passive","18-25","Aeriel","Kentucky","Call Center","Acquisition","Female","Aldcorne",3,2,1,37
"Detractor","36-50","Boone","Georgia","Website","Renewal","Male","Cronchey",1,4,5,20
"Promoter","18-25","Travus","Texas","Website","Onboarding","NA","O'Dowgaine",1,2,2,28
"Detractor","18-25","Alyson","Texas","Call Center","Claims","Female","McLemon",3,2,3,44
"Passive","26-35","Orin","Tennessee","Chat","Routine Services","Male","Shipman",5,3,4,31
"Detractor","0-17","Otha","Michigan","App","Onboarding","NA","Gillion",2,1,2,42
"Promoter","18-25","Cedric","Nevada","Website","Acquisition","Female","Kelleher",1,2,1,34
"Passive","26-35","Alyson","Texas","Store","Renewal","NA","Brookfield",4,3,5,31
"Detractor","26-35","Chevy","Florida","App","Claims","Male","Lehon",2,3,3,15
"Passive","NA","Flory","West Virginia","Call Center","Routine Services","Female","Naisbet",3,5,4,21
"Promoter","36-50","Elke","California","App","Onboarding","Male","Brookfield",2,4,2,47
"Detractor","36-50","Arly","Minnesota","Call Center","Claims","NA","Hanbridge",3,4,3,24
"Promoter","26-35","Cecil","Oklahoma","App","Renewal","Female","Conrath",2,3,5,24
"Passive","18-25","Jereme","New York","Email","Acquisition","Male","Coldridge",6,2,1,18
"Detractor","36-50","Sascha","Missouri","Chat","Claims","NA","Ledley",5,4,3,18
"Detractor","18-25","Hortense","Nebraska","Call Center","Renewal","Female","Climpson",3,2,5,23
"Promoter","18-25","Eachelle","Pennsylvania","App","Routine Services","NA","Hooks",2,2,4,10
"Passive","26-35","Tammy","Arizona","Website","Acquisition","Male","Ramelet",1,3,1,20
"Detractor","26-35","Arly","North Carolina","Call Center","Claims","Female","Cissen",3,3,3,20
"Promoter","36-50","Lorrayne","District of Columbia","App","Renewal","NA","Nerney",2,4,5,25
"Passive","0-17","Eachelle","Illinois","Website","Onboarding","Male","Deamer",1,1,2,32
"Detractor","18-25","Angy","Texas","Website","Onboarding","Female","Worgen",1,2,2,43
"Promoter","26-35","Cassaundra","South Carolina","Chat","Acquisition","Male","Lehon",5,3,1,22
"Detractor","18-25","Boone","Colorado","Call Center","Renewal","NA","Naisbet",3,2,5,19
"Passive","36-50","Cosetta","Ohio","Website","Claims","Female","Pickover",1,4,3,34
"Promoter","26-35","Monica","Indiana","Store","Renewal","NA","Bamborough",4,3,5,36
"Detractor","NA","Alessandro","California","Website","Claims","Male","Cummins",1,5,3,18
"Passive","18-25","Boone","Georgia","Email","Onboarding","Female","Climpson",6,2,2,46
"Detractor","26-35","Lorianna","Oregon","App","Acquisition","Male","Waterstone",2,3,1,25
"Promoter","0-17","Raffaello","Florida","App","Routine Services","NA","Bamborough",2,1,4,31
"Passive","36-50","Celka","Hawaii","Website","Routine Services","Female","Helsby",1,4,4,19
"Detractor","36-50","Goddart","New York","App","Renewal","NA","Longthorne",2,4,5,16
"Promoter","26-35","Goddart","Washington","Call Center","Claims","Male","Ferrierio",3,3,3,45
