"Quote","Status","Record_ID","Line_Item_Number","Name","Quote_Name"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkXAAU","00008754","4 E Colonial Dr","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkYAAU","00008760","45 2nd Ave #9759","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkZAAU","00008766","57254 Brickell Ave #372","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkaAAE","00008772","8977 Connecticut Ave Nw #3","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkbAAE","00008778","9 Waydell St","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkcAAE","00008784","43 Huey P Long Ave","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkdAAE","00008790","7563 Cornwall Rd #4462","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkeAAE","00008796","22 Bridle Ln","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkfAAE","00008802","70099 E North Ave","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkgAAE",,"3211 E Northeast Loop","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkhAAE",,"26 Montgomery St","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkiAAE",,"13252 Lighthouse Ave","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkjAAE","00008808","206 Main St #2804","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkkAAE","00008814","96541 W Central Blvd","Ar Internet with VPN for 12 Locations"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMsAAM",,"94 W Dodge Rd","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMtAAM",,"4 58th St #3519","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMwAAM",,"7 S San Marcos Rd","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMxAAM",,"812 S Haven St","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMyAAM",,"3882 W Congress St #799","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMzAAM",,"4 E Colonial Dr","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN0AAM",,"45 2nd Ave #9759","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN1AAM",,"57254 Brickell Ave #372","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN2AAM",,"8977 Connecticut Ave Nw #3","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMuAAM",,"5221 Bear Valley Rd","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMvAAM",,"9648 S Main","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN4AAM",,"43 Huey P Long Ave","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN5AAM",,"7563 Cornwall Rd #4462","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN6AAM",,"22 Bridle Ln","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN7AAM",,"70099 E North Ave","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN9AAM",,"26 Montgomery St","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001INAAA2",,"13252 Lighthouse Ave","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001INBAA2",,"206 Main St #2804","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001INCAA2",,"96541 W Central Blvd","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMpAAM","00003821","1950 5th Ave","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN8AAM","00003803","3211 E Northeast Loop","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMoAAM","00003797","42744 Hamann Industrial Pky #82","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMqAAM","00003827","61304 N French Rd","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IMrAAM","00003869","87 Imperial Ct #79","Ara Internet with VPN"
"0Q04x0000009bURCAY","Accepted","a5o4x0000001IN3AAM","00003833","9 Waydell St","Ara Internet with VPN"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001Ga1AAE","00001656","Edna Miceli","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001Ga2AAE","00001670","Sue Kownacki","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001Ga3AAE","00001684","Jesusa Shin","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001Ga4AAE","00001698","Rolland Francescon","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001Ga5AAE","00001712","Pamella Schmierer","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001Ga6AAE","00001726","Glory Kulzer","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001Ga7AAE",,"Shawna Palaspas","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001Ga8AAE",,"Brandon Callaro","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001Ga9AAE",,"Scarlet Cartan","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaAAAU",,"Oretha Menter","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaBAAU",,"Ty Smith","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaCAAU",,"Xuan Rochin","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaDAAU",,"Lindsey Dilello","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaEAAU",,"Devora Perez","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaFAAU",,"Herman Demesa","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaGAAU",,"Rory Papasergi","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaHAAU",,"Talia Riopelle","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaIAAU",,"Van Shire","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaJAAU",,"Lucina Lary","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaKAAU",,"Bok Isaacs","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaLAAU",,"Rolande Spickerman","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaMAAU",,"Howard Paulas","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaNAAU",,"Kimbery Madarang","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaOAAU",,"Thurman Manno","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaPAAU",,"Becky Mirafuentes","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaQAAU",,"Beatriz Corrington","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaRAAU",,"Marti Maybury","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaSAAU",,"Nieves Gotter","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaTAAU",,"Leatha Hagele","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaUAAU",,"Valentin Klimek","B E 15 mobile plans"
"0Q04x0000009Wn9CAE","Accepted","a5o4x0000001GaVAAU",,"Melissa Wiklund","B E 15 mobile plans"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMdAAM","00003725","25346 New Rd","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMWAA2","00003683","26659 N 13th St","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMkAAM","00003767","3718 S Main St","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMmAAM","00003779","5 Green Pond Rd #4","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMZAA2","00003701","5 S Colorado Blvd #449","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMfAAM","00003737","57 Haven Ave #90","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMeAAM","00003731","60 Fillmore Ave","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMnAAM","00003785","636 Commerce Dr #42","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMgAAM","00003743","6538 E Pomona St #60","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMhAAM","00003749","6535 Joyce St","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMbAAM","00003713","66552 Malone Rd","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMXAA2","00003689","669 Packerland Dr #1438","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMTAA2","00003665","6882 Torresdale Ave","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMVAA2","00003677","7 West Ave #1","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMYAA2","00003695","759 Eldora St","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMcAAM","00003719","77 Massillon Rd #822","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMiAAM","00003755","78112 Morris Ave","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMaAAM","00003707","944 Gaither Dr","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMlAAM","00003773","9677 Commerce Dr","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMUAA2","00003671","985 E 6th Ave","BS 20 Broadband Locations"
"0Q04x0000009bUCCAY","Accepted","a5o4x0000001IMjAAM","00003761","96950 Hidden Ln","BS 20 Broadband Locations"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcjAAE",,"Jade Farrar","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IckAAE","00006729","Charlene Hamilton","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IclAAE","00006735","Geoffrey Acey","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcmAAE","00006741","Stevie Westerbeck","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcnAAE","00006747","Pamella Fortino","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcoAAE","00006753","Harrison Haufler","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcpAAE","00006759","Johnna Engelberg","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcqAAE","00006765","Buddy Cloney","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcrAAE","00006771","Dalene Riden","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcsAAE","00006777","Jerry Zurcher","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IctAAE","00006783","Haydee Denooyer","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcuAAE","00006789","Joseph Cryer","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcvAAE","00006795","Deonna Kippley","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcwAAE","00006801","Raymon Calvaresi","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcxAAE","00006807","Alecia Bubash","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IcyAAE","00006813","Ma Layous","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001IczAAE","00006819","Detra Coyier","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001Id0AAE","00006825","Terrilyn Rodeigues","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001Id1AAE","00006831","Salome Lacovara","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001Id2AAE","00006837","Garry Keetch","BS Test draft quotes for Boston Scientific"
"0Q04x0000009eaiCAA","Approved","a5o4x0000001Id3AAE","00006843","Matthew Neither","BS Test draft quotes for Boston Scientific"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IfvAAE","00007474","Edna Miceli","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IfwAAE","00007482","Sue Kownacki","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IfxAAE","00007490","Jesusa Shin","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IfyAAE","00007498","Rolland Francescon","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IfzAAE","00007506","Pamella Schmierer","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig0AAE","00007514","Glory Kulzer","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig1AAE",,"Shawna Palaspas","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig2AAE",,"Brandon Callaro","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig3AAE",,"Scarlet Cartan","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig4AAE",,"Oretha Menter","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig5AAE",,"Ty Smith","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig6AAE",,"Xuan Rochin","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig7AAE",,"Lindsey Dilello","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig8AAE",,"Devora Perez","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001Ig9AAE",,"Herman Demesa","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgAAAU",,"Rory Papasergi","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgBAAU",,"Talia Riopelle","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgCAAU",,"Van Shire","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgDAAU",,"Lucina Lary","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgEAAU",,"Bok Isaacs","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgFAAU",,"Rolande Spickerman","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgGAAU",,"Howard Paulas","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgHAAU",,"Kimbery Madarang","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgIAAU",,"Thurman Manno","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgJAAU",,"Becky Mirafuentes","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgKAAU",,"Beatriz Corrington","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgLAAU",,"Marti Maybury","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgMAAU",,"Nieves Gotter","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgNAAU",,"Leatha Hagele","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgOAAU",,"Valentin Klimek","DB +14 Mobile Subscribers"
"0Q04x0000009h3tCAA","Presented","a5o4x0000001IgPAAU",,"Melissa Wiklund","DB +14 Mobile Subscribers"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZBAA2",,"555 Main St","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZCAA2",,"2 Se 3rd Ave","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZDAA2",,"2239 Shawnee Mission Pky","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZEAA2",,"2726 Charcot Ave","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZFAA2",,"5161 Dorsett Rd","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZGAA2",,"55892 Jacksonville Rd","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZHAA2",,"5 N Cleveland Massillon Rd","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZIAA2",,"7 Benton Dr","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZJAA2","00001582","9390 S Howell Ave","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZKAA2","00001588","8 County Center Dr #647","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZLAA2","00001594","4646 Kaahumanu St","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZMAA2","00001600","2 Monroe St","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZNAA2","00001606","52777 Leaders Heights Rd","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZOAA2","00001612","72868 Blackington Ave","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZPAA2","00001618","9 Norristown Rd","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZQAA2","00001624","83 County Road 437 #8581","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZRAA2","00001630","1 N Harlem Ave #9","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZSAA2","00001636","90131 J St","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZTAA2",,"8597 W National Ave","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZUAA2",,"6 Gilson St","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZVAA2",,"65 W Maple Ave","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZWAA2",,"866 34th Ave","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZXAA2",,"798 Lund Farm Way","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZYAA2",,"9387 Charcot Ave","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZZAA2",,"30553 Washington Rd","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZaAAM",,"481 W Lemon St","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZbAAM",,"4 Warehouse Point Rd #7","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZcAAM",,"4940 Pulaski Park Dr","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZdAAM",,"627 Walford Ave","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZeAAM",,"137 Pioneer Way","DB 10 Internet Locations"
"0Q04x0000009WmuCAE","Approved","a5o4x0000001GZfAAM",,"61 13 Stoneridge #835","DB 10 Internet Locations"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZ2AAM",,"555 Main St","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZ3AAM",,"2 Se 3rd Ave","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZ4AAM",,"2239 Shawnee Mission Pky","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZ5AAM",,"2726 Charcot Ave","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZ6AAM",,"5161 Dorsett Rd","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZ7AAM",,"55892 Jacksonville Rd","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZ8AAM",,"5 N Cleveland Massillon Rd","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZ9AAM",,"7 Benton Dr","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZAAA2",,"9390 S Howell Ave","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZBAA2",,"8 County Center Dr #647","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZCAA2",,"4646 Kaahumanu St","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZDAA2",,"2 Monroe St","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZEAA2",,"52777 Leaders Heights Rd","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZFAA2",,"72868 Blackington Ave","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZGAA2",,"9 Norristown Rd","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZHAA2",,"83 County Road 437 #8581","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZIAA2",,"1 N Harlem Ave #9","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZJAA2",,"90131 J St","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZKAA2",,"8597 W National Ave","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZLAA2",,"6 Gilson St","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZMAA2",,"65 W Maple Ave","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZVAA2","00006360","137 Pioneer Way","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZQAA2","00006325","30553 Washington Rd","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZSAA2","00006339","4 Warehouse Point Rd #7","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZRAA2","00006332","481 W Lemon St","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZTAA2","00006346","4940 Pulaski Park Dr","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZWAA2","00006367","61 13 Stoneridge #835","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZUAA2","00006353","627 Walford Ave","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZOAA2","00006311","798 Lund Farm Way","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZNAA2","00006304","866 34th Ave","DB Plus 10 Internet"
"0Q04x0000009dpcCAA","Accepted","a5o4x0000001IZPAA2","00006318","9387 Charcot Ave","DB Plus 10 Internet"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7ZAAU","00002273","James Butt","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7aAAE","00002280","Josephine Darakjy","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7bAAE","00002287","Art Venere","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7cAAE","00002294","Lenna Paprocki","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7dAAE","00002301","Donette Foller","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7eAAE","00002308","Simona Morasca","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7fAAE","00002315","Mitsue Tollner","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7gAAE","00002322","Leota Dilliard","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7hAAE","00002329","Sage Wieser","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7iAAE","00002336","Kris Marrier","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7jAAE","00002343","Minna Amigon","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7kAAE","00002350","Abel Maclead","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7lAAE","00002357","Kiley Caldarera","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7mAAE","00002364","Graciela Ruta","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7nAAE","00002371","Cammy Albares","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7oAAE","00002378","Mattie Poquette","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7pAAE","00002385","Meaghan Garufi","E 100 subscribers"
"0Q04x0000009YdaCAE","Approved","a5o4x0000001H7qAAE","00002392","Gladys Rim","E 100 subscribers"
