OwnerName,AccountId,ForecastCategory,IsClosed,Manager,PredictedWinRate,PipeGenerated,PipeCoverage,EventCount,TaskCount,AccountName,ActivitiesBucket,ActivityCount,Amount,CallCount,CloseDate,ClosedWon,CreatedDate,EmailCount,IsWon,LastProcessedDate,OpportunityName,OpportunityId,OwnerId,Probability,Role,SmallPhotoUrl,WinRate
Amy Thomas,,Closed,true,Gary Hill,80,"$3,950,000.00",2.39,8,4,Creative Training,4 - 8,25,"$37,000.00",8,2021-01-07,"$1,500,000.00",2020-10-26,5,false,2021-06-02,Creative Training 253,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,79
Beth Malone,,Commit,true,Gary Hill,80,"$3,400,000.00",2.44,12,8,Celanese Chemicals,8 - 12,43,"$31,000.00",11,2020-10-21,"$1,500,000.00",2020-08-19,12,true,2021-06-02,Celanese Chemicals 254,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Rebecca Espinoza,,Closed,true,Gary Hill,62,"$4,200,000.00",2.5,9,12,Contec Corp,8 - 12,43,"$78,000.00",11,2020-07-25,"$2,900,000.00",2020-06-21,11,false,2021-06-02,Contec Corp 255,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Kylie Cannon,,Closed,true,Dean Pierce,87,"$3,150,000.00",2.23,6,4,Conner Inc [889],4 - 8,22,"$58,000.00",4,2021-02-15,"$1,500,000.00",2020-11-17,8,true,2021-06-02,Conner Inc [889] 256,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,89
Mary Eng,,Pipeline,false,,76,"$3,100,000.00",2.34,8,11,Freeport-McMoran Copper and Gold,8 - 12,36,"$38,000.00",9,2020-09-24,"$1,500,000.00",2020-07-24,8,false,2021-06-02,Freeport-McMoran Copper and Gold 257,,005B0000006zLGfIAM,55,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,73
Devin Washington,,Commit,false,Brian Chandler,78,"$4,350,000.00",2.08,10,12,Convergys Corporation,8 - 12,40,"$76,000.00",10,2020-07-15,"$1,500,000.00",2020-04-27,8,true,2021-06-02,Convergys Corporation 258,,,80,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Dean Pierce,,Closed,true,Mary Eng,67,"$4,050,000.00",2,8,5,BotTechnology.com,4 - 8,25,"$83,000.00",6,2021-01-04,"$1,500,000.00",2020-10-14,6,true,2021-06-02,BotTechnology.com 259,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,68
Oscar Anthony,,Best Case,true,Brian Chandler,50,"$4,200,000.00",2.5,11,10,3core Software Corporation,8 - 12,42,"$96,000.00",9,2021-03-01,"$2,900,000.00",2021-01-20,12,false,2021-06-02,3core Software Corporation 260,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Jane Martin,,Closed,true,Dean Pierce,75,"$4,050,000.00",2.47,12,12,Credit Control Services,8 - 12,47,"$82,000.00",12,2020-11-03,"$1,500,000.00",2020-09-24,11,true,2021-06-02,Credit Control Services 261,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Nicole Bowers,,Commit,false,Dean Pierce,95,"$3,900,000.00",2.05,5,5,Commercial Federal Bank Inc,4 - 8,23,"$43,000.00",5,2021-05-03,"$1,500,000.00",2021-03-24,8,false,2021-06-02,Commercial Federal Bank Inc 262,,,75,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,97
Ebony Ali,,Best Case,true,Gary Hill,57,"$4,250,000.00",2.18,11,11,Copper Mountain Networks Inc,8 - 12,44,"$85,000.00",12,2021-05-13,"$1,500,000.00",2021-04-01,10,false,2021-06-02,Copper Mountain Networks Inc 263,,,50,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Amy Johnson,,Pipeline,true,Gary Hill,52,"$4,200,000.00",2.5,8,12,Collins Inc [1460],8 - 12,42,"$80,000.00",10,2021-04-06,"$2,900,000.00",2021-02-05,12,true,2021-06-02,Collins Inc [1460] 264,,,50,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,50
Lucas Baxter,,Closed,true,Brian Chandler,83,"$3,800,000.00",2.6,6,6,Cortez Inc [2810],4 - 8,21,"$100,000.00",5,2020-09-23,"$1,500,000.00",2020-07-29,4,false,2021-06-02,Cortez Inc [2810] 265,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,85
Gary Hill,,Commit,false,Mary Eng,71,"$3,050,000.00",2.64,11,11,Conagra Foods Grocery Prods Co,8 - 12,43,"$98,000.00",9,2021-04-18,"$1,500,000.00",2021-03-16,12,true,2021-06-02,Conagra Foods Grocery Prods Co 266,,005B0000006zLFqIAM,70,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,70
Karen Mccann,,Commit,false,Gary Hill,58,"$3,050,000.00",2.49,12,8,Dotlogix Inc,8 - 12,37,"$53,000.00",8,2020-08-03,"$1,500,000.00",2020-06-29,9,true,2021-06-02,Dotlogix Inc 267,,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,61
Austin Le,,Closed,true,Brian Chandler,79,"$4,050,000.00",2.42,9,10,Constellation Energy,8 - 12,35,"$63,000.00",8,2020-07-03,"$1,500,000.00",2020-05-11,8,false,2021-06-02,Constellation Energy 268,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,79
Brian Chandler,,Closed,true,Mary Eng,51,"$4,200,000.00",2.5,5,4,Caskey Achievement Strategies,4 - 8,17,"$73,000.00",4,2020-07-22,"$2,900,000.00",2020-06-12,4,false,2021-06-02,Caskey Achievement Strategies 269,,005B0000006zLFOIA2,100,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,48
Erica Fletcher,,Best Case,true,Mary Eng,60,"$4,200,000.00",2.5,3,3,Cerulean Technology,0 - 5,14,"$56,000.00",3,2020-11-12,"$2,900,000.00",2020-09-14,5,true,2021-06-02,Cerulean Technology 270,,005B0000006zLBdIAM,50,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,61
Elizabeth Lewis,,Pipeline,true,Dean Pierce,83,"$4,400,000.00",2.17,12,8,Boomerangit,8 - 12,40,"$90,000.00",12,2021-01-14,"$1,500,000.00",2020-10-23,8,true,2021-06-02,Boomerangit 271,,,60,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Jeremiah Ballard,,Closed,true,Brian Chandler,73,"$3,050,000.00",2.27,11,10,Dimare Fresh Inc,8 - 12,41,"$90,000.00",8,2021-07-15,"$1,500,000.00",2021-05-31,12,false,2021-06-02,Dimare Fresh Inc 272,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
Patricia Shepard,,Commit,false,Brian Chandler,62,"$4,150,000.00",2.83,6,5,Distrigas Of Massachusetts,4 - 8,23,"$36,000.00",6,2021-05-28,"$1,500,000.00",2021-04-25,6,false,2021-06-02,Distrigas Of Massachusetts 273,,,85,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,59
Dean Pierce,,Closed,true,Mary Eng,75,"$4,200,000.00",2.5,8,9,Cellular Technologies Inc,8 - 12,38,"$92,000.00",11,2021-06-26,"$2,900,000.00",2021-04-24,10,true,2021-06-02,Cellular Technologies Inc 274,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,77
Rebecca Espinoza,,Commit,false,Gary Hill,61,"$3,750,000.00",2.46,12,10,Concuity,8 - 12,40,"$55,000.00",10,2020-10-03,"$1,500,000.00",2020-08-11,8,false,2021-06-02,Concuity 275,,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,61
Erica Fletcher,,Closed,true,Mary Eng,57,"$4,200,000.00",2.5,3,2,Comsearch,0 - 5,9,"$27,000.00",2,2020-11-23,"$2,900,000.00",2020-09-08,2,true,2021-06-02,Comsearch 276,,005B0000006zLBdIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,56
Ebony Ali,,Commit,true,Gary Hill,66,"$3,900,000.00",2.35,5,8,Compuwave,4 - 8,27,"$25,000.00",6,2020-10-19,"$1,500,000.00",2020-09-12,8,false,2021-06-02,Compuwave 277,,,80,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,68
Nicole Bowers,,Pipeline,true,Dean Pierce,85,"$4,300,000.00",2.12,12,12,Cortez Inc [1658],8 - 12,47,"$87,000.00",11,2020-11-29,"$1,500,000.00",2020-09-19,12,true,2021-06-02,Cortez Inc [1658] 278,,,50,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,85
Kylie Cannon,,Best Case,false,Dean Pierce,71,"$3,000,000.00",2.25,10,12,Corio,8 - 12,40,"$48,000.00",10,2020-10-02,"$1,500,000.00",2020-07-08,8,false,2021-06-02,Corio 279,,,55,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,68
Karen Mccann,,Commit,true,Gary Hill,63,"$4,200,000.00",2.5,5,5,Cognitive Arts Corp,4 - 8,20,"$75,000.00",6,2020-11-03,"$2,900,000.00",2020-09-23,4,true,2021-06-02,Cognitive Arts Corp 280,,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,62
Austin Le,,Closed,true,Brian Chandler,74,"$3,000,000.00",2.11,9,10,Core Strategies,8 - 12,39,"$65,000.00",12,2020-07-18,"$1,500,000.00",2020-04-21,8,true,2021-06-02,Core Strategies 281,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Beth Malone,,Closed,true,Gary Hill,54,"$4,350,000.00",2.23,8,10,Corestaff Services LP,8 - 12,35,"$31,000.00",8,2020-12-12,"$1,500,000.00",2020-09-19,9,false,2021-06-02,Corestaff Services LP 282,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Jane Martin,,Pipeline,false,Dean Pierce,81,"$3,500,000.00",2.53,5,5,Digital Bungalow Inc,4 - 8,21,"$34,000.00",4,2021-03-13,"$1,500,000.00",2020-12-25,7,false,2021-06-02,Digital Bungalow Inc 283,,,55,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,80
Brian Chandler,,Best Case,false,Mary Eng,95,"$4,200,000.00",2.5,10,10,Computerworld,8 - 12,43,"$64,000.00",11,2020-07-01,"$2,900,000.00",2020-05-27,12,true,2021-06-02,Computerworld 284,,005B0000006zLFOIA2,60,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,96
Amy Johnson,,Commit,true,Gary Hill,57,"$4,200,000.00",2.79,10,8,Cormac Corporation,8 - 12,39,"$48,000.00",10,2020-07-12,"$1,500,000.00",2020-05-17,11,true,2021-06-02,Cormac Corporation 285,,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Elizabeth Lewis,,Closed,true,Dean Pierce,79,"$3,000,000.00",2.26,4,5,Coherity,4 - 8,22,"$89,000.00",6,2020-08-02,"$1,500,000.00",2020-06-22,7,false,2021-06-02,Coherity 286,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Devin Washington,,Closed,true,Brian Chandler,77,"$3,750,000.00",2.73,10,12,Computerized Facility Integration,8 - 12,45,"$63,000.00",11,2021-02-19,"$1,500,000.00",2020-12-27,12,false,2021-06-02,Computerized Facility Integration 287,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Patricia Shepard,,Commit,true,Brian Chandler,82,"$3,050,000.00",2.77,11,8,Creative Management Service,8 - 12,43,"$86,000.00",12,2020-07-21,"$1,500,000.00",2020-06-15,12,true,2021-06-02,Creative Management Service 288,,,70,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Mary Eng,,Closed,true,,67,"$4,200,000.00",2.5,9,10,Cox Inc [949],8 - 12,38,"$30,000.00",10,2020-11-17,"$2,900,000.00",2020-09-13,9,true,2021-06-02,Cox Inc [949] 289,,005B0000006zLGfIAM,100,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,70
Amy Thomas,,Commit,false,Gary Hill,60,"$3,250,000.00",2.31,6,4,Catalina Marketing Corporation,4 - 8,21,"$92,000.00",4,2021-03-09,"$1,500,000.00",2021-01-18,7,false,2021-06-02,Catalina Marketing Corporation 290,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,59
Oscar Anthony,,Pipeline,false,Brian Chandler,57,"$3,550,000.00",2.85,10,12,Fund For Global Awakening,8 - 12,45,"$86,000.00",12,2021-04-11,"$1,500,000.00",2021-03-01,11,false,2021-06-02,Fund For Global Awakening 291,,,60,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,54
Jeremiah Ballard,,Best Case,true,Brian Chandler,68,"$3,000,000.00",2.07,10,11,Credit Acceptance Corporation,8 - 12,42,"$68,000.00",11,2020-08-10,"$1,500,000.00",2020-05-28,10,true,2021-06-02,Credit Acceptance Corporation 292,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,70
Lucas Baxter,,Closed,true,Brian Chandler,74,"$4,200,000.00",2.5,6,6,Copernus,4 - 8,25,"$69,000.00",5,2020-07-21,"$2,900,000.00",2020-05-15,8,false,2021-06-02,Copernus 293,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Gary Hill,,Closed,true,Mary Eng,55,"$3,150,000.00",2.07,10,9,Capture Technologies,8 - 12,36,"$94,000.00",9,2021-06-29,"$1,500,000.00",2021-04-08,8,true,2021-06-02,Capture Technologies 294,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,56
Jane Martin,,Commit,false,Dean Pierce,71,"$3,800,000.00",2.44,10,11,Future Planning Associates,8 - 12,41,"$39,000.00",8,2021-02-09,"$1,500,000.00",2020-11-21,12,false,2021-06-02,Future Planning Associates 295,,,70,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Nicole Bowers,,Closed,true,Dean Pierce,57,"$3,200,000.00",2.84,5,7,Cogent Business Applications,4 - 8,26,"$50,000.00",8,2021-06-16,"$1,500,000.00",2021-05-13,6,true,2021-06-02,Cogent Business Applications 296,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,58
Erica Fletcher,,Pipeline,true,Mary Eng,83,"$4,200,000.00",2.5,2,2,Alpine Networking Solutions,0 - 5,12,"$92,000.00",3,2020-08-08,"$2,900,000.00",2020-06-19,5,false,2021-06-02,Alpine Networking Solutions 297,,005B0000006zLBdIAM,55,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,81
Austin Le,,Best Case,false,Brian Chandler,80,"$4,200,000.00",2.5,11,10,Christensen Display Products,8 - 12,41,"$91,000.00",11,2021-05-29,"$2,900,000.00",2021-04-21,9,true,2021-06-02,Christensen Display Products 298,,,55,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,80
Brian Chandler,,Commit,true,Mary Eng,64,"$3,700,000.00",2.31,9,10,Casey Inc [2543],8 - 12,35,"$74,000.00",8,2021-07-02,"$1,500,000.00",2021-05-18,8,true,2021-06-02,Casey Inc [2543] 299,,005B0000006zLFOIA2,80,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,68
Beth Malone,,Closed,true,Gary Hill,51,"$3,100,000.00",2.8,6,6,Baton Rouge International,4 - 8,23,"$97,000.00",7,2021-05-21,"$1,500,000.00",2021-04-05,4,false,2021-06-02,Baton Rouge International 300,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,50
Patricia Shepard,,Closed,true,Brian Chandler,61,"$3,000,000.00",2.69,12,8,3core Software Corporation,8 - 12,37,"$51,000.00",8,2021-07-15,"$1,500,000.00",2021-06-06,9,false,2021-06-02,3core Software Corporation 301,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Devin Washington,,Commit,true,Brian Chandler,86,"$3,200,000.00",2.27,10,10,Cortez Inc [2182],8 - 12,43,"$91,000.00",12,2020-07-24,"$1,500,000.00",2020-05-16,11,true,2021-06-02,Cortez Inc [2182] 302,,,80,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,85
Ebony Ali,,Best Case,false,Gary Hill,78,"$4,200,000.00",2.5,5,8,Digitron Media   Inc,4 - 8,25,"$26,000.00",5,2020-10-14,"$2,900,000.00",2020-07-16,7,true,2021-06-02,Digitron Media   Inc 303,,,65,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Mary Eng,,Commit,true,,83,"$3,100,000.00",2.82,9,8,DuMonde Solutions,8 - 12,41,"$46,000.00",12,2021-04-15,"$1,500,000.00",2021-02-25,12,false,2021-06-02,DuMonde Solutions 304,,005B0000006zLGfIAM,80,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,81
Jeremiah Ballard,,Pipeline,false,Brian Chandler,88,"$3,150,000.00",2.01,12,12,Constellation Energy,8 - 12,42,"$85,000.00",8,2021-04-26,"$1,500,000.00",2021-02-15,10,false,2021-06-02,Constellation Energy 305,,,60,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,89
Oscar Anthony,,Closed,true,Brian Chandler,64,"$3,350,000.00",2.78,4,8,Carbonite,4 - 8,21,"$50,000.00",4,2020-09-24,"$1,500,000.00",2020-08-23,5,true,2021-06-02,Carbonite 306,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,65
Amy Thomas,,Commit,true,Gary Hill,79,"$4,200,000.00",2.5,9,12,ColdCypress,8 - 12,45,"$41,000.00",12,2020-08-09,"$2,900,000.00",2020-06-20,12,false,2021-06-02,ColdCypress 307,,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,80
Gary Hill,,Closed,true,Mary Eng,51,"$3,900,000.00",2.47,10,12,Creative Training,8 - 12,43,"$51,000.00",12,2020-07-09,"$1,500,000.00",2020-04-18,9,true,2021-06-02,Creative Training 308,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,48
Karen Mccann,,Closed,true,Gary Hill,80,"$4,150,000.00",2.34,6,6,Caskey Achievement Strategies,4 - 8,27,"$64,000.00",7,2021-06-03,"$1,500,000.00",2021-05-01,8,false,2021-06-02,Caskey Achievement Strategies 309,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Rebecca Espinoza,,Commit,false,Gary Hill,84,"$3,050,000.00",2.44,9,8,Educational Housing Services,8 - 12,33,"$36,000.00",8,2020-07-28,"$1,500,000.00",2020-06-21,8,true,2021-06-02,Educational Housing Services 310,,,80,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,86
Elizabeth Lewis,,Pipeline,false,Dean Pierce,69,"$3,350,000.00",2.23,10,8,Dimare Fresh Inc,8 - 12,35,"$80,000.00",9,2021-06-04,"$1,500,000.00",2021-03-31,8,true,2021-06-02,Dimare Fresh Inc 311,,,65,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,66
Kylie Cannon,,Best Case,true,Dean Pierce,75,"$4,200,000.00",2.5,9,12,Cole Inc [1003],8 - 12,45,"$85,000.00",12,2020-07-25,"$2,900,000.00",2020-06-24,12,false,2021-06-02,Cole Inc [1003] 312,,,65,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Amy Johnson,,Closed,true,Gary Hill,65,"$3,250,000.00",2.36,5,8,BeON.com,4 - 8,29,"$94,000.00",8,2021-05-24,"$1,500,000.00",2021-03-24,8,true,2021-06-02,BeON.com 313,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,68
Dean Pierce,,Closed,true,Mary Eng,67,"$3,250,000.00",2.09,8,9,Computercare,8 - 12,37,"$31,000.00",12,2021-06-02,"$1,500,000.00",2021-03-06,8,false,2021-06-02,Computercare 314,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,66
Lucas Baxter,,Commit,false,Brian Chandler,75,"$3,300,000.00",2.19,12,8,Distrigas Of Massachusetts,8 - 12,41,"$50,000.00",12,2020-09-29,"$1,500,000.00",2020-07-27,9,true,2021-06-02,Distrigas Of Massachusetts 315,,,90,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
Karen Mccann,,Commit,true,Gary Hill,87,"$4,200,000.00",2.5,8,8,1st Sales,4 - 8,27,"$38,000.00",4,2021-04-06,"$2,900,000.00",2021-01-13,7,false,2021-06-02,1st Sales 316,,,80,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,87
Gary Hill,,Closed,true,Mary Eng,59,"$4,000,000.00",2.31,8,9,Core Strategies,8 - 12,37,"$50,000.00",8,2020-07-22,"$1,500,000.00",2020-06-05,12,false,2021-06-02,Core Strategies 317,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,60
Jane Martin,,Pipeline,true,Dean Pierce,57,"$4,200,000.00",2.54,9,8,Cortez Inc [1658],8 - 12,37,"$99,000.00",9,2021-06-01,"$1,500,000.00",2021-03-31,11,true,2021-06-02,Cortez Inc [1658] 318,,,65,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Beth Malone,,Closed,true,Gary Hill,78,"$3,050,000.00",2.23,4,6,Concuity,4 - 8,24,"$47,000.00",8,2021-04-24,"$1,500,000.00",2021-03-24,6,true,2021-06-02,Concuity 319,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Erica Fletcher,,Best Case,false,Mary Eng,50,"$4,200,000.00",2.5,5,3,Baldwin &amp; Clarke Advisory Svc,0 - 5,16,"$77,000.00",5,2021-06-23,"$2,900,000.00",2021-05-07,3,false,2021-06-02,Baldwin &amp; Clarke Advisory Svc 320,,005B0000006zLBdIAM,50,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,53
Nicole Bowers,,Commit,true,Dean Pierce,63,"$4,450,000.00",2.11,10,8,Concrete.com,8 - 12,42,"$84,000.00",12,2021-01-18,"$1,500,000.00",2020-12-10,12,false,2021-06-02,Concrete.com 321,,,85,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Amy Johnson,,Closed,true,Gary Hill,82,"$4,200,000.00",2.5,11,11,Barrett Inc [240],8 - 12,42,"$52,000.00",12,2020-10-02,"$2,900,000.00",2020-07-27,8,true,2021-06-02,Barrett Inc [240] 322,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Oscar Anthony,,Pipeline,false,Brian Chandler,60,"$4,450,000.00",2.02,5,5,Contec Corp,4 - 8,24,"$48,000.00",6,2021-04-03,"$1,500,000.00",2021-02-04,8,false,2021-06-02,Contec Corp 323,,,60,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,62
Devin Washington,,Best Case,true,Brian Chandler,80,"$4,100,000.00",2.12,8,12,EDP Consulting Inc,8 - 12,42,"$83,000.00",11,2020-08-24,"$1,500,000.00",2020-07-04,11,true,2021-06-02,EDP Consulting Inc 324,,,60,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Rebecca Espinoza,,Commit,false,Gary Hill,80,"$3,000,000.00",2.32,11,9,Celanese Chemicals,8 - 12,40,"$97,000.00",10,2021-03-14,"$1,500,000.00",2021-01-12,10,true,2021-06-02,Celanese Chemicals 325,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Kylie Cannon,,Commit,true,Dean Pierce,94,"$4,200,000.00",2.5,4,8,Conner Inc [889],4 - 8,23,"$97,000.00",4,2020-07-15,"$2,900,000.00",2020-05-04,7,false,2021-06-02,Conner Inc [889] 326,,,90,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,96
Patricia Shepard,,Closed,true,Brian Chandler,57,"$3,750,000.00",2.73,8,8,Creative Management Service,8 - 12,39,"$27,000.00",11,2020-10-16,"$1,500,000.00",2020-07-24,12,true,2021-06-02,Creative Management Service 327,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,56
Ebony Ali,,Closed,true,Gary Hill,85,"$3,800,000.00",2.11,9,12,Convergys Corp,8 - 12,37,"$62,000.00",8,2020-09-18,"$1,500,000.00",2020-08-08,8,false,2021-06-02,Convergys Corp 328,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,86
Elizabeth Lewis,,Closed,true,Dean Pierce,75,"$4,450,000.00",2.6,6,7,Fujitsu Computer Products of America,4 - 8,26,"$37,000.00",5,2021-03-15,"$1,500,000.00",2020-12-15,8,true,2021-06-02,Fujitsu Computer Products of America 329,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Amy Thomas,,Best Case,false,Gary Hill,50,"$3,950,000.00",2.72,12,12,Cenquest,8 - 12,45,"$25,000.00",11,2020-09-29,"$1,500,000.00",2020-08-22,10,false,2021-06-02,Cenquest 330,,,55,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Brian Chandler,,Pipeline,true,Mary Eng,56,"$4,200,000.00",2.5,11,9,Alpine Networking Solutions,8 - 12,40,"$69,000.00",12,2021-07-06,"$2,900,000.00",2021-04-29,8,true,2021-06-02,Alpine Networking Solutions 331,,005B0000006zLFOIA2,60,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,53
Lucas Baxter,,Closed,true,Brian Chandler,56,"$3,300,000.00",2.57,7,6,Carlson Inc [2094],4 - 8,21,"$66,000.00",4,2021-03-12,"$1,500,000.00",2020-12-27,4,false,2021-06-02,Carlson Inc [2094] 332,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,56
Mary Eng,,Commit,false,,53,"$3,650,000.00",2.65,11,12,Chabot-Las Positas CCD,8 - 12,42,"$80,000.00",8,2021-04-28,"$1,500,000.00",2021-02-09,11,true,2021-06-02,Chabot-Las Positas CCD 333,,005B0000006zLGfIAM,75,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,50
Dean Pierce,,Closed,true,Mary Eng,61,"$4,000,000.00",2.82,10,10,Centric Group,8 - 12,42,"$35,000.00",11,2020-12-07,"$1,500,000.00",2020-10-27,11,false,2021-06-02,Centric Group 334,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,57
Jeremiah Ballard,,Commit,false,Brian Chandler,82,"$4,200,000.00",2.5,11,9,Directed Electronics,8 - 12,44,"$90,000.00",12,2021-02-17,"$2,900,000.00",2021-01-05,12,true,2021-06-02,Directed Electronics 335,,,85,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,80
Austin Le,,Commit,true,Brian Chandler,77,"$3,500,000.00",2.08,7,6,Credit Control Services,4 - 8,27,"$51,000.00",7,2020-08-12,"$1,500,000.00",2020-05-25,7,false,2021-06-02,Credit Control Services 336,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
