"User.Role.RoleNamesPath","IsAmount","User.Role.ForecastManager.UniqueUserName","User.SmallPhotoUrl","User.UserRoleId","HasAdjustment","User.Role.ParentRole.ForecastManager.UniqueUserName","ForecastingType.MasterLabel","User.Role.ParentRole.DeveloperName","User.Role.DeveloperName","ForecastingType.IsAmount","OwnerId","User.Role.ForecastManager.Name","User.Username","User.Role.Name","User.Role.ForecastManager.ForecastEnabled","User.Role.ParentRole.Name","Period.IsForecastPeriod","ForecastingType.DeveloperName","User.Name","User.Role.RoleNames","User.LastName","Period.Type","Period.EndDate","PeriodId","User.UniqueUserName","ForecastingType.IsActive","User.Role.ParentRoleId","ForecastingTypeId","Period.StartDate","User.Role.ParentRole.ForecastManager.Name","User.Role.Roles","HasOwnerAdjustment","User.ForecastEnabled","Id","ForecastingType.IsQuantity","ForecastCategoryName","User.Role.RolePath","AmountWithoutOwnerAdjustment","AmountWithoutManagerAdjustment","AmountWithoutAdjustments","ForecastAmount"
"Amy Thomas/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAm/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eQIAQ",,"athomas1600302444783@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Amy Thomas","Amy Thomas","Thomas","Month","2019-05-31","026B0000000kC3CIAU","Amy Thomas","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-05-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEGfKAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",88508,88508,88508,88508
"Ebony Ali/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBV/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9ebIAA",,"eali1600302444858@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Ebony Ali","Ebony Ali","Ali","Month","2020-01-31","026B0000000kC3PIAU","Ebony Ali","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-01-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEGgKAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",114811,114811,114811,114811
"Rebecca Espinoza/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBa/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eOIAQ",,"respinoz1600302444760@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Rebecca Espinoza","Gary Hill","Espinoza","Month","2019-01-31","026B0000000kC38IAE","Rebecca Espinoza","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-01-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEGhKAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",173974,173974,173974,173974
"Erica Fletcher/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBz/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ecIAA","Dean Pierce","efletche1600302444866@demo.user","RVP Central","true","VP of Sales","false","OpportunityRevenue","Erica Fletcher","Erica Fletcher","Fletcher","Month","2018-11-30","026B0000000kC4OIAU","Erica Fletcher","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2018-11-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEGiKAM","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",28802,28802,28802,28802
"Amy Johnson/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBp/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eRIAQ",,"ajohnson1600302444789@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Amy Johnson","Amy Johnson","Johnson","Month","2020-08-31","026B0000000kC3WIAU","Amy Johnson","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-08-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEGjKAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",90646,90646,90646,90646
"Erica Fletcher/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBz/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ecIAA","Dean Pierce","efletche1600302444866@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Erica Fletcher","Erica Fletcher","Fletcher","Month","2019-09-30","026B0000000kC3GIAU","Erica Fletcher","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2019-09-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEGkKAM","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",114679,114679,114679,114679
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2020-08-31","026B0000000kC3WIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-08-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEGlKAM","false","Closed","00EB0000000lg9rMAA/00EB0000000lg9lMAA",1588269,1588269,1588269,1588269
"Kylie Cannon/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUC4/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eTIAQ",,"kcannon1600302444804@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Kylie Cannon","Dean Pierce","Cannon","Month","2020-05-31","026B0000000kC3TIAU","Kylie Cannon","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-05-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEGoKAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",313961,313961,313961,313961
"Beth Malone/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBk/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eaIAA",,"bmalone1600302444852@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Beth Malone","Beth Malone","Malone","Month","2020-12-31","026B0000000kC3aIAE","Beth Malone","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-12-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEGqKAM","false","Commit","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",22478,22478,22478,22478
"Elizabeth Lewis/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAw/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eZIAQ",,"elewis1600302444844@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Elizabeth Lewis","Dean Pierce","Lewis","Month","2019-10-31","026B0000000kC3HIAU","Elizabeth Lewis","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-10-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEGrKAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",7500,7500,7500,7500
"Dean Pierce/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ehIAA","Dean Pierce","dpierce1600302444899@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Dean Pierce","Dean Pierce","Pierce","Month","2020-05-31","026B0000000kC3TIAU","Dean Pierce","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-05-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEGsKAM","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",752867,752867,752867,752867
"Rebecca Espinoza/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBa/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eOIAQ",,"respinoz1600302444760@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Rebecca Espinoza","Gary Hill","Espinoza","Month","2020-02-29","026B0000000kC3QIAU","Rebecca Espinoza","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-02-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEGtKAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",816604,816604,816604,816604
"Elizabeth Lewis/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAw/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eZIAQ",,"elewis1600302444844@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Elizabeth Lewis","Dean Pierce","Lewis","Month","2019-11-30","026B0000000kC3IIAU","Elizabeth Lewis","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-11-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEGuKAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",2027093,2027093,2027093,2027093
"Elizabeth Lewis/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAw/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eZIAQ",,"elewis1600302444844@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Elizabeth Lewis","Dean Pierce","Lewis","Month","2020-05-31","026B0000000kC3TIAU","Elizabeth Lewis","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-05-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEGvKAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",88906,88906,88906,88906
"Kylie Cannon/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUC4/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eTIAQ",,"kcannon1600302444804@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Kylie Cannon","Dean Pierce","Cannon","Month","2019-11-30","026B0000000kC3IIAU","Kylie Cannon","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-11-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEGyKAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",375440,375440,375440,375440
"Ebony Ali/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBV/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9ebIAA",,"eali1600302444858@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Ebony Ali","Ebony Ali","Ali","Month","2020-12-31","026B0000000kC3aIAE","Ebony Ali","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-12-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEGzKAM","false","Best Case","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",1415000,1415000,1415000,1415000
"Elizabeth Lewis/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAw/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eZIAQ",,"elewis1600302444844@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Elizabeth Lewis","Dean Pierce","Lewis","Month","2019-02-28","026B0000000kC39IAE","Elizabeth Lewis","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-02-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEH0KAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",940666,940666,940666,940666
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2020-12-31","026B0000000kC3aIAE","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-12-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEH2KAM","false","Best Case","00EB0000000lg9rMAA/00EB0000000lg9lMAA",2362626,2362626,2362626,2362626
"Erica Fletcher/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBz/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ecIAA","Dean Pierce","efletche1600302444866@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Erica Fletcher","Erica Fletcher","Fletcher","Month","2020-02-29","026B0000000kC3QIAU","Erica Fletcher","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-02-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEH3KAM","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",199000,199000,199000,199000
"Dean Pierce/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ehIAA","Dean Pierce","dpierce1600302444899@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Dean Pierce","Dean Pierce","Pierce","Month","2020-12-31","026B0000000kC3aIAE","Dean Pierce","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-12-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEH4KAM","false","Best Case","00EB0000000lg9qMAA/00EB0000000lg9lMAA",1165500,1165500,1165500,1165500
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2020-02-29","026B0000000kC3QIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-02-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEH5KAM","false","Closed","00EB0000000lg9rMAA/00EB0000000lg9lMAA",2419055,2419055,2419055,2419055
"Mary Eng","true","Mary Eng","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue",,"VP_of_Sales","true","005B0000006YzVQIA0","Mary Eng","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Mary Eng","Mary Eng","Eng","Month","2020-12-31","026B0000000kC3aIAE","Mary Eng","true",,"0DbB0000001948lKAA","2020-12-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEH6KAM","false","Best Case","00EB0000000lg9lMAA",5725387,5725387,5725387,5725387
"Lucas Baxter/Brian Chandler/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBB/T","00EB0000000lg9xMAA","false","Brian Chandler","Opportunity Revenue","RVP_East","East_Sales","true","005B0000006s9eUIAQ",,"lbaxter1600302444812@demo.user","East Sales",,"RVP East","true","OpportunityRevenue","Lucas Baxter","Brian Chandler","Baxter","Month","2020-05-31","026B0000000kC3TIAU","Lucas Baxter","true","00EB0000000lg9sMAA","0DbB0000001948lKAA","2020-05-01","Brian Chandler","00EB0000000lg9lMAA","false","true","0G3B0000006lEH7KAM","false","Closed","00EB0000000lg9xMAA/00EB0000000lg9sMAA/00EB0000000lg9lMAA",555450,555450,555450,555450
"Kylie Cannon/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUC4/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eTIAQ",,"kcannon1600302444804@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Kylie Cannon","Dean Pierce","Cannon","Month","2020-11-30","026B0000000kC3ZIAU","Kylie Cannon","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-11-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEHAKA2","false","Best Case","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",864100,864100,864100,864100
"Amy Thomas/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAm/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eQIAQ",,"athomas1600302444783@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Amy Thomas","Amy Thomas","Thomas","Month","2019-09-30","026B0000000kC3GIAU","Amy Thomas","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-09-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEHBKA2","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",14261,14261,14261,14261
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2019-09-30","026B0000000kC3GIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2019-09-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEHCKA2","false","Closed","00EB0000000lg9rMAA/00EB0000000lg9lMAA",749172,749172,749172,749172
"Ebony Ali/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBV/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9ebIAA",,"eali1600302444858@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Ebony Ali","Ebony Ali","Ali","Month","2019-06-30","026B0000000kC3DIAU","Ebony Ali","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-06-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEHDKA2","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",40955,40955,40955,40955
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2019-06-30","026B0000000kC3DIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2019-06-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEHFKA2","false","Closed","00EB0000000lg9rMAA/00EB0000000lg9lMAA",594692,594692,594692,594692
"Dean Pierce/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ehIAA","Dean Pierce","dpierce1600302444899@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Dean Pierce","Dean Pierce","Pierce","Month","2019-03-31","026B0000000kC3AIAU","Dean Pierce","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2019-03-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEHGKA2","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",760271,760271,760271,760271
"Mary Eng","true","Mary Eng","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue",,"VP_of_Sales","true","005B0000006YzVQIA0","Mary Eng","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Mary Eng","Mary Eng","Eng","Month","2019-03-31","026B0000000kC3AIAU","Mary Eng","true",,"0DbB0000001948lKAA","2019-03-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEHHKA2","false","Closed","00EB0000000lg9lMAA",2541412,2541412,2541412,2541412
"Kylie Cannon/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUC4/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eTIAQ",,"kcannon1600302444804@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Kylie Cannon","Dean Pierce","Cannon","Month","2020-08-31","026B0000000kC3WIAU","Kylie Cannon","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-08-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEHIKA2","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",258796,258796,258796,258796
"Dean Pierce/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ehIAA","Dean Pierce","dpierce1600302444899@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Dean Pierce","Dean Pierce","Pierce","Month","2020-08-31","026B0000000kC3WIAU","Dean Pierce","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-08-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEHJKA2","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",919720,919720,919720,919720
"Mary Eng","true","Mary Eng","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue",,"VP_of_Sales","true","005B0000006YzVQIA0","Mary Eng","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Mary Eng","Mary Eng","Eng","Month","2020-08-31","026B0000000kC3WIAU","Mary Eng","true",,"0DbB0000001948lKAA","2020-08-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEHKKA2","false","Closed","00EB0000000lg9lMAA",3815572,3815572,3815572,3815572
"Amy Thomas/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAm/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eQIAQ",,"athomas1600302444783@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Amy Thomas","Amy Thomas","Thomas","Month","2020-02-29","026B0000000kC3QIAU","Amy Thomas","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-02-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEHNKA2","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",254950,254950,254950,254950
"Amy Thomas/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAm/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eQIAQ",,"athomas1600302444783@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Amy Thomas","Amy Thomas","Thomas","Month","2020-11-30","026B0000000kC3ZIAU","Amy Thomas","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-11-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEHOKA2","false","Best Case","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",996477,996477,996477,996477
"Nicole Bowers/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBu/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eeIAA",,"nbowers1600302444878@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Nicole Bowers","Dean Pierce","Bowers","Month","2020-07-31","026B0000000kC3VIAU","Nicole Bowers","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-07-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEHQKA2","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",159039,159039,159039,159039
"Erica Fletcher/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBz/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ecIAA","Dean Pierce","efletche1600302444866@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Erica Fletcher","Erica Fletcher","Fletcher","Month","2020-11-30","026B0000000kC3ZIAU","Erica Fletcher","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-11-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEHRKA2","false","Commit","00EB0000000lg9qMAA/00EB0000000lg9lMAA",269930,269930,269930,269930
"Amy Johnson/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBp/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eRIAQ",,"ajohnson1600302444789@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Amy Johnson","Amy Johnson","Johnson","Month","2020-11-30","026B0000000kC3ZIAU","Amy Johnson","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-11-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEHSKA2","false","Best Case","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",397948,397948,397948,397948
