SnapshotTextDate,OwnerName,AccountId,SmallPhotoUrl,ForecastCategory,PredictedWinRate,WinRate,Amount,AccountName,CloseDate,CreatedDate,IsClosed,IsWon,LastProcessedDate,Manager,OpportunityName,OpportunityId,OwnerId,PeriodEndDate,PeriodStartDate,Role,SnapshotDate,SnapshotName
2021-06-09,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,76,74,"$607,000.00",Eastman Chemical Company,2021-07-29,2021-06-26,false,true,2021-06-09,Dean Pierce,Eastman Chemical Company 3233,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-05-10,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,52,50,"$586,500.00",Concuity,2021-04-03,2021-03-01,true,false,2021-06-09,Brian Chandler,Concuity 3234,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-04-09,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Closed,80,81,"$701,000.00",Cisco - Cisco Developer Network,2021-05-07,2021-02-22,true,true,2021-06-09,,Cisco - Cisco Developer Network 3235,,005B0000006zLGfIAM,2021-04-19,2021-03-20,VP of Sales,2021-04-09,2 Months Ago
2021-03-12,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,61,63,"$578,000.00",Dominion Marine Media,2021-06-07,2021-03-26,false,false,2021-06-09,Dean Pierce,Dominion Marine Media 3236,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-04-09,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,62,60,"$594,500.00",Acu Comm Inc,2020-11-17,2020-09-13,true,true,2021-06-09,Gary Hill,Acu Comm Inc 3237,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-06-09,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,87,89,"$669,000.00",Centurion Capital Management,2020-08-08,2020-05-23,false,false,2021-06-09,Gary Hill,Centurion Capital Management 3238,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-05-10,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Closed,91,89,"$554,500.00",Cohen Inc [1940],2021-04-25,2021-02-01,true,false,2021-06-09,Mary Eng,Cohen Inc [1940] 3239,,005B0000006zLDrIAM,2021-05-19,2021-04-20,RVP Central,2021-05-10,1 Month Ago
2021-03-12,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,61,57,"$705,000.00",CareerShop,2020-08-05,2020-05-24,false,true,2021-06-09,Brian Chandler,CareerShop 3240,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-06-09,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Best Case,78,76,"$723,500.00",Duke Realty Corporation,2020-08-02,2020-06-30,false,true,2021-06-09,Mary Eng,Duke Realty Corporation 3241,,005B0000006zLFqIAM,2021-06-19,2021-05-20,RVP West,2021-06-09,Today
2021-04-09,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,78,76,"$564,500.00",Corexpand,2021-05-01,2021-03-24,true,false,2021-06-09,Brian Chandler,Corexpand 3242,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-05-10,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Closed,55,56,"$602,500.00",FusionOne,2021-06-26,2021-05-10,false,false,2021-06-09,Mary Eng,FusionOne 3243,,005B0000006zLFOIA2,2021-05-19,2021-04-20,RVP East,2021-05-10,1 Month Ago
2021-03-12,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,86,87,"$715,000.00",Cross Creek Systems,2020-10-24,2020-08-18,true,true,2021-06-09,Gary Hill,Cross Creek Systems 3244,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-03-12,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,58,60,"$512,500.00",Cobham Sensor Systems,2021-07-13,2021-05-21,true,false,2021-06-09,Gary Hill,Cobham Sensor Systems 3245,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-06-09,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,75,75,"$601,500.00",Crown Logic Corp,2021-02-01,2020-12-30,false,true,2021-06-09,Brian Chandler,Crown Logic Corp 3246,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-05-10,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,70,65,"$714,000.00",EFI - Glenn Dev,2020-10-13,2020-08-20,false,false,2021-06-09,Dean Pierce,EFI - Glenn Dev 3247,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-04-09,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,80,79,"$636,500.00",Dimension Data Premier - CO,2020-12-19,2020-10-31,true,true,2021-06-09,Gary Hill,Dimension Data Premier - CO 3248,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-04-09,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,66,65,"$564,000.00",Eastern Technology Corp.,2021-05-31,2021-03-26,true,true,2021-06-09,Brian Chandler,Eastern Technology Corp. 3249,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-03-12,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,65,65,"$744,500.00",Celanese Chemicals,2020-08-29,2020-07-17,false,false,2021-06-09,Dean Pierce,Celanese Chemicals 3250,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-06-09,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,81,80,"$572,000.00",Colorado Springs Utilities,2020-11-07,2020-09-19,true,true,2021-06-09,Brian Chandler,Colorado Springs Utilities 3251,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-05-10,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,75,74,"$628,500.00",Cormac Corporation,2020-11-01,2020-08-05,false,false,2021-06-09,Brian Chandler,Cormac Corporation 3252,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-04-09,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,56,58,"$633,000.00",Bartlett Nuclear,2021-07-23,2021-06-23,true,true,2021-06-09,Gary Hill,Bartlett Nuclear 3253,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-05-10,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,79,77,"$535,500.00",Document Forum The Inc,2021-07-11,2021-06-08,false,false,2021-06-09,Dean Pierce,Document Forum The Inc 3254,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-03-12,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Closed,62,61,"$572,500.00",CompassLearning,2020-09-12,2020-07-02,false,false,2021-06-09,Mary Eng,CompassLearning 3255,,005B0000006zLBdIAM,2021-03-19,2021-02-20,RVP Central,2021-03-12,3 Months Ago
2021-06-09,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,82,80,"$587,000.00",Freeman Inc [502],2021-01-09,2020-11-25,true,true,2021-06-09,Gary Hill,Freeman Inc [502] 3256,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Closed,71,73,"$527,000.00",EaseMD Systems,2020-11-12,2020-08-28,true,true,2021-06-09,,EaseMD Systems 3257,,005B0000006zLGfIAM,2021-03-19,2021-02-20,VP of Sales,2021-03-12,3 Months Ago
2021-04-09,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,78,78,"$609,000.00",3core Software Corporation,2021-05-31,2021-04-23,false,false,2021-06-09,Dean Pierce,3core Software Corporation 3258,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-05-10,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,92,93,"$516,000.00",Fujitsu Ten Corp. Of America,2021-03-16,2020-12-30,false,false,2021-06-09,Dean Pierce,Fujitsu Ten Corp. Of America 3259,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-06-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Closed,68,70,"$637,000.00",BlueStep,2021-05-05,2021-03-04,true,true,2021-06-09,Mary Eng,BlueStep 3260,,005B0000006zLFOIA2,2021-06-19,2021-05-20,RVP East,2021-06-09,Today
2021-05-10,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,69,69,"$610,000.00",Carbonite,2021-04-19,2021-02-06,true,false,2021-06-09,Brian Chandler,Carbonite 3261,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-06-09,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,72,73,"$522,000.00",Com  Link Inc,2021-04-12,2021-02-14,false,true,2021-06-09,Brian Chandler,Com  Link Inc 3262,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-04-09,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,81,80,"$716,500.00",CoVisible Solutions   Inc,2021-05-18,2021-03-27,true,true,2021-06-09,Dean Pierce,CoVisible Solutions   Inc 3263,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-03-12,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,70,64,"$585,000.00",CrownPeak Technology,2021-07-14,2021-04-25,false,false,2021-06-09,Brian Chandler,CrownPeak Technology 3264,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-03-12,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,73,74,"$739,000.00",ENMR Plateau Telecom - Main,2020-12-09,2020-09-30,false,false,2021-06-09,Gary Hill,ENMR Plateau Telecom - Main 3265,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-05-10,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,50,53,"$632,500.00",CashFlowSystems,2021-05-18,2021-02-17,true,true,2021-06-09,Gary Hill,CashFlowSystems 3266,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-06-09,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,50,49,"$526,500.00",EDS  Trans Alliance,2020-08-06,2020-06-03,false,true,2021-06-09,Gary Hill,EDS  Trans Alliance 3267,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-04-09,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,65,65,"$562,000.00",Compulan,2020-07-28,2020-05-30,true,false,2021-06-09,Brian Chandler,Compulan 3268,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-05-10,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,79,81,"$669,500.00",Cpa2Biz Inc,2021-03-01,2020-12-31,true,false,2021-06-09,Brian Chandler,Cpa2Biz Inc 3269,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-04-09,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Pipeline,81,83,"$722,500.00",EHMI,2021-07-03,2021-04-17,false,true,2021-06-09,Mary Eng,EHMI 3270,,005B0000006zLDrIAM,2021-04-19,2021-03-20,RVP Central,2021-04-09,2 Months Ago
2021-06-09,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,75,75,"$604,500.00",Eberhard Systems,2020-08-10,2020-06-19,true,true,2021-06-09,Gary Hill,Eberhard Systems 3271,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,50,49,"$526,500.00",Context,2021-04-18,2021-03-06,false,false,2021-06-09,Brian Chandler,Context 3272,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-06-09,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,50,53,"$631,000.00",Digital Office Products,2021-01-25,2020-11-10,false,false,2021-06-09,Mary Eng,Digital Office Products 3273,,005B0000006zLFqIAM,2021-06-19,2021-05-20,RVP West,2021-06-09,Today
2021-04-09,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,71,71,"$649,000.00",Codman Group,2021-07-19,2021-06-09,true,true,2021-06-09,Gary Hill,Codman Group 3274,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-05-10,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Pipeline,52,48,"$600,000.00",Cattron Group International,2021-07-13,2021-04-19,true,false,2021-06-09,Mary Eng,Cattron Group International 3275,,005B0000006zLBdIAM,2021-05-19,2021-04-20,RVP Central,2021-05-10,1 Month Ago
2021-03-12,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,53,54,"$690,000.00",Computer Market Source,2021-07-01,2021-04-10,false,true,2021-06-09,Dean Pierce,Computer Market Source 3276,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-05-10,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,82,84,"$716,000.00",Cargill,2020-11-03,2020-09-06,false,true,2021-06-09,Gary Hill,Cargill 3277,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-06-09,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Commit,66,67,"$586,500.00","Covington Wireless, Inc",2020-09-01,2020-07-13,true,false,2021-06-09,Mary Eng,"Covington Wireless, Inc 3278",,005B0000006zLDrIAM,2021-06-19,2021-05-20,RVP Central,2021-06-09,Today
2021-04-09,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,74,74,"$667,000.00","Dime Community Bancshares, Inc",2021-02-18,2020-11-24,true,true,2021-06-09,Gary Hill,"Dime Community Bancshares, Inc 3279",,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-03-12,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,91,93,"$543,000.00",Boone Inc [775],2020-09-01,2020-06-26,false,false,2021-06-09,Brian Chandler,Boone Inc [775] 3280,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-05-10,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,73,72,"$738,000.00",El Paso Electric Company,2020-10-09,2020-08-30,true,true,2021-06-09,Brian Chandler,El Paso Electric Company 3281,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-03-12,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,54,50,"$735,500.00",CreativeQualitative,2021-05-15,2021-04-09,false,false,2021-06-09,Mary Eng,CreativeQualitative 3282,,005B0000006zLFqIAM,2021-03-19,2021-02-20,RVP West,2021-03-12,3 Months Ago
2021-04-09,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,57,59,"$749,000.00",DoveBid,2021-05-02,2021-02-12,true,true,2021-06-09,Dean Pierce,DoveBid 3283,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-06-09,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,60,60,"$663,000.00",Barrett Inc [353],2021-04-19,2021-02-28,false,false,2021-06-09,Dean Pierce,Barrett Inc [353] 3284,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-03-12,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Closed,62,61,"$547,000.00",Cree,2021-04-22,2021-03-14,true,false,2021-06-09,,Cree 3285,,005B0000006zLGfIAM,2021-03-19,2021-02-20,VP of Sales,2021-03-12,3 Months Ago
2021-05-10,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,86,85,"$539,500.00",Cofuture,2021-05-13,2021-03-13,false,true,2021-06-09,Brian Chandler,Cofuture 3286,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-06-09,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,72,73,"$635,000.00",Corporatech,2020-09-30,2020-08-29,false,true,2021-06-09,Brian Chandler,Corporatech 3287,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-04-09,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,71,69,"$670,500.00",ConnectInc.com,2021-03-11,2020-12-18,true,false,2021-06-09,Dean Pierce,ConnectInc.com 3288,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-04-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Pipeline,86,85,"$595,000.00",Edison International,2021-01-02,2020-11-26,false,true,2021-06-09,Mary Eng,Edison International 3289,,005B0000006zLFOIA2,2021-04-19,2021-03-20,RVP East,2021-04-09,2 Months Ago
2021-05-10,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,55,53,"$515,000.00",EML Incorporated,2021-03-03,2020-12-16,true,false,2021-06-09,Dean Pierce,EML Incorporated 3290,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-06-09,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,61,56,"$530,500.00",Cobb Inc [752],2020-08-29,2020-07-13,true,false,2021-06-09,Gary Hill,Cobb Inc [752] 3291,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,60,59,"$555,500.00",Contracting Technology Pro,2021-01-27,2020-11-13,false,true,2021-06-09,Brian Chandler,Contracting Technology Pro 3292,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-03-12,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Best Case,71,69,"$589,000.00",Fujitsu Computer Products of America,2021-05-10,2021-02-22,false,true,2021-06-09,Mary Eng,Fujitsu Computer Products of America 3293,,005B0000006zLBdIAM,2021-03-19,2021-02-20,RVP Central,2021-03-12,3 Months Ago
2021-06-09,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,62,65,"$591,500.00",Congoleum Corporation,2020-08-10,2020-07-01,true,false,2021-06-09,Brian Chandler,Congoleum Corporation 3294,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-05-10,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,53,54,"$711,000.00",CarrierPoint,2021-07-16,2021-05-17,true,false,2021-06-09,Gary Hill,CarrierPoint 3295,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-04-09,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,85,82,"$644,000.00",Fuller Inc [149],2021-06-24,2021-04-16,false,true,2021-06-09,Gary Hill,Fuller Inc [149] 3296,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-04-09,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,75,78,"$512,000.00",Eagle Investment Systems Corporation,2021-03-04,2020-12-15,true,true,2021-06-09,Gary Hill,Eagle Investment Systems Corporation 3297,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-05-10,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,80,83,"$553,500.00",Cohen Inc [2527],2021-02-08,2021-01-05,false,false,2021-06-09,Gary Hill,Cohen Inc [2527] 3298,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-03-12,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,54,50,"$567,500.00",Creative Digital Group,2020-10-07,2020-07-26,false,false,2021-06-09,Brian Chandler,Creative Digital Group 3299,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-06-09,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,55,52,"$557,000.00",Carolina Biological Supply Co.,2021-02-28,2021-01-04,true,true,2021-06-09,Gary Hill,Carolina Biological Supply Co. 3300,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-06-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Closed,79,76,"$687,500.00",ESSI,2021-05-25,2021-03-25,true,false,2021-06-09,Mary Eng,ESSI 3301,,005B0000006zLFOIA2,2021-06-19,2021-05-20,RVP East,2021-06-09,Today
2021-05-10,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Closed,87,88,"$566,000.00",Acrosonic.Com Internet Bus,2020-09-13,2020-06-28,false,true,2021-06-09,Mary Eng,Acrosonic.Com Internet Bus 3302,,005B0000006zLBdIAM,2021-05-19,2021-04-20,RVP Central,2021-05-10,1 Month Ago
2021-04-09,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,51,49,"$649,000.00",Futron,2021-05-10,2021-03-06,false,false,2021-06-09,Brian Chandler,Futron 3303,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-03-12,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Best Case,51,52,"$684,500.00",French Inc [883],2021-05-26,2021-03-04,true,true,2021-06-09,Mary Eng,French Inc [883] 3304,,005B0000006zLFqIAM,2021-03-19,2021-02-20,RVP West,2021-03-12,3 Months Ago
2021-04-09,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,77,76,"$598,500.00",Christensen Display Products,2020-07-24,2020-05-03,false,true,2021-06-09,Gary Hill,Christensen Display Products 3305,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-05-10,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,70,74,"$514,500.00",Convergence Data,2021-03-12,2021-01-13,true,false,2021-06-09,Brian Chandler,Convergence Data 3306,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-03-12,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,95,97,"$620,000.00",Digital Engraving,2021-07-15,2021-04-27,false,false,2021-06-09,Brian Chandler,Digital Engraving 3307,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-06-09,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,86,87,"$610,000.00",Bayer Corporation,2021-01-08,2020-11-28,true,true,2021-06-09,Dean Pierce,Bayer Corporation 3308,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-03-12,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,55,57,"$715,000.00",Craig Inc [634],2021-05-06,2021-03-11,true,false,2021-06-09,Dean Pierce,Craig Inc [634] 3309,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-06-09,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,72,73,"$661,000.00",Digitron Media   Inc,2021-05-08,2021-03-29,false,true,2021-06-09,Gary Hill,Digitron Media   Inc 3310,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-05-10,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Closed,79,82,"$707,500.00",EPL,2021-03-26,2021-01-17,false,true,2021-06-09,,EPL 3311,,005B0000006zLGfIAM,2021-05-19,2021-04-20,VP of Sales,2021-05-10,1 Month Ago
2021-04-09,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,77,74,"$500,000.00",Computer Extension Professionals,2020-07-23,2020-06-04,true,false,2021-06-09,Dean Pierce,Computer Extension Professionals 3312,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-05-10,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,50,53,"$549,000.00",Fund For Global Awakening,2021-07-11,2021-06-11,false,false,2021-06-09,Dean Pierce,Fund For Global Awakening 3313,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-04-09,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,69,72,"$672,000.00",Freeport-McMoran Copper and Gold,2021-01-19,2020-11-23,true,true,2021-06-09,Brian Chandler,Freeport-McMoran Copper and Gold 3314,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-06-09,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,73,76,"$519,000.00",Computer Plus Ctr Inc,2020-09-22,2020-07-12,false,false,2021-06-09,Gary Hill,Computer Plus Ctr Inc 3315,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,59,55,"$608,500.00",Distribution Data Inc,2021-02-07,2021-01-07,true,true,2021-06-09,Gary Hill,Distribution Data Inc 3316,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-04-09,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Best Case,54,57,"$597,500.00",Catalog.com,2021-07-31,2021-05-15,false,false,2021-06-09,Mary Eng,Catalog.com 3317,,005B0000006zLDrIAM,2021-04-19,2021-03-20,RVP Central,2021-04-09,2 Months Ago
2021-05-10,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,84,85,"$642,000.00",Concord Industries Inc,2021-06-14,2021-03-23,true,true,2021-06-09,Brian Chandler,Concord Industries Inc 3318,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-03-12,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,67,70,"$614,500.00",CommerceFlow,2021-07-07,2021-05-11,true,true,2021-06-09,Gary Hill,CommerceFlow 3319,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-06-09,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,72,72,"$713,000.00",Bound To Stay Bound Books Inc,2020-10-13,2020-08-26,false,false,2021-06-09,Mary Eng,Bound To Stay Bound Books Inc 3320,,005B0000006zLFqIAM,2021-06-19,2021-05-20,RVP West,2021-06-09,Today
