"SnapshotTextDate","User.Role.RoleNamesPath","IsAmount","User.Role.ForecastManager.UniqueUserName","User.SmallPhotoUrl","User.UserRoleId","HasAdjustment","User.Role.ParentRole.ForecastManager.UniqueUserName","ForecastingType.MasterLabel","SnapshotDate","User.Role.ParentRole.DeveloperName","User.Role.DeveloperName","ForecastingType.IsAmount","OwnerId","User.Role.ForecastManager.Name","User.Username","User.Role.Name","User.Role.ForecastManager.ForecastEnabled","User.Role.ParentRole.Name","Period.IsForecastPeriod","ForecastingType.DeveloperName","User.Name","User.Role.RoleNames","User.LastName","Period.Type","CustomSnapshotFilter","Period.EndDate","PeriodId","User.UniqueUserName","ForecastingType.IsActive","User.Role.ParentRoleId","ForecastingTypeId","Period.StartDate","User.Role.ParentRole.ForecastManager.Name","User.Role.Roles","HasOwnerAdjustment","User.ForecastEnabled","Id","ForecastingType.IsQuantity","ForecastCategoryName","User.Role.RolePath","AmountWithoutOwnerAdjustment","AmountWithoutManagerAdjustment","AmountWithoutAdjustments","ForecastAmount"
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2019-05-31","026B0000000kC3CIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2019-05-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEDaKAM","false","Closed","00EB0000000lg9lMAA",9719606,9719606,9719606,9719606
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-10-31","026B0000000kC3YIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-10-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEC5KAM","false","Best Case","00EB0000000lg9lMAA",1630805,1630805,1630805,1630805
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-10-31","026B0000000kC3YIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-10-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEC4KAM","false","Pipeline","00EB0000000lg9lMAA",270484,270484,270484,270484
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-10-31","026B0000000kC3YIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-10-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEC3KAM","false","Commit","00EB0000000lg9lMAA",1172620,1172620,1172620,1172620
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-04-30","026B0000000kC3SIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-04-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBlKAM","false","Pipeline","00EB0000000lg9lMAA",17482173,17482173,17482173,17482173
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-04-30","026B0000000kC3SIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-04-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBkKAM","false","Best Case","00EB0000000lg9lMAA",1015755,1015755,1015755,1015755
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-04-30","026B0000000kC3SIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-04-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBjKAM","false","Commit","00EB0000000lg9lMAA",1093958,1093958,1093958,1093958
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2019-12-31","026B0000000kC3JIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2019-12-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lECNKA2","false","Closed","00EB0000000lg9lMAA",9721372,9721372,9721372,9721372
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-09-30","026B0000000kC3XIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-09-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEDkKAM","false","Pipeline","00EB0000000lg9lMAA",6088105,6088105,6088105,6088105
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-01-31","026B0000000kC3PIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-01-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lECrKAM","false","Closed","00EB0000000lg9lMAA",6841679,6841679,6841679,6841679
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2019-11-30","026B0000000kC3IIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2019-11-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBtKAM","false","Closed","00EB0000000lg9lMAA",14552403,14552403,14552403,14552403
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"false","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2018-11-30","026B0000000kC4OIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2018-11-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lED1KAM","false","Closed","00EB0000000lg9lMAA",7179391,7179391,7179391,7179391
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2019-01-31","026B0000000kC38IAE","Amartya Sen","true",,"0DbB0000001948lKAA","2019-01-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lECcKAM","false","Closed","00EB0000000lg9lMAA",17442416,17442416,17442416,17442416
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-03-31","026B0000000kC3RIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-03-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBhKAM","false","Closed","00EB0000000lg9lMAA",983321,983321,983321,983321
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-03-31","026B0000000kC3RIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-03-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBgKAM","false","Pipeline","00EB0000000lg9lMAA",20437599,20437599,20437599,20437599
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-03-31","026B0000000kC3RIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-03-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBfKAM","false","Commit","00EB0000000lg9lMAA",371680,371680,371680,371680
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-03-31","026B0000000kC3RIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-03-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBeKAM","false","Best Case","00EB0000000lg9lMAA",925402,925402,925402,925402
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-11-30","026B0000000kC3ZIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-11-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lECSKA2","false","Pipeline","00EB0000000lg9lMAA",466132,466132,466132,466132
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2019-09-30","026B0000000kC3GIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2019-09-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lECwKAM","false","Closed","00EB0000000lg9lMAA",10295769,10295769,10295769,10295769
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2019-10-31","026B0000000kC3HIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2019-10-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEByKAM","false","Closed","00EB0000000lg9lMAA",18027314,18027314,18027314,18027314
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-08-31","026B0000000kC3WIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-08-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lECJKA2","false","Best Case","00EB0000000lg9lMAA",492178,492178,492178,492178
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-08-31","026B0000000kC3WIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-08-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lECIKA2","false","Pipeline","00EB0000000lg9lMAA",7985427,7985427,7985427,7985427
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2020-02-29","026B0000000kC3QIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2020-02-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEAIKA2","false","Closed","00EB0000000lg9lMAA",14856481,14856481,14856481,14856481
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2019-06-30","026B0000000kC3DIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2019-06-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEDQKA2","false","Closed","00EB0000000lg9lMAA",14611035,14611035,14611035,14611035
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"false","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2018-10-31","026B0000000kC4NIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2018-10-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEC8KAM","false","Closed","00EB0000000lg9lMAA",3076517,3076517,3076517,3076517
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2019-04-30","026B0000000kC3BIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2019-04-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBoKAM","false","Closed","00EB0000000lg9lMAA",16869550,16869550,16869550,16869550
"2020-09-17","Amartya Sen","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVLIA0","Arya Stark","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","true",,"false","OpportunityRevenue","Amartya Sen","Amartya Sen","Sen","Month","true","2018-09-30","026B0000000kC4MIAU","Amartya Sen","true",,"0DbB0000001948lKAA","2018-09-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEDVKA2","false","Closed","00EB0000000lg9lMAA",7334080,7334080,7334080,7334080
"2020-09-17","Arya Stark","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVQIA0","Arya Stark","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"false","OpportunityRevenue","Arya Stark","Arya Stark","Stark","Month","true","2018-12-31","026B0000000kC4PIAU","Arya Stark","true",,"0DbB0000001948lKAA","2018-12-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEA7KAM","false","Closed","00EB0000000lg9lMAA",3109201,3109201,3109201,3109201
"2020-09-17","Arya Stark","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVQIA0","Arya Stark","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Arya Stark","Arya Stark","Stark","Month","true","2019-12-31","026B0000000kC3JIAU","Arya Stark","true",,"0DbB0000001948lKAA","2019-12-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEARKA2","false","Closed","00EB0000000lg9lMAA",3253256,3253256,3253256,3253256
"2020-09-17","Dean Pierce/Arya Stark","true","Dean Pierce","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9qMAA","false","Arya Stark","Opportunity Revenue","2020-09-17","VP_of_Sales","RVP_Central","true","005B0000006s9ehIAA","Dean Pierce","dpierce1600302444899@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Dean Pierce","Arya Stark","Pierce","Month","true","2020-02-29","026B0000000kC3QIAU","Dean Pierce","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-02-01","Arya Stark","00EB0000000lg9lMAA","false","true","0G3B0000006lEBGKA2","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",4408317,4408317,4408317,4408317
"2020-09-17","Arya Stark","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVQIA0","Arya Stark","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Arya Stark","Arya Stark","Stark","Month","true","2020-02-29","026B0000000kC3QIAU","Arya Stark","true",,"0DbB0000001948lKAA","2020-02-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEBHKA2","false","Closed","00EB0000000lg9lMAA",8414008,8414008,8414008,8414008
"2020-09-17","Arya Stark","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVQIA0","Arya Stark","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Arya Stark","Arya Stark","Stark","Month","true","2020-05-31","026B0000000kC3TIAU","Arya Stark","true",,"0DbB0000001948lKAA","2020-05-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEJoKAM","false","Closed","00EB0000000lg9lMAA",4440878,4440878,4440878,4440878
"2020-09-17","Arya Stark","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVQIA0","Arya Stark","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Arya Stark","Arya Stark","Stark","Month","true","2020-05-31","026B0000000kC3TIAU","Arya Stark","true",,"0DbB0000001948lKAA","2020-05-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEEBKA2","false","Pipeline","00EB0000000lg9lMAA",2635984,2635984,2635984,2635984
"2020-09-17","Arya Stark","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVQIA0","Arya Stark","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Arya Stark","Arya Stark","Stark","Month","true","2020-05-31","026B0000000kC3TIAU","Arya Stark","true",,"0DbB0000001948lKAA","2020-05-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lEA2KAM","false","Commit","00EB0000000lg9lMAA",1773163,1773163,1773163,1773163
"2020-09-17","Dean Pierce/Arya Stark","true","Dean Pierce","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9qMAA","false","Arya Stark","Opportunity Revenue","2020-09-17","VP_of_Sales","RVP_Central","true","005B0000006s9ehIAA","Dean Pierce","dpierce1600302444899@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Dean Pierce","Arya Stark","Pierce","Month","true","2020-04-30","026B0000000kC3SIAU","Dean Pierce","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-04-01","Arya Stark","00EB0000000lg9lMAA","false","true","0G3B0000006lEKpKAM","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",301557,301557,301557,301557
"2020-09-17","Dean Pierce/Arya Stark","true","Dean Pierce","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9qMAA","false","Arya Stark","Opportunity Revenue","2020-09-17","VP_of_Sales","RVP_Central","true","005B0000006s9ehIAA","Dean Pierce","dpierce1600302444899@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Dean Pierce","Arya Stark","Pierce","Month","true","2020-04-30","026B0000000kC3SIAU","Dean Pierce","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-04-01","Arya Stark","00EB0000000lg9lMAA","false","true","0G3B0000006lEDHKA2","false","Pipeline","00EB0000000lg9qMAA/00EB0000000lg9lMAA",2049361,2049361,2049361,2049361
"2020-09-17","Arya Stark","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVQIA0","Arya Stark","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Arya Stark","Arya Stark","Stark","Month","true","2019-09-30","026B0000000kC3GIAU","Arya Stark","true",,"0DbB0000001948lKAA","2019-09-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lE9xKAE","false","Closed","00EB0000000lg9lMAA",4936943,4936943,4936943,4936943
"2020-09-17","Arya Stark","true","Arya Stark","https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue","2020-09-17",,"VP_of_Sales","true","005B0000006YzVQIA0","Arya Stark","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Arya Stark","Arya Stark","Stark","Month","true","2019-08-31","026B0000000kC3FIAU","Arya Stark","true",,"0DbB0000001948lKAA","2019-08-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lE9nKAE","false","Closed","00EB0000000lg9lMAA",6360937,6360937,6360937,6360937
