"Opportunity.Owner.UniqueUserName","Account.Owner.Role.RolePath","Account.LastReferencedDate","Account.Owner.UniqueUserName","Opportunity.IsWon","Quote.SBQQ__Status__c","Quote.SBQQ__Primary__c","Owner.Role.ParentRole.Name","Quote.SBQQ__SalesRep__c","Account.SBQQ__AssetQuantitiesCombined__c","Opportunity.SBQQ__Renewal__c","Account.BillingPostalCode","Owner.Username","Account.SBQQ__PriceHoldEnd__c","Quote.SBQQ__BillingPostalCode__c","Quote.SBQQ__ContractingMethod__c","Opportunity.SBQQ__Contracted__c","IsDeleted","StatusPreviousValue","Account.SBQQ__RenewalPricingMethod__c","Opportunity.Owner.Name","Owner.Role.RolePath","Quote.SBQQ__EmailTemplateId__c","Quote.SBQQ__ShippingName__c","Approvals.SubmittedBy.UniqueUserName","Quote.LastReferencedDate","Account.SBQQ__CoTermedContractsCombined__c","Quote.SBQQ__LineItemsGrouped__c","Account.BillingGeocodeAccuracy","Account.BillingCountry","Opportunity.LastModifiedDate","Quote.SBQQ__BillingCountry__c","Id","Quote.SBQQ__QuoteProcessId__c","Quote.LastViewedDate","Account.LastActivityDate","Owner.Role.RoleNames","Owner.UniqueUserName","Quote.SBQQ__ExpirationDate__c","Owner.FullPhotoUrl","Quote.SBQQ__QuoteTemplateId__c","Quote.SBQQ__ShippingState__c","Account.Id","Opportunity.LastActivityDate","Quote.SBQQ__ShippingPostalCode__c","Opportunity.Owner.Role.Name","Quote.SBQQ__ShippingCountry__c","Account.BillingCity","Opportunity.SBQQ__QuotePricebookId__c","Quote.SBQQ__Ordered__c","Opportunity.HasOpenActivity","ParentId","Opportunity.Name","Owner.Name","Opportunity.CloseDate","Quote.SBQQ__EndDate__c","Account.BillingState","Account.LastViewedDate","Account.Owner.Name","Opportunity.HasOverdueTask","Quote.SBQQ__FirstSegmentTermEndDate__c","Quote.SBQQ__Introduction__c","Quote.SBQQ__WatermarkShown__c","Account.SBQQ__ContractCoTermination__c","Approvals.Approver.UniqueUserName","Opportunity.CreatedDate","Quote.LastActivityDate","Quote.SBQQ__Key__c","Quote.SBQQ__GenerateContractedPrice__c","Quote.SBQQ__BillingName__c","Quote.SBQQ__ShippingStreet__c","Quote.SBQQ__ShippingCity__c","Quote.Id","Opportunity.SBQQ__CreateContractedPrices__c","Quote.Name","OldValue","Account.ShippingCountry","Opportunity.SBQQ__Ordered__c","Quote.SBQQ__DocumentStatus__c","Quote.SBQQ__PricebookId__c","Quote.IsDeleted","Owner.Role.Hierarchy_RoleNames","CreatedById","Opportunity.Owner.Role.RolePath","Account.ShippingCity","Owner.Role.Name","Account.Owner.Role.Roles","Opportunity.LastReferencedDate","Opportunity.StageName","Owner.Role.DeveloperName","Account.CreatedDate","Owner.Role.RoleNamesPath","Opportunity.Owner.Role.ParentRoleId","Account.SBQQ__CoTerminationEvent__c","Quote.LastModifiedDate","Quote.SBQQ__Opportunity2__c","Quote.SBQQ__BillingCity__c","Opportunity.Id","Opportunity.IsClosed","Quote.SBQQ__Notes__c","Quote.SBQQ__LineItemsPrinted__c","CreatedDate","NewValue","StatusValue","Opportunity.AccountId","Account.SBQQ__RenewalModel__c","Quote.SBQQ__BillingStreet__c","Account.ShippingState","Quote.SBQQ__DeliveryMethod__c","Quote.SBQQ__StartDate__c","Account.Owner.Role.Name","Opportunity.ForecastCategoryName","Account.ShippingGeocodeAccuracy","Owner.SmallPhotoUrl","Owner.Role.ParentRoleId","NextCreatedDate","Field","Account.SBQQ__PreserveBundle__c","Quote.SBQQ__PaymentTerms__c","Quote.SBQQ__BillingState__c","Opportunity.ForecastCategory","Account.PhotoUrl","Opportunity.LastViewedDate","Opportunity.Owner.Role.Roles","Owner.UserRoleId","Quote.CreatedDate","Quote.SBQQ__Type__c","Account.Owner.Role.ParentRoleId","Quote.SBQQ__BillingFrequency__c","Account.BillingStreet","Account.ShippingStreet","Owner.Role.Roles","Owner.Role.ParentRole.DeveloperName","Account.ShippingPostalCode","Account.LastModifiedDate","Account.Name","Account.SBQQ__IgnoreParentContractedPrices__c","Account.ShippingLongitude","Account.BillingLatitude","TimePerStatus","Quote.SBQQ__PartnerDiscount__c","Quote.SBQQ__RegularAmount__c","Quote.SBQQ__DistributorDiscount__c","Quote.SBQQ__DaysQuoteOpen__c","Quote.SBQQ__LineItemCount__c","Opportunity.Probability","Quote.SBQQ__TargetCustomerAmount__c","Quote.SBQQ__NetAmount__c","Account.BillingLongitude","Quote.SBQQ__TotalCustomerDiscountAmount__c","Quote.SBQQ__CustomerAmount__c","Quote.SBQQ__AdditionalDiscountAmount__c","Quote.SBQQ__AveragePartnerDiscount__c","Quote.SBQQ__AverageCustomerDiscount__c","Quote.SBQQ__SubscriptionTerm__c","Quote.SBQQ__ListAmount__c","Quote.SBQQ__CustomerDiscount__c","Account.ShippingLatitude","Quote.SBQQ__MarkupRate__c","Opportunity.Amount"
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Same","Chris Robison",,,"Halftime Productions",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OUMIA2",,,,,"Chris Robison","2018-02-28","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9xFIAS",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7WeIAK","Good Deal","Chris Robison","2018-07-06",,"NC",,"Chris Robison","false",,"Greetings Halftime Productions ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a resu","true","Prompt",,"2018-02-21T22:09:43.000Z",,,,"Halftime Productions","10600 Hanarry Court","Raleigh","a2dB0000000B7WeIAK","false","Q-00770",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-02-21T22:08:42.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6LlIAK","Apex","006B0000004P6LlIAK","true",,"true","2018-02-21T22:09:54.000Z",,"Draft","001B000000nQ9xFIAS","Contract Based","311 Cameron Glen Drive","NC",,"2018-03-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","Halftime Productions","false",0,0,11584206,0,438688,0,20,18,100,0,438688,0,0.15,438688,0,0,0,12,438688.15,0,0,0,438688
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Same","Chris Robison",,,"Shiny Objects, Inc.",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OUNIA2",,,,,"Chris Robison","2018-02-27","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQA0RIAW",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7VgIAK","First Purchase","Chris Robison","2018-01-18",,"NC",,"Chris Robison","false",,"Greetings Dan Auerbach,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ","true","Prompt",,"2018-02-20T20:08:44.000Z",,,,"Shiny Objects, Inc.","10600 Hanarry Court","Raleigh","a2dB0000000B7VgIAK","false","Q-00710",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-02-20T20:02:38.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6KpIAK","Apex","006B0000004P6KpIAK","true",,"true","2018-02-20T20:09:09.000Z",,"Draft","001B000000nQA0RIAW","Contract Based","311 Cameron Glen Drive","NC",,"2018-03-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:38.000Z","Shiny Objects, Inc.","false",0,0,-2923749,0,438688,0,20,18,100,0,438688,0,0.15,438688,0,0,0,12,438688.15,0,0,0,438688
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Mercy Healthcare",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OUOIA2",,,,,"Chris Robison","2018-01-17","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9xTIAS",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7X3IAK","First Purchase","Chris Robison","2018-11-28",,"NC",,"Chris Robison","false",,"Greetings Tim Taylor,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Prompt",,"2018-01-11T01:23:01.000Z",,,,"Mercy Healthcare","10600 Hanarry Court","Raleigh","a2dB0000000B7X3IAK","false","Q-00795",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-11T01:20:14.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6KuIAK","Apex","006B0000004P6KuIAK","true",,"true","2018-01-11T01:23:34.000Z",,"Draft","001B000000nQ9xTIAS","Contract Based","311 Cameron Glen Drive","NC",,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","Mercy Healthcare","false",0,0,27729386,0,438688,0,20,18,100,0,434248,0,4440.15,434248,4440,0,1,12,438688.15,0,0,0,434248
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Same","Chris Robison",,,"Great Dancing, Inc.",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OUPIA2",,,,,"Chris Robison","2018-02-27","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9y3IAC",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7VhIAK","Suite Deal","Chris Robison","2018-02-26",,"NC",,"Chris Robison","false",,"Greetings Great Dancing, Inc. ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a resul","true","Prompt",,"2018-02-20T22:21:20.000Z",,,,"Great Dancing, Inc.","10600 Hanarry Court","Raleigh","a2dB0000000B7VhIAK","false","Q-00711",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-02-20T22:18:01.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MKIA0","Apex","006B0000004P6MKIA0","true",,"true","2018-02-20T22:21:36.000Z",,"Draft","001B000000nQ9y3IAC","Contract Based","311 Cameron Glen Drive","NC",,"2018-03-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","Great Dancing, Inc.","false",0,0,437904,0,438688,0,20,18,100,0,438688,0,0.15,438688,0,0,0,12,438688.15,0,0,0,438688
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Driver 8, Inc.",,,"true","false",,"United States","2018-09-24T16:37:34.000Z","United States","a91B00000008OUQIA2",,,,,"Chris Robison","2018-01-17","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQA0CIAW",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7W2IAK","Amendment for contract #00000204","Chris Robison","2018-12-02","2019-01-31","NC",,"Chris Robison","false",,"Greetings Driver 8, Inc. ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, yo","true","Prompt",,"2018-01-10T20:40:27.000Z",,,,"Driver 8, Inc.","10600 Hanarry Court","Raleigh","a2dB0000000B7W2IAK","false","Q-00732",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-10T01:16:02.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6NqIAK","Apex","006B0000004P6NqIAK","true",,"true","2018-01-10T20:40:33.000Z",,"Draft","001B000000nQA0CIAW","Contract Based","311 Cameron Glen Drive","NC",,"2018-09-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Amendment",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:38.000Z","Driver 8, Inc.","false",0,0,28091967,0,12750,0,20,17,100,0,12750,0,0,12750,0,0,0,12,12750,0,0,0,12750
"John Rozsits",,,"John Rozsits","true","Draft","true",,"005B0000004ixy7IAA","false","false","80015","zsits1536693294171@demo.user",,"80015","By Subscription End Date","true","false","Draft","List","John Rozsits",,,"Home Depot - Rocky Mountains",,,"false","false",,"USA","2018-09-24T16:37:27.000Z","USA","a91B00000008OURIA2",,,,,"John Rozsits","2018-03-12","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"CO","001B000000nQA0bIAG",,"80015",,"USA","Aurora","01sB0000001KrsAIAS","false","false","a2dB0000000B7WDIA0","Opty2","John Rozsits","2018-01-26","2019-03-31","CO",,"John Rozsits","false",,"Greetings Craig Menear,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ","true","Always",,"2018-03-06T00:36:55.000Z",,,,"Home Depot - Rocky Mountains","5600 S Chambers Rd","Aurora","a2dB0000000B7WDIA0","false","Q-00743",,"USA","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Aurora",,,,"Closed Won",,"2018-03-05T12:34:57.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6M2IAK","Aurora","006B0000004P6M2IAK","true",,"true","2018-03-06T00:37:29.000Z",,"Draft","001B000000nQA0bIAG","Contract Based","5600 S Chambers Rd","CO",,"2018-04-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","CO","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"5600 S Chambers Rd","5600 S Chambers Rd",,,"80015","2018-09-11T19:15:38.000Z","Home Depot - Rocky Mountains","false",0,0,-3371849,0,29188,0,20,7,100,0,29188,0,0.15,29188,0,0,0,12,29188.15,0,0,0,29188
,,,,,"Draft","false",,,,,,,,,"By Subscription End Date",,"false","Draft",,,,,,,,,"false",,,,,"a91B00000008OUSIA2","a2aB00000009J0TIAU",,,,,"2018-04-26",,,,,,,,,,,"false",,"a2dB0000000B7UKIA0",,,,,,,,,,"Greetings Michael Jordan,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, you","true",,,,,,,,,,"a2dB0000000B7UKIA0",,"Q-00626",,,,,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,,,,,,,"2018-09-23T22:03:30.000Z",,,,,,"true","2018-04-20T05:30:24.000Z",,"Draft",,,,,,"2018-04-19",,,,,,,"created",,"Net 30",,,,,,,"2018-09-11T15:44:27.000Z","Quote",,,,,,,,,,,0,0,14395884,0,58099,0,20,8,0,0,58099,0,0.15,58099,0,0,0,12,58099.15,0,0,0,0
"Darren Laws",,,"Darren Laws","false","Draft","true",,"005B0000004ixyRIAQ","false","false","EC2N 4AY","dlawsato1536693294198@demo.user",,"EC2N 4AY","By Subscription End Date","false","false","Draft","Same","Darren Laws",,,"Surrey Tech Services",,,"true","false",,"United Kingdom","2018-09-24T16:37:27.000Z","United Kingdom","a91B00000008OUTIA2",,,,,"Darren Laws","2018-02-01","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,,"001B000000nQ9xPIAS",,"EC2N 4AY",,"United Kingdom","London","01sB0000001KrsAIAS","false","false","a2dB0000000B7WAIA0","New Security Software","Darren Laws","2018-06-14",,,,"Darren Laws","false",,"Greetings Tom Weston,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Prompt",,"2018-01-25T19:11:45.000Z",,,,"Surrey Tech Services","Heron Tower
110 Bishopsgate","London","a2dB0000000B7WAIA0","false","Q-00740",,"United Kingdom","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"London",,,,"Proposal/Price Quote",,"2018-01-04T23:04:43.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6LvIAK","London","006B0000004P6LvIAK","false",,"true","2018-01-25T19:14:27.000Z",,"Draft","001B000000nQ9xPIAS","Contract Based","Heron Tower
110 Bishopsgate",,,"2018-01-31",,"Pipeline",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30",,"Pipeline",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"Heron Tower
110 Bishopsgate","Heron Tower
110 Bishopsgate",,,"EC2N 4AY","2018-09-11T19:15:37.000Z","Surrey Tech Services","false",0,0,21690441,0,399538,0,20,14,75,0,396658,0,2880.15,396658,2880,0,0.7,12,399538.15,0,0,0,396658
"Tony Saarnio",,,"Chris Robison","true","Draft","true",,"005B0000004ixxrIAA","true","false","27502","tsaar1536693294156@demo.user",,"27502","By Subscription End Date","true","false","Draft","Same","Tony Saarnio",,,"UNC Women's Health Center",,,"true","false",,"United States","2018-09-24T16:37:34.000Z","United States","a91B00000008OUUIA2",,,,,"Tony Saarnio","2018-03-20","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9xSIAS",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7THIA0","March Deal","Tony Saarnio","2018-11-18",,"NC",,"Chris Robison","false",,"Greetings Alice Rodriguez,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, yo","true","Always",,"2018-03-14T08:42:40.000Z",,,,"UNC Women's Health Center","10600 Hanarry Court","Raleigh","a2dB0000000B7THIA0","false","Q-00561",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-11T22:19:24.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MZIA0","Apex","006B0000004P6MZIA0","true",,"true","2018-03-14T08:43:34.000Z",,"Draft","001B000000nQ9xSIAS","Contract Based","311 Cameron Glen Drive","NC",,"2018-03-13",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","UNC Women's Health Center","false",0,0,21482186,0,778576,0,20,12,100,0,559156,0,220620,559156,219420,0,28.3,24,779776,0,0,0,559156
,,,,,"Draft","true",,,,,,,,,"By Subscription End Date",,"false","Draft",,,,,,,,,"false",,,,,"a91B00000008OUVIA2","a2aB00000009J0TIAU",,,,,"2018-04-23",,,,,,,,,,,"false",,"a2dB0000000B7VTIA0",,,,,,,,,,"Greetings Jerry Stritzke,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, you","true",,,,,,,,,,"a2dB0000000B7VTIA0",,"Q-00697",,,,,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,,,,,,,"2018-09-23T22:03:30.000Z",,,,,,"true","2018-04-17T07:00:10.000Z",,"Draft",,,,,,"2018-05-01",,,,,,,"created",,"Net 30",,,,,,,"2018-09-11T15:44:27.000Z","Quote",,,,,,,,,,,0,0,14649698,0,666620,0,20,7,0,0,666620,0,0,666620,0,0,0,12,666620,0,0,0,0
"KayLeigh Dent",,,"KayLeigh Dent","true","Draft","true",,"005B0000004ixyBIAQ","true","false","94105","kdent1536693294176@demo.user",,"94105","By Subscription End Date","true","false","Draft","Uplift","KayLeigh Dent",,,"Raging Software",,,"true","false",,"United States","2018-09-24T16:37:34.000Z","United States","a91B00000008OUWIA2","a2aB00000009J0TIAU",,,,"KayLeigh Dent","2018-04-24","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"CA","001B000000nQ9y4IAC",,"94105",,"United States","San Francisco","01sB0000001KrsAIAS","false","false","a2dB0000000B7TKIA0","First Deal","KayLeigh Dent","2018-07-17",,"CA",,"KayLeigh Dent","false",,"Greetings Frank Galagher,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, you","true","Always",,"2018-04-17T22:51:40.000Z",,,,"Raging Software","50 Fremont Street","San Francisco","a2dB0000000B7TKIA0","false","Q-00564",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"San Francisco",,,,"Closed Won",,"2018-03-07T08:16:28.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6NUIA0","San Francisco","006B0000004P6NUIA0","true",,"true","2018-04-17T22:51:59.000Z",,"Draft","001B000000nQ9y4IAC","Contract Based","50 Fremont Street","CA",,"2018-05-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","CA","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"50 Fremont Street","50 Fremont Street",,,"94105","2018-09-11T19:15:37.000Z","Raging Software","false",0,0,7780081,0,1000,0,20,1,100,0,960,0,40,960,40,0,4,12,1000,4,0,0,960
"Shawn O'Neil",,,"Allen Collins","false","Draft","true",,"005B0000004ixxlIAA","false","false","83925","shawn1536693294148@demo.user",,"83925","By Subscription End Date","false","false","Draft","Same","Shawn O'Neil",,,"Central Perk",,,"false","true",,"USA","2018-09-24T16:37:27.000Z","USA","a91B00000008OUXIA2","a2aB00000009J0TIAU",,,,"Shawn O'Neil","2018-04-24","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"Idaho","001B000000nQ9zJIAS",,"83925",,"USA","Boise","01sB0000001KrsAIAS","false","false","a2dB0000000B7TLIA0","Central Perk - CPQ +50","Shawn O'Neil","2018-04-15",,"Idaho",,"Allen Collins","false",,"Greetings Central Perk ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your","true","Never",,"2018-04-17T22:20:28.000Z",,,,"Central Perk","5616 Crystal View","Boise","a2dB0000000B7TLIA0","true","Q-00565",,"USA","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Boise",,,,"Prospecting",,"2017-10-17T21:56:28.000Z",,,,"2018-09-23T22:03:30.000Z","006B0000004P6L8IAK","Boise","006B0000004P6L8IAK","false",,"true","2018-04-17T22:20:59.000Z",,"Draft","001B000000nQ9zJIAS","Contract Based","5616 Crystal View","Idaho",,"2018-05-01",,"Pipeline",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","false","Net 30","Idaho","Pipeline",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"5616 Crystal View","5616 Crystal View",,,"83925","2018-09-11T19:15:37.000Z","Central Perk","false",0,0,14594449,0,2973185.2,0,20,68,10,0,2668746.68,0,304438.52,2668746.68,304438.52,0,10.2,12,2973185.2,10,0,0,2668746.68
"Steven Vu",,,"Steven Vu","true","Draft","true",,"005B0000004ixyGIAQ","false","false",,"svu1536693294183@demo.user",,,"By Subscription End Date","true","false","Draft","Same","Steven Vu",,,"Deja Vu Industries",,,"false","false",,,"2018-09-24T16:37:27.000Z",,"a91B00000008OUYIA2",,,,,"Steven Vu","2018-02-05","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,,"001B000000nQ9wvIAC",,,,,,"01sB0000001KrsAIAS","false","false","a2dB0000000B7VnIAK","New Deal","Steven Vu","2018-09-23",,,,"Steven Vu","false",,"Greetings Stephan Wu,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Prompt",,"2018-01-30T05:37:43.000Z",,,,"Deja Vu Industries",,,"a2dB0000000B7VnIAK","false","Q-00717",,,"false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,"Closed Won",,"2017-12-08T01:16:09.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6L1IAK",,"006B0000004P6L1IAK","true",,"true","2018-01-30T05:38:03.000Z",,"Draft","001B000000nQ9wvIAC","Contract Based",,,,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30",,"Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,,,,,,"2018-09-11T19:15:37.000Z","Deja Vu Industries","false",0,0,20370117,0,27188,0,20,6,100,0,27188,0,0,27188,0,0,0,12,27188,0,0,0,27188
"Isaac Liew",,,"Matthew Seeger","false","Draft","true",,"005B0000004ixxuIAA","false","false","6103","iliew1536693294160@demo.user",,"6103","By Subscription End Date","false","false","Draft","Same","Isaac Liew",,,"Universal Technologies",,,"false","false",,"United States","2018-09-24T16:37:34.000Z","United States","a91B00000008OUZIA2",,,,,"Isaac Liew","2018-03-21","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"Connecticut","001B000000nQA0dIAG",,"6103",,"United States","Hartford","01sB0000001KrsAIAS","false","false","a2dB0000000B7UJIA0","Test","Isaac Liew","2018-09-02",,"Connecticut",,"Matthew Seeger","false",,"Greetings Universal Technologies ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a re","true","Never",,"2018-03-15T05:55:26.000Z",,,,"Universal Technologies","Universal Building","Hartford","a2dB0000000B7UJIA0","false","Q-00625",,,"false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,"Qualification",,"2018-01-31T03:08:25.000Z",,,,"2018-09-23T22:03:30.000Z","006B0000004P6NWIA0","Hartford","006B0000004P6NWIA0","false",,"true","2018-03-15T05:55:40.000Z",,"Draft","001B000000nQA0dIAG","Contract Based","Universal Building",,,"2018-04-01",,"Pipeline",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","Connecticut","Pipeline",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"Universal Building",,,,,"2018-09-11T19:15:38.000Z","Universal Technologies","false",0,0,17504768,0,852676,0,20,17,10,0,852676,0,1200,852676,0,0,0.1,24,853876,0,0,0,852676
