"Order_ID","Sub_Category","Category","Ship_Date","Customer_Name","Product_ID","Product_Name","City","Order_Date","Segment","Ship_Mode","Customer_ID","State","Country","Region","Row_ID","Discount","Quantity","Sales","Postal_Code","Profit"
"CA-2016-131576","Binders","Office Supplies","11/26/16","Rob Dowd","OFF-BI-10002852","Ibico Standard Transparent Covers","Detroit","11/22/16","Consumer","Standard Class","RD-19585","Michigan","United States","Central",2774,0,3,49.44,48205,24.2256
"CA-2017-143455","Paper","Office Supplies","11/18/17","Max Ludwig","OFF-PA-10004451","Xerox 222","Springfield","11/11/17","Home Office","Standard Class","ML-17755","Ohio","United States","East",2775,0.2,2,10.368,45503,3.6288
"CA-2016-144729","Storage","Office Supplies","10/25/16","Joel Eaton","OFF-ST-10004804","Belkin 19"" Vented Equipment Shelf, Black","San Diego","10/21/16","Consumer","Standard Class","JE-15745","California","United States","West",2776,0,3,154.44,92037,1.5444
"CA-2015-127019","Appliances","Office Supplies","12/25/15","Elpida Rittenbach","OFF-AP-10003971","Belkin 6 Outlet Metallic Surge Strip","Colorado Springs","12/21/15","Corporate","Standard Class","ER-13855","Colorado","United States","West",2777,0.2,7,60.984,80906,4.5738
"CA-2017-146724","Art","Office Supplies","11/27/17","Hunter Glantz","OFF-AR-10001026","Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow","Lakeville","11/20/17","Consumer","Standard Class","HG-15025","Minnesota","United States","Central",2782,0,10,22,55044,9.68
"CA-2016-139878","Phones","Technology","11/16/16","Lisa DeCherney","TEC-PH-10001336","Digium D40 VoIP phone","Detroit","11/11/16","Consumer","Standard Class","LD-17005","Michigan","United States","Central",2783,0,2,257.98,48234,74.8142
"CA-2017-158743","Art","Office Supplies","10/27/17","Ivan Gibson","OFF-AR-10002257","Eldon Spacemaker Box, Quick-Snap Lid, Clear","Little Rock","10/20/17","Consumer","Standard Class","IG-15085","Arkansas","United States","South",2798,0,4,13.36,72209,4.1416
"CA-2017-158743","Paper","Office Supplies","10/27/17","Ivan Gibson","OFF-PA-10001019","Xerox 1884","Little Rock","10/20/17","Consumer","Standard Class","IG-15085","Arkansas","United States","South",2799,0,2,39.96,72209,18.7812
"CA-2017-158743","Binders","Office Supplies","10/27/17","Ivan Gibson","OFF-BI-10003364","Binding Machine Supplies","Little Rock","10/20/17","Consumer","Standard Class","IG-15085","Arkansas","United States","South",2800,0,5,145.85,72209,70.008
"CA-2016-153318","Phones","Technology","10/28/16","Jill Stevenson","TEC-PH-10000984","Panasonic KX-TG9471B","Miami","10/25/16","Corporate","First Class","JS-15595","Florida","United States","South",2801,0.2,5,783.96,33180,78.396
"CA-2015-135685","Paper","Office Supplies","11/18/15","Mike Pelletier","OFF-PA-10000157","Xerox 191","Milwaukee","11/16/15","Home Office","Second Class","MP-18175","Wisconsin","United States","Central",2811,0,9,179.82,53209,84.5154
"CA-2015-135685","Furnishings","Furniture","11/18/15","Mike Pelletier","FUR-FU-10001185","Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","Milwaukee","11/16/15","Home Office","Second Class","MP-18175","Wisconsin","United States","Central",2812,0,6,185.58,53209,76.0878
"CA-2015-135685","Tables","Furniture","11/18/15","Mike Pelletier","FUR-TA-10001520","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","Milwaukee","11/16/15","Home Office","Second Class","MP-18175","Wisconsin","United States","Central",2813,0,3,214.11,53209,36.3987
"CA-2015-135685","Accessories","Technology","11/18/15","Mike Pelletier","TEC-AC-10004145","Logitech diNovo Edge Keyboard","Milwaukee","11/16/15","Home Office","Second Class","MP-18175","Wisconsin","United States","Central",2814,0,4,999.96,53209,229.9908
"CA-2015-135685","Tables","Furniture","11/18/15","Mike Pelletier","FUR-TA-10000688","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","Milwaukee","11/16/15","Home Office","Second Class","MP-18175","Wisconsin","United States","Central",2815,0,3,653.55,53209,111.1035
"CA-2017-110842","Appliances","Office Supplies","11/16/17","Guy Armstrong","OFF-AP-10003971","Belkin 6 Outlet Metallic Surge Strip","Los Angeles","11/11/17","Consumer","Standard Class","GA-14725","California","United States","West",2836,0,1,10.89,90036,2.8314
"CA-2017-110842","Paper","Office Supplies","11/16/17","Guy Armstrong","OFF-PA-10000520","Xerox 201","Los Angeles","11/11/17","Consumer","Standard Class","GA-14725","California","United States","West",2837,0,3,19.44,90036,9.3312
"CA-2017-110842","Binders","Office Supplies","11/16/17","Guy Armstrong","OFF-BI-10000977","Ibico Plastic Spiral Binding Combs","Los Angeles","11/11/17","Consumer","Standard Class","GA-14725","California","United States","West",2838,0.2,5,121.6,90036,39.52
"US-2016-162852","Chairs","Furniture","12/31/16","Brooke Gillingham","FUR-CH-10004853","Global Manager's Adjustable Task Chair, Storm","Woodstock","12/27/16","Corporate","Standard Class","BG-11695","Illinois","United States","Central",2845,0.3,8,845.488,60098,-12.0784
"CA-2017-138163","Art","Office Supplies","11/20/17","Xylona Preis","OFF-AR-10001958","Stanley Bostitch Contemporary Electric Pencil Sharpeners","Everett","11/17/17","Consumer","First Class","XP-21865","Massachusetts","United States","East",2846,0,3,50.94,2149,14.2632
"CA-2017-107342","Paper","Office Supplies","12/22/17","Vicky Freymann","OFF-PA-10001745","Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page","Columbus","12/17/17","Home Office","Standard Class","VF-21715","Indiana","United States","Central",2852,0,4,28.16,47201,13.2352
"CA-2016-115588","Supplies","Office Supplies","11/12/16","Art Foster","OFF-SU-10001225","Staple remover","Toledo","11/10/16","Consumer","Second Class","AF-10885","Ohio","United States","East",2868,0.2,5,14.72,43615,-3.312
"CA-2016-115588","Storage","Office Supplies","11/12/16","Art Foster","OFF-ST-10001558","Acco Perma 4000 Stacking Storage Drawers","Toledo","11/10/16","Consumer","Second Class","AF-10885","Ohio","United States","East",2869,0.2,3,38.976,43615,-2.436
"CA-2017-137022","Storage","Office Supplies","11/22/17","Scott Williamson","OFF-ST-10001963","Tennsco Regal Shelving Units","San Diego","11/16/17","Consumer","Standard Class","SW-20275","California","United States","West",2874,0,8,811.28,92105,24.3384
"US-2017-102638","Fasteners","Office Supplies","12/31/17","Michael Chen","OFF-FA-10002988","Ideal Clamps","New York City","12/29/17","Consumer","First Class","MC-17845","New York","United States","East",2875,0,3,6.03,10035,2.9547
"CA-2016-130799","Furnishings","Furniture","11/16/16","Berenike Kampe","FUR-FU-10001852","Eldon Regeneration Recycled Desk Accessories, Smoke","San Francisco","11/11/16","Consumer","Second Class","BK-11260","California","United States","West",2884,0,4,6.96,94110,2.2272
"US-2016-159856","Chairs","Furniture","10/22/16","Emily Phan","FUR-CH-10003396","Global Deluxe Steno Chair","Tempe","10/18/16","Consumer","Standard Class","EP-13915","Arizona","United States","West",2886,0.2,5,307.92,85281,-34.641
"CA-2017-102099","Art","Office Supplies","12/19/17","Emily Phan","OFF-AR-10003811","Newell 327","Los Angeles","12/18/17","Consumer","First Class","EP-13915","California","United States","West",2887,0,3,6.63,90008,1.7901
"CA-2017-102099","Paper","Office Supplies","12/19/17","Emily Phan","OFF-PA-10003172","Xerox 1996","Los Angeles","12/18/17","Consumer","First Class","EP-13915","California","United States","West",2888,0,2,12.96,90008,6.2208
"CA-2017-102099","Paper","Office Supplies","12/19/17","Emily Phan","OFF-PA-10000289","Xerox 213","Los Angeles","12/18/17","Consumer","First Class","EP-13915","California","United States","West",2889,0,5,32.4,90008,15.552
"CA-2017-139913","Paper","Office Supplies","10/29/17","Julie Creighton","OFF-PA-10003739","Xerox 1969","Rochester","10/23/17","Corporate","Standard Class","JC-16105","New York","United States","East",2893,0,2,11.56,14609,5.6644
"CA-2017-139913","Paper","Office Supplies","10/29/17","Julie Creighton","OFF-PA-10002479","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Rochester","10/23/17","Corporate","Standard Class","JC-16105","New York","United States","East",2894,0,5,26.4,14609,11.88
"CA-2017-139913","Furnishings","Furniture","10/29/17","Julie Creighton","FUR-FU-10000771","Eldon 200 Class Desk Accessories, Smoke","Rochester","10/23/17","Corporate","Standard Class","JC-16105","New York","United States","East",2895,0,11,69.08,14609,29.0136
"CA-2017-139913","Phones","Technology","10/29/17","Julie Creighton","TEC-PH-10001552","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","Rochester","10/23/17","Corporate","Standard Class","JC-16105","New York","United States","East",2896,0,3,35.88,14609,10.0464
"CA-2015-134747","Phones","Technology","10/17/15","Daniel Lacy","TEC-PH-10002890","AT&T 17929 Lendline Telephone","Noblesville","10/12/15","Consumer","Second Class","DL-12925","Indiana","United States","Central",2915,0,3,135.72,46060,35.2872
"CA-2015-134747","Binders","Office Supplies","10/17/15","Daniel Lacy","OFF-BI-10001308","GBC Standard Plastic Binding Systems' Combs","Noblesville","10/12/15","Consumer","Second Class","DL-12925","Indiana","United States","Central",2916,0,2,12.56,46060,5.652
"CA-2015-134747","Phones","Technology","10/17/15","Daniel Lacy","TEC-PH-10001750","Samsung Rugby III","Noblesville","10/12/15","Consumer","Second Class","DL-12925","Indiana","United States","Central",2917,0,4,263.96,46060,71.2692
"CA-2016-160129","Fasteners","Office Supplies","11/23/16","Luke Schmidt","OFF-FA-10002763","Advantus Map Pennant Flags and Round Head Tacks","Philadelphia","11/23/16","Corporate","Same Day","LS-17200","Pennsylvania","United States","East",2919,0.2,5,15.8,19140,2.37
"CA-2016-160129","Furnishings","Furniture","11/23/16","Luke Schmidt","FUR-FU-10002088","Nu-Dell Float Frame 11 x 14 1/2","Philadelphia","11/23/16","Corporate","Same Day","LS-17200","Pennsylvania","United States","East",2920,0.2,2,14.368,19140,3.9512
"CA-2016-160129","Furnishings","Furniture","11/23/16","Luke Schmidt","FUR-FU-10003976","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","Philadelphia","11/23/16","Corporate","Same Day","LS-17200","Pennsylvania","United States","East",2921,0.2,7,70.448,19140,12.3284
"US-2017-120390","Binders","Office Supplies","10/26/17","Tracy Hopkins","OFF-BI-10004995","GBC DocuBind P400 Electric Binding System","Burlington","10/19/17","Home Office","Standard Class","TH-21550","North Carolina","United States","South",2929,0.7,4,1633.188,27217,-1306.5504
"CA-2017-143434","Furnishings","Furniture","11/24/17","Maria Etezadi","FUR-FU-10002597","C-Line Magnetic Cubicle Keepers, Clear Polypropylene","Saginaw","11/18/17","Home Office","Standard Class","ME-17320","Michigan","United States","Central",2930,0,4,19.76,48601,8.2992
"CA-2017-126242","Storage","Office Supplies","11/24/17","Mick Crebagga","OFF-ST-10000675","File Shuttle II and Handi-File, Black","Los Angeles","11/19/17","Consumer","Standard Class","MC-18100","California","United States","West",2944,0,9,305.01,90049,76.2525
"CA-2017-126242","Furnishings","Furniture","11/24/17","Mick Crebagga","FUR-FU-10002685","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","Los Angeles","11/19/17","Consumer","Standard Class","MC-18100","California","United States","West",2945,0,1,18.7,90049,7.106
"CA-2017-169859","Furnishings","Furniture","12/18/17","Mike Pelletier","FUR-FU-10004963","Eldon 400 Class Desk Accessories, Black Carbon","San Diego","12/14/17","Home Office","Standard Class","MP-18175","California","United States","West",2947,0,3,26.25,92024,11.025
"CA-2017-169859","Binders","Office Supplies","12/18/17","Mike Pelletier","OFF-BI-10000174","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","San Diego","12/14/17","Home Office","Standard Class","MP-18175","California","United States","West",2948,0.2,14,64.96,92024,22.736
"CA-2017-169859","Envelopes","Office Supplies","12/18/17","Mike Pelletier","OFF-EN-10000461","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","San Diego","12/14/17","Home Office","Standard Class","MP-18175","California","United States","West",2949,0,5,43.7,92024,20.539
"CA-2017-134915","Accessories","Technology","11/12/17","Eugene Moren","TEC-AC-10001266","Memorex Micro Travel Drive 8 GB","Glendale","11/12/17","Home Office","Same Day","EM-14140","Arizona","United States","West",2950,0.2,4,41.6,85301,13
"CA-2017-134915","Paper","Office Supplies","11/12/17","Eugene Moren","OFF-PA-10002160","Xerox 1978","Glendale","11/12/17","Home Office","Same Day","EM-14140","Arizona","United States","West",2951,0.2,5,23.12,85301,8.381
"CA-2017-134915","Chairs","Furniture","11/12/17","Eugene Moren","FUR-CH-10004875","Harbour Creations 67200 Series Stacking Chairs","Glendale","11/12/17","Home Office","Same Day","EM-14140","Arizona","United States","West",2952,0.2,2,113.888,85301,9.9652
"CA-2017-134915","Furnishings","Furniture","11/12/17","Eugene Moren","FUR-FU-10000305","Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""","Glendale","11/12/17","Home Office","Same Day","EM-14140","Arizona","United States","West",2953,0.2,2,113.568,85301,-5.6784
"CA-2017-134915","Phones","Technology","11/12/17","Eugene Moren","TEC-PH-10000347","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","Glendale","11/12/17","Home Office","Same Day","EM-14140","Arizona","United States","West",2954,0.2,2,7.92,85301,0.693
"CA-2017-134915","Phones","Technology","11/12/17","Eugene Moren","TEC-PH-10001459","Samsung Galaxy Mega 6.3","Glendale","11/12/17","Home Office","Same Day","EM-14140","Arizona","United States","West",2955,0.2,2,671.984,85301,50.3988
"CA-2015-158456","Binders","Office Supplies","12/29/15","Kean Takahito","OFF-BI-10001097","Avery Hole Reinforcements","Los Angeles","12/24/15","Consumer","Standard Class","KT-16465","California","United States","West",2959,0.2,4,19.936,90032,7.2268
"CA-2015-158456","Fasteners","Office Supplies","12/29/15","Kean Takahito","OFF-FA-10004854","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","Los Angeles","12/24/15","Consumer","Standard Class","KT-16465","California","United States","West",2960,0,4,45.92,90032,21.5824
"CA-2017-137428","Chairs","Furniture","12/21/17","Andy Yotov","FUR-CH-10002774","Global Deluxe Stacking Chair, Gray","Oceanside","12/16/17","Corporate","Second Class","AY-10555","California","United States","West",2963,0.2,2,81.568,92054,9.1764
"CA-2017-137428","Chairs","Furniture","12/21/17","Andy Yotov","FUR-CH-10003817","Global Value Steno Chair, Gray","Oceanside","12/16/17","Corporate","Second Class","AY-10555","California","United States","West",2964,0.2,2,97.184,92054,6.074
"CA-2017-137428","Binders","Office Supplies","12/21/17","Andy Yotov","OFF-BI-10002949","Prestige Round Ring Binders","Oceanside","12/16/17","Corporate","Second Class","AY-10555","California","United States","West",2965,0.2,5,24.32,92054,8.208
"CA-2017-137428","Furnishings","Furniture","12/21/17","Andy Yotov","FUR-FU-10002445","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","Oceanside","12/16/17","Corporate","Second Class","AY-10555","California","United States","West",2966,0,2,18.96,92054,7.584
"CA-2014-162866","Furnishings","Furniture","12/31/14","Corey-Lock","FUR-FU-10001473","DAX Wood Document Frame","Skokie","12/27/14","Consumer","Standard Class","Co-12640","Illinois","United States","Central",2967,0.6,6,32.952,60076,-19.7712
"CA-2014-162866","Storage","Office Supplies","12/31/14","Corey-Lock","OFF-ST-10002562","Staple magnet","Skokie","12/27/14","Consumer","Standard Class","Co-12640","Illinois","United States","Central",2968,0.2,4,30.016,60076,3.0016
"CA-2017-111808","Binders","Office Supplies","12/20/17","Andrew Roberts","OFF-BI-10004656","Peel & Stick Add-On Corner Pockets","Tulsa","12/16/17","Consumer","Standard Class","AR-10510","Oklahoma","United States","Central",2974,0,5,10.8,74133,5.184
"CA-2017-104381","Binders","Office Supplies","12/23/17","Ross DeVincentis","OFF-BI-10001628","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","Rochester","12/16/17","Home Office","Standard Class","RD-19810","New York","United States","East",3004,0.2,4,33.376,14609,10.43
"CA-2017-116519","Appliances","Office Supplies","10/15/17","Craig Reiter","OFF-AP-10000828","Avanti 4.4 Cu. Ft. Refrigerator","New York City","10/13/17","Consumer","First Class","CR-12730","New York","United States","East",3007,0,5,904.9,10009,253.372
"CA-2014-130729","Binders","Office Supplies","10/29/14","Allen Armold","OFF-BI-10002706","Avery Premier Heavy-Duty Binder with Round Locking Rings","Rancho Cucamonga","10/24/14","Consumer","Standard Class","AA-10375","California","United States","West",3008,0.2,3,34.272,91730,11.1384
"CA-2017-124674","Bookcases","Furniture","11/23/17","Joy Bell-","FUR-BO-10002202","Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors","Brownsville","11/17/17","Consumer","Standard Class","JB-16000","Texas","United States","Central",3024,0.32,2,327.7328,78521,-14.4588
"CA-2017-116855","Chairs","Furniture","12/21/17","Arianne Irving","FUR-CH-10003846","Hon Valutask Swivel Chairs","Chesapeake","12/17/17","Consumer","Standard Class","AI-10855","Virginia","United States","South",3029,0,5,504.9,23320,80.784
"US-2016-114293","Chairs","Furniture","11/26/16","Justin Hirsh","FUR-CH-10003833","Novimex Fabric Task Chair","Gresham","11/21/16","Consumer","Standard Class","JH-16180","Oregon","United States","West",3033,0.2,4,195.136,97030,-12.196
"CA-2017-131492","Envelopes","Office Supplies","10/24/17","Hilary Holden","OFF-EN-10002973","Ampad #10 Peel & Seel Holiday Envelopes","San Francisco","10/19/17","Corporate","Second Class","HH-15010","California","United States","West",3057,0,2,8.96,94110,4.3008
"CA-2017-131492","Labels","Office Supplies","10/24/17","Hilary Holden","OFF-LA-10001641","Avery 518","San Francisco","10/19/17","Corporate","Second Class","HH-15010","California","United States","West",3058,0,10,31.5,94110,15.12
"CA-2017-131492","Furnishings","Furniture","10/24/17","Hilary Holden","FUR-FU-10003878","Linden 10"" Round Wall Clock, Black","San Francisco","10/19/17","Corporate","Second Class","HH-15010","California","United States","West",3059,0,2,30.56,94110,10.3904
"CA-2017-131492","Tables","Furniture","10/24/17","Hilary Holden","FUR-TA-10003837","Anderson Hickey Conga Table Tops & Accessories","San Francisco","10/19/17","Corporate","Second Class","HH-15010","California","United States","West",3060,0.2,2,24.368,94110,-3.3506
"CA-2015-145184","Phones","Technology","11/29/15","Justin Deggeller","TEC-PH-10002350","Apple EarPods with Remote and Mic","Newark","11/27/15","Corporate","First Class","JD-16150","Delaware","United States","East",3063,0,3,83.97,19711,23.5116
"CA-2015-145184","Accessories","Technology","11/29/15","Justin Deggeller","TEC-AC-10000397","Perixx PERIBOARD-512B, Ergonomic Split Keyboard","Newark","11/27/15","Corporate","First Class","JD-16150","Delaware","United States","East",3064,0,3,104.97,19711,7.3479
"US-2017-120089","Appliances","Office Supplies","11/30/17","Max Ludwig","OFF-AP-10003779","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection","Toledo","11/30/17","Home Office","Same Day","ML-17755","Ohio","United States","East",3070,0.2,4,663.936,43615,82.992
"CA-2014-119375","Storage","Office Supplies","11/22/14","Yoseph Carroll","OFF-ST-10002011","Smead Adjustable Mobile File Trolley with Lockable Top","Newark","11/17/14","Corporate","Standard Class","YC-21895","Delaware","United States","East",3071,0,7,2934.33,19711,792.2691
"CA-2014-119375","Furnishings","Furniture","11/22/14","Yoseph Carroll","FUR-FU-10002379","Eldon Econocleat Chair Mats for Low Pile Carpets","Newark","11/17/14","Corporate","Standard Class","YC-21895","Delaware","United States","East",3072,0,3,124.41,19711,14.9292
"CA-2014-119375","Art","Office Supplies","11/22/14","Yoseph Carroll","OFF-AR-10003752","Deluxe Chalkboard Eraser Cleaner","Newark","11/17/14","Corporate","Standard Class","YC-21895","Delaware","United States","East",3073,0,5,57.75,19711,26.565
"CA-2017-119578","Supplies","Office Supplies","12/27/17","Jason Gross","OFF-SU-10003505","Premier Electric Letter Opener","Providence","12/22/17","Corporate","Second Class","JG-15310","Rhode Island","United States","East",3102,0,6,695.16,2908,34.758
"CA-2017-119578","Bookcases","Furniture","12/27/17","Jason Gross","FUR-BO-10003660","Bush Cubix Collection Bookcases, Fully Assembled","Providence","12/22/17","Corporate","Second Class","JG-15310","Rhode Island","United States","East",3103,0,1,220.98,2908,50.8254
"CA-2014-136399","Furnishings","Furniture","12/17/14","Chad Cunningham","FUR-FU-10004090","Executive Impressions 14"" Contract Wall Clock","Los Angeles","12/16/14","Home Office","First Class","CC-12100","California","United States","West",3129,0,2,44.46,90049,14.6718
"CA-2014-136399","Chairs","Furniture","12/17/14","Chad Cunningham","FUR-CH-10002602","DMI Arturo Collection Mission-style Design Wood Chair","Los Angeles","12/16/14","Home Office","First Class","CC-12100","California","United States","West",3130,0.2,2,241.568,90049,18.1176
"CA-2014-136399","Accessories","Technology","12/17/14","Chad Cunningham","TEC-AC-10001142","First Data FD10 PIN Pad","Los Angeles","12/16/14","Home Office","First Class","CC-12100","California","United States","West",3131,0,5,395,90049,39.5
"CA-2014-136399","Phones","Technology","12/17/14","Chad Cunningham","TEC-PH-10004977","GE 30524EE4","Los Angeles","12/16/14","Home Office","First Class","CC-12100","California","United States","West",3132,0.2,4,627.168,90049,70.5564
"CA-2017-164168","Binders","Office Supplies","11/18/17","Lindsay Shagiari","OFF-BI-10000666","Surelock Post Binders","Dallas","11/12/17","Home Office","Standard Class","LS-16975","Texas","United States","Central",3135,0.8,5,30.56,75081,-45.84
"CA-2017-164168","Storage","Office Supplies","11/18/17","Lindsay Shagiari","OFF-ST-10002583","Fellowes Neat Ideas Storage Cubes","Dallas","11/12/17","Home Office","Standard Class","LS-16975","Texas","United States","Central",3136,0.2,3,77.952,75081,-15.5904
"CA-2017-164168","Phones","Technology","11/18/17","Lindsay Shagiari","TEC-PH-10004908","Panasonic KX TS3282W Corded phone","Dallas","11/12/17","Home Office","Standard Class","LS-16975","Texas","United States","Central",3137,0.2,1,67.992,75081,8.499
"CA-2017-164168","Envelopes","Office Supplies","11/18/17","Lindsay Shagiari","OFF-EN-10001219","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","Dallas","11/12/17","Home Office","Standard Class","LS-16975","Texas","United States","Central",3138,0.2,2,12.224,75081,4.4312
"CA-2017-164168","Accessories","Technology","11/18/17","Lindsay Shagiari","TEC-AC-10004568","Maxell�LTO Ultrium - 800 GB","Dallas","11/12/17","Home Office","Standard Class","LS-16975","Texas","United States","Central",3139,0.2,2,44.784,75081,-0.5598
"CA-2017-164168","Furnishings","Furniture","11/18/17","Lindsay Shagiari","FUR-FU-10001756","Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany","Dallas","11/12/17","Home Office","Standard Class","LS-16975","Texas","United States","Central",3140,0.6,3,22.848,75081,-17.7072
"US-2014-122959","Binders","Office Supplies","12/12/14","Craig Yedwab","OFF-BI-10003650","GBC DocuBind 300 Electric Binding Machine","San Antonio","12/12/14","Corporate","Same Day","CY-12745","Texas","United States","Central",3142,0.8,2,210.392,78207,-336.6272
"US-2014-109036","Labels","Office Supplies","12/25/14","Keith Herrera","OFF-LA-10002043","Avery 489","Seattle","12/20/14","Consumer","Standard Class","KH-16510","Washington","United States","West",3150,0,3,31.05,98103,14.904
"CA-2015-147830","Accessories","Technology","12/18/15","Natalie Fritzler","TEC-AC-10002049","Plantronics Savi W720 Multi-Device Wireless Headset System","Newark","12/15/15","Consumer","First Class","NF-18385","Ohio","United States","East",3151,0.2,6,2025.36,43055,607.608
"CA-2015-147830","Machines","Technology","12/18/15","Natalie Fritzler","TEC-MA-10000418","Cubify CubeX 3D Printer Double Head Print","Newark","12/15/15","Consumer","First Class","NF-18385","Ohio","United States","East",3152,0.7,2,1799.994,43055,-2639.9912
"CA-2015-147830","Phones","Technology","12/18/15","Natalie Fritzler","TEC-PH-10004908","Panasonic KX TS3282W Corded phone","Newark","12/15/15","Consumer","First Class","NF-18385","Ohio","United States","East",3153,0.4,2,101.988,43055,-16.998
"CA-2015-147830","Furnishings","Furniture","12/18/15","Natalie Fritzler","FUR-FU-10004091","Howard Miller 13"" Diameter Goldtone Round Wall Clock","Newark","12/15/15","Consumer","First Class","NF-18385","Ohio","United States","East",3154,0.2,7,262.864,43055,69.0018
"CA-2016-146682","Furnishings","Furniture","10/31/16","Katrina Willman","FUR-FU-10002671","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp","Lansing","10/29/16","Consumer","First Class","KW-16435","Michigan","United States","Central",3168,0,5,67,48911,32.16
"CA-2017-107461","Binders","Office Supplies","12/26/17","Pete Kriz","OFF-BI-10002003","Ibico Presentation Index for Binding Systems","Columbia","12/21/17","Consumer","Second Class","PK-19075","South Carolina","United States","South",3171,0,6,23.88,29203,11.2236
"CA-2017-157483","Art","Office Supplies","11/18/17","Emily Phan","OFF-AR-10004260","Boston 1799 Powerhouse Electric Pencil Sharpener","Detroit","11/11/17","Consumer","Standard Class","EP-13915","Michigan","United States","Central",3175,0,7,181.86,48227,50.9208
"US-2017-146416","Labels","Office Supplies","10/22/17","Justin Ellison","OFF-LA-10003714","Avery 510","Woodland","10/20/17","Corporate","Second Class","JE-16165","California","United States","West",3189,0,1,3.75,95695,1.8
"US-2017-146416","Binders","Office Supplies","10/22/17","Justin Ellison","OFF-BI-10001787","Wilson Jones Four-Pocket Poly Binders","Woodland","10/20/17","Corporate","Second Class","JE-16165","California","United States","West",3190,0.2,4,20.928,95695,7.5864
"CA-2017-164000","Art","Office Supplies","12/22/17","Aaron Hawkins","OFF-AR-10003183","Avery Fluorescent Highlighter Four-Color Set","Philadelphia","12/18/17","Corporate","Standard Class","AH-10030","Pennsylvania","United States","East",3200,0.2,7,18.704,19134,2.338
"CA-2014-158372","Phones","Technology","11/16/14","Ruben Dartt","TEC-PH-10002103","Jabra SPEAK 410","San Diego","11/10/14","Consumer","Standard Class","RD-19900","California","United States","West",3203,0.2,8,601.536,92037,60.1536
"CA-2014-158372","Accessories","Technology","11/16/14","Ruben Dartt","TEC-AC-10004209","Memorex Froggy Flash Drive 4 GB","San Diego","11/10/14","Consumer","Standard Class","RD-19900","California","United States","West",3204,0,1,10.99,92037,4.2861
"CA-2014-158372","Furnishings","Furniture","11/16/14","Ruben Dartt","FUR-FU-10000397","Luxo Economy Swing Arm Lamp","San Diego","11/10/14","Consumer","Standard Class","RD-19900","California","United States","West",3205,0,2,39.88,92037,11.1664
"CA-2014-158372","Paper","Office Supplies","11/16/14","Ruben Dartt","OFF-PA-10002137","Southworth 100% R�sum� Paper, 24lb.","San Diego","11/10/14","Consumer","Standard Class","RD-19900","California","United States","West",3206,0,8,62.24,92037,28.008
"CA-2014-158372","Furnishings","Furniture","11/16/14","Ruben Dartt","FUR-FU-10001867","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","San Diego","11/10/14","Consumer","Standard Class","RD-19900","California","United States","West",3207,0,5,53.2,92037,14.896
"CA-2014-158372","Labels","Office Supplies","11/16/14","Ruben Dartt","OFF-LA-10000407","Avery White Multi-Purpose Labels","San Diego","11/10/14","Consumer","Standard Class","RD-19900","California","United States","West",3208,0,8,39.84,92037,18.3264
"CA-2014-142314","Appliances","Office Supplies","12/28/14","Sarah Foster","OFF-AP-10002350","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","Richmond","12/23/14","Consumer","Standard Class","SF-20200","Indiana","United States","Central",3213,0,11,207.24,47374,58.0272
"CA-2017-104640","Binders","Office Supplies","11/16/17","Frank Hawley","OFF-BI-10003925","Fellowes PB300 Plastic Comb Binding Machine","New York City","11/10/17","Corporate","Standard Class","FH-14275","New York","United States","East",3218,0.2,3,931.176,10024,314.2719
"CA-2017-104640","Phones","Technology","11/16/17","Frank Hawley","TEC-PH-10002200","Aastra 6757i CT Wireless VoIP phone","New York City","11/10/17","Corporate","Standard Class","FH-14275","New York","United States","East",3219,0,2,430.88,10024,124.9552
