"User.Role.RoleNamesPath","User.SmallPhotoUrl","User.UserManagerNames","User.UserRoleId","User.Role.ParentRole.ForecastManager.UniqueUserName","User.Role.ParentRole.DeveloperName","Type.IsQuantity","StartDate","User.Role.DeveloperName","User.Username","User.Role.Name","User.Role.ParentRole.Name","Type.IsAmount","User.Name","User.Role.RoleNames","User.FullPhotoUrl","User.Id","Type.DeveloperName","User.UniqueUserName","User.UserManager.UniqueUserName","User.Role.ParentRoleId","ForecastingTypeId","QuotaOwnerId","User.Role.Roles","User.Role.Hierarchy_RoleNames","Id","Type.IsActive","User.UserManager.Name","User.Role.RolePath","QuotaAmount"
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-02-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyHKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-03-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyIKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-04-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyJKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-05-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyKKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-06-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyLKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-07-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyMKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-08-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyNKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-09-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyOKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-10-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyPKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-11-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyQKAS","true",,,3000000
"Ricky Owens/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/T","Ricky Owens","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2013-12-01","EastSales","reast.os4jvddurhpu@demo.user","East Sales","RVP East","true","Ricky Owens","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVp/F","005B000000389UkIAI","OpportunityRevenue","Ricky Owens",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B000000389UkIAI",,"Admin","0J9B0000000LnyRKAS","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-10-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnySKAS","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-11-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyTKAS","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-12-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyUKAS","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-01-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyVKAS","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-02-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyWKAS","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-03-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyXKAS","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-04-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyYKAS","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-05-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyZKAS","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-06-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyaKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-07-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnybKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-08-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnycKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-09-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnydKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-01-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyeKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-02-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyfKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-03-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnygKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-04-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyhKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-05-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyiKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-06-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyjKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-07-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnykKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-08-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnylKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-09-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnymKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-10-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnynKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-11-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnyoKAC","true",,,3000000
"Cindy Stevenson/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/T","Cindy Stevenson","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2013-12-01","CentralSales","cstevenson@demo.user","Central Sales","RVP Central","true","Cindy Stevenson","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVq/F","005B000000389UjIAI","OpportunityRevenue","Cindy Stevenson",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UjIAI",,"Admin","0J9B0000000LnypKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-10-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnyqKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-11-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnyrKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-12-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnysKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-01-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnytKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-02-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnyuKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-03-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnyvKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-04-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnywKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-05-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnyxKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-06-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnyyKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-07-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000LnyzKAC","true",,,3000000
"Kasey Lind/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/T","Kasey Lind","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2012-08-01","CentralSales","kcentral.rlvszwbxpdsa@demo.user","Central Sales","RVP Central","true","Kasey Lind","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVl/F","005B000000389UgIAI","OpportunityRevenue","Kasey Lind",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B000000389UgIAI",,"Admin","0J9B0000000Lnz0KAC","true",,,3000000
