"Opportunity.Competitor_EDD_c__c","Origin","LastModifiedDate","Account.Type","AccountId","Account.Owner.Role.RolePath","Account.Owner.UniqueUserName","Account.Owner.Role.Roles","CurrentDate","Status","Opportunity.Predicted_Close_Date__c","Account.Owner.UserManager.UniqueUserName","IsEscalated","CreatedDate","Account.OwnerId","Id","Account.ShippingState","Opportunity.EDD_CreatedDate__c","Account.Owner.UserManagerNames","Account.Owner.Role.Name","Account.Owner.UserManager.Name","ContactId","IsClosed","Account.Industry","Opportunity.DemoShow__c","OwnerId","Account.Parent.ParentAccount.ShippingState","CaseNumber","Account.AccountSource","Account.Owner.Role.ParentRoleId","Account.Parent.ParentAccount.BillingState","Account.Parent.ParentAccount.OwnerId","Opportunity.Discount_Approved__c","Account.BillingState","Account.Parent.ParentAccount.Name","Account.Owner.Name","Opportunity.EDD_Leading_Causes__c","Subject","Opportunity.EDD_Prescription__c","Type","Account.Parent.AccountParents","Account.Name","ClosedDate","DurationCalculatedField","Account.AnnualRevenue","Account.NumberOfEmployees","Opportunity.EDD_Outcome__c","Opportunity.Amount","Opportunity.EDD_Age__c","Opportunity.Close_Date_Difference__c"
"","Chat","2020-07-01T08:04:54.000Z","Corporate","001B000000SS4cUIAT","","Courtney Brown","","2020-07-13T20:29:06.055Z","Closed","2019-10-17","",False,"2019-10-25T07:00:00.000Z","005B0000003CnfVIAS","500B0000002pIprIAE","","","Courtney Brown","West Sales","","003B0000007vDELIA2",True,"Construction",True,"005B0000003CnfVIAS","",7622,"Social Media","00EB0000000azEIMAY","HI","005B0000003CnfVIAS","","HI","Winnov","Courtney Brown","+14.534 because Lead Source is Telesales and Region is Pacific
-7.946 because Lead Source is Telesales and Competitor is Challenger Inc.
+7.841 because Product Name is Exterior Accessories and Region is Pacific
+4.598 because of other factors
from the bas","How do I change my password?","-2.931 if you change Interactive Demo to true","General","001B000000SS4cUIAT","Winnov","2019-10-28T07:00:00.000Z",3.0,4010000,31,89,4000,0,71
"","Community","2020-07-01T08:04:54.000Z","Corporate","001B000000SS4cUIAT","","Courtney Brown","","2020-07-13T20:29:06.055Z","Closed","2019-10-17","",False,"2019-09-13T07:00:00.000Z","005B0000003CnfVIAS","500B0000002pIptIAE","","","Courtney Brown","West Sales","","003B0000007vDELIA2",True,"Construction",True,"005B0000003CnfVIAS","",7624,"Social Media","00EB0000000azEIMAY","HI","005B0000003CnfVIAS","","HI","Winnov","Courtney Brown","+14.534 because Lead Source is Telesales and Region is Pacific
-7.946 because Lead Source is Telesales and Competitor is Challenger Inc.
+7.841 because Product Name is Exterior Accessories and Region is Pacific
+4.598 because of other factors
from the bas","Is my personal information safe?","-2.931 if you change Interactive Demo to true","Account Support","001B000000SS4cUIAT","Winnov","2019-09-13T07:00:00.000Z",0.0,4010000,31,89,4000,0,71
"","Website","2020-07-01T08:04:54.000Z","Corporate","001B000000bwMUzIAM","","Kristen Hughes","","2020-07-13T20:29:06.055Z","Closed","","",False,"2018-10-10T07:00:00.000Z","005B0000003CnfSIAS","500B0000002pIpuIAE","","","Kristen Hughes","West Sales","","003B000000A9t54IAB",True,"Biotechnology","","005B0000003CnfSIAS","",7625,"Data.com","00EB0000000azEIMAY","MT","005B0000003CnfSIAS","","MT","Relationship Marketing Inc","Kristen Hughes","","Please change my contact information.","","Account Support","001B000000bwMUzIAM","Relationship Marketing Inc","2018-10-12T07:00:00.000Z",2.0,3826000,25,0,0,0,0
"","Twitter","2020-07-01T08:04:54.000Z","Corporate","001B000000bwMUzIAM","","Kristen Hughes","","2020-07-13T20:29:06.055Z","Closed","","",False,"2018-09-25T07:00:00.000Z","005B0000003CnfSIAS","500B0000002pIpvIAE","","","Kristen Hughes","West Sales","","003B000000A9t54IAB",True,"Biotechnology","","005B0000003CnfSIAS","",7626,"Data.com","00EB0000000azEIMAY","MT","005B0000003CnfSIAS","","MT","Relationship Marketing Inc","Kristen Hughes","","What’s the product warranty policy?","","Technical Issue","001B000000bwMUzIAM","Relationship Marketing Inc","2018-09-27T07:00:00.000Z",2.0,3826000,25,0,0,0,0
"","Chat","2020-07-01T08:04:54.000Z","Corporate","001B000000bwMUzIAM","","Kristen Hughes","","2020-07-13T20:29:06.055Z","Closed","","",False,"2018-11-23T07:00:00.000Z","005B0000003CnfSIAS","500B0000002pIpwIAE","","","Kristen Hughes","West Sales","","003B000000A9t54IAB",True,"Biotechnology","","005B0000003CnfSIAS","",7627,"Data.com","00EB0000000azEIMAY","MT","005B0000003CnfSIAS","","MT","Relationship Marketing Inc","Kristen Hughes","","Billing statement reprint","","Product Support","001B000000bwMUzIAM","Relationship Marketing Inc","2018-11-23T07:00:00.000Z",0.0,3826000,25,0,0,0,0
"","Email","2020-07-01T08:04:54.000Z","Corporate","001B000000SS3ejIAD","","Sheri Nunez","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-16T08:00:00.000Z","005B0000003CnfTIAS","500B0000002pIpxIAE","","","Sheri Nunez","Central Sales","","003B0000007vCLeIAM",True,"Electronics","","005B0000003CnfTIAS","",7628,"Community","00EB0000000azELMAY","IL","005B0000003CnfTIAS","","IL","Paxton Company","Sheri Nunez","","What are your service hours?","","Technical Issue","001B000000SS3ejIAD","Paxton Company","2019-08-23T08:00:00.000Z",7.0,9547000,129,0,0,0,0
"","Website","2020-07-01T08:04:54.000Z","Corporate","001B000000SS3ejIAD","","Sheri Nunez","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-11T08:00:00.000Z","005B0000003CnfTIAS","500B0000002pIpyIAE","","","Sheri Nunez","Central Sales","","003B0000007vCLeIAM",True,"Electronics","","005B0000003CnfTIAS","",7629,"Community","00EB0000000azELMAY","IL","005B0000003CnfTIAS","","IL","Paxton Company","Sheri Nunez","","Setup Instructions are missing","","Account Support","001B000000SS3ejIAD","Paxton Company","2019-08-14T08:00:00.000Z",3.0,9547000,129,0,0,0,0
"","Mobile Device","2020-07-01T08:04:54.000Z","Corporate","001B000000bwMV0IAM","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2018-10-22T07:00:00.000Z","005B0000003CnfgIAC","500B0000002pIq0IAE","","","Amy Shaw","Central Sales","","003B000000A9t55IAB",True,"Education","","005B0000003CnfgIAC","",7631,"Inbound Call","00EB0000000azELMAY","MI","005B0000003CnfgIAC","","MI","Accor North America","Amy Shaw","","How do I sign up for your email newsletter?","","Account Support","001B000000bwMV0IAM","Accor North America","2018-10-23T07:00:00.000Z",1.0,4367000,242,0,0,0,0
"","Chat","2020-07-01T08:04:54.000Z","Corporate","001B000000SS4cWIAT","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-05T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pIq1IAE","","","Alyssa Williams","Central Sales","","003B0000007vDENIA2",True,"Agriculture","","005B0000003CnfXIAS","",7632,"Website","00EB0000000azELMAY","MO","005B0000003CnfXIAS","","MO","Sanmina SCI Technology","Alyssa Williams","","Question about taxes on my order.","","Account Support","001B000000SS4cWIAT","Sanmina SCI Technology","2019-08-08T08:00:00.000Z",3.0,9761000,42,0,0,0,0
"","Google","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1xIAH","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-06-21T08:00:00.000Z","005B0000003CnfZIAS","500B0000002pIq2IAE","","","Alicia Harrison","Central Sales","","003B0000008xfYwIAI",True,"Healthcare & Life Sciences","","005B0000003CnfZIAS","",7633,"Data.com","00EB0000000azELMAY","KS","005B0000003CnfZIAS","","KS","LW French","Alicia Harrison","","Need additional product information","","Product Support","001B000000WJE1xIAH","LW French","2019-06-23T08:00:00.000Z",2.0,8099000,50,0,0,0,0
"","Q&A","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1xIAH","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-07-02T08:00:00.000Z","005B0000003CnfZIAS","500B0000002pIq3IAE","","","Alicia Harrison","Central Sales","","003B0000008xfYwIAI",True,"Healthcare & Life Sciences","","005B0000003CnfZIAS","",7634,"Data.com","00EB0000000azELMAY","KS","005B0000003CnfZIAS","","KS","LW French","Alicia Harrison","","How do I diagnose this product issue?","","Account Support","001B000000WJE1xIAH","LW French","2019-07-05T08:00:00.000Z",3.0,8099000,50,0,0,0,0
"","LinkedIn","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1yIAH","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-16T07:00:00.000Z","005B0000003CnfgIAC","500B0000002pIq5IAE","","","Amy Shaw","Central Sales","","003B0000008xfYxIAI",True,"Manufacturing","","005B0000003CnfgIAC","",7636,"Social Media","00EB0000000azELMAY","NE","005B0000003CnfgIAC","","NE","Synnex Information Technology","Amy Shaw","","How do I change my password?","","Product Support","001B000000WJE1yIAH","Synnex Information Technology","2019-03-24T07:00:00.000Z",8.0,6953000,242,0,0,0,0
"","LinkedIn","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1yIAH","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-20T07:00:00.000Z","005B0000003CnfgIAC","500B0000002pIq7IAE","","","Amy Shaw","Central Sales","","003B0000008xfYxIAI",True,"Manufacturing","","005B0000003CnfgIAC","",7638,"Social Media","00EB0000000azELMAY","NE","005B0000003CnfgIAC","","NE","Synnex Information Technology","Amy Shaw","","I can't understand the installation instructions","","Product Support","001B000000WJE1yIAH","Synnex Information Technology","2019-03-23T07:00:00.000Z",3.0,6953000,242,0,0,0,0
"","Email","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1yIAH","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-16T07:00:00.000Z","005B0000003CnfgIAC","500B0000002pIq8IAE","","","Amy Shaw","Central Sales","","003B0000008xfYxIAI",True,"Manufacturing","","005B0000003CnfgIAC","",7639,"Social Media","00EB0000000azELMAY","NE","005B0000003CnfgIAC","","NE","Synnex Information Technology","Amy Shaw","","Need most recent invoice","","Technical Issue","001B000000WJE1yIAH","Synnex Information Technology","2019-03-17T07:00:00.000Z",1.0,6953000,242,0,0,0,0
"","Email","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1yIAH","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-04-05T07:00:00.000Z","005B0000003CnfgIAC","500B0000002pIqAIAU","","","Amy Shaw","Central Sales","","003B0000008xfYxIAI",True,"Manufacturing","","005B0000003CnfgIAC","",7641,"Social Media","00EB0000000azELMAY","NE","005B0000003CnfgIAC","","NE","Synnex Information Technology","Amy Shaw","","I have a question about my contract.","","Product Support","001B000000WJE1yIAH","Synnex Information Technology","2019-04-06T07:00:00.000Z",1.0,6953000,242,0,0,0,0
"","LinkedIn","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1yIAH","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-12T07:00:00.000Z","005B0000003CnfgIAC","500B0000002pIqBIAU","","","Amy Shaw","Central Sales","","003B0000008xfYxIAI",True,"Manufacturing","","005B0000003CnfgIAC","",7642,"Social Media","00EB0000000azELMAY","NE","005B0000003CnfgIAC","","NE","Synnex Information Technology","Amy Shaw","","How do I diagnose this product issue?","","Account Support","001B000000WJE1yIAH","Synnex Information Technology","2019-03-12T07:00:00.000Z",0.0,6953000,242,0,0,0,0
"","Chat","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1yIAH","","Amy Shaw","","2020-07-13T20:29:06.055Z","Escalated","","",False,"2019-02-26T07:00:00.000Z","005B0000003CnfgIAC","500B0000002pIqCIAU","","","Amy Shaw","Central Sales","","003B0000008xfYxIAI",False,"Manufacturing","","005B0000003CnfgIAC","",7643,"Social Media","00EB0000000azELMAY","NE","005B0000003CnfgIAC","","NE","Synnex Information Technology","Amy Shaw","","Items missing from shipment.","","Account Support","001B000000WJE1yIAH","Synnex Information Technology","2018-09-05T07:00:00.000Z",503.56,6953000,242,0,0,0,0
"","LinkedIn","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1yIAH","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-02-09T07:00:00.000Z","005B0000003CnfgIAC","500B0000002pIqDIAU","","","Amy Shaw","Central Sales","","003B0000008xfYxIAI",True,"Manufacturing","","005B0000003CnfgIAC","",7644,"Social Media","00EB0000000azELMAY","NE","005B0000003CnfgIAC","","NE","Synnex Information Technology","Amy Shaw","","Need most recent invoice","","Product Support","001B000000WJE1yIAH","Synnex Information Technology","2019-02-10T07:00:00.000Z",1.0,6953000,242,0,0,0,0
"","Mobile Device","2020-07-01T08:04:54.000Z","Corporate","001B000000SS4cZIAT","","Ann Jones","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-02-08T07:00:00.000Z","005B0000003CnfWIAS","500B0000002pIqFIAU","","","Ann Jones","West Sales","","003B0000007vDEQIA2",True,"Education","","005B0000003CnfWIAS","",7646,"Data.com","00EB0000000azEIMAY","UT","005B0000003CnfWIAS","","UT","Jones Plastic and Engineering Company","Ann Jones","","Where do I send my check?","","Technical Issue","001B000000SS4cZIAT","Jones Plastic and Engineering Company","2019-02-09T07:00:00.000Z",1.0,2067000,82,0,0,0,0
"","Twitter","2020-07-01T08:04:54.000Z","Corporate","001B000000SS4cZIAT","","Ann Jones","","2020-07-13T20:29:06.055Z","New","","",False,"2019-02-18T07:00:00.000Z","005B0000003CnfWIAS","500B0000002pIqGIAU","","","Ann Jones","West Sales","","003B0000007vDEQIA2",False,"Education","","005B0000003CnfWIAS","",7647,"Data.com","00EB0000000azEIMAY","UT","005B0000003CnfWIAS","","UT","Jones Plastic and Engineering Company","Ann Jones","","Where can I download your mobile app?","","Technical Issue","001B000000SS4cZIAT","Jones Plastic and Engineering Company","2019-05-01T07:00:00.000Z",511.56,2067000,82,0,0,0,0
"","Phone","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE1zIAH","","Beth Crawford","","2020-07-13T20:29:06.055Z","Closed","2018-11-21","",False,"2019-01-12T07:00:00.000Z","005B0000003CnfKIAS","500B0000002pIqIIAU","","","Beth Crawford","West Sales","","003B0000008xfYyIAI",True,"Education",True,"005B0000003CnfKIAS","",7649,"Partner","00EB0000000azEIMAY","AZ","005B0000003CnfKIAS","","AZ","Reno Gazette Journal","Beth Crawford","+14.534 because Lead Source is Reseller and Region is Northwest
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 61499 to 100000 and Product Name is Motorcycle Parts
-20.880 because of other factors
fro","How do I upgrade?","No changes recommended","Account Support","001B000000WJE1zIAH","Reno Gazette Journal","2019-01-14T07:00:00.000Z",2.0,8574000,129,60,64388,0,16
"","Phone","2020-07-01T08:04:54.000Z","Corporate","001B000000SS4caIAD","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-01-18T07:00:00.000Z","005B0000003CnfYIAS","500B0000002pIqJIAU","","","Rachel Reilly","Central Sales","","003B0000007vDERIA2",True,"Communications","","005B0000003CnfYIAS","",7650,"Referral","00EB0000000azELMAY","MO","005B0000003CnfYIAS","","MO","Pearson Education","Rachel Reilly","","Billing issue","","Account Support","001B000000SS4caIAD","Pearson Education","2019-01-27T07:00:00.000Z",9.0,7522000,137,0,0,0,0
"","Q&A","2020-07-01T08:04:54.000Z","Corporate","001B000000SS4caIAD","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-01-16T07:00:00.000Z","005B0000003CnfYIAS","500B0000002pIqKIAU","","","Rachel Reilly","Central Sales","","003B0000007vDERIA2",True,"Communications","","005B0000003CnfYIAS","",7651,"Referral","00EB0000000azELMAY","MO","005B0000003CnfYIAS","","MO","Pearson Education","Rachel Reilly","","Please send shipping confirmation.","","Product Support","001B000000SS4caIAD","Pearson Education","2019-01-18T07:00:00.000Z",2.0,7522000,137,0,0,0,0
"","Email","2020-07-01T08:04:54.000Z","Corporate","001B000000SS4caIAD","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-02T07:00:00.000Z","005B0000003CnfYIAS","500B0000002pIqLIAU","","","Rachel Reilly","Central Sales","","003B0000007vDERIA2",True,"Communications","","005B0000003CnfYIAS","",7652,"Referral","00EB0000000azELMAY","MO","005B0000003CnfYIAS","","MO","Pearson Education","Rachel Reilly","","How much do I owe on my bill?","","Technical Issue","001B000000SS4caIAD","Pearson Education","2019-03-07T07:00:00.000Z",5.0,7522000,137,0,0,0,0
"","Community","2020-07-01T08:04:54.000Z","Corporate","001B000000SS3eoIAD","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfZIAS","500B0000002pIqMIAU","","","Alicia Harrison","Central Sales","","003B0000007vCLjIAM",True,"Media","","005B0000003CnfZIAS","",7653,"Partner","00EB0000000azELMAY","SD","005B0000003CnfZIAS","","SD","European American Capital Corp.","Alicia Harrison","","Where do I get your mobile app?","","Technical Issue","001B000000SS3eoIAD","European American Capital Corp.","2020-07-02T08:00:00.000Z",0.0,2994000,70,0,0,0,0
"","Phone","2020-07-01T08:04:54.000Z","Corporate","001B000000SS3eoIAD","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfZIAS","500B0000002pIqNIAU","","","Alicia Harrison","Central Sales","","003B0000007vCLjIAM",True,"Media","","005B0000003CnfZIAS","",7654,"Partner","00EB0000000azELMAY","SD","005B0000003CnfZIAS","","SD","European American Capital Corp.","Alicia Harrison","","Product setup issues","","Technical Issue","001B000000SS3eoIAD","European American Capital Corp.","2020-07-02T08:00:00.000Z",0.0,2994000,70,0,0,0,0
"","Website","2020-07-01T08:04:54.000Z","Corporate","001B000000bwMV4IAM","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-01-10T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pIqPIAU","","","Jordan Wolf","West Sales","","003B000000A9t59IAB",True,"Environmental","","005B0000003CnfQIAS","",7656,"Marketing Event","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","RE/MAX Greater Atlanta","Jordan Wolf","","Please change my contact information.","","Product Support","001B000000bwMV4IAM","RE/MAX Greater Atlanta","2019-01-18T07:00:00.000Z",8.0,5841000,159,0,0,0,0
"","Twitter","2020-07-01T08:04:54.000Z","Corporate","001B000000bwMV4IAM","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2018-12-18T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pIqQIAU","","","Jordan Wolf","West Sales","","003B000000A9t59IAB",True,"Environmental","","005B0000003CnfQIAS","",7657,"Marketing Event","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","RE/MAX Greater Atlanta","Jordan Wolf","","Product is shutting down intermittently","","Account Support","001B000000bwMV4IAM","RE/MAX Greater Atlanta","2018-12-18T07:00:00.000Z",0.0,5841000,159,0,0,0,0
"","Instagram","2020-07-01T08:04:54.000Z","Corporate","001B000000WJE20IAH","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-20T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pIqSIAU","","","Alicia Harrison","Central Sales","","003B0000008xfYzIAI",True,"Energy","","005B0000003CnfZIAS","",7659,"Referral","00EB0000000azELMAY","NE","005B0000003CnfZIAS","","NE","Qiave Technologies","Alicia Harrison","","Shipping container appears damaged","","General","001B000000WJE20IAH","Qiave Technologies","2019-03-26T07:00:00.000Z",6.0,5074000,72,0,0,0,0
"","Google","2020-07-01T08:04:56.000Z","Corporate","001B000000WJE22IAH","","Courtney Brown","","2020-07-13T20:29:06.055Z","Closed","","",False,"2018-09-11T07:00:00.000Z","005B0000003CnfVIAS","500B0000002pIqTIAU","","","Courtney Brown","West Sales","","003B0000008xfZ1IAI",True,"Telecommunications","","005B0000003CnfVIAS","",7660,"Partner","00EB0000000azEIMAY","HI","005B0000003CnfVIAS","","HI","Prophesy Transportation Solutions","Courtney Brown","","How do I set up auto-renewal?","","General","001B000000WJE22IAH","Prophesy Transportation Solutions","2018-09-18T07:00:00.000Z",7.0,5845000,67,0,0,0,0
"","Facebook","2020-07-01T08:04:56.000Z","Corporate","001B000000WJE22IAH","","Courtney Brown","","2020-07-13T20:29:06.055Z","Closed","","",False,"2018-09-10T07:00:00.000Z","005B0000003CnfVIAS","500B0000002pIqUIAU","","","Courtney Brown","West Sales","","003B0000008xfZ1IAI",True,"Telecommunications","","005B0000003CnfVIAS","",7661,"Partner","00EB0000000azEIMAY","HI","005B0000003CnfVIAS","","HI","Prophesy Transportation Solutions","Courtney Brown","","Purchase order question","","Product Support","001B000000WJE22IAH","Prophesy Transportation Solutions","2018-09-19T07:00:00.000Z",9.0,5845000,67,0,0,0,0
"","Community","2020-07-01T08:04:56.000Z","Corporate","001B000000SS4cbIAD","","Kristen Hughes","","2020-07-13T20:29:06.055Z","Closed","2020-06-09","",False,"2019-04-22T07:00:00.000Z","005B0000003CnfSIAS","500B0000002pIqVIAU","","","Kristen Hughes","West Sales","","003B0000007vDESIA2",True,"Biotechnology",True,"005B0000003CnfSIAS","",7662,"Referral","00EB0000000azEIMAY","WA","005B0000003CnfSIAS","","WA","Orvis Company","Kristen Hughes","+49.401 because Lead Source is Other and Region is Pacific
-10.033 because Lead Source is Other
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+3.118 because of other factors
from the baseline, +70.126","Need guidance getting started with my installation","-1.558 if you change Interactive Demo to true","Product Support","001B000000SS4cbIAD","Orvis Company","2019-04-23T07:00:00.000Z",1.0,4727000,83,103,180000,0,53
"","LinkedIn","2020-07-01T08:04:56.000Z","Corporate","001B000000lwNpeIAE","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-04-04T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pIqXIAU","","","Jordan Wolf","West Sales","","003B000000D8KFSIA3",True,"Media","","005B0000003CnfQIAS","",7664,"Data.com","00EB0000000azEIMAY","HI","005B0000003CnfQIAS","","HI","Sun Edison","Jordan Wolf","","Error on my bill","","Product Support","001B000000lwNpeIAE","Sun Edison","2020-04-05T07:00:00.000Z",1.0,2751000,92,0,0,0,0
"","Chat","2020-07-01T08:04:56.000Z","Corporate","001B000000lwNpeIAE","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-03-09T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pIqYIAU","","","Jordan Wolf","West Sales","","003B000000D8KFSIA3",True,"Media","","005B0000003CnfQIAS","",7665,"Data.com","00EB0000000azEIMAY","HI","005B0000003CnfQIAS","","HI","Sun Edison","Jordan Wolf","","Need additional product information","","Product Support","001B000000lwNpeIAE","Sun Edison","2020-03-18T07:00:00.000Z",9.0,2751000,92,0,0,0,0
"","Instagram","2020-07-01T08:04:56.000Z","Corporate","001B000000lwNpeIAE","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-03-25T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pIqaIAE","","","Jordan Wolf","West Sales","","003B000000D8KFSIA3",True,"Media","","005B0000003CnfQIAS","",7667,"Data.com","00EB0000000azEIMAY","HI","005B0000003CnfQIAS","","HI","Sun Edison","Jordan Wolf","","How do I exchange a product?","","Technical Issue","001B000000lwNpeIAE","Sun Edison","2020-04-01T07:00:00.000Z",7.0,2751000,92,0,0,0,0
"","Chat","2020-07-01T08:04:56.000Z","Corporate","001B000000SS3etIAD","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-11-13T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pIqcIAE","","","Alicia Harrison","Central Sales","","003B0000007vCLoIAM",True,"Shipping","","005B0000003CnfZIAS","",7669,"Social Media","00EB0000000azELMAY","OH","005B0000003CnfZIAS","","OH","Group Health Cooperative","Alicia Harrison","","Billing issue","","Technical Issue","001B000000SS3etIAD","Group Health Cooperative","2019-11-21T07:00:00.000Z",8.0,4527000,240,0,0,0,0
"","Twitter","2020-07-01T08:04:56.000Z","Corporate","001B000000SS3euIAD","","Beth Crawford","","2020-07-13T20:29:06.055Z","Closed","2019-04-04","",False,"2019-04-13T07:00:00.000Z","005B0000003CnfKIAS","500B0000002pIqdIAE","","","Beth Crawford","West Sales","","003B0000007vCLpIAM",True,"Recreation",True,"005B0000003CnfKIAS","",7670,"Cold Call","00EB0000000azEIMAY","CA","005B0000003CnfKIAS","","CA","Accsellerate","Beth Crawford","+14.534 because Lead Source is Reseller and Region is Pacific
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is Car Care
+7.219 because of other factors
from the baseli","Does your app work on my mobile device?","-4.315 if you change Executive Meeting to true
-3.753 if you change Interactive Demo to true","General","001B000000SS3euIAD","Accsellerate","2019-04-17T07:00:00.000Z",4.0,6502000,63,88,37203,0,33
"","Phone","2020-07-01T08:04:56.000Z","Corporate","001B000000SS3euIAD","","Beth Crawford","","2020-07-13T20:29:06.055Z","Closed","2019-04-04","",False,"2019-05-10T08:00:00.000Z","005B0000003CnfKIAS","500B0000002pIqeIAE","","","Beth Crawford","West Sales","","003B0000007vCLpIAM",True,"Recreation",True,"005B0000003CnfKIAS","",7671,"Cold Call","00EB0000000azEIMAY","CA","005B0000003CnfKIAS","","CA","Accsellerate","Beth Crawford","+14.534 because Lead Source is Reseller and Region is Pacific
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is Car Care
+7.219 because of other factors
from the baseli","Please change my contact information.","-4.315 if you change Executive Meeting to true
-3.753 if you change Interactive Demo to true","Account Support","001B000000SS3euIAD","Accsellerate","2019-05-10T08:00:00.000Z",0.0,6502000,63,88,37203,0,33
"","Google","2020-07-01T08:04:56.000Z","Corporate","001B000000SS4cdIAD","","Courtney Brown","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-12T07:00:00.000Z","005B0000003CnfVIAS","500B0000002pIqhIAE","","","Courtney Brown","West Sales","","003B0000007vDEUIA2",True,"Government","","005B0000003CnfVIAS","",7674,"Inbound Call","00EB0000000azEIMAY","NV","005B0000003CnfVIAS","","NV","RemoteReality Corporation","Courtney Brown","","How do I sign up for your email newsletter?","","Account Support","001B000000SS4cdIAD","RemoteReality Corporation","2019-03-12T07:00:00.000Z",0.0,2969000,46,0,0,0,0
"","Phone","2020-07-01T08:04:56.000Z","Corporate","001B000000SS3ewIAD","","Kristen Hughes","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-03-23T07:00:00.000Z","005B0000003CnfSIAS","500B0000002pIqkIAE","","","Kristen Hughes","West Sales","","003B0000007vCLrIAM",True,"Technology","","005B0000003CnfSIAS","",7677,"Website","00EB0000000azEIMAY","WY","005B0000003CnfSIAS","","WY","Anadigm","Kristen Hughes","","I have a question about my order.","","Technical Issue","001B000000SS3ewIAD","Anadigm","2020-03-26T07:00:00.000Z",3.0,5426000,46,0,0,0,0
"","Instagram","2020-07-01T08:04:56.000Z","Corporate","001B000000SS3exIAD","","Ann Jones","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-06-08T08:00:00.000Z","005B0000003CnfWIAS","500B0000002pIqlIAE","","","Ann Jones","West Sales","","003B0000007vCLsIAM",True,"Recreation","","005B0000003CnfWIAS","",7678,"Social Media","00EB0000000azEIMAY","OR","005B0000003CnfWIAS","","OR","NetApp","Ann Jones","","Items missing from shipment.","","General","001B000000SS3exIAD","NetApp","2020-06-10T08:00:00.000Z",2.0,3281000,73,0,0,0,0
