"AccountId","HasOpportunityLineItem","EDD_Prescription__c","Account_Type","Owner_Role_RolePath","ForecastCategory","DemoShow__c","EDD_Leading_Causes__c","Account_BillingState","CloseDate","Name","Region__c","Owner_Role_RoleNames","Competitor__c","Product2Name__c","Owner_Username","Owner_Role_DeveloperName","Owner_Name","AccountBookings__c","Owner_Role_RoleNamesPath","LeadSource","Owner_Role_Roles","Owner_Role_Name","Id","Interactive_Demo__c","AccountAnnualRevenue__c","ForecastCategoryName","Owner_SmallPhotoUrl","Stage_StageName","RecordType_Name","IsClosed","Owner_UniqueUserName","AccountNumberOfEmployees__c","IsWon","Product2Family__c","RecordTypeId","Account_Name","Exec_Meeting__c","EDD_PRESCRIPTION_C","Product_Product_Family","StageName","SalesStageCount__c","Causes_Driver","Product_Product_Name","Type","Account_Industry","Account_AccountSource","Account_AnnualRevenue","TimeToClose__c","Causes_Amt","Amount","Account_NumberOfEmployees","EDD_OUTCOME_C"
"001B000000SS3mnIAD",True,"- 7.155 if you change Interactive_Demo__c to true<br>- 2.705 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 6.44 because CloseDate is 2017<br>+ 4.758 because Region__c is Southeast and LeadSource is Reseller<br>+ 4.596 because Product2Family__c is Car Accessories and CloseDate is 2017<br>+ 4.352 because of other factors<br>from the baseline, + 70.87","MS","1/9/17","E Commerce Group 167","Southeast","CEO","Challenger Inc.","Exterior Accessories","showell1496774369668@demo.user","EastSales","Stephanie Howell","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Reseller","00EB0000000EnvEMAS","East Sales","006B0000003WbGnIAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Stephanie Howell","0 - 250",False,"Car Accessories","012B0000000LBREIA4","E Commerce Group",False,"-6.792
if you change Interactive_Demo__c to true
-5.764
if you change Exec_Meeting__c to true","Car Accessories","Closed Lost",3,"from the baseline","Exterior Accessories","New Business / Add-on","Communications","Website",4569000,0,70.88,25000,37,92.83917
"001B000000SS3mrIAD",True,"- 4.262 if you change Interactive_Demo__c to true<br>- 4.223 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.943 because LeadSource is Reseller and SalesStageCount__c is 0 to 2<br>- 5.348 because LeadSource is Reseller and Amount is 50001 to 90000<br>- 2.896 because Product2Name__c is RV Shelters and Amount is 50001 to 90000<br>+ 12.07 because of other facto","RI","3/2/16","FICO 233","Northeast","CEO","Challenger Inc.","RV Shelters","achen1496774369993@demo.user","EastSales","Alan Chen","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Reseller","00EB0000000EnvEMAS","East Sales","006B0000003WbGsIAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Alan Chen","0 - 250",False,"Performance & Non-auto","012B0000000LBREIA4","FICO",False,"-7.282
if you change Exec_Meeting__c to true
-3.898
if you change Interactive_Demo__c to true","Performance & Non-auto","Closed Lost",2,"LeadSource is Reseller and Competitor is Challenger Inc.","RV Shelters","New Business","Hospitality","Inbound Call",6974000,0,8.843,55000,192,84.94413
"001B000000SS3msIAD",True,"- 4.289 if you change Interactive_Demo__c to true<br>- 3.816 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 4.758 because Region__c is Southeast and LeadSource is Reseller<br>- 2.826 because Product2Name__c is Motorcycle Parts and Amount is 12009 to 20000<br>- 2.63 because Region__c is Southeast<br>+ 4.113 because of other factors<br>from the baseline, + 70.8","TN","2/24/16","Grand Central Communications 19","Southeast","CEO","Challenger Inc.","Motorcycle Parts","dhawkins1496774369831@demo.user","EastSales","Debbie Hawkins","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Reseller","00EB0000000EnvEMAS","East Sales","006B0000003WbGtIAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Debbie Hawkins","0 - 250",False,"Performance & Non-auto","012B0000000LBREIA4","Grand Central Communications",False,"-6.875
if you change Exec_Meeting__c to true
-3.926
if you change Interactive_Demo__c to true","Performance & Non-auto","Closed Lost",3,"other factors","Motorcycle Parts","New Business","Government","Cold Call",7797000,0,0.856,20000,51,80.91508499999999
"001B000000SS3mtIAD",True,"- 3.707 if you change Interactive_Demo__c to true<br>- 3.189 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Closed",False,"+ 6.44 because CloseDate is 2017<br>+ 4.758 because Region__c is Southeast and LeadSource is Reseller<br>+ 4.596 because Product2Family__c is Car Accessories and CloseDate is 2017<br>+ 6.279 because of other factors<br>from the baseline, + 70.87","AL","6/5/17","Promicro 22","Southeast","CEO","Challenger Inc.","Exterior Accessories","dhawkins1496774369831@demo.user","EastSales","Debbie Hawkins","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Reseller","00EB0000000EnvEMAS","East Sales","006B0000003WbGuIAK",False,"Corporate","Closed","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Debbie Hawkins","0 - 250",True,"Car Accessories","012B0000000LBREIA4","Promicro",False,"-6.248
if you change Exec_Meeting__c to true
-3.343
if you change Interactive_Demo__c to true","Car Accessories","Closed Won",3,"Region is Southeast and LeadSource is Reseller","Exterior Accessories","Existing Business","Hospitality","Referral",5886000,0,4.758,40000,61,97.23363499999999
"001B000000SS3kcIAD",True,"- 5.731 if you change Interactive_Demo__c to true<br>- 4.654 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 6.326 because Product2Family__c is Car Accessories and LeadSource is Fields Sales<br>+ 2.822 because LeadSource is Fields Sales and Amount is 12009 to 20000<br>+ 1.318 because of other factors<br>from the ba","SC","9/1/16","Keylime Software 68","Southeast","CEO","Fredericks","Exterior Accessories","mmccoy1496774369614@demo.user","EastSales","Michael Mccoy","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Fields Sales","00EB0000000EnvEMAS","East Sales","006B0000003WbE3IAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Michael Mccoy","0 - 250",False,"Car Accessories","012B0000000LBREIA4","Keylime Software",False,"-8.949
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",3,"Product2Family is Car Accessories and LeadSource is Fields Sales","Exterior Accessories","New Business","Entertainment","Partner",3871000,0,6.335,20000,9,90.96644
"001B000000SS3kdIAD",True,"- 6.847 if you change Exec_Meeting__c to true<br>- 4.469 if you change Interactive_Demo__c to true","Corporate","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Pipeline",False,"+ 6.44 because CloseDate is 2017<br>- 3.031 because Product2Family__c is Other and Type is New Business<br>- 1.906 because LeadSource is Reseller and Amount is 31033 to 50000<br>+ 5.795 because of other factors<br>from the baseline, + 70.87","FL","11/10/17","Tru  Si Technologies 111","","CEO","","","egarcia1496774369912@demo.user","CentralSales","Edgar Garcia","","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Reseller","00EB0000000Env9MAC","Central Sales","006B0000003WbE5IAK",False,"","Pipeline","https://c.gus.content.force.com/profilephoto/005/T","Needs Analysis","Simple",False,"Edgar Garcia","",False,"","012B0000000LBREIA4","Tru  Si Technologies",False,"-6.846
if you change Exec_Meeting__c to true
-4.469
if you change Interactive_Demo__c to true","Performance & Non-auto","Needs Analysis",0,"Product2Family is Other and Type is New Business","RV Shelters","New Business","Food & Beverage","Community",2145000,0,-3.032,50000,83,87.88094
"001B000000SS3kdIAD",True,"- 6.847 if you change Exec_Meeting__c to true<br>- 4.469 if you change Interactive_Demo__c to true","Corporate","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Pipeline",False,"+ 6.44 because CloseDate is 2017<br>- 3.031 because Product2Family__c is Other and Type is New Business<br>- 1.906 because LeadSource is Reseller and Amount is 31033 to 50000<br>+ 5.795 because of other factors<br>from the baseline, + 70.87","FL","11/10/17","Tru  Si Technologies 111","","CEO","","","egarcia1496774369912@demo.user","CentralSales","Edgar Garcia","","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Reseller","00EB0000000Env9MAC","Central Sales","006B0000003WbE5IAK",False,"","Pipeline","https://c.gus.content.force.com/profilephoto/005/T","Needs Analysis","Simple",False,"Edgar Garcia","",False,"","012B0000000LBREIA4","Tru  Si Technologies",False,"-6.846
if you change Exec_Meeting__c to true
-4.469
if you change Interactive_Demo__c to true","Performance & Non-auto","Needs Analysis",0,"other factors","RV Shelters","New Business","Food & Beverage","Community",2145000,0,3.6489999999999996,50000,83,87.88094
"001B000000SS3kdIAD",True,"- 2.801 if you change Exec_Meeting__c to true<br>- 2.377 if you change Interactive_Demo__c to true","Corporate","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.943 because LeadSource is Reseller and SalesStageCount__c is 0 to 2<br>- 5.348 because LeadSource is Reseller and Amount is 50001 to 90000<br>- 4.184 because Product2Name__c is Motorcycle Parts and SalesStageCount__c is 0 to 2<br>+ 12.67 because of ot","FL","5/8/16","Tru  Si Technologies 124","Southwest","CEO","Challenger Inc.","Motorcycle Parts","klewis1496774369803@demo.user","CentralSales","Kathryn Lewis","0","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Reseller","00EB0000000Env9MAC","Central Sales","006B0000003WbE6IAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Kathryn Lewis","0 - 250",False,"Performance & Non-auto","012B0000000LBREIA4","Tru  Si Technologies",False,"-5.859
if you change Exec_Meeting__c to true
-2.013
if you change Interactive_Demo__c to true","Performance & Non-auto","Closed Lost",2,"LeadSource is Reseller and SalesStageCount is 0 to 2","Motorcycle Parts","New Business","Food & Beverage","Community",2145000,0,9.943,90000,83,90.3272
"001B000000SS3kdIAD",True,"- 2.801 if you change Exec_Meeting__c to true<br>- 2.377 if you change Interactive_Demo__c to true","Corporate","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.943 because LeadSource is Reseller and SalesStageCount__c is 0 to 2<br>- 5.348 because LeadSource is Reseller and Amount is 50001 to 90000<br>- 4.184 because Product2Name__c is Motorcycle Parts and SalesStageCount__c is 0 to 2<br>+ 12.67 because of ot","FL","5/8/16","Tru  Si Technologies 124","Southwest","CEO","Challenger Inc.","Motorcycle Parts","klewis1496774369803@demo.user","CentralSales","Kathryn Lewis","0","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Reseller","00EB0000000Env9MAC","Central Sales","006B0000003WbE6IAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Kathryn Lewis","0 - 250",False,"Performance & Non-auto","012B0000000LBREIA4","Tru  Si Technologies",False,"-5.859
if you change Exec_Meeting__c to true
-2.013
if you change Interactive_Demo__c to true","Performance & Non-auto","Closed Lost",2,"from the baseline","Motorcycle Parts","New Business","Food & Beverage","Community",2145000,0,70.88,90000,83,90.3272
"001B000000SS3kfIAD",True,"- 6.05 if you change Interactive_Demo__c to true<br>- 3.462 if you change Exec_Meeting__c to true","Corporate","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Closed",False,"+ 9.943 because LeadSource is Reseller and SalesStageCount__c is 0 to 2<br>+ 6.44 because CloseDate is 2017<br>+ 4.596 because Product2Family__c is Car Accessories and CloseDate is 2017<br>+ 13.48 because of other factors<br>from the baseline, + 70.87","TX","2/28/17","Cogent Software 145","Southwest","CEO","Challenger Inc.","Exterior Accessories","ariley1496774369939@demo.user","CentralSales","Antonio Riley","0","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Reseller","00EB0000000Env9MAC","Central Sales","006B0000003WbE9IAK",False,"Corporate","Closed","https://c.gus.content.force.com/profilephoto/005/T","Closed Won","Simple",True,"Antonio Riley","0 - 250",True,"Car Accessories","012B0000000LBREIA4","Cogent Software",False,"-6.52
if you change Exec_Meeting__c to true
-5.686
if you change Interactive_Demo__c to true","Car Accessories","Closed Won",2,"LeadSource is Reseller and SalesStageCount is 0 to 2","Exterior Accessories","Existing Business","Financial Services","Referral",6802000,0,9.943,7500,233,109.56145
"001B000000SS3khIAD",True,"- 6.23 if you change Interactive_Demo__c to true<br>- 5.071 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 6.44 because CloseDate is 2017<br>+ 6.326 because Product2Family__c is Car Accessories and LeadSource is Fields Sales<br>+ 13.7 because of other factors<br>from the baseline, + 70.87","GA","2/17/17","Unitive 164","Southeast","CEO","Challenger Inc.","Car Care","showell1496774369668@demo.user","EastSales","Stephanie Howell","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Fields Sales","00EB0000000EnvEMAS","East Sales","006B0000003WbECIA0",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Advanced",True,"Stephanie Howell","0 - 250",False,"Car Accessories","012B00000008lxPIAQ","Unitive",False,"-8.13
if you change Exec_Meeting__c to true
-5.866
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",3,"from the baseline","Car Care","New Business","Media","Partner",9508000,0,70.88,20000,29,100.68016999999999
"001B000000SS3kiIAD",True,"- 2.351 if you change Exec_Meeting__c to true<br>- 2.265 if you change Interactive_Demo__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","BestCase",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 6.44 because CloseDate is 2017<br>- 4.184 because Product2Name__c is Motorcycle Parts and SalesStageCount__c is 0 to 2<br>+ 15.75 because of other factors<br>from the baseline, + 70.87","SC","8/22/17","Arandell Corporation 180","Southeast","CEO","Challenger Inc.","Motorcycle Parts","dhawkins1496774369831@demo.user","EastSales","Debbie Hawkins","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Fields Sales","00EB0000000EnvEMAS","East Sales","006B0000003WbEDIA0",False,"Corporate","Best Case","https://c.gus.content.force.com/profilephoto/005/T","Proposal/Quote","Simple",False,"Debbie Hawkins","0 - 250",False,"Performance & Non-auto","012B0000000LBREIA4","Arandell Corporation",False,"-5.41
if you change Exec_Meeting__c to true
-1.901
if you change Interactive_Demo__c to true","Performance & Non-auto","Proposal/Quote",2,"other factors","Motorcycle Parts","New Business","Government","Inbound Call",5066000,0,16.34,40000,40,98.63186
"001B000000SS3klIAD",True,"- 7.763 if you change Interactive_Demo__c to true<br>- 3.462 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Closed",False,"+ 4.758 because Region__c is Southeast and LeadSource is Reseller<br>+ 3.068 because Product2Name__c is Exterior Accessories and LeadSource is Reseller<br>- 2.63 because Region__c is Southeast<br>+ 9.884 because of other factors<br>from the baseline, + 70","VT","3/10/16","Heritage Home Group 219","Southeast","CEO","Challenger Inc.","Exterior Accessories","showell1496774369668@demo.user","EastSales","Stephanie Howell","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Reseller","00EB0000000EnvEMAS","East Sales","006B0000003WbEHIA0",False,"Corporate","Closed","https://c.gus.content.force.com/profilephoto/005/T","Closed Won","Simple",True,"Stephanie Howell","0 - 250",True,"Car Accessories","012B0000000LBREIA4","Heritage Home Group",False,"-7.399
if you change Interactive_Demo__c to true
-6.52
if you change Exec_Meeting__c to true","Car Accessories","Closed Won",4,"other factors","Exterior Accessories","Add-On Business","Consulting","Partner",8643000,0,6.502000000000001,10240,231,94.05038
"001B000000SS3mwIAD",True,"- 4.993 if you change Interactive_Demo__c to true<br>- 3.219 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Closed",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 7.377 because Region__c is Northeast and LeadSource is Fields Sales<br>+ 6.44 because CloseDate is 2017<br>+ 18.83 because of other factors<br>from the baseline, + 70.87","NH","6/3/17","Simtrol 103","Northeast","CEO","Moparts","Exterior Accessories","achen1496774369993@demo.user","EastSales","Alan Chen","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Fields Sales","00EB0000000EnvEMAS","East Sales","006B0000003WbGxIAK",False,"Corporate","Closed","https://c.gus.content.force.com/profilephoto/005/T","Closed Won","Advanced",True,"Alan Chen","0 - 250",True,"Car Accessories","012B00000008lxPIAQ","Simtrol",False,"-5.793
if you change Interactive_Demo__c to true
-4.986
if you change Exec_Meeting__c to true","Car Accessories","Closed Won",3,"other factors","Exterior Accessories","New Business","Shipping","Social Media",5479000,0,38.84,110000,209,133.28273000000002
"001B000000SS3mwIAD",True,"- 4.993 if you change Interactive_Demo__c to true<br>- 3.219 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Closed",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 7.377 because Region__c is Northeast and LeadSource is Fields Sales<br>+ 6.44 because CloseDate is 2017<br>+ 18.83 because of other factors<br>from the baseline, + 70.87","NH","6/3/17","Simtrol 103","Northeast","CEO","Moparts","Exterior Accessories","achen1496774369993@demo.user","EastSales","Alan Chen","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Fields Sales","00EB0000000EnvEMAS","East Sales","006B0000003WbGxIAK",False,"Corporate","Closed","https://c.gus.content.force.com/profilephoto/005/T","Closed Won","Advanced",True,"Alan Chen","0 - 250",True,"Car Accessories","012B00000008lxPIAQ","Simtrol",False,"-5.793
if you change Interactive_Demo__c to true
-4.986
if you change Exec_Meeting__c to true","Car Accessories","Closed Won",3,"from the baseline","Exterior Accessories","New Business","Shipping","Social Media",5479000,0,70.88,110000,209,133.28273000000002
"001B000000SS3myIAD",True,"- 6.078 if you change Interactive_Demo__c to true<br>- 2.437 if you change Exec_Meeting__c to true","Corporate","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.943 because LeadSource is Reseller and SalesStageCount__c is 0 to 2<br>+ 6.44 because CloseDate is 2017<br>+ 5.256 because Region__c is Mid-Atlantic and LeadSource is Reseller<br>+ 19.64 because of other factors<br>from the baseline, + 70.87","NJ","2/27/17","Talent Tree Inc 132","Mid-Atlantic","CEO","Challenger Inc.","Replacement Parts","twilson1496774370020@demo.user","CentralSales","Tammy Wilson","0","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Reseller","00EB0000000Env9MAC","Central Sales","006B0000003WbGzIAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Tammy Wilson","0 - 250",False,"Car Accessories","012B0000000LBREIA4","Talent Tree Inc",False,"-5.715
if you change Interactive_Demo__c to true
-5.495
if you change Exec_Meeting__c to true","Car Accessories","Closed Lost",2,"LeadSource is Reseller and Competitor is Challenger Inc.","Replacement Parts","New Business / Add-on","Government","Community",8820000,0,8.843,10000,118,117.11707
"001B000000SS3myIAD",True,"- 2.918 if you change Exec_Meeting__c to true<br>- 0.77 if you change Interactive_Demo__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 7.377 because Region__c is Northeast and LeadSource is Fields Sales<br>+ 6.44 because CloseDate is 2017<br>+ 19.9 because of other factors<br>from the baseline, + 70.87","NJ","5/5/17","Talent Tree Inc 134","Northeast","CEO","Challenger Inc.","Interior Accessories","arosario1496774369641@demo.user","EastSales","Adam Rosario","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Fields Sales","00EB0000000EnvEMAS","East Sales","006B0000003WbH0IAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Adam Rosario","0 - 250",False,"Car Accessories","012B0000000LBREIA4","Talent Tree Inc",False,"-5.977
if you change Exec_Meeting__c to true
-0.406
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",4,"Region is Northeast and LeadSource is Fields Sales","Interior Accessories","New Business","Government","Community",8820000,0,7.376,60000,118,107.7097
"001B000000SS3n0IAD",True,"- 4.289 if you change Interactive_Demo__c to true<br>- 3.816 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.943 because LeadSource is Reseller and SalesStageCount__c is 0 to 2<br>+ 4.758 because Region__c is Southeast and LeadSource is Reseller<br>- 4.184 because Product2Name__c is Motorcycle Parts and SalesStageCount__c is 0 to 2<br>+ 3.523 because of othe","TN","2/28/16","Midway Products Group 216","Southeast","CEO","Challenger Inc.","Motorcycle Parts","achen1496774369993@demo.user","EastSales","Alan Chen","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Reseller","00EB0000000EnvEMAS","East Sales","006B0000003WbH1IAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Alan Chen","0 - 250",False,"Performance & Non-auto","012B0000000LBREIA4","Midway Products Group",False,"-6.875
if you change Exec_Meeting__c to true
-3.926
if you change Interactive_Demo__c to true","Performance & Non-auto","Closed Lost",2,"from the baseline","Motorcycle Parts","Existing Business","Electronics","Marketing Event",7905000,0,70.88,15000,7,94.457054
"001B000000SS3n3IAD",True,"- 4.993 if you change Interactive_Demo__c to true<br>- 3.219 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 7.377 because Region__c is Northeast and LeadSource is Fields Sales<br>+ 6.326 because Product2Family__c is Car Accessories and LeadSource is Fields Sales<br>- 1.371 because of other factors<br>from the base","MA","6/14/16","American Mechanical Svc 14","Northeast","CEO","Moparts","Exterior Accessories","arosario1496774369641@demo.user","EastSales","Adam Rosario","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Fields Sales","00EB0000000EnvEMAS","East Sales","006B0000003WbH4IAK",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Adam Rosario","0 - 250",False,"Car Accessories","012B0000000LBREIA4","American Mechanical Svc",False,"-5.793
if you change Interactive_Demo__c to true
-4.986
if you change Exec_Meeting__c to true","Car Accessories","Closed Lost",2,"other factors","Exterior Accessories","Add-On Business","Machinery","Marketing Event",5765000,0,21.32,110000,200,115.7691
"001B000000SS3n3IAD",True,"- 4.614 if you change Exec_Meeting__c to true<br>- 1.567 if you change Interactive_Demo__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Closed",False,"- 7.196 because LeadSource is Telesales<br>- 5.517 because Region__c is Southeast and LeadSource is Telesales<br>- 4.396 because Product2Family__c is Car Accessories and LeadSource is Telesales<br>- 8.366 because of other factors<br>from the baseline, + 7","MA","8/4/16","American Mechanical Svc 19","Southeast","CEO","Challenger Inc.","Batteries","achen1496774369993@demo.user","EastSales","Alan Chen","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Telesales","00EB0000000EnvEMAS","East Sales","006B0000003WbH5IAK",False,"Corporate","Closed","https://c.gus.content.force.com/profilephoto/005/T","Closed Won","Advanced",True,"Alan Chen","0 - 250",True,"Car Accessories","012B00000008lxPIAQ","American Mechanical Svc",False,"-7.673
if you change Exec_Meeting__c to true
-1.204
if you change Interactive_Demo__c to true","Car Accessories","Closed Won",11,"Region is Southeast and LeadSource is Telesales","Batteries","Existing Business","Machinery","Marketing Event",5765000,0,-5.517,47000,200,42.18566
"001B000000SS3n3IAD",True,"- 3.816 if you change Exec_Meeting__c to true<br>- 1.969 if you change Interactive_Demo__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","BestCase",False,"+ 9.943 because LeadSource is Reseller and SalesStageCount__c is 0 to 2<br>+ 6.44 because CloseDate is 2017<br>- 4.184 because Product2Name__c is Motorcycle Parts and SalesStageCount__c is 0 to 2<br>- 2.744 because of other factors<br>from the baseline, +","MA","8/21/17","American Mechanical Svc 27","Northeast","CEO","Challenger Inc.","Motorcycle Parts","arosario1496774369641@demo.user","EastSales","Adam Rosario","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Reseller","00EB0000000EnvEMAS","East Sales","006B0000003WbH6IAK",False,"Corporate","Best Case","https://c.gus.content.force.com/profilephoto/005/T","Needs Analysis","Simple",False,"Adam Rosario","0 - 250",False,"Performance & Non-auto","012B0000000LBREIA4","American Mechanical Svc",False,"-6.875
if you change Exec_Meeting__c to true
-1.606
if you change Interactive_Demo__c to true","Performance & Non-auto","Needs Analysis",2,"LeadSource is Reseller and SalesStageCount is 0 to 2","Motorcycle Parts","New Business","Machinery","Marketing Event",5765000,0,9.943,20000,200,86.7104
"001B000000SS3n3IAD",True,"- 3.816 if you change Exec_Meeting__c to true<br>- 1.969 if you change Interactive_Demo__c to true","Corporate","00EB0000000EnvEMAS/00EB0000000azEHMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","BestCase",False,"+ 9.943 because LeadSource is Reseller and SalesStageCount__c is 0 to 2<br>+ 6.44 because CloseDate is 2017<br>- 4.184 because Product2Name__c is Motorcycle Parts and SalesStageCount__c is 0 to 2<br>- 2.744 because of other factors<br>from the baseline, +","MA","8/21/17","American Mechanical Svc 27","Northeast","CEO","Challenger Inc.","Motorcycle Parts","arosario1496774369641@demo.user","EastSales","Adam Rosario","0","EastSales/East_Manager/RVPEast/VPSales/CEO","Reseller","00EB0000000EnvEMAS","East Sales","006B0000003WbH6IAK",False,"Corporate","Best Case","https://c.gus.content.force.com/profilephoto/005/T","Needs Analysis","Simple",False,"Adam Rosario","0 - 250",False,"Performance & Non-auto","012B0000000LBREIA4","American Mechanical Svc",False,"-6.875
if you change Exec_Meeting__c to true
-1.606
if you change Interactive_Demo__c to true","Performance & Non-auto","Needs Analysis",2,"from the baseline","Motorcycle Parts","New Business","Machinery","Marketing Event",5765000,0,70.88,20000,200,86.7104
