"Opportunity.Competitor_EDD_c__c","UserManager.Username","Role.ParentRoleId","Role.RolePath","UserManager.FullPhotoUrl","UserManager.UniqueUserName","Name","UserManager.Id","Role.ForecastManager.UniqueUserName","UserManager.SmallPhotoUrl","Opportunity.Predicted_Close_Date__c","hasOpportunity","Role.Name","Id","LastName","UserType","ManagerId","Role.RoleNames","UniqueUserName","Opportunity.EDD_CreatedDate__c","UserRoleId","IsActive","UserManager.Name","Role.ParentRole.ForecastManager.UniqueUserName","ForecastEnabled","Opportunity.DemoShow__c","Role.ParentRole.ForecastManager.Name","isDuplicate","Opportunity.Name","Role.DeveloperName","SmallPhotoUrl","ManagerNamesPath","Opportunity.Discount_Approved__c","FirstName","UserManager.UserRoleId","Role.ParentRole.Name","Role.ForecastManager.ForecastEnabled","Opportunity.EDD_Leading_Causes__c","Role.ForecastManager.Name","Role.RoleNamesPath","Opportunity.EDD_Prescription__c","CustomFilter","FullPhotoUrl","Username","Role.Roles","Role.Hierarchy_RoleNames","Role.ParentRole.DeveloperName","UserManagerNames","Opportunity.EDD_Outcome__c","Opportunity.EDD_Age__c","Opportunity.Close_Date_Difference__c"
,"pgreene@saleswave.demo","00EB0000000azEKMAY",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW0/F","Paul Greene","Vance Turner","005B000000389UZIAY","Vance Turner","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW0/T",,"false","Director of Channel Sales","005B000000389UmIAI","Turner","Standard","005B00000034KssIAE","Admin","Vance Turner",,"00EB0000000azEPMAY","true","Paul Greene","Elliot Shapiro","true",,"Elliot Shapiro",,,"DirChannel","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW1/T","Vance Turner/Paul Greene",,"Vance","00EB0000000azEOMAY","VP of Sales","true",,"Vance Turner","Vance Turner/Elliot Shapiro/Admin",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW1/F","vturner@saleswave.demo",,"Admin","VPSales","Paul Greene",0,0,0
,,"00EB0000000azElMAI",,,,"Ted Data",,,,,"false","Director of Finance","005B000000389UnIAI","Data","Standard","005B000000389UdIAI",,"Ted Data",,"00EB0000000azEEMAY","true",,,"false",,,,,"DirFinance","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVn/T","Ted Data",,"Ted",,"VP of Operations",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVn/F","tdata.gcepz0hlikbw.py3cdpy8t9ay@saleswave.demo",,,"VPOperations","Ted Data",0,0,0
,"vrivera@saleswave.demo","00EB0000000azEKMAY",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVu/F","Vince Rivera","Gordon Reeves","005B000000389UcIAI",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVu/T",,"false","Business Development Director","005B000000389UoIAI","Reeves","Standard","005B00000034KssIAE","Admin","Gordon Reeves",,"00EB0000000azEJMAY","true","Vince Rivera","Elliot Shapiro","true",,"Elliot Shapiro",,,"BDDirector","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVv/T","Gordon Reeves/Vince Rivera/Bill Anderson",,"Gordon","00EB0000000azEIMAY","VP of Sales",,,,"Gordon Reeves/Elliot Shapiro/Admin",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bVv/F","greeves.4vfuy5bn6wbw.batl4d8hs2ci@saleswave.demo",,"Admin","VPSales","Bill Anderson",0,0,0
,,,,,,"SDO_mj",,,,,"false",,"005B000000389UpIAI","SDO_mj","Standard","N/A","SDO_mj","SDO_mj",,,"true",,,"true",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW2/T","SDO_mj",,,,,,,,"SDO_mj",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW2/F","sdo_mj.jt3whvlcmkx8.sftj0hdjjpwi@saleswave.demo",,"SDO_mj",,"SDO_mj",0,0,0
,,,,,,"SDO_A3",,,,,"false",,"005B000000389UqIAI","SDO_A3","Standard","005B000000389UdIAI",,"SDO_A3",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW3/T","SDO_A3",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW3/F","sdo_a3.hdjmkx6rd8ef.1h51a2soeeqm@saleswave.demo",,,,"SDO_A3",0,0,0
,,"NA",,,,"SDO_A2",,"Admin",,,"false","CEO","005B000000389UrIAI","SDO_A2","Standard","N/A",,"SDO_A2",,"00EB0000000azEQMAY","true",,,"false",,,,,"CEO","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW5/T","SDO_A2",,,,,"true",,"Admin",,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW5/F","sdo_a2.vsfsdihxalfz.muehnkpguuyg@saleswave.demo",,,,"SDO_A2",0,0,0
,,,,,,"SDO_vh",,,,,"false",,"005B000000389UsIAI","SDO_vh","Standard","N/A",,"SDO_vh",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW4/T","SDO_vh",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW4/F","sdo_vh.j0ksvrle9czt.tiys9vnoc4jl@saleswave.demo",,,,"SDO_vh",0,0,0
,,,,,,"SDO_A4",,,,,"false",,"005B000000389UtIAI","SDO_A4","Standard","N/A",,"SDO_A4",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW6/T","SDO_A4",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW6/F","sdo_a4.pjjhugplwyu0.dzuzzqmxic3p@saleswave.demo",,,,"SDO_A4",0,0,0
,,,,,,"Integration User",,,,,"false",,"005B000000389UuIAI","Integration User","Standard","N/A",,"Integration User",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW7/T","Integration User",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW7/F","integration@00db0000000idblmak.com",,,,"Integration User",0,0,0
,,,,,,"SDO_de",,,,,"false",,"005B000000389UvIAI","SDO_de","Standard","N/A",,"SDO_de",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW8/T","SDO_de",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW8/F","sdo_de.jrwdvpycg8vm.3ihf1ptcwqdw@saleswave.demo",,,,"SDO_de",0,0,0
,,"00EB0000000azElMAI",,,,"Andrea Admin",,,,,"false","Director of Human Resources","005B000000389UyIAI","Admin","Standard","005B000000389UdIAI","Andrea Admin","Andrea Admin",,"00EB0000000azERMAY","true",,,"true",,,,,"DirectorHR","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW9/T","Andrea Admin",,"Andrea",,"VP of Operations",,,,"Andrea Admin",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bW9/F","aadmin.1hz85v56vhl7.cm2de75d9fxk@saleswave.demo",,"Andrea Admin","VPOperations","Andrea Admin",0,0,0
,,,,,,"SDO_A1",,,,,"false",,"005B000000389UzIAI","SDO_A1","Standard","N/A",,"SDO_A1",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWA/T","SDO_A1",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWA/F","sdo_a1.qqidzqy404od.tlwbmpjuvxlp@saleswave.demo",,,,"SDO_A1",0,0,0
,,,,,,"SDO_A5",,,,,"false",,"005B000000389V1IAI","SDO_A5","Standard","N/A",,"SDO_A5",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWB/T","SDO_A5",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWB/F","sdo_a5.bmflne9somj2.te8e0wlok1nx@saleswave.demo",,,,"SDO_A5",0,0,0
,,,,,,"Security User",,,,,"false",,"005B000000389V2IAI","Security User","Standard","N/A",,"Security User",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWC/T","Security User",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWC/F","insightssecurity@00db0000000idblmak.com",,,,"Security User",0,0,0
,,"00EB0000000azEZMAY",,,,"Tim Mills",,,,,"false","Customer Service Agent","005B000000389V3IAI","Mills","Standard","005B000000389VEIAY",,"Tim Mills",,"00EB0000000azESMAY","true",,,"false",,,,,"CSAgent","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWD/T","Tim Mills",,"Tim",,"Customer Service Manager",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWD/F","tmills@saleswave.demo",,,"CSM","Tim Mills",0,0,0
,"sap.srxvxvtalzju.vljnkwthqrto@saleswave.demo","00EB0000000azEKMAY",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWK/F","SAP","Chet Callaghan","005B000000389VDIAY","Vance Turner","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWK/T",,"false","Director of Channel Sales","005B000000389V5IAI","Callaghan","Standard","005B000000389UmIAI","Admin","Chet Callaghan",,"00EB0000000azEPMAY","true","SAP","Elliot Shapiro","true",,"Elliot Shapiro",,,"DirChannel","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWE/T","Chet Callaghan/SAP",,"Chet","00EB0000000azEUMAY","VP of Sales","true",,"Vance Turner","Chet Callaghan/Elliot Shapiro/Admin",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWE/F","ccallaghan@saleswave.demo",,"Admin","VPSales","Chet Callaghan",0,0,0
,,"00EB0000000azELMAY",,,,"Olivia Young",,,,,"false","Central Sales","005B000000389V6IAI","Young","Standard","005B000000389VEIAY","Admin","Olivia Young",,"00EB0000000azECMAY","true",,"Andrew Barton","true",,"Andrew Barton",,,"CentralSales","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWF/T","Olivia Young",,"Olivia",,"RVP Central",,,,"Olivia Young/Andrew Barton/Elliot Shapiro/Admin",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWF/F","oorder.iiibfvlww225@demo.user",,"Admin","RVPCentral","Olivia Young",0,0,0
,,,,,,"SDO_bs",,,,,"false",,"005B000000389V7IAI","SDO_bs","Standard","N/A",,"SDO_bs",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWG/T","SDO_bs",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWG/F","sdo_bs.uk9oc6ie0068.alngwbz3uxhp@saleswave.demo",,,,"SDO_bs",0,0,0
,,,,,,"SDO_ne",,,,,"false",,"005B000000389V8IAI","SDO_ne","Standard","N/A",,"SDO_ne",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWH/T","SDO_ne",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWH/F","sdone.p5fyefztz1dk.ipp4dyyejhdh@saleswave.demo",,,,"SDO_ne",0,0,0
,,,,,,"SDO_dh",,,,,"false",,"005B000000389V9IAI","SDO_dh","Standard","N/A",,"SDO_dh",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWI/T","SDO_dh",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWI/F","sdo_dh.gdldagfsjrzt.cy3qotcqwpon@saleswave.demo",,,,"SDO_dh",0,0,0
,"sflynn@saleswave.demo","00EB0000000azEQMAY",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWL/F","Steven Flynn","Alf Operations","005B000000389VEIAY",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWL/T",,"false","VP of Customer Service","005B000000389VCIAY","Operations","Standard","005B000000389UdIAI","Admin","Alf Operations",,"00EB0000000azETMAY","true","Steven Flynn","Admin","true",,"Admin",,,"VPCustomerServiceSupport","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWJ/T","Alf Operations/Steven Flynn/Tim Mills",,"Alf","00EB0000000azETMAY","CEO",,,,"Alf Operations/Admin",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWJ/F","aoperationsxog9msuyo5h4@saleswave.demo",,"Admin","CEO","Alf Operations",0,0,0
,"tmills@saleswave.demo","00EB0000000azEQMAY",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWD/F","Tim Mills","Steven Flynn","005B000000389V3IAI",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWD/T",,"false","VP of Customer Service","005B000000389VEIAY","Flynn","Standard","005B000000389VCIAY",,"Steven Flynn",,"00EB0000000azETMAY","true","Tim Mills","Admin","false",,"Admin",,,"VPCustomerServiceSupport","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWL/T","Steven Flynn/Tim Mills",,"Steven","00EB0000000azESMAY","CEO",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWL/F","sflynn@saleswave.demo",,,"CEO","Steven Flynn",0,0,0
,"socialmgoqrjadbmw9@saleswave.demo","00EB0000000azEQMAY",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWf/F","Neil Patel","Sue McAdams","005B000000389VzIAI",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWf/T",,"false","VP of Marketing","005B000000389VFIAY","McAdams","Standard","005B000000389UdIAI",,"Sue McAdams",,"00EB0000000azEVMAY","true","Neil Patel","Admin","false",,"Admin",,,"VPMarketing","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWM/T","Sue McAdams/Neil Patel",,"Sue","00EB0000000azEdMAI","CEO",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWM/F","smarketing.effv9qpetwly.ob7egc2nzvcj@saleswave.demo",,,"CEO","Neil Patel",0,0,0
,,"00EB0000000azElMAI",,,,"Quentin Engineer",,,,,"false","Director of Engineering","005B000000389VGIAY","Engineer","Standard","005B000000389VCIAY",,"Quentin Engineer",,"00EB0000000azEWMAY","true",,,"false",,,,,"DirEngineering","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWN/T","Quentin Engineer",,"Quentin",,"VP of Operations",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWN/F","qengineer@saleswave.demo",,,"VPOperations","Quentin Engineer",0,0,0
,,"00EB0000000azETMAY",,,,"Brenda Service",,,,,"false","Customer Service Manager","005B000000389VPIAY","Service","Standard","005B000000389VEIAY","Brenda Service","Brenda Service",,"00EB0000000azEZMAY","true",,,"true",,,,,"CSM","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWS/T","Brenda Service",,"Brenda",,"VP of Customer Service",,,,"Brenda Service",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWS/F","bservice@saleswave.demo",,"Brenda Service","VPCustomerServiceSupport","Brenda Service",0,0,0
,,"00EB0000000azETMAY",,,,"Jay Llyod",,,,,"false","Customer Service Manager","005B000000389VQIAY","Llyod","Standard","005B000000389VEIAY","Jay Llyod","Jay Llyod",,"00EB0000000azEZMAY","true",,,"true",,,,,"CSM","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009rYa/T","Jay Llyod",,"Jay",,"VP of Customer Service",,,,"Jay Llyod",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009rYa/F","jllyod@saleswave.demo",,"Jay Llyod","VPCustomerServiceSupport","Jay Llyod",0,0,0
,,"00EB0000000azEZMAY",,,,"Linda Service",,,,,"false","Customer Service Agent","005B000000389VRIAY","Service","Standard","005B000000389VEIAY","Linda Service","Linda Service",,"00EB0000000azESMAY","true",,,"true",,,,,"CSAgent","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWU/T","Linda Service",,"Linda",,"Customer Service Manager",,,,"Linda Service",,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWU/F","lservice@saleswave.demo",,"Linda Service","CSM","Linda Service",0,0,0
,,"00EB0000000azEoMAI",,,,"Chris Plus",,,,,"false","Team Lead","005B000000389VqIAI","Plus","Standard","N/A",,"Chris Plus",,"00EB0000000azEcMAI","true",,,"false",,,,,"TeamLead","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWa/T","Chris Plus",,"Chris",,"Project Manager",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWa/F","cplus.oxootkovnn8d.cd8iougvfxk3@saleswave.demo",,,"ProjectManager","Chris Plus",0,0,0
,,"00EB0000000azEVMAY",,,,"Neil Patel",,,,,"false","Social Media Manager","005B000000389VzIAI","Patel","Standard","005B000000389VFIAY",,"Neil Patel",,"00EB0000000azEdMAI","true",,,"false",,,,,"Social_Media_Manager","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWf/T","Neil Patel",,"Neil",,"VP of Marketing",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWf/F","socialmgoqrjadbmw9@saleswave.demo",,,"VPMarketing","Neil Patel",0,0,0
,,"NA",,,,"Social Hub",,"Admin",,,"false","CEO","005B000000389X3IAI","Social Hub","Standard","N/A",,"Social Hub",,"00EB0000000azEQMAY","true",,,"false",,,,,"CEO","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWq/T","Social Hub",,,,,"true",,"Admin",,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWq/F","shub.qqmfpafehg54.ipbk8fegbjwb@saleswave.demo",,,,"Social Hub",0,0,0
,,"00EB0000000azEPMAY",,,,"Sarah Phillips",,,,,"false","Acme Partners Partner Executive","005B000000389WBIAY","Phillips","PowerPartner","N/A",,"Sarah Phillips",,"00EB0000000azEOMAY","true",,"Vance Turner","false",,"Vance Turner",,,"AcmeResellersPartnerExecutive","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWl/T","Sarah Phillips",,"Sarah",,"Director of Channel Sales",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bWl/F","sphillips@saleswave.demo",,,"DirChannel","Sarah Phillips",0,0,0
,,"NA",,,,"John Smith",,"Admin",,,"false","CEO","005B000000389XhIAI","Smith","Standard","N/A",,"John Smith",,"00EB0000000azEQMAY","true",,,"false",,,,,"CEO","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXH/T","John Smith",,"John",,,"true",,"Admin",,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXH/F","jsmith.khwxvdeyuclv.hhvrde1adgiu@saleswave.demo",,,,"John Smith",0,0,0
,,,,,,"SDO_tj",,,,,"false",,"005B000000389XiIAI","SDO_tj","Standard","N/A",,"SDO_tj",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXI/T","SDO_tj",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXI/F","sdo_tj.3ejrc9ka9kkg.w6x8bxb9mg6e@saleswave.demo",,,,"SDO_tj",0,0,0
,,,,,,"SDO_ts",,,,,"false",,"005B000000389XjIAI","SDO_ts","Standard","N/A",,"SDO_ts",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXJ/T","SDO_ts",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXJ/F","sdo_ts.wfeqzlyz7dkn.mrrysvi5cvdg@saleswave.demo",,,,"SDO_ts",0,0,0
,,,,,,"Marketing Cloud",,,,,"false",,"005B000000389XkIAI","Marketing Cloud","Standard","N/A",,"Marketing Cloud",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXK/T","Marketing Cloud",,,,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXK/F","marketingcloud.do4uuxm5d4t6.rgbqei65xomy@saleswave.demo",,,,"Marketing Cloud",0,0,0
,,"00EB0000000azF3MAI",,,,"Daryl Distributor",,,,,"false","Zenith Distributors Partner User","005B000000389XnIAI","Distributor","PowerPartner","N/A",,"Daryl Distributor",,"00EB0000000azEgMAI","true",,,"false",,,,,"ZenithDistributorsPartnerUser","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXL/T","Daryl Distributor",,"Daryl",,"Zenith Distributors Partner Manager",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXL/F","ddistributor@saleswave.demo",,,"ZenithDistributorsPartnerManager","Daryl Distributor",0,0,0
,,"NA",,,,"Michelle Chung",,"Admin",,,"false","CEO","005B000000389XqIAI","Chung","Standard","N/A",,"Michelle Chung",,"00EB0000000azEQMAY","true",,,"false",,,,,"CEO","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXN/T","Michelle Chung",,"Michelle",,,"true",,"Admin",,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXN/F","mchung@saleswave.demo",,,,"Michelle Chung",0,0,0
,,"NA",,,,"Mark Watson",,"Admin",,,"false","CEO","005B000000389XtIAI","Watson","Standard","N/A",,"Mark Watson",,"00EB0000000azEQMAY","true",,,"false",,,,,"CEO","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXO/T","Mark Watson",,"Mark",,,"true",,"Admin",,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXO/F","mwatson.p4plc6ddpbcq.v6arwlp8z7bm@saleswave.demo",,,,"Mark Watson",0,0,0
,,"00EB0000000azElMAI",,,,"Helen Roberts",,,,,"false","Director of Human Resources","005B000000389XuIAI","Roberts","Standard","N/A",,"Helen Roberts",,"00EB0000000azERMAY","true",,,"false",,,,,"DirectorHR","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXP/T","Helen Roberts",,"Helen",,"VP of Operations",,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXP/F","hroberts.hmxsc7edxlik.qfb1cjzlhfel@saleswave.demo",,,"VPOperations","Helen Roberts",0,0,0
,,,,,,"James Technician",,,,,"false",,"005B000000389XvIAI","Technician","Standard","N/A",,"James Technician",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXQ/T","James Technician",,"James",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXQ/F","jamesazxkmmxxfvkg@saleswave.demo",,,,"James Technician",0,0,0
,,,,,,"Janice Gonzales",,,,,"false",,"005B000000389Y9IAI","Gonzales","Standard","N/A",,"Janice Gonzales",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXS/T","Janice Gonzales",,"Janice",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXS/F","janicegonzalesujzrpfuxq4m3@saleswave.demo",,,,"Janice Gonzales",0,0,0
,,,,,,"Louise Martin",,,,,"false",,"005B000000389YAIAY","Martin","Standard","N/A",,"Louise Martin",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXT/T","Louise Martin",,"Louise",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXT/F","louisemartinb8schooush3u@saleswave.demo",,,,"Louise Martin",0,0,0
,,,,,,"Ralph Clark",,,,,"false",,"005B000000389YBIAY","Clark","Standard","N/A",,"Ralph Clark",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXU/T","Ralph Clark",,"Ralph",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXU/F","ralphclarkmysavkmttjcl@saleswave.demo",,,,"Ralph Clark",0,0,0
,,,,,,"Alan Reed",,,,,"false",,"005B000000389YCIAY","Reed","Standard","N/A",,"Alan Reed",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXV/T","Alan Reed",,"Alan",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXV/F","alanreeduqtfpvssylj3@saleswave.demo",,,,"Alan Reed",0,0,0
,,,,,,"Jane Austin",,,,,"false",,"005B000000389YDIAY","Austin","Standard","N/A",,"Jane Austin",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXW/T","Jane Austin",,"Jane",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXW/F","janeaustinyspvg6txckd4@saleswave.demo",,,,"Jane Austin",0,0,0
,,,,,,"Gloria Barnes",,,,,"false",,"005B000000389YEIAY","Barnes","Standard","N/A",,"Gloria Barnes",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXX/T","Gloria Barnes",,"Gloria",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXX/F","gloriabarnespjt2ten2h0qn@saleswave.demo",,,,"Gloria Barnes",0,0,0
,,,,,,"Harry Long",,,,,"false",,"005B000000389YFIAY","Long","Standard","N/A",,"Harry Long",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXY/T","Harry Long",,"Harry",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXY/F","harrylongi6rstppkheki@saleswave.demo",,,,"Harry Long",0,0,0
,,,,,,"Matthew Parker",,,,,"false",,"005B000000389YGIAY","Parker","Standard","N/A",,"Matthew Parker",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXZ/T","Matthew Parker",,"Matthew",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXZ/F","matthewparkerb3abmvvk8cfc@saleswave.demo",,,,"Matthew Parker",0,0,0
,,,,,,"Alexander Raneri",,,,,"false",,"005B000000389YHIAY","Raneri","Standard","N/A",,"Alexander Raneri",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXa/T","Alexander Raneri",,"Alexander",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXa/F","alexanderraneri9bhzalawpuy8@saleswave.demo",,,,"Alexander Raneri",0,0,0
,,,,,,"Andy James",,,,,"false",,"005B000000389YIIAY","James","Standard","N/A",,"Andy James",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXb/T","Andy James",,"Andy",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXb/F","andyjamesi31lolbzfkpc@saleswave.demo",,,,"Andy James",0,0,0
,,,,,,"James Clifton",,,,,"false",,"005B000000389YJIAY","Clifton","Standard","N/A",,"James Clifton",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXc/T","James Clifton",,"James",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXc/F","jamescliftonrvdtfmbhcxpo@saleswave.demo",,,,"James Clifton",0,0,0
,,,,,,"Janet Jones",,,,,"false",,"005B000000389YKIAY","Jones","Standard","N/A",,"Janet Jones",,,"true",,,"false",,,,,,"https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXd/T","Janet Jones",,"Janet",,,,,,,,"true","https://sales-ed--c.gus.content.force.com/profilephoto/729B00000009bXd/F","janetjoneskkgjj62uelqq@saleswave.demo",,,,"Janet Jones",0,0,0
