"Last_Activity_Date__c","Shake_Recipies__c","Training__c","Activity__c","Created_Date__c","Gender__c","isParent__c","Product_Ordered__c","Sponsors__c","Name","Customer_ID__c","Lead_Status__c","Last_Order_Date__c","Events__c","Email_Frequency__c","Sponsor_Level__c","State__c","Age__c","Club_Visits__c","Order_Amount__c","Order_Score__c","Conversion_Score__c"
"2017-04-24T17:22:48.571+00:00","Pumpkin Spice","Hosting a HOM","Website Visit","2017-05-23T09:12:25.752+00:00","M","Yes","Formula 1 Express Meal Bar","Lauren Boyle","Freda Nienow Sr.","73153-4173","Customer","2017-04-01T16:13:08.053+00:00","STS","2x/Month","Presidents Team - 30k President","New Mexico",20,2,33,28,64
"2017-04-24T18:26:37.103+00:00","Cafe Latte","Advertising 101","Open Emails","2016-07-03T17:33:41.522+00:00","F","No","Cell-U-Loss","Mark Metz","Domenick Abernathy","48981","Customer","2017-09-07T14:09:44.848+00:00","STS HOM","3x/Month","Success Builder","Kentucky",57,5,26,25,9
"2017-04-24T19:04:24.380+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Website Visit","2015-12-15T22:31:07.717+00:00","M","No","Personalized Protein Powder","John Smith","Lucas MacGyver","73722-1202","Lead","2017-05-15T14:30:31.029+00:00","STS","1x/Month","Presidents Team - 20k President","Oklahoma",25,10,29,10,9
"2017-04-24T19:30:54.609+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Open Emails","2017-05-19T05:04:19.987+00:00","F","No","Male Factor 1000","Mark Metz","Leonora Powlowski","41609","Lead","2017-08-18T23:36:51.662+00:00","Extravaganza","1x/Month","Success Builder","Hawaii",38,1,43,25,35
"2017-04-24T21:42:13.619+00:00","Cafe Latte","Advertising 101","Buying Product","2016-01-30T11:26:14.563+00:00","F","No","Cell-U-Loss","Dawn Distributor","Rasheed Hessel DVM","40674-4824","Customer","2017-05-06T00:17:41.454+00:00","STS HOM","3x/Month","Active World Team","Pennsylvania",51,7,36,10,81
"2017-04-24T21:50:01.335+00:00","Wild Berry and Pina Colada","Hosting a HOM","Buying Product","2016-01-05T18:36:12.227+00:00","M","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Mark Metz","Zachery Nitzsche","52949-4148","Lead","2017-04-17T18:14:14.710+00:00","STS HOM","2x/Month","Success Builder","Utah",27,9,22,76,59
"2017-04-24T21:52:43.742+00:00","Cafe Latte","Advertising 101","Buying Product","2017-02-27T21:07:08.023+00:00","F","Yes","Thermo Bond","James Chan","Mrs. Mitchell Towne","53493","Lead","2017-08-18T03:17:15.909+00:00","STS HOM","3x/Month","World Team","Michigan",51,22,51,50,25
"2017-04-24T23:38:17.032+00:00","Cafe Latte","Hosting a HOM","Website Visit","2016-08-15T05:21:55.205+00:00","M","No","Formula 1 Healthy Meal Nutritional Shake Mix","Dawn Distributor","Polly Frami","39899-7657","Lead","2017-03-12T17:55:05.743+00:00","STS","1x/Month","Active World Team","North Dakota",58,8,19,12,31
"2017-04-24T23:46:17.943+00:00","Vanilla","Meal Replacements","Website Visit","2017-04-03T19:02:31.133+00:00","F","Yes","Total Control","Stephanie Curran","Winifred Torp","13737-9967","Lead","2017-05-30T21:56:30.778+00:00","STS HOM","2x/Month","Distributor","Alabama",58,15,27,64,18
"2017-04-24T23:55:07.561+00:00","Pumpkin Spice","The Social Revolution","Website Visit","2017-01-01T07:47:42.633+00:00","F","Yes","Personalized Protein Powder","Jim Albose","Ervin Maggio I","89921","Lead","2017-07-28T17:22:51.425+00:00","STS","3x/Month","Active Supervisor","Kansas",46,19,45,35,84
"2017-04-25T00:08:34.845+00:00","Vanilla","Advertising 101","Open Emails","2016-02-13T08:21:38.170+00:00","F","No","Personalized Protein Powder","Jamie Wu","Zelda Botsford","83548-0555","Customer","2017-07-15T15:58:26.348+00:00","Extravaganza","2x/Month","Supervisor","Nebraska",58,9,51,67,47
"2017-04-25T00:36:38.331+00:00","Pumpkin Spice","Advertising 101","Buying Product","2016-09-15T12:05:45.589+00:00","F","Yes","Herbal Aloe Powder","Lauren Boyle","Bruce Lueilwitz I","43976","Lead","2017-07-21T02:59:52.479+00:00","STS HOM","1x/Month","Presidents Team - 30k President","Tennessee",55,12,43,11,66
"2017-04-25T00:47:53.726+00:00","Cafe Latte","Meal Replacements","Open Emails","2015-09-22T17:07:06.215+00:00","F","Yes","Male Factor 1000","Tim Carter","Tremaine Sipes","23284","Customer","2017-07-27T09:52:07.024+00:00","STS","2x/Month","Presidents Team - 50k President","South Dakota",30,4,38,44,67
"2017-04-25T01:39:37.728+00:00","Chocolate","Advertising 101","Buying Product","2015-12-24T11:49:06.718+00:00","F","No","Formula 1 Healthy Meal Nutritional Shake Mix","Stephanie Curran","Wilbert Schaefer","55446-7278","Customer","2017-05-28T07:38:56.717+00:00","STS HOM","1x/Month","Distributor","Michigan",61,6,46,91,77
"2017-04-25T01:56:06.494+00:00","Cookies 'n Cream","Meal Replacements","Buying Product","2017-05-03T10:12:49.678+00:00","M","Yes","Cell-U-Loss","John Smith","Chaim Walsh","26486","Customer","2017-09-08T18:20:48.451+00:00","Leadership Development Weekend","2x/Month","Presidents Team - 20k President","Delaware",36,22,28,60,39
"2017-04-25T02:02:39.573+00:00","Vanilla","Meal Replacements","Website Visit","2017-01-24T00:05:24.280+00:00","F","No","Herbal Tea Concentrate","Mary Johnson","Araceli O'Conner","43769-0485","Lead","2017-05-10T00:46:41.405+00:00","STS","1x/Month","Millionaire Team","Missouri",57,11,46,86,66
"2017-04-25T02:32:16.012+00:00","Cafe Latte","Meal Replacements","Buying Product","2016-10-24T16:10:15.507+00:00","F","No","Herbal Aloe Powder","Dawn Distributor","Emma Bechtelar","53676-7273","Lead","2017-07-09T00:59:04.807+00:00","STS","1x/Month","Active World Team","Michigan",41,17,55,74,84
"2017-04-25T02:56:49.783+00:00","Vanilla","Meal Replacements","Buying Product","2016-10-06T16:41:33.746+00:00","F","Yes","Male Factor 1000","Jim Albose","Elliot Treutel IV","65083","Lead","2017-05-23T02:19:23.616+00:00","Leadership Development Weekend","1x/Month","Active Supervisor","Kentucky",22,3,39,5,86
"2017-04-25T03:54:32.558+00:00","Vanilla","The Social Revolution","Buying Product","2017-03-26T02:34:01.002+00:00","F","No","Formula 2 Multivitamin Complex","Tim Carter","Estel Cormier","65931-8107","Customer","2017-06-17T20:23:14.314+00:00","STS","1x/Month","Presidents Team - 50k President","Maine",45,19,54,58,42
"2017-04-25T06:11:15.995+00:00","Cafe Latte","Meal Replacements","Buying Product","2017-09-08T00:30:38.867+00:00","F","Yes","Roasted Soy Nuts","Dawn Distributor","Logan Grady","13083","Lead","2017-09-02T10:10:27.433+00:00","Extravaganza","2x/Month","Active World Team","Connecticut",39,10,34,77,8
"2017-04-25T06:42:08.608+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Buying Product","2016-07-06T18:31:52.121+00:00","F","No","Roasted Soy Nuts","Mark Metz","Raven Hackett","86903-6035","Lead","2017-06-01T04:39:16.946+00:00","STS","1x/Month","Success Builder","South Dakota",32,15,20,75,49
"2017-04-25T06:52:52.106+00:00","Cookies 'n Cream","The Social Revolution","Open Emails","2015-10-01T06:59:46.701+00:00","M","Yes","Cell-U-Loss","Anne Frost","Brandyn Rau","38997-6603","Lead","2017-03-15T21:59:22.121+00:00","STS HOM","2x/Month","Herbalife Advantage Plan Distributor (HAP)","Illinois",22,20,34,78,33
"2017-04-25T07:44:12.380+00:00","Wild Berry and Pina Colada","Meal Replacements","Open Emails","2016-09-29T09:22:29.648+00:00","F","Yes","Formula 2 Multivitamin Complex","Stephanie Curran","Rylee Konopelski III","79195","Customer","2017-08-08T20:23:44.318+00:00","Extravaganza","1x/Month","Distributor","Arizona",62,18,28,59,84
"2017-04-25T09:07:49.993+00:00","Wild Berry and Pina Colada","Hosting a HOM","Buying Product","2016-12-03T02:37:50.524+00:00","F","No","Formula 1 Express Meal Bar","Tim Carter","Broderick Morissette","81890-2866","Lead","2017-05-19T12:22:09.034+00:00","STS","1x/Month","Presidents Team - 50k President","Vermont",38,18,27,22,56
"2017-04-25T09:10:12.294+00:00","Wild Berry and Pina Colada","Advertising 101","Open Emails","2017-06-18T00:01:00.068+00:00","F","No","Formula 1 Healthy Meal Nutritional Shake Mix","Dawn Distributor","Matteo Macejkovic","99312-4812","Customer","2017-04-17T09:45:55.831+00:00","Leadership Development Weekend","3x/Month","Active World Team","Texas",30,10,31,77,6
"2017-04-25T09:12:29.916+00:00","Chocolate","Meal Replacements","Buying Product","2016-01-12T15:20:55.583+00:00","F","Yes","Herbal Aloe Powder","Tim Carter","Shyanne Daniel","47044","Customer","2017-07-01T18:06:30.070+00:00","STS HOM","2x/Month","Presidents Team - 50k President","Illinois",53,1,37,25,60
"2017-04-25T09:51:39.008+00:00","Cafe Latte","The Social Revolution","Website Visit","2015-11-24T21:50:31.245+00:00","F","No","Formula 1 Healthy Meal Nutritional Shake Mix","James Chan","Alden Hauck IV","74644-0122","Customer","2017-08-20T23:29:58.679+00:00","STS","1x/Month","World Team","Colorado",36,12,51,13,66
"2017-04-25T10:35:02.109+00:00","Chocolate","Meal Replacements","Website Visit","2017-07-09T11:08:40.255+00:00","F","No","Personalized Protein Powder","Dawn Distributor","Mrs. Leanna King","65413-5177","Lead","2017-05-07T00:02:04.495+00:00","Extravaganza","1x/Month","Active World Team","Idaho",60,9,24,33,30
"2017-04-25T10:56:03.204+00:00","Cookies 'n Cream","Meal Replacements","Open Emails","2016-08-22T13:33:36.317+00:00","F","Yes","Herbal Tea Concentrate","Stephanie Curran","Victor Spencer MD","70049-1506","Customer","2017-07-31T09:09:15.312+00:00","STS","2x/Month","Distributor","Hawaii",47,22,52,91,55
"2017-04-25T10:57:01.552+00:00","Vanilla","The Social Revolution","Website Visit","2017-06-17T23:11:54.521+00:00","M","No","Formula 1 Healthy Meal Nutritional Shake Mix","Lisa Jones","Marcel Bruen Sr.","91617-2727","Customer","2017-07-25T02:34:16.547+00:00","Extravaganza","1x/Month","Senior Consultant","North Dakota",30,4,48,38,90
"2017-04-25T11:06:12.929+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Buying Product","2016-09-27T18:20:25.359+00:00","F","Yes","Personalized Protein Powder","Mark Metz","Jonathon Bradtke","77040","Customer","2017-07-27T23:28:44.182+00:00","Extravaganza","1x/Month","Success Builder","California",28,3,22,54,65
"2017-04-25T11:52:23.288+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Buying Product","2016-01-26T08:07:11.311+00:00","F","Yes","Herbal Tea Concentrate","Dawn Distributor","Yoshiko O'Hara","93618","Lead","2017-03-19T21:04:01.203+00:00","Extravaganza","2x/Month","Active World Team","Alabama",49,17,47,79,20
"2017-04-25T12:24:32.501+00:00","Chocolate","Health Evaluations & Nutrition Programs","Buying Product","2016-06-29T05:04:30.334+00:00","F","No","Roasted Soy Nuts","Tim Carter","Dell Mraz","24817-5689","Lead","2017-08-24T07:27:49.873+00:00","Leadership Development Weekend","1x/Month","Presidents Team - 50k President","Georgia",36,11,52,79,61
"2017-04-25T12:26:53.772+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Buying Product","2017-08-23T17:42:38.700+00:00","M","No","Total Control","Stephanie Curran","Yvette Tromp","86958-7180","Lead","2017-06-04T12:14:41.838+00:00","STS HOM","2x/Month","Distributor","Oregon",42,22,41,75,40
"2017-04-25T12:27:33.136+00:00","Pumpkin Spice","The Social Revolution","Website Visit","2016-06-09T04:28:36.543+00:00","F","Yes","Cell-U-Loss","Sherrie Hernandez","Rory McClure","64948","Customer","2017-07-13T12:40:37.136+00:00","STS HOM","2x/Month","Global Expansion Team","Missouri",28,3,44,45,61
"2017-04-25T12:38:49.679+00:00","Cookies 'n Cream","Advertising 101","Buying Product","2017-08-17T23:26:24.550+00:00","M","Yes","Roasted Soy Nuts","Lauren Boyle","Sadye Wilkinson","78519-6860","Customer","2017-04-11T14:38:15.279+00:00","STS HOM","2x/Month","Presidents Team - 30k President","Pennsylvania",20,22,48,60,87
"2017-04-25T12:39:50.960+00:00","Wild Berry and Pina Colada","Advertising 101","Buying Product","2016-02-05T05:03:42.098+00:00","F","Yes","Personalized Protein Powder","Dawn Distributor","Lesly Kulas","66686","Lead","2017-04-27T11:06:08.915+00:00","Extravaganza","1x/Month","Active World Team","Nebraska",30,3,45,41,72
"2017-04-25T12:48:34.920+00:00","Chocolate","The Social Revolution","Buying Product","2016-01-25T14:10:53.696+00:00","M","Yes","Roasted Soy Nuts","Mark Metz","Desmond Steuber","36131","Customer","2017-07-02T09:46:47.452+00:00","STS","2x/Month","Success Builder","New Mexico",45,18,53,91,29
"2017-04-25T13:02:03.418+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Buying Product","2016-01-11T16:56:03.714+00:00","F","Yes","Formula 1 Express Meal Bar","Tim Carter","Mrs. Guadalupe Padberg","46839-5902","Lead","2017-06-01T10:27:05.425+00:00","Extravaganza","2x/Month","Presidents Team - 50k President","Florida",41,13,46,73,16
"2017-04-25T13:51:56.610+00:00","Wild Berry and Pina Colada","Advertising 101","Buying Product","2016-08-17T19:52:17.172+00:00","F","No","Roasted Soy Nuts","Tim Carter","Mr. Doris Johnson","15135-8880","Lead","2017-04-12T13:06:02.754+00:00","STS HOM","3x/Month","Presidents Team - 50k President","Tennessee",20,18,21,42,10
"2017-04-25T13:55:21.440+00:00","Vanilla","The Social Revolution","Website Visit","2017-02-26T14:36:31.175+00:00","F","No","Herbal Tea Concentrate","Sherrie Hernandez","Cathryn Becker","62767-6281","Lead","2017-09-12T00:17:57.714+00:00","STS","1x/Month","Global Expansion Team","Vermont",58,3,42,63,20
"2017-04-25T14:19:21.990+00:00","Cafe Latte","Health Evaluations & Nutrition Programs","Buying Product","2017-05-09T19:17:13.136+00:00","M","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","James Chan","Dr. Aryanna Stracke","85364-9243","Customer","2017-08-06T06:43:16.140+00:00","STS","1x/Month","World Team","South Dakota",43,15,52,17,56
"2017-04-25T14:45:28.444+00:00","Vanilla","Meal Replacements","Open Emails","2015-12-23T17:23:08.601+00:00","F","Yes","Formula 2 Multivitamin Complex","Mary Johnson","Duncan Ryan","28237","Customer","2017-06-05T23:32:56.113+00:00","STS","3x/Month","Millionaire Team","Mississippi",54,11,55,79,24
"2017-04-25T14:50:57.950+00:00","Wild Berry and Pina Colada","The Social Revolution","Buying Product","2016-09-25T04:49:08.931+00:00","F","No","Roasted Soy Nuts","Stephanie Curran","Madisyn Hansen","42766-4235","Customer","2017-03-24T13:32:43.137+00:00","STS HOM","2x/Month","Distributor","Indiana",52,18,49,81,79
"2017-04-25T15:52:31.277+00:00","Chocolate","Health Evaluations & Nutrition Programs","Open Emails","2016-05-03T01:15:42.034+00:00","F","Yes","Personalized Protein Powder","John Smith","Jovany Pacocha DDS","74229-0773","Customer","2017-04-29T15:30:00.492+00:00","STS HOM","1x/Month","Presidents Team - 20k President","Indiana",32,8,40,42,6
"2017-04-25T16:07:43.312+00:00","Wild Berry and Pina Colada","Meal Replacements","Buying Product","2016-08-27T18:14:54.114+00:00","M","No","Personalized Protein Powder","Stephanie Curran","Emelia Brakus","25827-5679","Customer","2017-08-14T02:00:46.035+00:00","Extravaganza","2x/Month","Distributor","Arizona",60,17,25,22,64
"2017-04-25T16:08:54.250+00:00","Vanilla","Hosting a HOM","Website Visit","2017-08-05T10:27:49.923+00:00","M","Yes","Cell-U-Loss","Stephanie Curran","Mr. Carlo Connelly","20322","Customer","2017-05-24T04:08:56.018+00:00","Extravaganza","2x/Month","Distributor","Vermont",32,20,19,90,49
"2017-04-25T16:45:55.142+00:00","Cafe Latte","Meal Replacements","Website Visit","2015-11-19T14:07:17.784+00:00","F","No","Thermo Bond","Stephanie Curran","Mrs. Sam Denesik","97333-3648","Lead","2017-08-20T23:17:12.334+00:00","STS","1x/Month","Distributor","Arkansas",21,9,39,91,6
"2017-04-25T17:00:58.773+00:00","Wild Berry and Pina Colada","Hosting a HOM","Open Emails","2016-03-10T23:37:40.839+00:00","M","No","Formula 1 Express Meal Bar","Anne Frost","Orie Goldner V","63084","Lead","2017-08-14T20:29:12.626+00:00","STS HOM","1x/Month","Herbalife Advantage Plan Distributor (HAP)","Connecticut",25,7,54,19,42
"2017-04-25T17:24:33.168+00:00","Pumpkin Spice","Meal Replacements","Open Emails","2015-11-21T06:08:02.596+00:00","M","No","Thermo Bond","Stephanie Curran","Rebeca Becker","72514","Customer","2017-08-20T15:10:35.401+00:00","STS HOM","3x/Month","Distributor","Maine",49,11,29,24,31
"2017-04-25T19:07:53.538+00:00","Cafe Latte","The Social Revolution","Open Emails","2017-04-11T10:42:54.535+00:00","M","Yes","Herbal Tea Concentrate","Sherrie Hernandez","Curtis Jenkins","45232-0965","Customer","2017-03-29T15:25:30.047+00:00","Leadership Development Weekend","3x/Month","Global Expansion Team","Nebraska",21,7,22,52,5
"2017-04-25T19:47:52.043+00:00","Chocolate","Advertising 101","Buying Product","2016-08-06T00:53:50.424+00:00","F","No","Male Factor 1000","Mary Johnson","Aniyah Effertz","70649","Lead","2017-05-26T10:33:11.280+00:00","STS","2x/Month","Millionaire Team","New Jersey",58,15,21,60,40
"2017-04-25T20:28:15.678+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Buying Product","2017-02-26T07:49:24.255+00:00","M","Yes","Roasted Soy Nuts","Stephanie Curran","Duncan Adams","11520","Customer","2017-05-29T05:36:10.443+00:00","STS HOM","3x/Month","Distributor","Virginia",19,22,22,43,16
"2017-04-25T20:32:33.807+00:00","Cafe Latte","Hosting a HOM","Website Visit","2015-09-23T18:57:23.161+00:00","F","Yes","Male Factor 1000","Lauren Boyle","Granville Treutel","76705","Lead","2017-06-27T19:59:30.199+00:00","STS","1x/Month","Presidents Team - 30k President","Maryland",58,2,25,53,39
"2017-04-25T20:33:18.289+00:00","Cafe Latte","Advertising 101","Buying Product","2016-01-11T14:36:22.759+00:00","F","Yes","Total Control","John Smith","Ayla Botsford MD","85333-5896","Customer","2017-08-05T00:47:29.431+00:00","STS HOM","3x/Month","Presidents Team - 20k President","Wyoming",55,17,37,66,60
"2017-04-25T21:08:42.946+00:00","Pumpkin Spice","Meal Replacements","Buying Product","2016-01-10T02:20:32.942+00:00","M","Yes","Total Control","Anne Frost","Dr. Yvette Blanda","84289-6686","Customer","2017-04-19T04:09:44.471+00:00","STS","2x/Month","Herbalife Advantage Plan Distributor (HAP)","Montana",54,3,37,62,6
"2017-04-25T21:10:21.887+00:00","Pumpkin Spice","Advertising 101","Website Visit","2016-12-06T21:21:42.102+00:00","M","No","Formula 1 Express Meal Bar","Lauren Boyle","Will Kirlin","77351-3795","Lead","2017-04-14T17:15:46.247+00:00","Extravaganza","3x/Month","Presidents Team - 30k President","West Virginia",31,19,38,13,26
"2017-04-25T21:14:01.054+00:00","Chocolate","Health Evaluations & Nutrition Programs","Open Emails","2015-11-28T03:32:29.046+00:00","F","Yes","Thermo Bond","Mark Metz","Zita Yundt","94893","Customer","2017-07-04T17:41:46.409+00:00","STS HOM","3x/Month","Success Builder","Arkansas",31,20,26,64,9
"2017-04-25T22:33:33.025+00:00","Vanilla","Health Evaluations & Nutrition Programs","Open Emails","2016-06-13T02:02:55.038+00:00","F","Yes","Herbal Tea Concentrate","Lisa Jones","Lyla Okuneva","40056","Customer","2017-06-30T20:57:03.886+00:00","Leadership Development Weekend","3x/Month","Senior Consultant","North Dakota",43,20,46,55,74
"2017-04-25T22:39:45.359+00:00","Cookies 'n Cream","Hosting a HOM","Open Emails","2016-11-15T19:57:02.373+00:00","F","Yes","Thermo Bond","Sherrie Hernandez","Antonina O'Connell","26129","Customer","2017-06-12T06:17:30.503+00:00","STS HOM","2x/Month","Global Expansion Team","Alaska",59,1,35,45,19
"2017-04-25T23:01:18.974+00:00","Pumpkin Spice","Meal Replacements","Open Emails","2016-10-01T19:54:18.851+00:00","F","Yes","Herbal Aloe Powder","Jamie Wu","Raheem Dickinson","25715","Customer","2017-06-11T22:21:40.438+00:00","STS","3x/Month","Supervisor","Arkansas",26,12,33,88,22
"2017-04-26T00:53:00.086+00:00","Wild Berry and Pina Colada","Advertising 101","Buying Product","2017-03-03T06:55:05.285+00:00","M","Yes","Herbal Aloe Powder","Jamie Wu","Americo Kuvalis","77451","Customer","2017-06-24T22:52:11.707+00:00","Extravaganza","3x/Month","Supervisor","Arizona",30,10,45,15,26
"2017-04-26T02:35:25.231+00:00","Vanilla","Hosting a HOM","Open Emails","2016-03-21T18:22:05.403+00:00","F","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Jim Albose","Camilla Heaney","68708","Customer","2017-07-01T05:06:27.778+00:00","Extravaganza","3x/Month","Active Supervisor","Oklahoma",19,20,47,75,31
"2017-04-26T02:55:44.737+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Open Emails","2017-06-27T05:42:45.548+00:00","M","Yes","Formula 1 Express Meal Bar","Mark Metz","Ulices Shields","63325","Lead","2017-03-31T16:24:07.846+00:00","STS","3x/Month","Success Builder","Oklahoma",37,5,26,13,51
"2017-04-26T03:11:48.920+00:00","Cookies 'n Cream","Meal Replacements","Buying Product","2017-04-21T06:17:46.137+00:00","F","Yes","Roasted Soy Nuts","Dawn Distributor","Miss Loyce Willms","63906","Lead","2017-08-12T08:06:33.268+00:00","STS HOM","2x/Month","Active World Team","Alabama",32,10,37,48,78
"2017-04-26T03:57:51.266+00:00","Cafe Latte","Hosting a HOM","Open Emails","2017-05-04T06:25:16.464+00:00","M","No","Cell-U-Loss","Jamie Wu","Dr. Keara Cartwright","60363-5293","Lead","2017-03-31T16:41:22.324+00:00","STS","1x/Month","Supervisor","New York",41,19,54,24,76
"2017-04-26T04:33:25.838+00:00","Wild Berry and Pina Colada","Meal Replacements","Website Visit","2016-02-29T14:10:57.013+00:00","F","Yes","Thermo Bond","John Smith","Manuel Pfeffer","92619-0788","Lead","2017-05-12T15:05:37.434+00:00","Extravaganza","3x/Month","Presidents Team - 20k President","Pennsylvania",26,5,54,79,81
"2017-04-26T04:55:22.366+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Buying Product","2015-12-02T20:52:41.044+00:00","M","Yes","Herbal Aloe Powder","John Smith","Fiona Eichmann","17133","Customer","2017-07-22T11:52:31.608+00:00","STS HOM","2x/Month","Presidents Team - 20k President","New York",53,3,46,77,87
"2017-04-26T04:58:36.647+00:00","Pumpkin Spice","The Social Revolution","Website Visit","2017-06-14T15:37:47.132+00:00","F","No","Roasted Soy Nuts","Lauren Boyle","Garrick Hartmann DVM","52599","Customer","2017-04-29T08:36:43.486+00:00","STS HOM","3x/Month","Presidents Team - 30k President","Wyoming",53,9,41,5,12
"2017-04-26T06:22:54.874+00:00","Vanilla","Meal Replacements","Open Emails","2015-12-04T08:59:19.450+00:00","F","Yes","Formula 1 Express Meal Bar","Sherrie Hernandez","Jany McKenzie","58818","Customer","2017-05-29T06:12:17.931+00:00","Leadership Development Weekend","3x/Month","Global Expansion Team","Iowa",58,19,33,89,36
"2017-04-26T07:06:13.706+00:00","Chocolate","Advertising 101","Website Visit","2016-12-01T09:55:25.298+00:00","M","Yes","Formula 2 Multivitamin Complex","Mark Metz","Juliana Sporer MD","79238","Lead","2017-03-26T01:17:47.209+00:00","STS HOM","1x/Month","Success Builder","Hawaii",22,7,46,72,80
"2017-04-26T07:08:08.818+00:00","Wild Berry and Pina Colada","Hosting a HOM","Website Visit","2016-04-27T05:11:57.540+00:00","F","No","Herbal Tea Concentrate","James Chan","Kane Daniel PhD","19332-4939","Lead","2017-04-12T10:38:11.380+00:00","Extravaganza","3x/Month","World Team","Montana",62,3,19,81,58
"2017-04-26T07:25:13.758+00:00","Wild Berry and Pina Colada","Advertising 101","Website Visit","2016-07-13T23:53:09.349+00:00","F","Yes","Cell-U-Loss","Dawn Distributor","Elmore O'Kon","53665","Lead","2017-08-02T07:16:11.539+00:00","STS HOM","1x/Month","Active World Team","Colorado",53,11,37,43,39
"2017-04-26T07:34:32.346+00:00","Cafe Latte","Advertising 101","Website Visit","2017-05-20T06:20:35.495+00:00","M","No","Formula 1 Express Meal Bar","James Chan","Buddy Larkin","41025","Customer","2017-06-16T05:25:58.825+00:00","STS HOM","3x/Month","World Team","North Dakota",57,18,45,89,41
"2017-04-26T08:08:39.821+00:00","Wild Berry and Pina Colada","Advertising 101","Buying Product","2016-03-16T03:10:22.617+00:00","F","Yes","Personalized Protein Powder","Mark Metz","Jana Jakubowski","86157","Customer","2017-06-12T14:02:18.941+00:00","STS","1x/Month","Success Builder","Iowa",47,11,43,51,35
"2017-04-26T08:32:37.334+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Website Visit","2016-05-19T16:08:49.746+00:00","M","Yes","Personalized Protein Powder","Jim Albose","Brittany VonRueden Jr.","70556","Customer","2017-06-18T07:07:59.513+00:00","Extravaganza","2x/Month","Active Supervisor","Idaho",29,12,33,79,92
"2017-04-26T08:34:49.054+00:00","Cafe Latte","The Social Revolution","Open Emails","2015-12-26T04:02:54.708+00:00","F","Yes","Formula 1 Express Meal Bar","Jim Albose","Magnus Herzog Jr.","47702-2979","Customer","2017-03-20T16:09:29.419+00:00","STS HOM","2x/Month","Active Supervisor","Georgia",55,0,53,57,42
"2017-04-26T08:43:32.639+00:00","Chocolate","Meal Replacements","Buying Product","2017-02-15T04:25:12.445+00:00","F","No","Thermo Bond","Lisa Jones","Aurelia Klein","64530-2265","Customer","2017-04-30T16:27:00.640+00:00","Extravaganza","3x/Month","Senior Consultant","Wyoming",18,20,50,80,73
"2017-04-26T08:50:51.492+00:00","Chocolate","The Social Revolution","Website Visit","2016-08-31T01:09:46.615+00:00","F","Yes","Herbal Aloe Powder","Lauren Boyle","Rey Schimmel","40418-7051","Customer","2017-08-05T10:58:20.819+00:00","STS HOM","2x/Month","Presidents Team - 30k President","Rhode Island",59,20,37,8,48
"2017-04-26T08:59:06.876+00:00","Vanilla","Advertising 101","Website Visit","2017-07-05T18:59:09.429+00:00","M","No","Male Factor 1000","Tim Carter","Mr. Josefina Botsford","59667","Lead","2017-06-15T13:48:45.313+00:00","Leadership Development Weekend","1x/Month","Presidents Team - 50k President","Vermont",28,8,40,92,55
"2017-04-26T09:38:14.227+00:00","Cookies 'n Cream","Hosting a HOM","Open Emails","2016-03-19T08:12:45.833+00:00","F","Yes","Thermo Bond","Jamie Wu","Josiah O'Kon","57927","Lead","2017-05-28T01:23:58.862+00:00","Extravaganza","3x/Month","Supervisor","Mississippi",61,20,21,42,31
"2017-04-26T10:11:58.270+00:00","Cookies 'n Cream","Advertising 101","Buying Product","2017-05-21T09:17:51.931+00:00","F","Yes","Formula 2 Multivitamin Complex","Lisa Jones","Nakia Wisoky","92665-6176","Customer","2017-04-13T08:47:50.528+00:00","Extravaganza","3x/Month","Senior Consultant","Mississippi",36,20,52,20,75
"2017-04-26T10:23:15.044+00:00","Pumpkin Spice","Hosting a HOM","Website Visit","2016-07-10T22:43:11.791+00:00","F","Yes","Personalized Protein Powder","Anne Frost","Andy Collins","21876","Customer","2017-04-16T06:32:18.389+00:00","STS HOM","3x/Month","Herbalife Advantage Plan Distributor (HAP)","Maryland",57,15,30,88,49
"2017-04-26T10:31:22.835+00:00","Vanilla","Health Evaluations & Nutrition Programs","Open Emails","2017-03-23T06:41:54.458+00:00","M","Yes","Formula 1 Express Meal Bar","Tim Carter","Ms. Salma Dach","51512","Customer","2017-06-08T01:28:32.494+00:00","Leadership Development Weekend","3x/Month","Presidents Team - 50k President","Illinois",31,12,26,92,13
