"LoyaltyMemberTier_LoyaltyMemberCurrency_LoyaltyProgramMember_AccountContact_Id","LoyaltyMemberTier_LoyaltyTier_LoyaltyTierGroup_Name","User_SmallPhotoUrl","OldValue","LoyaltyMemberTier_LoyaltyProgramMember_Contact_Name","LoyaltyMemberTier_LoyaltyProgramMember_EnrollmentDate","LoyaltyMemberTier_LoyaltyProgramMember_MemberStatus","LoyaltyMemberTier_LoyaltyMemberId","LoyaltyMemberTier_LoyaltyProgramMember_MemberName","ReasonForChange_Field","LoyaltyMemberTier_LoyaltyProgramMember_Referrer_Contact_Name","Field","LoyaltyMemberTier_LoyaltyProgramMember_Account_Name","LoyaltyMemberTier_LoyaltyProgramMember_AccountContact_Id","CreatedById","DataType","LoyaltyMemberTier_LoyaltyTier_Name","User_UniqueUserName","ReasonForChange_NewValue","LoyaltyMemberTier_LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyMemberTier_LoyaltyProgramMember_Referrer_Account_Name","IsDeleted","LoyaltyMemberTier_LoyaltyMemberCurrency_LoyaltyProgramCurrency_NQP_Currency","LoyaltyMemberTier_Name","LastProcessedDate","LoyaltyMemberTier_LoyaltyProgramMember_IsReferral","User_Username","LoyaltyMemberTier_LoyaltyProgramMember_EnrollmentChannel","LoyaltyMemberTierId","LoyaltyMemberTier_LoyaltyMemberCurrency_LoyaltyProgramCurrency_QP_Currency","CreatedDate","LoyaltyMemberTier_LoyaltyProgramMember_MemberType","NewValue","Id","User_FullPhotoUrl"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Bronze","Harmoni Angon","2020-06-02","Active","0lMB00000004Fp6MAE","Harmoni Angon","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKGIA0","Text","Platinum","Ricky Coyier","happy customer","Xperience",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm","Email","0lyB00000004HoHIAU","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JHPIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Bronze","Maliyah Amenta","2020-07-03","Active","0lMB00000004FqcMAE","Maliyah Amenta","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKGIA0","Text","Quartz","Ricky Coyier","happy customer","Xperience",,"FALSE","Nights Stayed","Quartz","2021-03-03","No","guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm","Social","0lyB00000004HlFIAU","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JHWIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Debbra Emard","2020-06-04","Active","0lMB00000004GNiMAM","Debbra Emard","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","manual tier change","Xperience",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Email","0lyB00000004HbZIAU","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JMSIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Lifetime","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T","Premium","Tera Ahsan","2019-12-31","Active","0lMB00000004GNdMAM","Tera Ahsan","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfK9IAK","Text","Ambassador","Shelly Sheldon","manual tier change","Xplore",,"FALSE","Nights Stayed","Ambassador","2021-03-03","No","divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm","Social","0lyB00000004HbYIAU","Number of Transactions","2021-01-18","Individual","Ambassador","017B00000BM9JMuIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T","Bronze","Alfred Albriton","2020-01-04","Active","0lMB00000004GAGMA2","Alfred Albriton","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfK9IAK","Text","Platinum","Shelly Sheldon","manual tier change","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm","POS","0lyB00000004IYfIAM","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JMzIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T","Platinum","Alfred Albriton","2020-01-04","Active","0lMB00000004GAGMA2","Alfred Albriton","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfK9IAK","Text","Platinum","Shelly Sheldon","manual tier change","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm","POS","0lyB00000004IYfIAM","Number of Transactions","2021-01-18","Individual","Silver","017B00000BM9JN3IQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F"
,"Lifetime","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T","Premium","Phoenix Acfalle","2020-01-04","Active","0lMB00000004G5NMAU","Phoenix Acfalle","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfK9IAK","Text","Elite","Shelly Sheldon","manual tier change","Xplore",,"FALSE","Nights Stayed","Elite","2021-03-03","No","divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm","Social","0lyB00000004IiSIAU","Number of Transactions","2021-01-18","Individual","Elite","017B00000BM9JN5IQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Ida Sautner","2020-04-18","Active","0lMB00000004GNZMA2","Ida Sautner","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","manual tier change","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Web","0lyB00000004HbPIAU","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JN9IQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T","Bronze","Carson Arcizo","2020-01-04","Active","0lMB00000004GM8MAM","Carson Arcizo","ReasonForChange","Bridger Alderfer","LoyaltyTier",,,"005B0000007PfK9IAK","Text","Gold","Shelly Sheldon","manual tier change","Xplore",,"FALSE","Nights Stayed","Gold","2021-03-03","Yes","divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm","Social","0lyB00000004J5LIAU","Number of Transactions","2021-01-18","Individual","Gold","017B00000BM9JNBIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T","Bronze","Jody Koening","2019-12-05","Active","0lMB00000004GNkMAM","Jody Koening","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfK9IAK","Text","Platinum","Shelly Sheldon","manual tier change","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm","Email","0lyB00000004HblIAE","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JNFIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T","Bronze","Wyatt Arendall","2020-01-04","Active","0lMB00000004GNjMAM","Wyatt Arendall","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfK9IAK","Text","Quartz","Shelly Sheldon","manual tier change","Xplore",,"FALSE","Nights Stayed","Quartz","2021-03-03","No","divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm","Social","0lyB00000004HbjIAE","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JNKIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F"
"003B000000HtVKjIAN","Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T","Platinum","May Asencio","2020-01-06","Active","0lMB00000004Fd4MAE","McGill Corp","ReasonForChange",,"LoyaltyTier","McGill Corp","003B000000HtVKjIAN","005B0000007PfK9IAK","Text","Platinum","Shelly Sheldon","Happy customer","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm","Web","0lyB00000004I5fIAE","Number of Transactions","2021-01-18","Corporate","Quartz","017B00000BM9JNOIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Cory Mcmicheal","2020-05-04","Active","0lMB00000004GNhMAM","Cory Mcmicheal","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Quartz","Vince Breland","manual tier change","Xplore",,"FALSE","Nights Stayed","Quartz","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","CallCenter","0lyB00000004HbhIAE","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JNSIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T","Bronze","Xiomara Angelocci","2020-01-06","Inactive","0lMB00000004FvaMAE","Xiomara Angelocci","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfK9IAK","Text","Silver","Shelly Sheldon","manual tier change","Xplore",,"FALSE","Nights Stayed","Silver","2021-03-03","No","divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm","POS","0lyB00000004IFdIAM","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JNqIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Merrill Thorn","2020-08-04","Active","0lMB00000004GNfMAM","Merrill Thorn","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","manual tier change","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","POS","0lyB00000004HbdIAE","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JNuIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Leona Mattie","2020-07-04","Active","0lMB00000004GNgMAM","Leona Mattie","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Quartz","Vince Breland","manual tier change","Xplore",,"FALSE","Nights Stayed","Quartz","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Web","0lyB00000004HbfIAE","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JNyIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Kelsi Choi","2020-05-23","Active","0lMB00000004GNcMAM","Kelsi Choi","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","manual tier change","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","CallCenter","0lyB00000004HbVIAU","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JO4IQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Ali Tatlock","2020-08-18","Active","0lMB00000004GNbMAM","Ali Tatlock","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","manual tier change","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","POS","0lyB00000004HbTIAU","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JO9IQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Teesha Meegan","2020-03-13","Active","0lMB00000004GNaMAM","Teesha Meegan","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","manual tier change","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Email","0lyB00000004HbRIAU","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JOBIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Bronze","Tera Ahsan","2019-12-31","Active","0lMB00000004GNdMAM","Tera Ahsan","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKGIA0","Text","Platinum","Ricky Coyier","manual tier change","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm","Social","0lyB00000004HbXIAU","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JOWIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Bronze","Phoenix Acfalle","2020-01-04","Active","0lMB00000004G5NMAU","Phoenix Acfalle","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKGIA0","Text","Bronze","Ricky Coyier","manual tier change","Xplore",,"FALSE","Nights Stayed","Bronze","2021-03-03","No","guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm","Social","0lyB00000004IiRIAU","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JOaIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Quartz","Jody Koening","2019-12-05","Active","0lMB00000004GNkMAM","Jody Koening","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","Upgrade","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Email","0lyB00000004HblIAE","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JQHIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Platinum","Wyatt Arendall","2020-01-04","Active","0lMB00000004GNjMAM","Wyatt Arendall","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Quartz","Vince Breland","Upgrade","Xplore",,"FALSE","Nights Stayed","Quartz","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Social","0lyB00000004HbjIAE","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JQMIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
"003B000000HtVKjIAN","Lifetime","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Premium","May Asencio","2020-01-06","Active","0lMB00000004Fd4MAE","McGill Corp","ReasonForChange",,"LoyaltyTier","McGill Corp","003B000000HtVKjIAN","005B0000007PfKCIA0","Text","Elite","Vince Breland","Upgrade","Xplore",,"FALSE","Nights Stayed","Elite","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Web","0lyB00000004I5gIAE","Number of Transactions","2021-01-18","Corporate","Elite","017B00000BM9JQQIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Quartz","Xiomara Angelocci","2020-01-06","Inactive","0lMB00000004FvaMAE","Xiomara Angelocci","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Silver","Vince Breland","downgrade","Xplore",,"FALSE","Nights Stayed","Silver","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","POS","0lyB00000004IFdIAM","Number of Transactions","2021-01-18","Individual","Silver","017B00000BM9JQTIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Lifetime","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Premium","Lilliana Alvino","2020-01-07","Active","0lMB00000004FrWMAU","Lilliana Alvino","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Ambassador","Vince Breland","Upgrade","Xplore",,"FALSE","Nights Stayed","Ambassador","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Email","0lyB00000004HjSIAU","Number of Transactions","2021-01-18","Individual","Ambassador","017B00000BM9JQYIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Harmonie Aughe","2020-01-08","Active","0lMB00000004G12MAE","Harmonie Aughe","ReasonForChange","Tenley Angione","LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","Upgrade","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","Yes","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Email","0lyB00000004IKrIAM","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JQdIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
"003B000000HtVKgIAN","Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Raine Ashford","2020-01-08","Active","0lMB00000004FeKMAU","Ikea","ReasonForChange",,"LoyaltyTier","Ikea","003B000000HtVKgIAN","005B0000007PfKCIA0","Text","Silver","Vince Breland","downgraded","Xplore",,"FALSE","Nights Stayed","Silver","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Social","0lyB00000004I6XIAU","Number of Transactions","2021-01-18","Corporate","Silver","017B00000BM9JQgIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Aitana Amigon","2020-01-10","Active","0lMB00000004Fq8MAE","Aitana Amigon","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","Upgrade","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Social","0lyB00000004HmDIAU","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JQkIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Tori Anness","2020-01-10","Active","0lMB00000004FkUMAU","Tori Anness","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Gold","Vince Breland","Upgrade","Xplore",,"FALSE","Nights Stayed","Gold","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Social","0lyB00000004HxVIAU","Number of Transactions","2021-01-18","Individual","Gold","017B00000BM9JQoIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Scarlette Annicchiarico","2020-01-10","Active","0lMB00000004FkQMAU","Scarlette Annicchiarico","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Quartz","Vince Breland","Upgrade","Xplore",,"FALSE","Nights Stayed","Quartz","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Email","0lyB00000004HxdIAE","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JQsIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Quartz","Tera Ahsan","2019-12-31","Active","0lMB00000004GNdMAM","Tera Ahsan","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","downgrade","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Social","0lyB00000004HbXIAU","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JQwIQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Quartz","Alfred Albriton","2020-01-04","Active","0lMB00000004GAGMA2","Alfred Albriton","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Platinum","Vince Breland","downgrade","Xplore",,"FALSE","Nights Stayed","Platinum","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","POS","0lyB00000004IYfIAM","Number of Transactions","2021-01-18","Individual","Platinum","017B00000BM9JR0IQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Quartz","Phoenix Acfalle","2020-01-04","Active","0lMB00000004G5NMAU","Phoenix Acfalle","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Bronze","Vince Breland","base tier downgrade","Xplore",,"FALSE","Nights Stayed","Bronze","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Social","0lyB00000004IiRIAU","Number of Transactions","2021-01-18","Individual","Bronze","017B00000BM9JR3IQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Quartz","Carson Arcizo","2020-01-04","Active","0lMB00000004GM8MAM","Carson Arcizo","ReasonForChange","Bridger Alderfer","LoyaltyTier",,,"005B0000007PfKCIA0","Text","Gold","Vince Breland","Gold upgrade","Xplore",,"FALSE","Nights Stayed","Gold","2021-03-03","Yes","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Social","0lyB00000004J5LIAU","Number of Transactions","2021-01-18","Individual","Gold","017B00000BM9JR7IQN","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Cedric Alesci","2020-01-05","Active","0lMB00000004G9vMAE","Cedric Alesci","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Quartz","Vince Breland","upgrade","Xplore",,"FALSE","Nights Stayed","Quartz","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Web","0lyB00000004IZLIA2","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JRBIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Maddux Aleff","2020-01-06","Active","0lMB00000004GDkMAM","Maddux Aleff","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Quartz","Vince Breland","upgraded to quarts based on activities","Xplore",,"FALSE","Nights Stayed","Quartz","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","CallCenter","0lyB00000004IRhIAM","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JRFIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
,"Regular","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Bronze","Aryan Akuna","2020-01-06","Active","0lMB00000004GAlMAM","Aryan Akuna","ReasonForChange",,"LoyaltyTier",,,"005B0000007PfKCIA0","Text","Quartz","Vince Breland","Upgrade","Xplore",,"FALSE","Nights Stayed","Quartz","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","CallCenter","0lyB00000004IXfIAM","Number of Transactions","2021-01-18","Individual","Quartz","017B00000BM9JRJIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
"003B000000HtVuyIAF","Lifetime","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T","Premium","Thatcher Alba","2020-01-06","Active","0lMB00000004FiDMAU","Gold Investments","ReasonForChange",,"LoyaltyTier","Gold Investments","003B000000HtVuyIAF","005B0000007PfKCIA0","Text","Ambassador","Vince Breland","Tier and Tier Group upgraded for VIP member","Xplore",,"FALSE","Nights Stayed","Ambassador","2021-03-03","No","cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm","Social","0lyB00000004Iq2IAE","Number of Transactions","2021-01-18","Corporate","Ambassador","017B00000BM9JRNIQ3","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F"
