"LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_ProgramId","NextResetDate","LastResetDate","LoyaltyProgramMember_MemberName","LoyaltyProgramMember_EnrollmentDate","LoyaltyProgramCurrency_QP_Currency","LoyaltyProgramMember_IsReferral","LoyaltyProgramCurrencyId","LoyaltyProgramMember_MemberStatus","Name","LoyaltyMemberId","LoyaltyProgramMember_Account_Name","LoyaltyProgramMember_MembershipEndDate","LoyaltyProgramMember_Referrer_Account_Name","LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramMember_EnrollmentChannel","LoyaltyProgramMember_Contact_Birthdate","LoyaltyProgramMember_Referrer_Contact_Birthdate","LoyaltyProgramMember_LeadOrContactName","LoyaltyProgramMember_Referrer_Contact_Name","LastProcessedDate","LoyaltyProgramMember_LeadOrContactId","LoyaltyProgramMember_Referrer_Contact_MobilePhone","LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyProgramMember_MembershipNumber","LoyaltyProgramMember_LastActivityDate","LoyaltyProgramMember_MemberType","LoyaltyProgramCurrency_CurrencyType","LoyaltyProgramMember_AccountContact_Id","Id","LoyaltyProgramCurrency_NQP_Currency","LastExpirationProcessRunDate","LoyaltyProgramCurrency_Id","TotalPointsExpired","ExpirablePoints","TotalPointsRedeemed","TotalPointsAccrued","PointsBalance","BalanceBeforeReset"
"Luisa Arbogast","0lpB00000004CexIAE","2022-03-31",,"Luisa Arbogast","2021-10-01","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnLMAU",,,,,"Web",,,"Luisa Arbogast",,"2021-03-03","003B000000HtVCdIAN",,"Xperience","IndivAiK_UIDbabedjci_b_ejg",,"Individual","Qualifying",,"0lzB00000004KntIAE",,,"0lcB00000004CXbIAM",0,0,0,24930,24930,0
"Carsyn Arbogust","0lpB00000004CexIAE","2022-01-19",,"Carsyn Arbogust","2020-04-08","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnKMAU",,,,,"Email",,,"Carsyn Arbogust",,"2021-03-03","003B000000HtVCcIAN",,"Xperience","IndivAiK_UIDbabedjci_b_ejh",,"Individual","Qualifying",,"0lzB00000004KnuIAE",,,"0lcB00000004CXZIA2",0,0,1924,24118,22194,0
"Carsyn Arbogust","0lpB00000004CexIAE",,,"Carsyn Arbogust","2020-04-08",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnKMAU",,,,,"Email",,,"Carsyn Arbogust",,"2021-03-03","003B000000HtVCcIAN",,"Xperience","IndivAiK_UIDbabedjci_b_ejh",,"Individual","NonQualifying",,"0lzB00000004KnvIAE","Nights Stayed",,"0lcB00000004CXaIAM",0,0,1389,23380,21991,0
"Carsyn Arbogust","0lpB00000004CexIAE","2020-10-08",,"Carsyn Arbogust","2020-04-08","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnKMAU",,,,,"Email",,,"Carsyn Arbogust",,"2021-03-03","003B000000HtVCcIAN",,"Xperience","IndivAiK_UIDbabedjci_b_ejh",,"Individual","Qualifying",,"0lzB00000004KnwIAE",,,"0lcB00000004CXbIAM",0,0,0,0,0,0
"Evalynn Arboleda","0lpB00000004CexIAE","2022-01-19",,"Evalynn Arboleda","2020-12-27","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnJMAU",,,,,"Social",,,"Evalynn Arboleda",,"2021-03-03","003B000000HtVCbIAN",,"Xperience","IndivAiK_UIDbabedjci_b_eji",,"Individual","Qualifying",,"0lzB00000004KnxIAE",,,"0lcB00000004CXZIA2",0,0,0,3345,3345,0
"Evalynn Arboleda","0lpB00000004CexIAE",,,"Evalynn Arboleda","2020-12-27",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnJMAU",,,,,"Social",,,"Evalynn Arboleda",,"2021-03-03","003B000000HtVCbIAN",,"Xperience","IndivAiK_UIDbabedjci_b_eji",,"Individual","NonQualifying",,"0lzB00000004KnyIAE","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,21107,21107,0
"Evalynn Arboleda","0lpB00000004CexIAE","2021-06-27",,"Evalynn Arboleda","2020-12-27","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnJMAU",,,,,"Social",,,"Evalynn Arboleda",,"2021-03-03","003B000000HtVCbIAN",,"Xperience","IndivAiK_UIDbabedjci_b_eji",,"Individual","Qualifying",,"0lzB00000004KnzIAE",,,"0lcB00000004CXbIAM",0,0,0,19977,19977,0
"Halo Arbolida","0lpB00000004CexIAE","2022-01-19",,"Halo Arbolida","2021-04-07","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnIMAU",,,,,"CallCenter",,,"Halo Arbolida",,"2021-03-03","003B000000HtVCaIAN",,"Xperience","IndivAiK_UIDbabedjci_b_ejj",,"Individual","Qualifying",,"0lzB00000004Ko0IAE",,,"0lcB00000004CXZIA2",0,0,0,20106,20106,0
"Halo Arbolida","0lpB00000004CexIAE",,,"Halo Arbolida","2021-04-07",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnIMAU",,,,,"CallCenter",,,"Halo Arbolida",,"2021-03-03","003B000000HtVCaIAN",,"Xperience","IndivAiK_UIDbabedjci_b_ejj",,"Individual","NonQualifying",,"0lzB00000004Ko1IAE","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,20315,20315,0
"Halo Arbolida","0lpB00000004CexIAE","2021-10-07",,"Halo Arbolida","2021-04-07","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnIMAU",,,,,"CallCenter",,,"Halo Arbolida",,"2021-03-03","003B000000HtVCaIAN",,"Xperience","IndivAiK_UIDbabedjci_b_ejj",,"Individual","Qualifying",,"0lzB00000004Ko2IAE",,,"0lcB00000004CXbIAM",0,0,0,2012,2012,0
"Zoya Arbon","0lpB00000004CexIAE","2022-01-19",,"Zoya Arbon","2020-09-11","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnHMAU",,,,,"POS",,,"Zoya Arbon",,"2021-03-03","003B000000HtVCZIA3",,"Xperience","IndivAiK_UIDbabedjci_b_faa",,"Individual","Qualifying",,"0lzB00000004Ko3IAE",,,"0lcB00000004CXZIA2",0,0,0,2010,2010,0
"Zoya Arbon","0lpB00000004CexIAE",,,"Zoya Arbon","2020-09-11",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnHMAU",,,,,"POS",,,"Zoya Arbon",,"2021-03-03","003B000000HtVCZIA3",,"Xperience","IndivAiK_UIDbabedjci_b_faa",,"Individual","NonQualifying",,"0lzB00000004Ko4IAE","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,20682,20682,0
"Zoya Arbon","0lpB00000004CexIAE","2021-03-11",,"Zoya Arbon","2020-09-11","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnHMAU",,,,,"POS",,,"Zoya Arbon",,"2021-03-03","003B000000HtVCZIA3",,"Xperience","IndivAiK_UIDbabedjci_b_faa",,"Individual","Qualifying",,"0lzB00000004Ko5IAE",,,"0lcB00000004CXbIAM",0,0,0,21884,21884,0
"Angeline Arbour","0lpB00000004CexIAE","2022-01-19",,"Angeline Arbour","2020-08-25","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnGMAU",,,,,"Web",,,"Angeline Arbour",,"2021-03-03","003B000000HtVCYIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fab",,"Individual","Qualifying",,"0lzB00000004Ko6IAE",,,"0lcB00000004CXZIA2",0,0,0,23735,23735,0
"Angeline Arbour","0lpB00000004CexIAE",,,"Angeline Arbour","2020-08-25",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnGMAU",,,,,"Web",,,"Angeline Arbour",,"2021-03-03","003B000000HtVCYIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fab",,"Individual","NonQualifying",,"0lzB00000004Ko7IAE","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,21449,21449,0
"Angeline Arbour","0lpB00000004CexIAE","2021-02-25",,"Angeline Arbour","2020-08-25","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnGMAU",,,,,"Web",,,"Angeline Arbour",,"2021-03-03","003B000000HtVCYIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fab",,"Individual","Qualifying",,"0lzB00000004Ko8IAE",,,"0lcB00000004CXbIAM",0,0,0,3214,3214,0
"Shayla Arbry","0lpB00000004CexIAE","2022-01-19",,"Shayla Arbry","2020-01-26","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnFMAU",,,,,"Email",,,"Shayla Arbry",,"2021-03-03","003B000000HtVCXIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fac",,"Individual","Qualifying",,"0lzB00000004Ko9IAE",,,"0lcB00000004CXZIA2",0,0,0,3188,3188,0
"Shayla Arbry","0lpB00000004CexIAE",,,"Shayla Arbry","2020-01-26",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnFMAU",,,,,"Email",,,"Shayla Arbry",,"2021-03-03","003B000000HtVCXIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fac",,"Individual","NonQualifying",,"0lzB00000004KoAIAU","Nights Stayed","2020-10-22","0lcB00000004CXaIAM",3548,3548,0,22367,18819,0
"Shayla Arbry","0lpB00000004CexIAE","2020-07-26",,"Shayla Arbry","2020-01-26","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnFMAU",,,,,"Email",,,"Shayla Arbry",,"2021-03-03","003B000000HtVCXIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fac",,"Individual","Qualifying",,"0lzB00000004KoBIAU",,,"0lcB00000004CXbIAM",0,0,0,0,0,0
"Laila Alrod","0lpB00000004CexIAE","2022-01-19",,"Laila Alrod","2021-03-12","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnEMAU",,,,,"Social",,,"Laila Alrod",,"2021-03-03","003B000000HtVCWIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fad",,"Individual","Qualifying",,"0lzB00000004KoCIAU",,,"0lcB00000004CXZIA2",0,0,0,2984,2984,0
"Laila Alrod","0lpB00000004CexIAE",,,"Laila Alrod","2021-03-12",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnEMAU",,,,,"Social",,,"Laila Alrod",,"2021-03-03","003B000000HtVCWIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fad",,"Individual","NonQualifying",,"0lzB00000004KoDIAU","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,20975,20975,0
"Laila Alrod","0lpB00000004CexIAE","2021-09-12",,"Laila Alrod","2021-03-12","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnEMAU",,,,,"Social",,,"Laila Alrod",,"2021-03-03","003B000000HtVCWIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fad",,"Individual","Qualifying",,"0lzB00000004KoEIAU",,,"0lcB00000004CXbIAM",0,0,0,21467,21467,0
"Daisy Alpheaus","0lpB00000004CexIAE","2022-01-19",,"Daisy Alpheaus","2020-11-29","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnDMAU",,,,,"CallCenter",,,"Daisy Alpheaus",,"2021-03-03","003B000000HtVCVIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fae",,"Individual","Qualifying",,"0lzB00000004KoFIAU",,,"0lcB00000004CXZIA2",0,0,0,21977,21977,0
"Daisy Alpheaus","0lpB00000004CexIAE",,,"Daisy Alpheaus","2020-11-29",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnDMAU",,,,,"CallCenter",,,"Daisy Alpheaus",,"2021-03-03","003B000000HtVCVIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fae",,"Individual","NonQualifying",,"0lzB00000004KoGIAU","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,22006,22006,0
"Daisy Alpheaus","0lpB00000004CexIAE","2021-05-29",,"Daisy Alpheaus","2020-11-29","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnDMAU",,,,,"CallCenter",,,"Daisy Alpheaus",,"2021-03-03","003B000000HtVCVIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fae",,"Individual","Qualifying",,"0lzB00000004KoHIAU",,,"0lcB00000004CXbIAM",0,0,0,2067,2067,0
"Kimberly Alphin","0lpB00000004CexIAE","2022-01-19",,"Kimberly Alphin","2020-04-24","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnCMAU",,,,,"POS",,,"Kimberly Alphin",,"2021-03-03","003B000000HtVCUIA3",,"Xperience","IndivAiK_UIDbabedjci_b_faf",,"Individual","Qualifying",,"0lzB00000004KoIIAU",,,"0lcB00000004CXZIA2",0,0,0,1067,1067,0
"Kimberly Alphin","0lpB00000004CexIAE",,,"Kimberly Alphin","2020-04-24",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnCMAU",,,,,"POS",,,"Kimberly Alphin",,"2021-03-03","003B000000HtVCUIA3",,"Xperience","IndivAiK_UIDbabedjci_b_faf",,"Individual","NonQualifying",,"0lzB00000004KoJIAU","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,21742,21742,0
"Kimberly Alphin","0lpB00000004CexIAE","2020-10-24",,"Kimberly Alphin","2020-04-24","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnCMAU",,,,,"POS",,,"Kimberly Alphin",,"2021-03-03","003B000000HtVCUIA3",,"Xperience","IndivAiK_UIDbabedjci_b_faf",,"Individual","Qualifying",,"0lzB00000004KoKIAU",,,"0lcB00000004CXbIAM",0,0,0,23199,23199,0
"Lauren Alphonse","0lpB00000004CexIAE","2022-01-19",,"Lauren Alphonse","2020-02-10","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnBMAU",,,,,"Web",,,"Lauren Alphonse",,"2021-03-03","003B000000HtVCTIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fag",,"Individual","Qualifying",,"0lzB00000004KoLIAU",,,"0lcB00000004CXZIA2",0,0,0,27678,27678,0
"Lauren Alphonse","0lpB00000004CexIAE",,,"Lauren Alphonse","2020-02-10",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnBMAU",,,,,"Web",,,"Lauren Alphonse",,"2021-03-03","003B000000HtVCTIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fag",,"Individual","NonQualifying",,"0lzB00000004KoMIAU","Nights Stayed","2020-10-22","0lcB00000004CXaIAM",5492,5492,0,25546,20054,0
"Lauren Alphonse","0lpB00000004CexIAE","2020-08-10",,"Lauren Alphonse","2020-02-10","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnBMAU",,,,,"Web",,,"Lauren Alphonse",,"2021-03-03","003B000000HtVCTIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fag",,"Individual","Qualifying",,"0lzB00000004KoNIAU",,,"0lcB00000004CXbIAM",0,0,0,0,0,0
"Genevieve Alphonso","0lpB00000004CexIAE","2022-01-19",,"Genevieve Alphonso","2020-11-28","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FnAMAU",,,,,"Email",,,"Genevieve Alphonso",,"2021-03-03","003B000000HtVCSIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fah",,"Individual","Qualifying",,"0lzB00000004KoOIAU",,,"0lcB00000004CXZIA2",0,0,0,1726,1726,0
"Genevieve Alphonso","0lpB00000004CexIAE",,,"Genevieve Alphonso","2020-11-28",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FnAMAU",,,,,"Email",,,"Genevieve Alphonso",,"2021-03-03","003B000000HtVCSIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fah",,"Individual","NonQualifying",,"0lzB00000004KoPIAU","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,21214,21214,0
"Genevieve Alphonso","0lpB00000004CexIAE","2021-05-28",,"Genevieve Alphonso","2020-11-28","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FnAMAU",,,,,"Email",,,"Genevieve Alphonso",,"2021-03-03","003B000000HtVCSIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fah",,"Individual","Qualifying",,"0lzB00000004KoQIAU",,,"0lcB00000004CXbIAM",0,0,0,24089,24089,0
"Sara Alpis","0lpB00000004CexIAE","2022-01-19",,"Sara Alpis","2021-12-04","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004FmTMAU",,,,,"Social",,,"Sara Alpis",,"2021-03-03","003B000000HtVBlIAN",,"Xperience","IndivAiK_UIDbabedjci_b_fai",,"Individual","Qualifying",,"0lzB00000004KoRIAU",,,"0lcB00000004CXZIA2",0,0,0,22478,22478,0
"Sara Alpis","0lpB00000004CexIAE",,,"Sara Alpis","2021-12-04",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004FmTMAU",,,,,"Social",,,"Sara Alpis",,"2021-03-03","003B000000HtVBlIAN",,"Xperience","IndivAiK_UIDbabedjci_b_fai",,"Individual","NonQualifying",,"0lzB00000004KoSIAU","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,22862,22862,0
"Sara Alpis","0lpB00000004CexIAE","2022-06-04",,"Sara Alpis","2021-12-04","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004FmTMAU",,,,,"Social",,,"Sara Alpis",,"2021-03-03","003B000000HtVBlIAN",,"Xperience","IndivAiK_UIDbabedjci_b_fai",,"Individual","Qualifying",,"0lzB00000004KoTIAU",,,"0lcB00000004CXbIAM",0,0,0,1976,1976,0
"Arabella Alpizar","0lpB00000004CexIAE","2022-01-19",,"Arabella Alpizar","2020-08-28","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004Fn8MAE",,,,,"CallCenter",,,"Arabella Alpizar",,"2021-03-03","003B000000HtVCQIA3",,"Xperience","IndivAiK_UIDbabedjci_b_faj",,"Individual","Qualifying",,"0lzB00000004KoUIAU",,,"0lcB00000004CXZIA2",0,0,0,962,962,0
"Arabella Alpizar","0lpB00000004CexIAE",,,"Arabella Alpizar","2020-08-28",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004Fn8MAE",,,,,"CallCenter",,,"Arabella Alpizar",,"2021-03-03","003B000000HtVCQIA3",,"Xperience","IndivAiK_UIDbabedjci_b_faj",,"Individual","NonQualifying",,"0lzB00000004KoVIAU","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,22450,22450,0
"Arabella Alpizar","0lpB00000004CexIAE","2021-02-28",,"Arabella Alpizar","2020-08-28","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004Fn8MAE",,,,,"CallCenter",,,"Arabella Alpizar",,"2021-03-03","003B000000HtVCQIA3",,"Xperience","IndivAiK_UIDbabedjci_b_faj",,"Individual","Qualifying",,"0lzB00000004KoWIAU",,,"0lcB00000004CXbIAM",0,0,0,24426,24426,0
"Harmony Alquesta","0lpB00000004CexIAE","2022-01-19",,"Harmony Alquesta","2021-04-05","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004Fn7MAE",,,,,"POS",,,"Harmony Alquesta",,"2021-03-03","003B000000HtVCPIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fba",,"Individual","Qualifying",,"0lzB00000004KoXIAU",,,"0lcB00000004CXZIA2",0,0,0,22508,22508,0
"Harmony Alquesta","0lpB00000004CexIAE",,,"Harmony Alquesta","2021-04-05",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004Fn7MAE",,,,,"POS",,,"Harmony Alquesta",,"2021-03-03","003B000000HtVCPIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fba",,"Individual","NonQualifying",,"0lzB00000004KoYIAU","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,21458,21458,0
"Harmony Alquesta","0lpB00000004CexIAE","2021-10-05",,"Harmony Alquesta","2021-04-05","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004Fn7MAE",,,,,"POS",,,"Harmony Alquesta",,"2021-03-03","003B000000HtVCPIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fba",,"Individual","Qualifying",,"0lzB00000004KoZIAU",,,"0lcB00000004CXbIAM",0,0,0,867,867,0
"Elise Alquicira","0lpB00000004CexIAE","2022-01-19",,"Elise Alquicira","2020-06-18","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004Fn6MAE",,,,,"Web",,,"Elise Alquicira",,"2021-03-03","003B000000HtVCOIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbb",,"Individual","Qualifying",,"0lzB00000004KoaIAE",,,"0lcB00000004CXZIA2",0,0,0,1082,1082,0
"Elise Alquicira","0lpB00000004CexIAE",,,"Elise Alquicira","2020-06-18",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004Fn6MAE",,,,,"Web",,,"Elise Alquicira",,"2021-03-03","003B000000HtVCOIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbb",,"Individual","NonQualifying",,"0lzB00000004KobIAE","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,20364,20364,0
"Elise Alquicira","0lpB00000004CexIAE","2020-12-18",,"Elise Alquicira","2020-06-18","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004Fn6MAE",,,,,"Web",,,"Elise Alquicira",,"2021-03-03","003B000000HtVCOIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbb",,"Individual","Qualifying",,"0lzB00000004KocIAE",,,"0lcB00000004CXbIAM",0,0,0,22008,22008,0
"Remi Alquijay","0lpB00000004CexIAE","2022-01-19",,"Remi Alquijay","2020-01-20","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004Fn5MAE",,,,,"Email",,,"Remi Alquijay",,"2021-03-03","003B000000HtVCNIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbc",,"Individual","Qualifying",,"0lzB00000004KodIAE",,,"0lcB00000004CXZIA2",0,0,0,21862,21862,0
"Remi Alquijay","0lpB00000004CexIAE",,,"Remi Alquijay","2020-01-20",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004Fn5MAE",,,,,"Email",,,"Remi Alquijay",,"2021-03-03","003B000000HtVCNIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbc",,"Individual","NonQualifying",,"0lzB00000004KoeIAE","Nights Stayed","2020-10-22","0lcB00000004CXaIAM",7361,7361,0,20964,13603,0
"Remi Alquijay","0lpB00000004CexIAE","2020-07-20",,"Remi Alquijay","2020-01-20","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004Fn5MAE",,,,,"Email",,,"Remi Alquijay",,"2021-03-03","003B000000HtVCNIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbc",,"Individual","Qualifying",,"0lzB00000004KofIAE",,,"0lcB00000004CXbIAM",0,0,0,0,0,0
"Teagan Alquisira","0lpB00000004CexIAE","2022-01-19",,"Teagan Alquisira","2021-04-27","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004Fn4MAE",,,,,"Social",,,"Teagan Alquisira",,"2021-03-03","003B000000HtVCMIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbd",,"Individual","Qualifying",,"0lzB00000004KogIAE",,,"0lcB00000004CXZIA2",0,0,0,3144,3144,0
"Teagan Alquisira","0lpB00000004CexIAE",,,"Teagan Alquisira","2021-04-27",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004Fn4MAE",,,,,"Social",,,"Teagan Alquisira",,"2021-03-03","003B000000HtVCMIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbd",,"Individual","NonQualifying",,"0lzB00000004KohIAE","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,22172,22172,0
"Teagan Alquisira","0lpB00000004CexIAE","2021-10-27",,"Teagan Alquisira","2021-04-27","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004Fn4MAE",,,,,"Social",,,"Teagan Alquisira",,"2021-03-03","003B000000HtVCMIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbd",,"Individual","Qualifying",,"0lzB00000004KoiIAE",,,"0lcB00000004CXbIAM",0,0,0,21668,21668,0
"Alexis Alrais","0lpB00000004CexIAE","2022-01-19",,"Alexis Alrais","2021-11-25","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004Fn3MAE",,,,,"CallCenter",,,"Alexis Alrais",,"2021-03-03","003B000000HtVCLIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbe",,"Individual","Qualifying",,"0lzB00000004KojIAE",,,"0lcB00000004CXZIA2",0,0,0,23445,23445,0
"Alexis Alrais","0lpB00000004CexIAE",,,"Alexis Alrais","2021-11-25",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004Fn3MAE",,,,,"CallCenter",,,"Alexis Alrais",,"2021-03-03","003B000000HtVCLIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbe",,"Individual","NonQualifying",,"0lzB00000004KokIAE","Nights Stayed",,"0lcB00000004CXaIAM",0,0,0,23410,23410,0
"Alexis Alrais","0lpB00000004CexIAE","2022-05-25",,"Alexis Alrais","2021-11-25","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004Fn3MAE",,,,,"CallCenter",,,"Alexis Alrais",,"2021-03-03","003B000000HtVCLIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbe",,"Individual","Qualifying",,"0lzB00000004KolIAE",,,"0lcB00000004CXbIAM",0,0,0,2346,2346,0
"London Alred","0lpB00000004CexIAE","2022-01-19",,"London Alred","2020-02-08","Number of Transactions","No","0lcB00000004CXZIA2","Active","Number of Transactions","0lMB00000004Fn2MAE",,,,,"POS",,,"London Alred",,"2021-03-03","003B000000HtVCKIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbf",,"Individual","Qualifying",,"0lzB00000004KomIAE",,,"0lcB00000004CXZIA2",0,0,0,1782,1782,0
"London Alred","0lpB00000004CexIAE",,,"London Alred","2020-02-08",,"No","0lcB00000004CXaIAM","Active","Nights Stayed","0lMB00000004Fn2MAE",,,,,"POS",,,"London Alred",,"2021-03-03","003B000000HtVCKIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbf",,"Individual","NonQualifying",,"0lzB00000004KonIAE","Nights Stayed","2020-10-22","0lcB00000004CXaIAM",4760,4760,0,22136,17376,0
"London Alred","0lpB00000004CexIAE","2020-08-08",,"London Alred","2020-02-08","Transaction Amount","No","0lcB00000004CXbIAM","Active","Transaction Amount","0lMB00000004Fn2MAE",,,,,"POS",,,"London Alred",,"2021-03-03","003B000000HtVCKIA3",,"Xperience","IndivAiK_UIDbabedjci_b_fbf",,"Individual","Qualifying",,"0lzB00000004KooIAE",,,"0lcB00000004CXbIAM",0,0,0,0,0,0
