"LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_ProgramId","LoyaltyTierId","LoyaltyTier_LoyaltyTierGroup_Name","LoyaltyProgramMember_MemberName","LoyaltyProgramMember_EnrollmentDate","LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramMember_IsReferral","LoyaltyProgramMember_MemberStatus","Name","LoyaltyMemberId","LoyaltyProgramMember_Account_Name","LoyaltyProgramMember_MembershipEndDate","LoyaltyMemberCurrency_LoyaltyProgramMember_AccountContact_Id","LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Birthdate","LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Birthdate","LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_MobilePhone","LoyaltyProgramMember_MemberTenureBucket","LoyaltyProgramMember_Referrer_Account_Name","ReasonForChange","LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramMember_EnrollmentChannel","LoyaltyProgramMember_TransactionJournal_SecondAccrualDate","LoyaltyProgramMember_MembershipLastRenewalDate","LoyaltyTier_Name","LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_Contact_Birthdate","LoyaltyProgramMember_LeadOrContactName","LoyaltyProgramMember_Referrer_Contact_Name","LastProcessedDate","LoyaltyTierGroupId","TierExpirationDate","LoyaltyProgramMember_LeadOrContactId","LoyaltyMemberCurrency_LoyaltyProgramCurrency_QP_Currency","LoyaltyMemberCurrency_LoyaltyProgramCurrency_NQP_Currency","LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyProgramMember_MembershipNumber","LoyaltyProgramMember_TransactionJournal_FirstAccrualDate","LoyaltyProgramMember_MemberType","LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Name","LoyaltyProgramMember_AccountContact_Id","Id","LoyaltyProgramMember_ReferredById","EffectiveDate","LoyaltyTier_SequenceNumber"
"Phoebe Alward","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Phoebe Alward","2021-10-21",,"No","Active","Premium","0lMB00000004FrMMAU",,,,,,,"9.NA",,,,"Email","2022-03-23","2022-10-21","Premium","Phoebe Alward",,"Phoebe Alward",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGeIAN","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_ceh","2022-03-12","Individual",,,"0lyB00000004HjmIAE",,,1
"Arielle Alwardt","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Arielle Alwardt","2020-11-26",,"No","Active","Bronze","0lMB00000004FrLMAU",,,,,,,"2.1-3 months",,,,"Social","2021-04-28","2021-11-26","Bronze","Arielle Alwardt",,"Arielle Alwardt",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGdIAN","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cei","2021-04-14","Individual",,,"0lyB00000004HjnIAE",,,1
"Arielle Alwardt","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Arielle Alwardt","2020-11-26",,"No","Active","Premium","0lMB00000004FrLMAU",,,,,,,"2.1-3 months",,,,"Social","2021-04-28","2021-11-26","Premium","Arielle Alwardt",,"Arielle Alwardt",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGdIAN","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cei","2021-04-14","Individual",,,"0lyB00000004HjoIAE",,,1
"Evie Alway","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Evie Alway","2020-03-27",,"No","Active","Bronze","0lMB00000004FrKMAU",,,,,,,"5.9-12 months",,,,"CallCenter","2020-09-07","2021-03-27","Bronze","Evie Alway",,"Evie Alway",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGcIAN","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cej","2020-09-04","Individual",,,"0lyB00000004HjpIAE",,,1
"Evie Alway","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Evie Alway","2020-03-27",,"No","Active","Premium","0lMB00000004FrKMAU",,,,,,,"5.9-12 months",,,,"CallCenter","2020-09-07","2021-03-27","Premium","Evie Alway",,"Evie Alway",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGcIAN","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cej","2020-09-04","Individual",,,"0lyB00000004HjqIAE",,,1
"Lyric Alwazan","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Lyric Alwazan","2020-10-09",,"No","Active","Bronze","0lMB00000004FrJMAU",,,,,,,"3.3-6 months",,,,"Email","2021-05-29","2021-10-09","Bronze","Lyric Alwazan",,"Lyric Alwazan",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGbIAN","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfa","2021-03-19","Individual",,,"0lyB00000004HjrIAE",,,1
"Lyric Alwazan","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Lyric Alwazan","2020-10-09",,"No","Active","Premium","0lMB00000004FrJMAU",,,,,,,"3.3-6 months",,,,"Email","2021-05-29","2021-10-09","Premium","Lyric Alwazan",,"Lyric Alwazan",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGbIAN","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfa","2021-03-19","Individual",,,"0lyB00000004HjsIAE",,,1
"Alessandra Alwin","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Alessandra Alwin","2021-02-27",,"No","Active","Bronze","0lMB00000004FrIMAU",,,,,,,"9.NA",,,,"Web","2022-05-21","2022-02-27","Bronze","Alessandra Alwin",,"Alessandra Alwin",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGaIAN","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfb","2021-09-17","Individual",,,"0lyB00000004HjtIAE",,,1
"Alessandra Alwin","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Alessandra Alwin","2021-02-27",,"No","Active","Premium","0lMB00000004FrIMAU",,,,,,,"9.NA",,,,"Web","2022-05-21","2022-02-27","Premium","Alessandra Alwin",,"Alessandra Alwin",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGaIAN","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfb","2021-09-17","Individual",,,"0lyB00000004HjuIAE",,,1
"Gabriela Alwine","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Gabriela Alwine","2021-06-22",,"No","Active","Bronze","0lMB00000004FrHMAU",,,,,,,"9.NA",,,,"Email","2022-09-20","2022-06-22","Bronze","Gabriela Alwine",,"Gabriela Alwine",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGZIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfc","2021-11-16","Individual",,,"0lyB00000004HjvIAE",,,1
"Gabriela Alwine","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Gabriela Alwine","2021-06-22",,"No","Active","Premium","0lMB00000004FrHMAU",,,,,,,"9.NA",,,,"Email","2022-09-20","2022-06-22","Premium","Gabriela Alwine",,"Gabriela Alwine",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGZIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfc","2021-11-16","Individual",,,"0lyB00000004HjwIAE",,,1
"Paislee Aly","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Paislee Aly","2021-11-20",,"No","Active","Bronze","0lMB00000004FrGMAU",,,,,,,"9.NA",,,,"Social","2022-06-10","2022-11-20","Bronze","Paislee Aly",,"Paislee Aly",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGYIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfd","2022-04-06","Individual",,,"0lyB00000004HjxIAE",,,1
"Paislee Aly","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Paislee Aly","2021-11-20",,"No","Active","Premium","0lMB00000004FrGMAU",,,,,,,"9.NA",,,,"Social","2022-06-10","2022-11-20","Premium","Paislee Aly",,"Paislee Aly",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGYIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfd","2022-04-06","Individual",,,"0lyB00000004HjyIAE",,,1
"Raelyn Alyea","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Raelyn Alyea","2021-11-03",,"No","Active","Bronze","0lMB00000004FrFMAU",,,,,,,"9.NA",,,,"CallCenter","2022-12-15","2022-11-03","Bronze","Raelyn Alyea",,"Raelyn Alyea",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGXIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfe","2022-03-18","Individual",,,"0lyB00000004HjzIAE",,,1
"Raelyn Alyea","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Raelyn Alyea","2021-11-03",,"No","Active","Premium","0lMB00000004FrFMAU",,,,,,,"9.NA",,,,"CallCenter","2022-12-15","2022-11-03","Premium","Raelyn Alyea",,"Raelyn Alyea",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGXIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfe","2022-03-18","Individual",,,"0lyB00000004Hk0IAE",,,1
"Madilyn Alzaga","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Madilyn Alzaga","2021-12-24",,"No","Active","Bronze","0lMB00000004FrEMAU",,,,,,,"9.NA",,,,"Email","2022-09-07","2022-12-24","Bronze","Madilyn Alzaga",,"Madilyn Alzaga",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGWIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cff","2022-07-07","Individual",,,"0lyB00000004Hk1IAE",,,1
"Madilyn Alzaga","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Madilyn Alzaga","2021-12-24",,"No","Active","Premium","0lMB00000004FrEMAU",,,,,,,"9.NA",,,,"Email","2022-09-07","2022-12-24","Premium","Madilyn Alzaga",,"Madilyn Alzaga",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGWIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cff","2022-07-07","Individual",,,"0lyB00000004Hk2IAE",,,1
"Paris Alzate","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Paris Alzate","2021-10-18",,"No","Active","Bronze","0lMB00000004FrDMAU",,,,,,,"9.NA",,,,"Web","2022-06-29","2022-10-18","Bronze","Paris Alzate",,"Paris Alzate",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGVIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfg","2022-03-15","Individual",,,"0lyB00000004Hk3IAE",,,1
"Paris Alzate","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Paris Alzate","2021-10-18",,"No","Active","Premium","0lMB00000004FrDMAU",,,,,,,"9.NA",,,,"Web","2022-06-29","2022-10-18","Premium","Paris Alzate",,"Paris Alzate",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGVIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfg","2022-03-15","Individual",,,"0lyB00000004Hk4IAE",,,1
"Makenna Alzugaray","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Makenna Alzugaray","2021-08-22",,"No","Active","Bronze","0lMB00000004FrCMAU",,,,,,,"9.NA",,,,"Email","2022-07-12","2022-08-22","Bronze","Makenna Alzugaray",,"Makenna Alzugaray",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGUIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfh","2022-02-08","Individual",,,"0lyB00000004Hk5IAE",,,1
"Makenna Alzugaray","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Makenna Alzugaray","2021-08-22",,"No","Active","Premium","0lMB00000004FrCMAU",,,,,,,"9.NA",,,,"Email","2022-07-12","2022-08-22","Premium","Makenna Alzugaray",,"Makenna Alzugaray",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGUIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfh","2022-02-08","Individual",,,"0lyB00000004Hk6IAE",,,1
"Kinley Amabile","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Kinley Amabile","2021-01-26",,"No","Active","Bronze","0lMB00000004FrBMAU",,,,,,,"9.NA",,,,"Social","2022-06-01","2022-01-26","Bronze","Kinley Amabile",,"Kinley Amabile",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGTIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfi","2021-06-17","Individual",,,"0lyB00000004Hk7IAE",,,1
"Kinley Amabile","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Kinley Amabile","2021-01-26",,"No","Active","Premium","0lMB00000004FrBMAU",,,,,,,"9.NA",,,,"Social","2022-06-01","2022-01-26","Premium","Kinley Amabile",,"Kinley Amabile",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGTIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfi","2021-06-17","Individual",,,"0lyB00000004Hk8IAE",,,1
"Gracelyn Amacher","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Gracelyn Amacher","2021-11-07",,"No","Active","Bronze","0lMB00000004FrAMAU",,,,,,,"9.NA",,,,"CallCenter","2022-10-09","2022-11-07","Bronze","Gracelyn Amacher",,"Gracelyn Amacher",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGSIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfj","2022-04-12","Individual",,,"0lyB00000004Hk9IAE",,,1
"Gracelyn Amacher","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Gracelyn Amacher","2021-11-07",,"No","Active","Premium","0lMB00000004FrAMAU",,,,,,,"9.NA",,,,"CallCenter","2022-10-09","2022-11-07","Premium","Gracelyn Amacher",,"Gracelyn Amacher",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGSIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cfj","2022-04-12","Individual",,,"0lyB00000004HkAIAU",,,1
"Talia Amack","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Talia Amack","2021-07-10",,"No","Active","Bronze","0lMB00000004Fr9MAE",,,,,,,"9.NA",,,,"Email","2022-02-14","2022-07-10","Bronze","Talia Amack",,"Talia Amack",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGRIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cga","2021-11-27","Individual",,,"0lyB00000004HkBIAU",,,1
"Talia Amack","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Talia Amack","2021-07-10",,"No","Active","Premium","0lMB00000004Fr9MAE",,,,,,,"9.NA",,,,"Email","2022-02-14","2022-07-10","Premium","Talia Amack",,"Talia Amack",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGRIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cga","2021-11-27","Individual",,,"0lyB00000004HkCIAU",,,1
"Maeve Amacker","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Maeve Amacker","2020-08-01",,"No","Active","Bronze","0lMB00000004Fr8MAE",,,,,,,"3.3-6 months",,,,"Web","2021-03-23","2021-08-01","Bronze","Maeve Amacker",,"Maeve Amacker",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGQIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgb","2020-12-25","Individual",,,"0lyB00000004HkDIAU",,,1
"Maeve Amacker","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Maeve Amacker","2020-08-01",,"No","Active","Premium","0lMB00000004Fr8MAE",,,,,,,"3.3-6 months",,,,"Web","2021-03-23","2021-08-01","Premium","Maeve Amacker",,"Maeve Amacker",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGQIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgb","2020-12-25","Individual",,,"0lyB00000004HkEIAU",,,1
"Rylie Amadeo","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Rylie Amadeo","2020-03-26",,"No","Active","Bronze","0lMB00000004Fr7MAE",,,,,,,"5.9-12 months",,,,"Email",,"2021-03-26","Bronze","Rylie Amadeo",,"Rylie Amadeo",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGPIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgc","2020-08-08","Individual",,,"0lyB00000004HkFIAU",,,1
"Rylie Amadeo","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Rylie Amadeo","2020-03-26",,"No","Active","Premium","0lMB00000004Fr7MAE",,,,,,,"5.9-12 months",,,,"Email",,"2021-03-26","Premium","Rylie Amadeo",,"Rylie Amadeo",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGPIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgc","2020-08-08","Individual",,,"0lyB00000004HkGIAU",,,1
"Kiara Amadi","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Kiara Amadi","2021-05-10",,"No","Active","Bronze","0lMB00000004Fr6MAE",,,,,,,"9.NA",,,,"Social","2022-09-04","2022-05-10","Bronze","Kiara Amadi",,"Kiara Amadi",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGOIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgd","2021-10-20","Individual",,,"0lyB00000004HkHIAU",,,1
"Kiara Amadi","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Kiara Amadi","2021-05-10",,"No","Active","Premium","0lMB00000004Fr6MAE",,,,,,,"9.NA",,,,"Social","2022-09-04","2022-05-10","Premium","Kiara Amadi",,"Kiara Amadi",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGOIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgd","2021-10-20","Individual",,,"0lyB00000004HkIIAU",,,1
"Kira Ambler","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Kira Ambler","2020-07-30",,"No","Active","Bronze","0lMB00000004Fr5MAE",,,,,,,"3.3-6 months",,,,"CallCenter","2021-01-20","2021-07-30","Bronze","Kira Ambler",,"Kira Ambler",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGNIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cge","2020-12-25","Individual",,,"0lyB00000004HkJIAU",,,1
"Kira Ambler","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Kira Ambler","2020-07-30",,"No","Active","Premium","0lMB00000004Fr5MAE",,,,,,,"3.3-6 months",,,,"CallCenter","2021-01-20","2021-07-30","Premium","Kira Ambler",,"Kira Ambler",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGNIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cge","2020-12-25","Individual",,,"0lyB00000004HkKIAU",,,1
"Miracle Amboise","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Miracle Amboise","2020-11-23",,"No","Active","Bronze","0lMB00000004Fr4MAE",,,,,,,"2.1-3 months",,,,"Email","2021-08-01","2021-11-23","Bronze","Miracle Amboise",,"Miracle Amboise",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGMIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgf","2021-04-18","Individual",,,"0lyB00000004HkLIAU",,,1
"Miracle Amboise","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Miracle Amboise","2020-11-23",,"No","Active","Premium","0lMB00000004Fr4MAE",,,,,,,"2.1-3 months",,,,"Email","2021-08-01","2021-11-23","Premium","Miracle Amboise",,"Miracle Amboise",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGMIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgf","2021-04-18","Individual",,,"0lyB00000004HkMIAU",,,1
"Elle Amboree","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Elle Amboree","2021-02-02",,"No","Active","Bronze","0lMB00000004Fr3MAE",,,,,,,"9.NA",,,,"Web","2021-09-26","2022-02-02","Bronze","Elle Amboree",,"Elle Amboree",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGLIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgg","2021-06-17","Individual",,,"0lyB00000004HkNIAU",,,1
"Elle Amboree","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Elle Amboree","2021-02-02",,"No","Active","Premium","0lMB00000004Fr3MAE",,,,,,,"9.NA",,,,"Web","2021-09-26","2022-02-02","Premium","Elle Amboree",,"Elle Amboree",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGLIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgg","2021-06-17","Individual",,,"0lyB00000004HkOIAU",,,1
"Amari Amborn","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Amari Amborn","2020-10-14",,"No","Active","Bronze","0lMB00000004Fr2MAE",,,,,,,"3.3-6 months",,,,"Email","2021-10-20","2021-10-14","Bronze","Amari Amborn",,"Amari Amborn",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGKIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgh","2021-02-27","Individual",,,"0lyB00000004HkPIAU",,,1
"Amari Amborn","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Amari Amborn","2020-10-14",,"No","Active","Premium","0lMB00000004Fr2MAE",,,,,,,"3.3-6 months",,,,"Email","2021-10-20","2021-10-14","Premium","Amari Amborn",,"Amari Amborn",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGKIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgh","2021-02-27","Individual",,,"0lyB00000004HkQIAU",,,1
"Danielle Ambres","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Danielle Ambres","2020-09-19",,"No","Active","Bronze","0lMB00000004Fr1MAE",,,,,,,"3.3-6 months",,,,"Social","2021-07-17","2021-09-19","Bronze","Danielle Ambres",,"Danielle Ambres",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGJIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgi","2021-03-05","Individual",,,"0lyB00000004HkRIAU",,,1
"Danielle Ambres","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Danielle Ambres","2020-09-19",,"No","Active","Premium","0lMB00000004Fr1MAE",,,,,,,"3.3-6 months",,,,"Social","2021-07-17","2021-09-19","Premium","Danielle Ambres",,"Danielle Ambres",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGJIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgi","2021-03-05","Individual",,,"0lyB00000004HkSIAU",,,1
"Daphne Ambrister","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Daphne Ambrister","2021-08-02",,"No","Active","Bronze","0lMB00000004Fr0MAE",,,,,,,"9.NA",,,,"CallCenter","2022-05-26","2022-08-02","Bronze","Daphne Ambrister",,"Daphne Ambrister",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGIIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgj","2021-12-30","Individual",,,"0lyB00000004HkTIAU",,,1
"Daphne Ambrister","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Daphne Ambrister","2021-08-02",,"No","Active","Premium","0lMB00000004Fr0MAE",,,,,,,"9.NA",,,,"CallCenter","2022-05-26","2022-08-02","Premium","Daphne Ambrister",,"Daphne Ambrister",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGIIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cgj","2021-12-30","Individual",,,"0lyB00000004HkUIAU",,,1
"Willa Ambriz","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Willa Ambriz","2021-07-01",,"No","Active","Bronze","0lMB00000004FqzMAE",,,,,,,"9.NA",,,,"Email","2022-08-14","2022-07-01","Bronze","Willa Ambriz",,"Willa Ambriz",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGHIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cha","2021-11-24","Individual",,,"0lyB00000004HkVIAU",,,1
"Willa Ambriz","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Willa Ambriz","2021-07-01",,"No","Active","Premium","0lMB00000004FqzMAE",,,,,,,"9.NA",,,,"Email","2022-08-14","2022-07-01","Premium","Willa Ambriz",,"Willa Ambriz",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGHIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_cha","2021-11-24","Individual",,,"0lyB00000004HkWIAU",,,1
"Haley Ambrogi","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Haley Ambrogi","2020-12-06",,"No","Active","Bronze","0lMB00000004FqyMAE",,,,,,,"2.1-3 months",,,,"Web","2022-03-18","2021-12-06","Bronze","Haley Ambrogi",,"Haley Ambrogi",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGGIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_chb","2021-05-06","Individual",,,"0lyB00000004HkXIAU",,,1
"Haley Ambrogi","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Haley Ambrogi","2020-12-06",,"No","Active","Premium","0lMB00000004FqyMAE",,,,,,,"2.1-3 months",,,,"Web","2022-03-18","2021-12-06","Premium","Haley Ambrogi",,"Haley Ambrogi",,"2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVGGIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_chb","2021-05-06","Individual",,,"0lyB00000004HkYIAU",,,1
"Gia Ambrose","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Gia Ambrose","2021-02-10",,"No","Active","Bronze","0lMB00000004FqxMAE",,,,,,,"9.NA",,,,"Email","2021-08-22","2022-02-10","Bronze","Gia Ambrose",,"Gia Ambrose",,"2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVGFIA3","Number of Transactions","Nights Stayed","Xperience","IndivAiK_UIDbabedjci_b_chc","2021-07-07","Individual",,,"0lyB00000004HkZIAU",,,1
