"account_Id","account_Owner_Role_RolePath","account_Opportunity_Id","account_Name","account_Owner_FullPhotoUrl","account_Owner_UniqueUserName","account_Owner_UserManager_UniqueUserName","account_LastModifiedDate","account_Owner_Role_Hierarchy_RoleNames","account_OwnerId","account_Owner_Name","account_Opportunity_Owner_Name","account_Owner_Role_RoleNamesPath","account_Owner_Role_RoleNames","account_Owner_Role_ParentRole_ForecastManager_UniqueUserName","account_AccountSource","account_Owner_UserRoleId","ACCOUNT","account_hasOpportunity","BRAVO_USAGE_USD_AVG_rangeBucket","account_CustomFilter","account_Owner_Role_ParentRole_Name","account_BillingState","account_Owner_UserManager_Name","account_CreatedDate","account_Owner_Role_Name","account_Opportunity_Name","account_Owner_Role_ParentRoleId","DATE_Year_Month","account_Owner_Role_ParentRole_DeveloperName","account_Owner_Role_Roles","account_Owner_SmallPhotoUrl","account_Industry","account_Type","account_Owner_Username","account_AccountName","account_Owner_UserManagerNames","account_Owner_Role_DeveloperName","account_ShippingState","BRAVO_USAGE_USD_AVG","account_AnnualRevenue","account_NumberOfEmployees","formula"
"0015w00002DFNEmAAP","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1c5AAC","Micromenders","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mR/F","Brandy Mullins",,"2020-05-27T03:49:09.000Z","Andrew Martin","0055w00000D4KBgAAN","Brandy Mullins","Brandy Mullins","Brandy Mullins/Andrew Martin/Elliot Executive/Sam Ennis","Andrew Martin","Andrew Martin","Data.com","00E5w000004erLyEAI","Micromenders","true","Medium","true","RVP West","HI",,"2018-10-11T07:00:00.000Z","West Sales","Micromenders 246","00E5w000004erLzEAI","2019_08","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mR/T","Consulting","Corporate","bmullins1590550477755@demo.user","Micromenders","Brandy Mullins","WestSales",,54.1639,9929000,52,54
"0015w00002DFNeZAAX","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2AmAAK","Telegroup","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nU/F","Rebecca Gonzalez",,"2020-05-27T03:52:11.000Z","Elliot Executive","0055w00000D4KBtAAN","Rebecca Gonzalez","Rebecca Gonzalez","Rebecca Gonzalez/John Chen/Elliot Executive/Sam Ennis","Elliot Executive","John Chen","Cold Call","00E5w000004erLwEAI","Telegroup","true","Low","true","RVP Central","LA",,"2019-08-25T07:00:00.000Z","Central Sales","Telegroup 152","00E5w000004erLxEAI","2019_08","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nU/T","Construction","Corporate","rgonzale1590550477838@demo.user","Telegroup","Rebecca Gonzalez","CentralSales",,14,5168000,18,14
"0015w00002DFOCUAA5","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2shAAC","eB2X","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/F","Mary Powers",,"2020-05-27T03:56:17.000Z","Andrew Martin","0055w00000D4KBeAAN","Mary Powers","Mary Powers","Mary Powers/Andrew Martin/Elliot Executive/Sam Ennis","Andrew Martin","Andrew Martin","Social Media","00E5w000004erLyEAI","eB2X","true","High","true","RVP West","NV",,"2020-02-16T08:00:00.000Z","West Sales","eB2X 74","00E5w000004erLzEAI","2019_08","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/T","Shipping","T100","mpowers1590550477739@demo.user","eB2X","Mary Powers","WestSales",,1709.162,7487020000,19970,1709
"0015w00002DFNTaAAP","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1wfAAC","ICC Industries","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nU/F","Rebecca Gonzalez",,"2020-05-27T03:50:14.000Z","Elliot Executive","0055w00000D4KBtAAN","Rebecca Gonzalez","Rebecca Gonzalez","Rebecca Gonzalez/John Chen/Elliot Executive/Sam Ennis","Elliot Executive","John Chen","Inbound Call","00E5w000004erLwEAI","ICC Industries","true","Low","true","RVP Central","IL",,"2020-01-06T08:00:00.000Z","Central Sales","ICC Industries 171","00E5w000004erLxEAI","2019_08","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nU/T","Communications","Corporate","rgonzale1590550477838@demo.user","ICC Industries","Rebecca Gonzalez","CentralSales",,37.8,9486000,109,38
"0015w00002DFNzwAAH","00E5w000004erM7EAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2d3AAC","advisor square","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mv/F","Brian Norris",,"2020-05-27T03:54:34.000Z","Brian Norris","0055w00000D4KBiAAN","Brian Norris","Brian Norris","Brian Norris/Edwin Tucker/Elliot Executive/Sam Ennis","Brian Norris","Edwin Tucker","Marketing Event","00E5w000004erM5EAI","advisor square","true","Low","true","RVP East","SC",,"2019-11-29T08:00:00.000Z","East Sales","advisor square 110","00E5w000004erM7EAI","2019_08","RVPEast","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mv/T","Government","SMB","bnorris1590550477769@demo.user","advisor square","Brian Norris","EastSales",,0,39470000,148,0
"0015w00002DFNQ2AAP","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1s1AAC","SunTrust Banks","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/F","Amanda Hernandez",,"2020-05-27T03:49:58.000Z","Amanda Hernandez","0055w00000D4KBfAAN","Amanda Hernandez","Amanda Hernandez","Amanda Hernandez/Andrew Martin/Elliot Executive/Sam Ennis","Amanda Hernandez","Andrew Martin","Social Media","00E5w000004erLyEAI","SunTrust Banks","true","Low","true","RVP West","CO",,"2018-08-14T07:00:00.000Z","West Sales","SunTrust Banks 33","00E5w000004erLzEAI","2019_09","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/T","Manufacturing","Corporate","ahernand1590550477747@demo.user","SunTrust Banks","Amanda Hernandez","WestSales",,2.3333,6586000,135,2
"0015w00002DFO9BAAX","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2oUAAS","Yuba Heat Transfer Division","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/F","Amanda Hernandez",,"2020-05-27T03:56:04.000Z","Amanda Hernandez","0055w00000D4KBfAAN","Amanda Hernandez","Amanda Hernandez","Amanda Hernandez/Andrew Martin/Elliot Executive/Sam Ennis","Amanda Hernandez","Andrew Martin","Community","00E5w000004erLyEAI","Yuba Heat Transfer Division","true","Low","true","RVP West","AK",,"2018-06-25T07:00:00.000Z","West Sales","Yuba Heat Transfer Division 171","00E5w000004erLzEAI","2019_09","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/T","Recreation","Enterprise","ahernand1590550477747@demo.user","Yuba Heat Transfer Division","Amanda Hernandez","WestSales",,0.2121,1455771000,122400,0
"0015w00002DFNKRAA5","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1jvAAC","DCI HOLDINGS","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/F","Michelle Stanley",,"2020-05-27T03:49:40.000Z","Elliot Executive","0055w00000D4KBrAAN","Michelle Stanley","Michelle Stanley","Michelle Stanley/John Chen/Elliot Executive/Sam Ennis","Elliot Executive","John Chen","Referral","00E5w000004erLwEAI","DCI HOLDINGS","true","Low","true","RVP Central","IL",,"2018-05-30T07:00:00.000Z","Central Sales","DCI HOLDINGS 182","00E5w000004erLxEAI","2019_09","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/T","Shipping","Corporate","mstanley1590550477825@demo.user","DCI HOLDINGS","Michelle Stanley","CentralSales",,0,9883000,173,0
"0015w00002DFOD8AAP","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2tWAAS","Navagate","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/F","Michelle Stanley",,"2020-05-27T03:56:17.000Z","Elliot Executive","0055w00000D4KBrAAN","Michelle Stanley","Michelle Stanley","Michelle Stanley/John Chen/Elliot Executive/Sam Ennis","Elliot Executive","John Chen","Cold Call","00E5w000004erLwEAI","Navagate","true","Medium","true","RVP Central","NE",,"2019-12-29T08:00:00.000Z","Central Sales","Navagate 245","00E5w000004erLxEAI","2019_09","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/T","Education","T100","mstanley1590550477825@demo.user","Navagate","Michelle Stanley","CentralSales",,94.5,4569487000,104162,95
"0015w00002DFNdvAAH","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R29xAAC","eStudio","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/F","Michelle Stanley",,"2020-05-27T03:52:01.000Z","Elliot Executive","0055w00000D4KBrAAN","Michelle Stanley","Michelle Stanley","Michelle Stanley/John Chen/Elliot Executive/Sam Ennis","Elliot Executive","John Chen","Cold Call","00E5w000004erLwEAI","eStudio","true","Low","true","RVP Central","PA",,"2019-12-29T08:00:00.000Z","Central Sales","eStudio 250","00E5w000004erLxEAI","2019_09","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/T","Other","Corporate","mstanley1590550477825@demo.user","eStudio","Michelle Stanley","CentralSales",,14,5314000,75,14
"0015w00002DFNnNAAX","00E5w000004erM7EAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2LwAAK","Xerox Corporation - Houston","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2ml/F","Craig Arnold",,"2020-05-27T03:53:44.000Z","Craig Arnold","0055w00000D4KBjAAN","Craig Arnold","Craig Arnold","Craig Arnold/Edwin Tucker/Elliot Executive/Sam Ennis","Craig Arnold","Edwin Tucker","Inbound Call","00E5w000004erM5EAI","Xerox Corporation - Houston","true","High","true","RVP East","CT",,"2018-10-13T07:00:00.000Z","East Sales","Xerox Corporation - Houston 99","00E5w000004erM7EAI","2019_09","RVPEast","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2ml/T","Entertainment","Corporate","carnold1590550477775@demo.user","Xerox Corporation - Houston","Craig Arnold","EastSales",,117.124,2549000,204,117
"0015w00002DFNfVAAX","00E5w000004erM7EAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2BnAAK","IBM Software / Tivoli / Micromuse","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mg/F","Kaitlyn Guerrero",,"2020-05-27T03:52:11.000Z","Edwin Tucker","0055w00000D4KBkAAN","Kaitlyn Guerrero","Kaitlyn Guerrero","Kaitlyn Guerrero/Edwin Tucker/Elliot Executive/Sam Ennis","Edwin Tucker","Edwin Tucker","Partner","00E5w000004erM5EAI","IBM Software / Tivoli / Micromuse","true","High","true","RVP East","VA",,"2020-02-07T08:00:00.000Z","East Sales","IBM Software / Tivoli / Micromuse 22","00E5w000004erM7EAI","2019_09","RVPEast","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mg/T","Hospitality","Corporate","kguerrer1590550477782@demo.user","IBM Software / Tivoli / Micromuse","Kaitlyn Guerrero","EastSales",,413,9650000,8,413
"0015w00002DFNQ2AAP","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1s1AAC","SunTrust Banks","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/F","Amanda Hernandez",,"2020-05-27T03:49:58.000Z","Amanda Hernandez","0055w00000D4KBfAAN","Amanda Hernandez","Amanda Hernandez","Amanda Hernandez/Andrew Martin/Elliot Executive/Sam Ennis","Amanda Hernandez","Andrew Martin","Social Media","00E5w000004erLyEAI","SunTrust Banks","true","Low","true","RVP West","CO",,"2018-08-14T07:00:00.000Z","West Sales","SunTrust Banks 33","00E5w000004erLzEAI","2019_11","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/T","Manufacturing","Corporate","ahernand1590550477747@demo.user","SunTrust Banks","Amanda Hernandez","WestSales",,4.0526,6586000,135,4
"0015w00002DFOCYAA5","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2slAAC","Paracelsus Healthcare","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/F","Amanda Hernandez",,"2020-05-27T03:56:17.000Z","Amanda Hernandez","0055w00000D4KBfAAN","Amanda Hernandez","Amanda Hernandez","Amanda Hernandez/Andrew Martin/Elliot Executive/Sam Ennis","Amanda Hernandez","Andrew Martin","Referral","00E5w000004erLyEAI","Paracelsus Healthcare","true","Low","true","RVP West","AK",,"2018-08-02T07:00:00.000Z","West Sales","Paracelsus Healthcare 125","00E5w000004erLzEAI","2019_11","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/T","Energy","T100","ahernand1590550477747@demo.user","Paracelsus Healthcare","Amanda Hernandez","WestSales",,0,5193082000,9525,0
"0015w00002DFNxFAAX","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2ZYAA0","Palaver Communications","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/F","Mary Powers",,"2020-05-27T03:54:24.000Z","Andrew Martin","0055w00000D4KBeAAN","Mary Powers","Mary Powers","Mary Powers/Andrew Martin/Elliot Executive/Sam Ennis","Andrew Martin","Andrew Martin","Marketing Event","00E5w000004erLyEAI","Palaver Communications","true","Low","true","RVP West","UT",,"2018-10-29T07:00:00.000Z","West Sales","Palaver Communications 56","00E5w000004erLzEAI","2019_11","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/T","Manufacturing","Corporate","mpowers1590550477739@demo.user","Palaver Communications","Mary Powers","WestSales",,1.1222,7054000,22491,1
"0015w00002DFNI4AAP","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1gbAAC","Toledo Medical Imaging","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/F","Mary Powers",,"2020-05-27T03:49:30.000Z","Andrew Martin","0055w00000D4KBeAAN","Mary Powers","Mary Powers","Mary Powers/Andrew Martin/Elliot Executive/Sam Ennis","Andrew Martin","Andrew Martin","Referral","00E5w000004erLyEAI","Toledo Medical Imaging","true","Low","true","RVP West","AK",,"2019-05-11T07:00:00.000Z","West Sales","Toledo Medical Imaging 133","00E5w000004erLzEAI","2019_11","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/T","Consulting","Corporate","mpowers1590550477739@demo.user","Toledo Medical Imaging","Mary Powers","WestSales",,36.7755,4289000,124,37
"0015w00002DFOCUAA5","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2shAAC","eB2X","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/F","Mary Powers",,"2020-05-27T03:56:17.000Z","Andrew Martin","0055w00000D4KBeAAN","Mary Powers","Mary Powers","Mary Powers/Andrew Martin/Elliot Executive/Sam Ennis","Andrew Martin","Andrew Martin","Social Media","00E5w000004erLyEAI","eB2X","true","High","true","RVP West","NV",,"2020-02-16T08:00:00.000Z","West Sales","eB2X 74","00E5w000004erLzEAI","2019_11","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/T","Shipping","T100","mpowers1590550477739@demo.user","eB2X","Mary Powers","WestSales",,1772.344,7487020000,19970,1772
"0015w00002DFNQ2AAP","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1s1AAC","SunTrust Banks","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/F","Amanda Hernandez",,"2020-05-27T03:49:58.000Z","Amanda Hernandez","0055w00000D4KBfAAN","Amanda Hernandez","Amanda Hernandez","Amanda Hernandez/Andrew Martin/Elliot Executive/Sam Ennis","Amanda Hernandez","Andrew Martin","Social Media","00E5w000004erLyEAI","SunTrust Banks","true","Low","true","RVP West","CO",,"2018-08-14T07:00:00.000Z","West Sales","SunTrust Banks 33","00E5w000004erLzEAI","2019_12","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/T","Manufacturing","Corporate","ahernand1590550477747@demo.user","SunTrust Banks","Amanda Hernandez","WestSales",,2.7222,6586000,135,3
"0015w00002DFNEVAA5","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1bbAAC","Kjr 950 Am","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/F","Mary Powers",,"2020-05-27T03:49:09.000Z","Andrew Martin","0055w00000D4KBeAAN","Mary Powers","Mary Powers","Mary Powers/Andrew Martin/Elliot Executive/Sam Ennis","Andrew Martin","Andrew Martin","Social Media","00E5w000004erLyEAI","Kjr 950 Am","true","Low","true","RVP West","WA",,"2018-08-12T07:00:00.000Z","West Sales","Kjr 950 Am 121","00E5w000004erLzEAI","2019_12","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/T","Energy","Corporate","mpowers1590550477739@demo.user","Kjr 950 Am","Mary Powers","WestSales",,47.88,4728000,130,48
"0015w00002DFNewAAH","00E5w000004erM7EAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2B9AAK","Carpet One","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2n5/F","Steven Mathis",,"2020-05-27T03:52:11.000Z","Edwin Tucker","0055w00000D4KBlAAN","Steven Mathis","Steven Mathis","Steven Mathis/Edwin Tucker/Elliot Executive/Sam Ennis","Edwin Tucker","Edwin Tucker","Cold Call","00E5w000004erM5EAI","Carpet One","true","Low","true","RVP East","VT",,"2018-08-14T07:00:00.000Z","East Sales","Carpet One 18","00E5w000004erM7EAI","2019_12","RVPEast","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2n5/T","Apparel","Corporate","smathis1590550477787@demo.user","Carpet One","Steven Mathis","EastSales",,0.7778,7924000,77,1
"0015w00002DFNWGAA5","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R208AAC","Celebrate As One","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nU/F","Rebecca Gonzalez",,"2020-05-27T03:51:31.000Z","Elliot Executive","0055w00000D4KBtAAN","Rebecca Gonzalez","Rebecca Gonzalez","Rebecca Gonzalez/John Chen/Elliot Executive/Sam Ennis","Elliot Executive","John Chen","Inbound Call","00E5w000004erLwEAI","Celebrate As One","true","Low","true","RVP Central","OH",,"2019-01-04T08:00:00.000Z","Central Sales","Celebrate As One 181","00E5w000004erLxEAI","2019_12","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nU/T","Energy","Corporate","rgonzale1590550477838@demo.user","Celebrate As One","Rebecca Gonzalez","CentralSales",,5.7831,5907000,182,6
"0015w00002DFOCaAAP","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2sqAAC","IMTS Silicon Motor Speedway","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/F","Michelle Stanley",,"2020-05-27T03:56:17.000Z","Elliot Executive","0055w00000D4KBrAAN","Michelle Stanley","Michelle Stanley","Michelle Stanley/John Chen/Elliot Executive/Sam Ennis","Elliot Executive","John Chen","Social Media","00E5w000004erLwEAI","IMTS Silicon Motor Speedway","true","Low","true","RVP Central","MN",,"2018-05-29T07:00:00.000Z","Central Sales","IMTS Silicon Motor Speedway 191","00E5w000004erLxEAI","2019_12","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/T","Banking","T100","mstanley1590550477825@demo.user","IMTS Silicon Motor Speedway","Michelle Stanley","CentralSales",,7.1458,3215159000,15614,7
"0015w00002DFNCwAAP","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1ZTAA0","Cipient Networks Inc","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/F","Mary Powers",,"2020-05-27T03:49:09.000Z","Andrew Martin","0055w00000D4KBeAAN","Mary Powers","Mary Powers","Mary Powers/Andrew Martin/Elliot Executive/Sam Ennis","Andrew Martin","Andrew Martin","Partner","00E5w000004erLyEAI","Cipient Networks Inc","true","High","true","RVP West","WA",,"2019-08-14T07:00:00.000Z","West Sales","Cipient Networks Inc 16","00E5w000004erLzEAI","2019_12","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/T","Engineering","Corporate","mpowers1590550477739@demo.user","Cipient Networks Inc","Mary Powers","WestSales",,104.3913,7269000,245,104
"0015w00002DFNQpAAP","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1t1AAC","Tech Talent","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/F","Michelle Stanley",,"2020-05-27T03:50:08.000Z","Elliot Executive","0055w00000D4KBrAAN","Michelle Stanley","Michelle Stanley","Michelle Stanley/John Chen/Elliot Executive/Sam Ennis","Elliot Executive","John Chen","Marketing Event","00E5w000004erLwEAI","Tech Talent","true","Low","true","RVP Central","MO",,"2019-03-18T07:00:00.000Z","Central Sales","Tech Talent 195","00E5w000004erLxEAI","2019_12","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/T","Financial Services","Corporate","mstanley1590550477825@demo.user","Tech Talent","Michelle Stanley","CentralSales",,41,2587000,23,41
"0015w00002DFNV3AAP","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1yZAAS","Towers Perrin Forester & Crosby","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mW/F","Crystal Stevens",,"2020-05-27T03:51:31.000Z","Crystal Stevens","0055w00000D4KBsAAN","Crystal Stevens","Crystal Stevens","Crystal Stevens/John Chen/Elliot Executive/Sam Ennis","Crystal Stevens","John Chen","Partner","00E5w000004erLwEAI","Towers Perrin Forester & Crosby","true","Low","true","RVP Central","NE",,"2019-04-09T07:00:00.000Z","Central Sales","Towers Perrin Forester & Crosby 123","00E5w000004erLxEAI","2019_12","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mW/T","Recreation","Corporate","cstevens1590550477831@demo.user","Towers Perrin Forester & Crosby","Crystal Stevens","CentralSales",,11.375,4307000,103,11
"0015w00002DFNTWAA5","00E5w000004erLxEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1waAAC","Group Health Cooperative","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/F","Michelle Stanley",,"2020-05-27T03:50:14.000Z","Elliot Executive","0055w00000D4KBrAAN","Michelle Stanley","Michelle Stanley","Michelle Stanley/John Chen/Elliot Executive/Sam Ennis","Elliot Executive","John Chen","Inbound Call","00E5w000004erLwEAI","Group Health Cooperative","true","Low","true","RVP Central","MO",,"2019-04-28T07:00:00.000Z","Central Sales","Group Health Cooperative 131","00E5w000004erLxEAI","2019_12","RVPCentral","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nZ/T","Energy","Corporate","mstanley1590550477825@demo.user","Group Health Cooperative","Michelle Stanley","CentralSales",,33.6408,2351000,120,34
"0015w00002DFNsbAAH","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2T5AAK","GENCO Distribution System","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/F","Mary Powers",,"2020-05-27T03:54:04.000Z","Andrew Martin","0055w00000D4KBeAAN","Mary Powers","Mary Powers","Mary Powers/Andrew Martin/Elliot Executive/Sam Ennis","Andrew Martin","Andrew Martin","Social Media","00E5w000004erLyEAI","GENCO Distribution System","true","Low","true","RVP West","AZ",,"2019-11-08T08:00:00.000Z","West Sales","GENCO Distribution System 1","00E5w000004erLzEAI","2019_12","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nF/T","Energy","Corporate","mpowers1590550477739@demo.user","GENCO Distribution System","Mary Powers","WestSales",,0,8919000,164,0
"0015w00002DFO1RAAX","00E5w000004erM7EAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R2eNAAS","General Casualty Co","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mg/F","Kaitlyn Guerrero",,"2020-05-27T03:54:34.000Z","Edwin Tucker","0055w00000D4KBkAAN","Kaitlyn Guerrero","Kaitlyn Guerrero","Kaitlyn Guerrero/Edwin Tucker/Elliot Executive/Sam Ennis","Edwin Tucker","Edwin Tucker","Marketing Event","00E5w000004erM5EAI","General Casualty Co","true","Low","true","RVP East","NC",,"2020-04-30T07:00:00.000Z","East Sales","General Casualty Co 193","00E5w000004erM7EAI","2019_12","RVPEast","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2mg/T","Manufacturing","SMB","kguerrer1590550477782@demo.user","General Casualty Co","Kaitlyn Guerrero","EastSales",,1,29123000,572,1
"0015w00002DFNDLAA5","00E5w000004erLzEAI/00E5w000004erM0EAI/00E5w000004erLvEAI","0065w000022R1a4AAC","Gas Equipment Company","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/F","Amanda Hernandez",,"2020-05-27T03:49:09.000Z","Amanda Hernandez","0055w00000D4KBfAAN","Amanda Hernandez","Amanda Hernandez","Amanda Hernandez/Andrew Martin/Elliot Executive/Sam Ennis","Amanda Hernandez","Andrew Martin","Social Media","00E5w000004erLyEAI","Gas Equipment Company","true","Low","true","RVP West","WY",,"2018-07-14T07:00:00.000Z","West Sales","Gas Equipment Company 78","00E5w000004erLzEAI","2019_12","RVPWest","00E5w000004erLvEAI","https://samennis-20200526-demo--c.documentforce.com/profilephoto/7295w000000W2nK/T","Electronics","Corporate","ahernand1590550477747@demo.user","Gas Equipment Company","Amanda Hernandez","WestSales",,22.5556,8657000,46,23
