"LastModifiedDate","Company","ConvertedDate","Rating","ConvertedAccountShippingState","ID_Policy_BROKER_ID","ConvertedOpportunityName","Industry","ConvertedAccountName","Agent_AGENT_NAME","Agent_AGENT_GENDER","Agent_SALES_MANAGER","Agent_AGENCY_NAME","Agent_REGION","Status","ConvertedAccountBillingState","LastProcessedDate","Converted","ConvertedAccountType","OwnerID","ConvertedAccountOwnerId","FullName","Referrer","CreatedDate","Lead_Source","LeadID","ConvertedOpportunityID","UnreadByOwner","Agent_CAPTIVE_AGENT","ConvertedAccountOwnerName","ConvertedAccountIndustry","TotalOpportunityAge","ConvertedAccountAnnualRevenue","TouchesToConvert","ActivityTouchesToConvert","ActivityTouches","LeadAgeInDays"
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_522",,"N/A","Westfield Development Corp Vir","Barbara Haley","Female","James Coleman","Ball Group","Midwest","Archived",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"Brittany Snyder","Joyce Curry","2019-09-12 21:00:44","Fields Sales","00Q3s000012xgcDEAQ",,"true","Barbara Haley",,,0,0,5,5,5,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1777",,"N/A","Toluna Usa","Bobby Linares","Male","Matthew Hanna","Zann and Sons","South East","Archived",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Brooke King","NA","2019-09-12 21:00:40","Reseller","00Q3s000012xgZvEAI",,"true","Bobby Linares",,,0,0,4,4,7,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_2001",,"N/A","Computerworld","Gordon Starkey","Male","Meagan Combs","Vaughn and Apperson","North West","Submitted",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"Brooke Rogers","NA","2019-09-12 21:00:27","Reseller","00Q3s000012xgSkEAI",,"true","Gordon Starkey",,,0,0,6,6,6,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1084",,"N/A","energyLeader.com","Annabelle Houser","Female","Matthew Hanna","Morris Agency","South West","Draft",,"2019-10-07 14:44:49","false",,"0053s000002J4UBAA0",,"Bruce Russell","Dana Garceau","2019-09-12 21:00:27","Fields Sales","00Q3s000012xgTxEAI",,"true","Annabelle Houser",,,0,0,3,3,3,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Cool",,,,"N/A","Heath Axworth",,,,,,"Pending",,"2019-10-07 14:44:49","false",,"0053s000002J4U5AAK",,"Bryan Lawrence","Fred Wyatt","2019-09-12 21:00:35","Reseller","00Q3s000012xgWwEAI",,"true",,,,0,0,6,6,6,0
"2019-09-12 21:00:18","Distrigas Of Massachusetts","2019-04-26 04:00:00","Warm",,"BROKER_1050","Distrigas Of Massachusetts 99","Manufacturing","Distrigas Of Massachusetts","Angel Zielinski","Male","Sarah Rivas","Laurence Agency","North West","Qualified - Convert","WI","2019-10-07 14:44:49","true","Corporate","0056A000001ogPSQAY","0056A000001ogPSQAY","Bryan Patel","Ramon Ezell","2019-09-12 21:00:18","Fields Sales","00Q3s000012xgO0EAI","0063s00000DYx7bAAD","true","Angel Zielinski","Lisa Lewis","Manufacturing",-91.88,5855000,5,5,5,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1307",,"N/A","BMG Direct Marketing Inc","Damian Hastings","Male","Lisa Lewis","Zann and Sons","North West","Contacted",,"2019-10-07 14:44:49","false",,"0053s000002J4UGAA0",,"Caitlin Singh","Candace Marshall","2019-09-12 21:00:22","Reseller","00Q3s000012xgPWEAY",,"true","Damian Hastings",,,0,0,7,7,7,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1589",,"N/A","Exigo Associates","Benjamin Ryan","Male","Anne Powers","TapInsure","South East","Submitted",,"2019-10-07 14:44:49","false",,"0053s000002J4U7AAK",,"Caleb Lopez","Candace Wilson","2019-09-12 21:00:35","Fields Sales","00Q3s000012xgVOEAY",,"true","Benjamin Ryan",,,0,0,10,10,10,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_907",,"N/A","Idea Forest","William Reis","Male","Monica Campbell","Manning and Manning","North East","New",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Caleb Morales","NA","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgYrEAI",,"true","William Reis",,,0,0,6,6,6,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1840",,"N/A","Capital Resource Advisors","Earline Rivera","Female","Matthew Hanna","Stahl Agency","South East","Pending",,"2019-10-07 14:44:49","false",,"0053s000002J4UGAA0",,"Caleb Rodriguez","Candace Marshall","2019-09-12 21:00:22","Reseller","00Q3s000012xgRYEAY",,"true","Earline Rivera",,,0,0,3,3,6,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1533",,"N/A","Blue Fin Technologies","Dawn Silverstein","Female","Sandra Parker","Burns Agency","South East","Archived",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Calvin Vasquez","Kelly Austin","2019-09-12 21:00:22","Fields Sales","00Q3s000012xgPOEAY",,"true","Dawn Silverstein",,,0,0,5,5,5,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1788",,"N/A","California Physicians' Service d/b/a Blue Shield of California","Dorothy Schwager","Female","Matthew Hanna","Zann and Sons","South East","Contacted",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"Cameron Flores","NA","2019-09-12 21:00:22","Fields Sales","00Q3s000012xgR8EAI",,"true","Dorothy Schwager",,,0,0,9,9,9,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_478",,"N/A","HelpWrite","Franklyn Rutter","Male","James Coleman","Manning and Manning","Midwest","Approved",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Cameron Montgomery","Anna Moses","2019-09-12 21:00:35","Reseller","00Q3s000012xgX4EAI",,"true","Franklyn Rutter",,,0,0,8,8,8,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1459",,"N/A","Ad Tape & Label Co Inc","Charles Ortiz","Male","Matthew Hanna","VanderWahl Agency","South East","Approved",,"2019-10-07 14:44:49","false",,"0056A000001ogPVQAY",,"Cameron Parker","Juliann Moore","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgJOEAY",,"true","Charles Ortiz",,,0,0,3,3,3,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1653",,"N/A","Far Voice","Dorothy Chapman","Female","Sandra Parker","Sean Banks Agency","South East","Pending",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"Candace Ford","NA","2019-09-12 21:00:35","Reseller","00Q3s000012xgVlEAI",,"true","Dorothy Chapman",,,0,0,4,4,5,0
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_524",,"N/A","Westmor Industries","Amy Newkirk","Female","Melissa Neal","Ball Group","South West","New",,"2019-10-07 14:44:49","false",,"0056A000001ogPVQAY",,"Candace Sanchez","Kathryn Delgado","2019-09-12 21:00:44","Fields Sales","00Q3s000012xgcFEAQ",,"true","Amy Newkirk",,,0,0,4,4,4,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_194",,"N/A","Equidity","Gwendolyn Cuevas","Female","James Coleman","ARE Agency","Midwest","New",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"Carla Gilbert","Linda Riner","2019-09-12 21:00:27","Reseller","00Q3s000012xgUWEAY",,"true","Gwendolyn Cuevas",,,0,0,5,5,5,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1058",,"N/A","eResearch Technology","Carole Harris","Female","Chad Russo","Laurence Agency","North West","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Carlos Grimes","Harold McNelly","2019-09-12 21:00:27","Fields Sales","00Q3s000012xgUcEAI",,"true","Carole Harris",,,0,0,7,7,7,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_396",,"N/A","Conway / Dierking / Hillman","George Garibay","Male","Melissa Neal","AEV Agency","South West","Submitted",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Carlos Welch","Fred Wyatt","2019-09-12 21:00:27","Fields Sales","00Q3s000012xgTXEAY",,"true","George Garibay",,,0,0,9,9,9,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1803",,"N/A","TradeBeam Holdings","Fred Lockman","Male","Meagan Combs","AEV Agency","North West","Approved",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Carol Montgomery","Carole Harris","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgaGEAQ",,"true","Fred Lockman",,,0,0,7,7,7,0
"2019-09-12 21:00:22","Lantia","2019-04-17 04:00:00","Hot",,"BROKER_1650","Lantia 77","Education","Lantia","Marie Murphy","Female","Sandra Parker","Sean Banks Agency","South East","Qualified - Convert","PA","2019-10-07 14:44:49","true","Corporate","0056A000001ogPUQAY","0056A000001ogPUQAY","Caroline Hughes","Dawn Silverstein","2019-09-12 21:00:22","Fields Sales","00Q3s000012xgRnEAI","0063s00000DYxMgAAL","true","Marie Murphy","Mary Tyler","Education",-100.88,2215000,5,5,5,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_569",,"N/A","AimNet Solutions","Leslie Lee","Female","Evan Bullock","Crockett Partners","North East","New",,"2019-10-07 14:44:49","false",,"0053s000002J4UFAA0",,"Carrie Andrade","Ernestine Gonzales","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgKOEAY",,"true","Leslie Lee",,,0,0,6,6,6,0
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_525",,"N/A","Westover Financial","Jessica Anderson","Female","James Coleman","Ball Group","Midwest","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4UDAA0",,"Carrie Watts","Gregory Lugo","2019-09-12 21:00:44","Reseller","00Q3s000012xgcGEAQ",,"true","Jessica Anderson",,,0,0,3,3,3,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_202",,"N/A","Ernst & Young Llp","Thelma Mitchell","Female","Justin Chen","Zavesky Agency","Midwest","Contacted",,"2019-10-07 14:44:49","false",,"0053s000002J4UDAA0",,"Casey Mcintyre","Catherine Hamilton","2019-09-12 21:00:27","Fields Sales","00Q3s000012xgUhEAI",,"true","Craig Holman",,,0,0,10,10,10,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1314",,"N/A","BMW Imaging","Elisabeth Peterson","Female","Lisa Lewis","Insurato","North West","Working",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Casey Wolf","Donna Fuller","2019-09-12 21:00:22","Fields Sales","00Q3s000012xgPYEAY",,"true","Elisabeth Peterson",,,0,0,4,4,7,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_333",,"N/A","Able Electro Polishing Co","Daniel Odonoghue","Male","Jennifer Jackson","Brohm and Brohm","Midwest","New",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Cassandra English","Gloria French","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgIjEAI",,"true","Daniel Odonoghue",,,0,0,5,5,5,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_909",,"N/A","bottom line financial group","Roy Alsup","Male","Evan Bullock","Manning and Manning","North East","Approved",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Catherine Boone","Arlene Toussaint","2019-09-12 21:00:22","Reseller","00Q3s000012xgPwEAI",,"true","Roy Alsup",,,0,0,3,3,3,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_565",,"N/A","Aim Technology Resources","Jamie Pendleton","Female","Evan Bullock","Crockett Partners","North East","Approved",,"2019-10-07 14:44:49","false",,"0053s000002J4UFAA0",,"Catherine Cooper","Amanda Dunning","2019-09-12 21:00:13","Reseller","00Q3s000012xgKMEAY",,"true","Jamie Pendleton",,,0,0,4,4,4,0
"2019-09-12 21:00:13","NuSpeed Internet Systems","2018-07-19 04:00:00","Hot",,"BROKER_941","NuSpeed Internet Systems 49","Construction","NuSpeed Internet Systems","Michael Carr","Male","Monica Campbell","Insurato","North East","Qualified - Convert","OR","2019-10-07 14:44:49","true","Corporate","0053s000002J4U5AAK","0053s000002J4U5AAK","Catherine Cox","Joseph Kreger","2019-09-12 21:00:13","Reseller","00Q3s000012xgK1EAI","0063s00000DYwqxAAD","true","Michael Carr","Jennifer Jackson","Construction",-364.88,3947000,6,6,6,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_334",,"N/A","Hannover Life Reassurance Company of America","Robert Walker","Male","James Coleman","Brohm and Brohm","Midwest","Rejected",,"2019-10-07 14:44:49","false",,"0056A000001ogPVQAY",,"Catherine Lewis","Angela Newkirk","2019-09-12 21:00:35","Fields Sales","00Q3s000012xgWREAY",,"true","Robert Walker",,,0,0,7,7,7,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_469",,"N/A","Hiab USA","Curtis Keyes","Male","James Coleman","Manning and Manning","Midwest","Submitted",,"2019-10-07 14:44:49","false",,"0056A000001ogPWQAY",,"Catherine Wu","Juan Ray","2019-09-12 21:00:35","Telesales","00Q3s000012xgXGEAY",,"true","Curtis Keyes",,,0,0,5,5,5,0
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_488",,"N/A","Webmap","Carla Kohler","Female","Melissa Neal","Stahl Agency","South West","Draft",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"Chad Baker","Clara Wynn","2019-09-12 21:00:44","Fields Sales","00Q3s000012xgbyEAA",,"true","Carla Kohler",,,0,0,10,10,10,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_435",,"N/A","Cormac Corporation","Carolyn Ford","Female","James Coleman","Zann and Sons","Midwest","Approved",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"Chad Cook","Allen Fluellen","2019-09-12 21:00:27","Fields Sales","00Q3s000012xgTjEAI",,"true","Carolyn Ford",,,0,0,4,4,8,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1537",,"N/A","Alpine Power Systems","Bernadette Sullivan","Female","Matthew Hanna","ARE Agency","South East","New",,"2019-10-07 14:44:49","false",,"0053s000002J4UFAA0",,"Chad Pearson","Ernestine Raleigh","2019-09-12 21:00:13","Reseller","00Q3s000012xgL8EAI",,"true","Bernadette Sullivan",,,0,0,4,4,5,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_468",,"N/A","Hanebutt Consulting Group","David Aguilar","Male","Jennifer Jackson","Manning and Manning","Midwest","Draft",,"2019-10-07 14:44:49","false",,"0053s000002J4UGAA0",,"Chad White","Amy Hoss","2019-09-12 21:00:35","Fields Sales","00Q3s000012xgWQEAY",,"true","David Aguilar",,,0,0,7,7,7,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_326",,"N/A","HandBridge Innovators","Gladys Soto","Female","Justin Chen","Hart and Hart","Midwest","Contacted",,"2019-10-07 14:44:49","false",,"0053s000002J4UFAA0",,"Charlene Jones","Dustin Powers","2019-09-12 21:00:35","Fields Sales","00Q3s000012xgWOEAY",,"true","Gladys Soto",,,0,0,3,3,3,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1960",,"N/A","Torto Wheaton Research","Christina Wyche","Female","Jeffrey Miranda","Nirel Agency","North West","Approved",,"2019-10-07 14:44:49","false",,"0053s000002J4UDAA0",,"Charles Barber","Frances Warr","2019-09-12 21:00:40","Reseller","00Q3s000012xga4EAA",,"true","Christina Wyche",,,0,0,3,3,3,0
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_458",,"N/A","Way2bid Inc","Krista Ramirez","Female","James Coleman","Insurato","Midwest","Pending",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Charles Carr","Melonie Daley","2019-09-12 21:00:44","Fields Sales","00Q3s000012xgbmEAA",,"true","Krista Ramirez",,,0,0,10,10,10,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_717",,"N/A","Amadeus North America","Ramon Ezell","Male","Amanda Long","TapInsure","North East","Contacted",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Charles Cisneros","Christopher Seward","2019-09-12 21:00:13","Reseller","00Q3s000012xgLGEAY",,"true","Ramon Ezell",,,0,0,4,4,4,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_458",,"N/A","Henry Wurst","Krista Ramirez","Female","James Coleman","Insurato","Midwest","Submitted",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Charles Davis","Allen Fluellen","2019-09-12 21:00:35","Reseller","00Q3s000012xgX9EAI",,"true","Krista Ramirez",,,0,0,8,8,8,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1572",,"N/A","Aqua-Aston Hospitality","Ernestine Raleigh","Female","Justin Chen","Levin Insurance Agency","Midwest","Approved",,"2019-10-07 14:44:49","false",,"0053s000002J4U5AAK",,"Charles Decker","Hattie Gonzalez","2019-09-12 21:00:18","Fields Sales","00Q3s000012xgMTEAY",,"true","Ernestine Raleigh",,,0,0,3,3,3,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_840",,"N/A","Financial Sciences Corp.","Joyce Curry","Female","Sandra Parker","AEV Agency","South East","Approved",,"2019-10-07 14:44:49","false",,"0056A000001ogPWQAY",,"Charles Dillon","NA","2019-09-12 21:00:35","Reseller","00Q3s000012xgWGEAY",,"true","Joyce Curry",,,0,0,3,3,6,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_136",,"N/A","Codman Group","Carla Wilson","Female","Jennifer Jackson","Owen and Sons","Midwest","Archived",,"2019-10-07 14:44:49","false",,"0053s000002J4U8AAK",,"Charles Hall","Doris Izquierdo","2019-09-12 21:00:22","Reseller","00Q3s000012xgRtEAI",,"true","Carla Wilson",,,0,0,9,9,9,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_813",,"N/A","American Networks International","Gabrielle Bogle","Female","Sandra Parker","Atkins Agency","South East","Working",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"Charles Harper","Molly Alexander","2019-09-12 21:00:18","Fields Sales","00Q3s000012xgLWEAY",,"true","Gabrielle Bogle",,,0,0,4,4,4,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_694",,"N/A","Alpine Networking Solutions","Dorothy Hastings","Female","Justin Chen","Levin Insurance Agency","Midwest","Contacted",,"2019-10-07 14:44:49","false",,"0053s000002J4U6AAK",,"Charles Miller","NA","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgL7EAI",,"true","Dorothy Hastings",,,0,0,3,3,3,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_897",,"N/A","Headway Workforce Solutions","Ruth Stotts","Female","Amanda Long","Insurato","North East","Approved",,"2019-10-07 14:44:49","false",,"0053s000002J4UFAA0",,"Charles Olson","Christopher Stokes","2019-09-12 21:00:35","Fields Sales","00Q3s000012xgWoEAI",,"true","Ruth Stotts",,,0,0,5,5,5,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1324",,"N/A","Badger Paper Mills","Fernando McLawhorn","Male","Chad Russo","Insurato","North West","Contacted",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Charles Robinson","Gloria Weller","2019-09-12 21:00:18","Reseller","00Q3s000012xgO9EAI",,"true","Fernando McLawhorn",,,0,0,6,6,6,0
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_717",,"N/A","Xert Communications","Ramon Ezell","Male","Amanda Long","TapInsure","North East","Approved",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Charles Williams","Charles Ortiz","2019-09-12 21:00:44","Reseller","00Q3s000012xgcaEAA",,"true","Ramon Ezell",,,0,0,4,4,4,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1539",,"N/A","BlueGill Technologies","Amanda Rice","Female","Sandra Parker","ARE Agency","South East","Pending",,"2019-10-07 14:44:49","false",,"0053s000002J4UAAA0",,"Charles Young","Curtis Keyes","2019-09-12 21:00:22","Reseller","00Q3s000012xgPSEAY",,"true","Amanda Rice",,,0,0,10,10,10,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1779",,"N/A","Cable & Wireless","Mariana Ramos","Female","Sandra Parker","Zann and Sons","South East","Approved",,"2019-10-07 14:44:49","false",,"0053s000002J4U7AAK",,"Chase Fuller","NA","2019-09-12 21:00:22","Reseller","00Q3s000012xgQwEAI",,"true","Mariana Ramos",,,0,0,10,10,10,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1606",,"N/A","Awareness","Eduardo Oropeza","Male","Sandra Parker","TapInsure","South East","Submitted",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"Chelsea Smith","Linda Riner","2019-09-12 21:00:18","Reseller","00Q3s000012xgNrEAI",,"true","Eduardo Oropeza",,,0,0,8,8,8,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1815",,"N/A","Calypso Technology","Eduardo Church","Male","Sandra Parker","Manning and Manning","South East","Archived",,"2019-10-07 14:44:49","false",,"0053s000002J4UBAA0",,"Cheryl Morrow","NA","2019-09-12 21:00:22","Fields Sales","00Q3s000012xgRHEAY",,"true","Eduardo Church",,,0,0,10,10,10,0
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_810",,"N/A","Yokogawa Corporation Of America","Audrey Davis","Female","Sandra Parker","Atkins Agency","South East","Draft",,"2019-10-07 14:44:49","false",,"0053s000002J4UDAA0",,"Cheyenne Hess","Barbara Redman","2019-09-12 21:00:44","Fields Sales","00Q3s000012xgctEAA",,"true","Audrey Davis",,,0,0,4,4,4,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1282",,"N/A","Axcelis Technologies","Gail Lopez","Female","Sarah Rivas","AEV Agency","North West","Draft",,"2019-10-07 14:44:49","false",,"0053s000002J4U6AAK",,"Cheyenne Perez","Norma Brown","2019-09-12 21:00:18","Fields Sales","00Q3s000012xgNsEAI",,"true","Gail Lopez",,,0,0,6,6,6,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_638",,"N/A","Align Technology","George Rumsey","Male","Sarah Rivas","Morris Agency","North West","Approved",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Christian Hudson","NA","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgKqEAI",,"true","George Rumsey",,,0,0,6,6,6,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_638",,"N/A","I.C.Stars","George Rumsey","Male","Sarah Rivas","Morris Agency","North West","Archived",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"Christian Liu","NA","2019-09-12 21:00:40","Reseller","00Q3s000012xgYREAY",,"true","George Rumsey",,,0,0,6,6,6,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_222",,"N/A","Etectonics","Miranda Daniel","Female","Justin Chen","Levin Insurance Agency","Midwest","Working",,"2019-10-07 14:44:49","false",,"0053s000002J4UAAA0",,"Christian Mora","Sammie Bonds","2019-09-12 21:00:27","Reseller","00Q3s000012xgUrEAI",,"true","Miranda Daniel",,,0,0,10,10,10,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_338",,"N/A","Voyagen","Thomas Valenzuela","Male","James Coleman","Brohm and Brohm","Midwest","Archived",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Christian Nelson","David Bittner","2019-09-12 21:00:40","Reseller","00Q3s000012xgbDEAQ",,"true","Thomas Valenzuela",,,0,0,10,10,10,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1582",,"N/A","BrainDock.com","Alison Love","Female","Justin Chen","Levin Insurance Agency","Midwest","Pending",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Christie Patel","Jacob Sosa","2019-09-12 21:00:22","Reseller","00Q3s000012xgQ2EAI",,"true","Alison Love",,,0,0,7,7,7,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_903",,"N/A","Industrial Resources Cent","Helen Moreno","Female","Sandra Parker","Manning and Manning","South East","Open",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"Christina Burke","Beverly McCauley","2019-09-12 21:00:40","Reseller","00Q3s000012xgZUEAY",,"true","Helen Moreno",,,0,0,10,10,10,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_922",,"N/A","Anywhereyougocom Inc","Michelle Freeman","Female","Monica Campbell","Stahl Agency","North East","Draft",,"2019-10-07 14:44:49","false",,"0053s000002J4U5AAK",,"Christina Jackson","Earline Rivera","2019-09-12 21:00:18","Fields Sales","00Q3s000012xgMEEAY",,"true","Michelle Freeman",,,0,0,7,7,7,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1549",,"N/A","BoldFish  aquired","Hazel Nguyen","Female","Matthew Hanna","Zavesky Agency","South East","New",,"2019-10-07 14:44:49","false",,"0053s000002J4U7AAK",,"Christina Newton","Constance Oropeza","2019-09-12 21:00:22","Fields Sales","00Q3s000012xgPjEAI",,"true","Craig Holman",,,0,0,3,3,3,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1489",,"N/A","Bits & Byte Technologies Inc","Christopher Leclair","Male","Matthew Hanna","Laurence Agency","South East","Submitted",,"2019-10-07 14:44:49","false",,"0053s000002J4U6AAK",,"Christina Reynolds","Elmer Ryals","2019-09-12 21:00:22","Fields Sales","00Q3s000012xgP6EAI",,"true","Christopher Leclair",,,0,0,10,10,10,0
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_2304",,"N/A","Whirley Industries","Donnie Strickland","Male","Jeffrey Miranda","Stahl Agency","North West","Pending",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"Christina Sanders","Bryan Kear","2019-09-12 21:00:44","Fields Sales","00Q3s000012xgcLEAQ",,"true","Donnie Strickland",,,0,0,3,3,7,0
