"LastModifiedDate","OwnerName","hasOpportunity","ID_Policy_BROKER_ID","Agent.AGENCY_NAME","Agent.AGENT_NAME","Industry","CustomFilter","OpportunityId","Agent.SALES_MANAGER","CreatedDate","ShippingState","Agent.AGENT_GENDER","BillingState","AccountName","Agent.REGION","Employees","AnnualRevenue"
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_1296","Zann and Sons","Genevieve Wiggins","Education","true","0063s00000DYwtmAAD","Lisa Lewis","2017-08-30 04:00:00",,"Female","KS","Muldavin Co","South West",7,7652000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_850","Atkins Agency","Barbara Redman","Financial Services","true","0063s00000DYwtnAAD","Matthew Hanna","2017-09-20 04:00:00",,"Female","UT","Gulfstream Aerospace Svcs Corp","South East",131,3144000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_1278",,,"Construction","true","0063s00000DYwtpAAD",,"2019-04-27 04:00:00",,,"CO","Beck Technology",,73,2750000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_198","Zavesky Agency","Ruth Poole","Machinery","true","0063s00000DYwtqAAD","Justin Chen","2018-05-24 04:00:00",,"Female","OR","Monarch Management Consultants","Midwest",17,6555000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_1369",,,"Agriculture","true","0063s00000DYwtsAAD",,"2017-10-21 04:00:00",,,"IL","Sonitrol",,229,9127000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_1479","Owen and Sons","Ryan Nichols","Chemicals","true","0063s00000DYwttAAD","Meagan Combs","2017-10-02 04:00:00",,"Male","NE","Sherwood Residential Care","South West",243,5923000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_849",,,"Financial Services","true","0063s00000DYwtyAAD",,"2017-12-20 05:00:00",,,"ND","Technocrats Consulting",,162,6433000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_2322",,,"Utilities","true","0063s00000DYwtzAAD",,"2018-06-02 04:00:00",,,"MI","Ignition Networks",,46,3950000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_2148",,,"Financial Services","true","0063s00000DYwu0AAD",,"2019-04-09 04:00:00",,,"OH","merlin",,96,7868000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_1102",,,"Electronics","true","0063s00000DYwu1AAD",,"2019-07-31 04:00:00",,,"AK","ENMR Plateau Telecom - Main",,104,7329000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_2231",,,"Retail","true","0063s00000DYwu2AAD",,"2019-04-30 04:00:00",,,"OR","Lab Sports",,92,8790000
"2019-08-29 20:55:52","Amanda Long","true","BROKER_1761","AEV Agency","Ivy Delong","Machinery","true","0063s00000DYwu3AAD","Sandra Parker","2018-11-09 05:00:00",,"Female","IL","Latitude Manufacturing Techs","South East",200,7809000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_2280",,,"Food & Beverage","true","0063s00000DYwu4AAD",,"2017-11-02 04:00:00",,,"ND","Viapointe",,152,3945000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_272",,,"Other","true","0063s00000DYwu5AAD",,"2019-05-14 04:00:00",,,"CA","Wavelink Corp.",,74,4730000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_1649",,,"Financial Services","true","0063s00000DYwu6AAD",,"2019-08-14 04:00:00",,,"WA","Young  s Market Co",,243,9899000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_1773",,,"Apparel","true","0063s00000DYwu7AAD",,"2018-02-11 05:00:00",,,"NM","Peter Fixler Tree Service",,170,7326000
"2019-08-29 20:55:52","Amanda Long","true","BROKER_802",,,"Communications","true","0063s00000DYwu8AAD",,"2018-02-07 05:00:00",,,"MO","ParentWatch",,26,7135000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_296",,,"Government","true","0063s00000DYwuAAAT",,"2018-11-21 05:00:00",,,"OR","Walker Information",,177,4675000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_1883","Ball Group","Allison Mora","Chemicals","true","0063s00000DYwuBAAT","Matthew Hanna","2018-06-17 04:00:00",,"Female","ND","Kingland Systems Corp.","South West",72,3417000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_164",,,"Banking","true","0063s00000DYwuCAAT",,"2018-07-08 04:00:00",,,"IL","Dynarex Corporation / Tillotson Healthcare Division",,163,5835000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_1753","AEV Agency","Elaine Turgeon","Technology","true","0063s00000DYwuEAAT","Matthew Hanna","2018-03-07 05:00:00",,"Female","AK","HPS","South East",174,3811000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_2369",,,"Insurance","true","0063s00000DYwuHAAT",,"2018-05-24 04:00:00",,,"HI","Wachovia Securities",,95,7125000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_563",,,"Insurance","true","0063s00000DYwuIAAT",,"2019-06-17 04:00:00",,,"NV","Conoco Phillips Refinery",,76,5023000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_2294",,,"Shipping","true","0063s00000DYwuJAAT",,"2018-12-07 05:00:00",,,"AK","TheLoanConnection",,88,4311000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_1092","ARE Agency","Melanie Pacheco","Retail","true","0063s00000DYwuLAAT","Chad Russo","2018-08-27 04:00:00",,"Female","SD","wasatch valley technologies","North West",0,9019000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_1481",,,"Media","true","0063s00000DYwuNAAT",,"2018-01-31 05:00:00",,,"OH","Diamond Entertainment Corporation",,64,7680000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_1283","AEV Agency","Nathan Robertson","Retail","true","0063s00000DYwuPAAT","Chad Russo","2018-05-13 04:00:00",,"Male","WA","Control Corp. America.","North West",167,9632000
"2019-08-29 20:55:52","Jennifer Jackson","true","BROKER_1289",,,"Construction","true","0063s00000DYwuRAAT",,"2017-11-24 05:00:00",,,"NV","Foxworth-Galbraith Lumber Company",,234,5760000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_486","Stahl Agency","Carl McDuffie","Communications","true","0063s00000DYwuSAAT","James Coleman","2017-10-12 04:00:00",,"Male","NE","Primary School Supplies","Midwest",48,6063000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_405",,,"Manufacturing","true","0063s00000DYwuTAAT",,"2018-01-13 05:00:00",,,"WI","Sct Utility Systems Inc",,130,6354000
"2019-08-29 20:55:52","Jennifer Jackson","true","BROKER_515",,,"Government","true","0063s00000DYwuVAAT",,"2017-12-27 05:00:00",,,"OR","Silicon Plains Technologies",,153,9512000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_2019",,,"Financial Services","true","0063s00000DYwuWAAT",,"2018-11-24 05:00:00",,,"UT","DDB Worldwide Communications Group",,29,8142000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_707","TapInsure","Timothy Finkbeiner","Healthcare & Life Sciences","true","0063s00000DYwuXAAT","Monica Campbell","2017-11-12 05:00:00",,"Male","AK","Standard Motor Products","North East",241,7752000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_502","Stahl Agency","Roger Kelly","Agriculture","true","0063s00000DYwuZAAT","James Coleman","2017-12-05 05:00:00",,"Male","AK","M V M","Midwest",124,2763000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_1012",,,"Machinery","true","0063s00000DYwuaAAD",,"2018-09-14 04:00:00",,,"HI","Emagia Corporation",,123,9606000
"2019-08-29 20:55:52","Meagan Combs","true","BROKER_180",,,"Transportation","true","0063s00000DYwubAAD",,"2018-03-01 05:00:00",,,"MN","Digitron Media   Inc",,30,9034000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_907","Manning and Manning","William Reis","Insurance","true","0063s00000DYwueAAD","Monica Campbell","2019-07-02 04:00:00",,"Male","WY","Sprint Nextel Corporation","North East",229,7664000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_1191",,,"Telecommunications","true","0063s00000DYwufAAD",,"2017-09-05 04:00:00",,,"SD","Strategic Planning Associates",,159,9541000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_1112",,,"Engineering","true","0063s00000DYwugAAD",,"2018-03-15 04:00:00",,,"NV","Custom Component Sales",,28,2179000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_1660","Sean Banks Agency","Sylvia Fabian","Recreation","true","0063s00000DYwuiAAD","Meagan Combs","2019-06-02 04:00:00",,"Female","UT","Netimage","South West",152,6653000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_448",,,"Telecommunications","true","0063s00000DYwujAAD",,"2018-02-19 05:00:00",,,"NV","The Mahler Co.",,195,9196000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_1143",,,"Communications","true","0063s00000DYwukAAD",,"2018-05-21 04:00:00",,,"NE","Hy  Security Gate Operators",,171,9869000
"2019-08-29 20:55:52","Jennifer Jackson","true","BROKER_1281",,,"Food & Beverage","true","0063s00000DYwulAAD",,"2019-03-06 05:00:00",,,"CO","Panoramic Productions   LP",,164,7635000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_1133","ARE Agency","George Curry","Electronics","true","0063s00000DYwumAAD","Chad Russo","2018-07-16 04:00:00",,"Male","UT","eToys Direct, Inc","North West",192,9308000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_900","Manning and Manning","Josefina Hayes","Construction","true","0063s00000DYwunAAD","James Coleman","2017-12-30 05:00:00",,"Female","MO","Bruner Health Group","Midwest",174,5015000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_729",,,"Electronics","true","0063s00000DYwuoAAD",,"2018-07-24 04:00:00",,,"WA","WebPutty",,155,7194000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_1436",,,"Biotechnology","true","0063s00000DYwupAAD",,"2017-09-09 04:00:00",,,"WA","Thomas Resource Group",,37,3523000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_1788","Zann and Sons","Dorothy Schwager","Education","true","0063s00000DYwuqAAD","Matthew Hanna","2018-07-02 04:00:00",,"Female","OR","AXS-One","South East",179,9008000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_2368","Bob Jones Agency","Jean Martin","Consulting","true","0063s00000DYwuuAAD","Meagan Combs","2018-03-17 04:00:00",,"Female","NV","401(k) Pro","North West",115,6546000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_1837",,,"Energy","true","0063s00000DYwuvAAD",,"2018-12-02 05:00:00",,,"AZ","Basis Technology Corp.",,82,3913000
"2019-08-29 20:55:52","Heather Willis","true","BROKER_167",,,"Apparel","true","0063s00000DYwuxAAD",,"2017-11-14 05:00:00",,,"NV","Magellon Distribution Corp",,113,3867000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_1217","Brohm and Brohm","Marlene Peterson","Technology","true","0063s00000DYwuyAAD","Chad Russo","2019-04-15 04:00:00",,"Female","SD","Candescent Technologies Corporation","North West",37,2191000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_1183",,,"Telecommunications","true","0063s00000DYwuzAAD",,"2019-07-11 04:00:00",,,"AK","Anchor BanCorp Wisconsin",,246,9115000
"2019-08-29 20:55:52","Heather Willis","true","BROKER_1775",,,"Chemicals","true","0063s00000DYwv0AAD",,"2018-08-16 04:00:00",,,"HI","JointMaster",,51,4689000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_1767",,,"Utilities","true","0063s00000DYwv1AAD",,"2019-05-25 04:00:00",,,"IA","Exponent",,80,4147000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_1035",,,"Consulting","true","0063s00000DYwv2AAD",,"2018-03-06 05:00:00",,,"WA","Compuwave",,177,9942000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_1326",,,"Recreation","true","0063s00000DYwv3AAD",,"2018-11-11 05:00:00",,,"MO","Mindspring Enterprises",,13,4911000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_1804",,,"Biotechnology","true","0063s00000DYwv4AAD",,"2018-03-08 05:00:00",,,"MO","Lantworks",,179,5793000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_1777","Zann and Sons","Bobby Linares","Media","true","0063s00000DYwv6AAD","Matthew Hanna","2018-12-20 05:00:00",,"Male","OH","Northwoods Software Development","South East",172,9301000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_1095","ARE Agency","Anna Hooker","Biotechnology","true","0063s00000DYwv7AAD","Sarah Rivas","2018-08-19 04:00:00",,"Female","MO","Arbitration Solutions","North West",176,9441000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_873","Zann and Sons","Lillian Mason","Media","true","0063s00000DYwv8AAD","James Coleman","2018-06-02 04:00:00",,"Female","NV","Sakima Group","Midwest",167,2641000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_726",,,"Education","true","0063s00000DYwv9AAD",,"2018-11-22 05:00:00",,,"OR","JDI HOldings",,239,7649000
"2019-08-29 20:55:52","Jennifer Jackson","true","BROKER_2008",,,"Retail","true","0063s00000DYwvAAAT",,"2018-04-07 04:00:00",,,"WA","Aaa First Express Inc",,124,2959000
"2019-08-29 20:55:52","Heather Willis","true","BROKER_110",,,"Financial Services","true","0063s00000DYwvCAAT",,"2018-05-25 04:00:00",,,"OR","BMW Imaging",,22,4599000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_345",,,"Engineering","true","0063s00000DYwvDAAT",,"2017-11-09 05:00:00",,,"IN","Deem",,126,9325000
"2019-08-29 20:55:52","Amanda Long","true","BROKER_648",,,"Energy","true","0063s00000DYwvEAAT",,"2017-10-13 04:00:00",,,"NE","Y2 Marketing",,144,6497000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_1475","Burns Agency","Barbara Vaughn","Banking","true","0063s00000DYwvFAAT","Anne Powers","2018-08-13 04:00:00",,"Female","CA","CCS Presentation Systems","South East",188,2110000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_1313",,,"Healthcare & Life Sciences","true","0063s00000DYwvHAAT",,"2018-10-27 04:00:00",,,"KS","ArrayComm",,206,7808000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_1365",,,"Technology","true","0063s00000DYwvIAAT",,"2018-07-29 04:00:00",,,"AK","VertaSearch",,183,7577000
"2019-08-29 20:55:52","Heather Willis","true","BROKER_330",,,"Shipping","true","0063s00000DYwvKAAT",,"2018-12-02 05:00:00",,,"NM","Cisco - Tivella",,231,8473000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_1768",,,"Retail","true","0063s00000DYwvLAAT",,"2018-08-24 04:00:00",,,"KS","Jordan Foster Construction",,201,5503000
"2019-08-29 20:55:52","Amanda Long","true","BROKER_1889",,,"Entertainment","true","0063s00000DYwvMAAT",,"2018-07-19 04:00:00",,,"IN","Steve Dahl & Associates",,192,7790000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_967",,,"Not For Profit","true","0063s00000DYwvNAAT",,"2018-05-31 04:00:00",,,"IN","Jair",,40,3833000
"2019-08-29 20:55:52","Jennifer Jackson","true","BROKER_1185","Sean Banks Agency","Craig Baker","Shipping","true","0063s00000DYwvOAAT","Lisa Lewis","2018-02-20 05:00:00",,"Male","WA","Jim Coleman Company","North West",217,9222000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_1797",,,"Electronics","true","0063s00000DYwvQAAT",,"2017-11-12 05:00:00",,,"IN","Marble Crafters Usa",,9,5558000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_620",,,"Agriculture","true","0063s00000DYwvTAAT",,"2018-02-27 05:00:00",,,"NM","Ain Plastics",,178,9897000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_66",,,"Agriculture","true","0063s00000DYwvUAAT",,"2018-06-05 04:00:00",,,"MO","J. Mading Group",,163,8764000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_1390","Bob Jones Agency","Juliann Moore","Biotechnology","true","0063s00000DYwvVAAT","Chad Russo","2018-05-31 04:00:00",,"Female","HI","The Timken Co. / Timken Super Precision Co.","North West",216,7224000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_1897",,,"Environmental","true","0063s00000DYwvWAAT",,"2019-01-08 05:00:00",,,"CA","San Francisco Outdoor TV",,102,8283000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_35",,,"Not For Profit","true","0063s00000DYwvXAAT",,"2018-04-08 04:00:00",,,"WA","HighQuest Partners",,55,5459000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_2355",,,"Education","true","0063s00000DYwvYAAT",,"2019-05-26 04:00:00",,,"MO","Cableworks",,178,2330000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_1758",,,"Education","true","0063s00000DYwvZAAT",,"2017-11-07 05:00:00",,,"IA","Ozark Automotive Distributors",,198,4559000
"2019-08-29 20:55:52","Heather Willis","true","BROKER_495",,,"Food & Beverage","true","0063s00000DYwvaAAD",,"2017-08-31 04:00:00",,,"HI","Global Experience Specialists",,128,8618000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_2160",,,"Recreation","true","0063s00000DYwvbAAD",,"2017-10-30 04:00:00",,,"WA","AimNet Solutions",,212,3712000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_1594","TapInsure","Dorothy Abels","Retail","true","0063s00000DYwvcAAD","Sandra Parker","2018-08-01 04:00:00",,"Female","ND","Levi Ray & Shoup Inc","South East",205,9548000
"2019-08-29 20:55:52","Meagan Combs","true","BROKER_1455","Nirel Agency","Jessica Davis","Utilities","true","0063s00000DYwvdAAD","Sandra Parker","2017-12-27 05:00:00",,"Female","MO","Lake City Bank","South East",208,3089000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_2270",,,"Environmental","true","0063s00000DYwveAAD",,"2019-07-21 04:00:00",,,"WY","Circa Information",,18,6807000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_2142",,,"Government","true","0063s00000DYwvfAAD",,"2017-10-08 04:00:00",,,"NM","Tape Co",,118,5989000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_1297",,,"Other","true","0063s00000DYwvgAAD",,"2018-06-08 04:00:00",,,"WI","E Commerce Group",,164,5441000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_912",,,"Recreation","true","0063s00000DYwvjAAD",,"2019-04-17 04:00:00",,,"IL","adeptive.com",,217,6684000
"2019-08-29 20:55:52","Jennifer Jackson","true","BROKER_1008",,,"Chemicals","true","0063s00000DYwvkAAD",,"2018-11-07 05:00:00",,,"AK","The Thermos Company",,7,7179000
"2019-08-29 20:55:52","Heather Willis","true","BROKER_2001","Vaughn and Apperson","Gordon Starkey","Apparel","true","0063s00000DYwvlAAD","Meagan Combs","2017-12-30 05:00:00",,"Male","AK","Cohu","North West",58,8336000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_1491",,,"Healthcare & Life Sciences","true","0063s00000DYwvnAAD",,"2017-11-18 05:00:00",,,"OR","Finacity Corporation",,78,2920000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_2188",,,"Engineering","true","0063s00000DYwvoAAD",,"2018-12-05 05:00:00",,,"SD","Dynamics Research Corp",,83,9513000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_281",,,"Not For Profit","true","0063s00000DYwvpAAD",,"2017-11-12 05:00:00",,,"SD","Hobbamock Design",,54,6478000
"2019-08-29 20:55:52","Jennifer Jackson","true","BROKER_1331",,,"Construction","true","0063s00000DYwvrAAD",,"2018-05-28 04:00:00",,,"HI","Ortho-McNeil Pharmaceutical",,121,8083000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_2035","ARE Agency","Christopher Stokes","Telecommunications","true","0063s00000DYwvsAAD","Meagan Combs","2018-02-17 05:00:00",,"Male","MO","Huthwaite,","North West",222,3410000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_2253",,,"Electronics","true","0063s00000DYwvuAAD",,"2018-12-07 05:00:00",,,"AK","Community of Science",,30,5978000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_1764",,,"Insurance","true","0063s00000DYwvvAAD",,"2017-09-11 04:00:00",,,"AK","Teracomm",,5,4508000
"2019-08-29 20:55:52","Anne Powers","true","BROKER_186","ARE Agency","Walter Brown","Energy","true","0063s00000DYww0AAD","James Coleman","2018-07-31 04:00:00",,"Male","KS","Atlas World Group","Midwest",131,7330000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_1709","Atkins Agency","Alice Rost","Engineering","true","0063s00000DYww2AAD","Anne Powers","2018-03-06 05:00:00",,"Female","WA","Kensingtonhouse","South East",29,4540000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_2065","Levin Insurance Agency","Troy Ford","Banking","true","0063s00000DYww3AAD","Justin Chen","2018-04-17 04:00:00",,"Male","MI","Thos. S. Byrne, Ltd.","Midwest",12,5885000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_590",,,"Communications","true","0063s00000DYww4AAD",,"2018-08-02 04:00:00",,,"CO","Zeta Broadband",,91,6079000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_2226",,,"Not For Profit","true","0063s00000DYww5AAD",,"2018-09-21 04:00:00",,,"OR","Workstream",,48,4155000
"2019-08-29 20:55:52","Amanda Long","true","BROKER_1487","Laurence Agency","Jean Sanderson","Consulting","true","0063s00000DYww6AAD","Jeffrey Miranda","2018-12-21 05:00:00",,"Female","WI","Knoa Corporation","South West",168,8967000
"2019-08-29 20:55:52","Amanda Long","true","BROKER_1713","Atkins Agency","Daniel Powers","Consulting","true","0063s00000DYww7AAD","Sandra Parker","2017-10-28 04:00:00",,"Male","OH","Caliber Associates","South East",159,5638000
"2019-08-29 20:55:52","Monica Campbell","true","BROKER_1629","Stein Agency","Carl Burch","Not For Profit","true","0063s00000DYwwAAAT","Anne Powers","2019-08-22 04:00:00",,"Male","CA","NeoPlanet","South East",154,9237000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_724",,,"Food & Beverage","true","0063s00000DYwwBAAT",,"2019-07-18 04:00:00",,,"CA","Broadwing Managed Hosting",,74,7909000
"2019-08-29 20:55:52","Lisa Lewis","true","BROKER_275","Undiro","Darla Lafleur","Machinery","true","0063s00000DYwwCAAT","James Coleman","2018-01-01 05:00:00",,"Female","OH","LSG Sky Chefs","Midwest",2,9950000
"2019-08-29 20:55:52","Sandra Parker","true","BROKER_1045",,,"Government","true","0063s00000DYwwFAAT",,"2018-10-31 04:00:00",,,"CA","Pulse Electronics",,55,3427000
"2019-08-29 20:55:52","Melissa Neal","true","BROKER_561",,,"Education","true","0063s00000DYwwGAAT",,"2017-11-05 04:00:00",,,"OR","HC  s Computer",,5,8925000
"2019-08-29 20:55:52","Sarah Rivas","true","BROKER_1300","Zann and Sons","Christopher Harlan","Food & Beverage","true","0063s00000DYwwJAAT","Sarah Rivas","2019-01-22 05:00:00",,"Male","AZ","NMT Corp.","North West",115,4946000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_2104",,,"Retail","true","0063s00000DYwwKAAT",,"2019-08-14 04:00:00",,,"MO","Henkel Corporation",,149,5131000
"2019-08-29 20:55:52","Mary Tyler","true","BROKER_668",,,"Education","true","0063s00000DYwwLAAT",,"2019-02-27 05:00:00",,,"WI","Infor Global Solutions / Hampton Office",,212,6978000
"2019-08-29 20:56:14","Anne Powers","true","BROKER_1255",,,"Telecommunications","true","0063s00000DYwwMAAT",,"2018-06-19 04:00:00",,,"NE","Execu Train",,22,5046000
"2019-08-29 20:56:14","Mary Tyler","true","BROKER_996",,,"Technology","true","0063s00000DYwwNAAT",,"2018-04-17 04:00:00",,,"MO","Alerus Retirement Solutions",,65,8055000
"2019-08-29 20:56:14","Mary Tyler","true","BROKER_1664",,,"Agriculture","true","0063s00000DYwwOAAT",,"2019-06-17 04:00:00",,,"ND","Prime Holdings Inc",,84,2420000
"2019-08-29 20:56:14","Lisa Lewis","true","BROKER_1452",,,"Machinery","true","0063s00000DYwwPAAT",,"2017-10-16 04:00:00",,,"IL","Nexsi Corporation",,2,4338000
"2019-08-29 20:56:14","Heather Willis","true","BROKER_1596",,,"Telecommunications","true","0063s00000DYwwQAAT",,"2018-02-02 05:00:00",,,"CA","Washington Enterprise   LTD",,232,6998000
"2019-08-29 20:56:14","Sarah Rivas","true","BROKER_106","Nirel Agency","Gloria Collier","Communications","true","0063s00000DYwwRAAT","James Coleman","2017-09-23 04:00:00",,"Female","AK","Startups.com","Midwest",140,7405000
"2019-08-29 20:56:14","Amanda Long","true","BROKER_475",,,"Agriculture","true","0063s00000DYwwSAAT",,"2018-02-06 05:00:00",,,"MO","eCode.com",,63,7063000
"2019-08-29 20:56:14","Sarah Rivas","true","BROKER_2249",,,"Financial Services","true","0063s00000DYwwTAAT",,"2017-12-12 05:00:00",,,"NM","Inovawar Corp",,56,2892000
"2019-08-29 20:56:14","Meagan Combs","true","BROKER_2108",,,"Construction","true","0063s00000DYwwWAAT",,"2017-09-20 04:00:00",,,"IL","Grey Zone Productions",,137,2105000
"2019-08-29 20:56:14","Sandra Parker","true","BROKER_1344","Manning and Manning","Daniel Hildebrant","Environmental","true","0063s00000DYwwXAAT","Sarah Rivas","2018-02-11 05:00:00",,"Male","CA","Salesmation.com","North West",0,7108000
"2019-08-29 20:56:14","Sandra Parker","true","BROKER_1147",,,"Recreation","true","0063s00000DYwwYAAT",,"2018-07-17 04:00:00",,,"WY","Thomas & Perkins, Inc",,36,4253000
"2019-08-29 20:56:14","Mary Tyler","true","BROKER_962",,,"Apparel","true","0063s00000DYwwZAAT",,"2017-09-14 04:00:00",,,"MN","Clear Blue Marketing Network",,37,3082000
"2019-08-29 20:56:14","Anne Powers","true","BROKER_156","Vaughn and Apperson","Whitney Falcon","Communications","true","0063s00000DYwwaAAD","Amanda Long","2019-07-08 04:00:00",,"Female","MN","dataraid","North East",64,3134000
"2019-08-29 20:56:14","Jennifer Jackson","true","BROKER_976",,,"Chemicals","true","0063s00000DYwwbAAD",,"2019-06-14 04:00:00",,,"WA","XLand",,109,6130000
"2019-08-29 20:56:14","Lisa Lewis","true","BROKER_2031","ARE Agency","Elaine Garner","Apparel","true","0063s00000DYwwcAAD","Jeffrey Miranda","2018-08-26 04:00:00",,"Female","MN","Disha Technologies","North West",85,6177000
"2019-08-29 20:56:14","Sandra Parker","true","BROKER_1807",,,"Communications","true","0063s00000DYwweAAD",,"2018-02-11 05:00:00",,,"AK","Norstar Networks",,172,8101000
"2019-08-29 20:56:14","Melissa Neal","true","BROKER_1946","Archer Group","James Benjamin","Construction","true","0063s00000DYwwgAAD","Jeffrey Miranda","2017-10-28 04:00:00",,"Male","CA","Xerox / GIS / Comdoc   Inc","South West",227,2794000
"2019-08-29 20:56:14","Sarah Rivas","true","BROKER_1490",,,"Other","true","0063s00000DYwwhAAD",,"2018-07-23 04:00:00",,,"HI","Intellistream Technologies Inc",,52,8374000
"2019-08-29 20:56:14","Mary Tyler","true","BROKER_2118",,,"Consulting","true","0063s00000DYwwiAAD",,"2017-12-26 05:00:00",,,"IN","itrezzo",,87,3718000
"2019-08-29 20:56:14","Monica Campbell","true","BROKER_1563","Zavesky Agency","Donald Fisher","Communications","true","0063s00000DYwwkAAD","Sandra Parker","2018-05-05 04:00:00",,"Male","AK","Luminascent","South East",111,6043000
"2019-08-29 20:56:14","Amanda Long","true","BROKER_301",,,"Environmental","true","0063s00000DYwwlAAD",,"2019-06-16 04:00:00",,,"KS","Pangaea - FL",,52,4702000
"2019-08-29 20:56:14","Amanda Long","true","BROKER_193","ARE Agency","Dorothy Sheffield","Communications","true","0063s00000DYwwmAAD","Jennifer Jackson","2017-12-06 05:00:00",,"Female","ND","Fibercycle Networks Inc","Midwest",169,6749000
