"HASRESPONDED","CONTACTNAME","CONTACTEMAIL","LastProcessedDate","CAMPAIGNNAME","NAME","LEADEMAIL","CAMPAIGNISACTIVE","CONTACTMOBILEPHONE","LEADNAME","CAMPAIGNSTATUS","ID","LEADPHONE","CAMPAIGNSTARTDATE","CAMPAIGNID","CAMPAIGNTYPE","TYPE"
"false","Nigel Gibbs","nigelgibbs@example.com","2020-05-25","Get Well Campaign","Nigel Gibbs",,"false","(4220)-566-4220",,"Aborted","00v1U000000oCSNQA2",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"true",,,"2020-05-25","Get Well Campaign","Quinton Harrell","quintonharrell@example.com","false",,"Quinton Harrell","Aborted","00v1U000000oCSOQA2","(2985)-490-2985","2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Lead and Referral"
"true","Stephen Harrell","stephenharrell@example.com","2020-05-25","Get Well Campaign","Stephen Harrell",,"false","(8123)-673-8123",,"Aborted","00v1U000000oCSPQA2",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"false",,,"2020-05-25","Get Well Campaign","Sidney Abbott","sidneyabbott@example.com","false",,"Sidney Abbott","Aborted","00v1U000000oCSQQA2","(2178)-236-2178","2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Lead and Referral"
"false","Alejandro Bates","alejandrobates@example.com","2020-05-25","Get Well Campaign","Alejandro Bates",,"false","(2194)-889-2194",,"Aborted","00v1U000000oCSRQA2",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"false","Kameron Porter","kameronporter@example.com","2020-05-25","Get Well Campaign","Kameron Porter",,"false","(9409)-551-9409",,"Aborted","00v1U000000oCSSQA2",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"true",,,"2020-05-25","Get Well Campaign","Emilio Murillo","emiliomurillo@example.com","false",,"Emilio Murillo","Aborted","00v1U000000oCSTQA2","(5351)-533-5351","2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Lead and Referral"
"false","Andreas Roy","andreasroy@example.com","2020-05-25","Get Well Campaign","Andreas Roy",,"false","(8270)-613-8270",,"Aborted","00v1U000000oCSUQA2",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Contact"
"true",,,"2020-05-25","Get Well Campaign","Agustin Hodges","agustinhodges@example.com","false",,"Agustin Hodges","Aborted","00v1U000000oCSVQA2","(4865)-630-4865","2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","Get Well Campaign","Deangelo Elliott","deangeloelliott@example.com","false",,"Deangelo Elliott","Aborted","00v1U000000oCSWQA2","(8329)-613-8329","2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Lead and Referral"
"false","Davon David","davondavid@example.com","2020-05-25","Get Well Campaign","Davon David",,"false","(5512)-194-5512",,"Aborted","00v1U000000oCSXQA2",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"true","Cason Bullock","casonbullock@example.com","2020-05-25","Get Well Campaign","Cason Bullock",,"false","(5092)-688-5092",,"Aborted","00v1U000000oCSYQA2",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"true","Gerald Woodward","geraldwoodward@example.com","2020-05-25","Get Well Campaign","Gerald Woodward",,"false","(4311)-441-4311",,"Aborted","00v1U000000oCSZQA2",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Contact"
"true",,,"2020-05-25","Get Well Campaign","Mathew Ibarra","mathewibarra@example.com","false",,"Mathew Ibarra","Aborted","00v1U000000oCSaQAM","(9543)-472-9543","2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Lead and Referral"
"false","Remington Cowan","remingtoncowan@example.com","2020-05-25","Get Well Campaign","Remington Cowan",,"false","(3719)-823-3719",,"Aborted","00v1U000000oCSbQAM",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"true",,,"2020-05-25","Get Well Campaign","Chad Johnson","chadjohnson@example.com","false",,"Chad Johnson","Aborted","00v1U000000oCScQAM","(2442)-928-2442","2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Lead and Referral"
"true","Skylar Rodriguez","skylarrodriguez@example.com","2020-05-25","Get Well Campaign","Skylar Rodriguez",,"false","(6455)-588-6455",,"Aborted","00v1U000000oCSdQAM",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"false","Arthur Mcclure","arthurmcclure@example.com","2020-05-25","Get Well Campaign","Arthur Mcclure",,"false","(7896)-129-7896",,"Aborted","00v1U000000oCSeQAM",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"false","Kody Charles","kodycharles@example.com","2020-05-25","Get Well Campaign","Kody Charles",,"false","(2234)-317-2234",,"Aborted","00v1U000000oCSfQAM",,"2019-04-08","7011U000000UMJiQAO","Seminar / Conference","Prospect"
"false","Noel Bradshaw","noelbradshaw@example.com","2020-05-25","401k Rollover Seminar","Noel Bradshaw",,"true","(9108)-995-9108",,"In Progress","00v1U000000oCSgQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"true",,,"2020-05-25","401k Rollover Seminar","Julius Oneill","juliusoneill@example.com","true",,"Julius Oneill","In Progress","00v1U000000oCShQAM","(4379)-948-4379","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true","Fisher Arias","fisherarias@example.com","2020-05-25","401k Rollover Seminar","Fisher Arias",,"true","(9603)-750-9603",,"In Progress","00v1U000000oCSiQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"true","Conner Lynch","connerlynch@example.com","2020-05-25","401k Rollover Seminar","Conner Lynch",,"true","(4933)-854-4933",,"In Progress","00v1U000000oCSjQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false","Arym Diamond","arymdiamond@example.com","2020-05-25","401k Rollover Seminar","Arym Diamond",,"true","(3466)-650-3466",,"In Progress","00v1U000000oCSkQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true",,,"2020-05-25","401k Rollover Seminar","Sergio Hoffman","sergiohoffman@example.com","true",,"Sergio Hoffman","In Progress","00v1U000000oCSlQAM","(3866)-859-3866","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","401k Rollover Seminar","Marvin Stephenson","marvinstephenson@example.com","true",,"Marvin Stephenson","In Progress","00v1U000000oCSmQAM","(9735)-585-9735","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","401k Rollover Seminar","Davion Townsend","daviontownsend@example.com","true",,"Davion Townsend","In Progress","00v1U000000oCSnQAM","(3060)-269-3060","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Jovany Taylor","jovanytaylor@example.com","2020-05-25","401k Rollover Seminar","Jovany Taylor",,"true","(7251)-875-7251",,"In Progress","00v1U000000oCSoQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false","Tristen Harding","tristenharding@example.com","2020-05-25","401k Rollover Seminar","Tristen Harding",,"true","(1386)-536-1386",,"In Progress","00v1U000000oCSpQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false","Joshua Mcknight","joshuamcknight@example.com","2020-05-25","401k Rollover Seminar","Joshua Mcknight",,"true","(7226)-134-7226",,"In Progress","00v1U000000oCSqQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true","Ernest Peck","ernestpeck@example.com","2020-05-25","401k Rollover Seminar","Ernest Peck",,"true","(1609)-278-1609",,"In Progress","00v1U000000oCSrQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false","Howard Sandoval","howardsandoval@example.com","2020-05-25","401k Rollover Seminar","Howard Sandoval",,"true","(8047)-731-8047",,"In Progress","00v1U000000oCSsQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true","Jadon Garcia","jadongarcia@example.com","2020-05-25","401k Rollover Seminar","Jadon Garcia",,"true","(5908)-495-5908",,"In Progress","00v1U000000oCStQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false","Terrell Valencia","terrellvalencia@example.com","2020-05-25","401k Rollover Seminar","Terrell Valencia",,"true","(7291)-828-7291",,"In Progress","00v1U000000oCSuQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true",,,"2020-05-25","401k Rollover Seminar","Aedan Miranda","aedanmiranda@example.com","true",,"Aedan Miranda","In Progress","00v1U000000oCSvQAM","(8011)-767-8011","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true","Alisson Lynn","alissonlynn@example.com","2020-05-25","401k Rollover Seminar","Alisson Lynn",,"true","(4213)-897-4213",,"In Progress","00v1U000000oCSwQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false","Breanna Mclean","breannamclean@example.com","2020-05-25","401k Rollover Seminar","Breanna Mclean",,"true","(9817)-569-9817",,"In Progress","00v1U000000oCSxQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"true","Caitlyn Ruiz","caitlynruiz@example.com","2020-05-25","401k Rollover Seminar","Caitlyn Ruiz",,"true","(3697)-828-3697",,"In Progress","00v1U000000oCSyQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true","Jovan Allen","jovanallen@example.com","2020-05-25","401k Rollover Seminar","Jovan Allen",,"true","(8698)-354-8698",,"In Progress","00v1U000000oCSzQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false",,,"2020-05-25","401k Rollover Seminar","Keyon Bullock","keyonbullock@example.com","true",,"Keyon Bullock","In Progress","00v1U000000oCT0QAM","(3052)-389-3052","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true","Peter Salas","petersalas@example.com","2020-05-25","401k Rollover Seminar","Peter Salas",,"true","(7203)-254-7203",,"In Progress","00v1U000000oCT1QAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"true","Gokul Rao","gokulrao@example.com","2020-05-25","401k Rollover Seminar","Gokul Rao",,"true","(1921)-785-1921",,"In Progress","00v1U000000oCT2QAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false","Sandra Bush","sandrabush@example.com","2020-05-25","401k Rollover Seminar","Sandra Bush",,"true","(9518)-137-9518",,"In Progress","00v1U000000oCT3QAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false",,,"2020-05-25","401k Rollover Seminar","Hector Hernandez","hectorhernandez@example.com","true",,"Hector Hernandez","In Progress","00v1U000000oCT4QAM","(2120)-313-2120","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Addyson Knight","addysonknight@example.com","2020-05-25","401k Rollover Seminar","Addyson Knight",,"true","(4535)-716-4535",,"In Progress","00v1U000000oCT5QAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false","Camilla Cross","camillacross@example.com","2020-05-25","401k Rollover Seminar","Camilla Cross",,"true","(4787)-856-4787",,"In Progress","00v1U000000oCT6QAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false","Bruno Ibarra","brunoibarra@example.com","2020-05-25","401k Rollover Seminar","Bruno Ibarra",,"true","(6418)-466-6418",,"In Progress","00v1U000000oCT7QAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true","Jaylin Gill","jaylingill@example.com","2020-05-25","401k Rollover Seminar","Jaylin Gill",,"true","(1729)-617-1729",,"In Progress","00v1U000000oCT8QAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true",,,"2020-05-25","401k Rollover Seminar","Kyle Rhodes","kylerhodes@example.com","true",,"Kyle Rhodes","In Progress","00v1U000000oCT9QAM","(9050)-365-9050","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Rebecca Berger","rebeccaberger@example.com","2020-05-25","401k Rollover Seminar","Rebecca Berger",,"true","(3048)-443-3048",,"In Progress","00v1U000000oCTAQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true","Marc Hays","marchays@example.com","2020-05-25","401k Rollover Seminar","Marc Hays",,"true","(3348)-250-3348",,"In Progress","00v1U000000oCTBQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false",,,"2020-05-25","401k Rollover Seminar","Elizabeth Sanford","elizabethsanford@example.com","true",,"Elizabeth Sanford","In Progress","00v1U000000oCTCQA2","(7986)-487-7986","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true","Jalen Savage","jalensavage@example.com","2020-05-25","401k Rollover Seminar","Jalen Savage",,"true","(2907)-681-2907",,"In Progress","00v1U000000oCTDQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false",,,"2020-05-25","401k Rollover Seminar","Jaydin Herrera","jaydinherrera@example.com","true",,"Jaydin Herrera","In Progress","00v1U000000oCTEQA2","(1974)-360-1974","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","401k Rollover Seminar","Deven Murray","devenmurray@example.com","true",,"Deven Murray","In Progress","00v1U000000oCTFQA2","(2914)-912-2914","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","401k Rollover Seminar","Brayan Arroyo","brayanarroyo@example.com","true",,"Brayan Arroyo","In Progress","00v1U000000oCTGQA2","(5945)-555-5945","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true","Aydan Bates","aydanbates@example.com","2020-05-25","401k Rollover Seminar","Aydan Bates",,"true","(5672)-733-5672",,"In Progress","00v1U000000oCTHQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false","Matthias Mathis","matthiasmathis@example.com","2020-05-25","401k Rollover Seminar","Matthias Mathis",,"true","(7230)-119-7230",,"In Progress","00v1U000000oCTIQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"true",,,"2020-05-25","401k Rollover Seminar","Mayra Armstrong","mayraarmstrong@example.com","true",,"Mayra Armstrong","In Progress","00v1U000000oCTJQA2","(3394)-856-3394","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true","Amirah Bolton","amirahbolton@example.com","2020-05-25","401k Rollover Seminar","Amirah Bolton",,"true","(7379)-103-7379",,"In Progress","00v1U000000oCTKQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false","Gwendolyn Baker","gwendolynbaker@example.com","2020-05-25","401k Rollover Seminar","Gwendolyn Baker",,"true","(3002)-689-3002",,"In Progress","00v1U000000oCTLQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false","Keely Lutz","keelylutz@example.com","2020-05-25","401k Rollover Seminar","Keely Lutz",,"true","(4157)-602-4157",,"In Progress","00v1U000000oCTMQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"true","Kenyon Hays","kenyonhays@example.com","2020-05-25","401k Rollover Seminar","Kenyon Hays",,"true","(9125)-325-9125",,"In Progress","00v1U000000oCTNQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false",,,"2020-05-25","401k Rollover Seminar","Jaylon Stevenson","jaylonstevenson@example.com","true",,"Jaylon Stevenson","In Progress","00v1U000000oCTOQA2","(5078)-862-5078","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Aryanna Hobbs","aryannahobbs@example.com","2020-05-25","401k Rollover Seminar","Aryanna Hobbs",,"true","(8188)-607-8188",,"In Progress","00v1U000000oCTPQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false",,,"2020-05-25","401k Rollover Seminar","Kira Black","kirablack@example.com","true",,"Kira Black","In Progress","00v1U000000oCTQQA2","(4958)-703-4958","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","401k Rollover Seminar","Mary Frey","maryfrey@example.com","true",,"Mary Frey","In Progress","00v1U000000oCTRQA2","(2806)-601-2806","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","401k Rollover Seminar","Ryder Mills","rydermills@example.com","true",,"Ryder Mills","In Progress","00v1U000000oCTSQA2","(5056)-467-5056","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Moses Schneider","mosesschneider@example.com","2020-05-25","401k Rollover Seminar","Moses Schneider",,"true","(5077)-175-5077",,"In Progress","00v1U000000oCTTQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true","Victor Murray","victormurray@example.com","2020-05-25","401k Rollover Seminar","Victor Murray",,"true","(1965)-131-1965",,"In Progress","00v1U000000oCTUQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true","Reagan Bond","reaganbond@example.com","2020-05-25","401k Rollover Seminar","Reagan Bond",,"true","(3388)-950-3388",,"In Progress","00v1U000000oCTVQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false",,,"2020-05-25","401k Rollover Seminar","Shaun Duran","shaunduran@example.com","true",,"Shaun Duran","In Progress","00v1U000000oCTWQA2","(5914)-645-5914","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Giovanny Avila","giovannyavila@example.com","2020-05-25","401k Rollover Seminar","Giovanny Avila",,"true","(3992)-748-3992",,"In Progress","00v1U000000oCTXQA2",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true",,,"2020-05-25","401k Rollover Seminar","Raida Potts","raidapotts@example.com","true",,"Raida Potts","In Progress","00v1U000000oCTYQA2","(5172)-616-5172","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","401k Rollover Seminar","Alessandro Parrish","alessandroparrish@example.com","true",,"Alessandro Parrish","In Progress","00v1U000000oCTZQA2","(5649)-556-5649","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Samara Campos","samaracampos@example.com","2020-05-25","401k Rollover Seminar","Samara Campos",,"true","(6153)-300-6153",,"In Progress","00v1U000000oCTaQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true","Emma Jacobson","emmajacobson@example.com","2020-05-25","401k Rollover Seminar","Emma Jacobson",,"true","(6548)-703-6548",,"In Progress","00v1U000000oCTbQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true",,,"2020-05-25","401k Rollover Seminar","Vance Compton","vancecompton@example.com","true",,"Vance Compton","In Progress","00v1U000000oCTcQAM","(6369)-547-6369","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true","Nora Sandoval","norasandoval@example.com","2020-05-25","401k Rollover Seminar","Nora Sandoval",,"true","(3139)-551-3139",,"In Progress","00v1U000000oCTdQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true",,,"2020-05-25","401k Rollover Seminar","Gillian Reynolds","gillianreynolds@example.com","true",,"Gillian Reynolds","In Progress","00v1U000000oCTeQAM","(1163)-737-1163","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Rachel Adams (Sample)","racheladamssample@example.com","2020-05-25","401k Rollover Seminar","Rachel Adams (Sample)",,"true","(4596)-371-4596",,"In Progress","00v1U000000oCTfQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"true",,,"2020-05-25","401k Rollover Seminar","Neil Symonds (Sample)","neilsymondssample@example.com","true",,"Neil Symonds (Sample)","In Progress","00v1U000000oCTgQAM","(6549)-965-6549","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","401k Rollover Seminar","Nigel Adams (Sample)","nigeladamssample@example.com","true",,"Nigel Adams (Sample)","In Progress","00v1U000000oCThQAM","(1111)-761-1111","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Martin Young","martinyoung@example.com","2020-05-25","401k Rollover Seminar","Martin Young",,"true","(8600)-187-8600",,"In Progress","00v1U000000oCTiQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"true",,,"2020-05-25","401k Rollover Seminar","Justin Smith","justinsmith@example.com","true",,"Justin Smith","In Progress","00v1U000000oCTjQAM","(6699)-544-6699","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"false","Jinni Boyd","jinniboyd@example.com","2020-05-25","401k Rollover Seminar","Jinni Boyd",,"true","(2360)-641-2360",,"In Progress","00v1U000000oCTkQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Prospect"
"false","Willie Hester","williehester@example.com","2020-05-25","401k Rollover Seminar","Willie Hester",,"true","(2079)-906-2079",,"In Progress","00v1U000000oCTlQAM",,"2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Contact"
"false",,,"2020-05-25","401k Rollover Seminar","Reuben Holder","reubenholder@example.com","true",,"Reuben Holder","In Progress","00v1U000000oCTmQAM","(2590)-436-2590","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","401k Rollover Seminar","Deshawn Baldwin","deshawnbaldwin@example.com","true",,"Deshawn Baldwin","In Progress","00v1U000000oCTnQAM","(2663)-690-2663","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","401k Rollover Seminar","Isaac Molina","isaacmolina@example.com","true",,"Isaac Molina","In Progress","00v1U000000oCToQAM","(2576)-509-2576","2019-06-03","7011U000000ULoPQAW","Seminar / Conference","Lead and Referral"
"true","Karter Garner","kartergarner@example.com","2020-05-25","Get Well Campaign","Karter Garner",,"false","(1121)-900-1121",,"Planned","00v1U000000oCTpQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Tyrell Smith","tyrellsmith@example.com","2020-05-25","Get Well Campaign","Tyrell Smith",,"false","(8443)-704-8443",,"Planned","00v1U000000oCTqQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"false","Guillermo Mccoy","guillermomccoy@example.com","2020-05-25","Get Well Campaign","Guillermo Mccoy",,"false","(9471)-739-9471",,"Planned","00v1U000000oCTrQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Billy Holder","billyholder@example.com","2020-05-25","Get Well Campaign","Billy Holder",,"false","(8647)-270-8647",,"Planned","00v1U000000oCTsQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true",,,"2020-05-25","Get Well Campaign","Keenan Petty","keenanpetty@example.com","false",,"Keenan Petty","Planned","00v1U000000oCTtQAM","(9994)-855-9994","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","Get Well Campaign","Zane Arroyo","zanearroyo@example.com","false",,"Zane Arroyo","Planned","00v1U000000oCTuQAM","(8052)-946-8052","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","Get Well Campaign","Nathan Henry","nathanhenry@example.com","false",,"Nathan Henry","Planned","00v1U000000oCTvQAM","(4390)-347-4390","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"true","Austin Harvey","austinharvey@example.com","2020-05-25","Get Well Campaign","Austin Harvey",,"false","(4211)-555-4211",,"Planned","00v1U000000oCTwQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Kasen Mclean","kasenmclean@example.com","2020-05-25","Get Well Campaign","Kasen Mclean",,"false","(5909)-123-5909",,"Planned","00v1U000000oCTxQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Nigel Gibbs","nigelgibbs@example.com","2020-05-25","Get Well Campaign","Nigel Gibbs",,"false","(2381)-299-2381",,"Planned","00v1U000000oCTyQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Quinton Harrell","quintonharrell@example.com","2020-05-25","Get Well Campaign","Quinton Harrell",,"false","(2040)-320-2040",,"Planned","00v1U000000oCTzQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"false","Stephen Harrell","stephenharrell@example.com","2020-05-25","Get Well Campaign","Stephen Harrell",,"false","(5060)-374-5060",,"Planned","00v1U000000oCU0QAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Sidney Abbott","sidneyabbott@example.com","2020-05-25","Get Well Campaign","Sidney Abbott",,"false","(5930)-251-5930",,"Planned","00v1U000000oCU1QAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Alejandro Bates","alejandrobates@example.com","2020-05-25","Get Well Campaign","Alejandro Bates",,"false","(5604)-587-5604",,"Planned","00v1U000000oCU2QAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Kameron Porter","kameronporter@example.com","2020-05-25","Get Well Campaign","Kameron Porter",,"false","(8345)-203-8345",,"Planned","00v1U000000oCU3QAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Emilio Murillo","emiliomurillo@example.com","2020-05-25","Get Well Campaign","Emilio Murillo",,"false","(7199)-828-7199",,"Planned","00v1U000000oCU4QAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Andreas Roy","andreasroy@example.com","2020-05-25","Get Well Campaign","Andreas Roy",,"false","(9585)-694-9585",,"Planned","00v1U000000oCU5QAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true",,,"2020-05-25","Get Well Campaign","Agustin Hodges","agustinhodges@example.com","false",,"Agustin Hodges","Planned","00v1U000000oCU6QAM","(4870)-493-4870","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"true","Deangelo Elliott","deangeloelliott@example.com","2020-05-25","Get Well Campaign","Deangelo Elliott",,"false","(8329)-959-8329",,"Planned","00v1U000000oCU7QAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Davon David","davondavid@example.com","2020-05-25","Get Well Campaign","Davon David",,"false","(2791)-455-2791",,"Planned","00v1U000000oCU8QAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Cason Bullock","casonbullock@example.com","2020-05-25","Get Well Campaign","Cason Bullock",,"false","(5563)-704-5563",,"Planned","00v1U000000oCU9QAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Gerald Woodward","geraldwoodward@example.com","2020-05-25","Get Well Campaign","Gerald Woodward",,"false","(6922)-500-6922",,"Planned","00v1U000000oCUAQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"false",,,"2020-05-25","Get Well Campaign","Mathew Ibarra","mathewibarra@example.com","false",,"Mathew Ibarra","Planned","00v1U000000oCUBQA2","(3415)-513-3415","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false","Remington Cowan","remingtoncowan@example.com","2020-05-25","Get Well Campaign","Remington Cowan",,"false","(2275)-199-2275",,"Planned","00v1U000000oCUCQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
