"OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","ACCOUNTSERVICEMODEL","CREATEDDATE","OWNERCITY","STATUS","ACCOUNTOWNERNAME","RECORDTYPENAME","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","ID","TYPE","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","SUBJECT","OWNEREMAIL","ACCOUNTAUM"
"0051U000005KhW6QAK","Household","Customer","NY","2019-04-23","Event","Tier 1","2019-05-06","New York","Event","Chelsea Advisor","Advisor Event","Manager","Call","0011U00000KuFXzQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-3-0011U00000KuFXzQAN","Call","Growth","Onboarding","Event","Seth Frost","Experienced","2020-05-25","Millennials","Mark Garet","Call Seth Frost","mark.garet@example.com",407480
"0051U000005KhW6QAK","Person Account","Customer","NY","2019-04-16","High","Tier 1","2019-05-06","New York","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYAQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-3-0011U00000KuFYAQA3","Call","Income","Service","Call","Asher House","Experienced","2020-05-25","Mass Market","Mark Garet","Call Asher House","mark.garet@example.com",109370
"0051U000005JQyrQAG","Household","Customer","IL","2019-04-09","Event","Tier 2","2019-05-06","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYCQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYCQA3","Meeting","Aggressive Growth","Onboarding","Event","Evangeline Christian","Inexperienced","2020-05-25","Millennials","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",295940
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-04-27","High","Tier 1","2019-05-06","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYFQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFYFQA3","Email","Aggressive Growth","Prospecting","Task","Chloe Knox","Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Sync Up","allen.advisor@example.com",331745
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-04-21","Event","Tier 1","2019-05-06","Chicago","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFYIQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFYIQA3","Call","Growth","Onboarding","Event","Rigel Joyner","Moderately Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Call Rigel Joyner","allen.advisor@example.com",656280
"0051U000005L4E9QAK","Individual","Customer","CA","2019-05-05","Event","Tier 2","2019-05-06","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYOQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFYOQA3","Other","Income","Onboarding","Event","Slade Lindsay","Moderately Inexperienced","2020-05-25","Millennials","Brenda Banker","Summit","sunil.dixit@example.com",247530
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-04-30","High","Tier 3","2019-05-06","San Francisco","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYbQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-3-0011U00000KuFYbQAN","Email","Aggressive Growth","Client Retention","Task","Penelope Briggs","Experienced","2020-05-25","Millennials","Brenda Banker","Summit","sunil.dixit@example.com",335949
"0051U000005JQyrQAG","Individual","Customer","IL","2019-05-03","Normal","Tier 3","2019-05-06","Chicago","Completed","Mark Garet","Advisor Task","Manager","Event","0011U00000KuFYfQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYfQAN","Email","Aggressive Growth","Onboarding","Task","Raja Oneal","Moderately Experienced","2020-05-25","Mass Market","Allen Advisor","Sync Up","allen.advisor@example.com",566212
"0051U000005JQyrQAG","Household","Customer","IL","2019-04-21","Event","Tier 2","2019-05-06","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFYiQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFYiQAN","Email","Aggressive Growth","Prospecting","Event","Selma Dodson","Experienced","2020-05-25","Retired","Allen Advisor","Lunch Meeting","allen.advisor@example.com",471252
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-05-04","Normal","Tier 3","2019-05-06","Florida","Open","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFYlQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFYlQAN","Other","Income","Onboarding","Task","Maryam Ramsey","Experienced","2020-05-25","High Net Worth Families","Chelsea Advisor","Summit","ryan.dobson@example.com",342327
"0051U000005L6eJQAS","Individual","Customer","FL","2019-04-27","Normal","Tier 1","2019-05-06","Florida","Completed","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFYpQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFYpQAN","Meeting","Income","Onboarding","Task","Nell Alford","Moderately Experienced","2020-05-25","Millennials","Chelsea Advisor","Evaluate Refinancing Loan","ryan.dobson@example.com",461549
"0051U000005L6eJQAS","Individual","Customer","FL","2019-04-22","Normal","Tier 1","2019-05-06","Florida","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYqQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-2-0011U00000KuFYqQAN","Other","Growth","Client Retention","Task","Abbot Gutierrez","Experienced","2020-05-25","Retired","Chelsea Advisor","Send Birthday Gift","ryan.dobson@example.com",187057
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-04-29","Event","Tier 3","2019-05-06","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFYyQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFYyQAN","Email","Growth","Service","Event","Lacey Snider","Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Discussion","allen.advisor@example.com",922311
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-05-01","Normal","Tier 3","2019-05-06","Chicago","Not Started","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFYzQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYzQAN","Other","Balanced Growth","Prospecting","Task","Sacha Mooney","Moderately Inexperienced","2020-05-25","Retired","Allen Advisor","Summit","allen.advisor@example.com",307275
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-04-19","Event","Tier 2","2019-05-06","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFZ1QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFZ1QAN","Email","Income","Onboarding","Event","Abel Clay","Moderately Inexperienced","2020-05-25","High Net Worth Families","Brenda Banker","Quarterly Earnings Summary","sunil.dixit@example.com",99590
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-04-16","High","Tier 1","2019-05-06","San Francisco","Completed","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFZ8QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFZ8QAN","Other","Aggressive Growth","Prospecting","Task","Wang Church","Moderately Experienced","2020-05-25","Mass Market","Brenda Banker","Evaluate Refinancing Loan","sunil.dixit@example.com",483499
"0051U000005L4E9QAK","Individual","Customer","CA","2019-04-30","Normal","Tier 1","2019-05-06","San Francisco","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZFQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFZFQA3","Call","Growth","Prospecting","Call","Mohammad Diaz","Experienced","2020-05-25","Retired","Brenda Banker","Call Mohammad Diaz","sunil.dixit@example.com",766013
"0051U000005L6eJQAS","Household","Customer","FL","2019-04-30","Event","Tier 2","2019-05-06","Florida","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFZIQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFZIQA3","Email","Balanced Growth","Client Retention","Event","Knox Cote","Moderately Experienced","2020-05-25","Retired","Chelsea Advisor","Summit","ryan.dobson@example.com",277348
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-04-14","High","Tier 1","2019-05-06","Chicago","In Progress","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFZMQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZMQA3","Other","Growth","Client Retention","Task","Cade Clarke","Experienced","2020-05-25","Retired","Allen Advisor","Summit","allen.advisor@example.com",117625
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-04-27","Normal","Tier 3","2019-05-06","Florida","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZSQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFZSQA3","Call","Income","Prospecting","Call","Daria Peck","Inexperienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Call Daria Peck","ryan.dobson@example.com",290867
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-04-19","Event","Tier 2","2019-05-06","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFZTQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZTQA3","Other","Balanced Growth","Service","Event","Lana Patel","Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Discussion","allen.advisor@example.com",535404
"0051U000005L6eJQAS","Household","Customer","FL","2019-04-16","Event","Tier 1","2019-05-06","Florida","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000Kcp1KQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-2-0011U00000Kcp1KQAR","Email","Balanced Growth","Prospecting","Event","Adams Household","Moderately Experienced","2020-05-25","Millennials","Chelsea Advisor","Sync Up","ryan.dobson@example.com",1907695
"0051U000005JQyrQAG","Individual","Customer","IL","2019-04-26","Normal","Tier 2","2019-05-06","Chicago","Open","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000Kcp1LQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000Kcp1LQAR","Meeting","Aggressive Growth","Prospecting","Task","Neil Symonds","Experienced","2020-05-25","Millennials","Allen Advisor","Send Birthday Gift","allen.advisor@example.com",4056344
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-04-09","High","Tier 2","2019-05-06","San Francisco","In Progress","Brenda Banker","Advisor Task","Manager","Event","0011U00000Kcp1NQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000Kcp1NQAR","Call","Balanced Growth","Service","Call","Rachel Adams","Moderately Inexperienced","2020-05-25","Millennials","Brenda Banker","Call Rachel Adams","sunil.dixit@example.com",2740090
"0051U000005KhW6QAK","Person Account","Customer","NY","2019-04-25","Event","Tier 2","2019-05-06","New York","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000Kcp1MQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-2-0011U00000Kcp1MQAR","Meeting","Growth","Onboarding","Event","Nigel Adams","Experienced","2020-05-25","Mass Market","Mark Garet","Discussion","mark.garet@example.com",3946101
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-05-20","Event","Tier 1","2019-06-03","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYVQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYVQA3","Meeting","Income","Client Retention","Event","Kirestin Ratliff","Moderately Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Lunch Meeting","allen.advisor@example.com",301058
"0051U000005L4E9QAK","Household","Customer","CA","2019-05-24","Event","Tier 1","2019-06-03","San Francisco","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFZpQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFZpQAN","Other","Aggressive Growth","Client Retention","Event","Zahir Scott","Inexperienced","2020-05-25","Mass Market","Brenda Banker","Sync Up","sunil.dixit@example.com",188922
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-05-30","Normal","Tier 2","2019-06-03","San Francisco","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZCQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFZCQA3","Call","Balanced Growth","Service","Call","Edward Wood","Inexperienced","2020-05-25","Millennials","Brenda Banker","Call Edward Wood","sunil.dixit@example.com",599148
"0051U000005JQyrQAG","Individual","Customer","IL","2019-05-20","High","Tier 3","2019-06-03","Chicago","Completed","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFXwQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFXwQAN","Call","Balanced Growth","Service","Call","Genevieve Bauer","Moderately Inexperienced","2020-05-25","Retired","Allen Advisor","Call Genevieve Bauer","allen.advisor@example.com",343413
"0051U000005JQyrQAG","Household","Customer","IL","2019-05-16","Event","Tier 3","2019-06-03","Chicago","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000Kcp1PQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-4-0011U00000Kcp1PQAR","Call","Income","Onboarding","Event","Symonds Household","Moderately Experienced","2020-05-25","Mass Market","Allen Advisor","Call Symonds Household","allen.advisor@example.com",2169504
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-05-25","Event","Tier 3","2019-06-03","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFZuQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFZuQAN","Call","Balanced Growth","Service","Event","Xenos Burks","Experienced","2020-05-25","Mass Market","Brenda Banker","Call Xenos Burks","sunil.dixit@example.com",677722
"0051U000005JQyrQAG","Household","Customer","IL","2019-05-27","Normal","Tier 1","2019-06-03","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXJQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFXJQA3","Other","Growth","Client Retention","Task","Zane Cervantes","Moderately Inexperienced","2020-05-25","Mass Market","Allen Advisor","Summit","allen.advisor@example.com",960434
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-05-05","Event","Tier 1","2019-06-03","Chicago","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFXMQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFXMQA3","Call","Growth","Service","Event","Quinn Cummings","Inexperienced","2020-05-25","Retired","Allen Advisor","Call Quinn Cummings","allen.advisor@example.com",247307
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-05-09","Event","Tier 1","2019-06-03","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYFQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFYFQA3","Email","Aggressive Growth","Prospecting","Event","Chloe Knox","Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Send Birthday Gift","allen.advisor@example.com",330951
"0051U000005JQyrQAG","Household","Customer","IL","2019-05-20","High","Tier 3","2019-06-03","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZZQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZZQA3","Other","Income","Onboarding","Task","Beau Steele","Experienced","2020-05-25","Millennials","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",518581
"0051U000005JQyrQAG","Household","Customer","IL","2019-06-01","High","Tier 2","2019-06-03","Chicago","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYGQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFYGQA3","Meeting","Income","Client Retention","Task","Caleb Mccray","Inexperienced","2020-05-25","Millennials","Allen Advisor","Sync Up","allen.advisor@example.com",543624
"0051U000005L4E9QAK","Individual","Customer","CA","2019-05-27","Event","Tier 1","2019-06-03","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000Kcp1JQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-4-0011U00000Kcp1JQAR","Other","Growth","Service","Event","Adams Charitable Trust","Inexperienced","2020-05-25","Millennials","Brenda Banker","Discussion","sunil.dixit@example.com",2549122
"0051U000005L6eJQAS","Individual","Customer","FL","2019-05-11","Normal","Tier 3","2019-06-03","Florida","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000Kcp1OQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-2-0011U00000Kcp1OQAR","Meeting","Aggressive Growth","Prospecting","Task","Smith, Kohl and Company","Experienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Send Birthday Gift","ryan.dobson@example.com",5148958
"0051U000005L6eJQAS","Household","Customer","FL","2019-05-24","High","Tier 3","2019-06-03","Florida","Not Started","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFZjQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFZjQAN","Meeting","Aggressive Growth","Onboarding","Task","Brendan Solomon","Inexperienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Sync Up","ryan.dobson@example.com",1077545
"0051U000005KhW6QAK","Person Account","Customer","NY","2019-05-28","Event","Tier 2","2019-06-03","New York","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFZmQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-0-0011U00000KuFZmQAN","Email","Growth","Prospecting","Event","Vladimir Pittman","Inexperienced","2020-05-25","High Net Worth Families","Mark Garet","Quarterly Earnings Summary","mark.garet@example.com",636238
"0051U000005JQyrQAG","Household","Customer","IL","2019-05-07","High","Tier 3","2019-06-03","Chicago","Completed","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFZnQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZnQAN","Other","Growth","Service","Task","Nina Sparks","Experienced","2020-05-25","Millennials","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",496977
"0051U000005JQyrQAG","Household","Customer","IL","2019-06-02","Event","Tier 2","2019-06-03","Chicago","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFZoQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZoQAN","Call","Balanced Growth","Onboarding","Event","Reese Valentine","Experienced","2020-05-25","Millennials","Allen Advisor","Call Reese Valentine","allen.advisor@example.com",1124951
"0051U000005JQyrQAG","Individual","Customer","IL","2019-05-25","Event","Tier 1","2019-06-03","Chicago","Event","Brenda Banker","Advisor Event","Manager","Call","0011U00000KuFZrQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZrQAN","Call","Balanced Growth","Service","Event","Hector Morton","Moderately Inexperienced","2020-05-25","Mass Market","Allen Advisor","Call Hector Morton","allen.advisor@example.com",473358
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-05-12","Event","Tier 2","2019-06-03","Florida","Event","Brenda Banker","Advisor Event","Manager","Call","0011U00000KuFZtQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFZtQAN","Call","Aggressive Growth","Client Retention","Event","Alvin Franco","Moderately Inexperienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Call Alvin Franco","ryan.dobson@example.com",530833
"0051U000005JQyrQAG","Household","Customer","IL","2019-05-05","High","Tier 3","2019-06-03","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZvQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZvQAN","Other","Income","Onboarding","Task","Eagan Avila","Moderately Experienced","2020-05-25","Millennials","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",977324
"0051U000005JQyrQAG","Individual","Customer","IL","2019-05-19","Event","Tier 3","2019-06-03","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFZxQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZxQAN","Email","Income","Onboarding","Event","Charissa Newton","Experienced","2020-05-25","Retired","Allen Advisor","Summit","allen.advisor@example.com",456853
"0051U000005JQyrQAG","Household","Customer","IL","2019-06-10","High","Tier 1","2019-07-01","Chicago","In Progress","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000Kcp1KQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000Kcp1KQAR","Other","Balanced Growth","Onboarding","Task","Adams Household","Moderately Experienced","2020-05-25","Millennials","Allen Advisor","Send Birthday Gift","allen.advisor@example.com",2473346
"0051U000005L4E9QAK","Individual","Customer","CA","2019-06-13","Normal","Tier 2","2019-07-01","San Francisco","In Progress","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000Kcp1LQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-4-0011U00000Kcp1LQAR","Meeting","Aggressive Growth","Prospecting","Task","Neil Symonds","Experienced","2020-05-25","Millennials","Brenda Banker","Quarterly Earnings Summary","sunil.dixit@example.com",5057211
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-06-18","High","Tier 2","2019-07-01","Chicago","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000Kcp1MQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000Kcp1MQAR","Other","Growth","Client Retention","Task","Nigel Adams","Experienced","2020-05-25","Mass Market","Allen Advisor","Send Birthday Gift","allen.advisor@example.com",4965055
"0051U000005L6eJQAS","Household","Customer","FL","2019-06-05","High","Tier 3","2019-07-01","Florida","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000Kcp1PQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-5-0011U00000Kcp1PQAR","Email","Income","Onboarding","Task","Symonds Household","Moderately Experienced","2020-05-25","Mass Market","Chelsea Advisor","Lunch Meeting","ryan.dobson@example.com",2560309
"0051U000005JQyrQAG","Household","Customer","IL","2019-06-26","High","Tier 2","2019-07-01","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZoQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZoQAN","Meeting","Balanced Growth","Service","Task","Reese Valentine","Experienced","2020-05-25","Millennials","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",1125619
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-06-17","Event","Tier 3","2019-07-01","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFZuQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFZuQAN","Email","Balanced Growth","Client Retention","Event","Xenos Burks","Experienced","2020-05-25","Mass Market","Brenda Banker","Lunch Meeting","sunil.dixit@example.com",678637
"0051U000005JQyrQAG","Household","Customer","IL","2019-06-05","Event","Tier 1","2019-07-01","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFa2QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFa2QAF","Meeting","Growth","Service","Event","Oliver Tanner","Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Discussion","allen.advisor@example.com",665958
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-06-30","Event","Tier 3","2019-07-01","Chicago","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFaAQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFaAQAV","Call","Growth","Service","Event","Dustin Sheppard","Experienced","2020-05-25","High Net Worth Families","Allen Advisor","Call Dustin Sheppard","allen.advisor@example.com",455664
"0051U000005JQyrQAG","Household","Customer","IL","2019-07-23","Event","Tier 1","2019-07-29","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000Kcp1KQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-4-0011U00000Kcp1KQAR","Email","Balanced Growth","Onboarding","Event","Adams Household","Moderately Experienced","2020-05-25","Millennials","Allen Advisor","Lunch Meeting","allen.advisor@example.com",2762471
"0051U000005JQyrQAG","Individual","Customer","IL","2019-07-22","High","Tier 2","2019-07-29","Chicago","In Progress","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000Kcp1LQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-5-0011U00000Kcp1LQAR","Call","Aggressive Growth","Client Retention","Call","Neil Symonds","Experienced","2020-05-25","Millennials","Allen Advisor","Call Neil Symonds","allen.advisor@example.com",5636028
"0051U000005JQyrQAG","Household","Customer","IL","2019-07-18","Normal","Tier 3","2019-07-29","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000Kcp1PQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-6-0011U00000Kcp1PQAR","Email","Income","Onboarding","Task","Symonds Household","Moderately Experienced","2020-05-25","Mass Market","Allen Advisor","Sync Up","allen.advisor@example.com",2788189
"0051U000005L4E9QAK","Individual","Customer","CA","2019-07-08","High","Tier 1","2019-07-29","San Francisco","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXHQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFXHQA3","Other","Income","Client Retention","Task","Hedley Church","Experienced","2020-05-25","Affluent Professionals","Brenda Banker","Discussion","sunil.dixit@example.com",0
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-01","High","Tier 3","2019-07-29","Chicago","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXIQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFXIQA3","Other","Income","Service","Task","Wallace Summers","Moderately Experienced","2020-05-25","Mass Market","Allen Advisor","Sync Up","allen.advisor@example.com",66957
