"BalanceBeforeReset","ExpirablePoints","Id","LastExpirationProcessRunDate","LastResetDate","LoyaltyMemberId","LoyaltyProgramCurrency.CostperUnit","LoyaltyProgramCurrency.CurrencyType","LoyaltyProgramCurrency.Id","LoyaltyProgramCurrency.IsPrimary","LoyaltyProgramCurrency.NQP_Currency","LoyaltyProgramCurrency.QP_Currency","LoyaltyProgramCurrencyId","LoyaltyProgramMember.Account.Name","LoyaltyProgramMember.AccountContact.Id","LoyaltyProgramMember.Contact.Birthdate","LoyaltyProgramMember.Contact.MobilePhone","LoyaltyProgramMember.Contact.Name","LoyaltyProgramMember.EnrollmentChannel","LoyaltyProgramMember.EnrollmentDate","LoyaltyProgramMember.IsReferral","LoyaltyProgramMember.LastActivityDate","LoyaltyProgramMember.LeadOrContactId","LoyaltyProgramMember.LeadOrContactName","LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyProgramMember.MemberName","LoyaltyProgramMember.MemberStatus","LoyaltyProgramMember.MemberType","LoyaltyProgramMember.MembershipEndDate","LoyaltyProgramMember.MembershipNumber","LoyaltyProgramMember.ProgramId","LoyaltyProgramMember.Referrer.Account.Name","LoyaltyProgramMember.Referrer.Contact.Birthdate","LoyaltyProgramMember.Referrer.Contact.MobilePhone","LoyaltyProgramMember.Referrer.Contact.Name","MemberTier.LoyaltyTier.LoyaltyTierGroup.Name","MemberTier.LoyaltyTier.Name","Name","NextResetDate","PointsBalance","PointsBalance_Amount","TotalPointsAccrued","TotalPointsExpired","TotalPointsRedeemed","LastProcessedDate"
,,"0lzB0000000XcV8IAK",,,"0lMB0000000RIF3MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf86 Trail86","Email",2020-09-27,"No",,"003B000000IXhutIAD","Perf86 Trail86","NTO Insider","Perf86 Trail86","Active","Individual",,"IndivAiK_041","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,7573,,7573,,,2021-11-01
,,"0lzB0000000XcV9IAK",,,"0lMB0000000RIF3MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf86 Trail86","Email",2020-09-27,"No",,"003B000000IXhutIAD","Perf86 Trail86","NTO Insider","Perf86 Trail86","Active","Individual",,"IndivAiK_041","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,16005,160.05,16005,,,2021-11-01
,,"0lzB0000000XcVAIA0",,,"0lMB0000000RIF3MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf86 Trail86","Email",2020-09-27,"No",,"003B000000IXhutIAD","Perf86 Trail86","NTO Insider","Perf86 Trail86","Active","Individual",,"IndivAiK_041","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-03-27,2201,,2201,,,2021-11-01
,,"0lzB0000000XcVBIA0",,,"0lMB0000000RIF4MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"User6 Q4DataUser6","Web",2021-10-21,"No",,"003B000000IXhzcIAD","User6 Q4DataUser6","NTO Insider","User6 Q4DataUser6","Active","Individual",,"IndivAiK_042","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcVCIA0",,,"0lMB0000000RIF4MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"User6 Q4DataUser6","Web",2021-10-21,"No",,"003B000000IXhzcIAD","User6 Q4DataUser6","NTO Insider","User6 Q4DataUser6","Active","Individual",,"IndivAiK_042","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcVDIA0",,,"0lMB0000000RIF4MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"User6 Q4DataUser6","Web",2021-10-21,"No",,"003B000000IXhzcIAD","User6 Q4DataUser6","NTO Insider","User6 Q4DataUser6","Active","Individual",,"IndivAiK_042","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-04-21,,,,,,2021-11-01
,,"0lzB0000000XcVEIA0",,,"0lMB0000000RIF5MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Marc7 Tom7","POS",2021-01-02,"No",,"003B000000IXhzdIAD","Marc7 Tom7","NTO Insider","Marc7 Tom7","Active","Individual",,"IndivAiK_043","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,1349,,1349,,,2021-11-01
,,"0lzB0000000XcVFIA0",,,"0lMB0000000RIF5MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Marc7 Tom7","POS",2021-01-02,"No",,"003B000000IXhzdIAD","Marc7 Tom7","NTO Insider","Marc7 Tom7","Active","Individual",,"IndivAiK_043","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,16189,161.89,16189,,,2021-11-01
,,"0lzB0000000XcVGIA0",,,"0lMB0000000RIF5MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Marc7 Tom7","POS",2021-01-02,"No",,"003B000000IXhzdIAD","Marc7 Tom7","NTO Insider","Marc7 Tom7","Active","Individual",,"IndivAiK_043","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-07-02,8631,,8631,,,2021-11-01
,,"0lzB0000000XcVHIA0",,,"0lMB0000000RIF6MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Data7 User7","CallCenter",2020-01-09,"No",,"003B000000IXhzeIAD","Data7 User7","NTO Insider","Data7 User7","Active","Individual",,"IndivAiK_044","0lpB0000000PBdwIAG",,,,,"Lifetime","Elite","Number of Transactions",2022-01-21,6874,,6874,,,2021-11-01
,,"0lzB0000000XcVIIA0",,,"0lMB0000000RIF6MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Data7 User7","CallCenter",2020-01-09,"No",,"003B000000IXhzeIAD","Data7 User7","NTO Insider","Data7 User7","Active","Individual",,"IndivAiK_044","0lpB0000000PBdwIAG",,,,,"Lifetime","Elite","Points",,14644,146.44,14644,,,2021-11-01
,,"0lzB0000000XcVJIA0",,,"0lMB0000000RIF6MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Data7 User7","CallCenter",2020-01-09,"No",,"003B000000IXhzeIAD","Data7 User7","NTO Insider","Data7 User7","Active","Individual",,"IndivAiK_044","0lpB0000000PBdwIAG",,,,,"Lifetime","Elite","Transaction Amount",2020-07-09,,,,,,2021-11-01
,,"0lzB0000000XcVKIA0",,,"0lMB0000000RIF7MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"User7 Q4DataUser7","Social",2020-10-06,"No",,"003B000000IXhzfIAD","User7 Q4DataUser7","NTO Insider","User7 Q4DataUser7","Active","Individual",,"IndivAiK_045","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,2650,,2650,,,2021-11-01
,,"0lzB0000000XcVLIA0",,,"0lMB0000000RIF7MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"User7 Q4DataUser7","Social",2020-10-06,"No",,"003B000000IXhzfIAD","User7 Q4DataUser7","NTO Insider","User7 Q4DataUser7","Active","Individual",,"IndivAiK_045","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,15157,151.57,15157,,,2021-11-01
,,"0lzB0000000XcVMIA0",,,"0lMB0000000RIF7MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"User7 Q4DataUser7","Social",2020-10-06,"No",,"003B000000IXhzfIAD","User7 Q4DataUser7","NTO Insider","User7 Q4DataUser7","Active","Individual",,"IndivAiK_045","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-04-06,8625,,8625,,,2021-11-01
,,"0lzB0000000XcVNIA0",,,"0lMB0000000RIF8MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Marc8 Tom8","Email",2021-07-15,"No",,"003B000000IXhzgIAD","Marc8 Tom8","NTO Insider","Marc8 Tom8","Active","Individual",,"IndivAiK_046","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcVOIA0",,,"0lMB0000000RIF8MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Marc8 Tom8","Email",2021-07-15,"No",,"003B000000IXhzgIAD","Marc8 Tom8","NTO Insider","Marc8 Tom8","Active","Individual",,"IndivAiK_046","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcVPIA0",,,"0lMB0000000RIF8MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Marc8 Tom8","Email",2021-07-15,"No",,"003B000000IXhzgIAD","Marc8 Tom8","NTO Insider","Marc8 Tom8","Active","Individual",,"IndivAiK_046","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-01-15,,,,,,2021-11-01
,,"0lzB0000000XcVQIA0",,,"0lMB0000000RIF9MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Data8 User8","CallCenter",2021-10-21,"No",,"003B000000IXhzhIAD","Data8 User8","NTO Insider","Data8 User8","Active","Individual",,"IndivAiK_034","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcVRIA0",,,"0lMB0000000RIF9MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Data8 User8","CallCenter",2021-10-21,"No",,"003B000000IXhzhIAD","Data8 User8","NTO Insider","Data8 User8","Active","Individual",,"IndivAiK_034","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcVSIA0",,,"0lMB0000000RIF9MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Data8 User8","CallCenter",2021-10-21,"No",,"003B000000IXhzhIAD","Data8 User8","NTO Insider","Data8 User8","Active","Individual",,"IndivAiK_034","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-04-21,,,,,,2021-11-01
,,"0lzB0000000XcVTIA0",,,"0lMB0000000RIFAMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"User8 Q4DataUser8","Social",2021-09-18,"No",,"003B000000IXhziIAD","User8 Q4DataUser8","NTO Insider","User8 Q4DataUser8","Active","Individual",,"IndivAiK_035","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcVUIA0",,,"0lMB0000000RIFAMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"User8 Q4DataUser8","Social",2021-09-18,"No",,"003B000000IXhziIAD","User8 Q4DataUser8","NTO Insider","User8 Q4DataUser8","Active","Individual",,"IndivAiK_035","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcVVIA0",,,"0lMB0000000RIFAMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"User8 Q4DataUser8","Social",2021-09-18,"No",,"003B000000IXhziIAD","User8 Q4DataUser8","NTO Insider","User8 Q4DataUser8","Active","Individual",,"IndivAiK_035","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-03-18,,,,,,2021-11-01
,,"0lzB0000000XcVWIA0",,,"0lMB0000000RIFBMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Marc9 Tom9","Email",2020-02-17,"No",,"003B000000IXhzjIAD","Marc9 Tom9","NTO Insider","Marc9 Tom9","Active","Individual",,"IndivAiK_036","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,6909,,6909,,,2021-11-01
,,"0lzB0000000XcVXIA0",,,"0lMB0000000RIFBMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Marc9 Tom9","Email",2020-02-17,"No",,"003B000000IXhzjIAD","Marc9 Tom9","NTO Insider","Marc9 Tom9","Active","Individual",,"IndivAiK_036","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,16666,166.66,16666,,,2021-11-01
,,"0lzB0000000XcVYIA0",,,"0lMB0000000RIFBMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Marc9 Tom9","Email",2020-02-17,"No",,"003B000000IXhzjIAD","Marc9 Tom9","NTO Insider","Marc9 Tom9","Active","Individual",,"IndivAiK_036","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2020-08-17,,,,,,2021-11-01
,,"0lzB0000000XcVZIA0",,,"0lMB0000000RIFCMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Data9 User9","Web",2021-01-08,"No",,"003B000000IXhzkIAD","Data9 User9","NTO Insider","Data9 User9","Active","Individual",,"IndivAiK_037","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,3090,,3090,,,2021-11-01
,,"0lzB0000000XcVaIAK",,,"0lMB0000000RIFCMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Data9 User9","Web",2021-01-08,"No",,"003B000000IXhzkIAD","Data9 User9","NTO Insider","Data9 User9","Active","Individual",,"IndivAiK_037","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,15915,159.15,15915,,,2021-11-01
,,"0lzB0000000XcVbIAK",,,"0lMB0000000RIFCMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Data9 User9","Web",2021-01-08,"No",,"003B000000IXhzkIAD","Data9 User9","NTO Insider","Data9 User9","Active","Individual",,"IndivAiK_037","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-07-08,7923,,7923,,,2021-11-01
,,"0lzB0000000XcVcIAK",,,"0lMB0000000RIFDMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"User9 Q4DataUser9","POS",2021-09-10,"No",,"003B000000IXhzlIAD","User9 Q4DataUser9","NTO Insider","User9 Q4DataUser9","Active","Individual",,"IndivAiK_038","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcVdIAK",,,"0lMB0000000RIFDMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"User9 Q4DataUser9","POS",2021-09-10,"No",,"003B000000IXhzlIAD","User9 Q4DataUser9","NTO Insider","User9 Q4DataUser9","Active","Individual",,"IndivAiK_038","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcVeIAK",,,"0lMB0000000RIFDMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"User9 Q4DataUser9","POS",2021-09-10,"No",,"003B000000IXhzlIAD","User9 Q4DataUser9","NTO Insider","User9 Q4DataUser9","Active","Individual",,"IndivAiK_038","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-03-10,,,,,,2021-11-01
,,"0lzB0000000XcVfIAK",,,"0lMB0000000RIFEMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Marc10 Tom10","CallCenter",2021-05-22,"No",,"003B000000IXhzmIAD","Marc10 Tom10","NTO Insider","Marc10 Tom10","Active","Individual",,"IndivAiK_039","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcVgIAK",,,"0lMB0000000RIFEMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Marc10 Tom10","CallCenter",2021-05-22,"No",,"003B000000IXhzmIAD","Marc10 Tom10","NTO Insider","Marc10 Tom10","Active","Individual",,"IndivAiK_039","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcVhIAK",,,"0lMB0000000RIFEMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Marc10 Tom10","CallCenter",2021-05-22,"No",,"003B000000IXhzmIAD","Marc10 Tom10","NTO Insider","Marc10 Tom10","Active","Individual",,"IndivAiK_039","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-11-22,,,,,,2021-11-01
,,"0lzB0000000XcViIAK",,,"0lMB0000000RIFFMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Data10 User10","Email",2021-06-01,"No",,"003B000000IXhznIAD","Data10 User10","NTO Insider","Data10 User10","Active","Individual",,"IndivAiK_004","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcVjIAK",,,"0lMB0000000RIFFMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Data10 User10","Email",2021-06-01,"No",,"003B000000IXhznIAD","Data10 User10","NTO Insider","Data10 User10","Active","Individual",,"IndivAiK_004","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcVkIAK",,,"0lMB0000000RIFFMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Data10 User10","Email",2021-06-01,"No",,"003B000000IXhznIAD","Data10 User10","NTO Insider","Data10 User10","Active","Individual",,"IndivAiK_004","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-12-01,,,,,,2021-11-01
,,"0lzB0000000XcVlIAK",,,"0lMB0000000RIFGMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"User10 Q4DataUser10","Web",2021-02-21,"No",,"003B000000IXhzoIAD","User10 Q4DataUser10","NTO Insider","User10 Q4DataUser10","Active","Individual",,"IndivAiK_005","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,7358,,7358,,,2021-11-01
,,"0lzB0000000XcVmIAK",,,"0lMB0000000RIFGMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"User10 Q4DataUser10","Web",2021-02-21,"No",,"003B000000IXhzoIAD","User10 Q4DataUser10","NTO Insider","User10 Q4DataUser10","Active","Individual",,"IndivAiK_005","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,16211,162.11,16211,,,2021-11-01
,,"0lzB0000000XcVnIAK",,,"0lMB0000000RIFGMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"User10 Q4DataUser10","Web",2021-02-21,"No",,"003B000000IXhzoIAD","User10 Q4DataUser10","NTO Insider","User10 Q4DataUser10","Active","Individual",,"IndivAiK_005","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-08-21,2808,,2808,,,2021-11-01
,,"0lzB0000000XcVoIAK",,,"0lMB0000000RIFHMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Marc21 Tom21","CallCenter",2020-11-14,"No",,"003B000000IXi0JIAT","Marc21 Tom21","NTO Insider","Marc21 Tom21","Active","Individual",,"IndivAiK_007","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,2944,,2944,,,2021-11-01
,,"0lzB0000000XcVpIAK",,,"0lMB0000000RIFHMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Marc21 Tom21","CallCenter",2020-11-14,"No",,"003B000000IXi0JIAT","Marc21 Tom21","NTO Insider","Marc21 Tom21","Active","Individual",,"IndivAiK_007","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,15628,156.28,15628,,,2021-11-01
,,"0lzB0000000XcVqIAK",,,"0lMB0000000RIFHMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Marc21 Tom21","CallCenter",2020-11-14,"No",,"003B000000IXi0JIAT","Marc21 Tom21","NTO Insider","Marc21 Tom21","Active","Individual",,"IndivAiK_007","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-05-14,6898,,6898,,,2021-11-01
,,"0lzB0000000XcVrIAK",,,"0lMB0000000RIFIMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Data21 User21","Social",2020-01-14,"No",,"003B000000IXi0KIAT","Data21 User21","NTO Insider","Data21 User21","Active","Individual",,"IndivAiK_008","0lpB0000000PBdwIAG",,,,,"Lifetime","Elite","Number of Transactions",2022-01-21,3238,,3238,,,2021-11-01
,,"0lzB0000000XcVsIAK",,,"0lMB0000000RIFIMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Data21 User21","Social",2020-01-14,"No",,"003B000000IXi0KIAT","Data21 User21","NTO Insider","Data21 User21","Active","Individual",,"IndivAiK_008","0lpB0000000PBdwIAG",,,,,"Lifetime","Elite","Points",,15032,150.32,15032,,,2021-11-01
,,"0lzB0000000XcVtIAK",,,"0lMB0000000RIFIMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Data21 User21","Social",2020-01-14,"No",,"003B000000IXi0KIAT","Data21 User21","NTO Insider","Data21 User21","Active","Individual",,"IndivAiK_008","0lpB0000000PBdwIAG",,,,,"Lifetime","Elite","Transaction Amount",2020-07-14,,,,,,2021-11-01
,,"0lzB0000000XcVuIAK",,,"0lMB0000000RIFJMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"User21 Q4DataUser21","POS",2020-10-02,"No",,"003B000000IXi0LIAT","User21 Q4DataUser21","NTO Insider","User21 Q4DataUser21","Active","Individual",,"IndivAiK_006","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,2624,,2624,,,2021-11-01
,,"0lzB0000000XcVvIAK",,,"0lMB0000000RIFJMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"User21 Q4DataUser21","POS",2020-10-02,"No",,"003B000000IXi0LIAT","User21 Q4DataUser21","NTO Insider","User21 Q4DataUser21","Active","Individual",,"IndivAiK_006","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,16208,162.08,16208,,,2021-11-01
,,"0lzB0000000XcVwIAK",,,"0lMB0000000RIFJMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"User21 Q4DataUser21","POS",2020-10-02,"No",,"003B000000IXi0LIAT","User21 Q4DataUser21","NTO Insider","User21 Q4DataUser21","Active","Individual",,"IndivAiK_006","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-04-02,2891,,2891,,,2021-11-01
,,"0lzB0000000XcVxIAK",,,"0lMB0000000RIFKMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Marc22 Tom22","Web",2020-05-13,"No",,"003B000000IXi0MIAT","Marc22 Tom22","NTO Insider","Marc22 Tom22","Active","Individual",,"IndivAiK_027","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,3131,,3131,,,2021-11-01
,,"0lzB0000000XcVyIAK",,,"0lMB0000000RIFKMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Marc22 Tom22","Web",2020-05-13,"No",,"003B000000IXi0MIAT","Marc22 Tom22","NTO Insider","Marc22 Tom22","Active","Individual",,"IndivAiK_027","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,14202,142.02,14202,,,2021-11-01
,,"0lzB0000000XcVzIAK",,,"0lMB0000000RIFKMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Marc22 Tom22","Web",2020-05-13,"No",,"003B000000IXi0MIAT","Marc22 Tom22","NTO Insider","Marc22 Tom22","Active","Individual",,"IndivAiK_027","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2020-11-13,,,,,,2021-11-01
,,"0lzB0000000XcW0IAK",,,"0lMB0000000RIFLMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Data22 User22","POS",2020-07-01,"No",,"003B000000IXi0NIAT","Data22 User22","NTO Insider","Data22 User22","Active","Individual",,"IndivAiK_028","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,3094,,3094,,,2021-11-01
,,"0lzB0000000XcW1IAK",,,"0lMB0000000RIFLMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Data22 User22","POS",2020-07-01,"No",,"003B000000IXi0NIAT","Data22 User22","NTO Insider","Data22 User22","Active","Individual",,"IndivAiK_028","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,14935,149.35,14935,,,2021-11-01
