"EffectiveDate","ExpirationDate","Id","LoyaltyMemberCurrency.LoyaltyProgramCurrency.NQP_Currency","LoyaltyMemberCurrency.LoyaltyProgramCurrency.QP_Currency","LoyaltyMemberCurrency.LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyMemberCurrency.LoyaltyProgramMember.MemberName","LoyaltyMemberCurrency.LoyaltyProgramMember.MemberType","LoyaltyMemberTier.LoyaltyTier.LoyaltyTierGroup.Name","LoyaltyMemberTier.LoyaltyTier.Name","LoyaltyProgramMemberId","PromotionId","Status","TransactionJournalId","UseDate","VoucherDefinition.CostPerVoucher","VoucherDefinition.EffectiveDate","VoucherDefinition.ExpirationDate","VoucherDefinition.Type","VoucherDefinitionId","LastProcessedDate"
2020-08-30,2021-08-29,"0kDB0000000CaTBMA0","Points","Number of Transactions","NTO Insider","Q4Data78 Trail78","Individual","Lifetime","Premium","0lMB0000000RIJmMAO","0c8B0000000GpaJIAS","Redeemed","0lVB0000000VSETMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTCMA0","Points","Number of Transactions","NTO Insider","Q4Data77 Trail77","Individual","Lifetime","Premium","0lMB0000000RIJlMAO","0c8B0000000GpaIIAS","Redeemed","0lVB0000000VSESMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTDMA0","Points","Number of Transactions","NTO Insider","Q4Data76 Trail76","Individual","Lifetime","Premium","0lMB0000000RIJkMAO","0c8B0000000GpaHIAS","Redeemed","0lVB0000000VSERMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTEMA0","Points","Number of Transactions","NTO Insider","Q4Data75 Trail75","Individual","Lifetime","Premium","0lMB0000000RIJCMA4","0c8B0000000GpaGIAS","Redeemed","0lVB0000000VSEQMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTFMA0","Points","Number of Transactions","NTO Insider","Q4Data74 Trail74","Individual","Lifetime","Premium","0lMB0000000RIJBMA4","0c8B0000000GpaFIAS","Redeemed","0lVB0000000VSEPMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTGMA0","Points","Number of Transactions","NTO Insider","Q4Data73 Trail73","Individual","Lifetime","Premium","0lMB0000000RIJAMA4","0c8B0000000GpaEIAS","Redeemed","0lVB0000000VSEOMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTHMA0","Points","Number of Transactions","NTO Insider","Q4Data72 Trail72","Individual","Lifetime","Premium","0lMB0000000RIJ9MAO","0c8B0000000GpaDIAS","Redeemed","0lVB0000000VSENMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTIMA0","Points","Number of Transactions","NTO Insider","Q4Data71 Trail71","Individual","Lifetime","Premium","0lMB0000000RIJ8MAO","0c8B0000000GpaCIAS","Redeemed","0lVB0000000VSEMMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTJMA0","Points","Number of Transactions","NTO Insider","Q4Data195 Trail195","Individual","Lifetime","Premium","0lMB0000000RIJ7MAO","0c8B0000000GpaBIAS","Redeemed","0lVB0000000VSELMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTKMA0","Points","Number of Transactions","NTO Insider","Q4Data194 Trail194","Individual","Lifetime","Premium","0lMB0000000RIJ6MAO","0c8B0000000GpaAIAS","Redeemed","0lVB0000000VSEKMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTLMA0","Points","Number of Transactions","NTO Insider","Q4Data193 Trail193","Individual","Lifetime","Premium","0lMB0000000RIIMMA4","0c8B0000000Gpa9IAC","Redeemed","0lVB0000000VSEJMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-08-30,2021-08-29,"0kDB0000000CaTMMA0","Points","Number of Transactions","NTO Insider","Q4Data192 Trail192","Individual","Lifetime","Premium","0lMB0000000RIILMA4","0c8B0000000Gpa8IAC","Redeemed","0lVB0000000VSEIMA4",2021-05-18,15,2020-08-30,,"FixedValue","2XaB0000000KyjcKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTNMA0","Points","Number of Transactions","NTO Insider","Q4Data58 Trail58","Individual","Lifetime","Elite","0lMB0000000RIKwMAO","0c8B0000000Gpa7IAC","Redeemed","0lVB0000000VSF0MAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTOMA0","Points","Number of Transactions","NTO Insider","Q4Data57 Trail57","Individual","Lifetime","Premium","0lMB0000000RIKvMAO","0c8B0000000GpaQIAS","Redeemed","0lVB0000000VSEzMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTPMA0","Points","Number of Transactions","NTO Insider","Q4Data56 Trail56","Individual","Lifetime","Premium","0lMB0000000RIKuMAO","0c8B0000000GpaPIAS","Redeemed","0lVB0000000VSEyMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTQMA0","Points","Number of Transactions","NTO Insider","Q4Data55 Trail55","Individual","Lifetime","Premium","0lMB0000000RIKtMAO","0c8B0000000GpaOIAS","Redeemed","0lVB0000000VSExMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTRMA0","Points","Number of Transactions","NTO Insider","Q4Data54 Trail54","Individual","Lifetime","Premium","0lMB0000000RIKsMAO","0c8B0000000GpaNIAS","Redeemed","0lVB0000000VSEwMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTSMA0","Points","Number of Transactions","NTO Insider","Q4Data53 Trail53","Individual","Lifetime","Premium","0lMB0000000RIKrMAO","0c8B0000000GpaMIAS","Redeemed","0lVB0000000VSEvMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTTMA0","Points","Number of Transactions","NTO Insider","Q4Data52 Trail52","Individual","Lifetime","Premium","0lMB0000000RIKqMAO","0c8B0000000GpaLIAS","Redeemed","0lVB0000000VSEuMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTUMA0","Points","Number of Transactions","NTO Insider","Q4Data51 Trail51","Individual","Lifetime","Premium","0lMB0000000RIKpMAO","0c8B0000000GpaKIAS","Redeemed","0lVB0000000VSEtMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTVMA0","Points","Number of Transactions","NTO Insider","Q4Data50 Trail50","Individual","Lifetime","Premium","0lMB0000000RIKoMAO","0c8B0000000GpaJIAS","Redeemed","0lVB0000000VSEsMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTWMA0","Points","Number of Transactions","NTO Insider","Q4Data49 Trail49","Individual","Lifetime","Premium","0lMB0000000RIKnMAO","0c8B0000000GpaIIAS","Redeemed","0lVB0000000VSErMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTXMA0","Points","Number of Transactions","NTO Insider","Q4Data48 Trail48","Individual","Lifetime","Ambassador","0lMB0000000RIKmMAO","0c8B0000000GpaHIAS","Redeemed","0lVB0000000VSEqMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTYMA0","Points","Number of Transactions","NTO Insider","Perf user1","Individual","Lifetime","Premium","0lMB0000000RIKlMAO","0c8B0000000GpaGIAS","Redeemed","0lVB0000000VSEpMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTZMA0","Points","Number of Transactions","NTO Insider","Q4Data117 Trail117","Individual","Lifetime","Premium","0lMB0000000RIK7MAO","0c8B0000000GpaFIAS","Redeemed","0lVB0000000VSEoMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTaMAK","Points","Number of Transactions","NTO Insider","Q4Data116 Trail116","Individual","Lifetime","Premium","0lMB0000000RIK6MAO","0c8B0000000GpaEIAS","Redeemed","0lVB0000000VSEnMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTbMAK","Points","Number of Transactions","NTO Insider","Q4Data115 Trail115","Individual","Lifetime","Premium","0lMB0000000RIK5MAO","0c8B0000000GpaDIAS","Redeemed","0lVB0000000VSEmMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTcMAK","Points","Number of Transactions","NTO Insider","Q4Data114 Trail114","Individual","Lifetime","Premium","0lMB0000000RIK4MAO","0c8B0000000GpaCIAS","Redeemed","0lVB0000000VSElMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTdMAK","Points","Number of Transactions","NTO Insider","Q4Data113 Trail113","Individual","Lifetime","Premium","0lMB0000000RIK3MAO","0c8B0000000GpaBIAS","Redeemed","0lVB0000000VSEkMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTeMAK","Points","Number of Transactions","NTO Insider","Q4Data112 Trail112","Individual","Lifetime","Premium","0lMB0000000RIK2MAO","0c8B0000000GpaAIAS","Redeemed","0lVB0000000VSEjMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTfMAK","Points","Number of Transactions","NTO Insider","Q4Data111 Trail111","Individual","Lifetime","Premium","0lMB0000000RIK1MAO","0c8B0000000Gpa9IAC","Redeemed","0lVB0000000VSEiMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-09-29,2021-09-28,"0kDB0000000CaTgMAK","Points","Number of Transactions","NTO Insider","Q4Data110 Trail110","Individual","Lifetime","Premium","0lMB0000000RIK0MAO","0c8B0000000Gpa8IAC","Redeemed","0lVB0000000VSEhMAO",2021-05-18,20,2020-09-29,,"FixedValue","2XaB0000000KyjdKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaThMAK","Points","Number of Transactions","NTO Insider","Data16 User16","Individual","Lifetime","Elite","0lMB0000000RILEMA4","0c8B0000000Gpa7IAC","Redeemed","0lVB0000000VSFIMA4",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTiMAK","Points","Number of Transactions","NTO Insider","Marc16 Tom16","Individual","Lifetime","Premium","0lMB0000000RILDMA4","0c8B0000000GpaOIAS","Redeemed","0lVB0000000VSFHMA4",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTjMAK","Points","Number of Transactions","NTO Insider","User15 Q4DataUser15","Individual","Lifetime","Premium","0lMB0000000RILCMA4","0c8B0000000GpaNIAS","Redeemed","0lVB0000000VSFGMA4",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTkMAK","Points","Number of Transactions","NTO Insider","Data15 User15","Individual","Lifetime","Premium","0lMB0000000RILBMA4","0c8B0000000GpaMIAS","Redeemed","0lVB0000000VSFFMA4",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTlMAK","Points","Number of Transactions","NTO Insider","User14 Q4DataUser14","Individual","Lifetime","Premium","0lMB0000000RILAMA4","0c8B0000000GpaLIAS","Redeemed","0lVB0000000VSFEMA4",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTmMAK","Points","Number of Transactions","NTO Insider","Data14 User14","Individual","Lifetime","Premium","0lMB0000000RIL9MAO","0c8B0000000GpaKIAS","Redeemed","0lVB0000000VSFDMA4",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTnMAK","Points","Number of Transactions","NTO Insider","Marc14 Tom14","Individual","Lifetime","Premium","0lMB0000000RIL8MAO","0c8B0000000GpaJIAS","Redeemed","0lVB0000000VSFCMA4",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaToMAK","Points","Number of Transactions","NTO Insider","Q4Data69 Trail69","Individual","Lifetime","Elite","0lMB0000000RIL7MAO","0c8B0000000GpaIIAS","Redeemed","0lVB0000000VSFBMA4",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTpMAK","Points","Number of Transactions","NTO Insider","Q4Data68 Trail68","Individual","Lifetime","Premium","0lMB0000000RIL6MAO","0c8B0000000GpaHIAS","Redeemed","0lVB0000000VSFAMA4",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTqMAK","Points","Number of Transactions","NTO Insider","Q4Data67 Trail67","Individual","Lifetime","Premium","0lMB0000000RIL5MAO","0c8B0000000GpaGIAS","Redeemed","0lVB0000000VSF9MAO",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTrMAK","Points","Number of Transactions","NTO Insider","Q4Data66 Trail66","Individual","Lifetime","Premium","0lMB0000000RIL4MAO","0c8B0000000GpaFIAS","Redeemed","0lVB0000000VSF8MAO",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTsMAK","Points","Number of Transactions","NTO Insider","Q4Data65 Trail65","Individual","Lifetime","Premium","0lMB0000000RIL3MAO","0c8B0000000GpaEIAS","Redeemed","0lVB0000000VSF7MAO",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTtMAK","Points","Number of Transactions","NTO Insider","Q4Data64 Trail64","Individual","Lifetime","Premium","0lMB0000000RIL2MAO","0c8B0000000GpaDIAS","Redeemed","0lVB0000000VSF6MAO",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTuMAK","Points","Number of Transactions","NTO Insider","Q4Data63 Trail63","Individual","Lifetime","Premium","0lMB0000000RIL1MAO","0c8B0000000GpaCIAS","Redeemed","0lVB0000000VSF5MAO",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTvMAK","Points","Number of Transactions","NTO Insider","Q4Data62 Trail62","Individual","Lifetime","Premium","0lMB0000000RIL0MAO","0c8B0000000GpaBIAS","Redeemed","0lVB0000000VSF4MAO",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTwMAK","Points","Number of Transactions","NTO Insider","Q4Data61 Trail61","Individual","Lifetime","Premium","0lMB0000000RIKzMAO","0c8B0000000GpaAIAS","Redeemed","0lVB0000000VSF3MAO",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTxMAK","Points","Number of Transactions","NTO Insider","Q4Data60 Trail60","Individual","Lifetime","Premium","0lMB0000000RIKyMAO","0c8B0000000Gpa9IAC","Redeemed","0lVB0000000VSF2MAO",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-10-29,2021-10-28,"0kDB0000000CaTyMAK","Points","Number of Transactions","NTO Insider","Q4Data59 Trail59","Individual","Lifetime","Premium","0lMB0000000RIKxMAO","0c8B0000000Gpa8IAC","Redeemed","0lVB0000000VSF1MAO",2021-05-18,25,2020-10-29,,"FixedValue","2XaB0000000KyjeKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaTzMAK","Points","Number of Transactions","NTO Insider","Q4Data94 Trail94","Individual","Lifetime","Premium","0lMB0000000RILjMAO","0c8B0000000Gpa7IAC","Redeemed","0lVB0000000VSFnMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU0MAK","Points","Number of Transactions","NTO Insider","Q4Data200 Trail200","Individual","Lifetime","Premium","0lMB0000000RILiMAO","0c8B0000000GpaVIAS","Redeemed","0lVB0000000VSFmMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU1MAK","Points","Number of Transactions","NTO Insider","Q4Data199 Trail199","Individual","Lifetime","Premium","0lMB0000000RILhMAO","0c8B0000000GpaUIAS","Redeemed","0lVB0000000VSFlMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU2MAK","Points","Number of Transactions","NTO Insider","Q4Data198 Trail198","Individual","Lifetime","Premium","0lMB0000000RILgMAO","0c8B0000000GpaTIAS","Redeemed","0lVB0000000VSFkMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU3MAK","Points","Number of Transactions","NTO Insider","Q4Data197 Trail197","Individual","Lifetime","Premium","0lMB0000000RILfMAO","0c8B0000000GpaSIAS","Redeemed","0lVB0000000VSFjMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU4MAK","Points","Number of Transactions","NTO Insider","Q4Data196 Trail196","Individual","Lifetime","Premium","0lMB0000000RILeMAO","0c8B0000000GpaRIAS","Redeemed","0lVB0000000VSFiMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU5MAK","Points","Number of Transactions","NTO Insider","Q4Data93 Trail93","Individual","Lifetime","Premium","0lMB0000000RILdMAO","0c8B0000000GpaQIAS","Redeemed","0lVB0000000VSFhMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU6MAK","Points","Number of Transactions","NTO Insider","Q4Data92 Trail92","Individual","Lifetime","Premium","0lMB0000000RILcMAO","0c8B0000000GpaPIAS","Redeemed","0lVB0000000VSFgMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU7MAK","Points","Number of Transactions","NTO Insider","Q4Data91 Trail91","Individual","Lifetime","Premium","0lMB0000000RILbMAO","0c8B0000000GpaOIAS","Redeemed","0lVB0000000VSFfMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU8MAK","Points","Number of Transactions","NTO Insider","Q4Data90 Trail90","Individual","Lifetime","Premium","0lMB0000000RILaMAO","0c8B0000000GpaNIAS","Redeemed","0lVB0000000VSFeMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaU9MAK","Points","Number of Transactions","NTO Insider","Q4Data191 Trail191","Individual","Lifetime","Premium","0lMB0000000RILZMA4","0c8B0000000GpaMIAS","Redeemed","0lVB0000000VSFdMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUAMA0","Points","Number of Transactions","NTO Insider","Q4Data190 Trail190","Individual","Lifetime","Premium","0lMB0000000RILYMA4","0c8B0000000GpaLIAS","Redeemed","0lVB0000000VSFcMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUBMA0","Points","Number of Transactions","NTO Insider","Q4Data189 Trail189","Individual","Lifetime","Premium","0lMB0000000RILXMA4","0c8B0000000GpaKIAS","Redeemed","0lVB0000000VSFbMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUCMA0","Points","Number of Transactions","NTO Insider","Q4Data188 Trail188","Individual","Lifetime","Premium","0lMB0000000RILWMA4","0c8B0000000GpaJIAS","Redeemed","0lVB0000000VSFaMAO",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUDMA0","Points","Number of Transactions","NTO Insider","Q4Data187 Trail187","Individual","Lifetime","Premium","0lMB0000000RILVMA4","0c8B0000000GpaIIAS","Redeemed","0lVB0000000VSFZMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUEMA0","Points","Number of Transactions","NTO Insider","Q4Data186 Trail186","Individual","Lifetime","Premium","0lMB0000000RILUMA4","0c8B0000000GpaHIAS","Redeemed","0lVB0000000VSFYMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUFMA0","Points","Number of Transactions","NTO Insider","Q4Data185 Trail185","Individual","Lifetime","Premium","0lMB0000000RILTMA4","0c8B0000000GpaGIAS","Redeemed","0lVB0000000VSFXMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUGMA0","Points","Number of Transactions","NTO Insider","Q4Data184 Trail184","Individual","Lifetime","Premium","0lMB0000000RILSMA4","0c8B0000000GpaFIAS","Redeemed","0lVB0000000VSFWMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUHMA0","Points","Number of Transactions","NTO Insider","Q4Data183 Trail183","Individual","Lifetime","Premium","0lMB0000000RILRMA4","0c8B0000000GpaEIAS","Redeemed","0lVB0000000VSFVMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUIMA0","Points","Number of Transactions","NTO Insider","Q4Data182 Trail182","Individual","Lifetime","Premium","0lMB0000000RILQMA4","0c8B0000000GpaDIAS","Redeemed","0lVB0000000VSFUMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUJMA0","Points","Number of Transactions","NTO Insider","Q4Data181 Trail181","Individual","Lifetime","Premium","0lMB0000000RILPMA4","0c8B0000000GpaCIAS","Redeemed","0lVB0000000VSFTMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUKMA0","Points","Number of Transactions","NTO Insider","Q4Data180 Trail180","Individual","Lifetime","Premium","0lMB0000000RILOMA4","0c8B0000000GpaBIAS","Redeemed","0lVB0000000VSFSMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaULMA0","Points","Number of Transactions","NTO Insider","Q4Data179 Trail179","Individual","Lifetime","Premium","0lMB0000000RILNMA4","0c8B0000000GpaAIAS","Redeemed","0lVB0000000VSFRMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUMMA0","Points","Number of Transactions","NTO Insider","Q4Data178 Trail178","Individual","Lifetime","Premium","0lMB0000000RILMMA4","0c8B0000000Gpa9IAC","Redeemed","0lVB0000000VSFQMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUNMA0","Points","Number of Transactions","NTO Insider","Q4Data177 Trail177","Individual","Lifetime","Premium","0lMB0000000RILLMA4","0c8B0000000Gpa8IAC","Redeemed","0lVB0000000VSFPMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUOMA0","Points","Number of Transactions","NTO Insider","Q4Data176 Trail176","Individual","Lifetime","Premium","0lMB0000000RILKMA4","0c8B0000000GpaWIAS","Redeemed","0lVB0000000VSFOMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUPMA0","Points","Number of Transactions","NTO Insider","Q4Data175 Trail175","Individual","Lifetime","Premium","0lMB0000000RILJMA4","0c8B0000000GpaqIAC","Redeemed","0lVB0000000VSFNMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUQMA0","Points","Number of Transactions","NTO Insider","Q4Data174 Trail174","Individual","Lifetime","Premium","0lMB0000000RILIMA4","0c8B0000000GparIAC","Redeemed","0lVB0000000VSFMMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaURMA0","Points","Number of Transactions","NTO Insider","Q4Data173 Trail173","Individual","Lifetime","Premium","0lMB0000000RILHMA4","0c8B0000000GpasIAC","Redeemed","0lVB0000000VSFLMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-11-28,2021-11-27,"0kDB0000000CaUSMA0","Points","Number of Transactions","NTO Insider","Q4Data70 Trail70","Individual","Lifetime","Premium","0lMB0000000RILGMA4","0c8B0000000GpatIAC","Redeemed","0lVB0000000VSFKMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
