"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Promoter","18-25","Lanna","Florida","Website","Onboarding","Female","Frickey",1,2,2,21
"Detractor","36-50","Gerry","Texas","Website","Onboarding","NA","Craft",1,4,2,44
"Passive","NA","Dorrie","South Carolina","Website","Onboarding","Male","Larive",1,5,2,20
"Promoter","0-17","Rolfe","Colorado","Website","Onboarding","NA","Savery",1,1,2,10
"Detractor","26-35","Barty","Minnesota","Website","Onboarding","Female","Vaszoly",1,3,2,35
"Promoter","36-50","Theodore","Ohio","Website","Onboarding","NA","Quarterman",1,4,2,48
"Detractor","18-25","Ashli","Colorado","Website","Onboarding","Female","Ashlee",1,2,2,19
"Passive","18-25","Marlow","California","Website","Onboarding","Male","O'Leagham",1,2,2,20
"Passive","18-25","Allsun","Arizona","Website","Onboarding","Female","Boggs",1,2,2,20
"Promoter","18-25","Ingra","Texas","Website","Onboarding","Male","De'Ath",1,2,2,20
"Detractor","18-25","Mal","Oklahoma","Website","Onboarding","NA","Graeser",1,2,2,23
"Passive","0-17","Cherise","Connecticut","Website","Onboarding","NA","Bertie",1,1,2,10
"Promoter","36-50","Verla","Alabama","Website","Onboarding","Female","Nalder",1,4,2,47
"Detractor","0-17","Berke","Florida","Website","Onboarding","Male","Janjic",1,1,2,11
"Passive","0-17","Cole","Rhode Island","Website","Onboarding","NA","Harland",1,1,2,10
"Detractor","36-50","Wilbur","Georgia","Website","Onboarding","Male","Worsham",1,4,2,49
"Promoter","26-35","Lotta","Texas","Website","Onboarding","Female","Beldan",1,3,2,28
"Detractor","18-25","Michale","Colorado","Website","Onboarding","NA","Musterd",1,2,2,22
"Passive","18-25","Bren","Texas","Website","Onboarding","Male","Tape",1,2,2,21
"Promoter","26-35","Craggy","North Carolina","Website","Onboarding","Female","McAnellye",1,3,2,35
"Detractor","26-35","Bunny","California","Website","Onboarding","NA","Thredder",1,3,2,35
"Passive","26-35","Mannie","New York","Website","Onboarding","Male","Kubat",1,3,2,29
"Detractor","26-35","Mair","Oklahoma","Website","Onboarding","Female","Barbara",1,3,2,28
"Promoter","18-25","Price","Ohio","Website","Onboarding","Male","Pollard",1,2,2,24
"Passive","36-50","Caritta","Michigan","Website","Onboarding","NA","Delgadillo",1,4,2,43
"Promoter","36-50","Lawry","Utah","Website","Onboarding","Female","Bromfield",1,4,2,38
"Detractor","26-35","Aidan","Missouri","Website","Onboarding","Female","Speke",1,3,2,32
"Detractor","36-50","Sutherland","North Carolina","Website","Onboarding","Male","Giannini",1,4,2,46
"Promoter","26-35","Helga","Michigan","Website","Onboarding","NA","Yonge",1,3,2,31
"Passive","36-50","Dallas","Nevada","Website","Onboarding","Male","Neath",1,4,2,49
"Detractor","18-25","Alejandrina","Missouri","Website","Onboarding","Female","Rubberts",1,2,2,25
"Passive","18-25","Swen","Florida","Website","Onboarding","NA","Coggen",1,2,2,25
"Detractor","36-50","Meade","Indiana","Website","Onboarding","Female","Nicholls",1,4,2,38
"Promoter","36-50","Keene","Ohio","App","Onboarding","Male","Mellonby",2,4,2,37
"Passive","26-35","Con","Virginia","App","Onboarding","NA","Devil",2,3,2,30
"Detractor","26-35","Maxie","New Jersey","App","Onboarding","Female","Westwood",2,3,2,31
"Promoter","26-35","Magda","Illinois","App","Onboarding","Male","Vann",2,3,2,31
"Detractor","18-25","Sara","Delaware","App","Onboarding","NA","Anstee",2,2,2,18
"Promoter","NA","Florinda","Massachusetts","App","Onboarding","Male","Gerrelts",2,5,2,27
"Passive","NA","Melonie","New York","App","Onboarding","NA","Wapplington",2,5,2,33
"Passive","0-17","Renado","Oklahoma","App","Onboarding","Female","Sellstrom",2,1,2,10
"Detractor","26-35","Frederick","California","App","Onboarding","NA","Baroux",2,3,2,32
"Detractor","26-35","Reggis","Texas","App","Onboarding","Female","Tomkies",2,3,2,32
"Promoter","26-35","Mohandis","Arizona","App","Onboarding","Male","Cressey",2,3,2,30
"Passive","18-25","Jennica","New York","App","Onboarding","Male","Fend",2,2,2,24
"Detractor","18-25","Eddy","California","App","Onboarding","Female","Baudin",2,2,2,21
"Promoter","18-25","Laural","Florida","App","Onboarding","NA","Mealing",2,2,2,18
"Passive","36-50","Natasha","Indiana","App","Onboarding","NA","Eddis",2,4,2,45
"Promoter","0-17","Alfy","New York","App","Onboarding","Male","Willoughby",2,1,2,16
"Detractor","36-50","Yoshi","Ohio","App","Onboarding","Female","Chitty",2,4,2,50
"Passive","18-25","Stevie","Arkansas","App","Onboarding","Male","Stratten",2,2,2,24
"Detractor","26-35","Thomasa","Arkansas","App","Onboarding","NA","Rosson",2,3,2,27
"Promoter","18-25","Dukey","Florida","App","Onboarding","Female","Coie",2,2,2,19
"Detractor","26-35","Mercie","Colorado","App","Onboarding","NA","Heak",2,3,2,26
"Passive","18-25","Margot","New Jersey","App","Onboarding","Male","Poles",2,2,2,20
"Detractor","18-25","Kizzee","Pennsylvania","App","Onboarding","Female","Avramchik",2,2,2,19
"Passive","0-17","Abey","Florida","App","Onboarding","NA","Leadbeatter",2,1,2,12
"Promoter","26-35","Roby","New Mexico","App","Onboarding","Male","Shilburne",2,3,2,27
"Detractor","26-35","Alex","Indiana","App","Onboarding","Female","De Dantesie",2,3,2,28
"Promoter","36-50","Polly","Florida","App","Onboarding","NA","Squibb",2,4,2,38
"Detractor","0-17","Beilul","Connecticut","App","Onboarding","Male","Blackburne",2,1,2,13
"Passive","NA","Zedekiah","Tennessee","App","Onboarding","Female","Luttgert",2,5,2,20
"Promoter","36-50","Benji","Texas","App","Onboarding","Male","Seggie",2,4,2,44
"Passive","26-35","Jacky","Tennessee","App","Onboarding","NA","Lundberg",2,3,2,30
"Detractor","26-35","Alphonse","Georgia","App","Onboarding","Female","Sedgefield",2,3,2,31
"Promoter","18-25","Henrieta","Alabama","App","Onboarding","Female","Brettor",2,2,2,19
"Detractor","NA","Kevon","California","App","Onboarding","NA","Cavanagh",2,5,2,10
"Passive","18-25","Truda","Alabama","App","Onboarding","Male","Hincham",2,2,2,25
"Detractor","18-25","Hewet","New York","App","Onboarding","NA","Espasa",2,2,2,22
"Passive","36-50","Grete","California","App","Onboarding","Male","Walby",2,4,2,37
"Promoter","26-35","Halsey","Georgia","App","Onboarding","Female","Sydenham",2,3,2,29
"Detractor","36-50","Jens","Texas","App","Onboarding","NA","Amberger",2,4,2,41
"Passive","26-35","Nicolea","Washington","App","Onboarding","Female","Mortell",2,3,2,30
"Promoter","18-25","Win","Texas","App","Onboarding","Male","Connerly",2,2,2,24
"Detractor","18-25","Margo","Virginia","App","Onboarding","Female","Atty",2,2,2,18
"Passive","18-25","Gunilla","Maryland","App","Onboarding","NA","Autie",2,2,2,22
"Promoter","36-50","Carl","Iowa","App","Onboarding","Male","Spurr",2,4,2,48
"Detractor","26-35","Dolf","Virginia","App","Onboarding","NA","Malimoe",2,3,2,27
"Promoter","36-50","Ailyn","Iowa","App","Onboarding","Male","Cazin",2,4,2,47
"Detractor","26-35","Caye","Louisiana","App","Onboarding","Female","Wentworth",2,3,2,28
"Passive","36-50","Cynthy","Georgia","App","Onboarding","Male","Emanulsson",2,4,2,43
"Detractor","26-35","Erv","Connecticut","App","Onboarding","NA","De Bischof",2,3,2,35
"Promoter","26-35","Brewer","Virginia","App","Onboarding","Female","Fiddler",2,3,2,31
"Passive","NA","Nannette","California","App","Onboarding","NA","Kenningham",2,5,2,64
"Detractor","36-50","Pietra","Alaska","App","Onboarding","Female","Rostern",2,4,2,47
"Promoter","0-17","Susi","Illinois","App","Onboarding","Male","Battin",2,1,2,16
"Passive","18-25","Akim","New York","App","Onboarding","Female","Badgers",2,2,2,20
"Detractor","18-25","Nikita","Texas","App","Onboarding","Male","Picardo",2,2,2,20
"Passive","0-17","Johann","District of Columbia","App","Onboarding","NA","Ritch",2,1,2,10
"Promoter","NA","Yale","California","App","Onboarding","Male","Pagon",2,5,2,23
"Detractor","36-50","Annette","Indiana","App","Onboarding","NA","O'Cahsedy",2,4,2,50
"Passive","18-25","Amerigo","California","App","Onboarding","Female","Greste",2,2,2,18
"Promoter","18-25","Domeniga","Texas","App","Onboarding","Male","Butfield",2,2,2,22
"Detractor","26-35","Petr","Texas","App","Onboarding","NA","Ciementini",2,3,2,28
"Detractor","26-35","Aaron","Florida","App","Onboarding","Female","Plowes",2,3,2,32
"Passive","26-35","Michaelina","Wisconsin","App","Onboarding","Female","Ladbrooke",2,3,2,35
"Promoter","36-50","Almeta","Texas","App","Onboarding","Male","Groomebridge",2,4,2,36
"Detractor","18-25","Inez","Massachusetts","App","Onboarding","NA","Skepper",2,2,2,20
"Promoter","26-35","Sayres","Kentucky","App","Onboarding","Male","Brussels",2,3,2,34
"Detractor","36-50","Waldo","Virginia","App","Onboarding","NA","Dawidowsky",2,4,2,43
"Passive","36-50","Concordia","Indiana","App","Onboarding","Female","Wedmore.",2,4,2,37
"Passive","0-17","Karel","Arizona","App","Onboarding","Male","Ealles",2,1,2,13
"Promoter","36-50","Mellisent","District of Columbia","App","Onboarding","NA","Morigan",2,4,2,43
"Detractor","18-25","Lorrie","Texas","App","Onboarding","Female","Coning",2,2,2,24
"Detractor","0-17","Ingra","Alabama","App","Onboarding","Male","Dowears",2,1,2,14
"Passive","18-25","Cherrita","New York","App","Onboarding","Female","Spatoni",2,2,2,23
"Promoter","18-25","Tawsha","Indiana","App","Onboarding","NA","Milroy",2,2,2,21
"Passive","26-35","Grantley","California","App","Onboarding","Male","Connors",2,3,2,26
"Promoter","26-35","Ezra","Florida","App","Onboarding","NA","Hollingshead",2,3,2,27
"Detractor","26-35","Maggee","Connecticut","App","Onboarding","Female","Livingstone",2,3,2,28
"Detractor","26-35","Francklin","New York","App","Onboarding","Female","Kayes",2,3,2,35
"Passive","18-25","Simonne","California","App","Onboarding","Male","Downham",2,2,2,19
"Detractor","36-50","Phillipp","Georgia","App","Onboarding","NA","Acland",2,4,2,44
"Promoter","18-25","Conny","Florida","App","Onboarding","Female","Hanna",2,2,2,22
"Passive","0-17","Dottie","Pennsylvania","App","Onboarding","NA","Mepsted",2,1,2,10
"Promoter","36-50","Eveleen","Missouri","App","Onboarding","Male","Fulks",2,4,2,36
"Detractor","26-35","Valentino","Virginia","App","Onboarding","Female","Koopman",2,3,2,33
"Detractor","26-35","Rowan","South Carolina","App","Onboarding","Male","Argo",2,3,2,29
"Passive","36-50","Ab","Minnesota","App","Onboarding","NA","Bracey",2,4,2,38
"Promoter","18-25","Abie","New York","App","Onboarding","Male","Thwaites",2,2,2,25
"Detractor","18-25","Winifield","Colorado","App","Onboarding","NA","Romke",2,2,2,22
"Passive","18-25","Yule","Texas","App","Onboarding","Female","Davidof",2,2,2,22
"Promoter","26-35","Alexine","New Mexico","App","Onboarding","NA","Girdlestone",2,3,2,33
"Detractor","26-35","Jerry","New York","App","Onboarding","Male","Po",2,3,2,32
"Passive","36-50","Arlinda","Missouri","App","Onboarding","Female","Maginn",2,4,2,50
"Detractor","36-50","Adria","Georgia","App","Onboarding","NA","Beddis",2,4,2,44
"Promoter","0-17","Jaimie","Tennessee","App","Onboarding","Female","MacKaig",2,1,2,16
"Passive","26-35","Geoffry","California","App","Onboarding","Male","Pressnell",2,3,2,31
"Detractor","18-25","Rhys","California","App","Onboarding","NA","Whitefoot",2,2,2,18
"Promoter","36-50","Timmi","Indiana","App","Onboarding","Female","Rodenburg",2,4,2,44
"Passive","18-25","Kyle","Louisiana","App","Onboarding","Male","Datte",2,2,2,18
"Detractor","26-35","Ernaline","California","App","Onboarding","Male","Jeandet",2,3,2,29
"Promoter","NA","Sholom","Texas","App","Onboarding","Female","Feronet",2,5,2,80
"Detractor","18-25","Delmar","Mississippi","App","Onboarding","NA","Neligan",2,2,2,25
"Passive","NA","Tuck","Illinois","App","Onboarding","Female","Romain",2,5,2,10
"Promoter","18-25","Wilie","North Carolina","App","Onboarding","NA","Dutteridge",2,2,2,21
"Detractor","26-35","Tucky","Wisconsin","App","Onboarding","Male","Spurritt",2,3,2,30
"Passive","NA","Yoko","Kansas","App","Onboarding","NA","Osgar",2,5,2,76
"Detractor","26-35","Stanfield","Iowa","App","Onboarding","Female","Emmanuele",2,3,2,30
"Promoter","26-35","Sherlock","Virginia","App","Onboarding","Male","Henric",2,3,2,33
"Passive","26-35","Yvon","Utah","App","Onboarding","NA","Pullinger",2,3,2,33
"Detractor","36-50","Ronnie","California","App","Onboarding","Male","Sambell",2,4,2,39
"Promoter","36-50","Farrel","Georgia","App","Onboarding","Female","Guy",2,4,2,46
"Detractor","26-35","Maddie","Indiana","App","Onboarding","Male","Le Moucheux",2,3,2,33
"Passive","36-50","Gusty","Nebraska","App","Onboarding","Female","Wickman",2,4,2,44
"Promoter","18-25","Miquela","Missouri","App","Onboarding","NA","Rattry",2,2,2,20
"Detractor","18-25","Florinda","West Virginia","App","Onboarding","NA","Wike",2,2,2,21
"Passive","18-25","Casey","Massachusetts","App","Onboarding","Male","Klejna",2,2,2,20
"Detractor","0-17","Orland","New York","App","Onboarding","Female","Rothert",2,1,2,10
"Promoter","36-50","Charles","Louisiana","App","Onboarding","NA","Allan",2,4,2,45
"Passive","18-25","Gilemette","Alabama","App","Onboarding","Male","McPeake",2,2,2,22
"Promoter","26-35","Lelia","Idaho","App","Onboarding","Female","Moyse",2,3,2,32
"Passive","0-17","Frannie","Alabama","App","Onboarding","NA","Cathcart",2,1,2,10
"Detractor","18-25","Marian","Texas","App","Onboarding","Female","Hynard",2,2,2,23
"Detractor","26-35","Veronika","Louisiana","App","Onboarding","Male","Rookwell",2,3,2,27
"Promoter","18-25","Dalia","California","App","Onboarding","Female","Craythorne",2,2,2,19
"Detractor","26-35","Ira","Michigan","App","Onboarding","Male","Decaze",2,3,2,31
"Passive","36-50","Tom","Pennsylvania","App","Onboarding","NA","Duckhouse",2,4,2,41
"Promoter","36-50","Jean","New York","App","Onboarding","Male","Cottey",2,4,2,47
"Passive","18-25","Marilee","California","App","Onboarding","Female","Fawdry",2,2,2,20
"Detractor","36-50","Budd","New York","App","Onboarding","NA","Martyntsev",2,4,2,49
"Detractor","NA","Bar","Oklahoma","App","Onboarding","Male","Twiggs",2,5,2,28
"Passive","26-35","Barbara-anne","Texas","App","Onboarding","NA","Galero",2,3,2,35
"Promoter","0-17","Loise","Missouri","App","Onboarding","Female","Gillard",2,1,2,10
"Detractor","26-35","Bernelle","Texas","App","Onboarding","Female","Emmens",2,3,2,28
"Promoter","26-35","Georgianne","Texas","App","Onboarding","NA","Booty",2,3,2,26
"Passive","NA","Bernardine","Louisiana","App","Onboarding","Male","McCulloch",2,5,2,44
"Detractor","26-35","Cathrine","Maryland","App","Onboarding","Male","Druery",2,3,2,27
"Passive","0-17","Nikolos","Washington","App","Onboarding","Female","Nicholls",2,1,2,15
"Detractor","36-50","Jan","Michigan","App","Onboarding","NA","Catley",2,4,2,42
"Promoter","18-25","Orelee","Indiana","App","Onboarding","Female","Schwant",2,2,2,20
"Promoter","36-50","Aidan","California","App","Onboarding","NA","Paling",2,4,2,40
"Passive","36-50","Angy","Florida","App","Onboarding","Male","Minty",2,4,2,41
"Detractor","18-25","Natty","Ohio","App","Onboarding","NA","Daventry",2,2,2,18
"Detractor","18-25","Dahlia","California","App","Onboarding","Female","Elgar",2,2,2,20
"Promoter","26-35","Barbabas","Arkansas","App","Onboarding","Male","Collett",2,3,2,34
"Passive","0-17","Ginelle","Maryland","App","Onboarding","Female","Gallaccio",2,1,2,10
"Detractor","26-35","Grannie","Kentucky","App","Onboarding","NA","Hamblett",2,3,2,34
"Promoter","36-50","Elvyn","Texas","App","Onboarding","Male","Domokos",2,4,2,49
"Passive","18-25","Barthel","Iowa","App","Onboarding","NA","Berth",2,2,2,22
"Detractor","36-50","Amalita","Connecticut","App","Onboarding","Female","Tiuit",2,4,2,42
"Promoter","18-25","Gil","Pennsylvania","App","Onboarding","Male","Arend",2,2,2,23
"Detractor","18-25","Alidia","Arizona","App","Onboarding","Male","Tulloch",2,2,2,24
"Passive","26-35","Terri","New York","App","Onboarding","NA","Piperley",2,3,2,34
"Detractor","26-35","Bobby","Minnesota","App","Onboarding","Female","Paxforde",2,3,2,27
"Passive","18-25","Avigdor","California","App","Onboarding","Female","Robberecht",2,2,2,24
"Promoter","NA","Kimball","Indiana","App","Onboarding","NA","Stanman",2,5,2,69
"Detractor","18-25","Ellis","Washington","App","Onboarding","Male","Hemms",2,2,2,25
"Promoter","26-35","Zabrina","California","App","Onboarding","Male","Morin",2,3,2,27
"Passive","36-50","Meade","California","App","Onboarding","Female","MacAughtrie",2,4,2,43
"Detractor","26-35","Patience","California","App","Onboarding","NA","Tolman",2,3,2,27
"Passive","26-35","Peyter","New York","App","Onboarding","Female","Ridgley",2,3,2,33
"Detractor","26-35","Candie","Nevada","App","Onboarding","NA","O' Mahony",2,3,2,30
"Promoter","18-25","Shandie","Texas","App","Onboarding","Male","Bramont",2,2,2,22
"Passive","18-25","Marybelle","California","App","Onboarding","Female","Hallihane",2,2,2,23
"Detractor","26-35","Ilsa","Florida","App","Onboarding","NA","Shrubb",2,3,2,27
"Promoter","36-50","Pavia","Texas","App","Onboarding","Male","Keepence",2,4,2,42
"Passive","NA","Chloris","Nevada","App","Onboarding","Female","Follit",2,5,2,10
"Promoter","26-35","Jehu","Texas","App","Onboarding","NA","Efford",2,3,2,28
"Detractor","36-50","Jaye","Iowa","App","Onboarding","Male","Deble",2,4,2,49
"Detractor","0-17","Sonny","Michigan","App","Onboarding","NA","Wevell",2,1,2,10
"Promoter","36-50","Tarrance","North Carolina","App","Onboarding","Female","Meni",2,4,2,47
"Passive","0-17","Bond","Texas","App","Onboarding","Male","Laible",2,1,2,10
"Detractor","26-35","Tanny","Kentucky","App","Onboarding","Male","Cockin",2,3,2,31
"Passive","36-50","Collin","Georgia","App","Onboarding","NA","Longstaffe",2,4,2,37
"Promoter","0-17","Reidar","California","App","Onboarding","Female","Brougham",2,1,2,10
"Detractor","18-25","Pietrek","Mississippi","App","Onboarding","Male","Whitesel",2,2,2,21
"Passive","18-25","Sallyanne","West Virginia","App","Onboarding","Female","Depka",2,2,2,18
"Detractor","26-35","Kittie","Nebraska","App","Onboarding","NA","Brabham",2,3,2,32
"Promoter","36-50","Olga","Pennsylvania","App","Onboarding","Male","McParland",2,4,2,37
"Detractor","18-25","Julina","California","App","Onboarding","NA","Whate",2,2,2,19
"Promoter","26-35","Vivyanne","Texas","App","Onboarding","Female","De Cruz",2,3,2,35
"Passive","18-25","Charmane","California","App","Onboarding","NA","Gittus",2,2,2,20
"Passive","26-35","Clemmy","West Virginia","App","Onboarding","Female","Philippault",2,3,2,32
"Detractor","36-50","Sibel","Missouri","App","Onboarding","Male","Ccomini",2,4,2,50
"Detractor","26-35","Ethelred","District of Columbia","App","Onboarding","Male","Bendan",2,3,2,29
"Passive","NA","Walt","Texas","App","Onboarding","Female","Kepp",2,5,2,59
"Promoter","36-50","Lynett","Illinois","App","Onboarding","NA","Kleiner",2,4,2,48
"Promoter","18-25","Camala","New Jersey","App","Onboarding","NA","Ouver",2,2,2,23
"Detractor","18-25","Ertha","New Jersey","App","Onboarding","Female","Pywell",2,2,2,22
"Passive","36-50","Allayne","Florida","App","Onboarding","Male","Nunn",2,4,2,42
"Promoter","18-25","Otis","Illinois","App","Onboarding","NA","Soper",2,2,2,20
"Detractor","36-50","Candi","Georgia","App","Onboarding","Male","Rosenshine",2,4,2,44
"Passive","26-35","Briana","Massachusetts","App","Onboarding","Female","Twining",2,3,2,35
"Detractor","26-35","Perl","California","App","Onboarding","NA","Kenrack",2,3,2,28
"Promoter","36-50","Alanna","Nebraska","App","Onboarding","Male","Serotsky",2,4,2,44
"Passive","18-25","Jesse","New York","App","Onboarding","Female","Strognell",2,2,2,22
"Detractor","NA","Collen","Texas","App","Onboarding","Male","Iacapucci",2,5,2,67
"Promoter","26-35","Jesse","Indiana","App","Onboarding","NA","Duddle",2,3,2,30
"Detractor","26-35","Hermina","Kansas","App","Onboarding","Female","Keele",2,3,2,31
"Passive","0-17","Papagena","Texas","App","Onboarding","Female","Mowbury",2,1,2,15
"Detractor","18-25","Miles","New York","App","Onboarding","NA","Fasler",2,2,2,23
"Promoter","NA","Faye","Minnesota","App","Onboarding","Male","Lappin",2,5,2,10
"Passive","18-25","Emmi","Louisiana","App","Onboarding","Female","Bim",2,2,2,20
"Detractor","26-35","Cammy","Virginia","App","Onboarding","Male","McMeekan",2,3,2,33
"Promoter","18-25","Bram","Pennsylvania","App","Onboarding","NA","Bliben",2,2,2,21
"Passive","0-17","Elita","California","App","Onboarding","NA","Albery",2,1,2,10
"Detractor","18-25","Alford","Ohio","App","Onboarding","Male","Hawkings",2,2,2,18
"Promoter","36-50","Ronald","Indiana","App","Onboarding","Female","Belitz",2,4,2,37
"Detractor","0-17","Dottie","Louisiana","App","Onboarding","Female","Shellshear",2,1,2,16
"Passive","36-50","Cleopatra","New Jersey","App","Onboarding","NA","Meatyard",2,4,2,42
"Detractor","26-35","Huey","New York","App","Onboarding","Male","Menlow",2,3,2,35
"Passive","NA","Errol","District of Columbia","App","Onboarding","Female","Wix",2,5,2,14
"Promoter","26-35","Saxe","Florida","Call Center","Onboarding","Male","Le Brum",3,3,2,32
"Detractor","18-25","Gerome","Florida","Call Center","Onboarding","NA","Pitkaithly",3,2,2,23
"Passive","18-25","Wenonah","Ohio","Call Center","Onboarding","NA","Bockin",3,2,2,20
"Detractor","36-50","Rudolfo","Oklahoma","Call Center","Onboarding","Female","Trevain",3,4,2,42
"Promoter","0-17","Jody","Illinois","Call Center","Onboarding","Male","Goshawk",3,1,2,15
"Promoter","18-25","Paulo","Georgia","Call Center","Onboarding","Male","McElhargy",3,2,2,23
"Passive","18-25","Pancho","Massachusetts","Call Center","Onboarding","NA","Jepperson",3,2,2,19
"Detractor","36-50","Isobel","Hawaii","Call Center","Onboarding","Female","Malamore",3,4,2,49
"Promoter","26-35","Sophie","Michigan","Call Center","Onboarding","Male","Vaune",3,3,2,26
"Detractor","26-35","Flora","South Carolina","Call Center","Onboarding","Female","Daye",3,3,2,26
"Passive","26-35","Pasquale","Texas","Call Center","Onboarding","NA","Patrie",3,3,2,31
"Promoter","18-25","Xena","Florida","Call Center","Onboarding","Female","Ianizzi",3,2,2,18
"Passive","0-17","Nana","Texas","Call Center","Onboarding","NA","Fumagall",3,1,2,17
"Detractor","26-35","Ara","Michigan","Call Center","Onboarding","Male","Bellamy",3,3,2,26
"Detractor","26-35","Trumann","Iowa","Call Center","Onboarding","Male","Tuerena",3,3,2,30
"Passive","36-50","Jordon","Iowa","Call Center","Onboarding","Female","Broadway",3,4,2,36
"Detractor","26-35","Patsy","Maryland","Call Center","Onboarding","NA","Gionettitti",3,3,2,26
"Promoter","36-50","Danika","California","Call Center","Onboarding","Female","Acton",3,4,2,47
"Passive","26-35","Berti","Iowa","Call Center","Onboarding","Male","Pottage",3,3,2,27
"Detractor","18-25","Miguela","Illinois","Call Center","Onboarding","NA","Teggart",3,2,2,23
"Promoter","36-50","Huberto","Idaho","Call Center","Onboarding","Female","Nugent",3,4,2,45
"Promoter","36-50","Alaric","Arizona","Call Center","Onboarding","Male","Shacklady",3,4,2,45
"Passive","18-25","Carly","Arizona","Call Center","Onboarding","NA","Redsell",3,2,2,20
"Detractor","36-50","Lorianna","California","Call Center","Onboarding","Female","Tabert",3,4,2,44
"Detractor","18-25","Suzanna","Georgia","Call Center","Onboarding","NA","Ragot",3,2,2,25
"Promoter","26-35","Conrad","Missouri","Call Center","Onboarding","Male","Barrack",3,3,2,29
"Passive","36-50","Don","Indiana","Call Center","Onboarding","NA","Metterick",3,4,2,45
"Detractor","26-35","Vinny","Virginia","Call Center","Onboarding","Female","Varney",3,3,2,32
"Promoter","18-25","Patrice","North Carolina","Call Center","Onboarding","Male","Kearns",3,2,2,19
"Passive","18-25","Cash","Illinois","Call Center","Onboarding","Female","Michael",3,2,2,20
"Detractor","36-50","Perceval","Illinois","Call Center","Onboarding","NA","Eates",3,4,2,41
"Promoter","36-50","Lib","Kentucky","Call Center","Onboarding","Male","Kezar",3,4,2,44
"Passive","26-35","Cate","Louisiana","Call Center","Onboarding","NA","Domenge",3,3,2,30
"Detractor","26-35","Holly","Tennessee","Call Center","Onboarding","Male","MacKibbon",3,3,2,32
"Detractor","26-35","Tybalt","Colorado","Call Center","Onboarding","Female","Herety",3,3,2,28
"Promoter","18-25","Ad","Minnesota","Call Center","Onboarding","Female","Quincey",3,2,2,21
"Passive","18-25","Rasia","New Mexico","Call Center","Onboarding","Male","De Coursey",3,2,2,24
"Detractor","18-25","Berke","Texas","Call Center","Onboarding","NA","Fuentez",3,2,2,20
"Promoter","NA","Alphonso","Oregon","Call Center","Onboarding","NA","Tasseler",3,5,2,29
"Passive","NA","Gaultiero","Michigan","Call Center","Onboarding","Male","Freed",3,5,2,10
"Detractor","26-35","Beatrisa","Washington","Call Center","Onboarding","Female","Danielsson",3,3,2,28
"Passive","0-17","Reynold","Oregon","Call Center","Onboarding","Female","Piddletown",3,1,2,14
"Promoter","36-50","Helge","North Carolina","Call Center","Onboarding","Male","Fitzhenry",3,4,2,44
"Detractor","18-25","Cherilynn","Illinois","Call Center","Onboarding","NA","Gutridge",3,2,2,23
"Passive","36-50","Barde","Texas","Call Center","Onboarding","NA","Rome",3,4,2,42
"Promoter","26-35","Barrie","Missouri","Call Center","Onboarding","Female","Lucio",3,3,2,33
"Detractor","26-35","Sarita","Montana","Call Center","Onboarding","Male","Bech",3,3,2,34
"Passive","18-25","Vyky","North Carolina","Call Center","Onboarding","Female","Caistor",3,2,2,21
"Promoter","0-17","Rene","New York","Call Center","Onboarding","NA","Labet",3,1,2,13
"Detractor","36-50","Zorine","New York","Call Center","Onboarding","Male","Ollie",3,4,2,49
"Passive","18-25","Abbie","District of Columbia","Call Center","Onboarding","Male","Hull",3,2,2,20
"Detractor","0-17","Gratia","Minnesota","Call Center","Onboarding","NA","Haire",3,1,2,10
"Promoter","18-25","Sheena","New York","Call Center","Onboarding","Female","Pilling",3,2,2,18
"Detractor","26-35","Robina","Wisconsin","Call Center","Onboarding","Female","Messer",3,3,2,32
"Passive","NA","Patsy","Michigan","Call Center","Onboarding","NA","Binfield",3,5,2,28
"Detractor","36-50","Lodovico","Mississippi","Call Center","Onboarding","Male","Mix",3,4,2,46
"Promoter","36-50","Brunhilda","New York","Call Center","Onboarding","Female","Soares",3,4,2,49
"Passive","26-35","Paula","California","Call Center","Onboarding","NA","Francey",3,3,2,33
"Promoter","26-35","Olly","New Jersey","Call Center","Onboarding","Male","Lesurf",3,3,2,35
"Detractor","NA","Petra","Virginia","Call Center","Onboarding","Male","Symmers",3,5,2,35
"Detractor","18-25","Cherey","California","Call Center","Onboarding","NA","Moniker",3,2,2,18
"Passive","18-25","Garv","Wisconsin","Call Center","Onboarding","Female","Ashbey",3,2,2,18
"Promoter","18-25","Vale","New York","Call Center","Onboarding","Male","Dowsey",3,2,2,20
"Passive","36-50","Damon","Texas","Call Center","Onboarding","NA","Hurne",3,4,2,48
"Detractor","18-25","Murdoch","Pennsylvania","Call Center","Onboarding","Female","Lawtey",3,2,2,20
"Detractor","26-35","Cassie","Pennsylvania","Call Center","Onboarding","Female","Hoofe",3,3,2,33
"Promoter","26-35","Alisun","Connecticut","Call Center","Onboarding","NA","Srawley",3,3,2,31
"Passive","0-17","Jessey","Colorado","Call Center","Onboarding","Male","Cowing",3,1,2,10
"Promoter","36-50","Alon","Pennsylvania","Call Center","Onboarding","Female","Mortlock",3,4,2,36
"Detractor","36-50","Jimmie","West Virginia","Call Center","Onboarding","Male","Downe",3,4,2,49
"Passive","26-35","Reba","Texas","Call Center","Onboarding","NA","Ruggieri",3,3,2,30
