LastModifiedDate,SurveyVersion_SurveyId,SurveySubject_Survey_Description,SurveySubject_Participant_LoyaltyProgramMember_MemberTenureBucket,SurveyQuestion_QuestionName,Datatype,Name,SurveySubject_SubjectId_CompositeKey,CreatedById,SurveySubject_SurveyId,SurveySubject_Participant_LoyaltyMemberId,SurveyResponse_Status,SurveySubject_LoyaltyProgramTier_LoyaltyProgram_Name,FirstResponseValue,Status,SurveyResponse_Name,SurveyQuestion_QuestionType,IsDeleted,DateTimeValue,SurveySubject_SurveyInvitation_ParticipantId,ChoiceValue,SurveySubject_SubjectEntityType,NPS_Response_Bucket,CreatedDate,Id,SurveySubject_Participant_LoyaltyProgramMember_MembershipNumber,SurveySubject_Participant_LoyaltyProgramMember_MemberName,InvitationId,SurveySubject_Name,SurveySubject_Id,Description,SurveyResponse_CompletionDateTime,ResponseId,IsTrueOrFalse,SurveySubject_SubjectId,CR_Computed_Dummy,OwnerId,DateValue,SurveyQuestion_Name,SurveySubject_LoyaltyProgramTier_Name,SurveyVersion_Name,SurveySubject_LoyaltyProgramTier_LoyaltyProgramCurrency_NQP_Currency,SurveySubject_LoyaltyProgramTier_LoyaltyProgramCurrency_QP_Currency,SurveySubject_Participant_LoyaltyProgramMember_EnrollmentChannel,LastProcessedDate,SurveySubject_LoyaltyProgramTier_LoyaltyTierGroup_Name,Rank,QuestionChoiceId,SurveySubject_Survey_SurveyType,SystemModstamp,SurveySubject_Survey_Name,SurveySubject_Participant_LoyaltyProgramMember_MemberType,QuestionId,SurveyVersionId,LastModifiedById,SurveySubject_Participant_LoyaltyProgramMember_IsReferral,ResponseShortText,ResponseValue,SurveyVersion_VersionNumber,QuestionChoice_MaxValueString,NumberValue,QuestionChoice_MaxValue,Scale
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHeIAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Emmarie Apolinar,NPS,FALSE,,003B000000HtVHeIAN,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AhWKAU,,,0KiB00000000XKxKAM,surveyLyInv_org4_jan_pma_1_16,0VkB0000000PKt6KAG,,2020-03-05,0MyB0000000D9O5KAK,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dszKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,4,4,1,10,4,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHdIAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Esperanza Apolito,NPS,FALSE,,003B000000HtVHdIAN,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005AhcKAE,,,0KiB00000000XKwKAM,surveyLyInv_org4_jan_pma_1_15,0VkB0000000PKt5KAG,,2020-04-05,0MyB0000000D9O6KAK,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt1KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,8,8,1,10,8,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHcIAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Kailyn Apollo,NPS,FALSE,,003B000000HtVHcIAN,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005AhiKAE,,,0KiB00000000XKvKAM,surveyLyInv_org4_jan_pma_1_14,0VkB0000000PKt4KAG,,2020-05-05,0MyB0000000D9O7KAK,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHZIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Austyn Aponte,NPS,FALSE,,003B000000HtVHZIA3,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005AhoKAE,,,0KiB00000000XKsKAM,surveyLyInv_org4_jan_pma_1_11,0VkB0000000PKt1KAG,,2020-06-05,0MyB0000000D9O8KAK,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt4KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,7,7,1,10,7,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHYIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Whitley Apostal,NPS,FALSE,,003B000000HtVHYIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AhuKAE,,,0KiB00000000XKrKAM,surveyLyInv_org4_jan_pma_1_10,0VkB0000000PKt0KAG,,2020-07-05,0MyB0000000D9O9KAK,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsxKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,6,6,1,10,6,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHXIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Elina Apostol,NPS,FALSE,,003B000000HtVHXIA3,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005Ai0KAE,,,0KiB00000000XKqKAM,surveyLyInv_org4_jan_pma_1_9,0VkB0000000PKszKAG,,2020-08-05,0MyB0000000D9OAKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHbIAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Aiyana Apolo,NPS,FALSE,,003B000000HtVHbIAN,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005Ai6KAE,,,0KiB00000000XKuKAM,surveyLyInv_org4_jan_pma_1_13,0VkB0000000PKt3KAG,,2020-09-05,0MyB0000000D9OBKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt1KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,8,8,1,10,8,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHaIAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Keilani Aponta,NPS,FALSE,,003B000000HtVHaIAN,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005AiCKAU,,,0KiB00000000XKtKAM,surveyLyInv_org4_jan_pma_1_12,0VkB0000000PKt2KAG,,2020-10-05,0MyB0000000D9OCKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt1KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,8,8,1,10,8,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHVIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Maliah Appana,NPS,FALSE,,003B000000HtVHVIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AiIKAU,,,0KiB00000000XKoKAM,surveyLyInv_org4_jan_pma_1_7,0VkB0000000PKsxKAG,,2020-11-05,0MyB0000000D9ODKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsyKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,1,1,1,10,1,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHWIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Kimora App,NPS,FALSE,,003B000000HtVHWIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AiOKAU,,,0KiB00000000XKpKAM,surveyLyInv_org4_jan_pma_1_8,0VkB0000000PKsyKAG,,2020-12-05,0MyB0000000D9OEKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt7KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,5,5,1,10,5,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHUIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Paityn Appel,NPS,FALSE,,003B000000HtVHUIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AiUKAU,,,0KiB00000000XKnKAM,surveyLyInv_org4_jan_pma_1_6,0VkB0000000PKswKAG,,2021-01-05,0MyB0000000D9OFKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsqKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,2,2,1,10,2,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHTIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Evalyn Appelbaum,NPS,FALSE,,003B000000HtVHTIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AiaKAE,,,0KiB00000000XKmKAM,surveyLyInv_org4_jan_pma_1_5,0VkB0000000PKsvKAG,,2021-02-05,0MyB0000000D9OGKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dszKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,4,4,1,10,4,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVIDIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Sierra Amin,NPS,FALSE,,003B000000HtVIDIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AigKAE,,,0KiB00000000XKiKAM,surveyLyInv_org4_jan_pma_1_1,0VkB0000000PKsrKAG,,2020-03-05,0MyB0000000D9OHKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsqKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,2,2,1,10,2,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHSIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Luz Appelgate,NPS,FALSE,,003B000000HtVHSIA3,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005AimKAE,,,0KiB00000000XKlKAM,surveyLyInv_org4_jan_pma_1_4,0VkB0000000PKsuKAG,,2020-04-05,0MyB0000000D9OIKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt4KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,7,7,1,10,7,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHQIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Winnie Appeling,NPS,FALSE,,003B000000HtVHQIA3,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005AisKAE,,,0KiB00000000XKjKAM,surveyLyInv_org4_jan_pma_1_2,0VkB0000000PKssKAG,,2020-05-05,0MyB0000000D9OJKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt1KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,8,8,1,10,8,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVKGIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Celine Amory,NPS,FALSE,,003B000000HtVKGIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AiyKAE,,,0KiB00000000XNZKA2,surveyLyInv_org4_jan_pma_1_178,0VkB0000000PKviKAG,,2020-06-05,0MyB0000000D9OKKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt2KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,3,3,1,10,3,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVHRIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Nathalia Appelgren,NPS,FALSE,,003B000000HtVHRIA3,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005Aj4KAE,,,0KiB00000000XKkKAM,surveyLyInv_org4_jan_pma_1_3,0VkB0000000PKstKAG,,2020-07-05,0MyB0000000D9OLKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt1KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,8,8,1,10,8,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVKFIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Cameron Amos,NPS,FALSE,,003B000000HtVKFIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AjAKAU,,,0KiB00000000XNYKA2,surveyLyInv_org4_jan_pma_1_177,0VkB0000000PKvhKAG,,2020-08-05,0MyB0000000D9OMKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt7KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,5,5,1,10,5,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVKDIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Jayleen Amott,NPS,FALSE,,003B000000HtVKDIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AjGKAU,,,0KiB00000000XNWKA2,surveyLyInv_org4_jan_pma_1_175,0VkB0000000PKvfKAG,,2020-09-05,0MyB0000000D9ONKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt7KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,5,5,1,10,5,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVKCIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Charli Amour,NPS,FALSE,,003B000000HtVKCIA3,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005AjMKAU,,,0KiB00000000XNVKA2,surveyLyInv_org4_jan_pma_1_174,0VkB0000000PKveKAG,,2020-10-05,0MyB0000000D9OOKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVKAIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Holly Amparan,NPS,FALSE,,003B000000HtVKAIA3,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005AjSKAU,,,0KiB00000000XNTKA2,surveyLyInv_org4_jan_pma_1_172,0VkB0000000PKvcKAG,,2020-11-05,0MyB0000000D9OPKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt4KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,7,7,1,10,7,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVKBIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Emmalyn Amous,NPS,FALSE,,003B000000HtVKBIA3,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005AjYKAU,,,0KiB00000000XNUKA2,surveyLyInv_org4_jan_pma_1_173,0VkB0000000PKvdKAG,,2020-12-05,0MyB0000000D9OQKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt4KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,7,7,1,10,7,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVK9IAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Azalea Amparo,NPS,FALSE,,003B000000HtVK9IAN,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AjeKAE,,,0KiB00000000XNSKA2,surveyLyInv_org4_jan_pma_1_171,0VkB0000000PKvbKAG,,2021-01-05,0MyB0000000D9ORKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsqKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,2,2,1,10,2,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVK8IAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Leona Amphy,NPS,FALSE,,003B000000HtVK8IAN,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005AjkKAE,,,0KiB00000000XNRKA2,surveyLyInv_org4_jan_pma_1_170,0VkB0000000PKvaKAG,,2021-02-05,0MyB0000000D9OSKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dssKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,9,9,1,10,9,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVK7IAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Alejandra Ampy,NPS,FALSE,,003B000000HtVK7IAN,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005AjqKAE,,,0KiB00000000XNQKA2,surveyLyInv_org4_jan_pma_1_169,0VkB0000000PKvZKAW,,2020-03-05,0MyB0000000D9OTKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dssKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,9,9,1,10,9,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVKEIA3,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Renata Amoss,NPS,FALSE,,003B000000HtVKEIA3,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005AjwKAE,,,0KiB00000000XNXKA2,surveyLyInv_org4_jan_pma_1_176,0VkB0000000PKvgKAG,,2020-04-05,0MyB0000000D9OUKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt7KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,5,5,1,10,5,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVK4IAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Imani Amrhein,NPS,FALSE,,003B000000HtVK4IAN,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005Ak2KAE,,,0KiB00000000XNNKA2,surveyLyInv_org4_jan_pma_1_166,0VkB0000000PKvWKAW,,2020-05-05,0MyB0000000D9OVKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt1KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,8,8,1,10,8,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CexIAE003B000000HtVJzIAN,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Leslie Amsdell,NPS,FALSE,,003B000000HtVJzIAN,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005Ak8KAE,,,0KiB00000000XNIKA2,surveyLyInv_org4_jan_pma_1_161,0VkB0000000PKvRKAW,,2020-06-05,0MyB0000000D9OWKA0,FALSE,0lpB00000004CexIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
