LoyaltyProgramMember_Contact_Name,LoyaltyProgramMember_ProgramId,LoyaltyTierId,LoyaltyTier_LoyaltyTierGroup_Name,LoyaltyProgramMember_MemberName,LoyaltyProgramMember_EnrollmentDate,LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_MobilePhone,LoyaltyProgramMember_IsReferral,LoyaltyProgramMember_MemberStatus,Name,LoyaltyMemberId,LoyaltyProgramMember_Account_Name,LoyaltyProgramMember_MembershipEndDate,LoyaltyMemberCurrency_LoyaltyProgramMember_AccountContact_Id,LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Birthdate,LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Birthdate,LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_MobilePhone,LoyaltyProgramMember_MemberTenureBucket,LoyaltyProgramMember_Referrer_Account_Name,ReasonForChange,LoyaltyProgramMember_Contact_MobilePhone,LoyaltyProgramMember_EnrollmentChannel,LoyaltyProgramMember_TransactionJournal_SecondAccrualDate,LoyaltyProgramMember_MembershipLastRenewalDate,LoyaltyTier_Name,LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Name,LoyaltyProgramMember_Contact_Birthdate,LoyaltyProgramMember_LeadOrContactName,LoyaltyProgramMember_Referrer_Contact_Name,LastProcessedDate,LoyaltyTierGroupId,TierExpirationDate,LoyaltyProgramMember_LeadOrContactId,LoyaltyMemberCurrency_LoyaltyProgramCurrency_QP_Currency,LoyaltyMemberCurrency_LoyaltyProgramCurrency_NQP_Currency,LoyaltyProgramMember_LoyaltyProgram_Name,LoyaltyProgramMember_MembershipNumber,LoyaltyProgramMember_TransactionJournal_FirstAccrualDate,LoyaltyProgramMember_MemberType,LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Name,LoyaltyProgramMember_AccountContact_Id,Id,LoyaltyProgramMember_ReferredById,EffectiveDate,LoyaltyTier_SequenceNumber
Aubri Arbetman,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Aubri Arbetman,2020-12-27,,No,Active,Silver,0lMB00000004FnOMAU,,,,,,,1.< 1 month,,,,Social,2021-08-02,2021-12-27,Silver,Aubri Arbetman,,Aubri Arbetman,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCgIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejd,2021-06-18,Individual,,,0lyB00000004HrhIAE,,,1
Aubri Arbetman,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Aubri Arbetman,2020-12-27,,No,Active,Silver,0lMB00000004FnOMAU,,,,,,,1.< 1 month,,,,Social,2021-08-02,2021-12-27,Silver,Aubri Arbetman,,Aubri Arbetman,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCgIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejd,2021-06-18,Individual,,,0lyB00000004HriIAE,,,1
Cleo Arbizo,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Cleo Arbizo,2021-12-26,,No,Active,Gold,0lMB00000004FnNMAU,,,,,,,9.NA,,,,CallCenter,2022-08-25,2022-12-26,Gold,Cleo Arbizo,,Cleo Arbizo,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCfIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_eje,2022-05-19,Individual,,,0lyB00000004HrjIAE,,,1
Cleo Arbizo,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Cleo Arbizo,2021-12-26,,No,Active,Silver,0lMB00000004FnNMAU,,,,,,,9.NA,,,,CallCenter,2022-08-25,2022-12-26,Silver,Cleo Arbizo,,Cleo Arbizo,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCfIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_eje,2022-05-19,Individual,,,0lyB00000004HrkIAE,,,1
Kyndall Arbo,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Kyndall Arbo,2020-09-08,,No,Active,Silver,0lMB00000004FnMMAU,,,,,,,3.3-6 months,,,,Email,2021-10-06,2021-09-08,Silver,Kyndall Arbo,,Kyndall Arbo,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCeIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejf,2021-01-24,Individual,,,0lyB00000004HrlIAE,,,1
Kyndall Arbo,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Kyndall Arbo,2020-09-08,,No,Active,Silver,0lMB00000004FnMMAU,,,,,,,3.3-6 months,,,,Email,2021-10-06,2021-09-08,Silver,Kyndall Arbo,,Kyndall Arbo,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCeIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejf,2021-01-24,Individual,,,0lyB00000004HrmIAE,,,1
Luisa Arbogast,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Luisa Arbogast,2021-10-01,,No,Active,Silver,0lMB00000004FnLMAU,,,,,,,9.NA,,,,Web,2022-12-02,2022-10-01,Silver,Luisa Arbogast,,Luisa Arbogast,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCdIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejg,2022-03-17,Individual,,,0lyB00000004HrnIAE,,,1
Luisa Arbogast,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Luisa Arbogast,2021-10-01,,No,Active,Silver,0lMB00000004FnLMAU,,,,,,,9.NA,,,,Web,2022-12-02,2022-10-01,Silver,Luisa Arbogast,,Luisa Arbogast,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCdIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejg,2022-03-17,Individual,,,0lyB00000004HroIAE,,,1
Carsyn Arbogust,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Carsyn Arbogust,2020-04-08,,No,Active,Silver,0lMB00000004FnKMAU,,,,,,,5.9-12 months,,,,Email,2020-10-07,2021-04-08,Silver,Carsyn Arbogust,,Carsyn Arbogust,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCcIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejh,2020-09-10,Individual,,,0lyB00000004HrpIAE,,,1
Carsyn Arbogust,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Carsyn Arbogust,2020-04-08,,No,Active,Silver,0lMB00000004FnKMAU,,,,,,,5.9-12 months,,,,Email,2020-10-07,2021-04-08,Silver,Carsyn Arbogust,,Carsyn Arbogust,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCcIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejh,2020-09-10,Individual,,,0lyB00000004HrqIAE,,,1
Evalynn Arboleda,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Evalynn Arboleda,2020-12-27,,No,Active,Silver,0lMB00000004FnJMAU,,,,,,,1.< 1 month,,,,Social,2021-10-13,2021-12-27,Silver,Evalynn Arboleda,,Evalynn Arboleda,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCbIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_eji,2021-05-27,Individual,,,0lyB00000004HrrIAE,,,1
Evalynn Arboleda,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Evalynn Arboleda,2020-12-27,,No,Active,Gold,0lMB00000004FnJMAU,,,,,,,1.< 1 month,,,,Social,2021-10-13,2021-12-27,Gold,Evalynn Arboleda,,Evalynn Arboleda,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCbIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_eji,2021-05-27,Individual,,,0lyB00000004HrsIAE,,,1
Halo Arbolida,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Halo Arbolida,2021-04-07,,No,Active,Silver,0lMB00000004FnIMAU,,,,,,,9.NA,,,,CallCenter,2022-04-15,2022-04-07,Silver,Halo Arbolida,,Halo Arbolida,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCaIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejj,2021-10-25,Individual,,,0lyB00000004HrtIAE,,,1
Halo Arbolida,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Halo Arbolida,2021-04-07,,No,Active,Platinum,0lMB00000004FnIMAU,,,,,,,9.NA,,,,CallCenter,2022-04-15,2022-04-07,Platinum,Halo Arbolida,,Halo Arbolida,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCaIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_ejj,2021-10-25,Individual,,,0lyB00000004HruIAE,,,1
Zoya Arbon,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Zoya Arbon,2020-09-11,,No,Active,Silver,0lMB00000004FnHMAU,,,,,,,3.3-6 months,,,,Email,2021-03-25,2021-09-11,Silver,Zoya Arbon,,Zoya Arbon,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCZIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_faa,2021-01-26,Individual,,,0lyB00000004HrvIAE,,,1
Zoya Arbon,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Zoya Arbon,2020-09-11,,No,Active,Silver,0lMB00000004FnHMAU,,,,,,,3.3-6 months,,,,Email,2021-03-25,2021-09-11,Silver,Zoya Arbon,,Zoya Arbon,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCZIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_faa,2021-01-26,Individual,,,0lyB00000004HrwIAE,,,1
Angeline Arbour,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Angeline Arbour,2020-08-25,,No,Active,Silver,0lMB00000004FnGMAU,,,,,,,3.3-6 months,,,,Web,2021-09-15,2021-08-25,Silver,Angeline Arbour,,Angeline Arbour,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCYIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fab,2021-02-12,Individual,,,0lyB00000004HrxIAE,,,1
Angeline Arbour,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Angeline Arbour,2020-08-25,,No,Active,Silver,0lMB00000004FnGMAU,,,,,,,3.3-6 months,,,,Web,2021-09-15,2021-08-25,Silver,Angeline Arbour,,Angeline Arbour,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCYIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fab,2021-02-12,Individual,,,0lyB00000004HryIAE,,,1
Shayla Arbry,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Shayla Arbry,2020-01-26,,No,Active,Silver,0lMB00000004FnFMAU,,,,,,,5.9-12 months,,,,Email,2020-11-15,2021-01-25,Silver,Shayla Arbry,,Shayla Arbry,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCXIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fac,2020-08-08,Individual,,,0lyB00000004HrzIAE,,,1
Shayla Arbry,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Shayla Arbry,2020-01-26,,No,Active,Silver,0lMB00000004FnFMAU,,,,,,,5.9-12 months,,,,Email,2020-11-15,2021-01-25,Silver,Shayla Arbry,,Shayla Arbry,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCXIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fac,2020-08-08,Individual,,,0lyB00000004Hs0IAE,,,1
Laila Alrod,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Laila Alrod,2021-03-12,,No,Active,Gold,0lMB00000004FnEMAU,,,,,,,9.NA,,,,Social,2021-09-05,2022-03-12,Gold,Laila Alrod,,Laila Alrod,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCWIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fad,2021-07-27,Individual,,,0lyB00000004Hs1IAE,,,1
Laila Alrod,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Laila Alrod,2021-03-12,,No,Active,Silver,0lMB00000004FnEMAU,,,,,,,9.NA,,,,Social,2021-09-05,2022-03-12,Silver,Laila Alrod,,Laila Alrod,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCWIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fad,2021-07-27,Individual,,,0lyB00000004Hs2IAE,,,1
Daisy Alpheaus,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Daisy Alpheaus,2020-11-29,,No,Active,Silver,0lMB00000004FnDMAU,,,,,,,2.1-3 months,,,,CallCenter,2022-02-13,2021-11-29,Silver,Daisy Alpheaus,,Daisy Alpheaus,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCVIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fae,2021-05-15,Individual,,,0lyB00000004Hs3IAE,,,1
Daisy Alpheaus,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Daisy Alpheaus,2020-11-29,,No,Active,Silver,0lMB00000004FnDMAU,,,,,,,2.1-3 months,,,,CallCenter,2022-02-13,2021-11-29,Silver,Daisy Alpheaus,,Daisy Alpheaus,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCVIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fae,2021-05-15,Individual,,,0lyB00000004Hs4IAE,,,1
Kimberly Alphin,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Kimberly Alphin,2020-04-24,,No,Active,Silver,0lMB00000004FnCMAU,,,,,,,5.9-12 months,,,,Email,2021-03-02,2021-04-24,Silver,Kimberly Alphin,,Kimberly Alphin,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCUIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_faf,2020-09-13,Individual,,,0lyB00000004Hs5IAE,,,1
Kimberly Alphin,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Kimberly Alphin,2020-04-24,,No,Active,Silver,0lMB00000004FnCMAU,,,,,,,5.9-12 months,,,,Email,2021-03-02,2021-04-24,Silver,Kimberly Alphin,,Kimberly Alphin,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCUIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_faf,2020-09-13,Individual,,,0lyB00000004Hs6IAE,,,1
Lauren Alphonse,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Lauren Alphonse,2020-02-10,,No,Active,Silver,0lMB00000004FnBMAU,,,,,,,5.9-12 months,,,,Web,,2021-02-09,Silver,Lauren Alphonse,,Lauren Alphonse,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCTIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fag,2020-06-28,Individual,,,0lyB00000004Hs7IAE,,,1
Lauren Alphonse,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Lauren Alphonse,2020-02-10,,No,Active,Silver,0lMB00000004FnBMAU,,,,,,,5.9-12 months,,,,Web,,2021-02-09,Silver,Lauren Alphonse,,Lauren Alphonse,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCTIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fag,2020-06-28,Individual,,,0lyB00000004Hs8IAE,,,1
Genevieve Alphonso,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Genevieve Alphonso,2020-11-28,,No,Active,Silver,0lMB00000004FnAMAU,,,,,,,2.1-3 months,,,,Email,2021-06-18,2021-11-28,Silver,Genevieve Alphonso,,Genevieve Alphonso,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCSIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fah,2021-04-13,Individual,,,0lyB00000004Hs9IAE,,,1
Genevieve Alphonso,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Genevieve Alphonso,2020-11-28,,No,Active,Silver,0lMB00000004FnAMAU,,,,,,,2.1-3 months,,,,Email,2021-06-18,2021-11-28,Silver,Genevieve Alphonso,,Genevieve Alphonso,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCSIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fah,2021-04-13,Individual,,,0lyB00000004HsAIAU,,,1
Sara Alpis,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Sara Alpis,2021-12-04,,No,Active,Silver,0lMB00000004FmTMAU,,,,,,,9.NA,,,,Social,2023-03-13,2022-12-04,Silver,Sara Alpis,,Sara Alpis,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVBlIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fai,2022-05-18,Individual,,,0lyB00000004HsBIAU,,,1
Sara Alpis,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Sara Alpis,2021-12-04,,No,Active,Gold,0lMB00000004FmTMAU,,,,,,,9.NA,,,,Social,2023-03-13,2022-12-04,Gold,Sara Alpis,,Sara Alpis,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVBlIAN,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fai,2022-05-18,Individual,,,0lyB00000004HsCIAU,,,1
Arabella Alpizar,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Arabella Alpizar,2020-08-28,,No,Active,Silver,0lMB00000004Fn8MAE,,,,,,,3.3-6 months,,,,CallCenter,2021-11-12,2021-08-28,Silver,Arabella Alpizar,,Arabella Alpizar,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCQIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_faj,2021-01-14,Individual,,,0lyB00000004HsDIAU,,,1
Arabella Alpizar,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Arabella Alpizar,2020-08-28,,No,Active,Platinum,0lMB00000004Fn8MAE,,,,,,,3.3-6 months,,,,CallCenter,2021-11-12,2021-08-28,Platinum,Arabella Alpizar,,Arabella Alpizar,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCQIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_faj,2021-01-14,Individual,,,0lyB00000004HsEIAU,,,1
Harmony Alquesta,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Harmony Alquesta,2021-04-05,,No,Active,Silver,0lMB00000004Fn7MAE,,,,,,,9.NA,,,,Email,2022-05-09,2022-04-05,Silver,Harmony Alquesta,,Harmony Alquesta,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCPIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fba,2021-09-03,Individual,,,0lyB00000004HsFIAU,,,1
Harmony Alquesta,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Harmony Alquesta,2021-04-05,,No,Active,Silver,0lMB00000004Fn7MAE,,,,,,,9.NA,,,,Email,2022-05-09,2022-04-05,Silver,Harmony Alquesta,,Harmony Alquesta,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCPIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fba,2021-09-03,Individual,,,0lyB00000004HsGIAU,,,1
Elise Alquicira,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Elise Alquicira,2020-06-18,,No,Active,Silver,0lMB00000004Fn6MAE,,,,,,,4.6-9 months,,,,Web,2021-05-16,2021-06-18,Silver,Elise Alquicira,,Elise Alquicira,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCOIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbb,2020-11-12,Individual,,,0lyB00000004HsHIAU,,,1
Elise Alquicira,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Elise Alquicira,2020-06-18,,No,Active,Silver,0lMB00000004Fn6MAE,,,,,,,4.6-9 months,,,,Web,2021-05-16,2021-06-18,Silver,Elise Alquicira,,Elise Alquicira,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCOIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbb,2020-11-12,Individual,,,0lyB00000004HsIIAU,,,1
Remi Alquijay,0lpB00000004CexIAE,0lgB00000004CdsIAE,Status Tier Group,Remi Alquijay,2020-01-20,,No,Active,Silver,0lMB00000004Fn5MAE,,,,,,,6.1-2 years,,upgraded,,Email,2020-10-25,2021-01-19,Silver,Remi Alquijay,,Remi Alquijay,,2021-03-03,0ltB00000004CbZIAU,2021-12-09,003B000000HtVCNIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbc,2020-06-10,Individual,,,0lyB00000004HsJIAU,,2020-12-10,4
Remi Alquijay,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Remi Alquijay,2020-01-20,,No,Active,Silver,0lMB00000004Fn5MAE,,,,,,,6.1-2 years,,,,Email,2020-10-25,2021-01-19,Silver,Remi Alquijay,,Remi Alquijay,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCNIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbc,2020-06-10,Individual,,,0lyB00000004HsKIAU,,,1
Teagan Alquisira,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Teagan Alquisira,2021-04-27,,No,Active,Gold,0lMB00000004Fn4MAE,,,,,,,9.NA,,,,Social,2021-11-06,2022-04-27,Gold,Teagan Alquisira,,Teagan Alquisira,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCMIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbd,2021-09-10,Individual,,,0lyB00000004HsLIAU,,,1
Teagan Alquisira,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Teagan Alquisira,2021-04-27,,No,Active,Silver,0lMB00000004Fn4MAE,,,,,,,9.NA,,,,Social,2021-11-06,2022-04-27,Silver,Teagan Alquisira,,Teagan Alquisira,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCMIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbd,2021-09-10,Individual,,,0lyB00000004HsMIAU,,,1
Alexis Alrais,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Alexis Alrais,2021-11-25,,No,Active,Silver,0lMB00000004Fn3MAE,,,,,,,9.NA,,,,CallCenter,2022-11-10,2022-11-25,Silver,Alexis Alrais,,Alexis Alrais,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCLIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbe,2022-04-11,Individual,,,0lyB00000004HsNIAU,,,1
Alexis Alrais,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Alexis Alrais,2021-11-25,,No,Active,Silver,0lMB00000004Fn3MAE,,,,,,,9.NA,,,,CallCenter,2022-11-10,2022-11-25,Silver,Alexis Alrais,,Alexis Alrais,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCLIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbe,2022-04-11,Individual,,,0lyB00000004HsOIAU,,,1
London Alred,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,London Alred,2020-02-08,,No,Active,Silver,0lMB00000004Fn2MAE,,,,,,,5.9-12 months,,,,Email,2020-10-07,2021-02-07,Silver,London Alred,,London Alred,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCKIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbf,2020-06-29,Individual,,,0lyB00000004HsPIAU,,,1
London Alred,0lpB00000004CexIAE,0lgB00000004CdtIAE,,London Alred,2020-02-08,,No,Active,Silver,0lMB00000004Fn2MAE,,,,,,,5.9-12 months,,,,Email,2020-10-07,2021-02-07,Silver,London Alred,,London Alred,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCKIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbf,2020-06-29,Individual,,,0lyB00000004HsQIAU,,,1
Sloane Alrich,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Sloane Alrich,2020-09-25,,No,Active,Silver,0lMB00000004Fn1MAE,,,,,,,3.3-6 months,,,,Web,2022-02-01,2021-09-25,Silver,Sloane Alrich,,Sloane Alrich,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCJIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbg,2021-02-11,Individual,,,0lyB00000004HsRIAU,,,1
Sloane Alrich,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Sloane Alrich,2020-09-25,,No,Active,Silver,0lMB00000004Fn1MAE,,,,,,,3.3-6 months,,,,Web,2022-02-01,2021-09-25,Silver,Sloane Alrich,,Sloane Alrich,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCJIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbg,2021-02-11,Individual,,,0lyB00000004HsSIAU,,,1
Lucia Alsandor,0lpB00000004CexIAE,0lgB00000004CdwIAE,Status Tier Group,Lucia Alsandor,2020-04-13,,No,Active,Silver,0lMB00000004Fn0MAE,,,,,,,5.9-12 months,,,,Email,2020-11-24,2021-04-13,Silver,Lucia Alsandor,,Lucia Alsandor,,2021-03-03,0ltB00000004CbZIAU,,003B000000HtVCIIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbh,2020-09-13,Individual,,,0lyB00000004HsTIAU,,,1
Lucia Alsandor,0lpB00000004CexIAE,0lgB00000004CdtIAE,,Lucia Alsandor,2020-04-13,,No,Active,Silver,0lMB00000004Fn0MAE,,,,,,,5.9-12 months,,,,Email,2020-11-24,2021-04-13,Silver,Lucia Alsandor,,Lucia Alsandor,,2021-03-03,0ltB00000004CbaIAE,,003B000000HtVCIIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbh,2020-09-13,Individual,,,0lyB00000004HsUIAU,,,1
Diana Alsaqri,0lpB00000004CexIAE,0lgB00000004CdvIAE,Status Tier Group,Diana Alsaqri,2020-02-18,,No,Active,Gold,0lMB00000004FmzMAE,,,,,,,5.9-12 months,,Happy customer,,Social,2020-11-17,2021-02-17,Gold,Diana Alsaqri,,Diana Alsaqri,,2021-03-03,0ltB00000004CbZIAU,2021-10-22,003B000000HtVCHIA3,Number of Transactions,Alpoints,Customer Loyalty Program,IndivAiK_UIDbabedjci_b_fbi,2020-07-11,Individual,,,0lyB00000004HsVIAU,,2020-10-22,5
