"Article_ArticleVersion_VersionNumber","Case_Status","IsSharedByEmail","Case_Type","ArticleVersionNumber","Article_ArticleVersion_DataCategory_DataCategoryName","CreatedById","Article_ArticleVersion_IsVisibleInPkb","KnowledgeArticleId","Article_ArticleVersion_IsVisibleInCsp","Article_ArticleVersion_Title","User_Name","Article_User_Name","Article_ArticleVersion_IsVisibleInPrm","Case_Product_Family_KB__c","LastProcessedDate","CaseId","Article_CreatedById","Case_Reason","Article_ArticleVersion_IsVisibleInApp","Article_ArticleVersion_PublishStatus","isAttachedByOwner","CreatedDate","Article_ArticleVersion_DataCategory_DataCategoryGroupName","Id","User_Id","Case_Type_of_Support__c","Case_ED_Outcome__c"
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000Eo6MAE","true","Outdoors","William Edwards",,"true","Headphones","2022-09-09","500B00000045wYdIAI","005B0000003JK1iIAG","General Question","true","Online","false","2022-08-22",,"a4HB000000004gwMAA","005B0000003JLI6IAO","Platinum",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000Eo7MAE","true","Electronics","Matthew Wong",,"true","Video Games","2022-09-09","500B0000002uCW8IAM","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-28",,"a4HB000000004gxMAA","005B0000003JLI9IAO","Silver",68
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000Eo8MAE","true","Outdoors","Jane Nelson",,"true","Cell Phones","2022-09-09","500B0000003374CIAQ","005B0000003JK1iIAG","General Question","true","Online","false","2022-07-23",,"a4HB000000004gyMAA","005B0000003JLI7IAO","Basic",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000Eo9MAE","true","Baby","Jane Nelson",,"true","DVD Players","2022-09-09","500B0000003374EIAQ","005B0000003JK1iIAG","General Question","true","Online","false","2022-07-27",,"a4HB000000004gzMAA","005B0000003JLI7IAO","Basic",51.6
"1.0","Escalated","false","Product Support","1.0",,"005B0000003JLI3IAO","true","a4CB00000000EoAMAU","true","Beauty","Susan Pena",,"true","DVD Players","2022-09-09","500B000000355nzIAA","005B0000003JK1iIAG","General Question","true","Online","false","2022-07-23",,"a4HB000000004h0MAA","005B0000003JLI3IAO","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EoBMAU",,,"Jane Nelson",,,"Headphones","2022-09-09","500B00000045wYwIAI","005B0000003JK1iIAG","General Question",,,"false","2022-08-04",,"a4HB000000004h1MAA","005B0000003JLI7IAO","Platinum",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EoCMAU","true","Clothing","William Edwards",,"true","Tablets","2022-09-09","500B00000045wYxIAI","005B0000003JK1iIAG","General Question","true","Online","false","2022-08-26",,"a4HB000000004h2MAA","005B0000003JLI6IAO","Platinum",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000EoDMAU",,,"Jennifer Barton",,,"Cell Phones","2022-09-09","500B00000045wYzIAI","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-08-13",,"a4HB000000004h3MAA","005B0000003JLICIA4","Free",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIFIA4","true","a4CB00000000EoEMAU","true","Toys","Allison Medina",,"true","Cell Phones","2022-09-09","500B0000002uCWIIA2","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-31",,"a4HB000000004h4MAA","005B0000003JLIFIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000EoFMAU","true","Tools","Nathaniel Castillo",,"true","Video Games","2022-09-09","500B0000002uCWRIA2","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-09-02",,"a4HB000000004h5MAA","005B0000003JLI8IAO","Silver",68.1
,"Closed","true","Product Support","1.0",,"005B0000003JLIBIA4",,"a4CB00000000EoGMAU",,,"Katie Cole",,,"Cables","2022-09-09","500B00000045wZ8IAI","005B0000003JK1iIAG","Documentation",,,"false","2022-09-04",,"a4HB000000004h6MAA","005B0000003JLIBIA4","Basic",68.7
,"Closed","true","Product Support","1.0",,"005B0000003JLIFIA4",,"a4CB00000000EoHMAU",,,"Allison Medina",,,"Computers","2022-09-09","500B000000355o9IAA","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-08-28",,"a4HB000000004h7MAA","005B0000003JLIFIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIFIA4","true","a4CB00000000EoIMAU","true","Tools","Allison Medina",,"true","Video Games","2022-09-09","500B0000002uCWZIA2","005B0000003JK1iIAG","Documentation","true","Online","false","2022-09-04",,"a4HB000000004h8MAA","005B0000003JLIFIA4","Silver",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIDIA4","true","a4CB00000000EoJMAU","true","Outdoors","Tammy Foley",,"true","Cell Phones","2022-09-09","500B00000045wZFIAY","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-14",,"a4HB000000004h9MAA","005B0000003JLIDIA4","Free",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EoKMAU",,,"Vincent Parrish",,,"Cables","2022-09-09","500B00000045wZLIAY","005B0000003JK1iIAG","Documentation",,,"false","2022-09-02",,"a4HB000000004hAMAQ","005B0000003JLIJIA4","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIFIA4",,"a4CB00000000EoLMAU",,,"Allison Medina",,,"Video Games","2022-09-09","500B00000045wZPIAY","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-07-28",,"a4HB000000004hBMAQ","005B0000003JLIFIA4","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EoMMAU","true","Baby","William Edwards",,"true","Cables","2022-09-09","500B00000045wZQIAY","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-19",,"a4HB000000004hCMAQ","005B0000003JLI6IAO","Basic",68.5
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000EoNMAU","true","Toys","Nathaniel Castillo",,"true","Headphones","2022-09-09","500B00000045wZUIAY","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-17",,"a4HB000000004hDMAQ","005B0000003JLI8IAO","Platinum",51.6
"1.0","Working","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000EoOMAU","true","Books","Katie Adams",,"true","Headphones","2022-09-09","500B00000045wZWIAY","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-15",,"a4HB000000004hEMAQ","005B0000003JLIHIA4","Platinum",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIBIA4","true","a4CB00000000EnxMAE","true","Toys","Katie Cole",,"true","Tablets","2022-09-09","500B0000002uCVOIA2","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-08-11",,"a4HB000000004gnMAA","005B0000003JLIBIA4","Platinum",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000Ew6MAE",,,"Marissa White",,,"Cell Phones","2022-09-09","500B0000003564cIAA","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-30",,"a4HB000000004owMAA","005B0000003JLIIIA4","Basic",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000Ew7MAE","true","Movies","Nathaniel Castillo",,"true","Computers","2022-09-09","500B00000045wn9IAA","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-08",,"a4HB000000004oxMAA","005B0000003JLI8IAO","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000Ew8MAE",,,"Marissa White",,,"TVs","2022-09-09","500B00000045wnAIAQ","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-07",,"a4HB000000004oyMAA","005B0000003JLIIIA4","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000Ew9MAE",,,"Katie Adams",,,"Home Audio","2022-09-09","500B00000045wnEIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-10",,"a4HB000000004ozMAA","005B0000003JLIHIA4","Free",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI4IAO",,"a4CB00000000EwAMAU",,,"Zachary Fisher",,,"Computers","2022-09-09","500B00000045wnJIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-15",,"a4HB000000004p0MAA","005B0000003JLI4IAO","Basic",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIBIA4",,"a4CB00000000EwBMAU",,,"Katie Cole",,,"DVD Players","2022-09-09","500B000000337GTIAY","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-26",,"a4HB000000004p1MAA","005B0000003JLIBIA4","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000EwCMAU","true","Grocery","Matthew Wong",,"true","Headphones","2022-09-09","500B000000358ktIAA","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-08-25",,"a4HB000000004p2MAA","005B0000003JLI9IAO","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EwDMAU",,,"Vincent Parrish",,,"Tablets","2022-09-09","500B00000045wnKIAQ","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-06",,"a4HB000000004p3MAA","005B0000003JLIJIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI4IAO",,"a4CB00000000EwEMAU",,,"Zachary Fisher",,,"Video Games","2022-09-09","500B0000002uCr6IAE","005B0000003JK1iIAG","Late Delivery",,,"false","2022-09-02",,"a4HB000000004p4MAA","005B0000003JLI4IAO","Silver",68.3
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIIIA4","true","a4CB00000000EwFMAU","true","Outdoors","Marissa White",,"true","Cell Phones","2022-09-09","500B00000045wnNIAQ","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-15",,"a4HB000000004p5MAA","005B0000003JLIIIA4","Basic",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIAIA4","true","a4CB00000000EwGMAU","true","Baby","Danielle Wright",,"true","Cell Phones","2022-09-09","500B000000337GWIAY","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-30",,"a4HB000000004p6MAA","005B0000003JLIAIA4","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000EwHMAU",,,"Katie Adams",,,"Computers","2022-09-09","500B00000045wnOIAQ","005B0000003JK1iIAG","Item Damaged",,,"false","2022-07-24",,"a4HB000000004p7MAA","005B0000003JLIHIA4","Basic",51.6
"1.0","Working","true","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EwIMAU","true","Grocery","Crystal Rodriguez",,"true","Headphones","2022-09-09","500B00000045wnRIAQ","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-07-19",,"a4HB000000004p8MAA","005B0000003JLI5IAO","Silver",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIFIA4",,"a4CB00000000EwJMAU",,,"Allison Medina",,,"Home Audio","2022-09-09","500B00000045wnUIAQ","005B0000003JK1iIAG","Item Damaged",,,"false","2022-07-29",,"a4HB000000004p9MAA","005B0000003JLIFIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI4IAO",,"a4CB00000000EwKMAU",,,"Zachary Fisher",,,"Tablets","2022-09-09","500B00000045wnVIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-11",,"a4HB000000004pAMAQ","005B0000003JLI4IAO","Free",51.6
,"On Hold","false","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000EwLMAU",,,"Jennifer Barton",,,"Cables","2022-09-09","500B00000045wnXIAQ","005B0000003JK1iIAG","Documentation",,,"false","2022-08-25",,"a4HB000000004pBMAQ","005B0000003JLICIA4","Silver",63
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000EwMMAU","true","Tools","Katie Adams",,"true","Computers","2022-09-09","500B00000045wnaIAA","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-23",,"a4HB000000004pCMAQ","005B0000003JLIHIA4","Silver",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIBIA4","true","a4CB00000000EwNMAU","true","Home","Katie Cole",,"true","Tablets","2022-09-09","500B0000002uCrRIAU","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-26",,"a4HB000000004pDMAQ","005B0000003JLIBIA4","Basic",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EwOMAU","true","Sports","Jennifer Barton",,"true","Cables","2022-09-09","500B0000002uCrVIAU","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-25",,"a4HB000000004pEMAQ","005B0000003JLICIA4","Silver",61
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIAIA4","true","a4CB00000000EwPMAU","true","Industrial","Danielle Wright",,"true","Cell Phones","2022-09-09","500B00000045wncIAA","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-08",,"a4HB000000004pFMAQ","005B0000003JLIAIA4","Free",51.6
,"Working","true","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EwQMAU",,,"Jane Nelson",,,"Tablets","2022-09-09","500B00000035657IAA","005B0000003JK1iIAG","Documentation",,,"false","2022-07-16",,"a4HB000000004pGMAQ","005B0000003JLI7IAO","Basic",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIFIA4","true","a4CB00000000EwRMAU","true","Clothing","Allison Medina",,"true","Tablets","2022-09-09","500B0000002uCrXIAU","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-04",,"a4HB000000004pHMAQ","005B0000003JLIFIA4","Basic",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EwSMAU","true","Beauty","Crystal Rodriguez",,"true","DVD Players","2022-09-09","500B0000002uCrpIAE","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-27",,"a4HB000000004pIMAQ","005B0000003JLI5IAO","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EwTMAU","true","Sports","Jennifer Barton",,"true","Home Audio","2022-09-09","500B00000045wnkIAA","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-09-08",,"a4HB000000004pJMAQ","005B0000003JLICIA4","Free",51.6
"1.0","Attention","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EwUMAU","true","Books","Jennifer Barton",,"true","Tablets","2022-09-09","500B00000045wnlIAA","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-21",,"a4HB000000004pKMAQ","005B0000003JLICIA4","Basic",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIEIA4","true","a4CB00000000EwVMAU","true","Beauty","Melody Moore",,"true","Headphones","2022-09-09","500B000000337H0IAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-29",,"a4HB000000004pLMAQ","005B0000003JLIEIA4","Free",81.6
"1.0","Working","false","Product Support","1.0",,"005B0000003JLIEIA4","true","a4CB00000000EwWMAU","true","Grocery","Melody Moore",,"true","Home Audio","2022-09-09","500B000000358lNIAQ","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-07-29",,"a4HB000000004pMMAQ","005B0000003JLIEIA4","Free",51.6
,"Waiting on Customer","false","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EwXMAU",,,"Jane Nelson",,,"Video Games","2022-09-09","500B0000003565ZIAQ","005B0000003JK1iIAG","Documentation",,,"false","2022-07-16",,"a4HB000000004pNMAQ","005B0000003JLI7IAO","Free",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI3IAO",,"a4CB00000000EwYMAU",,,"Susan Pena",,,"Computers","2022-09-09","500B00000045wnsIAA","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-21",,"a4HB000000004pOMAQ","005B0000003JLI3IAO","Silver",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIAIA4","true","a4CB00000000EwZMAU","true","Computers","Danielle Wright",,"true","Computers","2022-09-09","500B00000045wntIAA","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-09-02",,"a4HB000000004pPMAQ","005B0000003JLIAIA4","Silver",81.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIIIA4","true","a4CB00000000EwaMAE","true","Electronics","Marissa White",,"true","TVs","2022-09-09","500B00000045wo0IAA","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-08-13",,"a4HB000000004pQMAQ","005B0000003JLIIIA4","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EwbMAE",,,"Vincent Parrish",,,"Video Games","2022-09-09","500B00000045wo1IAA","005B0000003JK1iIAG","Documentation",,,"false","2022-08-25",,"a4HB000000004pRMAQ","005B0000003JLIJIA4","Free",58
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000EwcMAE","true","Computers","Jane Nelson",,"true","Cell Phones","2022-09-09","500B0000002uCsCIAU","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-17",,"a4HB000000004pSMAQ","005B0000003JLI7IAO","Free",81.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EwdMAE","true","Home","Jennifer Barton",,"true","DVD Players","2022-09-09","500B00000045wo4IAA","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-24",,"a4HB000000004pTMAQ","005B0000003JLICIA4","Silver",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIDIA4",,"a4CB00000000EweMAE",,,"Tammy Foley",,,"Tablets","2022-09-09","500B00000045wo6IAA","005B0000003JK1iIAG","Documentation",,,"false","2022-07-19",,"a4HB000000004pUMAQ","005B0000003JLIDIA4","Basic",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EwfMAE","true","Kids","Crystal Rodriguez",,"true","Cables","2022-09-09","500B00000045wo8IAA","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-15",,"a4HB000000004pVMAQ","005B0000003JLI5IAO","Silver",81.6
,"Working","false","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000EwgMAE",,,"Marissa White",,,"Cell Phones","2022-09-09","500B00000045wo9IAA","005B0000003JK1iIAG","Late Delivery",,,"false","2022-09-06",,"a4HB000000004pWMAQ","005B0000003JLIIIA4","Basic",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EwhMAE","true","Baby","William Edwards",,"true","DVD Players","2022-09-09","500B0000003565qIAA","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-08-14",,"a4HB000000004pXMAQ","005B0000003JLI6IAO","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000EwiMAE",,,"Katie Adams",,,"TVs","2022-09-09","500B000000337HIIAY","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-06",,"a4HB000000004pYMAQ","005B0000003JLIHIA4","Silver",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIIIA4","true","a4CB00000000EwjMAE","true","Outdoors","Marissa White",,"true","TVs","2022-09-09","500B0000002uCseIAE","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-23",,"a4HB000000004pZMAQ","005B0000003JLIIIA4","Silver",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EwkMAE",,,"Jane Nelson",,,"DVD Players","2022-09-09","500B00000045woIIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-06",,"a4HB000000004paMAA","005B0000003JLI7IAO","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIGIA4",,"a4CB00000000EwlMAE",,,"Nicole Gill",,,"DVD Players","2022-09-09","500B00000045woJIAQ","005B0000003JK1iIAG","Documentation",,,"false","2022-07-28",,"a4HB000000004pbMAA","005B0000003JLIGIA4","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000EwmMAE",,,"Crystal Rodriguez",,,"Video Games","2022-09-09","500B00000045woLIAQ","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-07-30",,"a4HB000000004pcMAA","005B0000003JLI5IAO","Silver",60.3
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIDIA4","true","a4CB00000000EwnMAE","true","Toys","Tammy Foley",,"true","Cell Phones","2022-09-09","500B000000358lsIAA","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-23",,"a4HB000000004pdMAA","005B0000003JLIDIA4","Basic",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000EwoMAE","true","Grocery","Jane Nelson",,"true","DVD Players","2022-09-09","500B0000003566BIAQ","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-09-05",,"a4HB000000004peMAA","005B0000003JLI7IAO","Basic",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000EwpMAE",,,"Katie Adams",,,"Home Audio","2022-09-09","500B0000002uCsuIAE","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-09",,"a4HB000000004pfMAA","005B0000003JLIHIA4","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000EwqMAE","true","Baby","Katie Adams",,"true","Cameras","2022-09-09","500B00000045woSIAQ","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-13",,"a4HB000000004pgMAA","005B0000003JLIHIA4","Platinum",81.6
"1.0","Warning","false","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000EwrMAE","true","Garden","Nathaniel Castillo",,"true","Video Games","2022-09-09","500B000000337HeIAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-09-01",,"a4HB000000004phMAA","005B0000003JLI8IAO","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000EwsMAE","true","Books","Katie Adams",,"true","Video Games","2022-09-09","500B0000003566PIAQ","005B0000003JK1iIAG","Documentation","true","Online","false","2022-07-30",,"a4HB000000004piMAA","005B0000003JLIHIA4","Silver",58.4
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000EwtMAE","true","Beauty","Jane Nelson",,"true","Cables","2022-09-09","500B000000358m4IAA","005B0000003JK1iIAG","Documentation","true","Online","false","2022-07-18",,"a4HB000000004pjMAA","005B0000003JLI7IAO","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIIIA4","true","a4CB00000000EwuMAE","true","Beauty","Marissa White",,"true","Tablets","2022-09-09","500B00000045wocIAA","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-12",,"a4HB000000004pkMAA","005B0000003JLIIIA4","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIGIA4",,"a4CB00000000EwvMAE",,,"Nicole Gill",,,"Tablets","2022-09-09","500B00000045wodIAA","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-18",,"a4HB000000004plMAA","005B0000003JLIGIA4","Basic",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIEIA4","true","a4CB00000000EwwMAE","true","Electronics","Melody Moore",,"true","TVs","2022-09-09","500B0000002uCtBIAU","005B0000003JK1iIAG","Documentation","true","Online","false","2022-09-01",,"a4HB000000004pmMAA","005B0000003JLIEIA4","Silver",81.6
,"New","true","Product Support","1.0",,"005B0000003JLI4IAO",,"a4CB00000000EwxMAE",,,"Zachary Fisher",,,"Video Games","2022-09-09","500B000000337HiIAI","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-18",,"a4HB000000004pnMAA","005B0000003JLI4IAO","Silver",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIGIA4",,"a4CB00000000EwyMAE",,,"Nicole Gill",,,"DVD Players","2022-09-09","500B000000358mGIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-09-03",,"a4HB000000004poMAA","005B0000003JLIGIA4","Basic",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIGIA4","true","a4CB00000000EwzMAE","true","Electronics","Nicole Gill",,"true","Headphones","2022-09-09","500B000000358mHIAQ","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-07-23",,"a4HB000000004ppMAA","005B0000003JLIGIA4","Platinum",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000Ex0MAE",,,"Jennifer Barton",,,"Headphones","2022-09-09","500B00000045wolIAA","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-02",,"a4HB000000004pqMAA","005B0000003JLICIA4","Platinum",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI3IAO",,"a4CB00000000F23MAE",,,"Susan Pena",,,"Cameras","2022-09-09","500B000000356VKIAY","005B0000003JK1iIAG","Item Damaged",,,"false","2021-09-28",,"a4HB000000004utMAA","005B0000003JLI3IAO","Platinum",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000F24MAE","true","Computers","Matthew Wong",,"true","DVD Players","2022-09-09","500B000000337ZsIAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2021-08-05",,"a4HB000000004uuMAA","005B0000003JLI9IAO","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000F25MAE",,,"Vincent Parrish",,,"DVD Players","2022-09-09","500B0000003595VIAQ","005B0000003JK1iIAG","Item Damaged",,,"false","2021-08-28",,"a4HB000000004uvMAA","005B0000003JLIJIA4","Basic",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000F26MAE","true","Home","Crystal Rodriguez",,"true","Tablets","2022-09-09","500B0000003595ZIAQ","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-09-04",,"a4HB000000004uwMAA","005B0000003JLI5IAO","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000F27MAE","true","Grocery","Zachary Fisher",,"true","Tablets","2022-09-09","500B0000003595aIAA","005B0000003JK1iIAG","Late Delivery","true","Online","false","2021-08-03",,"a4HB000000004uxMAA","005B0000003JLI4IAO","Free",51.6
,"Response Received","false","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000F28MAE",,,"Melody Moore",,,"DVD Players","2022-09-09","500B000000337a4IAA","005B0000003JK1iIAG","Item Damaged",,,"false","2021-08-18",,"a4HB000000004uyMAA","005B0000003JLIEIA4","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000F29MAE",,,"Marissa White",,,"Headphones","2022-09-09","500B000000356VbIAI","005B0000003JK1iIAG","Hardware Question",,,"false","2021-08-06",,"a4HB000000004uzMAA","005B0000003JLIIIA4","Platinum",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000F2AMAU",,,"William Edwards",,,"Home Audio","2022-09-09","500B000000356VdIAI","005B0000003JK1iIAG","Late Delivery",,,"false","2021-09-17",,"a4HB000000004v0MAA","005B0000003JLI6IAO","Basic",51.6
