"Client_Name","Is_Converted","Campaign_Name","Lead_Source_formula_formula","Close_Date","Lead_Status","Forecast_Category_bucket","Action_Framework_Opportunity_ID","Zip_Code","Opportunity_ID","Opportunity_Name","Account_ID","Lead_Score_bucket","Lead_Stage","Forecast_Category","Appointment_Set","Opportunity_Owner","Opportunity_Stage","Lead_Source_formula","B2B_Opportunity_Name","Lead_Source","Region","Created_Date","Location","Next_Steps","Time_in_Status","Lead_Score","Opportunity_Amount","Count_of_Calls","Count_of_Tasks","Days_Open","Count_of_Events","Days_Since_Last_Activity","Total_Activities","Count_of_Emails"
"Nicole Grace 1324","No","None","00Q5w00001zd9ZgEAI","2019-12-30","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","91205","0065w000022R1ZSAA0","Nicole Grace 1324","0015w00002DLYBAAA5","Losing","4 - Converted","Closed","True","Kristen Miller","5 - Closed Won","00Q5w00001qNTPJEA4","Bridge Media International 25","Website","Glendale","2020-05-29","Glendale","Weekly check-ins to collaborate on a go-forward plan.",214,24,136000,0,1,165,0,26,3,2
"Steve Sutherland 1325","No","None","00Q5w00001zd9ZgEAI","2020-03-23","1 - New","5 - Omitted","006Dp000004HJc0IAG","91207","0065w000022R1ZSAA0","Steve Sutherland 1325","0015w00002DLYB8AAP","Winning","5 - Unqualified","Omitted","False","Mary Powers","1 - Qualification","00Q5w00001qNTPJEA4","Verio - Small Medium Enterprise Group 45","Cold Call","Glendale","2020-05-18","Glendale","Price negiotations and expecting signed agreement soon.",148,53,52600,1,2,176,1,51,5,1
"Robert Weiss 1326","No","None","00Q5w00001zd9ZgEAI","2020-07-07","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","90842","0065w000022R1ZSAA0","Robert Weiss 1326","0015w00002DLYATAA5","Losing","3 - Qualified","Commit","True","Brandy Mullins","4 - Negotiation","00Q5w00001qNTPJEA4","Industrial Logic Controls 59","Event","Cypress","2020-08-19","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",93,10,4870,4,0,83,2,30,6,0
"Mark Smith 1327","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-09-11","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91046","0065w000022R1ZSAA0","Mark Smith 1327","0015w00002DLYAQAA5","Losing","5 - Unqualified","Omitted","False","Crystal Stevens","6 - Closed Lost","00Q5w00001qNTPJEA4","BuildTopia 63","Social Media","Glendale","2019-12-21","Glendale","Validated interest level. Plan to give a call on Thursday.",2,37,107000,0,0,325,0,51,1,1
"Peter Parker 1328","Yes","None","00Q5w00001zd9ZgEAI","2020-11-20","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90607","0065w000022R1ZSAA0","Peter Parker 1328","0015w00002DLYBDAA5","Losing","1 - New","Pipeline","True","Mary Powers","2 - Discovery","00Q5w00001qNTPJEA4","BuildTopia 65","Social Media","Whittier","2020-09-05","Whittier","Price negiotations and expecting signed agreement soon.",19,26,44800,1,2,66,3,103,8,2
"Kari Rende 1329","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-01-15","1 - New","5 - Omitted","006Dp000004HJc0IAG","90802","0065w000022R1ZSAA0","Kari Rende 1329","0015w00002DLYB3AAP","Winning","5 - Unqualified","Omitted","True","Rebecca Gonzalez","1 - Qualification","00Q5w00001qNTPJEA4","BuildTopia 68","Event","Cypress","2020-10-24","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",37,75,1040,2,2,17,2,13,7,1
"Karen Wells 1330","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-02-18","3 - Working","2 - Best Case","006Dp000004HJc0IAG","91714","0065w000022R1ZSAA0","Karen Wells 1330","0015w00002DLYADAA5","Losing","2 - Working","Best Case","False","Cindy Central","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Webciti 83","Cold Call","San Gabriel Valley","2020-04-26","City of Industry","Send email with more information and capture decision criteria.",196,40,111000,2,3,198,2,131,7,0
"Bob Warkentine 1331","No","None","00Q5w00001zd9ZgEAI","2020-08-26","1 - New","5 - Omitted","006Dp000004HJc0IAG","91604","0065w000022R1ZSAA0","Bob Warkentine 1331","0015w00002DLYB7AAP","Losing","5 - Unqualified","Omitted","False","Robin Montgomery","1 - Qualification","00Q5w00001qNTPJEA4","Sytel 120","Social Media","Hollywood Hills","2020-11-04","Hollywood Hills","Weekly check-ins to collaborate on a go-forward plan.",179,29,31600,0,2,6,1,10,8,5
"Heath Axworth 1332","No","None","00Q5w00001zd9ZgEAI","2020-08-19","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90812","0065w000022R1ZSAA0","Heath Axworth 1332","0015w00002DLYAKAA5","Winning","1 - New","Pipeline","True","Travis Coleman","2 - Discovery","00Q5w00001qNTPJEA4","Sytel 125","Referral","Cypress","2020-11-07","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",73,54,8870,1,1,3,2,57,8,4
"Lance Gonzales 1333","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-05-10","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90847","0065w000022R1ZSAA0","Lance Gonzales 1333","0015w00002DLYAMAA5","Losing","4 - Converted","Closed","True","Ricky East","5 - Closed Won","00Q5w00001qNTPJEA4","Hess Microgen 146","Event","Cypress","2019-11-17","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",209,20,18900,2,2,359,4,108,9,1
"Nicole Grace 1334","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-06-15","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90755","0065w000022R1ZSAA0","Nicole Grace 1334","0015w00002DLYBAAA5","Losing","2 - Working","Best Case","False","Brian Norris","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Brookshire Grocery Company 168","Social Media","Cypress","2020-11-14","Long Beach","Send email with more information and capture decision criteria.",84,10,136000,1,2,3,2,91,7,2
"Mike Malmin 1335","Yes","Referral Campaign","00Q5w00001zd9ZgEAI","2020-10-29","1 - New","5 - Omitted","006Dp000004HJc0IAG","91203","0065w000022R1ZSAA0","Mike Malmin 1335","0015w00002DLYB2AAP","Winning","5 - Unqualified","Omitted","False","Crystal Stevens","1 - Qualification","00Q5w00001qNTPJEA4","Laser Pros International Corp. 190","Referral","Glendale","2020-04-19","Glendale","Price negiotations and expecting signed agreement soon.",104,88,4820,3,2,205,3,30,10,2
"Robert Janzen 1336","No","None","00Q5w00001zd9ZgEAI","2020-07-08","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90069","0065w000022R1ZSAA0","Robert Janzen 1336","0015w00002DLYAJAA5","Losing","5 - Unqualified","Omitted","True","Robin Montgomery","6 - Closed Lost","00Q5w00001qNTPJEA4","Laser Pros International Corp. 195","Social Media","Hollywood Hills","2020-06-07","Hollywood Hills","Validated interest level. Plan to give a call on Thursday.",157,43,12300,1,2,156,2,52,7,2
"Chip Colli 1337","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2019-12-07","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91221","0065w000022R1ZSAA0","Chip Colli 1337","0015w00002DLYB6AAP","Losing","1 - New","Pipeline","False","Brandy Mullins","2 - Discovery","00Q5w00001qNTPJEA4","Pinpoint Solutions Corp 226","Website","Glendale","2020-01-13","Glendale","Presentation went well. Follow up meeting scheduled for Tueday.",161,35,107000,2,2,302,4,17,8,0
"Heath Axworth 1338","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-04-14","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91020","0065w000022R1ZSAA0","Heath Axworth 1338","0015w00002DLYAKAA5","Winning","5 - Unqualified","Omitted","True","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","Medstar Systems 238","Website","Glendale","2020-02-26","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",97,83,1370,2,0,258,0,112,2,0
"Anne Frost 1339","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-08-19","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90716","0065w000022R1ZSAA0","Anne Frost 1339","0015w00002DLYAIAA5","Losing","4 - Converted","Closed","False","Brian Norris","5 - Closed Won","00Q5w00001qNTPJEA4","Industrial Resources Cent 85","Website","Cypress","2020-09-18","Long Beach","Validated interest level. Plan to give a call on Thursday.",92,16,134000,1,1,53,2,65,9,5
"Lance Gonzales 1340","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-09-14","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","92203","0065w000022R1ZSAA0","Lance Gonzales 1340","0015w00002DLYAMAA5","Losing","5 - Unqualified","Omitted","False","Heather Greer","6 - Closed Lost","00Q5w00001qNTPJEA4","Copesan Services 91","Social Media","Coachella Valley","2020-11-05","Indio","Presentation went well. Follow up meeting scheduled for Tueday.",201,19,62600,2,1,5,1,24,6,2
"Benjamin Young 1341","No","None","00Q5w00001zd9ZgEAI","2020-08-25","1 - New","5 - Omitted","006Dp000004HJc0IAG","91224","0065w000022R1ZSAA0","Benjamin Young 1341","0015w00002DLYB9AAP","Losing","5 - Unqualified","Omitted","True","Travis Coleman","1 - Qualification","00Q5w00001qNTPJEA4","Ink For Cheap 135","Social Media","Glendale","2020-03-26","Glendale","Weekly check-ins to collaborate on a go-forward plan.",18,31,14900,2,0,229,1,134,5,2
"Deanna Collins 1342","Yes","Referral Campaign","00Q5w00001zd9ZgEAI","2019-11-20","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90809","0065w000022R1ZSAA0","Deanna Collins 1342","0015w00002DLYAGAA5","Winning","1 - New","Pipeline","False","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","LIMITrader.com 141","Referral","Cypress","2020-10-02","Long Beach","Price negiotations and expecting signed agreement soon.",79,85,121000,0,1,39,1,66,4,2
"Mina Passini 1343","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-04-15","1 - New","5 - Omitted","006Dp000004HJc0IAG","90832","0065w000022R1ZSAA0","Mina Passini 1343","0015w00002DLYAEAA5","Losing","5 - Unqualified","Omitted","True","Brian Norris","1 - Qualification","00Q5w00001qNTPJEA4","TeraGlobal Communications Corp. 175","Website","Cypress","2020-09-26","Long Beach","Send email with more information and capture decision criteria.",144,4,20100,0,2,45,1,19,4,1
"Peter Parker 1344","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-10-25","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91007","0065w000022R1ZSAA0","Peter Parker 1344","0015w00002DLYBDAA5","Losing","5 - Unqualified","Omitted","False","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","TeraGlobal Communications Corp. 177","Referral","San Gabriel Valley","2019-12-22","Arcadia","Initial introduction call went well. Still need to confirm budget and timing.",142,15,8570,0,2,324,2,25,6,2
"Mike Garcia 1345","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-01-19","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90046","0065w000022R1ZSAA0","Mike Garcia 1345","0015w00002DLYAPAA5","Winning","2 - Working","Best Case","False","Brian Norris","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Online Business Applications 201","Event","Hollywood Hills","2020-05-12","Hollywood Hills","Validated interest level. Plan to give a call on Thursday.",208,50,7560,1,3,182,0,108,6,2
"Andy Peterson 1346","No","None","00Q5w00001zd9ZgEAI","2020-03-01","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","90068","0065w000022R1ZSAA0","Andy Peterson 1346","0015w00002DLYAHAA5","Losing","3 - Qualified","Commit","True","Robin Montgomery","4 - Negotiation","00Q5w00001qNTPJEA4","Microbe Inotech Laboratories 212","Referral","Hollywood Hills","2019-11-19","Hollywood Hills","Weekly check-ins to collaborate on a go-forward plan.",4,2,68300,2,2,357,5,65,11,2
"Robert Simpson 1347","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-02-20","1 - New","5 - Omitted","006Dp000004HJc0IAG","90822","0065w000022R1ZSAA0","Robert Simpson 1347","0015w00002DLYAOAA5","Losing","5 - Unqualified","Omitted","True","Crystal Stevens","1 - Qualification","00Q5w00001qNTPJEA4","National Utility Service 229","Website","Cypress","2020-07-14","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",153,12,103000,0,0,119,0,5,1,1
"Jon Allegri 1348","Yes","None","00Q5w00001zd9ZgEAI","2020-08-18","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","91724","0065w000022R1ZSAA0","Jon Allegri 1348","0015w00002DLYB4AAP","Winning","4 - Converted","Closed","False","Cindy Central","5 - Closed Won","00Q5w00001qNTPJEA4","Colorado Springs Utilities 234","Social Media","Covina Hills","2020-08-25","Covina Hills","Send email with more information and capture decision criteria.",210,90,85700,2,2,77,1,53,7,2
"Stacy McNeil 1349","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-11-24","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90805","0065w000022R1ZSAA0","Stacy McNeil 1349","0015w00002DLYAFAA5","Losing","5 - Unqualified","Omitted","False","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","Shaker Advertising Agency Inc 248","Cold Call","Cypress","2020-02-17","Long Beach","Price negiotations and expecting signed agreement soon.",192,11,2140,2,3,267,1,151,6,0
"Troy Bullock 1350","No","None","00Q5w00001zd9ZgEAI","2020-06-02","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90813","0065w000022R1ZSAA0","Troy Bullock 1350","0015w00002DLYB1AAP","Losing","2 - Working","Best Case","True","Brian Norris","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Shaker Advertising Agency Inc 250","Website","Cypress","2020-08-28","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",170,2,146000,4,2,74,2,6,9,1
"Karen Wells 1351","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-05-17","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90604","0065w000022R1ZSAA0","Karen Wells 1351","0015w00002DLYADAA5","Losing","5 - Unqualified","Omitted","False","Robin Montgomery","6 - Closed Lost","00Q5w00001qNTPJEA4","Cash America International 9","Website","Whittier","2020-03-19","Whittier","Price negiotations and expecting signed agreement soon.",19,16,47200,0,2,236,4,47,8,2
"Bob Warkentine 1352","No","None","00Q5w00001zd9ZgEAI","2019-12-27","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91221","0065w000022R1ZSAA0","Bob Warkentine 1352","0015w00002DLYB7AAP","Winning","1 - New","Pipeline","False","Ricky East","2 - Discovery","00Q5w00001qNTPJEA4","Open Systems Inc 14","Cold Call","Glendale","2020-01-16","Glendale","Weekly check-ins to collaborate on a go-forward plan.",23,50,2080,0,1,299,0,138,2,1
"Duncan Macintosh 1353","No","None","00Q5w00001zd9ZgEAI","2020-07-13","1 - New","5 - Omitted","006Dp000004HJc0IAG","90716","0065w000022R1ZSAA0","Duncan Macintosh 1353","0015w00002DLYALAA5","Losing","5 - Unqualified","Omitted","False","Crystal Stevens","1 - Qualification","00Q5w00001qNTPJEA4","Tvi Inc 37","Event","Cypress","2020-10-02","Long Beach","Send email with more information and capture decision criteria.",74,26,108000,1,1,39,0,100,3,1
"Niki Sullivan 1354","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-01-28","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90601","0065w000022R1ZSAA0","Niki Sullivan 1354","0015w00002DLYB5AAP","Losing","4 - Converted","Closed","False","Mary Powers","5 - Closed Won","00Q5w00001qNTPJEA4","Real Estate Forum 41","Website","San Gabriel Valley","2020-07-09","City of Industry","Validated interest level. Plan to give a call on Thursday.",64,12,65200,1,0,124,1,25,6,4
"Russell Hartman 1355","Yes","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-02-11","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91749","0065w000022R1ZSAA0","Russell Hartman 1355","0015w00002DLYABAA5","Winning","1 - New","Pipeline","True","Kaitlyn Guerrero","2 - Discovery","00Q5w00001qNTPJEA4","Real Estate Forum 44","Social Media","San Gabriel Valley","2020-04-12","City of Industry","Presentation went well. Follow up meeting scheduled for Tueday.",22,69,4820,3,5,212,6,98,17,3
"Gabe Hoskins 1356","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-09-03","1 - New","5 - Omitted","006Dp000004HJc0IAG","90810","0065w000022R1ZSAA0","Gabe Hoskins 1356","0015w00002DLYANAA5","Losing","5 - Unqualified","Omitted","False","Rebecca Gonzalez","1 - Qualification","00Q5w00001qNTPJEA4","simplesba.com 59","Referral","Cypress","2020-08-02","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",75,32,95100,1,1,100,1,142,8,5
"Robert Weiss 1357","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-04-10","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","90602","0065w000022R1ZSAA0","Robert Weiss 1357","0015w00002DLYATAA5","Losing","3 - Qualified","Commit","True","Cindy Central","4 - Negotiation","00Q5w00001qNTPJEA4","Chippenhook Corporation 82","Event","Whittier","2020-06-19","Whittier","Weekly check-ins to collaborate on a go-forward plan.",106,18,112000,2,0,144,2,89,6,2
"Mike Welch 1358","No","None","00Q5w00001zd9ZgEAI","2020-03-14","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91748","0065w000022R1ZSAA0","Mike Welch 1358","0015w00002DLYACAA5","Winning","1 - New","Pipeline","False","Bill West","2 - Discovery","00Q5w00001qNTPJEA4","Online Technologies Corp. 105","Social Media","San Gabriel Valley","2020-04-28","City of Industry","Price negiotations and expecting signed agreement soon.",129,70,130000,1,5,196,1,28,7,0
"Tammy Baxter 1359","No","None","00Q5w00001zd9ZgEAI","2020-06-21","1 - New","5 - Omitted","006Dp000004HJc0IAG","90069","0065w000022R1ZSAA0","Tammy Baxter 1359","0015w00002DLYAAAA5","Losing","5 - Unqualified","Omitted","True","Wendy West","1 - Qualification","00Q5w00001qNTPJEA4","Knowledge Networks 123","Social Media","Hollywood Hills","2020-09-23","Hollywood Hills","Send email with more information and capture decision criteria.",185,20,25100,2,0,48,2,3,5,1
"Peter Houston 1360","No","Referral Campaign","00Q5w00001zd9ZgEAI","2019-12-20","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90806","0065w000022R1ZSAA0","Peter Houston 1360","0015w00002DLYAlAAP","Losing","5 - Unqualified","Omitted","False","Michelle Stanley","6 - Closed Lost","00Q5w00001qNTPJEA4","Catalyst Product Development Group 125","Referral","Cypress","2020-07-04","Long Beach","Validated interest level. Plan to give a call on Thursday.",45,36,6950,1,2,129,1,127,7,3
"Larry Baxter 1361","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2019-11-18","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90814","0065w000022R1ZSAA0","Larry Baxter 1361","0015w00002DLYA9AAP","Winning","5 - Unqualified","Omitted","False","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","First American Flood Data Services 133","Social Media","Cypress","2020-01-03","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",160,92,54800,0,1,312,3,38,6,2
"Mark Smith 1362","Yes","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-10-29","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","91393","0065w000022R1ZSAA0","Mark Smith 1362","0015w00002DLYAQAA5","Losing","4 - Converted","Closed","True","Brandy Mullins","5 - Closed Won","00Q5w00001qNTPJEA4","Proofpoint 152","Social Media","Glendale","2020-02-05","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",223,25,8310,2,2,279,0,61,5,1
"Kari Rende 1363","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-08-17","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","91221","0065w000022R1ZSAA0","Kari Rende 1363","0015w00002DLYB3AAP","Losing","3 - Qualified","Commit","False","Robin Montgomery","4 - Negotiation","00Q5w00001qNTPJEA4","Consumer Health Interactive 182","Cold Call","Glendale","2020-06-09","Glendale","Weekly check-ins to collaborate on a go-forward plan.",161,38,119000,1,0,154,1,94,3,1
"Steve Sutherland 1364","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-04-13","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91715","0065w000022R1ZSAA0","Steve Sutherland 1364","0015w00002DLYB8AAP","Losing","5 - Unqualified","Omitted","True","Brandy Mullins","6 - Closed Lost","00Q5w00001qNTPJEA4","Pioneer Standard 190","Website","San Gabriel Valley","2020-10-03","City of Industry","Presentation went well. Follow up meeting scheduled for Tueday.",140,40,50200,1,5,38,0,115,6,0
"Peter Houston 1365","No","None","00Q5w00001zd9ZgEAI","2020-11-18","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90601","0065w000022R1ZSAA0","Peter Houston 1365","0015w00002DLYAlAAP","Losing","2 - Working","Best Case","True","Robin Montgomery","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Pioneer Standard 196","Event","Whittier","2020-05-15","Whittier","Send email with more information and capture decision criteria.",108,48,133000,2,1,179,2,9,8,3
"Troy Bullock 1366","No","None","00Q5w00001zd9ZgEAI","2020-07-30","1 - New","5 - Omitted","006Dp000004HJc0IAG","90608","0065w000022R1ZSAA0","Troy Bullock 1366","0015w00002DLYB1AAP","Losing","5 - Unqualified","Omitted","True","Travis Coleman","1 - Qualification","00Q5w00001qNTPJEA4","Omnexus Americas 200","Cold Call","Whittier","2020-11-10","Whittier","Initial introduction call went well. Still need to confirm budget and timing.",134,23,4130,1,0,0,2,59,5,2
"Robert Janzen 1367","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-06-23","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90716","0065w000022R1ZSAA0","Robert Janzen 1367","0015w00002DLYAJAA5","Losing","2 - Working","Best Case","True","Crystal Stevens","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Technion Communications 202","Website","Cypress","2020-08-31","Long Beach","Validated interest level. Plan to give a call on Thursday.",191,39,134000,2,0,71,5,48,9,2
"Heath Axworth 1368","Yes","None","00Q5w00001zd9ZgEAI","2020-02-14","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90846","0065w000022R1ZSAA0","Heath Axworth 1368","0015w00002DLYAKAA5","Losing","1 - New","Pipeline","False","Cindy Central","2 - Discovery","00Q5w00001qNTPJEA4","Technion Communications 204","Website","Cypress","2019-12-25","Long Beach","Price negiotations and expecting signed agreement soon.",31,49,18500,1,1,321,1,145,4,1
"Nicole Grace 1369","No","None","00Q5w00001zd9ZgEAI","2020-01-16","1 - New","5 - Omitted","006Dp000004HJc0IAG","91745","0065w000022R1ZSAA0","Nicole Grace 1369","0015w00002DLYBAAA5","Losing","5 - Unqualified","Omitted","False","Ricky East","1 - Qualification","00Q5w00001qNTPJEA4","Flytecomm Inc 229","Referral","San Gabriel Valley","2020-09-09","City of Industry","Presentation went well. Follow up meeting scheduled for Tueday.",19,12,6030,5,2,62,0,69,9,2
"Deanna Collins 1370","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-05-02","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90046","0065w000022R1ZSAA0","Deanna Collins 1370","0015w00002DLYAGAA5","Losing","1 - New","Pipeline","True","Mary Powers","2 - Discovery","00Q5w00001qNTPJEA4","Data Interface Systems Corp. 251","Website","Hollywood Hills","2020-06-08","Hollywood Hills","Initial introduction call went well. Still need to confirm budget and timing.",185,33,130000,1,1,155,2,1,9,5
"Russell Hartman 1371","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-10-23","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90607","0065w000022R1ZSAA0","Russell Hartman 1371","0015w00002DLYABAA5","Winning","5 - Unqualified","Omitted","True","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","Data Interface Systems Corp. 252","Referral","Whittier","2020-07-10","Whittier","Send email with more information and capture decision criteria.",190,75,33100,2,0,123,2,144,5,1
"Kari Rende 1372","No","None","00Q5w00001zd9ZgEAI","2020-03-26","1 - New","5 - Omitted","006Dp000004HJc0IAG","91210","0065w000022R1ZSAA0","Kari Rende 1372","0015w00002DLYB3AAP","Losing","5 - Unqualified","Omitted","False","Mary Powers","1 - Qualification","00Q5w00001qNTPJEA4","Data Interface Systems Corp. 0","Social Media","Glendale","2019-12-14","Glendale","Weekly check-ins to collaborate on a go-forward plan.",102,39,2230,1,1,332,1,94,4,1
"Bob Warkentine 1373","No","None","00Q5w00001zd9ZgEAI","2020-04-05","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90805","0065w000022R1ZSAA0","Bob Warkentine 1373","0015w00002DLYB7AAP","Losing","1 - New","Pipeline","False","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","Data Interface Systems Corp. 3","Social Media","Cypress","2020-05-14","Long Beach","Validated interest level. Plan to give a call on Thursday.",66,12,19600,1,5,180,0,1,7,1
"Chip Colli 1374","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-08-06","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90834","0065w000022R1ZSAA0","Chip Colli 1374","0015w00002DLYB6AAP","Losing","5 - Unqualified","Omitted","False","Barry Brown","6 - Closed Lost","00Q5w00001qNTPJEA4","Individual Software 10","Social Media","Cypress","2020-10-22","Long Beach","Price negiotations and expecting signed agreement soon.",125,2,133000,2,2,19,2,21,6,0
"Benjamin Young 1375","Yes","Referral Campaign","00Q5w00001zd9ZgEAI","2019-12-19","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90603","0065w000022R1ZSAA0","Benjamin Young 1375","0015w00002DLYB9AAP","Losing","2 - Working","Best Case","False","Kristen Miller","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Trautman Wasserman & Co 51","Referral","Whittier","2019-11-16","Whittier","Validated interest level. Plan to give a call on Thursday.",216,49,61400,2,5,360,5,63,15,3
"Jon Allegri 1376","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2019-11-25","1 - New","5 - Omitted","006Dp000004HJc0IAG","91222","0065w000022R1ZSAA0","Jon Allegri 1376","0015w00002DLYB4AAP","Losing","5 - Unqualified","Omitted","False","Brian Norris","1 - Qualification","00Q5w00001qNTPJEA4","Trautman Wasserman & Co 64","Social Media","Glendale","2020-11-03","Glendale","Send email with more information and capture decision criteria.",225,33,109000,1,0,7,2,110,4,1
"Lance Gonzales 1377","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2019-11-17","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","91746","0065w000022R1ZSAA0","Lance Gonzales 1377","0015w00002DLYAMAA5","Losing","3 - Qualified","Commit","True","Mary Powers","4 - Negotiation","00Q5w00001qNTPJEA4","ESPN PARENT 87","Cold Call","San Gabriel Valley","2020-08-05","City of Industry","Weekly check-ins to collaborate on a go-forward plan.",110,12,7160,0,2,97,0,7,6,4
"Mike Welch 1378","No","None","00Q5w00001zd9ZgEAI","2020-07-12","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90630","0065w000022R1ZSAA0","Mike Welch 1378","0015w00002DLYACAA5","Winning","5 - Unqualified","Omitted","False","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","Flywheel Ventures 102","Social Media","Cypress","2020-03-28","Cypress","Price negiotations and expecting signed agreement soon.",23,56,94200,1,1,227,5,94,9,2
