"ProductRequired.Product2Id","AssignedResource.User.Id","ParentRecordId.WorkTypeId.Id","ProductRequired.ProductName","ParentRecordId.WorkTypeId","ProductRequired.QuantityUnitOfMeasure","ParentRecordId.WorkTypeId.Name","ProductRequired.ParentRecordId","ProductRequired.ProductRequiredNumber","AssignedResource.User.User.Name","ServiceTerritoryId.State","ServiceTerritoryId","ParentRecordId.CaseId","ArrivalWindowStartTime","ServiceTerritoryId.OperatingHoursId","ProductConsumed.ProductConsumedNumber","Status","ServiceTerritoryId.City","ParentRecordId","ProductConsumed.ProductName","EarliestStartTime","AssignedResource.User.User.Username","ParentRecordId.AccountId","AssignedResource.User.Description","ActualEndTime","CreatedDate","Id","ParentRecordId.Priority","ProductConsumed.Id","ServiceTerritoryId.Name","AssignedResource.User.User.Email","ParentRecordId.CreatedDate","AppointmentNumber","StatusCategory","ParentRecordType","DueDate","ProductRequired.Id","DurationType","AssignedResource.User.User.SmallPhotoUrl","AssignedResource.ServiceResourceId","ProductRequired.ParentRecordType","ParentRecordId.Status","ParentRecordId.WorkOrderNumber","ActualStartTime","AssignedResource.User.User.Id","ArrivalWindowEndTime","ServiceTerritoryId.Country","ParentRecordId.Id","ServiceTerritoryId.Id","ParentRecordId.AccountId.Name","ProductRequired.QuantityRequired","Duration","ActualDuration","DurationInMinutes"
,"0Hn2X000000cXJlSAM","08q2X000000cU8AQAU",,"08q2X000000cU8AQAU",,"Installation",,,"Janet Jones","CA","0Hh2X000000cTyBSAU",,"2020-09-24T17:13:00.000Z","0OH2X000000cU9vWAE","PC-966","Completed","Los Angeles","0WO2X000000w8xQWAQ","Battery, High Capacity","2020-09-24T17:13:00.000Z","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","0012X000023JQbTQAW","Field Service Lightning User","2020-10-01T05:06:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzYyQAI","Low","0Gv2X000000DoU3SAK","Los Angeles","janet@example.com","2020-07-28T07:41:59.000Z","SA-0802","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","0Hn2X000000cXJlSAM",,"New","00000813","2020-09-25T17:13:00.000Z","0052X00000AcWfFQAV","2020-09-26T17:13:00.000Z","USA","0WO2X000000w8xQWAQ","0Hh2X000000cTyBSAU","Tyconet",,120,93,120
,,"08q2X000000cU85QAE",,"08q2X000000cU85QAE",,"Field Measurements",,,,"CA","0Hh2X000000cTyBSAU",,"1969-12-31T00:00:00.000Z","0OH2X000000cU9vWAE",,"Canceled","Los Angeles","0WO2X000000w8xRWAQ",,"1969-12-31T00:00:00.000Z",,"0012X000023JQbsQAG",,,"2020-07-28T07:41:59.000Z","08p2X000000pzYzQAI","Low",,"Los Angeles",,"2020-07-28T07:41:59.000Z","SA-0804","Canceled","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes",,,,"New","00000815",,,"1970-01-02T00:00:00.000Z","USA","0WO2X000000w8xRWAQ","0Hh2X000000cTyBSAU","Biospan, LLC.",,90,10,90
,"0Hn2X000000cXJkSAM","08q2X000000cU87QAE",,"08q2X000000cU87QAE",,"Corrective Maintenance",,,"James Clifton","CA","0Hh2X000000cTyBSAU",,"2020-09-14T15:00:00.000Z","0OH2X000000cU9vWAE","PC-130","Completed","Los Angeles","0WO2X000000w8xSWAQ","Power Inverter","2020-09-14T15:00:00.000Z","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","0012X000023JQaoQAG","Field Service Lightning User","2020-09-19T22:14:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ0QAI","Low","0Gv2X000000DoN0SAK","Los Angeles","james@example.com","2020-07-28T07:41:59.000Z","SA-0805","Completed","WorkOrder","2020-09-19T22:13:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","0Hn2X000000cXJkSAM",,"New","00000816","2020-09-15T15:00:00.000Z","0052X00000AcWfEQAV","2020-09-16T15:00:00.000Z","USA","0WO2X000000w8xSWAQ","0Hh2X000000cTyBSAU","Andy Peterson",,90,112,90
,"0Hn2X000000cXJkSAM","08q2X000000cU8BQAU",,"08q2X000000cU8BQAU",,"Deinstallation",,,"James Clifton","CA","0Hh2X000000cTyBSAU",,"2020-09-14T16:37:00.000Z","0OH2X000000cU9vWAE","PC-106","Completed","Los Angeles","0WO2X000000w8xTWAQ","Power Inverter","2020-09-14T16:37:00.000Z","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","0012X000023JQb3QAG","Field Service Lightning User","2020-09-17T08:03:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ1QAI","Low","0Gv2X000000DoMmSAK","Los Angeles","james@example.com","2020-07-28T07:41:59.000Z","SA-0806","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","0Hn2X000000cXJkSAM",,"New","00000817","2020-09-15T16:37:00.000Z","0052X00000AcWfEQAV","2020-09-16T16:37:00.000Z","USA","0WO2X000000w8xTWAQ","0Hh2X000000cTyBSAU","Ohana Systems",,120,33,120
,"0Hn2X000000cXJkSAM","08q2X000000cU85QAE",,"08q2X000000cU85QAE",,"Field Measurements",,,"James Clifton","CA","0Hh2X000000cTyBSAU",,"2020-09-14T19:16:00.000Z","0OH2X000000cU9vWAE","PC-105","Completed","Los Angeles","0WO2X000000w8xUWAQ","Starter Kit","2020-09-14T19:16:00.000Z","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","0012X000023JQawQAG","Field Service Lightning User","2020-09-17T20:36:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ2QAI","Low","0Gv2X000000DoMlSAK","Los Angeles","james@example.com","2020-07-28T07:41:59.000Z","SA-0807","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","0Hn2X000000cXJkSAM",,"New","00000818","2020-09-15T20:47:00.000Z","0052X00000AcWfEQAV","2020-09-16T19:16:00.000Z","USA","0WO2X000000w8xUWAQ","0Hh2X000000cTyBSAU","Mike Garcia",,90,90,90
,"0Hn2X000000cXJkSAM","08q2X000000cU8AQAU",,"08q2X000000cU8AQAU",,"Installation",,,"James Clifton","CA","0Hh2X000000cTyBSAU",,"2020-09-15T17:12:00.000Z","0OH2X000000cU9vWAE","PC-051","Scheduled","Los Angeles","0WO2X000000w8xVWAQ","Battery, High Capacity","2020-09-15T17:12:00.000Z","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","0012X000023JQbHQAW","Field Service Lightning User","2020-09-16T19:48:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ3QAI","Low","0Gv2X000000DoMASA0","Los Angeles","james@example.com","2020-07-28T07:41:59.000Z","SA-0810","Scheduled","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","0Hn2X000000cXJkSAM",,"New","00000821","2020-09-16T17:12:00.000Z","0052X00000AcWfEQAV","2020-09-17T17:12:00.000Z","USA","0WO2X000000w8xVWAQ","0Hh2X000000cTyBSAU","Associated Supply Co.",,120,63,120
"01t2X0000071XyEQAU","0Hn2X000000cXJkSAM","08q2X000000cU7sQAE","Connector Cables","08q2X000000cU7sQAE","Each","Battery Replacement","0WO2X000000w8xWWAQ","PREQ-0299","James Clifton","CA","0Hh2X000000cTyBSAU",,"2020-09-15T19:45:00.000Z","0OH2X000000cU9vWAE","PC-052","Completed","Los Angeles","0WO2X000000w8xWWAQ","Product B","2020-09-15T19:45:00.000Z","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","0012X000023JQbiQAG","Field Service Lightning User","2020-09-19T05:20:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ4QAI","Low","0Gv2X000000DoMBSA0","Los Angeles","james@example.com","2020-07-28T07:41:59.000Z","SA-0811","Completed","WorkOrder","2020-12-13T08:00:00.000Z","0Gn2X000000LU5zSAG","Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","0Hn2X000000cXJkSAM","WorkOrder","New","00000822","2020-09-16T19:45:00.000Z","0052X00000AcWfEQAV","2020-09-17T19:45:00.000Z","USA","0WO2X000000w8xWWAQ","0Hh2X000000cTyBSAU","Benjamin Young",2,60,37,60
,"0Hn2X000000cXJsSAM","08q2X000000cU8AQAU",,"08q2X000000cU8AQAU",,"Installation",,,"Paul Morrison","CA","0Hh2X000000cTyBSAU",,"2020-09-14T20:25:00.000Z","0OH2X000000cU9vWAE","PC-053","Completed","Los Angeles","0WO2X000000w8xXWAQ","Mounting System","2020-09-14T20:25:00.000Z","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","0012X000023JQazQAG","Field Service Lightning User","2020-09-21T03:22:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ5QAI","Low","0Gv2X000000DoMCSA0","Los Angeles","paul@example.com","2020-07-28T07:41:59.000Z","SA-0812","Completed","WorkOrder","2020-09-21T03:21:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","0Hn2X000000cXJsSAM",,"New","00000823","2020-09-15T22:26:00.000Z","0052X00000AcWfMQAV","2020-09-16T20:25:00.000Z","USA","0WO2X000000w8xXWAQ","0Hh2X000000cTyBSAU","Green Fields Media",,120,107,120
,"0Hn2X000000cXJjSAM","08q2X000000cU81QAE",,"08q2X000000cU81QAE",,"Field Connect",,,"Andy James","CA","0Hh2X000000cTyBSAU",,"2020-09-15T15:00:00.000Z","0OH2X000000cU9vWAE","PC-141","Completed","Los Angeles","0WO2X000000w8xYWAQ","Battery, Low Capacity","2020-09-15T15:00:00.000Z","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","0012X000023JQaZQAW","Field Service Lightning User","2020-09-19T08:19:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ6QAI","Low","0Gv2X000000DoN4SAK","Los Angeles","andy@example.com","2020-07-28T07:41:59.000Z","SA-0813","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","0Hn2X000000cXJjSAM",,"New","00000824","2020-09-16T15:00:00.000Z","0052X00000AcWfDQAV","2020-09-17T15:00:00.000Z","USA","0WO2X000000w8xYWAQ","0Hh2X000000cTyBSAU","Ohana, Inc.",,60,26,60
,"0Hn2X000000cXJkSAM","08q2X000000cU8AQAU",,"08q2X000000cU8AQAU",,"Installation",,,"James Clifton","CA","0Hh2X000000cTyBSAU",,"2020-09-15T20:59:00.000Z","0OH2X000000cU9vWAE","PC-073","Scheduled","Los Angeles","0WO2X000000w8xZWAQ","Large Turbine","2020-09-15T20:59:00.000Z","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","0012X000023JQamQAG","Field Service Lightning User","2020-09-22T07:53:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ7QAI","Low","0Gv2X000000DoMPSA0","Los Angeles","james@example.com","2020-07-28T07:41:59.000Z","SA-0815","Scheduled","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","0Hn2X000000cXJkSAM",,"New","00000826","2020-09-16T20:59:00.000Z","0052X00000AcWfEQAV","2020-09-17T20:59:00.000Z","USA","0WO2X000000w8xZWAQ","0Hh2X000000cTyBSAU","Stacy McNeil",,120,136,120
,"0Hn2X000000cXJpSAM","08q2X000000cU7wQAE",,"08q2X000000cU7wQAE",,"Repair Estimate",,,"Mary Adams","CA","0Hh2X000000cTyBSAU",,"2020-09-14T17:16:00.000Z","0OH2X000000cU9vWAE","PC-112","Completed","Los Angeles","0WO2X000000w8xaWAA","Product C","2020-09-14T17:16:00.000Z","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","0012X000023JQbjQAG","Field Service Lightning User","2020-09-17T00:20:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ8QAI","Low","0Gv2X000000DoMpSAK","Los Angeles","mary@example.com","2020-07-28T07:41:59.000Z","SA-0818","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","0Hn2X000000cXJpSAM",,"New","00000829","2020-09-15T17:16:00.000Z","0052X00000AcWfJQAV","2020-09-16T17:16:00.000Z","USA","0WO2X000000w8xaWAA","0Hh2X000000cTyBSAU","Nicole Grace",,60,50,60
,"0Hn2X000000cXJlSAM","08q2X000000cU7zQAE",,"08q2X000000cU7zQAE",,"Reclamation",,,"Janet Jones","CA","0Hh2X000000cTyBSAU",,"2020-09-13T18:52:00.000Z","0OH2X000000cU9vWAE","PC-102","Completed","Los Angeles","0WO2X000000w8xbWAA","Fuses (Set of 4)","2020-09-13T18:52:00.000Z","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","0012X000023JQbcQAG","Field Service Lightning User","2020-09-17T06:30:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZ9QAI","Low","0Gv2X000000DoMjSAK","Los Angeles","janet@example.com","2020-07-28T07:41:59.000Z","SA-0823","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","0Hn2X000000cXJlSAM",,"New","00000834","2020-09-14T18:52:00.000Z","0052X00000AcWfFQAV","2020-09-15T18:52:00.000Z","USA","0WO2X000000w8xbWAA","0Hh2X000000cTyBSAU","Kari Rende",,60,63,60
,"0Hn2X000000cXJoSAM","08q2X000000cU84QAE",,"08q2X000000cU84QAE",,"Site Survey",,,"Martino Castanon","CA","0Hh2X000000cTyBSAU",,"2020-09-14T16:13:00.000Z","0OH2X000000cU9vWAE","PC-103","Completed","Los Angeles","0WO2X000000w8xcWAA","Connector Cables","2020-09-14T16:13:00.000Z","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","0012X000023JQbdQAG","Field Service Lightning User","2020-09-16T14:25:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZAQAY","Low","0Gv2X000000DoMkSAK","Los Angeles","martino@example.com","2020-07-28T07:41:59.000Z","SA-0824","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzr/T","0Hn2X000000cXJoSAM",,"New","00000835","2020-09-15T16:13:00.000Z","0052X00000AcWfNQAV","2020-09-16T16:13:00.000Z","USA","0WO2X000000w8xcWAA","0Hh2X000000cTyBSAU","Jon Allegri",,60,78,60
,"0Hn2X000000cXJoSAM","08q2X000000cU89QAE",,"08q2X000000cU89QAE",,"Field Inspection",,,"Martino Castanon","CA","0Hh2X000000cTyBSAU",,"2020-09-14T17:23:00.000Z","0OH2X000000cU9vWAE","PC-101","Completed","Los Angeles","0WO2X000000w8xdWAA","Battery, High Capacity","2020-09-14T17:23:00.000Z","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","0012X000023JQauQAG","Field Service Lightning User","2020-09-16T19:47:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZBQAY","Low","0Gv2X000000DoMiSAK","Los Angeles","martino@example.com","2020-07-28T07:41:59.000Z","SA-0826","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzr/T","0Hn2X000000cXJoSAM",,"New","00000837","2020-09-15T17:23:00.000Z","0052X00000AcWfNQAV","2020-09-16T17:23:00.000Z","USA","0WO2X000000w8xdWAA","0Hh2X000000cTyBSAU","Gabe Hoskins",,120,131,120
,"0Hn2X000000cXJlSAM","08q2X000000cU85QAE",,"08q2X000000cU85QAE",,"Field Measurements",,,"Janet Jones","CA","0Hh2X000000cTyBSAU",,"2020-09-13T20:01:00.000Z","0OH2X000000cU9vWAE","PC-086","Scheduled","Los Angeles","0WO2X000000w8xeWAA","Product C","2020-09-13T20:01:00.000Z","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","0012X000023JQajQAG","Field Service Lightning User","2020-09-16T15:31:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZCQAY","Low","0Gv2X000000DoMYSA0","Los Angeles","janet@example.com","2020-07-28T07:41:59.000Z","SA-0827","Scheduled","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","0Hn2X000000cXJlSAM",,"New","00000838","2020-09-14T20:01:00.000Z","0052X00000AcWfFQAV","2020-09-15T20:01:00.000Z","USA","0WO2X000000w8xeWAA","0Hh2X000000cTyBSAU","Mike Welch",,90,112,90
,"0Hn2X000000cXJlSAM","08q2X000000cU83QAE",,"08q2X000000cU83QAE",,"QA Testing",,,"Janet Jones","CA","0Hh2X000000cTyBSAU",,"2020-09-13T21:37:00.000Z","0OH2X000000cU9vWAE","PC-120","Completed","Los Angeles","0WO2X000000w8xfWAA","Power Inverter","2020-09-13T21:37:00.000Z","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","0012X000023JQaZQAW","Field Service Lightning User","2020-09-15T16:10:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZDQAY","Low","0Gv2X000000DoMtSAK","Los Angeles","janet@example.com","2020-07-28T07:41:59.000Z","SA-0830","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","0Hn2X000000cXJlSAM",,"New","00000841","2020-09-14T21:37:00.000Z","0052X00000AcWfFQAV","2020-09-15T21:37:00.000Z","USA","0WO2X000000w8xfWAA","0Hh2X000000cTyBSAU","Ohana, Inc.",,60,55,60
,"0Hn2X000000cXJjSAM","08q2X000000cU7xQAE",,"08q2X000000cU7xQAE",,"Part Swap",,,"Andy James","CA","0Hh2X000000cTyBSAU",,"2020-09-14T21:39:00.000Z","0OH2X000000cU9vWAE","PC-121","Completed","Los Angeles","0WO2X000000w8xgWAA","Remote Monitoring Subscription","2020-09-14T21:39:00.000Z","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","0012X000023JQaZQAW","Field Service Lightning User","2020-09-17T08:48:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZEQAY","Low","0Gv2X000000DoMuSAK","Los Angeles","andy@example.com","2020-07-28T07:41:59.000Z","SA-0831","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","0Hn2X000000cXJjSAM",,"New","00000842","2020-09-15T21:39:00.000Z","0052X00000AcWfDQAV","2020-09-16T21:39:00.000Z","USA","0WO2X000000w8xgWAA","0Hh2X000000cTyBSAU","Ohana, Inc.",,60,14,60
,"0Hn2X000000cXJrSAM","08q2X000000cU7wQAE",,"08q2X000000cU7wQAE",,"Repair Estimate",,,"Pam Lawison","CA","0Hh2X000000cTyBSAU",,"2020-09-14T15:00:00.000Z","0OH2X000000cU9vWAE","PC-122","Scheduled","Los Angeles","0WO2X000000w8xhWAA","Battery, Low Capacity","2020-09-14T15:00:00.000Z","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","0012X000023JQagQAG","Field Service Lightning User","2020-09-17T01:34:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZFQAY","Low","0Gv2X000000DoMvSAK","Los Angeles","pam@example.com","2020-07-28T07:41:59.000Z","SA-0832","Scheduled","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","0Hn2X000000cXJrSAM",,"New","00000843","2020-09-15T15:00:00.000Z","0052X00000AcWfLQAV","2020-09-16T15:00:00.000Z","USA","0WO2X000000w8xhWAA","0Hh2X000000cTyBSAU","Larry Baxter",,60,61,60
,"0Hn2X000000cXJmSAM","08q2X000000cU8AQAU",,"08q2X000000cU8AQAU",,"Installation",,,"Jim Matthews","CA","0Hh2X000000cTyBSAU",,"2020-09-13T15:00:00.000Z","0OH2X000000cU9vWAE","PC-089","Completed","Los Angeles","0WO2X000000w8xiWAA","Battery, Low Capacity","2020-09-13T15:00:00.000Z","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","0012X000023JQakQAG","Field Service Lightning User","2020-09-20T06:39:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZGQAY","Low","0Gv2X000000DoMZSA0","Los Angeles","jim@example.com","2020-07-28T07:41:59.000Z","SA-0834","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","0Hn2X000000cXJmSAM",,"New","00000845","2020-09-14T15:00:00.000Z","0052X00000AcWfGQAV","2020-09-15T15:00:00.000Z","USA","0WO2X000000w8xiWAA","0Hh2X000000cTyBSAU","Karen Wells",,120,50,120
,"0Hn2X000000cXJmSAM","08q2X000000cU84QAE",,"08q2X000000cU84QAE",,"Site Survey",,,"Jim Matthews","CA","0Hh2X000000cTyBSAU",,"2020-09-13T17:20:00.000Z","0OH2X000000cU9vWAE","PC-090","Completed","Los Angeles","0WO2X000000w8xjWAA","Connector Cables","2020-09-13T17:20:00.000Z","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","0012X000023JQalQAG","Field Service Lightning User","2020-09-17T21:19:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZHQAY","Low","0Gv2X000000DoMaSAK","Los Angeles","jim@example.com","2020-07-28T07:41:59.000Z","SA-0835","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","0Hn2X000000cXJmSAM",,"New","00000846","2020-09-14T17:20:00.000Z","0052X00000AcWfGQAV","2020-09-15T17:20:00.000Z","USA","0WO2X000000w8xjWAA","0Hh2X000000cTyBSAU","Mina Passini",,60,68,60
,"0Hn2X000000cXJmSAM","08q2X000000cU80QAE",,"08q2X000000cU80QAE",,"Upgrade",,,"Jim Matthews","CA","0Hh2X000000cTyBSAU",,"2020-09-13T19:27:00.000Z","0OH2X000000cU9vWAE","PC-092","Completed","Los Angeles","0WO2X000000w8xkWAA","Connector Cables","2020-09-13T19:27:00.000Z","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","0012X000023JQbGQAW","Field Service Lightning User","2020-09-17T07:19:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZIQAY","Low","0Gv2X000000DoMbSAK","Los Angeles","jim@example.com","2020-07-28T07:41:59.000Z","SA-0837","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","0Hn2X000000cXJmSAM",,"New","00000848","2020-09-14T19:27:00.000Z","0052X00000AcWfGQAV","2020-09-15T19:27:00.000Z","USA","0WO2X000000w8xkWAA","0Hh2X000000cTyBSAU","Anaco Limited",,60,11,60
,"0Hn2X000000cXJmSAM","08q2X000000cU7xQAE",,"08q2X000000cU7xQAE",,"Part Swap",,,"Jim Matthews","CA","0Hh2X000000cTyBSAU",,"2020-09-13T20:43:00.000Z","0OH2X000000cU9vWAE","PC-113","Scheduled","Los Angeles","0WO2X000000w8xlWAA","Connector Cables","2020-09-13T20:43:00.000Z","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","0012X000023JQauQAG","Field Service Lightning User","2020-09-17T06:55:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZJQAY","Low","0Gv2X000000DoMqSAK","Los Angeles","jim@example.com","2020-07-28T07:41:59.000Z","SA-0840","Scheduled","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","0Hn2X000000cXJmSAM",,"New","00000851","2020-09-14T20:43:00.000Z","0052X00000AcWfGQAV","2020-09-15T20:43:00.000Z","USA","0WO2X000000w8xlWAA","0Hh2X000000cTyBSAU","Gabe Hoskins",,60,61,60
,"0Hn2X000000cXJjSAM","08q2X000000cU7yQAE",,"08q2X000000cU7yQAE",,"Maintenance",,,"Andy James","CA","0Hh2X000000cTyBSAU",,"2020-09-13T21:10:00.000Z","0OH2X000000cU9vWAE","PC-131","Completed","Los Angeles","0WO2X000000w8xmWAA","Battery, Low Capacity","2020-09-13T21:10:00.000Z","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","0012X000023JQbgQAG","Field Service Lightning User","2020-09-15T23:36:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZKQAY","Low","0Gv2X000000DoN1SAK","Los Angeles","andy@example.com","2020-07-28T07:41:59.000Z","SA-0842","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","0Hn2X000000cXJjSAM",,"New","00000853","2020-09-14T21:10:00.000Z","0052X00000AcWfDQAV","2020-09-15T21:10:00.000Z","USA","0WO2X000000w8xmWAA","0Hh2X000000cTyBSAU","Bob Warkentine",,60,34,60
,"0Hn2X000000cXJmSAM","08q2X000000cU7wQAE",,"08q2X000000cU7wQAE",,"Repair Estimate",,,"Jim Matthews","CA","0Hh2X000000cTyBSAU",,"2020-09-26T19:39:00.000Z","0OH2X000000cU9vWAE","PC-1197","Completed","Los Angeles","0WO2X000000w8xnWAA","Fuses (Set of 4)","2020-09-26T19:39:00.000Z","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo",,"Field Service Lightning User","2020-09-29T04:49:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzZLQAY","Low","0Gv2X000000DoVfSAK","Los Angeles","jim@example.com","2020-07-28T07:41:59.000Z","SA-0843","Completed","WorkOrder","2020-09-29T04:48:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","0Hn2X000000cXJmSAM",,"New","00000854","2020-09-27T19:39:00.000Z","0052X00000AcWfGQAV","2020-09-28T19:39:00.000Z","USA","0WO2X000000w8xnWAA","0Hh2X000000cTyBSAU",,,60,80,60
