"SA_ParentRecordId_AccountId_Name","User_User_Username","SA_ServiceTerritoryId_Name","SA_ProductRequired_Product2Id","User_User_Id","SA_ServiceTerritoryId_State","SA_ParentRecordId_Priority","SA_Status","User_User_SmallPhotoUrl","User_IsCapacityBased","User_User_Name","ServiceResourceId","SA_ParentRecordId_CaseId","ServiceAppointmentId","User_Description","SA_CreatedDate","SA_StatusCategory","SA_ParentRecordId_WorkTypeId_Name","SA_ProductRequired_ProductName","CreatedDate","SA_EarliestStartTime","SA_ProductConsumed_ProductName","Id","SA_Id","SA_ParentRecordId_CreatedDate","User_Id","User_User_Email","ActualTravelTime","EstimatedTravelTime"
"Green Fields Media","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles","01t2X0000071XyEQAU","0052X00000AcWfKQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzgnQAA","Field Service Lightning User","2020-12-12","Completed","Break-Fix","Connector Cables","2020-09-28 13:46:08","2021-01-30","Small Turbine","03r7R000000sY0FQAU","08p2X000000pzgnQAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,17
"Anaco Limited","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzgoQAA","Field Service Lightning User","2021-01-01","Completed","Upgrade",,"2020-09-28 13:46:08","2021-02-19","Intelligent Optimization Service License","03r7R000000sY0GQAU","08p2X000000pzgoQAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,4
"Allied Technologies","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfEQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","FALSE","James Clifton","0Hn2X000000cXJkSAM",,"08p2X000000pzgpQAA","Field Service Lightning User","2021-01-01","Completed","Corrective Maintenance",,"2020-09-28 13:46:08","2021-02-20","Installation Services","03r7R000000sY0HQAU","08p2X000000pzgpQAA","2020-07-28 00:41:59","0Hn2X000000cXJkSAM","james@example.com",15,14
"Stacy McNeil","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzgqQAA","Field Service Lightning User","2021-01-01","Completed","Field Connect",,"2020-09-28 13:46:08","2021-02-19","Starter Kit","03r7R000000sY0IQAU","08p2X000000pzgqQAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,9
"Allied Technologies","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzgrQAA","Field Service Lightning User","2021-01-01","Completed","Field Inspection",,"2020-09-28 13:46:08","2021-02-19","Fuses (Set of 4)","03r7R000000sY0JQAU","08p2X000000pzgrQAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",45,17
"Peter Houston","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfLQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","FALSE","Pam Lawison","0Hn2X000000cXJrSAM",,"08p2X000000pzbAQAQ","Field Service Lightning User","2021-01-01","Completed","Deinstallation",,"2020-09-28 13:46:08","2021-02-21","Starter Kit","03r7R000000sY0KQAU","08p2X000000pzbAQAQ","2020-07-28 00:41:59","0Hn2X000000cXJrSAM","pam@example.com",60,14
"Allied Technologies","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfLQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","FALSE","Pam Lawison","0Hn2X000000cXJrSAM",,"08p2X000000pzgtQAA","Field Service Lightning User","2021-01-01","Completed","Reclamation",,"2020-09-28 13:46:08","2021-02-20","Maintenance Contract","03r7R000000sY0LQAU","08p2X000000pzgtQAA","2020-07-28 00:41:59","0Hn2X000000cXJrSAM","pam@example.com",60,11
"Ohana Technologies","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzguQAA","Field Service Lightning User","2020-12-12","Completed","Rebuild",,"2020-09-28 13:46:08","2021-01-30","Battery, High Capacity","03r7R000000sY0MQAU","08p2X000000pzguQAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,11
"Larry Baxter","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzfwQAA","Field Service Lightning User","2021-01-01","Completed","Maintenance",,"2020-09-28 13:46:08","2021-02-19","Battery, Low Capacity","03r7R000000sY0NQAU","08p2X000000pzfwQAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,16
"Ohana Systems","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfLQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","FALSE","Pam Lawison","0Hn2X000000cXJrSAM",,"08p2X000000pzfyQAA","Field Service Lightning User","2021-01-01","Completed","Corrective Maintenance",,"2020-09-28 13:46:08","2021-02-20","Remote Monitoring Subscription","03r7R000000sY0OQAU","08p2X000000pzfyQAA","2020-07-28 00:41:59","0Hn2X000000cXJrSAM","pam@example.com",30,21
"Goodman Imports","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfLQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","FALSE","Pam Lawison","0Hn2X000000cXJrSAM",,"08p2X000000pzfzQAA","Field Service Lightning User","2021-01-01","Completed","Deinstallation",,"2020-09-28 13:46:08","2021-02-20","Maintenance Contract","03r7R000000sY0PQAU","08p2X000000pzfzQAA","2020-07-28 00:41:59","0Hn2X000000cXJrSAM","pam@example.com",30,8
"Mina Passini","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfGQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","FALSE","Jim Matthews","0Hn2X000000cXJmSAM",,"08p2X000000pzg0QAA","Field Service Lightning User","2020-12-12","Completed","Rebuild",,"2020-09-28 13:46:08","2021-01-31","Installation Services","03r7R000000sY0QQAU","08p2X000000pzg0QAA","2020-07-28 00:41:59","0Hn2X000000cXJmSAM","jim@example.com",30,33
"Lance Gonzales","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfNQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzr/T","FALSE","Martino Castanon","0Hn2X000000cXJoSAM",,"08p2X000000pzg1QAA","Field Service Lightning User","2021-01-01","Completed","Site Survey",,"2020-09-28 13:46:08","2021-02-19","Power Inverter","03r7R000000sY0RQAU","08p2X000000pzg1QAA","2020-07-28 00:41:59","0Hn2X000000cXJoSAM","martino@example.com",30,13
"Mike Welch","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfGQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","FALSE","Jim Matthews","0Hn2X000000cXJmSAM",,"08p2X000000pzg3QAA","Field Service Lightning User","2021-01-01","Completed","Deinstallation",,"2020-09-28 13:46:08","2021-02-20","Fuses (Set of 4)","03r7R000000sY0SQAU","08p2X000000pzg3QAA","2020-07-28 00:41:59","0Hn2X000000cXJmSAM","jim@example.com",30,23
"Ohana Systems","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzgJQAQ","Field Service Lightning User","2021-01-11","Scheduled","Deinstallation",,"2020-09-28 13:46:08","2021-03-03","Maintenance Contract","03r7R000000sY0TQAU","08p2X000000pzgJQAQ","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,6
"Ohana, Inc.","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzg6QAA","Field Service Lightning User","2020-12-12","Completed","Design",,"2020-09-28 13:46:08","2021-01-30","Fuses (Set of 4)","03r7R000000sY0UQAU","08p2X000000pzg6QAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,11
"Ohana Financial Services","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzg7QAA","Field Service Lightning User","2021-01-01","Completed","Reclamation",,"2020-09-28 13:46:08","2021-02-20","Product C","03r7R000000sY0VQAU","08p2X000000pzg7QAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",15,4
"UlyssesNet","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfLQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","FALSE","Pam Lawison","0Hn2X000000cXJrSAM",,"08p2X000000pzhyQAA","Field Service Lightning User","2021-01-01","Completed","Site Survey",,"2020-09-28 13:46:08","2021-02-20","Small Turbine","03r7R000000sY0WQAU","08p2X000000pzhyQAA","2020-07-28 00:41:59","0Hn2X000000cXJrSAM","pam@example.com",30,19
"Peter Houston","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzhuQAA","Field Service Lightning User","2021-01-11","Scheduled","Site Survey",,"2020-09-28 13:46:08","2021-03-03","Connector Cables","03r7R000000sY0XQAU","08p2X000000pzhuQAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",45,9
"Robert Simpson","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles","01t2X0000071XyEQAU","0052X00000AcWfMQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzhwQAA","Field Service Lightning User","2020-12-12","Completed","Break-Fix","Connector Cables","2020-09-28 13:46:08","2021-01-30","Battery, Low Capacity","03r7R000000sY0YQAU","08p2X000000pzhwQAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",60,13
"Tyconet","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfDQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzhxQAA","Field Service Lightning User","2021-01-11","Scheduled","Corrective Maintenance",,"2020-09-28 13:46:08","2021-03-02","Connector Cables","03r7R000000sY0ZQAU","08p2X000000pzhxQAA","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",60,12
"Steve Sutherland","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfEQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","FALSE","James Clifton","0Hn2X000000cXJkSAM",,"08p2X000000pzbEQAQ","Field Service Lightning User","2021-01-01","Completed","Deinstallation",,"2020-09-28 13:46:08","2021-02-21","Power Inverter","03r7R000000sY0aQAE","08p2X000000pzbEQAQ","2020-07-28 00:41:59","0Hn2X000000cXJkSAM","james@example.com",30,13
"Ohana Systems","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfEQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","FALSE","James Clifton","0Hn2X000000cXJkSAM",,"08p2X000000pzhzQAA","Field Service Lightning User","2021-01-01","Completed","Site Survey",,"2020-09-28 13:46:08","2021-02-20","Connector Cables","03r7R000000sY0bQAE","08p2X000000pzhzQAA","2020-07-28 00:41:59","0Hn2X000000cXJkSAM","james@example.com",30,25
"Employnet","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfDQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzi0QAA","Field Service Lightning User","2021-01-01","Completed","Field Inspection",,"2020-09-28 13:46:08","2021-02-20","Mounting System","03r7R000000sY0cQAE","08p2X000000pzi0QAA","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",30,10
"Opportunity Resources Inc","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzi1QAA","Field Service Lightning User","2021-01-01","Completed","Repair Estimate",,"2020-09-28 13:46:08","2021-02-19","Battery, Low Capacity","03r7R000000sY0dQAE","08p2X000000pzi1QAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,8
"Peter Houston","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfEQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","FALSE","James Clifton","0Hn2X000000cXJkSAM",,"08p2X000000pzi2QAA","Field Service Lightning User","2021-01-01","Completed","Field Inspection",,"2020-09-28 13:46:08","2021-02-21","Remote Monitoring Subscription","03r7R000000sY0eQAE","08p2X000000pzi2QAA","2020-07-28 00:41:59","0Hn2X000000cXJkSAM","james@example.com",30,3
"Employnet","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles","01t2X0000071XyEQAU","0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzi3QAA","Field Service Lightning User","2020-12-12","Completed","Break-Fix","Connector Cables","2020-09-28 13:46:08","2021-01-31","Product B","03r7R000000sY0fQAE","08p2X000000pzi3QAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,9
"Peter Houston","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzZzQAI","Field Service Lightning User","2021-01-01","Completed","Repair Estimate",,"2020-09-28 13:46:08","2021-02-20","Mounting System","03r7R000000sY0gQAE","08p2X000000pzZzQAI","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,7
"UlyssesNet","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pza4QAA","Field Service Lightning User","2021-01-01","Completed","Field Measurements",,"2020-09-28 13:46:08","2021-02-20","Battery, Low Capacity","03r7R000000sY0hQAE","08p2X000000pza4QAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,29
"Valley Supply Inc.","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pziOQAQ","Field Service Lightning User","2021-01-01","Completed","Field Measurements",,"2020-09-28 13:46:08","2021-02-21","Battery, Low Capacity","03r7R000000sY0iQAE","08p2X000000pziOQAQ","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,10
"Bob Warkentine","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles","01t2X0000071XyEQAU","0052X00000AcWfDQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzgcQAA","Field Service Lightning User","2020-12-12","Completed","Break-Fix","Connector Cables","2020-09-28 13:46:08","2021-02-01","Small Turbine","03r7R000000sY0jQAE","08p2X000000pzgcQAA","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",30,9
"Stacy McNeil","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzgBQAQ","Field Service Lightning User","2021-01-01","Completed","Part Swap",,"2020-09-28 13:46:08","2021-02-20","Product C","03r7R000000sY0kQAE","08p2X000000pzgBQAQ","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,21
"Advanced Communications","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzgdQAA","Field Service Lightning User","2021-01-01","Completed","Part Swap",,"2020-09-28 13:46:08","2021-02-19","Energy Meter","03r7R000000sY0lQAE","08p2X000000pzgdQAA","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,7
"Biospan, LLC.","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfNQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzr/T","FALSE","Martino Castanon","0Hn2X000000cXJoSAM",,"08p2X000000pzgeQAA","Field Service Lightning User","2021-01-01","Completed","Field Inspection",,"2020-09-28 13:46:08","2021-02-21","Mounting System","03r7R000000sY0mQAE","08p2X000000pzgeQAA","2020-07-28 00:41:59","0Hn2X000000cXJoSAM","martino@example.com",15,6
"Employnet","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzgfQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:08","2021-03-02","Large Turbine","03r7R000000sY0nQAE","08p2X000000pzgfQAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,8
"Advanced Communications","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzbKQAQ","Field Service Lightning User","2021-01-01","Completed","Repair Estimate",,"2020-09-28 13:46:08","2021-02-20","Battery, Low Capacity","03r7R000000sY0oQAE","08p2X000000pzbKQAQ","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",45,7
"Advanced Communications","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzb8QAA","Field Service Lightning User","2021-01-01","Completed","Site Survey",,"2020-09-28 13:46:08","2021-02-21","Connector Cables","03r7R000000sY0pQAE","08p2X000000pzb8QAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",60,10
"Advanced Communications","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles","01t2X0000071XyEQAU","0052X00000AcWfKQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzbLQAQ","Field Service Lightning User","2020-12-12","Completed","Break-Fix","Connector Cables","2020-09-28 13:46:08","2021-01-31","Mounting System","03r7R000000sY0qQAE","08p2X000000pzbLQAQ","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",60,19
"Permadyne GmbH, LTD","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pza5QAA","Field Service Lightning User","2021-01-01","Completed","Site Survey",,"2020-09-28 13:46:08","2021-02-20","Fuses (Set of 4)","03r7R000000sY0rQAE","08p2X000000pza5QAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,16
"Optos Inc.","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzg9QAA","Field Service Lightning User","2021-01-01","Completed","QA Testing",,"2020-09-28 13:46:08","2021-02-20","Connector Cables","03r7R000000sY0sQAE","08p2X000000pzg9QAA","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,20
"Advanced Communications","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzfHQAQ","Field Service Lightning User","2021-01-01","Completed","Field Inspection",,"2020-09-28 13:46:08","2021-02-28","Power Inverter","03r7R000000sY0tQAE","08p2X000000pzfHQAQ","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,15
"Nicole Grace","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfDQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzYDQAY","Field Service Lightning User","2021-01-11","Scheduled","Design",,"2020-09-28 13:46:08","2021-03-11","Battery, Low Capacity","03r7R000000sY0uQAE","08p2X000000pzYDQAY","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",30,7
"Robert Janzen","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzYEQAY","Field Service Lightning User","2021-01-01","Completed","QA Testing",,"2020-09-28 13:46:08","2021-02-28","Battery, Low Capacity","03r7R000000sY0vQAE","08p2X000000pzYEQAY","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,8
"Ohana Technologies","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfGQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","FALSE","Jim Matthews","0Hn2X000000cXJmSAM",,"08p2X000000pzYFQAY","Field Service Lightning User","2021-01-01","Completed","Repair Estimate",,"2020-09-28 13:46:08","2021-02-28","Power Inverter","03r7R000000sY0wQAE","08p2X000000pzYFQAY","2020-07-28 00:41:59","0Hn2X000000cXJmSAM","jim@example.com",30,7
"Datanet, Inc.","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzaoQAA","Field Service Lightning User","2021-01-01","Completed","Installation",,"2020-09-28 13:46:08","2021-02-28","Energy Meter","03r7R000000sY0xQAE","08p2X000000pzaoQAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,19
"Employnet","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzapQAA","Field Service Lightning User","2021-01-11","Scheduled","Reclamation",,"2020-09-28 13:46:08","2021-03-10","Intelligent Optimization Service License","03r7R000000sY0yQAE","08p2X000000pzapQAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,14
