"ResourceAbsence_User_Email","ResourceAbsence_Description","ResourceAbsence_User_Username","Start","ResourceAbsence_User_Id","ResourceAbsence_User_Name","City","Type","ResourceId","State","CreatedDate","Country","End","Id","AbsenceMinutes"
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-09","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1XSAU",40
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-08","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1YSAU",40
"andy@example.com","Field Service Lightning User","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","2021-02-10","0052X00000AcWfDQAV","Andy James",,"Vacation","0Hn2X000000cXJjSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1ZSAU",40
"andy@example.com","Field Service Lightning User","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","2021-02-09","0052X00000AcWfDQAV","Andy James",,"Vacation","0Hn2X000000cXJjSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1aSAE",40
"james@example.com","Field Service Lightning User","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","2021-02-10","0052X00000AcWfEQAV","James Clifton",,"Vacation","0Hn2X000000cXJkSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1bSAE",40
"james@example.com","Field Service Lightning User","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","2021-02-08","0052X00000AcWfEQAV","James Clifton",,"Vacation","0Hn2X000000cXJkSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1cSAE",40
"james@example.com","Field Service Lightning User","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","2021-02-09","0052X00000AcWfEQAV","James Clifton",,"Vacation","0Hn2X000000cXJkSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1dSAE",40
"janet@example.com","Field Service Lightning User","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","2021-02-10","0052X00000AcWfFQAV","Janet Jones",,"Vacation","0Hn2X000000cXJlSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1eSAE",40
"janet@example.com","Field Service Lightning User","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","2021-02-09","0052X00000AcWfFQAV","Janet Jones",,"Vacation","0Hn2X000000cXJlSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1fSAE",40
"jim@example.com","Field Service Lightning User","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","2021-02-10","0052X00000AcWfGQAV","Jim Matthews",,"Vacation","0Hn2X000000cXJmSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1gSAE",40
"jim@example.com","Field Service Lightning User","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","2021-02-08","0052X00000AcWfGQAV","Jim Matthews",,"Vacation","0Hn2X000000cXJmSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1hSAE",40
"jim@example.com","Field Service Lightning User","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","2021-02-09","0052X00000AcWfGQAV","Jim Matthews",,"Vacation","0Hn2X000000cXJmSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1iSAE",40
"calbanese@example.com","Field Service Lightning User","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","2021-02-09","0052X00000AcWfIQAV","Lamar Smith",,"Vacation","0Hn2X000000cXJnSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1jSAE",40
"calbanese@example.com","Field Service Lightning User","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","2021-02-10","0052X00000AcWfIQAV","Lamar Smith",,"Vacation","0Hn2X000000cXJnSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1kSAE",40
"calbanese@example.com","Field Service Lightning User","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","2021-02-08","0052X00000AcWfIQAV","Lamar Smith",,"Vacation","0Hn2X000000cXJnSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1lSAE",40
"martino@example.com","Field Service Lightning User","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","2021-02-08","0052X00000AcWfNQAV","Martino Castanon",,"Vacation","0Hn2X000000cXJoSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1mSAE",40
"martino@example.com","Field Service Lightning User","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","2021-02-09","0052X00000AcWfNQAV","Martino Castanon",,"Vacation","0Hn2X000000cXJoSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1nSAE",40
"martino@example.com","Field Service Lightning User","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","2021-02-10","0052X00000AcWfNQAV","Martino Castanon",,"Vacation","0Hn2X000000cXJoSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1oSAE",40
"mary@example.com","Field Service Lightning User","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","2021-02-09","0052X00000AcWfJQAV","Mary Adams",,"Vacation","0Hn2X000000cXJpSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1pSAE",40
"mary@example.com","Field Service Lightning User","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","2021-02-08","0052X00000AcWfJQAV","Mary Adams",,"Vacation","0Hn2X000000cXJpSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1qSAE",40
"mary@example.com","Field Service Lightning User","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","2021-02-10","0052X00000AcWfJQAV","Mary Adams",,"Vacation","0Hn2X000000cXJpSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1rSAE",40
"melissa@example.com","Field Service Lightning User","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","2021-02-10","0052X00000AcWfKQAV","Melissa Wood",,"Vacation","0Hn2X000000cXJqSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1sSAE",40
"melissa@example.com","Field Service Lightning User","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","2021-02-09","0052X00000AcWfKQAV","Melissa Wood",,"Vacation","0Hn2X000000cXJqSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1tSAE",40
"pam@example.com","Field Service Lightning User","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","2021-02-10","0052X00000AcWfLQAV","Pam Lawison",,"Vacation","0Hn2X000000cXJrSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1uSAE",40
"pam@example.com","Field Service Lightning User","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","2021-02-09","0052X00000AcWfLQAV","Pam Lawison",,"Vacation","0Hn2X000000cXJrSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1vSAE",40
"paul@example.com","Field Service Lightning User","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","2021-02-09","0052X00000AcWfMQAV","Paul Morrison",,"Vacation","0Hn2X000000cXJsSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1wSAE",40
"paul@example.com","Field Service Lightning User","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","2021-02-08","0052X00000AcWfMQAV","Paul Morrison",,"Vacation","0Hn2X000000cXJsSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1xSAE",40
"sdhaese@salesforce.com","Field Service Lightning User","areed@summer20-sd.sdo","2021-02-10","0052X00000AcWf7QAF","Alan Reed",,"Vacation","0Hn2X000000cXJaSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY1ySAE",40
"sdhaese@salesforce.com","Field Service Lightning User","areed@summer20-sd.sdo","2021-02-09","0052X00000AcWf7QAF","Alan Reed",,"Vacation","0Hn2X000000cXJaSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY1zSAE",40
"alexander@example.com","Field Service Lightning User","araneri.9kbstb8d1vbh.cgg2gn66guqs@summer20-sd.sdo","2021-02-09","0052X00000AcWfCQAV","Alexander Raneri",,"Vacation","0Hn2X000000cXJbSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY20SAE",40
"alexander@example.com","Field Service Lightning User","araneri.9kbstb8d1vbh.cgg2gn66guqs@summer20-sd.sdo","2021-02-10","0052X00000AcWfCQAV","Alexander Raneri",,"Vacation","0Hn2X000000cXJbSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY21SAE",40
"harry@example.com","Field Service Lightning User","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","2021-02-09","0052X00000AcWfAQAV","Harry Long",,"Vacation","0Hn2X000000cXJdSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY24SAE",40
"harry@example.com","Field Service Lightning User","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","2021-02-11","0052X00000AcWfAQAV","Harry Long",,"Vacation","0Hn2X000000cXJdSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY25SAE",40
"harry@example.com","Field Service Lightning User","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","2021-02-10","0052X00000AcWfAQAV","Harry Long",,"Vacation","0Hn2X000000cXJdSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY26SAE",40
"matthew@example.com","Field Service Lightning User","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","2021-02-10","0052X00000AcWfBQAV","Matthew Parker",,"Vacation","0Hn2X000000cXJgSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY27SAE",40
"jane@example.com","Field Service Lightning User","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","2021-02-10","0052X00000AcWf8QAF","Jane Austin",,"Vacation","0Hn2X000000cXJeSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY28SAE",40
"jane@example.com","Field Service Lightning User","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","2021-02-09","0052X00000AcWf8QAF","Jane Austin",,"Vacation","0Hn2X000000cXJeSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY29SAE",40
"louise@example.com","Field Service Lightning User","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","2021-02-10","0052X00000AcWf5QAF","Louise Martin",,"Vacation","0Hn2X000000cXJfSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY2ASAU",40
"louise@example.com","Field Service Lightning User","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","2021-02-09","0052X00000AcWf5QAF","Louise Martin",,"Vacation","0Hn2X000000cXJfSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY2BSAU",40
"matthew@example.com","Field Service Lightning User","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","2021-02-09","0052X00000AcWfBQAV","Matthew Parker",,"Vacation","0Hn2X000000cXJgSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY2CSAU",40
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-10","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY2DSAU",40
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-11","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2ESAU",40
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-12","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2FSAU",40
"andy@example.com","Field Service Lightning User","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","2021-02-11","0052X00000AcWfDQAV","Andy James",,"Vacation","0Hn2X000000cXJjSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2GSAU",40
"andy@example.com","Field Service Lightning User","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","2021-02-12","0052X00000AcWfDQAV","Andy James",,"Vacation","0Hn2X000000cXJjSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2HSAU",40
"james@example.com","Field Service Lightning User","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","2021-02-12","0052X00000AcWfEQAV","James Clifton",,"Vacation","0Hn2X000000cXJkSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2ISAU",40
"james@example.com","Field Service Lightning User","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","2021-02-11","0052X00000AcWfEQAV","James Clifton",,"Vacation","0Hn2X000000cXJkSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2JSAU",40
"jim@example.com","Field Service Lightning User","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","2021-02-12","0052X00000AcWfGQAV","Jim Matthews",,"Vacation","0Hn2X000000cXJmSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2KSAU",40
"martino@example.com","Field Service Lightning User","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","2021-02-11","0052X00000AcWfNQAV","Martino Castanon",,"Vacation","0Hn2X000000cXJoSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2LSAU",40
"mary@example.com","Field Service Lightning User","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","2021-02-11","0052X00000AcWfJQAV","Mary Adams",,"Vacation","0Hn2X000000cXJpSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2MSAU",40
"melissa@example.com","Field Service Lightning User","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","2021-02-11","0052X00000AcWfKQAV","Melissa Wood",,"Vacation","0Hn2X000000cXJqSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2NSAU",40
"melissa@example.com","Field Service Lightning User","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","2021-02-12","0052X00000AcWfKQAV","Melissa Wood",,"Vacation","0Hn2X000000cXJqSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2OSAU",40
"pam@example.com","Field Service Lightning User","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","2021-02-11","0052X00000AcWfLQAV","Pam Lawison",,"Vacation","0Hn2X000000cXJrSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2PSAU",40
"pam@example.com","Field Service Lightning User","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","2021-02-12","0052X00000AcWfLQAV","Pam Lawison",,"Vacation","0Hn2X000000cXJrSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2QSAU",40
"paul@example.com","Field Service Lightning User","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","2021-02-10","0052X00000AcWfMQAV","Paul Morrison",,"Vacation","0Hn2X000000cXJsSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY2RSAU",40
"paul@example.com","Field Service Lightning User","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","2021-02-11","0052X00000AcWfMQAV","Paul Morrison",,"Vacation","0Hn2X000000cXJsSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2SSAU",40
"paul@example.com","Field Service Lightning User","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","2021-02-12","0052X00000AcWfMQAV","Paul Morrison",,"Vacation","0Hn2X000000cXJsSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2TSAU",40
"sdhaese@salesforce.com","Field Service Lightning User","areed@summer20-sd.sdo","2021-02-11","0052X00000AcWf7QAF","Alan Reed",,"Vacation","0Hn2X000000cXJaSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2USAU",40
"sdhaese@salesforce.com","Field Service Lightning User","areed@summer20-sd.sdo","2021-02-12","0052X00000AcWf7QAF","Alan Reed",,"Vacation","0Hn2X000000cXJaSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2VSAU",40
"alexander@example.com","Field Service Lightning User","araneri.9kbstb8d1vbh.cgg2gn66guqs@summer20-sd.sdo","2021-02-12","0052X00000AcWfCQAV","Alexander Raneri",,"Vacation","0Hn2X000000cXJbSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2WSAU",40
"alexander@example.com","Field Service Lightning User","araneri.9kbstb8d1vbh.cgg2gn66guqs@summer20-sd.sdo","2021-02-11","0052X00000AcWfCQAV","Alexander Raneri",,"Vacation","0Hn2X000000cXJbSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2XSAU",40
"harry@example.com","Field Service Lightning User","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","2021-02-12","0052X00000AcWfAQAV","Harry Long",,"Vacation","0Hn2X000000cXJdSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2aSAE",40
"harry@example.com","Field Service Lightning User","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","2021-02-13","0052X00000AcWfAQAV","Harry Long",,"Vacation","0Hn2X000000cXJdSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY2bSAE",40
"jane@example.com","Field Service Lightning User","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","2021-02-12","0052X00000AcWf8QAF","Jane Austin",,"Vacation","0Hn2X000000cXJeSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2cSAE",40
"louise@example.com","Field Service Lightning User","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","2021-02-11","0052X00000AcWf5QAF","Louise Martin",,"Vacation","0Hn2X000000cXJfSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2dSAE",40
"louise@example.com","Field Service Lightning User","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","2021-02-12","0052X00000AcWf5QAF","Louise Martin",,"Vacation","0Hn2X000000cXJfSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2eSAE",40
"matthew@example.com","Field Service Lightning User","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","2021-02-12","0052X00000AcWfBQAV","Matthew Parker",,"Vacation","0Hn2X000000cXJgSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2fSAE",40
"matthew@example.com","Field Service Lightning User","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","2021-02-13","0052X00000AcWfBQAV","Matthew Parker",,"Vacation","0Hn2X000000cXJgSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY2gSAE",40
"matthew@example.com","Field Service Lightning User","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","2021-02-11","0052X00000AcWfBQAV","Matthew Parker",,"Vacation","0Hn2X000000cXJgSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2hSAE",40
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-14","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-14","0Hw7R000000sY2iSAE",40
"jane@example.com","Field Service Lightning User","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","2021-02-11","0052X00000AcWf8QAF","Jane Austin",,"Vacation","0Hn2X000000cXJeSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2jSAE",40
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-13","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY2kSAE",40
"andy@example.com","Field Service Lightning User","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","2021-02-13","0052X00000AcWfDQAV","Andy James",,"Vacation","0Hn2X000000cXJjSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY2lSAE",40
"andy@example.com","Field Service Lightning User","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","2021-02-14","0052X00000AcWfDQAV","Andy James",,"Vacation","0Hn2X000000cXJjSAM",,"2020-09-15",,"2021-02-14","0Hw7R000000sY2mSAE",40
"james@example.com","Field Service Lightning User","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","2021-02-14","0052X00000AcWfEQAV","James Clifton",,"Vacation","0Hn2X000000cXJkSAM",,"2020-09-15",,"2021-02-14","0Hw7R000000sY2nSAE",40
"james@example.com","Field Service Lightning User","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","2021-02-13","0052X00000AcWfEQAV","James Clifton",,"Vacation","0Hn2X000000cXJkSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY2oSAE",40
"janet@example.com","Field Service Lightning User","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","2021-02-13","0052X00000AcWfFQAV","Janet Jones",,"Vacation","0Hn2X000000cXJlSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY2pSAE",40
"janet@example.com","Field Service Lightning User","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","2021-02-12","0052X00000AcWfFQAV","Janet Jones",,"Vacation","0Hn2X000000cXJlSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2qSAE",40
"jim@example.com","Field Service Lightning User","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","2021-02-13","0052X00000AcWfGQAV","Jim Matthews",,"Vacation","0Hn2X000000cXJmSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY2rSAE",40
"jim@example.com","Field Service Lightning User","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","2021-02-14","0052X00000AcWfGQAV","Jim Matthews",,"Vacation","0Hn2X000000cXJmSAM",,"2020-09-15",,"2021-02-14","0Hw7R000000sY2sSAE",40
"calbanese@example.com","Field Service Lightning User","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","2021-02-11","0052X00000AcWfIQAV","Lamar Smith",,"Vacation","0Hn2X000000cXJnSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2tSAE",40
"martino@example.com","Field Service Lightning User","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","2021-02-13","0052X00000AcWfNQAV","Martino Castanon",,"Vacation","0Hn2X000000cXJoSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY2uSAE",40
"martino@example.com","Field Service Lightning User","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","2021-02-14","0052X00000AcWfNQAV","Martino Castanon",,"Vacation","0Hn2X000000cXJoSAM",,"2020-09-15",,"2021-02-14","0Hw7R000000sY2vSAE",40
"martino@example.com","Field Service Lightning User","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","2021-02-12","0052X00000AcWfNQAV","Martino Castanon",,"Vacation","0Hn2X000000cXJoSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2wSAE",40
"mary@example.com","Field Service Lightning User","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","2021-02-13","0052X00000AcWfJQAV","Mary Adams",,"Vacation","0Hn2X000000cXJpSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY2xSAE",40
"mary@example.com","Field Service Lightning User","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","2021-02-14","0052X00000AcWfJQAV","Mary Adams",,"Vacation","0Hn2X000000cXJpSAM",,"2020-09-15",,"2021-02-14","0Hw7R000000sY2ySAE",40
"mary@example.com","Field Service Lightning User","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","2021-02-12","0052X00000AcWfJQAV","Mary Adams",,"Vacation","0Hn2X000000cXJpSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2zSAE",40
"melissa@example.com","Field Service Lightning User","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","2021-02-13","0052X00000AcWfKQAV","Melissa Wood",,"Vacation","0Hn2X000000cXJqSAM",,"2020-09-15",,"2021-02-13","0Hw7R000000sY30SAE",40
"paul@example.com","Field Service Lightning User","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","2021-02-14","0052X00000AcWfMQAV","Paul Morrison",,"Vacation","0Hn2X000000cXJsSAM",,"2020-09-15",,"2021-02-14","0Hw7R000000sY31SAE",40
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-09","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-09","0Hw2X000000hXszSAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-10","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-10","0Hw2X000000hXt0SAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-11","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-11","0Hw2X000000hXt1SAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-13","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-13","0Hw2X000000hXtkSAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-12","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-12","0Hw2X000000hXtlSAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-14","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-14","0Hw2X000000hXuOSAU",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-16","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-16","0Hw2X000000hXv5SAE",38
