"AccountId","AssignedResource_User_User_Email","ServiceResourceSkill_SkillNumber","AssignedResource_User_Id","ServiceTerritoryId","ServiceResourceSkill_Skill_MasterLabel","ParentRecordId_CreatedDate","ArrivalWindowStartTime","Status","ParentRecordId","ServiceResourceSkill_SkillId","ServiceTerritoryId_City","AssignedResource_User_Description","AssignedResource_ServiceResourceId","EarliestStartTime","ServiceResourceSkill_Skill_Language","AppointmentType","WorkType_Name","ActualEndTime","CreatedDate","Id","ServiceTerritoryId_Country","ServiceTerritoryId_State","ServiceTerritoryId_Id","ServiceTerritoryId_OperatingHoursId","SchedStartTime","ParentRecordId_AccountId","AppointmentNumber","WorkTypeId","ServiceResourceSkill_Skill_Description","ServiceResourceSkill_Skill_DeveloperName","StatusCategory","ParentRecordType","ParentRecordId_WorkTypeId","Account_Name","ParentRecordId_CaseId","ServiceTerritoryId_Name","DueDate","ServiceResourceSkill_SkillLevel","DurationType","AssignedResource_User_User_Name","WorkType_Id","LastProcessedDate","ParentRecordId_Id","ParentRecordId_WorkOrderNumber","SchedEndTime","AssignedResource_User_User_SmallPhotoUrl","ActualStartTime","ParentRecordId_Priority","AssignedResource_User_User_Id","ArrivalWindowEndTime","ParentRecordId_Status","AssignedResource_User_User_Username","Duration","ActualDuration","DurationInMinutes"
,,,,"0HhB0000000POaDKAW",,,"2021-02-02","Scheduled","00QB0000007i7J3MAI",,"San Francisco",,,"2021-02-02",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3LIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-02",,"SA-0373","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-02",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-03",,,,,"2021-02-03",,,60,65,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-23","Scheduled","00QB0000007i7JyMAI",,"San Francisco",,,"2021-01-23",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3MIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-23",,"SA-0374","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-23",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-24",,,,,"2021-01-24",,,90,88,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-23","Scheduled","00QB0000007i7KtMAI",,"San Francisco",,,"2021-01-23",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3NIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-23",,"SA-0375","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-23",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-24",,,,,"2021-01-24",,,60,62,30
,,,,"0HhB0000000POaDKAW",,,"2021-01-29","Scheduled","00QB0000008FFv0MAG",,"San Francisco",,,"2021-01-29",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3OIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-29",,"SA-0376","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-29",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-30",,,,,"2021-01-30",,,90,110,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-21","Completed","00QB0000007i7IGMAY",,"San Francisco",,,"2021-01-21",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3PIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0377","08qB0000000PUsYIAW",,,"Completed","Lead",,,,"San Francisco Training Center","2021-01-21",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-22",,,,,"2021-01-22",,,60,45,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-22","Scheduled","00QB0000007i7MUMAY",,"San Francisco",,,"2021-01-22",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3QIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-22",,"SA-0378","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-22",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-23",,,,,"2021-01-23",,,90,90,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-23","Scheduled","00QB0000007i7LrMAI",,"San Francisco",,,"2021-01-23",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3RIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-23",,"SA-0379","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-23",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-24",,,,,"2021-01-24",,,60,37,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-21","Completed","00QB0000007i7K9MAI",,"San Francisco",,,"2021-01-21",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3SIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0380","08qB0000000PUsYIAW",,,"Completed","Lead",,,,"San Francisco Training Center","2021-01-21",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-22",,,,,"2021-01-22",,,90,116,60
,,,,"0HhB0000000POaDKAW",,,"2021-02-02","Scheduled","00QB0000007i7JlMAI",,"San Francisco",,,"2021-02-02",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3TIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-02",,"SA-0381","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-02",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-03",,,,,"2021-02-03",,,60,60,90
,,,,"0HhB0000000POaDKAW",,,"2021-02-04","Scheduled","00QB0000007i7KeMAI",,"San Francisco",,,"2021-02-04",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3UIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-04",,"SA-0382","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-04",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-05",,,,,"2021-02-05",,,90,100,30
,,,,"0HhB0000000POaDKAW",,,"2021-01-21","Completed","00QB0000008FFvJMAW",,"San Francisco",,,"2021-01-21",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3VIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0383","08qB0000000PUsYIAW",,,"Completed","Lead",,,,"San Francisco Training Center","2021-01-21",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-22",,,,,"2021-01-22",,,60,61,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-28","Scheduled","00QB0000007i7LYMAY",,"San Francisco",,,"2021-01-28",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3WIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-28",,"SA-0384","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-28",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-29",,,,,"2021-01-29",,,90,95,90
,,,,"0HhB0000000POaDKAW",,,"2021-02-02","Scheduled","00QB0000008FFvFMAW",,"San Francisco",,,"2021-02-02",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3XIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-02",,"SA-0385","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-02",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-03",,,,,"2021-02-03",,,60,65,60
,,,,"0HhB0000000POaDKAW",,,"2021-02-04","Scheduled","00QB0000007i7IlMAI",,"San Francisco",,,"2021-02-04",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3YIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-04",,"SA-0386","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-04",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-05",,,,,"2021-02-05",,,90,88,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-23","Scheduled","00QB0000008FFvSMAW",,"San Francisco",,,"2021-01-23",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3ZIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-23",,"SA-0387","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-23",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-24",,,,,"2021-01-24",,,60,62,60
,,,,"0HhB0000000POaDKAW",,,"2021-02-01","Scheduled","00QB0000008FFvvMAG",,"San Francisco",,,"2021-02-01",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3aIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-01",,"SA-0388","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-01",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-02",,,,,"2021-02-02",,,90,110,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-26","Scheduled","00QB0000008FFw8MAG",,"San Francisco",,,"2021-01-26",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3bIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-26",,"SA-0389","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-26",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-27",,,,,"2021-01-27",,,60,45,30
,,,,"0HhB0000000POaDKAW",,,"2021-01-28","Scheduled","00QB0000007i7KrMAI",,"San Francisco",,,"2021-01-28",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3cIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-28",,"SA-0390","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-28",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-29",,,,,"2021-01-29",,,90,90,60
,,,,"0HhB0000000POaDKAW",,,"2021-02-02","Scheduled","00QB0000007i7I6MAI",,"San Francisco",,,"2021-02-02",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3dIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-02",,"SA-0391","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-02",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-03",,,,,"2021-02-03",,,60,37,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-24","Scheduled","00QB0000007i7JaMAI",,"San Francisco",,,"2021-01-24",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3eIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-24",,"SA-0392","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-24",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-25",,,,,"2021-01-25",,,90,116,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-21","Completed","00QB0000007i7JiMAI",,"San Francisco",,,"2021-01-21",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3fIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0393","08qB0000000PUsYIAW",,,"Completed","Lead",,,,"San Francisco Training Center","2021-01-21",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-22",,,,,"2021-01-22",,,60,60,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-26","Scheduled","00QB0000007i7IhMAI",,"San Francisco",,,"2021-01-26",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3gIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-26",,"SA-0394","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-26",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-27",,,,,"2021-01-27",,,90,100,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-31","Scheduled","00QB0000008FFuaMAG",,"San Francisco",,,"2021-01-31",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3hIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-31",,"SA-0395","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-31",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-01",,,,,"2021-02-01",,,60,61,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-28","Scheduled","00QB0000007i7J4MAI",,"San Francisco",,,"2021-01-28",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3iIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-28",,"SA-0396","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-28",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-29",,,,,"2021-01-29",,,90,95,30
,,,,"0HhB0000000POaDKAW",,,"2021-01-30","Scheduled","00QB0000008FFtJMAW",,"San Francisco",,,"2021-01-30",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3jIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-30",,"SA-0397","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-30",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-31",,,,,"2021-01-31",,,60,65,60
,,,,"0HhB0000000POaDKAW",,,"2021-02-03","Scheduled","00QB0000008FFvvMAG",,"San Francisco",,,"2021-02-03",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3kIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-03",,"SA-0398","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-03",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-04",,,,,"2021-02-04",,,90,88,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-25","Scheduled","00QB0000008FFvWMAW",,"San Francisco",,,"2021-01-25",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3lIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-25",,"SA-0399","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-25",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-26",,,,,"2021-01-26",,,60,62,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-30","Scheduled","00QB0000007i7K8MAI",,"San Francisco",,,"2021-01-30",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3mIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-30",,"SA-0400","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-30",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-31",,,,,"2021-01-31",,,90,110,90
,,,,"0HhB0000000POaDKAW",,,"2021-02-02","Scheduled","00QB0000007i7K4MAI",,"San Francisco",,,"2021-02-02",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3nIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-02",,"SA-0401","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-02",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-03",,,,,"2021-02-03",,,60,45,60
,,,,"0HhB0000000POaDKAW",,,"2021-02-03","Scheduled","00QB0000008FFuwMAG",,"San Francisco",,,"2021-02-03",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3oIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-03",,"SA-0402","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-03",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-04",,,,,"2021-02-04",,,90,90,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-23","Scheduled","00QB0000007i7JYMAY",,"San Francisco",,,"2021-01-23",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3pIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-23",,"SA-0403","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-23",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-24",,,,,"2021-01-24",,,60,37,30
,,,,"0HhB0000000POaDKAW",,,"2021-01-28","Scheduled","00QB0000008FFvqMAG",,"San Francisco",,,"2021-01-28",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3qIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-28",,"SA-0404","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-28",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-29",,,,,"2021-01-29",,,90,116,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-29","Scheduled","00QB0000007i7IsMAI",,"San Francisco",,,"2021-01-29",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3rIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-29",,"SA-0405","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-29",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-30",,,,,"2021-01-30",,,60,60,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-28","Scheduled","00QB0000007i7MdMAI",,"San Francisco",,,"2021-01-28",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3sIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-28",,"SA-0406","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-28",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-29",,,,,"2021-01-29",,,90,100,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-26","Scheduled","00QB0000008FFv5MAG",,"San Francisco",,,"2021-01-26",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3tIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-26",,"SA-0407","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-26",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-27",,,,,"2021-01-27",,,60,61,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-30","Scheduled","00QB0000007i7KiMAI",,"San Francisco",,,"2021-01-30",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3uIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-30",,"SA-0408","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-30",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-31",,,,,"2021-01-31",,,90,95,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-26","Scheduled","00QB0000007i7IcMAI",,"San Francisco",,,"2021-01-26",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3vIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-26",,"SA-0409","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-26",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-27",,,,,"2021-01-27",,,60,65,90
,,,,"0HhB0000000POaDKAW",,,"2021-02-04","Scheduled","00QB0000008FFvYMAW",,"San Francisco",,,"2021-02-04",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3wIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-04",,"SA-0410","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-04",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-05",,,,,"2021-02-05",,,90,88,30
,,,,"0HhB0000000POaDKAW",,,"2021-01-21","Completed","00QB0000007i7MTMAY",,"San Francisco",,,"2021-01-21",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3xIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0411","08qB0000000PUsYIAW",,,"Completed","Lead",,,,"San Francisco Training Center","2021-01-21",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-22",,,,,"2021-01-22",,,60,62,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-21","Completed","00QB0000007i7JyMAI",,"San Francisco",,,"2021-01-21",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3yIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0412","08qB0000000PUsYIAW",,,"Completed","Lead",,,,"San Francisco Training Center","2021-01-21",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-22",,,,,"2021-01-22",,,90,110,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-31","Scheduled","00QB0000007i7IBMAY",,"San Francisco",,,"2021-01-31",,"Video","Safety Training",,"2021-01-21","08pB0000000QR3zIAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-31",,"SA-0413","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-31",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-01",,,,,"2021-02-01",,,60,45,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-21","Completed","00QB0000007i7LIMAY",,"San Francisco",,,"2021-01-21",,"Video","Safety Training",,"2021-01-21","08pB0000000QR40IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0414","08qB0000000PUsYIAW",,,"Completed","Lead",,,,"San Francisco Training Center","2021-01-21",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-22",,,,,"2021-01-22",,,90,90,90
,,,,"0HhB0000000POaDKAW",,,"2021-02-04","Scheduled","00QB0000007i7KHMAY",,"San Francisco",,,"2021-02-04",,"Video","Safety Training",,"2021-01-21","08pB0000000QR41IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-04",,"SA-0415","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-04",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-05",,,,,"2021-02-05",,,60,37,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-23","Scheduled","00QB0000007i7JKMAY",,"San Francisco",,,"2021-01-23",,"Video","Safety Training",,"2021-01-21","08pB0000000QR42IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-23",,"SA-0416","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-23",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-24",,,,,"2021-01-24",,,90,116,90
,,,,"0HhB0000000POaDKAW",,,"2021-02-04","Scheduled","00QB0000007i7L2MAI",,"San Francisco",,,"2021-02-04",,"Video","Safety Training",,"2021-01-21","08pB0000000QR43IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-04",,"SA-0417","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-04",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-05",,,,,"2021-02-05",,,60,60,30
,,,,"0HhB0000000POaDKAW",,,"2021-02-02","Scheduled","00QB0000007i7JaMAI",,"San Francisco",,,"2021-02-02",,"Video","Safety Training",,"2021-01-21","08pB0000000QR44IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-02",,"SA-0418","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-02",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-03",,,,,"2021-02-03",,,90,100,60
,,,,"0HhB0000000POaDKAW",,,"2021-02-01","Scheduled","00QB0000007i7MUMAY",,"San Francisco",,,"2021-02-01",,"Video","Safety Training",,"2021-01-21","08pB0000000QR45IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-02-01",,"SA-0419","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-02-01",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-02-02",,,,,"2021-02-02",,,60,61,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-22","Scheduled","00QB0000008FFtCMAW",,"San Francisco",,,"2021-01-22",,"Video","Safety Training",,"2021-01-21","08pB0000000QR46IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-22",,"SA-0420","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-22",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-23",,,,,"2021-01-23",,,90,95,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-25","Scheduled","00QB0000007i7KdMAI",,"San Francisco",,,"2021-01-25",,"Video","Safety Training",,"2021-01-21","08pB0000000QR47IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-25",,"SA-0421","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-25",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-26",,,,,"2021-01-26",,,60,65,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-23","Scheduled","00QB0000008FFvfMAG",,"San Francisco",,,"2021-01-23",,"Video","Safety Training",,"2021-01-21","08pB0000000QR48IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-23",,"SA-0422","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-23",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-24",,,,,"2021-01-24",,,90,88,60
,,,,"0HhB0000000POaDKAW",,,"2021-01-28","Scheduled","00QB0000008FFt9MAG",,"San Francisco",,,"2021-01-28",,"Video","Safety Training",,"2021-01-21","08pB0000000QR49IAG",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-28",,"SA-0423","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-28",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-29",,,,,"2021-01-29",,,60,62,90
,,,,"0HhB0000000POaDKAW",,,"2021-01-25","Scheduled","00QB0000007i7KYMAY",,"San Francisco",,,"2021-01-25",,"Video","Safety Training",,"2021-01-21","08pB0000000QR4AIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-25",,"SA-0424","08qB0000000PUsYIAW",,,"Scheduled","Lead",,,,"San Francisco Training Center","2021-01-25",,"Hours",,"08qB0000000PUsYIAW","2021-03-03",,,"2021-01-26",,,,,"2021-01-26",,,90,110,30
