"Opportunity.IsWon","Campaign.Status","Parent.IsActive","Campaign.StartDate","Model.IsActive","Parent.Description","Opportunity.StageName","Campaign.UltimateParent.Name","Campaign.UltimateParent.UltimateParentId","Parent.Status","Campaign.IsActive","Contact.AccountId","Model.DeveloperName","Campaign.Description","Campaign.Type","Account.BillingCountry","Campaign.EndDate","Parent.StartDate","Opportunity.AccountId","Campaign.Name","Parent.RecordType.Name","Opportunity.ForecastCategoryName","ContactId","Parent.RecordTypeId","Parent.EndDate","CampaignId","OpportunityId","Parent.Type","ModelId","Opportunity.Name","Campaign.RecordTypeId","Opportunity.CloseDate","Parent.Name","Contact.Name","Campaign.UltimateParent.ParentCampaign.Name","Campaign.UltimateParent.CampaignParents","Model.MasterLabel","Campaign.ParentId","Account.Name","Campaign.RecordType.Name","Model.ModelType","Campaign.BudgetedCost","Parent.NumberOfContacts","Campaign.NumberOfLeads","Parent.NumberSent","Campaign.ActualCost","Campaign.NumberOfResponses","Parent.ExpectedResponse","Campaign.NumberSent","Parent.NumberOfConvertedLeads","Campaign.NumberOfContacts","Influence","Campaign.NumberOfOpportunities","Campaign.ExpectedResponse","Parent.NumberOfOpportunities","Parent.NumberOfResponses","RevenueShare","Parent.ActualCost","Parent.NumberOfLeads","Campaign.NumberOfWonOpportunities","Parent.NumberOfWonOpportunities","Campaign.NumberOfConvertedLeads","Parent.BudgetedCost","Opportunity.Amount"
"false","Completed","true","2020-02-25","true","Annual plan for all marketing campaigns at the company.","Discovery","Web-to-Lead Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaLastTouchModel","Follow up with customers who fill out a web-to-lead form to access materials on our website.","Web Marketing","USA","2020-03-26","2020-04-30","001f400000Pf9AlAAJ","Web-to-Lead Campaign","Parent Campaign","Best Case","003f400000OSTqfAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN0AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOsEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Lauren Bailey","*Annual Marketing Plan","701f40000011dN0AAI","Last Touch Model","701f40000011dNFAAY","*Ohana, Inc.","Child Campaign",4,20000,0,25,0,21000,29,0,0,0,4,20,10,0,0,0,3634,0,0,3,0,0,0,18170
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Discovery","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaLastTouchModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9AlAAJ","Invitation to Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTqjAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOsEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Bob Hodges","*Annual Marketing Plan","701f40000011dN2AAI","Last Touch Model","701f40000011dNEAAY","*Ohana, Inc.","Child Campaign",4,10000,0,95,0,15000,166,0,15000,0,85,20,5,5,0,0,3634,0,0,0,0,0,0,18170
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaLastTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9AlAAJ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTqSAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOsEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","James Wu","*Annual Marketing Plan","701f40000011dN3AAI","Last Touch Model","701f40000011dNHAAY","*Ohana, Inc.","Child Campaign",4,65000,0,22,0,54000,107,0,100000,0,92,6.67,7,0,0,0,1211.939,0,0,3,0,1,0,18170
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaLastTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9AlAAJ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTqjAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOsEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Bob Hodges","*Annual Marketing Plan","701f40000011dN3AAI","Last Touch Model","701f40000011dNHAAY","*Ohana, Inc.","Child Campaign",4,65000,0,22,0,54000,107,0,100000,0,92,6.67,7,0,0,0,1211.939,0,0,3,0,1,0,18170
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaLastTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9AlAAJ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTqfAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOsEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Lauren Bailey","*Annual Marketing Plan","701f40000011dN3AAI","Last Touch Model","701f40000011dNHAAY","*Ohana, Inc.","Child Campaign",4,65000,0,22,0,54000,107,0,100000,0,92,6.67,7,0,0,0,1211.939,0,0,3,0,1,0,18170
"false","In Progress","true","2020-04-30","true","Annual plan for all marketing campaigns at the company.","Discovery","Google Adwords","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaLastTouchModel","Google AdWords campaign to drive new leads to our public website.","Web Marketing","USA","2020-05-30","2020-04-30","001f400000Pf9AlAAJ","Google Adwords","Parent Campaign","Best Case","003f400000OSTqjAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN4AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOsEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Bob Hodges","*Annual Marketing Plan","701f40000011dN4AAI","Last Touch Model","701f40000011dNFAAY","*Ohana, Inc.","Child Campaign",4,10000,0,58,0,8300,51,0,100,0,10,20,6,0,0,0,3634,0,0,2,0,9,0,18170
"false","In Progress","true","2020-04-25","true","Annual plan for all marketing campaigns at the company.","Discovery","Industry Tradeshow","701f40000011dNIAAY","In Progress","true","001f400000Pf9BYAAZ","b2bmaLastTouchModel","Drive awareness and leads at the annual industry tradeshow.","Event","USA","2020-05-25","2020-04-30","001f400000Pf9BYAAZ","Industry Tradeshow","Parent Campaign","Best Case","003f400000OSTryAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dMzAAI","006f400000CKzkfAAD","Multi-Channel","03Vf4000000XnOsEAK","Homeland Company - New Business - 55K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Judy Odom","*Annual Marketing Plan","701f40000011dMzAAI","Last Touch Model","701f40000011dNHAAY","Homeland Company","Child Campaign",4,35000,0,47,0,26700,31,0,1000,0,5,33.33,9,5,0,0,18579.64185,0,0,3,0,2,0,55744.5
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BYAAZ","b2bmaLastTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BYAAZ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTryAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzkfAAD","Multi-Channel","03Vf4000000XnOsEAK","Homeland Company - New Business - 55K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Judy Odom","*Annual Marketing Plan","701f40000011dN3AAI","Last Touch Model","701f40000011dNHAAY","Homeland Company","Child Campaign",4,65000,0,22,0,54000,107,0,100000,0,92,33.33,7,0,0,0,18579.64185,0,0,3,0,1,0,55744.5
"false","In Progress","true","2020-04-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Industry Websites Advertising","701f40000011dNIAAY","In Progress","true","001f400000Pf9BhAAJ","b2bmaFirstTouchModel","Sponsored ads on industry websites to drive traffic to our own.","Web Marketing","USA","2020-05-24","2020-04-30","001f400000Pf9BhAAJ","Industry Websites Advertising","Parent Campaign","Best Case","003f400000OSTs7AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN1AAI","006f400000CKzkzAAD","Multi-Channel","03Vf4000000XnOrEAK","Haven Enterprises - New Business - 45K","012f4000001BWl2AAG","2020-07-24","*Annual Marketing Plan","Ryan Gray","*Annual Marketing Plan","701f40000011dN1AAI","First Touch Model","701f40000011dNFAAY","Haven Enterprises","Child Campaign",3,55000,0,58,0,75000,63,0,1000,0,10,20,8,5,0,0,9000,0,0,2,0,0,0,45000
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BhAAJ","b2bmaFirstTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BhAAJ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTs7AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzkzAAD","Multi-Channel","03Vf4000000XnOrEAK","Haven Enterprises - New Business - 45K","012f4000001BWl2AAG","2020-07-24","*Annual Marketing Plan","Ryan Gray","*Annual Marketing Plan","701f40000011dN3AAI","First Touch Model","701f40000011dNHAAY","Haven Enterprises","Child Campaign",3,65000,0,22,0,54000,107,0,100000,0,92,20,7,0,0,0,9000,0,0,3,0,1,0,45000
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Discovery","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BhAAJ","b2bmaFirstTouchModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","USA","2020-04-15","2020-04-30","001f400000Pf9BhAAJ","Telemarketing Campaign","Parent Campaign","Best Case","003f400000OSTs7AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKzkzAAD","Multi-Channel","03Vf4000000XnOrEAK","Haven Enterprises - New Business - 45K","012f4000001BWl2AAG","2020-07-24","*Annual Marketing Plan","Ryan Gray","*Annual Marketing Plan","701f40000011dN5AAI","First Touch Model","701f40000011dNHAAY","Haven Enterprises","Child Campaign",3,10700,0,52,0,11630,78,0,0,0,29,20,4,0,0,0,9000,0,0,2,0,0,0,45000
"false","Planned","true","2020-06-04","true","Annual plan for all marketing campaigns at the company.","Discovery","Twitter Inbound Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BhAAJ","b2bmaFirstTouchModel","Engage customers who tweet our company's official Twitter handle.","Social Media","USA","2020-07-04","2020-04-30","001f400000Pf9BhAAJ","Twitter Inbound Campaign","Parent Campaign","Best Case","003f400000OSTs7AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN6AAI","006f400000CKzkzAAD","Multi-Channel","03Vf4000000XnOrEAK","Haven Enterprises - New Business - 45K","012f4000001BWl2AAG","2020-07-24","*Annual Marketing Plan","Ryan Gray","*Annual Marketing Plan","701f40000011dN6AAI","First Touch Model","701f40000011dNGAAY","Haven Enterprises","Child Campaign",3,12000,0,0,0,11400,26,0,0,0,41,20,5,0,0,0,9000,0,0,1,0,0,0,45000
"false","Completed","true","2020-02-25","true","Annual plan for all marketing campaigns at the company.","Discovery","Web-to-Lead Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaFirstTouchModel","Follow up with customers who fill out a web-to-lead form to access materials on our website.","Web Marketing","USA","2020-03-26","2020-04-30","001f400000Pf9AlAAJ","Web-to-Lead Campaign","Parent Campaign","Best Case","003f400000OSTqfAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN0AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOrEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Lauren Bailey","*Annual Marketing Plan","701f40000011dN0AAI","First Touch Model","701f40000011dNFAAY","*Ohana, Inc.","Child Campaign",3,20000,0,25,0,21000,29,0,0,0,4,20,10,0,0,0,3634,0,0,3,0,0,0,18170
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Discovery","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaFirstTouchModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9AlAAJ","Invitation to Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTqjAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOrEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Bob Hodges","*Annual Marketing Plan","701f40000011dN2AAI","First Touch Model","701f40000011dNEAAY","*Ohana, Inc.","Child Campaign",3,10000,0,95,0,15000,166,0,15000,0,85,20,5,5,0,0,3634,0,0,0,0,0,0,18170
"false","In Progress","true","2020-04-30","true","Annual plan for all marketing campaigns at the company.","Discovery","Google Adwords","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaFirstTouchModel","Google AdWords campaign to drive new leads to our public website.","Web Marketing","USA","2020-05-30","2020-04-30","001f400000Pf9AlAAJ","Google Adwords","Parent Campaign","Best Case","003f400000OSTqjAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN4AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOrEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Bob Hodges","*Annual Marketing Plan","701f40000011dN4AAI","First Touch Model","701f40000011dNFAAY","*Ohana, Inc.","Child Campaign",3,10000,0,58,0,8300,51,0,100,0,10,20,6,0,0,0,3634,0,0,2,0,9,0,18170
"false","Planned","true","2020-06-04","true","Annual plan for all marketing campaigns at the company.","Discovery","Twitter Inbound Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaFirstTouchModel","Engage customers who tweet our company's official Twitter handle.","Social Media","USA","2020-07-04","2020-04-30","001f400000Pf9AlAAJ","Twitter Inbound Campaign","Parent Campaign","Best Case","003f400000OSTqfAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN6AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOrEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Lauren Bailey","*Annual Marketing Plan","701f40000011dN6AAI","First Touch Model","701f40000011dNGAAY","*Ohana, Inc.","Child Campaign",3,12000,0,0,0,11400,26,0,0,0,41,10,5,0,0,0,1817,0,0,1,0,0,0,18170
"false","Planned","true","2020-06-04","true","Annual plan for all marketing campaigns at the company.","Discovery","Twitter Inbound Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9AlAAJ","b2bmaFirstTouchModel","Engage customers who tweet our company's official Twitter handle.","Social Media","USA","2020-07-04","2020-04-30","001f400000Pf9AlAAJ","Twitter Inbound Campaign","Parent Campaign","Best Case","003f400000OSTqjAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN6AAI","006f400000CKzleAAD","Multi-Channel","03Vf4000000XnOrEAK","Ohana, Inc. - Add-On Business - 18K","012f4000001BWl2AAG","2020-06-16","*Annual Marketing Plan","Bob Hodges","*Annual Marketing Plan","701f40000011dN6AAI","First Touch Model","701f40000011dNGAAY","*Ohana, Inc.","Child Campaign",3,12000,0,0,0,11400,26,0,0,0,41,10,5,0,0,0,1817,0,0,1,0,0,0,18170
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Discovery","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BYAAZ","b2bmaFirstTouchModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BYAAZ","Invitation to Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTryAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzkfAAD","Multi-Channel","03Vf4000000XnOrEAK","Homeland Company - New Business - 55K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Judy Odom","*Annual Marketing Plan","701f40000011dN2AAI","First Touch Model","701f40000011dNEAAY","Homeland Company","Child Campaign",3,10000,0,95,0,15000,166,0,15000,0,85,33.33,5,5,0,0,18579.64185,0,0,0,0,0,0,55744.5
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BYAAZ","b2bmaFirstTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BYAAZ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTryAAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzkfAAD","Multi-Channel","03Vf4000000XnOrEAK","Homeland Company - New Business - 55K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Judy Odom","*Annual Marketing Plan","701f40000011dN3AAI","First Touch Model","701f40000011dNHAAY","Homeland Company","Child Campaign",3,65000,0,22,0,54000,107,0,100000,0,92,33.33,7,0,0,0,18579.64185,0,0,3,0,1,0,55744.5
"true","In Progress","true","2020-04-22","true","Annual plan for all marketing campaigns at the company.","Closed Won","Referral Program Launch","701f40000011dNIAAY","In Progress","true",,"primaryModel","Email campaign encouraging referrals from current customers by providing discounts and incentives.","Email","USA","2020-05-22","2020-04-30","001f400000Pf9ArAAJ","Referral Program Launch","Parent Campaign","Closed",,"012f4000001BWl3AAG","2020-05-30","701f40000011dNAAAY","006f400000CKziyAAD","Multi-Channel","03Vf4000000XnOuEAK","Advanced Communications - Add-On Business - 32K","012f4000001BWl2AAG","2020-02-15","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dNAAAY","Salesforce Model","701f40000011dNEAAY","Advanced Communications","Child Campaign",1,35000,0,56,0,33000,55,0,18575,0,10,100,12,0,0,0,32000,0,0,5,0,9,0,32000
"false","In Progress","true","2020-04-30","true","Annual plan for all marketing campaigns at the company.","Qualification","Google Adwords","701f40000011dNIAAY","In Progress","true","001f400000Pf9BdAAJ","b2bmaLastTouchModel","Google AdWords campaign to drive new leads to our public website.","Web Marketing","USA","2020-05-30","2020-04-30","001f400000Pf9BdAAJ","Google Adwords","Parent Campaign","Pipeline","003f400000OSTs3AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN4AAI","006f400000CKzjWAAT","Multi-Channel","03Vf4000000XnOsEAK","UlyssesNet - Services - 100K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Derek Rose","*Annual Marketing Plan","701f40000011dN4AAI","Last Touch Model","701f40000011dNFAAY","UlyssesNet","Child Campaign",4,10000,0,58,0,8300,51,0,100,0,10,33.33,6,0,0,0,33330,0,0,2,0,9,0,100000
"false","Completed","true","2020-01-26","true","Annual plan for all marketing campaigns at the company.","Qualification","New Customer Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BdAAJ","b2bmaLastTouchModel","C- and VP-level lunch with special guest speaker to raise awareness and drive deeper customer engagement.","Event","USA","2020-02-25","2020-04-30","001f400000Pf9BdAAJ","New Customer Campaign","Parent Campaign","Pipeline","003f400000OSTs3AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN7AAI","006f400000CKzjWAAT","Multi-Channel","03Vf4000000XnOsEAK","UlyssesNet - Services - 100K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Derek Rose","*Annual Marketing Plan","701f40000011dN7AAI","Last Touch Model","701f40000011dNHAAY","UlyssesNet","Child Campaign",4,15500,0,16,0,15300,30,0,0,0,17,33.33,5,0,0,0,33330,0,0,1,0,0,0,100000
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Qualification","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BdAAJ","b2bmaFirstTouchModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BdAAJ","Invitation to Annual Customer Conference","Parent Campaign","Pipeline","003f400000OSTs3AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzjWAAT","Multi-Channel","03Vf4000000XnOrEAK","UlyssesNet - Services - 100K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Derek Rose","*Annual Marketing Plan","701f40000011dN2AAI","First Touch Model","701f40000011dNEAAY","UlyssesNet","Child Campaign",3,10000,0,95,0,15000,166,0,15000,0,85,33.33,5,5,0,0,33330,0,0,0,0,0,0,100000
"false","Completed","true","2020-01-26","true","Annual plan for all marketing campaigns at the company.","Qualification","New Customer Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BdAAJ","b2bmaFirstTouchModel","C- and VP-level lunch with special guest speaker to raise awareness and drive deeper customer engagement.","Event","USA","2020-02-25","2020-04-30","001f400000Pf9BdAAJ","New Customer Campaign","Parent Campaign","Pipeline","003f400000OSTs3AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN7AAI","006f400000CKzjWAAT","Multi-Channel","03Vf4000000XnOrEAK","UlyssesNet - Services - 100K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Derek Rose","*Annual Marketing Plan","701f40000011dN7AAI","First Touch Model","701f40000011dNHAAY","UlyssesNet","Child Campaign",3,15500,0,16,0,15300,30,0,0,0,17,33.33,5,0,0,0,33330,0,0,1,0,0,0,100000
"false","In Progress","true","2020-04-24","true","Annual plan for all marketing campaigns at the company.","Qualification","Industry Websites Advertising","701f40000011dNIAAY","In Progress","true","001f400000Pf9BMAAZ","b2bmaLastTouchModel","Sponsored ads on industry websites to drive traffic to our own.","Web Marketing","Brazil","2020-05-24","2020-04-30","001f400000Pf9BMAAZ","Industry Websites Advertising","Parent Campaign","Pipeline","003f400000OSTrEAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN1AAI","006f400000CKzkKAAT","Multi-Channel","03Vf4000000XnOsEAK","Opportunity Resources Inc - Services - 75K","012f4000001BWl2AAG","2020-06-18","*Annual Marketing Plan","Gabriel Silva","*Annual Marketing Plan","701f40000011dN1AAI","Last Touch Model","701f40000011dNFAAY","Opportunity Resources Inc","Child Campaign",4,55000,0,58,0,75000,63,0,1000,0,10,50,8,5,0,0,37500,0,0,2,0,0,0,75000
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Qualification","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BMAAZ","b2bmaFirstTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","Brazil","2020-08-23","2020-04-30","001f400000Pf9BMAAZ","Annual Customer Conference","Parent Campaign","Pipeline","003f400000OSTrEAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzkKAAT","Multi-Channel","03Vf4000000XnOrEAK","Opportunity Resources Inc - Services - 75K","012f4000001BWl2AAG","2020-06-18","*Annual Marketing Plan","Gabriel Silva","*Annual Marketing Plan","701f40000011dN3AAI","First Touch Model","701f40000011dNHAAY","Opportunity Resources Inc","Child Campaign",3,65000,0,22,0,54000,107,0,100000,0,92,50,7,0,0,0,37500,0,0,3,0,1,0,75000
"false","In Progress","true","2020-04-25","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Industry Tradeshow","701f40000011dNIAAY","In Progress","true","001f400000Pf9BkAAJ","b2bmaLastTouchModel","Drive awareness and leads at the annual industry tradeshow.","Event","USA","2020-05-25","2020-04-30","001f400000Pf9BkAAJ","Industry Tradeshow","Parent Campaign","Best Case","003f400000OSTsAAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dMzAAI","006f400000CKzjbAAD","Multi-Channel","03Vf4000000XnOsEAK","Gusto Manufacturing - New Business - 18K","012f4000001BWl2AAG","2020-08-13","*Annual Marketing Plan","Bruce Watkins","*Annual Marketing Plan","701f40000011dMzAAI","Last Touch Model","701f40000011dNHAAY","Gusto Manufacturing","Child Campaign",4,35000,0,47,0,26700,31,0,1000,0,5,20,9,5,0,0,3600,0,0,3,0,2,0,18000
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BkAAJ","b2bmaLastTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BkAAJ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTsAAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzjbAAD","Multi-Channel","03Vf4000000XnOsEAK","Gusto Manufacturing - New Business - 18K","012f4000001BWl2AAG","2020-08-13","*Annual Marketing Plan","Bruce Watkins","*Annual Marketing Plan","701f40000011dN3AAI","Last Touch Model","701f40000011dNHAAY","Gusto Manufacturing","Child Campaign",4,65000,0,22,0,54000,107,0,100000,0,92,20,7,0,0,0,3600,0,0,3,0,1,0,18000
"false","Completed","true","2020-01-26","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","New Customer Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BkAAJ","b2bmaLastTouchModel","C- and VP-level lunch with special guest speaker to raise awareness and drive deeper customer engagement.","Event","USA","2020-02-25","2020-04-30","001f400000Pf9BkAAJ","New Customer Campaign","Parent Campaign","Best Case","003f400000OSTsAAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN7AAI","006f400000CKzjbAAD","Multi-Channel","03Vf4000000XnOsEAK","Gusto Manufacturing - New Business - 18K","012f4000001BWl2AAG","2020-08-13","*Annual Marketing Plan","Bruce Watkins","*Annual Marketing Plan","701f40000011dN7AAI","Last Touch Model","701f40000011dNHAAY","Gusto Manufacturing","Child Campaign",4,15500,0,16,0,15300,30,0,0,0,17,20,5,0,0,0,3600,0,0,1,0,0,0,18000
"false","Planned","true","2020-08-03","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Regional Field Marketing","701f40000011dNIAAY","In Progress","true","001f400000Pf9BkAAJ","b2bmaLastTouchModel","Focused, regional events for targeted accounts and opportunities. Includes dinners, networking events, golf outings and professional sports games.","Event","USA","2020-09-02","2020-04-30","001f400000Pf9BkAAJ","Regional Field Marketing","Parent Campaign","Best Case","003f400000OSTsAAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN9AAI","006f400000CKzjbAAD","Multi-Channel","03Vf4000000XnOsEAK","Gusto Manufacturing - New Business - 18K","012f4000001BWl2AAG","2020-08-13","*Annual Marketing Plan","Bruce Watkins","*Annual Marketing Plan","701f40000011dN9AAI","Last Touch Model","701f40000011dNHAAY","Gusto Manufacturing","Child Campaign",4,36000,0,41,0,31400,32,0,0,0,10,20,7,0,0,0,3600,0,0,1,0,0,0,18000
