"LastModifiedDate","Company","Account.Type","Opportunity.Description","Opportunity.IsWon","Opportunity.RecordTypeId","Name","Industry","ConvertedOpportunityId","Opportunity.StageName","Contact.PhotoUrl","Account.CreatedDate","CurrentDate","Status","ConvertedAccountId","IsConverted","Contact.AccountId","Opportunity.Id","Opportunity.IsClosed","LeadSource","Account.BillingCountry","CreatedDate","Account.OwnerId","Country","StatusSortOrder.ApiName","Id","Opportunity.AccountId","ConvertedDate","Rating","Opportunity.ForecastCategoryName","Contact.Id","Account.Industry","ConvertedContactId","Account.Id","OwnerId","Opportunity.ForecastCategory","StatusSortOrder.Id","Account.AccountSource","Opportunity.Name","Opportunity.CloseDate","Account.BillingState","IsUnreadByOwner","Contact.Name","Opportunity.CreatedDate","Opportunity.OwnerId","Account.LastModifiedDate","Account.Name","Opportunity.LeadSource","StatusSortOrder.SortOrder","ChangeDurationField","Account.AnnualRevenue","OpportunityAge","Account.NumberOfEmployees","LeadAge","Opportunity.Amount"
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Shannon Wells","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Telesales",,"2018-08-29T05:54:36.000Z",,"N/A","Rejected","00QB0000005dAewMAE",,,"Cool",,,,,,"005B0000004iDznIAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Alice Griffith","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A",,"00QB0000005dAexMAE",,,"Warm",,,,,,"005B0000004iDzyIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Brittney Gibson","N/A",,,,,"2020-07-27T17:25:13.544Z","New",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","New","00QB0000005dAeyMAE",,,"Hot",,,,,,"005B0000004iDznIAE",,"01JB000000AL5idMAD",,,,,"true",,,,,,,1,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Elizabeth Chavez","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Working","00QB0000005dAezMAE",,,"Hot",,,,,,"005B0000004iDzyIAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Joseph Kane","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Working","00QB0000005dAf0MAE",,,"Warm",,,,,,"005B0000004iDzyIAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Jonathan Wall","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Telecoverage",,"2018-08-29T05:54:36.000Z",,"N/A","Submitted","00QB0000005dAf1MAE",,,"Cool",,,,,,"005B0000004iE00IAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Kristen Richardson","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Rejected","00QB0000005dAf2MAE",,,"Cool",,,,,,"005B0000004iDzzIAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Caitlin Contreras","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Approved","00QB0000005dAf3MAE",,,"Warm",,,,,,"005B0000004iDzzIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Basis Technology Corp.","Corporate",,"true","012B0000000ATFWIA4","Breanna Stevens","Agriculture","006B0000004OzV4IAK","Closed Won",,"2018-08-29T05:22:59.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfCAIA0","true","001B000000mBfCAIA0","006B0000004OzV4IAK","true","Reseller","USA","2018-08-29T05:54:36.000Z","005B0000004iDzpIAE","N/A",,"00QB0000005dAf4MAE","001B000000mBfCAIA0",,"Warm","Closed","003B000000DSQXPIA5","Agriculture","003B000000DSQXPIA5","001B000000mBfCAIA0","005B0000004iDzpIAE","Closed",,"Cold Call","Basis Technology Corp. 123","2019-06-01","NV","true","Breanna Stevens","2018-08-29T05:42:35.000Z","005B0000004iDzpIAE","2020-02-26T19:39:20.000Z","Basis Technology Corp.","Reseller",,698.48,5812000,275,64,0,141860
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Sean Robinson","N/A",,,,,"2020-07-27T17:25:13.544Z","Pending",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Pending","00QB0000005dAf5MAE",,,"Warm",,,,,,"005B0000004iDznIAE",,"01JB000000AL5iiMAD",,,,,"true",,,,,,,9,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Jessica Ferguson","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A",,"00QB0000005dAf6MAE",,,"Warm",,,,,,"005B0000004iE03IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Sakima Group","Corporate",,"false","012B0000000ATFfIAO","Catherine Frazier","Retail","006B0000004OzVHIA0","Closed Lost",,"2018-08-29T05:22:59.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfCLIA0","true","001B000000mBfCLIA0","006B0000004OzVHIA0","true","Fields Sales","USA","2018-08-29T05:54:36.000Z","005B0000004iE00IAE","N/A",,"00QB0000005dAf7MAE","001B000000mBfCLIA0",,"Cool","Omitted","003B000000DSQXaIAP","Retail","003B000000DSQXaIAP","001B000000mBfCLIA0","005B0000004iE00IAE","Omitted",,"Cold Call","Sakima Group 44","2019-03-17","WY","true","Catherine Frazier","2018-08-29T05:42:35.000Z","005B0000004iE00IAE","2020-02-26T19:39:20.000Z","Sakima Group","Fields Sales",,698.48,6446000,199,60,0,198795
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Mitchell Shelton","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Approved","00QB0000005dAf8MAE",,,"Cool",,,,,,"005B0000004iE02IAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Alexis Finley","N/A",,,,,"2020-07-27T17:25:13.544Z","Archived",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A",,"00QB0000005dAf9MAE",,,"Warm",,,,,,"005B0000004iDzzIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Samantha Gray","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Draft","00QB0000005dAfAMAU",,,"Cool",,,,,,"005B0000004iDznIAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Thomas Sanders","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Draft","00QB0000005dAfBMAU",,,"Hot",,,,,,"005B0000004iDzqIAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Jordan Foster Construction","Corporate",,"false","012B0000000ATFWIA4","Joel Mann","Transportation","006B0000004OzVVIA0","Closed Lost",,"2018-08-29T05:22:59.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfCWIA0","true","001B000000mBfCWIA0","006B0000004OzVVIA0","true","Fields Sales","USA","2018-08-29T05:54:36.000Z","005B0000004iE03IAE","N/A",,"00QB0000005dAfCMAU","001B000000mBfCWIA0",,"Warm","Omitted","003B000000DSQXlIAP","Transportation","003B000000DSQXlIAP","001B000000mBfCWIA0","005B0000004iE03IAE","Omitted",,"Community","Jordan Foster Construction 70","2019-05-23","ND","true","Joel Mann","2018-08-29T05:42:35.000Z","005B0000004iE03IAE","2020-02-26T19:39:20.000Z","Jordan Foster Construction","Fields Sales",,698.48,8220000,266,130,0,50000
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Jason Brown","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Rejected","00QB0000005dAfDMAU",,,"Cool",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Patrick Harrington","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Draft","00QB0000005dAfEMAU",,,"Cool",,,,,,"005B0000004iDzyIAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Amber Green","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Working","00QB0000005dAfFMAU",,,"Cool",,,,,,"005B0000004iE00IAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Jenna Fisher","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A",,"00QB0000005dAfGMAU",,,"Warm",,,,,,"005B0000004iDzzIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Elizabeth Myers","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Submitted","00QB0000005dAfHMAU",,,"Hot",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Lake City Bank","Corporate",,"false","012B0000000ATFWIA4","Debbie Holt","Banking","006B0000004OzVnIAK","Closed Lost",,"2018-08-29T05:22:59.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfClIAK","true","001B000000mBfClIAK","006B0000004OzVnIAK","true","Fields Sales","USA","2018-08-29T05:54:36.000Z","005B0000004iE01IAE","N/A",,"00QB0000005dAfIMAU","001B000000mBfClIAK",,"Hot","Omitted","003B000000DSQY0IAP","Banking","003B000000DSQY0IAP","001B000000mBfClIAK","005B0000004iE01IAE","Omitted",,"Marketing Event","Lake City Bank 58","2019-03-27","KS","true","Debbie Holt","2018-08-29T05:42:35.000Z","005B0000004iE01IAE","2020-02-26T19:39:32.000Z","Lake City Bank","Fields Sales",,698.48,2159000,209,224,0,225000
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Alexis Young","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Draft","00QB0000005dAfJMAU",,,"Cool",,,,,,"005B0000004iE00IAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Robert Brown","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Draft","00QB0000005dAfKMAU",,,"Warm",,,,,,"005B0000004iDzqIAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Carrie Payne","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Rejected","00QB0000005dAfLMAU",,,"Hot",,,,,,"005B0000004iE03IAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Crystal Armstrong","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Approved","00QB0000005dAfMMAU",,,"Cool",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Patrick Torres","N/A",,,,,"2020-07-27T17:25:13.544Z","Pending",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Pending","00QB0000005dAfNMAU",,,"Cool",,,,,,"005B0000004iDznIAE",,"01JB000000AL5iiMAD",,,,,"true",,,,,,,9,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Jose Miles","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Submitted","00QB0000005dAfOMAU",,,"Warm",,,,,,"005B0000004iDzpIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Nancy Rangel","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Working","00QB0000005dAfPMAU",,,"Cool",,,,,,"005B0000004iDztIAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Erin Wright","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Other",,"2018-08-29T05:54:36.000Z",,"N/A","Submitted","00QB0000005dAfQMAU",,,"Hot",,,,,,"005B0000004iDzpIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Tiffany Stone","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A",,"00QB0000005dAfRMAU",,,"Warm",,,,,,"005B0000004iDzzIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Katherine Phillips","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A","Approved","00QB0000005dAfSMAU",,,"Hot",,,,,,"005B0000004iDzpIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Jerry Anderson","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A",,"00QB0000005dAfTMAU",,,"Warm",,,,,,"005B0000004iDzpIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Elizabeth Peterson","N/A",,,,,"2020-07-27T17:25:13.544Z","Archived",,"false",,,,"Reseller",,"2018-08-29T05:54:36.000Z",,"N/A",,"00QB0000005dAfUMAU",,,"Cool",,,,,,"005B0000004iDznIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Craig Tucker","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Fields Sales",,"2018-08-29T05:54:36.000Z",,"N/A","Approved","00QB0000005dAfVMAU",,,"Warm",,,,,,"005B0000004iDzzIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Scott Floyd","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A","Approved","00QB0000005dAfWMAU",,,"Cool",,,,,,"005B0000004iE03IAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Charlene Osborn","N/A",,,,,"2020-07-27T17:25:13.544Z","Archived",,"false",,,,"Reseller",,"2018-08-29T05:54:43.000Z",,"N/A",,"00QB0000005dAfXMAU",,,"Warm",,,,,,"005B0000004iDzzIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Jamie Harris","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Reseller",,"2018-08-29T05:54:43.000Z",,"N/A",,"00QB0000005dAfYMAU",,,"Hot",,,,,,"005B0000004iE02IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Rebecca Garcia","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A",,"00QB0000005dAfZMAU",,,"Cool",,,,,,"005B0000004iE01IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Sharon Fitzgerald","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A","Draft","00QB0000005dAfaMAE",,,"Cool",,,,,,"005B0000004iE02IAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Hannah Harris","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Reseller",,"2018-08-29T05:54:43.000Z",,"N/A","Working","00QB0000005dAfbMAE",,,"Hot",,,,,,"005B0000004iDztIAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Tim Powell","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A","Working","00QB0000005dAfcMAE",,,"Warm",,,,,,"005B0000004iE02IAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Matthew Cook","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Reseller",,"2018-08-29T05:54:43.000Z",,"N/A",,"00QB0000005dAfdMAE",,,"Warm",,,,,,"005B0000004iE02IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Ronald Hawkins","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A","Working","00QB0000005dAfeMAE",,,"Cool",,,,,,"005B0000004iDzyIAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Diana Moran","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Telecoverage",,"2018-08-29T05:54:43.000Z",,"N/A","Submitted","00QB0000005dAffMAE",,,"Warm",,,,,,"005B0000004iE03IAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Shelby Garcia","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A","Submitted","00QB0000005dAfgMAE",,,"Cool",,,,,,"005B0000004iE02IAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Phillip Reid","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Reseller",,"2018-08-29T05:54:43.000Z",,"N/A","Rejected","00QB0000005dAfhMAE",,,"Hot",,,,,,"005B0000004iE01IAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","InfoCentricity","Corporate",,"false","012B0000000ATFWIA4","Mary Hill","Healthcare & Life Sciences","006B0000004OzbLIAS","Proposal/Quote",,"2018-08-29T05:23:02.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfDlIAK","true","001B000000mBfDlIAK","006B0000004OzbLIAS","false","Reseller","USA","2018-08-29T05:54:43.000Z","005B0000004iE03IAE","N/A",,"00QB0000005dAfiMAE","001B000000mBfDlIAK",,"Cool","Best Case","003B000000DSQZ0IAP","Healthcare & Life Sciences","003B000000DSQZ0IAP","001B000000mBfDlIAK","005B0000004iE03IAE","BestCase",,"Cold Call","InfoCentricity 8","2020-01-09","MI","true","Mary Hill","2018-08-29T05:43:44.000Z","005B0000004iE03IAE","2020-02-26T19:39:23.000Z","InfoCentricity","Reseller",,698.48,4216000,698,22,0,32000
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Dustin Nunez","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A","Working","00QB0000005dAfjMAE",,,"Warm",,,,,,"005B0000004iDzoIAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Matthew Randall","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A","Submitted","00QB0000005dAfkMAE",,,"Warm",,,,,,"005B0000004iDznIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"David Bray","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A",,"00QB0000005dAflMAE",,,"Hot",,,,,,"005B0000004iDzzIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Kimberly Elliott","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Telesales",,"2018-08-29T05:54:43.000Z",,"N/A","Working","00QB0000005dAfmMAE",,,"Hot",,,,,,"005B0000004iDzoIAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Willis Lease Finance Corp","Corporate",,"false","012B0000000ATFWIA4","Joseph Shepard","Retail","006B0000004OzbVIAS","Proposal/Quote",,"2018-08-29T05:23:02.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfDuIAK","true","001B000000mBfDuIAK","006B0000004OzbVIAS","false","Reseller","USA","2018-08-29T05:54:43.000Z","005B0000004iE00IAE","N/A",,"00QB0000005dAfnMAE","001B000000mBfDuIAK",,"Hot","Commit","003B000000DSQZ9IAP","Retail","003B000000DSQZ9IAP","001B000000mBfDuIAK","005B0000004iE00IAE","Forecast",,"Marketing Event","Willis Lease Finance Corp 131","2019-08-15","OR","true","Joseph Shepard","2018-08-29T05:43:44.000Z","005B0000004iE00IAE","2020-02-26T19:39:23.000Z","Willis Lease Finance Corp","Reseller",,698.48,9349000,698,156,0,775073
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Julie Garza","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A",,"00QB0000005dAfoMAE",,,"Warm",,,,,,"005B0000004iE01IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","C9","Corporate",,"true","012B0000000ATFWIA4","Pamela Miller","Education","006B0000004OzbaIAC","Closed Won",,"2018-08-29T05:23:02.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfDyIAK","true","001B000000mBfDyIAK","006B0000004OzbaIAC","true","Reseller","USA","2018-08-29T05:54:43.000Z","005B0000004iDztIAE","N/A",,"00QB0000005dAfpMAE","001B000000mBfDyIAK",,"Hot","Closed","003B000000DSQZDIA5","Education","003B000000DSQZDIA5","001B000000mBfDyIAK","005B0000004iDztIAE","Closed",,"Data.com","C9 245","2019-05-13","ND","true","Pamela Miller","2018-08-29T05:43:44.000Z","005B0000004iDztIAE","2020-02-26T19:39:23.000Z","C9","Reseller",,698.48,5420000,256,163,0,297800
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Jessica Martinez","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Reseller",,"2018-08-29T05:54:43.000Z",,"N/A","Rejected","00QB0000005dAfqMAE",,,"Cool",,,,,,"005B0000004iE01IAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Dana Harrell","N/A",,,,,"2020-07-27T17:25:13.544Z","Pending",,"false",,,,"Reseller",,"2018-08-29T05:54:43.000Z",,"N/A","Pending","00QB0000005dAfrMAE",,,"Cool",,,,,,"005B0000004iDzoIAE",,"01JB000000AL5iiMAD",,,,,"true",,,,,,,9,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Julia Carney","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Reseller",,"2018-08-29T05:54:43.000Z",,"N/A","Draft","00QB0000005dAfsMAE",,,"Warm",,,,,,"005B0000004iDznIAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Vicki Zavala","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A","Working","00QB0000005dAftMAE",,,"Cool",,,,,,"005B0000004iE02IAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Shane Miller","N/A",,,,,"2020-07-27T17:25:13.544Z","Archived",,"false",,,,"Fields Sales",,"2018-08-29T05:54:43.000Z",,"N/A",,"00QB0000005dAfuMAE",,,"Warm",,,,,,"005B0000004iE02IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:21.000Z","Not Applicable",,,,,"Evan Martinez","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Reseller",,"2018-08-29T05:54:43.000Z",,"N/A","Submitted","00QB0000005dAfvMAE",,,"Cool",,,,,,"005B0000004iE01IAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
