"ANALYTICSDEMO_BATCH_ID_C","OWNERUNIQUEUSERNAME","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","ACCOUNTCLIENTCATEGORYCUSTOM","LastProcessedDate","PRIORITY","ACCOUNTMARKETINGSEGMENT","ACCOUNTSERVICEMODEL","ACCOUNTBALANCEBUCKET","CREATEDDATE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","ACCOUNTID","ID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET"
"20190823181914853028","Mark Garet","Aggressive Growth","Hector Morton","2 - Gold","2019-08-23","Medium","High Net Worth Families","Tier 2","1. Less than 50k","2019-06-19 00:00:00","Female","NY","0011U00000KuFZrQAN","W_Sales_Case.294","6. Greater than 15Y","2019-06-06","4. 50-69"
"20190823181914853028","Mark Garet","Growth","Tatyana Moreno","2 - Gold","2019-08-23","Medium","High Net Worth Families","Tier 3","1. Less than 50k","2018-04-10 00:00:00","Female","CA","0011U00000KuFZsQAN","W_Sales_Case.295","6. Greater than 15Y","2019-06-05","2. 18-29"
"20190823181914853028","Chelsea Advisor","Growth","Xenos Burks","5 - Standard","2019-08-23","High","Retired","Tier 1","1. Less than 50k","2018-11-09 00:00:00","Female","CA","0011U00000KuFZuQAN","W_Sales_Case.296","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Eagan Avila","1 - Platinum","2019-08-23","Critical","Mass Market","Tier 2","2. Between 50k and 250k","2019-04-10 00:00:00","Male","NY","0011U00000KuFZvQAN","W_Sales_Case.297","6. Greater than 15Y","2019-01-26","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Eagan Avila","1 - Platinum","2019-08-23","Low","Mass Market","Tier 2","2. Between 50k and 250k","2019-02-04 00:00:00","Male","NY","0011U00000KuFZvQAN","W_Sales_Case.298","6. Greater than 15Y","2019-01-26","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Eagan Avila","1 - Platinum","2019-08-23","High","Mass Market","Tier 2","2. Between 50k and 250k","2019-02-27 00:00:00","Male","NY","0011U00000KuFZvQAN","W_Sales_Case.299","6. Greater than 15Y","2019-01-26","4. 50-69"
"20190823181914853028","Chelsea Advisor","Aggressive Growth","Rhoda Odom","1 - Platinum","2019-08-23","High","Mass Market","Tier 1","2. Between 50k and 250k","2018-09-14 00:00:00","Male","CA","0011U00000KuFZwQAN","W_Sales_Case.300","6. Greater than 15Y","2019-01-17","1. < 18"
"20190823181914853028","Brenda Banker","Income","Lucian Franklin","3 - Silver","2019-08-23","High","Mass Market","Tier 3","2. Between 50k and 250k","2018-06-29 00:00:00","Male","FL","0011U00000KuFZyQAN","W_Sales_Case.301","6. Greater than 15Y","2019-02-11","4. 50-69"
"20190823181914853028","Brenda Banker","Income","Lucian Franklin","3 - Silver","2019-08-23","High","Mass Market","Tier 3","2. Between 50k and 250k","2018-06-13 00:00:00","Male","FL","0011U00000KuFZyQAN","W_Sales_Case.302","6. Greater than 15Y","2019-02-11","4. 50-69"
"20190823181914853028","Chelsea Advisor","Aggressive Growth","Barbara Whitfield","5 - Standard","2019-08-23","Low","Millennials","Tier 3","2. Between 50k and 250k","2019-07-17 00:00:00","Female","NY","0011U00000KuFZzQAN","W_Sales_Case.303","6. Greater than 15Y","2019-07-20","5. > 69"
"20190823181914853028","Mark Garet","Balanced Growth","Kelsie Byers","2 - Gold","2019-08-23","High","Retired","Tier 3","2. Between 50k and 250k","2018-09-01 00:00:00","Female","CA","0011U00000KuFa0QAF","W_Sales_Case.304","6. Greater than 15Y","2018-09-17","2. 18-29"
"20190823181914853028","Chelsea Advisor","Growth","Kiayada Francis","1 - Platinum","2019-08-23","Medium","Affluent Professionals","Tier 2","1. Less than 50k","2019-07-22 00:00:00","Male","CA","0011U00000KuFa1QAF","W_Sales_Case.305","6. Greater than 15Y","2019-07-20","4. 50-69"
"20190823181914853028","Chelsea Advisor","Growth","Kiayada Francis","1 - Platinum","2019-08-23","Critical","Affluent Professionals","Tier 2","1. Less than 50k","2019-07-19 00:00:00","Male","CA","0011U00000KuFa1QAF","W_Sales_Case.306","6. Greater than 15Y","2019-07-20","4. 50-69"
"20190823181914853028","Chelsea Advisor","Growth","Kiayada Francis","1 - Platinum","2019-08-23","Low","Affluent Professionals","Tier 2","1. Less than 50k","2019-08-13 00:00:00","Male","CA","0011U00000KuFa1QAF","W_Sales_Case.307","6. Greater than 15Y","2019-07-20","4. 50-69"
"20190823181914853028","Mark Garet","Balanced Growth","Zephr Harris","2 - Gold","2019-08-23","High","Mass Market","Tier 1","1. Less than 50k","2019-02-07 00:00:00","Male","NY","0011U00000KuFa3QAF","W_Sales_Case.308","6. Greater than 15Y","2019-01-04","3. 30-49"
"20190823181914853028","Mark Garet","Balanced Growth","Wanda Harrell","3 - Silver","2019-08-23","Critical","Millennials","Tier 1","2. Between 50k and 250k","2019-02-21 00:00:00","Male","NY","0011U00000KuFa4QAF","W_Sales_Case.309","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Mark Garet","Balanced Growth","Wanda Harrell","3 - Silver","2019-08-23","Critical","Millennials","Tier 1","2. Between 50k and 250k","2019-02-25 00:00:00","Male","NY","0011U00000KuFa4QAF","W_Sales_Case.310","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Mark Garet","Balanced Growth","Wanda Harrell","3 - Silver","2019-08-23","Medium","Millennials","Tier 1","2. Between 50k and 250k","2019-03-17 00:00:00","Male","NY","0011U00000KuFa4QAF","W_Sales_Case.311","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Delilah Cote","2 - Gold","2019-08-23","Medium","Millennials","Tier 1","1. Less than 50k","2018-12-28 00:00:00","Female","CA","0011U00000KuFa5QAF","W_Sales_Case.312","6. Greater than 15Y","2019-07-02","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Delilah Cote","2 - Gold","2019-08-23","Medium","Millennials","Tier 1","1. Less than 50k","2018-11-27 00:00:00","Female","CA","0011U00000KuFa5QAF","W_Sales_Case.313","6. Greater than 15Y","2019-07-02","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Delilah Cote","2 - Gold","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2019-01-30 00:00:00","Female","CA","0011U00000KuFa5QAF","W_Sales_Case.314","6. Greater than 15Y","2019-07-02","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Delilah Cote","2 - Gold","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2019-01-07 00:00:00","Female","CA","0011U00000KuFa5QAF","W_Sales_Case.315","6. Greater than 15Y","2019-07-02","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Delilah Cote","2 - Gold","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2018-12-07 00:00:00","Female","CA","0011U00000KuFa5QAF","W_Sales_Case.316","6. Greater than 15Y","2019-07-02","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Delilah Cote","2 - Gold","2019-08-23","Medium","Millennials","Tier 1","1. Less than 50k","2019-02-08 00:00:00","Female","CA","0011U00000KuFa5QAF","W_Sales_Case.317","6. Greater than 15Y","2019-07-02","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Delilah Cote","2 - Gold","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2019-01-23 00:00:00","Female","CA","0011U00000KuFa5QAF","W_Sales_Case.318","6. Greater than 15Y","2019-07-02","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Delilah Cote","2 - Gold","2019-08-23","Medium","Millennials","Tier 1","1. Less than 50k","2019-02-13 00:00:00","Female","CA","0011U00000KuFa5QAF","W_Sales_Case.319","6. Greater than 15Y","2019-07-02","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Delilah Cote","2 - Gold","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2019-01-21 00:00:00","Female","CA","0011U00000KuFa5QAF","W_Sales_Case.320","6. Greater than 15Y","2019-07-02","4. 50-69"
"20190823181914853028","Allen Advisor","Growth","Jason Blanchard","5 - Standard","2019-08-23","High","Mass Market","Tier 3","1. Less than 50k","2018-06-09 00:00:00","Female","CA","0011U00000KuFa6QAF","W_Sales_Case.321","6. Greater than 15Y","2018-10-27","5. > 69"
"20190823181914853028","Mark Garet","Income","Carly Pennington","5 - Standard","2019-08-23","Medium","High Net Worth Families","Tier 1","2. Between 50k and 250k","2019-08-23 00:00:00","Male","CA","0011U00000KuFa7QAF","W_Sales_Case.322","6. Greater than 15Y","2019-08-06","4. 50-69"
"20190823181914853028","Brenda Banker","Growth","Brooke Lowe","5 - Standard","2019-08-23","Low","Affluent Professionals","Tier 3","2. Between 50k and 250k","2018-03-21 00:00:00","Female","CA","0011U00000KuFa8QAF","W_Sales_Case.323","6. Greater than 15Y","2019-07-18","1. < 18"
"20190823181914853028","Brenda Banker","Growth","Brooke Lowe","5 - Standard","2019-08-23","Low","Affluent Professionals","Tier 3","2. Between 50k and 250k","2018-05-07 00:00:00","Female","CA","0011U00000KuFa8QAF","W_Sales_Case.324","6. Greater than 15Y","2019-07-18","1. < 18"
"20190823181914853028","Brenda Banker","Growth","Brooke Lowe","5 - Standard","2019-08-23","High","Affluent Professionals","Tier 3","2. Between 50k and 250k","2018-04-10 00:00:00","Female","CA","0011U00000KuFa8QAF","W_Sales_Case.325","6. Greater than 15Y","2019-07-18","1. < 18"
"20190823181914853028","Brenda Banker","Growth","Brooke Lowe","5 - Standard","2019-08-23","Low","Affluent Professionals","Tier 3","2. Between 50k and 250k","2018-06-04 00:00:00","Female","CA","0011U00000KuFa8QAF","W_Sales_Case.326","6. Greater than 15Y","2019-07-18","1. < 18"
"20190823181914853028","Brenda Banker","Aggressive Growth","Paki Johns","3 - Silver","2019-08-23","Critical","Retired","Tier 2","1. Less than 50k","2019-08-23 00:00:00","Male","PA","0011U00000KuFa9QAF","W_Sales_Case.327","6. Greater than 15Y","2019-08-13","4. 50-69"
"20190823181914853028","Chelsea Advisor","Income","Dustin Sheppard","3 - Silver","2019-08-23","Medium","Retired","Tier 3","1. Less than 50k","2019-06-27 00:00:00","Male","NY","0011U00000KuFaAQAV","W_Sales_Case.328","6. Greater than 15Y","2019-07-11","4. 50-69"
"20190823181914853028","Mark Garet","Income","Hope Peck","1 - Platinum","2019-08-23","High","High Net Worth Families","Tier 3","2. Between 50k and 250k","2019-08-02 00:00:00","Male","CA","0011U00000KuFaBQAV","W_Sales_Case.329","6. Greater than 15Y","2019-08-22","3. 30-49"
"20190823181914853028","Mark Garet","Income","Hope Peck","1 - Platinum","2019-08-23","Low","High Net Worth Families","Tier 3","2. Between 50k and 250k","2019-08-23 00:00:00","Male","CA","0011U00000KuFaBQAV","W_Sales_Case.330","6. Greater than 15Y","2019-08-22","3. 30-49"
"20190823181914853028","Mark Garet","Income","Hope Peck","1 - Platinum","2019-08-23","Critical","High Net Worth Families","Tier 3","2. Between 50k and 250k","2019-07-27 00:00:00","Male","CA","0011U00000KuFaBQAV","W_Sales_Case.331","6. Greater than 15Y","2019-08-22","3. 30-49"
"20190823181914853028","Mark Garet","Income","Hope Peck","1 - Platinum","2019-08-23","Low","High Net Worth Families","Tier 3","2. Between 50k and 250k","2019-08-23 00:00:00","Male","CA","0011U00000KuFaBQAV","W_Sales_Case.332","6. Greater than 15Y","2019-08-22","3. 30-49"
"20190823181914853028","Mark Garet","Income","Hope Peck","1 - Platinum","2019-08-23","Critical","High Net Worth Families","Tier 3","2. Between 50k and 250k","2019-08-23 00:00:00","Male","CA","0011U00000KuFaBQAV","W_Sales_Case.333","6. Greater than 15Y","2019-08-22","3. 30-49"
"20190823181914853028","Mark Garet","Income","Maxine Rivera","5 - Standard","2019-08-23","Critical","Mass Market","Tier 3","1. Less than 50k","2018-12-13 00:00:00","Female","CA","0011U00000KuFaDQAV","W_Sales_Case.334","6. Greater than 15Y","2018-11-11","3. 30-49"
"20190823181914853028","Chelsea Advisor","Income","Aidan Avila","1 - Platinum","2019-08-23","Low","Millennials","Tier 1","1. Less than 50k","2019-05-17 00:00:00","Female","CA","0011U00000KuFaEQAV","W_Sales_Case.335","6. Greater than 15Y","2019-04-06","3. 30-49"
"20190823181914853028","Allen Advisor","Aggressive Growth","Wing Daugherty","3 - Silver","2019-08-23","High","Retired","Tier 3","1. Less than 50k","2019-05-18 00:00:00","Male","CA","0011U00000KuFaHQAV","W_Sales_Case.336","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Wing Daugherty","3 - Silver","2019-08-23","Medium","Retired","Tier 3","1. Less than 50k","2019-04-14 00:00:00","Male","CA","0011U00000KuFaHQAV","W_Sales_Case.337","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Wing Daugherty","3 - Silver","2019-08-23","Medium","Retired","Tier 3","1. Less than 50k","2019-04-01 00:00:00","Male","CA","0011U00000KuFaHQAV","W_Sales_Case.338","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Wing Daugherty","3 - Silver","2019-08-23","Low","Retired","Tier 3","1. Less than 50k","2019-04-16 00:00:00","Male","CA","0011U00000KuFaHQAV","W_Sales_Case.339","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Wing Daugherty","3 - Silver","2019-08-23","Medium","Retired","Tier 3","1. Less than 50k","2019-04-01 00:00:00","Male","CA","0011U00000KuFaHQAV","W_Sales_Case.340","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Wing Daugherty","3 - Silver","2019-08-23","High","Retired","Tier 3","1. Less than 50k","2019-03-15 00:00:00","Male","CA","0011U00000KuFaHQAV","W_Sales_Case.341","6. Greater than 15Y","2019-05-25","4. 50-69"
"20190823181914853028","Mark Garet","Balanced Growth","Clinton Merrill","1 - Platinum","2019-08-23","Low","High Net Worth Families","Tier 2","1. Less than 50k","2018-07-10 00:00:00","Female","CA","0011U00000KuFaJQAV","W_Sales_Case.342","6. Greater than 15Y","2018-08-13","3. 30-49"
"20190823181914853028","Mark Garet","Balanced Growth","Clinton Merrill","1 - Platinum","2019-08-23","Medium","High Net Worth Families","Tier 2","1. Less than 50k","2018-08-20 00:00:00","Female","CA","0011U00000KuFaJQAV","W_Sales_Case.343","6. Greater than 15Y","2018-08-13","3. 30-49"
"20190823181914853028","Chelsea Advisor","Aggressive Growth","Paki Coleman","1 - Platinum","2019-08-23","Critical","Affluent Professionals","Tier 1","2. Between 50k and 250k","2019-02-23 00:00:00","Male","NY","0011U00000KuFaKQAV","W_Sales_Case.344","6. Greater than 15Y","2019-03-01","4. 50-69"
"20190823181914853028","Mark Garet","Income","Christopher Leonard","5 - Standard","2019-08-23","Critical","Retired","Tier 2","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFaLQAV","W_Sales_Case.345","6. Greater than 15Y","2019-08-21","4. 50-69"
"20190823181914853028","Brenda Banker","Growth","Brent Casey","3 - Silver","2019-08-23","Critical","Millennials","Tier 1","1. Less than 50k","2018-11-25 00:00:00","Female","NY","0011U00000KuFaMQAV","W_Sales_Case.346","6. Greater than 15Y","2019-05-08","2. 18-29"
"20190823181914853028","Brenda Banker","Growth","Brent Casey","3 - Silver","2019-08-23","Low","Millennials","Tier 1","1. Less than 50k","2018-12-03 00:00:00","Female","NY","0011U00000KuFaMQAV","W_Sales_Case.347","6. Greater than 15Y","2019-05-08","2. 18-29"
"20190823181914853028","Brenda Banker","Growth","Brent Casey","3 - Silver","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2018-09-12 00:00:00","Female","NY","0011U00000KuFaMQAV","W_Sales_Case.348","6. Greater than 15Y","2019-05-08","2. 18-29"
"20190823181914853028","Brenda Banker","Growth","Brent Casey","3 - Silver","2019-08-23","Low","Millennials","Tier 1","1. Less than 50k","2018-11-20 00:00:00","Female","NY","0011U00000KuFaMQAV","W_Sales_Case.349","6. Greater than 15Y","2019-05-08","2. 18-29"
"20190823181914853028","Mark Garet","Aggressive Growth","Justina Gutierrez","2 - Gold","2019-08-23","Medium","Millennials","Tier 2","2. Between 50k and 250k","2018-09-30 00:00:00","Male","NY","0011U00000KuFaNQAV","W_Sales_Case.350","6. Greater than 15Y","2018-12-20","5. > 69"
"20190823181914853028","Mark Garet","Aggressive Growth","Justina Gutierrez","2 - Gold","2019-08-23","Medium","Millennials","Tier 2","2. Between 50k and 250k","2018-11-16 00:00:00","Male","NY","0011U00000KuFaNQAV","W_Sales_Case.351","6. Greater than 15Y","2018-12-20","5. > 69"
"20190823181914853028","Mark Garet","Aggressive Growth","Justina Gutierrez","2 - Gold","2019-08-23","Medium","Millennials","Tier 2","2. Between 50k and 250k","2018-12-01 00:00:00","Male","NY","0011U00000KuFaNQAV","W_Sales_Case.352","6. Greater than 15Y","2018-12-20","5. > 69"
"20190823181914853028","Mark Garet","Income","Zachery Hart","1 - Platinum","2019-08-23","High","High Net Worth Families","Tier 2","2. Between 50k and 250k","2019-05-25 00:00:00","Male","CA","0011U00000KuFaOQAV","W_Sales_Case.353","6. Greater than 15Y","2019-07-29","4. 50-69"
"20190823181914853028","Chelsea Advisor","Growth","Jael Ortiz","1 - Platinum","2019-08-23","Low","Millennials","Tier 2","2. Between 50k and 250k","2019-04-27 00:00:00","Male","NY","0011U00000KuFaQQAV","W_Sales_Case.354","6. Greater than 15Y","2019-07-03","3. 30-49"
"20190823181914853028","Brenda Banker","Income","Zoe Herring","1 - Platinum","2019-08-23","Critical","Affluent Professionals","Tier 3","2. Between 50k and 250k","2018-08-29 00:00:00","Female","CA","0011U00000KuFaRQAV","W_Sales_Case.355","6. Greater than 15Y","2018-06-07","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Xander Howell","2 - Gold","2019-08-23","Medium","Affluent Professionals","Tier 1","2. Between 50k and 250k","2018-07-02 00:00:00","Male","NJ","0011U00000KuFaSQAV","W_Sales_Case.356","6. Greater than 15Y","2018-10-07","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Xander Howell","2 - Gold","2019-08-23","Medium","Affluent Professionals","Tier 1","2. Between 50k and 250k","2018-06-11 00:00:00","Male","NJ","0011U00000KuFaSQAV","W_Sales_Case.357","6. Greater than 15Y","2018-10-07","3. 30-49"
"20190823181914853028","Mark Garet","Growth","Leah Wolfe","3 - Silver","2019-08-23","Medium","Affluent Professionals","Tier 1","2. Between 50k and 250k","2019-08-23 00:00:00","Male","CA","0011U00000KuFaTQAV","W_Sales_Case.358","6. Greater than 15Y","2019-08-22","1. < 18"
"20190823181914853028","Mark Garet","Growth","Leah Wolfe","3 - Silver","2019-08-23","Low","Affluent Professionals","Tier 1","2. Between 50k and 250k","2019-08-12 00:00:00","Male","CA","0011U00000KuFaTQAV","W_Sales_Case.359","6. Greater than 15Y","2019-08-22","1. < 18"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Hop Lindsey","5 - Standard","2019-08-23","High","Retired","Tier 3","2. Between 50k and 250k","2019-05-30 00:00:00","Female","CA","0011U00000KuFaUQAV","W_Sales_Case.360","6. Greater than 15Y","2019-08-06","2. 18-29"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Hop Lindsey","5 - Standard","2019-08-23","High","Retired","Tier 3","2. Between 50k and 250k","2019-05-12 00:00:00","Female","CA","0011U00000KuFaUQAV","W_Sales_Case.361","6. Greater than 15Y","2019-08-06","2. 18-29"
"20190823181914853028","Allen Advisor","Balanced Growth","Graham Salazar","1 - Platinum","2019-08-23","Low","Millennials","Tier 1","2. Between 50k and 250k","2018-10-14 00:00:00","Female","CA","0011U00000KuFaVQAV","W_Sales_Case.362","6. Greater than 15Y","2018-12-17","2. 18-29"
"20190823181914853028","Mark Garet","Income","Chastity Stevens","2 - Gold","2019-08-23","Critical","High Net Worth Families","Tier 3","2. Between 50k and 250k","2019-08-23 00:00:00","Female","CA","0011U00000KuFaWQAV","W_Sales_Case.363","6. Greater than 15Y","2019-08-08","3. 30-49"
"20190823181914853028","Mark Garet","Income","Chastity Stevens","2 - Gold","2019-08-23","Low","High Net Worth Families","Tier 3","2. Between 50k and 250k","2019-08-01 00:00:00","Female","CA","0011U00000KuFaWQAV","W_Sales_Case.364","6. Greater than 15Y","2019-08-08","3. 30-49"
"20190823181914853028","Mark Garet","Income","Chastity Stevens","2 - Gold","2019-08-23","Critical","High Net Worth Families","Tier 3","2. Between 50k and 250k","2019-08-23 00:00:00","Female","CA","0011U00000KuFaWQAV","W_Sales_Case.365","6. Greater than 15Y","2019-08-08","3. 30-49"
"20190823181914853028","Allen Advisor","Income","Jael Hoffman","2 - Gold","2019-08-23","Medium","High Net Worth Families","Tier 2","2. Between 50k and 250k","2019-01-25 00:00:00","Female","NY","0011U00000KuFaYQAV","W_Sales_Case.366","6. Greater than 15Y","2019-05-22","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Jael Hoffman","2 - Gold","2019-08-23","Medium","High Net Worth Families","Tier 2","2. Between 50k and 250k","2019-01-09 00:00:00","Female","NY","0011U00000KuFaYQAV","W_Sales_Case.367","6. Greater than 15Y","2019-05-22","4. 50-69"
"20190823181914853028","Mark Garet","Balanced Growth","Savannah Kent","3 - Silver","2019-08-23","Critical","High Net Worth Families","Tier 1","2. Between 50k and 250k","2019-05-15 00:00:00","Female","CA","0011U00000KuFaZQAV","W_Sales_Case.368","6. Greater than 15Y","2019-07-23","4. 50-69"
"20190823181914853028","Mark Garet","Balanced Growth","Savannah Kent","3 - Silver","2019-08-23","Critical","High Net Worth Families","Tier 1","2. Between 50k and 250k","2019-04-09 00:00:00","Female","CA","0011U00000KuFaZQAV","W_Sales_Case.369","6. Greater than 15Y","2019-07-23","4. 50-69"
"20190823181914853028","Mark Garet","Balanced Growth","Savannah Kent","3 - Silver","2019-08-23","Critical","High Net Worth Families","Tier 1","2. Between 50k and 250k","2019-05-12 00:00:00","Female","CA","0011U00000KuFaZQAV","W_Sales_Case.370","6. Greater than 15Y","2019-07-23","4. 50-69"
"20190823181914853028","Mark Garet","Growth","Alana West","5 - Standard","2019-08-23","High","Mass Market","Tier 2","2. Between 50k and 250k","2019-04-14 00:00:00","Male","CA","0011U00000KuFaaQAF","W_Sales_Case.371","6. Greater than 15Y","2019-04-02","3. 30-49"
"20190823181914853028","Brenda Banker","Aggressive Growth","Burke Macdonald","5 - Standard","2019-08-23","Low","Retired","Tier 2","1. Less than 50k","2018-07-21 00:00:00","Male","NY","0011U00000KuFabQAF","W_Sales_Case.372","6. Greater than 15Y","2018-09-16","4. 50-69"
"20190823181914853028","Mark Garet","Income","Colton Hall","3 - Silver","2019-08-23","Critical","Millennials","Tier 1","1. Less than 50k","2019-01-18 00:00:00","Male","CA","0011U00000KuFadQAF","W_Sales_Case.373","6. Greater than 15Y","2019-03-18","2. 18-29"
"20190823181914853028","Mark Garet","Income","Colton Hall","3 - Silver","2019-08-23","Low","Millennials","Tier 1","1. Less than 50k","2019-03-08 00:00:00","Male","CA","0011U00000KuFadQAF","W_Sales_Case.374","6. Greater than 15Y","2019-03-18","2. 18-29"
"20190823181914853028","Mark Garet","Income","Colton Hall","3 - Silver","2019-08-23","Medium","Millennials","Tier 1","1. Less than 50k","2019-01-18 00:00:00","Male","CA","0011U00000KuFadQAF","W_Sales_Case.375","6. Greater than 15Y","2019-03-18","2. 18-29"
"20190823181914853028","Mark Garet","Income","Colton Hall","3 - Silver","2019-08-23","Medium","Millennials","Tier 1","1. Less than 50k","2019-03-26 00:00:00","Male","CA","0011U00000KuFadQAF","W_Sales_Case.376","6. Greater than 15Y","2019-03-18","2. 18-29"
"20190823181914853028","Mark Garet","Aggressive Growth","Quin Hammond","1 - Platinum","2019-08-23","Critical","Retired","Tier 3","2. Between 50k and 250k","2019-03-07 00:00:00","Male","CA","0011U00000KuFaeQAF","W_Sales_Case.377","6. Greater than 15Y","2019-07-08","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Quin Hammond","1 - Platinum","2019-08-23","Critical","Retired","Tier 3","2. Between 50k and 250k","2019-01-06 00:00:00","Male","CA","0011U00000KuFaeQAF","W_Sales_Case.378","6. Greater than 15Y","2019-07-08","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Quin Hammond","1 - Platinum","2019-08-23","Medium","Retired","Tier 3","2. Between 50k and 250k","2018-12-31 00:00:00","Male","CA","0011U00000KuFaeQAF","W_Sales_Case.379","6. Greater than 15Y","2019-07-08","4. 50-69"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Low","Retired","Tier 2","1. Less than 50k","2018-12-11 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.380","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Low","Retired","Tier 2","1. Less than 50k","2019-01-08 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.381","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Low","Retired","Tier 2","1. Less than 50k","2018-12-11 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.382","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","High","Retired","Tier 2","1. Less than 50k","2018-10-25 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.383","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Critical","Retired","Tier 2","1. Less than 50k","2018-11-16 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.384","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Low","Retired","Tier 2","1. Less than 50k","2018-11-12 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.385","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Critical","Retired","Tier 2","1. Less than 50k","2018-12-01 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.386","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Medium","Retired","Tier 2","1. Less than 50k","2018-11-16 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.387","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Low","Retired","Tier 2","1. Less than 50k","2019-01-09 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.388","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Medium","Retired","Tier 2","1. Less than 50k","2018-11-16 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.389","6. Greater than 15Y","2019-08-18","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Jelani Salas","2 - Gold","2019-08-23","Critical","Retired","Tier 2","1. Less than 50k","2018-10-27 00:00:00","Female","NY","0011U00000KuFafQAF","W_Sales_Case.390","6. Greater than 15Y","2019-08-18","3. 30-49"
