"LastModifiedDate","VisitorId","PlannedVisitEndTime","Visitor_Role.DeveloperName","RetailStore_RetailStoreGroup_Description","RetailStore_DeliveryMethod","RetailStore_Priority","Visitor_Role.RolePath","Name","RetailStore_RetailStoreGroupName_Custom","Visitor_UniqueUserName","CreatedById","Visitor_FullPhotoUrl","Visitor_Role.Roles","RetailStore_AccountId","Visitor_UserType","StatusRemarks","Visitor_Username","Status","ActualVisitEndTime","PlaceId","IsDeleted","ActualVisitStartTime","RetailStore_RetailStoreGroup_Name","RetailStore_Location_Address_City","ActualVisitStartTime_YearMonthDay","RetailStore_Account_Industry","RetailStore_PrimaryContact_Name","PlannedVisitStartTime","RetailStore_Account_Type","Visitor_SmallPhotoUrl","CreatedDate","Id","RetailStore_Id","RetailStore_RetailLocationGroupId","RetailStore_Account_AccountSource","RetailStore_Location_Address_Name","InstructionDescription","RetailStore_Account_Parent_Account_Names","RetailStore_Location_Address_PostalCode","VisitPriority","Visitor_Name","RetailStore_Name","OwnerId","RetailStore_Location_Name","Visitor_Role.ParentRoleId","RetailStore_Location_Address_Country","RetailStore_PrimaryContact_MobilePhone","RetailStore_PrimaryContact_Phone","RetailStore_StoreType","RetailStore_PrimaryContactId","RetailStore_Account_Name","RetailStore_Location_Address_State","RetailStore_PrimaryContact_Email","RetailStore_PrimaryContact_Department","RetailStore_Account_Phone","RetailStore_Description","SystemModstamp","Visitor_Role.Name","RetailStore_PrimaryContact_Description","LastModifiedById","RetailStore_Account_Parent_Account_NamesPath","ActualVisitDuration","RetailStore_DeliveryFrequency","RetailStore_Location_LocationLevel","RetailStore_Account_AnnualRevenue","PlannedVisitDuration"
"2019-12-25T08:17:56.000Z","005B0000006PwWKIA0","2019-11-20T08:48:16.000Z",,"Description of Dmart Location Group 1","Van","High",,"00000214","Bay Area","Cindy Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/F",,"001B000001AQUOyIAP","Standard",,"cindycentral@salesforce.com","Completed","2019-11-20T08:48:16.000Z","0YQB0000000L0C8OAK","false","2019-11-20T08:10:17.000Z","Bay Area",,"2019-11-20","Transportation","Kiley Caldarera","2019-11-20T08:10:17.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uKKAS","0YQB0000000L0C8OAK","0Y2B0000000L08sKAC",,,"Please complete the visit and collect all the KPIs","Alpine Nutrition Account",,"High","Cindy Central","NTO Store - Noe Valley","005B0000006NoPnIAK","Location",,,,"310-498-5651","Regular","003B000000H1QcRIAV","Alpine Nutrition Account",,"kiley.caldarera@aol.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",37,1,1,,37
"2019-12-25T08:17:56.000Z","005B0000006PwWLIA0","2020-05-29T23:55:52.000Z",,"Description of Dmart Location Group 4","Van","Medium",,"00000215","South","Vanessa Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/F",,"001B000001AQUOuIAP","Standard",,"vanessacentral@salesforce.com","Completed","2020-05-29T23:55:52.000Z","0YQB0000000L0C9OAK","false","2020-05-29T23:05:17.000Z","South","San Jose","2020-05-29","Construction","Sage Wieser","2020-05-29T23:05:17.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uLKAS","0YQB0000000L0C9OAK","0Y2B0000000L08vKAC",,"A00000022","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","95111","Medium","Vanessa Central","Alpine Nutrition Outlet (Hayward)","005B0000006NoPnIAK","Dmart Location 15",,"Santa Clara",,"605-414-2147","Regular","003B000000H1QcNIAV","Nutrition Stop Account","CA","sage_wieser@cox.net",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",50,3,1,,50
"2019-12-25T08:17:56.000Z","005B0000006PwWMIA0","2019-02-25T21:21:59.000Z",,"Description of Dmart Location Group 3","Van","Low",,"00000216","Northeast","Kasey Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/F",,"001B000001AQUOuIAP","Standard",,"kaseycentral@salesforce.com","Completed","2019-02-25T21:21:59.000Z","0YQB0000000L0CAOA0","false","2019-02-25T19:52:39.000Z","Northeast","Irving","2019-02-25","Construction","Kris Marrier","2019-02-25T19:52:39.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uMKAS","0YQB0000000L0CAOA0","0Y2B0000000L08uKAC",,"A00000023","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","75062","Low","Kasey Central","Alpine Nutrition - San Francisco","005B0000006NoPnIAK","Dmart Location 16",,"Dallas",,"410-655-8723","Regular","003B000000H1QcOIAV","Nutrition Stop Account","TX","kris@gmail.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",89,5,1,,89
"2019-12-25T08:17:56.000Z","005B0000006PwWNIA0","2020-03-29T19:43:16.000Z",,"Description of Dmart Location Group 2","Van","Low",,"00000217","Midwest","Valerie East","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/F",,"001B000001AQUOuIAP","Standard",,"valerieeast@salesforce.com","Completed","2020-03-29T19:43:16.000Z","0YQB0000000L0CBOA0","false","2020-03-29T19:03:22.000Z","Midwest","Albany","2020-03-29","Construction","Lenna Paprocki","2020-03-29T19:03:22.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uNKAS","0YQB0000000L0CBOA0","0Y2B0000000L08tKAC",,"A00000024","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","12204","High","Valerie East","Nutrition Stop - Hillsdale","005B0000006NoPnIAK","Dmart Location 25",,"Albany",,"907-385-4412","Regular","003B000000H1QcIIAV","Nutrition Stop Account","NY","lpaprocki@hotmail.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",39,5,1,,39
"2019-12-25T08:17:56.000Z","005B0000006PwWOIA0","2019-10-26T15:09:02.000Z",,"Description of Dmart Location Group 5","Truck","High",,"00000218","West","Ricky East","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/F",,"001B000001AQUOxIAP","Standard",,"rickyeast@salesforce.com","Completed","2019-10-26T15:09:02.000Z","0YQB0000000L0CCOA0","false","2019-10-26T13:40:05.000Z","West","San Jose","2019-10-26","Food & Beverage","Donette Foller","2019-10-26T13:40:05.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uOKAS","0YQB0000000L0CCOA0","0Y2B0000000L08wKAC",,"A00000008","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","95111","Medium","Ricky East","Nutrition Stop - Kennesaw","005B0000006NoPnIAK","Dmart Location 17",,"Santa Clara",,"513-570-1893","Regular","003B000000H1QcJIAV","Rondel Account","CA","donette.foller@cox.net",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",88,2,1,,88
"2019-12-25T08:17:56.000Z","005B0000006PwWYIA0","2019-12-22T19:08:31.000Z","SalesRep","Description of Dmart Location Group 1","Truck","Medium","00EB0000000fdvVMAQ","00000219","Bay Area","Bill East","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/F","00EB0000000fdvVMAQ","001B000001AQUOyIAP","Standard",,"billeast@salesforce.com","Completed","2019-12-22T19:08:31.000Z","0YQB0000000L0CDOA0","false","2019-12-22T17:38:40.000Z","Bay Area","Chicago","2019-12-22","Transportation","Willard Kolmetz","2019-12-22T17:38:40.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uPKAS","0YQB0000000L0CDOA0","0Y2B0000000L08sKAC",,"A00000007","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","60632","Low","Bill East","Nutrition Stop - Elkhorn","005B0000006NoPnIAK","Dmart Location 18","00EB0000000fdvVMAQ","Cook",,"972-303-9197","Regular","003B000000H1QcbIAF","Alpine Nutrition Account","IL","willard@hotmail.com",,,,"2020-04-14T22:10:30.000Z","SalesRep",,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",89,10,1,,89
"2019-12-25T08:17:56.000Z","005B0000006PwWZIA0","2020-01-24T16:19:57.000Z","SalesRep","Description of Dmart Location Group 4","Van","Low","00EB0000000fdvVMAQ","00000220","South","Ely West","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/F","00EB0000000fdvVMAQ","001B000001AQUOyIAP","Standard",,"elywest@salesforce.com","Completed","2020-01-24T16:19:57.000Z","0YQB0000000L0CEOA0","false","2020-01-24T15:51:16.000Z","South","Ashland","2020-01-24","Transportation","Gladys Rim","2020-01-24T15:51:16.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uQKAS","0YQB0000000L0CEOA0","0Y2B0000000L08vKAC",,"A00000006","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","44805","High","Ely West","NTO Store - Dublin","005B0000006NoPnIAK","Dmart Location 19","00EB0000000fdvVMAQ","Ashland",,"414-661-9598","Regular","003B000000H1QcWIAV","Alpine Nutrition Account","OH","gladys.rim@rim.org",,,,"2020-04-14T22:10:30.000Z","SalesRep",,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",28,3,1,,28
"2019-12-25T08:17:56.000Z","005B0000006PwWHIA0","2020-05-15T21:34:47.000Z",,"Description of Dmart Location Group 3","Van","Low",,"00000221","Northeast","Chantelle Rep","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/F",,"001B000001AQUOvIAP","Standard",,"chantellerep@salesforce.com","Completed","2020-05-15T21:34:47.000Z","0YQB0000000L0CFOA0","false","2020-05-15T20:15:06.000Z","Northeast","Hamilton","2020-05-15","Finance","Veronika Inouye","2020-05-15T20:15:06.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uRKAS","0YQB0000000L0CFOA0","0Y2B0000000L08uKAC",,"A00000005","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","45011","Medium","Chantelle Rep","Fare Merchants - Irving","005B0000006NoPnIAK","Dmart Location 20",,"Butler",,"408-540-1785","Regular","003B000000H1QcaIAF","Fare Merchants Account","OH","vinouye@aol.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",79,7,1,,79
"2020-04-12T09:07:16.000Z","005B0000006PwWIIA0","2019-03-30T20:54:26.000Z",,"Description of Dmart Location Group 2","Van","High",,"00000222","Midwest","Wendy West","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/F",,"001B000001AQUOvIAP","Standard",,"wendywest@salesforce.com","Completed","2020-03-30T20:54:26.000Z","0YQB0000000L0CGOA0","false","2019-03-30T19:37:53.000Z","Midwest","Anchorage","2019-03-30","Finance","Meaghan Garufi","2019-03-30T19:37:53.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uSKAS","0YQB0000000L0CGOA0","0Y2B0000000L08tKAC",,"A00000004","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","99501","Low","Wendy West","NTO Store - Ferry Plaza Market","005B0000006NoPnIAK","Dmart Location 21",,"Anchorage",,"931-313-9635","Regular","003B000000H1QcVIAV","Fare Merchants Account","AK","meaghan@hotmail.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006Q7xcIAC","Alpine Nutrition Account/NTO Account",527116,1,1,,76
"2019-12-25T08:17:56.000Z","005B0000006PwWJIA0","2019-07-06T14:58:44.000Z",,"Description of Dmart Location Group 5","Van","Medium",,"00000223","West","Vince West","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/F",,"001B000001AQUOwIAP","Standard",,"vincewest@salesforce.com","Completed","2019-07-06T14:58:44.000Z","0YQB0000000L0CHOA0","false","2019-07-06T13:43:36.000Z","West","Bridgeport","2019-07-06","Manufacturing","Minna Amigon","2019-07-06T13:43:36.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uTKAS","0YQB0000000L0CHOA0","0Y2B0000000L08wKAC",,"A00000003","Please complete the visit and collect all the KPIs","NTO Account","8014","High","Vince West","Fare Merchants - Chelsea","005B0000006NoPnIAK","Dmart Location 22",,"Gloucester",,"215-874-1229","Regular","003B000000H1QcPIAV","NTO Account","NJ","minna_amigon@yahoo.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","NTO Account",75,3,1,,75
"2019-12-25T08:17:55.000Z","005B0000006PwWKIA0","2018-11-09T03:30:04.000Z",,"Description of Dmart Location Group 1","Van","Low",,"00000224","Bay Area","Cindy Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/F",,"001B000001AQUOwIAP","Standard",,"cindycentral@salesforce.com","Completed","2018-11-09T03:30:04.000Z","0YQB0000000L0CIOA0","false","2018-11-09T02:02:15.000Z","Bay Area","Brighton","2018-11-09","Manufacturing","Simona Morasca","2018-11-09T02:02:15.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uUKAS","0YQB0000000L0CIOA0","0Y2B0000000L08sKAC",,"A00000002","Please complete the visit and collect all the KPIs","NTO Account","48116","Medium","Cindy Central","NTO Store - Alameda","005B0000006NoPnIAK","Dmart Location 23",,"Livingston",,"419-503-2484","Regular","003B000000H1QcKIAV","NTO Account","MI","simona@morasca.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","NTO Account",87,5,1,,87
"2020-04-12T09:07:14.000Z","005B0000006PwWLIA0","2020-02-12T02:17:07.000Z",,"Description of Dmart Location Group 4","Van","Low",,"00000225","South","Vanessa Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/F",,"001B000001AQUOvIAP","Standard",,"vanessacentral@salesforce.com","Completed","2020-02-12T02:17:07.000Z","0YQB0000000L0CJOA0","false","2020-02-12T01:31:32.000Z","South","Middlesex","2020-02-12","Finance","Josephine Darakjy","2020-02-12T01:31:32.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uVKAS","0YQB0000000L0CJOA0","0Y2B0000000L08vKAC",,"A00000025","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","8846","Low","Vanessa Central","Fare Merchants - Austin","005B0000006NoPnIAK","Dmart Location 24",,"Middlesex",,"810-292-9388","Regular","003B000000H1QcGIAV","Fare Merchants Account","NJ","josephine_darakjy@darakjy.org",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006Q7xcIAC","Alpine Nutrition Account/NTO Account",45,5,1,,45
"2019-12-25T08:17:55.000Z","005B0000006PwWMIA0","2018-05-18T22:07:03.000Z",,"Description of Dmart Location Group 3","Van","Low",,"00000226","Northeast","Kasey Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/F",,"001B000001AQUOwIAP","Standard",,"kaseycentral@salesforce.com","Completed","2018-05-18T22:07:03.000Z","0YQB0000000L0BvOAK","false","2018-05-18T21:44:39.000Z","Northeast","New Orleans","2018-05-18","Manufacturing","Bette Nicka","2018-05-18T21:44:39.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uWKAS","0YQB0000000L0BvOAK","0Y2B0000000L08uKAC",,"A00000001","Please complete the visit and collect all the KPIs","NTO Account","70116","High","Kasey Central","Fare Merchants - Brooklyn","005B0000006NoPnIAK","Dmart Location 1",,"Orleans",,"610-545-3615","Regular","003B000000H1QcZIAV","NTO Account","LA","bette_nicka@cox.net",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","NTO Account",22,5,1,,22
"2019-12-25T08:17:55.000Z","005B0000006PwWNIA0","2018-07-24T18:09:59.000Z",,"Description of Dmart Location Group 2","Truck","High",,"00000227","Midwest","Valerie East","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/F",,"001B000001AQUOwIAP","Standard",,"valerieeast@salesforce.com","Completed","2018-07-24T18:09:59.000Z","0YQB0000000L0BwOAK","false","2018-07-24T17:20:33.000Z","Midwest","Sioux Falls","2018-07-24","Manufacturing","Mattie Poquette","2018-07-24T17:20:33.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uXKAS","0YQB0000000L0BwOAK","0Y2B0000000L08tKAC",,"A00000009","Please complete the visit and collect all the KPIs","NTO Account","57105","Medium","Valerie East","Fare Merchants - Gold Coast","005B0000006NoPnIAK","Dmart Location 2",,"Minnehaha",,"602-277-4385","Regular","003B000000H1QcUIAV","NTO Account","SD","mattie@aol.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","NTO Account",49,2,1,,49
"2019-12-25T08:17:55.000Z","005B0000006PwWOIA0","2018-09-25T14:11:19.000Z",,"Description of Dmart Location Group 5","Truck","Medium",,"00000228","West","Ricky East","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/F",,"001B000001AQUOxIAP","Standard",,"rickyeast@salesforce.com","Completed","2018-09-25T14:11:19.000Z","0YQB0000000L0BxOAK","false","2018-09-25T12:54:14.000Z","West","Baltimore","2018-09-25","Food & Beverage","Cammy Albares","2018-09-25T12:54:14.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uYKAS","0YQB0000000L0BxOAK","0Y2B0000000L08wKAC",,"A00000010","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","21224","Low","Ricky East","NTO Store - Berkeley","005B0000006NoPnIAK","Dmart Location 3",,"Baltimore City",,"956-537-6195","Regular","003B000000H1QcTIAV","Rondel Account","MD","calbares@gmail.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",77,10,1,,77
"2020-04-12T09:07:14.000Z","005B0000006PwWYIA0","2019-01-06T02:36:04.000Z","SalesRep","Description of Dmart Location Group 1","Van","Low","00EB0000000fdvVMAQ","00000229","Bay Area","Bill East","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/F","00EB0000000fdvVMAQ","001B000001AR2BGIA1","Standard",,"billeast@salesforce.com","Completed","2020-01-06T02:36:04.000Z","0YQB0000000L0ByOAK","false","2020-01-06T01:09:48.000Z","Bay Area","Kulpsville","2020-01-06",,"Yuki Whobrey","2019-01-06T01:09:48.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uZKAS","0YQB0000000L0ByOAK","0Y2B0000000L08sKAC",,"A00000011","Please complete the visit and collect all the KPIs",,"19443","High","Bill East","NTO Store - Presidio","005B0000006NoPnIAK","Dmart Location 4","00EB0000000fdvVMAQ","Montgomery",,"313-288-7937","Regular","003B000000H1QcXIAV","Gabe Hotkins","PA","yuki_whobrey@aol.com",,,,"2020-04-14T22:10:30.000Z","SalesRep",,"005B0000006Q7xcIAC",,86,3,1,,86
"2019-12-25T08:17:55.000Z","005B0000006PwWZIA0","2020-03-10T11:42:42.000Z","SalesRep","Description of Dmart Location Group 4","Van","Low","00EB0000000fdvVMAQ","00000230","South","Ely West","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/F","00EB0000000fdvVMAQ","001B000001AQUOyIAP","Standard",,"elywest@salesforce.com","Completed","2020-03-10T11:42:42.000Z","0YQB0000000L0BzOAK","false","2020-03-10T10:33:54.000Z","South","Middle Island","2020-03-10","Transportation","Leota Dilliard","2020-03-10T10:33:54.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1uaKAC","0YQB0000000L0BzOAK","0Y2B0000000L08vKAC",,"A00000012","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","11953","Medium","Ely West","Nutrition Stop - Gainesville","005B0000006NoPnIAK","Dmart Location 5","00EB0000000fdvVMAQ","Suffolk",,"408-752-3500","Regular","003B000000H1QcMIAV","Alpine Nutrition Account","NY","leota@hotmail.com",,,,"2020-04-14T22:10:30.000Z","SalesRep",,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",68,7,1,,68
"2019-12-25T08:17:55.000Z","005B0000006PwWHIA0","2020-04-24T14:35:34.000Z",,"Description of Dmart Location Group 3","Van","High",,"00000231","Northeast","Chantelle Rep","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/F",,"001B000001AQUOwIAP","Standard",,"chantellerep@salesforce.com","Completed","2020-04-24T14:35:34.000Z","0YQB0000000L0C0OAK","false","2020-04-24T13:44:31.000Z","Northeast","Los Angeles","2020-04-24","Manufacturing","James Butt","2020-04-24T13:44:31.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1ubKAC","0YQB0000000L0C0OAK","0Y2B0000000L08uKAC",,"A00000013","Please complete the visit and collect all the KPIs","NTO Account","90034","Low","Chantelle Rep","Rondel Store - San Francisco Central","005B0000006NoPnIAK","Dmart Location 6",,"Los Angeles",,"504-621-8927","Regular","003B000000H1QcFIAV","NTO Account","CA","jbutt@gmail.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","NTO Account",51,1,1,,51
"2019-12-25T08:17:55.000Z","005B0000006PwWIIA0","2018-10-22T07:16:57.000Z",,"Description of Dmart Location Group 2","Van","Medium",,"00000232","Midwest","Wendy West","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/F",,"001B000001AQUOxIAP","Standard",,"wendywest@salesforce.com","Completed","2018-10-22T07:16:57.000Z","0YQB0000000L0C1OAK","false","2018-10-22T06:02:49.000Z","Midwest","Chagrin Falls","2018-10-22","Food & Beverage","Fletcher Flosi","2018-10-22T06:02:49.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1ucKAC","0YQB0000000L0C1OAK","0Y2B0000000L08tKAC",,"A00000014","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","44023","High","Wendy West","Rondel Store - Austin East","005B0000006NoPnIAK","Dmart Location 7",,"Geauga",,"815-828-2147","Regular","003B000000H1QcYIAV","Rondel Account","OH","fletcher.flosi@yahoo.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",74,3,1,,74
"2019-12-25T08:17:55.000Z","005B0000006PwWJIA0","2019-10-03T08:17:33.000Z",,"Description of Dmart Location Group 5","Van","Low",,"00000233","West","Vince West","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/F",,"001B000001AQUOxIAP","Standard",,"vincewest@salesforce.com","Completed","2019-10-03T08:17:33.000Z","0YQB0000000L0C2OAK","false","2019-10-03T08:01:13.000Z","West","Laredo","2019-10-03","Food & Beverage","Alisha Slusarski","2019-10-03T08:01:13.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1udKAC","0YQB0000000L0C2OAK","0Y2B0000000L08wKAC",,"A00000015","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","78045","Medium","Vince West","Rondel Store - Chicago Streeterville","005B0000006NoPnIAK","Dmart Location 8",,"Webb",,"732-658-3154","Regular","003B000000H1QcdIAF","Rondel Account","TX","alisha@slusarski.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",16,5,1,,16
"2019-12-25T08:17:55.000Z","005B0000006PwWKIA0","2019-11-16T00:23:38.000Z",,"Description of Dmart Location Group 1","Van","Low",,"00000234","Bay Area","Cindy Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/F",,"001B000001AQUOuIAP","Standard",,"cindycentral@salesforce.com","Completed","2019-11-16T00:23:38.000Z","0YQB0000000L0C3OAK","false","2019-11-15T22:56:27.000Z","Bay Area","Phoenix","2019-11-15","Construction","Maryann Royster","2019-11-15T22:56:27.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1ueKAC","0YQB0000000L0C3OAK","0Y2B0000000L08sKAC",,"A00000016","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","85013","Low","Cindy Central","Rondel Store - Chicago South Loop","005B0000006NoPnIAK","Dmart Location 9",,"Maricopa",,"518-966-7987","Regular","003B000000H1QccIAF","Nutrition Stop Account","AZ","mroyster@royster.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",87,5,1,,87
"2019-12-25T08:17:55.000Z","005B0000006PwWLIA0","2019-06-04T08:05:44.000Z",,"Description of Dmart Location Group 4","Truck","High",,"00000235","South","Vanessa Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/F",,"001B000001AQUOuIAP","Standard",,"vanessacentral@salesforce.com","Completed","2019-06-04T08:05:44.000Z","0YQB0000000L0C4OAK","false","2019-06-04T07:01:42.000Z","South","Mc Minnville","2019-06-04","Construction","Graciela Ruta","2019-06-04T07:01:42.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/T","2019-12-25T07:09:05.000Z","0Z5B0000000L1ufKAC","0YQB0000000L0C4OAK","0Y2B0000000L08vKAC",,"A00000017","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","37110","High","Vanessa Central","Rondel Store - Evanston","005B0000006NoPnIAK","Dmart Location 10",,"Warren",,"440-780-8425","Regular","003B000000H1QcSIAV","Nutrition Stop Account","TN","gruta@cox.net",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",64,2,1,,64
