"Article.ArticleVersion.IsVisibleInApp","Article.ArticleVersion.DataCategory.DataCategoryGroupName","Case.Type","Case.Type_of_Support__c","IsSharedByEmail","ArticleVersionNumber","Case.Reason","Article.ArticleVersion.Title","CreatedById","Article.ArticleVersion.PublishStatus","Article.User.Name","KnowledgeArticleId","Article.ArticleVersion.IsVisibleInPrm","Article.CreatedById","Article.ArticleVersion.IsVisibleInPkb","Case.Status","User.Name","Article.ArticleVersion.VersionNumber","Article.ArticleVersion.IsVisibleInCsp","CaseId","User.Id","Case.Product_Family_KB__c","Article.ArticleVersion.DataCategory.DataCategoryName","isAttachedByOwner","CreatedDate","Id","Case.ED_Outcome__c"
"true",,"Product Support","Silver","true","1.0","Item Damaged","Beauty","005B0000003JLI5IAO","Online",,"a4CB00000000EwSMAU","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B0000002uCrpIAE","005B0000003JLI5IAO","DVD Players",,"false","2020-02-24T21:43:06.000Z","a4HB000000004pIMAQ",51.6
"true",,"Product Support","Free","true","1.0","Hardware Question","Sports","005B0000003JLICIA4","Online",,"a4CB00000000EwTMAU","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B00000045wnkIAA","005B0000003JLICIA4","Home Audio",,"false","2020-03-07T18:49:03.000Z","a4HB000000004pJMAQ",51.6
"true",,"Product Support","Basic","false","1.0","Documentation","Books","005B0000003JLICIA4","Online",,"a4CB00000000EwUMAU","true","005B0000003JK1iIAG","true","Attention","Jennifer Barton","1.0","true","500B00000045wnlIAA","005B0000003JLICIA4","Tablets",,"false","2020-02-18T16:39:40.000Z","a4HB000000004pKMAQ",81.6
"true",,"Product Support","Free","true","1.0","Hardware Question","Beauty","005B0000003JLIEIA4","Online",,"a4CB00000000EwVMAU","true","005B0000003JK1iIAG","true","Closed","Melody Moore","1.0","true","500B000000337H0IAI","005B0000003JLIEIA4","Headphones",,"false","2020-01-26T16:26:11.000Z","a4HB000000004pLMAQ",81.6
"true",,"Product Support","Free","false","1.0","Late Delivery","Grocery","005B0000003JLIEIA4","Online",,"a4CB00000000EwWMAU","true","005B0000003JK1iIAG","true","Working","Melody Moore","1.0","true","500B000000358lNIAQ","005B0000003JLIEIA4","Home Audio",,"false","2020-01-26T22:15:54.000Z","a4HB000000004pMMAQ",51.6
,,"Product Support","Free","false","1.0","Documentation",,"005B0000003JLI7IAO",,,"a4CB00000000EwXMAU",,"005B0000003JK1iIAG",,"Waiting on Customer","Jane Nelson",,,"500B0000003565ZIAQ","005B0000003JLI7IAO","Video Games",,"false","2020-01-13T16:53:07.000Z","a4HB000000004pNMAQ",81.6
,,"Product Support","Silver","false","1.0","Hardware Question",,"005B0000003JLI3IAO",,,"a4CB00000000EwYMAU",,"005B0000003JK1iIAG",,"Closed","Susan Pena",,,"500B00000045wnsIAA","005B0000003JLI3IAO","Computers",,"false","2020-01-18T21:47:28.000Z","a4HB000000004pOMAQ",81.6
"true",,"Product Support","Silver","true","1.0","Item Damaged","Computers","005B0000003JLIAIA4","Online",,"a4CB00000000EwZMAU","true","005B0000003JK1iIAG","true","Closed","Danielle Wright","1.0","true","500B00000045wntIAA","005B0000003JLIAIA4","Computers",,"false","2020-03-01T21:23:30.000Z","a4HB000000004pPMAQ",81.6
"true",,"Product Support","Silver","false","1.0","Unknown Failure","Electronics","005B0000003JLIIIA4","Online",,"a4CB00000000EwaMAE","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B00000045wo0IAA","005B0000003JLIIIA4","TVs",,"false","2020-02-10T19:14:14.000Z","a4HB000000004pQMAQ",51.6
,,"Product Support","Free","false","1.0","Documentation",,"005B0000003JLIJIA4",,,"a4CB00000000EwbMAE",,"005B0000003JK1iIAG",,"Closed","Vincent Parrish",,,"500B00000045wo1IAA","005B0000003JLIJIA4","Video Games",,"false","2020-02-22T20:27:51.000Z","a4HB000000004pRMAQ",58
"true",,"Product Support","Free","true","1.0","Unknown Failure","Computers","005B0000003JLI7IAO","Online",,"a4CB00000000EwcMAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B0000002uCsCIAU","005B0000003JLI7IAO","Cell Phones",,"false","2020-01-14T23:04:24.000Z","a4HB000000004pSMAQ",81.6
"true",,"Product Support","Silver","false","1.0","Documentation","Home","005B0000003JLICIA4","Online",,"a4CB00000000EwdMAE","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B00000045wo4IAA","005B0000003JLICIA4","DVD Players",,"false","2020-02-21T23:11:12.000Z","a4HB000000004pTMAQ",51.6
,,"Product Support","Basic","true","1.0","Documentation",,"005B0000003JLIDIA4",,,"a4CB00000000EweMAE",,"005B0000003JK1iIAG",,"Closed","Tammy Foley",,,"500B00000045wo6IAA","005B0000003JLIDIA4","Tablets",,"false","2020-01-16T16:19:45.000Z","a4HB000000004pUMAQ",51.6
"true",,"Product Support","Silver","false","1.0","Item Damaged","Kids","005B0000003JLI5IAO","Online",,"a4CB00000000EwfMAE","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B00000045wo8IAA","005B0000003JLI5IAO","Cables",,"false","2020-02-12T00:08:28.000Z","a4HB000000004pVMAQ",81.6
,,"Product Support","Basic","false","1.0","Late Delivery",,"005B0000003JLIIIA4",,,"a4CB00000000EwgMAE",,"005B0000003JK1iIAG",,"Working","Marissa White",,,"500B00000045wo9IAA","005B0000003JLIIIA4","Cell Phones",,"false","2020-03-05T22:07:47.000Z","a4HB000000004pWMAQ",81.6
"true",,"Product Support","Basic","true","1.0","Unknown Failure","Baby","005B0000003JLI6IAO","Online",,"a4CB00000000EwhMAE","true","005B0000003JK1iIAG","true","Closed","William Edwards","1.0","true","500B0000003565qIAA","005B0000003JLI6IAO","DVD Players",,"false","2020-02-11T23:33:05.000Z","a4HB000000004pXMAQ",51.6
,,"Product Support","Silver","false","1.0","Late Delivery",,"005B0000003JLIHIA4",,,"a4CB00000000EwiMAE",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B000000337HIIAY","005B0000003JLIHIA4","TVs",,"false","2020-02-03T21:35:03.000Z","a4HB000000004pYMAQ",51.6
"true",,"Product Support","Silver","false","1.0","Hardware Question","Outdoors","005B0000003JLIIIA4","Online",,"a4CB00000000EwjMAE","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B0000002uCseIAE","005B0000003JLIIIA4","TVs",,"false","2020-01-20T17:08:20.000Z","a4HB000000004pZMAQ",51.6
,,"Product Support","Basic","true","1.0","Hardware Question",,"005B0000003JLI7IAO",,,"a4CB00000000EwkMAE",,"005B0000003JK1iIAG",,"Closed","Jane Nelson",,,"500B00000045woIIAQ","005B0000003JLI7IAO","DVD Players",,"false","2020-02-03T17:59:48.000Z","a4HB000000004paMAA",51.6
,,"Product Support","Basic","false","1.0","Documentation",,"005B0000003JLIGIA4",,,"a4CB00000000EwlMAE",,"005B0000003JK1iIAG",,"Closed","Nicole Gill",,,"500B00000045woJIAQ","005B0000003JLIGIA4","DVD Players",,"false","2020-01-25T21:25:12.000Z","a4HB000000004pbMAA",51.6
,,"Product Support","Silver","false","1.0","Unknown Failure",,"005B0000003JLI5IAO",,,"a4CB00000000EwmMAE",,"005B0000003JK1iIAG",,"Closed","Crystal Rodriguez",,,"500B00000045woLIAQ","005B0000003JLI5IAO","Video Games",,"false","2020-01-27T21:29:45.000Z","a4HB000000004pcMAA",60.3
"true",,"Product Support","Basic","false","1.0","Unknown Failure","Toys","005B0000003JLIDIA4","Online",,"a4CB00000000EwnMAE","true","005B0000003JK1iIAG","true","Closed","Tammy Foley","1.0","true","500B000000358lsIAA","005B0000003JLIDIA4","Cell Phones",,"false","2020-01-20T00:39:45.000Z","a4HB000000004pdMAA",51.6
"true",,"Product Support","Basic","false","1.0","Unknown Failure","Grocery","005B0000003JLI7IAO","Online",,"a4CB00000000EwoMAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B0000003566BIAQ","005B0000003JLI7IAO","DVD Players",,"false","2020-03-04T18:52:43.000Z","a4HB000000004peMAA",81.6
,,"Product Support","Free","true","1.0","Hardware Question",,"005B0000003JLIHIA4",,,"a4CB00000000EwpMAE",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B0000002uCsuIAE","005B0000003JLIHIA4","Home Audio",,"false","2020-02-06T16:26:07.000Z","a4HB000000004pfMAA",51.6
"true",,"Product Support","Platinum","true","1.0","Hardware Question","Baby","005B0000003JLIHIA4","Online",,"a4CB00000000EwqMAE","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B00000045woSIAQ","005B0000003JLIHIA4","Cameras",,"false","2020-02-10T00:42:26.000Z","a4HB000000004pgMAA",81.6
"true",,"Product Support","Silver","false","1.0","Hardware Question","Garden","005B0000003JLI8IAO","Online",,"a4CB00000000EwrMAE","true","005B0000003JK1iIAG","true","Warning","Nathaniel Castillo","1.0","true","500B000000337HeIAI","005B0000003JLI8IAO","Video Games",,"false","2020-02-29T18:36:25.000Z","a4HB000000004phMAA",51.6
"true",,"Product Support","Silver","true","1.0","Documentation","Books","005B0000003JLIHIA4","Online",,"a4CB00000000EwsMAE","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B0000003566PIAQ","005B0000003JLIHIA4","Video Games",,"false","2020-01-27T00:45:45.000Z","a4HB000000004piMAA",58.4
"true",,"Product Support","Silver","true","1.0","Documentation","Beauty","005B0000003JLI7IAO","Online",,"a4CB00000000EwtMAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B000000358m4IAA","005B0000003JLI7IAO","Cables",,"false","2020-01-15T22:23:49.000Z","a4HB000000004pjMAA",51.6
"true",,"Product Support","Basic","true","1.0","Hardware Question","Beauty","005B0000003JLIIIA4","Online",,"a4CB00000000EwuMAE","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B00000045wocIAA","005B0000003JLIIIA4","Tablets",,"false","2020-02-09T20:03:41.000Z","a4HB000000004pkMAA",51.6
,,"Product Support","Basic","false","1.0","Hardware Question",,"005B0000003JLIGIA4",,,"a4CB00000000EwvMAE",,"005B0000003JK1iIAG",,"Closed","Nicole Gill",,,"500B00000045wodIAA","005B0000003JLIGIA4","Tablets",,"false","2020-02-15T16:58:17.000Z","a4HB000000004plMAA",51.6
"true",,"Product Support","Silver","false","1.0","Documentation","Electronics","005B0000003JLIEIA4","Online",,"a4CB00000000EwwMAE","true","005B0000003JK1iIAG","true","Closed","Melody Moore","1.0","true","500B0000002uCtBIAU","005B0000003JLIEIA4","TVs",,"false","2020-02-29T17:38:59.000Z","a4HB000000004pmMAA",81.6
,,"Product Support","Silver","true","1.0","Hardware Question",,"005B0000003JLI4IAO",,,"a4CB00000000EwxMAE",,"005B0000003JK1iIAG",,"New","Zachary Fisher",,,"500B000000337HiIAI","005B0000003JLI4IAO","Video Games",,"false","2020-02-15T16:37:58.000Z","a4HB000000004pnMAA",81.6
,,"Product Support","Basic","true","1.0","Hardware Question",,"005B0000003JLIGIA4",,,"a4CB00000000EwyMAE",,"005B0000003JK1iIAG",,"Closed","Nicole Gill",,,"500B000000358mGIAQ","005B0000003JLIGIA4","DVD Players",,"false","2020-03-02T23:15:20.000Z","a4HB000000004poMAA",51.6
"true",,"Product Support","Platinum","false","1.0","Item Damaged","Electronics","005B0000003JLIGIA4","Online",,"a4CB00000000EwzMAE","true","005B0000003JK1iIAG","true","Closed","Nicole Gill","1.0","true","500B000000358mHIAQ","005B0000003JLIGIA4","Headphones",,"false","2020-01-20T17:39:41.000Z","a4HB000000004ppMAA",51.6
,,"Product Support","Platinum","true","1.0","Item Damaged",,"005B0000003JLICIA4",,,"a4CB00000000Ex0MAE",,"005B0000003JK1iIAG",,"Closed","Jennifer Barton",,,"500B00000045wolIAA","005B0000003JLICIA4","Headphones",,"false","2020-01-30T21:39:17.000Z","a4HB000000004pqMAA",51.6
,,"Product Support","Platinum","true","1.0","Item Damaged",,"005B0000003JLI3IAO",,,"a4CB00000000F23MAE",,"005B0000003JK1iIAG",,"Closed","Susan Pena",,,"500B000000356VKIAY","005B0000003JLI3IAO","Cameras",,"false","2019-03-28T16:17:53.000Z","a4HB000000004utMAA",81.6
"true",,"Product Support","Basic","true","1.0","Item Damaged","Computers","005B0000003JLI9IAO","Online",,"a4CB00000000F24MAE","true","005B0000003JK1iIAG","true","Closed","Matthew Wong","1.0","true","500B000000337ZsIAI","005B0000003JLI9IAO","DVD Players",,"false","2019-02-02T20:16:35.000Z","a4HB000000004uuMAA",51.6
,,"Product Support","Basic","true","1.0","Item Damaged",,"005B0000003JLIJIA4",,,"a4CB00000000F25MAE",,"005B0000003JK1iIAG",,"Closed","Vincent Parrish",,,"500B0000003595VIAQ","005B0000003JLIJIA4","DVD Players",,"false","2019-02-25T22:00:19.000Z","a4HB000000004uvMAA",51.6
"true",,"Product Support","Free","false","1.0","Hardware Question","Home","005B0000003JLI5IAO","Online",,"a4CB00000000F26MAE","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B0000003595ZIAQ","005B0000003JLI5IAO","Tablets",,"false","2019-03-04T17:15:58.000Z","a4HB000000004uwMAA",51.6
"true",,"Product Support","Free","true","1.0","Late Delivery","Grocery","005B0000003JLI4IAO","Online",,"a4CB00000000F27MAE","true","005B0000003JK1iIAG","true","Closed","Zachary Fisher","1.0","true","500B0000003595aIAA","005B0000003JLI4IAO","Tablets",,"false","2019-01-31T00:38:43.000Z","a4HB000000004uxMAA",51.6
,,"Product Support","Basic","false","1.0","Item Damaged",,"005B0000003JLIEIA4",,,"a4CB00000000F28MAE",,"005B0000003JK1iIAG",,"Response Received","Melody Moore",,,"500B000000337a4IAA","005B0000003JLIEIA4","DVD Players",,"false","2019-02-15T16:46:01.000Z","a4HB000000004uyMAA",51.6
,,"Product Support","Platinum","false","1.0","Hardware Question",,"005B0000003JLIIIA4",,,"a4CB00000000F29MAE",,"005B0000003JK1iIAG",,"Closed","Marissa White",,,"500B000000356VbIAI","005B0000003JLIIIA4","Headphones",,"false","2019-02-03T20:43:00.000Z","a4HB000000004uzMAA",51.6
,,"Product Support","Basic","false","1.0","Late Delivery",,"005B0000003JLI6IAO",,,"a4CB00000000F2AMAU",,"005B0000003JK1iIAG",,"Closed","William Edwards",,,"500B000000356VdIAI","005B0000003JLI6IAO","Home Audio",,"false","2019-03-17T18:48:03.000Z","a4HB000000004v0MAA",51.6
"true",,"Product Support","Basic","true","1.0","Item Damaged","Toys","005B0000003JLI7IAO","Online",,"a4CB00000000F2BMAU","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B000000356VfIAI","005B0000003JLI7IAO","Home Audio",,"false","2019-02-24T21:26:00.000Z","a4HB000000004v1MAA",51.6
"true",,"Product Support","Silver","false","1.0","Item Damaged","Grocery","005B0000003JLIHIA4","Online",,"a4CB00000000F2CMAU","true","005B0000003JK1iIAG","true","Attention","Katie Adams","1.0","true","500B0000002uDObIAM","005B0000003JLIHIA4","Video Games",,"false","2019-02-04T16:56:29.000Z","a4HB000000004v2MAA",51.6
"true",,"Product Support","Free","false","1.0","Hardware Question","Kids","005B0000003JLIHIA4","Online",,"a4CB00000000F2DMAU","true","005B0000003JK1iIAG","true","Waiting on Customer","Katie Adams","1.0","true","500B0000002uDOdIAM","005B0000003JLIHIA4","Cables",,"false","2019-03-10T23:33:35.000Z","a4HB000000004v3MAA",69.1
"true",,"Product Support","Basic","true","1.0","Late Delivery","Garden","005B0000003JLI5IAO","Online",,"a4CB00000000F2EMAU","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B0000002uDOiIAM","005B0000003JLI5IAO","Computers",,"false","2019-03-09T22:14:54.000Z","a4HB000000004v4MAA",51.6
"true",,"Product Support","Platinum","false","1.0","Hardware Question","Home","005B0000003JLIIIA4","Online",,"a4CB00000000F2FMAU","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B0000002uDOlIAM","005B0000003JLIIIA4","Headphones",,"false","2019-03-11T00:22:25.000Z","a4HB000000004v5MAA",51.6
"true",,"Product Support","Platinum","true","1.0","Hardware Question","Baby","005B0000003JLIHIA4","Online",,"a4CB00000000F2GMAU","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B000000337aFIAQ","005B0000003JLIHIA4","Headphones",,"false","2019-02-14T21:36:31.000Z","a4HB000000004v6MAA",51.6
"true",,"Product Support","Platinum","true","1.0","Late Delivery","Electronics","005B0000003JLI5IAO","Online",,"a4CB00000000F2HMAU","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B0000002uDOmIAM","005B0000003JLI5IAO","Headphones",,"false","2019-03-21T16:04:39.000Z","a4HB000000004v7MAA",51.6
"true",,"Product Support","Basic","true","1.0","Item Damaged","Shoes","005B0000003JLI8IAO","Online",,"a4CB00000000F2IMAU","true","005B0000003JK1iIAG","true","Closed","Nathaniel Castillo","1.0","true","500B000000356VrIAI","005B0000003JLI8IAO","Home Audio",,"false","2019-03-07T22:59:23.000Z","a4HB000000004v8MAA",81.6
"true",,"Product Support","Free","false","1.0","Late Delivery","Kids","005B0000003JLICIA4","Online",,"a4CB00000000F2JMAU","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B0000003595uIAA","005B0000003JLICIA4","Tablets",,"false","2019-02-19T22:53:57.000Z","a4HB000000004v9MAA",51.6
"true",,"Product Support","Free","true","1.0","Item Damaged","Garden","005B0000003JLIIIA4","Online",,"a4CB00000000F2KMAU","true","005B0000003JK1iIAG","true","Waiting on Customer","Marissa White","1.0","true","500B00000035963IAA","005B0000003JLIIIA4","Tablets",,"false","2019-03-09T23:50:34.000Z","a4HB000000004vAMAQ",51.6
,,"Product Support","Free","false","1.0","Item Damaged",,"005B0000003JLIHIA4",,,"a4CB00000000F2LMAU",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B000000337aNIAQ","005B0000003JLIHIA4","Headphones",,"false","2019-03-12T19:40:08.000Z","a4HB000000004vBMAQ",51.6
,,"Product Support","Platinum","false","1.0","Item Damaged",,"005B0000003JLI8IAO",,,"a4CB00000000F2MMAU",,"005B0000003JK1iIAG",,"Escalated","Nathaniel Castillo",,,"500B000000337aTIAQ","005B0000003JLI8IAO","Computers",,"false","2019-02-11T17:21:51.000Z","a4HB000000004vCMAQ",51.6
"true",,"Product Support","Free","true","1.0","Late Delivery","Grocery","005B0000003JLIJIA4","Online",,"a4CB00000000F2NMAU","true","005B0000003JK1iIAG","true","Closed","Vincent Parrish","1.0","true","500B0000003596HIAQ","005B0000003JLIJIA4","Headphones",,"false","2019-02-04T17:18:14.000Z","a4HB000000004vDMAQ",51.6
,,"Product Support","Silver","true","1.0","Late Delivery",,"005B0000003JLIJIA4",,,"a4CB00000000F2OMAU",,"005B0000003JK1iIAG",,"Closed","Vincent Parrish",,,"500B000000337aXIAQ","005B0000003JLIJIA4","Video Games",,"false","2019-02-12T19:29:32.000Z","a4HB000000004vEMAQ",51.6
,,"Product Support","Platinum","false","1.0","Late Delivery",,"005B0000003JLIEIA4",,,"a4CB00000000F2PMAU",,"005B0000003JK1iIAG",,"Response Received","Melody Moore",,,"500B0000002uDPQIA2","005B0000003JLIEIA4","Cables",,"false","2019-02-26T19:46:57.000Z","a4HB000000004vFMAQ",63.4
,,"Product Support","Free","false","1.0","Late Delivery",,"005B0000003JLI5IAO",,,"a4CB00000000F2QMAU",,"005B0000003JK1iIAG",,"Closed","Crystal Rodriguez",,,"500B000000356WUIAY","005B0000003JLI5IAO","Headphones",,"false","2019-02-14T23:48:36.000Z","a4HB000000004vGMAQ",51.6
,,"Product Support","Platinum","false","1.0","Item Damaged",,"005B0000003JLICIA4",,,"a4CB00000000F2RMAU",,"005B0000003JK1iIAG",,"Closed","Jennifer Barton",,,"500B000000356WVIAY","005B0000003JLICIA4","Tablets",,"false","2019-02-07T17:30:14.000Z","a4HB000000004vHMAQ",51.6
"true",,"Product Support","Basic","true","1.0","Item Damaged","Health","005B0000003JLICIA4","Online",,"a4CB00000000Ex1MAE","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B000000337HvIAI","005B0000003JLICIA4","Home Audio",,"false","2020-03-02T22:41:51.000Z","a4HB000000004prMAA",81.6
"true",,"Product Support","Free","false","1.0","Late Delivery","Tools","005B0000003JLIHIA4","Online",,"a4CB00000000Ex2MAE","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B0000002uCtOIAU","005B0000003JLIHIA4","Video Games",,"false","2020-02-06T18:54:26.000Z","a4HB000000004psMAA",68.5
,,"Product Support","Free","false","1.0","Item Damaged",,"005B0000003JLIDIA4",,,"a4CB00000000Ex3MAE",,"005B0000003JK1iIAG",,"Escalated","Tammy Foley",,,"500B00000045wopIAA","005B0000003JLIDIA4","Cameras",,"false","2020-03-07T18:23:30.000Z","a4HB000000004ptMAA",51.6
,,"Product Support","Platinum","true","1.0","Hardware Question",,"005B0000003JLICIA4",,,"a4CB00000000Ex4MAE",,"005B0000003JK1iIAG",,"Closed","Jennifer Barton",,,"500B0000002uCtQIAU","005B0000003JLICIA4","Computers",,"false","2020-02-29T17:18:08.000Z","a4HB000000004puMAA",51.6
"true",,"Product Support","Platinum","true","1.0","Item Damaged","Baby","005B0000003JLI7IAO","Online",,"a4CB00000000Ex5MAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B00000045worIAA","005B0000003JLI7IAO","Headphones",,"false","2020-03-04T17:46:14.000Z","a4HB000000004pvMAA",81.6
,,"Product Support","Basic","true","1.0","Late Delivery",,"005B0000003JLIFIA4",,,"a4CB00000000Ex6MAE",,"005B0000003JK1iIAG",,"Closed","Allison Medina",,,"500B0000002uCtRIAU","005B0000003JLIFIA4","Home Audio",,"false","2020-02-11T17:17:34.000Z","a4HB000000004pwMAA",81.6
,,"Product Support","Platinum","false","1.0","Late Delivery",,"005B0000003JLIHIA4",,,"a4CB00000000Ex7MAE",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B00000045wouIAA","005B0000003JLIHIA4","TVs",,"false","2020-01-17T17:21:43.000Z","a4HB000000004pxMAA",81.6
"true",,"Product Support","Free","true","1.0","Hardware Question","Garden","005B0000003JLIJIA4","Online",,"a4CB00000000Ex8MAE","true","005B0000003JK1iIAG","true","Closed","Vincent Parrish","1.0","true","500B000000337I3IAI","005B0000003JLIJIA4","Cables",,"false","2020-02-03T18:04:23.000Z","a4HB000000004pyMAA",60.9
"true",,"Product Support","Platinum","false","1.0","Late Delivery","Clothing","005B0000003JLIHIA4","Online",,"a4CB00000000Ex9MAE","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B000000358mVIAQ","005B0000003JLIHIA4","Computers",,"false","2020-01-23T00:31:02.000Z","a4HB000000004pzMAA",81.6
"true",,"Product Support","Basic","false","1.0","Item Damaged","Kids","005B0000003JLI5IAO","Online",,"a4CB00000000ExAMAU","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B00000045wp5IAA","005B0000003JLI5IAO","Cables",,"false","2020-01-27T18:29:15.000Z","a4HB000000004q0MAA",66.7
,,"Product Support","Silver","true","1.0","Item Damaged",,"005B0000003JLIBIA4",,,"a4CB00000000ExBMAU",,"005B0000003JK1iIAG",,"Closed","Katie Cole",,,"500B0000002uCtoIAE","005B0000003JLIBIA4","DVD Players",,"false","2020-02-06T00:33:57.000Z","a4HB000000004q1MAA",51.6
,,"Product Support","Free","true","1.0","Late Delivery",,"005B0000003JLI9IAO",,,"a4CB00000000ExCMAU",,"005B0000003JK1iIAG",,"Closed","Matthew Wong",,,"500B000000337IMIAY","005B0000003JLI9IAO","Tablets",,"false","2020-02-29T21:25:36.000Z","a4HB000000004q2MAA",51.6
"true",,"Product Support","Basic","true","1.0","Item Damaged","Toys","005B0000003JLI5IAO","Online",,"a4CB00000000ExDMAU","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B00000045wpAIAQ","005B0000003JLI5IAO","Computers",,"false","2020-02-26T18:10:53.000Z","a4HB000000004q3MAA",51.6
,,"Product Support","Basic","false","1.0","Late Delivery",,"005B0000003JLIDIA4",,,"a4CB00000000ExEMAU",,"005B0000003JK1iIAG",,"Closed","Tammy Foley",,,"500B00000045wpDIAQ","005B0000003JLIDIA4","Computers",,"false","2020-03-04T21:29:32.000Z","a4HB000000004q4MAA",51.6
"true",,"Product Support","Free","false","1.0","Hardware Question","Garden","005B0000003JLI7IAO","Online",,"a4CB00000000ExFMAU","true","005B0000003JK1iIAG","true","Waiting on Customer","Jane Nelson","1.0","true","500B000000337ISIAY","005B0000003JLI7IAO","Tablets",,"false","2020-02-06T16:27:12.000Z","a4HB000000004q5MAA",51.6
,,"Product Support","Free","false","1.0","Late Delivery",,"005B0000003JLIHIA4",,,"a4CB00000000ExGMAU",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B00000045wpFIAQ","005B0000003JLIHIA4","Tablets",,"false","2020-01-15T23:45:37.000Z","a4HB000000004q6MAA",51.6
"true",,"Product Support","Basic","false","1.0","Late Delivery","Garden","005B0000003JLI8IAO","Online",,"a4CB00000000ExHMAU","true","005B0000003JK1iIAG","true","Closed","Nathaniel Castillo","1.0","true","500B00000045wpGIAQ","005B0000003JLI8IAO","TVs",,"false","2020-01-12T18:42:24.000Z","a4HB000000004q7MAA",51.6
"true",,"Product Support","Free","true","1.0","Late Delivery","Sports","005B0000003JLI3IAO","Online",,"a4CB00000000ExIMAU","true","005B0000003JK1iIAG","true","Closed","Susan Pena","1.0","true","500B0000002uCtxIAE","005B0000003JLI3IAO","Video Games",,"false","2020-03-01T00:17:28.000Z","a4HB000000004q8MAA",68.1
,,"Product Support","Silver","true","1.0","Late Delivery",,"005B0000003JLIEIA4",,,"a4CB00000000ExJMAU",,"005B0000003JK1iIAG",,"Closed","Melody Moore",,,"500B00000045wpJIAQ","005B0000003JLIEIA4","Cameras",,"false","2020-01-23T17:10:41.000Z","a4HB000000004q9MAA",51.6
"true",,"Product Support","Basic","false","1.0","Hardware Question","Toys","005B0000003JLICIA4","Online",,"a4CB00000000ExKMAU","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B0000002uCu7IAE","005B0000003JLICIA4","TVs",,"false","2020-03-07T16:32:42.000Z","a4HB000000004qAMAQ",81.6
"true",,"Product Support","Silver","true","1.0","Late Delivery","Games","005B0000003JLI5IAO","Online",,"a4CB00000000ExLMAU","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B00000045wpQIAQ","005B0000003JLI5IAO","Cameras",,"false","2020-02-26T21:58:38.000Z","a4HB000000004qBMAQ",51.6
,,"Product Support","Free","true","1.0","Late Delivery",,"005B0000003JLI6IAO",,,"a4CB00000000ExMMAU",,"005B0000003JK1iIAG",,"Working","William Edwards",,,"500B00000045wpRIAQ","005B0000003JLI6IAO","Cell Phones",,"false","2020-01-19T18:48:33.000Z","a4HB000000004qCMAQ",81.6
"true",,"Product Support","Basic","false","1.0","Late Delivery","Beauty","005B0000003JLI3IAO","Online",,"a4CB00000000ExNMAU","true","005B0000003JK1iIAG","true","Closed","Susan Pena","1.0","true","500B0000003567HIAQ","005B0000003JLI3IAO","Computers",,"false","2020-02-20T21:38:05.000Z","a4HB000000004qDMAQ",51.6
"true",,"Product Support","Basic","true","1.0","Late Delivery","Music","005B0000003JLI4IAO","Online",,"a4CB00000000ExOMAU","true","005B0000003JK1iIAG","true","Response Received","Zachary Fisher","1.0","true","500B000000358mlIAA","005B0000003JLI4IAO","Computers",,"false","2020-02-11T16:08:01.000Z","a4HB000000004qEMAQ",81.6
