"Approver.Role.Hierarchy_RoleNames","Approver.Role.RolePath","SubmittedBy.UniqueUserName","SubmittedBy.Role.RoleNames","Approval.Id","SubmittedBy.Name","SubmittedBy.Username","OriginalApprover.UserRoleId","Approver.Role.ParentRole.Name","SubmittedBy.Role.RolePath","OriginalApprover.Role.ParentRoleId","OriginalApprover.UniqueUserName","Process.TableEnumOrId","Approval.CompletedDate","Approval.ProcessDefinitionId","OriginalApprover.SmallPhotoUrl","OriginalApprover.Role.RolePath","Approver.Role.RoleNamesPath","SubmittedBy.Role.Hierarchy_RoleNames","OriginalApprover.Role.RoleNames","OriginalApprover.FullPhotoUrl","SubmittedBy.SmallPhotoUrl","Approver.SmallPhotoUrl","ActorId","Approval.SubmittedById","Approver.Role.ParentRole.DeveloperName","Approval.LastModifiedDate","Approver.Role.Roles","Process.Name","SubmittedBy.Role.Name","SubmittedBy.UserRoleId","CreatedDate","Approval.TargetObjectId","OriginalApprover.Role.DeveloperName","Process.Type","OriginalApprover.Role.ParentRole.DeveloperName","OriginalApprover.Username","OriginalActorId","SubmittedBy.Role.ParentRole.DeveloperName","ElapsedTimeInMinutes","OriginalApprover.Role.Hierarchy_RoleNames","Approver.UniqueUserName","Approval.Status","OriginalApprover.Role.Name","OriginalApprover.Role.ParentRole.Name","SubmittedBy.Role.Roles","Approver.Name","Approver.FullPhotoUrl","Approver.Role.ParentRoleId","OriginalApprover.Role.RoleNamesPath","Process.Description","SubmittedBy.Role.DeveloperName","Comments","Process.State","OriginalApprover.Name","StepStatus","Approval.CreatedDate","Approver.Role.DeveloperName","SubmittedBy.FullPhotoUrl","Approver.Role.RoleNames","SubmittedBy.Role.RoleNamesPath","SubmittedBy.Role.ParentRole.Name","Approver.Username","SubmittedBy.Role.ParentRoleId","ActionRecordId","ProcessInstanceId","Approver.Role.Name","Approver.UserRoleId","OriginalApprover.Role.Roles","Approval.ElapsedTimeInMinutes"
"CEO","00EB0000000PSKWMA4","Admin User","CEO","04gB00000006F3eIAE","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKqMAO","CEO",,"00EB0000000PSKWMA4","Steven Service","Solution",,"04aB00000004POeIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECJB/T","00EB0000000PSKWMA4","VPCustomerServiceSupport/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECJB/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECJB/T","005B0000004hsXzIAI","005B0000004ofP3IAI","CEO","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Solution Approval","CEO","00EB0000000PSKWMA4","2020-06-03T22:12:40.000Z","501B00000007oh0IAA","VPCustomerServiceSupport","Approval","CEO","sservice1lc6zcxlsuw5@analytics.templates.demo.gs0","005B0000004hsXzIAI",,,"CEO","Steven Service","Approved","VP of Customer Service","CEO",,"Steven Service","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECJB/F","00EB0000000PSKWMA4","VPCustomerServiceSupport/CEO",,"CEO",,"Obsolete","Steven Service","Approved","2020-06-03T22:12:40.000Z","VPCustomerServiceSupport","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"sservice1lc6zcxlsuw5@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3eIAE","VP of Customer Service","00EB0000000PSKqMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSKXMA4/00EB0000000PSKWMA4","Chet Callaghan","CEO","04gB00000006F3fIAE","Chet Callaghan","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKhMAO","VP of Sales","00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSKXMA4","Chet Callaghan","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","00EB0000000PSKXMA4/00EB0000000PSKWMA4","DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","005B0000004hsWuIAI","005B0000004hsWuIAI","VPSales","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Quote Approval","Director of Channel Sales","00EB0000000PSKhMAO","2020-06-03T22:12:40.000Z","0Q0B0000000DITLKA4","DirChannel","Approval","VPSales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","005B0000004hsWuIAI","VPSales",,"CEO","Chet Callaghan","Removed","Director of Channel Sales","VP of Sales","00EB0000000PSKWMA4","Chet Callaghan","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","00EB0000000PSKXMA4","DirChannel/VPSales/CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","DirChannel",,"Active","Chet Callaghan","Started","2020-06-03T22:12:40.000Z","DirChannel","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","CEO","DirChannel/VPSales/CEO","VP of Sales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKXMA4","Approval.Id","04gB00000006F3fIAE","Director of Channel Sales","00EB0000000PSKhMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSKXMA4/00EB0000000PSKWMA4","Chet Callaghan","CEO","04gB00000006F3fIAE","Chet Callaghan","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKfMAO","VP of Sales","00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSKXMA4","Vanessa Central","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIS/T","00EB0000000PSKXMA4/00EB0000000PSKWMA4","DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIS/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","005B0000004hsWuIAI","005B0000004hsWuIAI","VPSales","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Quote Approval","Director of Channel Sales","00EB0000000PSKhMAO","2020-06-03T22:12:40.000Z","0Q0B0000000DITLKA4","RVPCentral","Approval","VPSales","vcentralu0ld2rjy6sde@analytics.templates.demo.gs0","005B0000004hsWGIAY","VPSales",,"CEO","Chet Callaghan","Removed","RVP Central","VP of Sales","00EB0000000PSKWMA4","Chet Callaghan","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","00EB0000000PSKXMA4","RVPCentral/VPSales/CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","DirChannel",,"Active","Vanessa Central","Removed","2020-06-03T22:12:40.000Z","DirChannel","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","CEO","DirChannel/VPSales/CEO","VP of Sales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKXMA4","Approval.Id","04gB00000006F3fIAE","Director of Channel Sales","00EB0000000PSKhMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSKXMA4/00EB0000000PSKWMA4","Chet Callaghan","CEO","04gB00000006F3gIAE","Chet Callaghan","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKhMAO","VP of Sales","00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSKXMA4","Chet Callaghan","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","00EB0000000PSKXMA4/00EB0000000PSKWMA4","DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","005B0000004hsWuIAI","005B0000004hsWuIAI","VPSales","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Quote Approval","Director of Channel Sales","00EB0000000PSKhMAO","2020-06-03T22:12:40.000Z","0Q0B0000000DITLKA4","DirChannel","Approval","VPSales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","005B0000004hsWuIAI","VPSales",,"CEO","Chet Callaghan","Rejected","Director of Channel Sales","VP of Sales","00EB0000000PSKWMA4","Chet Callaghan","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","00EB0000000PSKXMA4","DirChannel/VPSales/CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","DirChannel",,"Active","Chet Callaghan","Started","2020-06-03T22:12:40.000Z","DirChannel","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","CEO","DirChannel/VPSales/CEO","VP of Sales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKXMA4","Approval.Id","04gB00000006F3gIAE","Director of Channel Sales","00EB0000000PSKhMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSKXMA4/00EB0000000PSKWMA4","Chet Callaghan","CEO","04gB00000006F3gIAE","Chet Callaghan","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKfMAO","VP of Sales","00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSKXMA4","Vanessa Central","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIS/T","00EB0000000PSKXMA4/00EB0000000PSKWMA4","DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIS/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","005B0000004hsWuIAI","005B0000004hsWuIAI","VPSales","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Quote Approval","Director of Channel Sales","00EB0000000PSKhMAO","2020-06-03T22:12:40.000Z","0Q0B0000000DITLKA4","RVPCentral","Approval","VPSales","vcentralu0ld2rjy6sde@analytics.templates.demo.gs0","005B0000004hsWGIAY","VPSales",,"CEO","Chet Callaghan","Rejected","RVP Central","VP of Sales","00EB0000000PSKWMA4","Chet Callaghan","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","00EB0000000PSKXMA4","RVPCentral/VPSales/CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","DirChannel",,"Active","Vanessa Central","Rejected","2020-06-03T22:12:40.000Z","DirChannel","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","CEO","DirChannel/VPSales/CEO","VP of Sales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKXMA4","Approval.Id","04gB00000006F3gIAE","Director of Channel Sales","00EB0000000PSKhMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSKXMA4/00EB0000000PSKWMA4","Chet Callaghan","CEO","04gB00000006F3hIAE","Chet Callaghan","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKhMAO","VP of Sales","00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSKXMA4","Chet Callaghan","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","00EB0000000PSKXMA4/00EB0000000PSKWMA4","DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","005B0000004hsWuIAI","005B0000004hsWuIAI","VPSales","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Quote Approval","Director of Channel Sales","00EB0000000PSKhMAO","2020-06-03T22:12:40.000Z","0Q0B0000000DITLKA4","DirChannel","Approval","VPSales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","005B0000004hsWuIAI","VPSales",,"CEO","Chet Callaghan","Approved","Director of Channel Sales","VP of Sales","00EB0000000PSKWMA4","Chet Callaghan","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","00EB0000000PSKXMA4","DirChannel/VPSales/CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","DirChannel",,"Active","Chet Callaghan","Started","2020-06-03T22:12:40.000Z","DirChannel","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","CEO","DirChannel/VPSales/CEO","VP of Sales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKXMA4","Approval.Id","04gB00000006F3hIAE","Director of Channel Sales","00EB0000000PSKhMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSKXMA4/00EB0000000PSKWMA4","Chet Callaghan","CEO","04gB00000006F3hIAE","Chet Callaghan","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKfMAO","VP of Sales","00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSKXMA4","Vanessa Central","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIS/T","00EB0000000PSKXMA4/00EB0000000PSKWMA4","DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIS/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","005B0000004hsWuIAI","005B0000004hsWuIAI","VPSales","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Quote Approval","Director of Channel Sales","00EB0000000PSKhMAO","2020-06-03T22:12:40.000Z","0Q0B0000000DITLKA4","RVPCentral","Approval","VPSales","vcentralu0ld2rjy6sde@analytics.templates.demo.gs0","005B0000004hsWGIAY","VPSales",,"CEO","Chet Callaghan","Approved","RVP Central","VP of Sales","00EB0000000PSKWMA4","Chet Callaghan","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","00EB0000000PSKXMA4","RVPCentral/VPSales/CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","DirChannel",,"Active","Vanessa Central","Approved","2020-06-03T22:12:40.000Z","DirChannel","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","CEO","DirChannel/VPSales/CEO","VP of Sales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSKXMA4","Approval.Id","04gB00000006F3hIAE","Director of Channel Sales","00EB0000000PSKhMAO","00EB0000000PSKWMA4",0
"CEO",,"Admin User","CEO","04gB00000006F3iIAE","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKWMA4",,,,"Admin User","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T",,"CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","005B0000004ofP3IAI","005B0000004ofP3IAI",,"2018-08-24T22:12:40.000Z",,"Quote Approval","CEO","00EB0000000PSKWMA4","2020-06-03T22:12:40.000Z","0Q0B0000000DITJKA4","CEO","Approval",,"admin@analytics.templates.demo.gs0","005B0000004ofP3IAI",,,"CEO","Admin User","Removed","CEO",,,"Admin User","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F",,"CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","CEO",,"Active","Admin User","Started","2020-06-03T22:12:40.000Z","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"admin@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3iIAE","CEO","00EB0000000PSKWMA4",,0
"CEO",,"Admin User","CEO","04gB00000006F3iIAE","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKmMAO",,,"00EB0000000PSKXMA4","Gordon Reeves","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIg/T","00EB0000000PSKXMA4/00EB0000000PSKWMA4","CEO","CEO","BDDirector","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIg/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","005B0000004ofP3IAI","005B0000004ofP3IAI",,"2018-08-24T22:12:40.000Z",,"Quote Approval","CEO","00EB0000000PSKWMA4","2020-06-03T22:12:40.000Z","0Q0B0000000DITJKA4","BDDirector","Approval","VPSales","greeves.d8cfkue3zcgb.5ozogalyvov2@analytics.templates.demo.gs0","005B0000004hsWYIAY",,,"BDDirector","Admin User","Removed","Business Development Director","VP of Sales",,"Admin User","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F",,"BDDirector/VPSales/CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","CEO",,"Active","Gordon Reeves","Removed","2020-06-03T22:12:40.000Z","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"admin@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3iIAE","CEO","00EB0000000PSKWMA4","00EB0000000PSKWMA4",0
"CEO",,"Admin User","CEO","04gB00000006F3jIAE","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKWMA4",,,,"Admin User","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T",,"CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","005B0000004ofP3IAI","005B0000004ofP3IAI",,"2018-08-24T22:12:40.000Z",,"Quote Approval","CEO","00EB0000000PSKWMA4","2020-06-03T22:12:40.000Z","0Q0B0000000DITJKA4","CEO","Approval",,"admin@analytics.templates.demo.gs0","005B0000004ofP3IAI",,,"CEO","Admin User","Approved","CEO",,,"Admin User","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F",,"CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","CEO",,"Active","Admin User","Started","2020-06-03T22:12:40.000Z","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"admin@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3jIAE","CEO","00EB0000000PSKWMA4",,0
"CEO",,"Admin User","CEO","04gB00000006F3jIAE","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKWMA4",,,,"Admin User","Quote",,"04aB00000004POgIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T",,"CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","005B0000004ofP3IAI","005B0000004ofP3IAI",,"2018-08-24T22:12:40.000Z",,"Quote Approval","CEO","00EB0000000PSKWMA4","2020-06-03T22:12:40.000Z","0Q0B0000000DITJKA4","CEO","Approval",,"admin@analytics.templates.demo.gs0","005B0000004ofP3IAI",,,"CEO","Admin User","Approved","CEO",,,"Admin User","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F",,"CEO","If the Quote Discount is less than 10%, automatically approve. 
If the Quote Discount is greater than 10%, require manager approval.","CEO",,"Active","Admin User","Approved","2020-06-03T22:12:40.000Z","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"admin@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3jIAE","CEO","00EB0000000PSKWMA4",,0
"CEO",,"Admin User","CEO","04gB0000000TgLCIA0","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKWMA4",,,,"Admin User","SBQQ__Quote__c","2020-08-02T15:21:21.000Z","04aB00000004POiIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T",,"CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","005B0000004ofP3IAI","005B0000004ofP3IAI",,"2018-10-23T15:21:21.000Z",,"Discount Approval Process","CEO","00EB0000000PSKWMA4","2020-08-02T15:21:20.000Z","a2dB0000000L2qTIAS","CEO","Approval",,"admin@analytics.templates.demo.gs0","005B0000004ofP3IAI",,,"CEO","Admin User","Approved","CEO",,,"Admin User","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F",,"CEO","Discount Approvals for Salesforce CPQ","CEO","Approve my Quote","Active","Admin User","Started","2020-08-02T15:21:20.000Z","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"admin@analytics.templates.demo.gs0",,"Approval.Id","04gB0000000TgLCIA0","CEO","00EB0000000PSKWMA4",,0.016667
"CEO",,"Admin User","CEO","04gB0000000TgLCIA0","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKWMA4",,,,"Admin User","SBQQ__Quote__c","2020-08-02T15:21:21.000Z","04aB00000004POiIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T",,"CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","005B0000004ofP3IAI","005B0000004ofP3IAI",,"2018-10-23T15:21:21.000Z",,"Discount Approval Process","CEO","00EB0000000PSKWMA4","2020-08-02T15:21:21.000Z","a2dB0000000L2qTIAS","CEO","Approval",,"admin@analytics.templates.demo.gs0","005B0000004ofP3IAI",,,"CEO","Admin User","Approved","CEO",,,"Admin User","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F",,"CEO","Discount Approvals for Salesforce CPQ","CEO","Approve my Quote","Active","Admin User","Approved","2020-08-02T15:21:20.000Z","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"admin@analytics.templates.demo.gs0",,"Approval.Id","04gB0000000TgLCIA0","CEO","00EB0000000PSKWMA4",,0.016667
