"Opportunity.Competitor_EDD_c__c","Opportunity.Owner.UniqueUserName","Opportunity.IsWon","CloseDate","Opportunity.RecordTypeId","Opportunity.Owner.Role.Hierarchy_RoleNames","IsLastUpdate","Opportunity.Product.Family","Opportunity.RecordType.Name","Amount_isUpdated","IsDeleted","Opportunity.Owner.Role.ParentRole.DeveloperName","Opportunity.Owner.Name","Opportunity.Account.Parent.ParentAccount.BillingState","ValidFromDate","CloseDate_isUpdated","Id","OpportunityCreatedDate","Opportunity.EDD_CreatedDate__c","Opportunity.OpenClosedWonLost","Opportunity.Opportunity.DemoShow__c","Opportunity.Opportunity.EDD_Prescription__c","Opportunity.DemoShow__c","OpportunityId","Opportunity.Owner.Role.Name","Opportunity.Account.Owner.Name","Stage.IsWon","Opportunity.Account.Type","Opportunity.Name","Opportunity.CloseDate","Opportunity.Account.Industry","StageName","Opportunity.Owner.UserManager.Name","Opportunity.Owner.UserManagerNames","Opportunity.Account.OwnerId","Opportunity.Owner.FullPhotoUrl","Opportunity.EDD_Prescription__c","CustomFilter","Opportunity.OwnerId","Opportunity.Opportunity.EDD_Leading_Causes__c","Opportunity.Owner.Role.ParentRole.ForecastManager.UniqueUserName","Opportunity.Account.BillingState","Opportunity.Owner.Role.RoleNames","Opportunity.Opportunity.Predicted_Close_Date__c","ForecastCategory","Opportunity.Owner.SmallPhotoUrl","Stage_IsAdvanced","Opportunity.Account.Parent.ParentAccount.OwnerId","Opportunity.Owner.Role.DeveloperName","CreatedById","Opportunity.Opportunity.Competitor_EDD_c__c","Opportunity.Owner.Role.RolePath","Stage.IsClosed","Opportunity.StageName","Opportunity.OpptyScore.Insights","Opportunity.Predicted_Close_Date__c","ValidToDate","Opportunity.Owner.Role.ParentRoleId","Stage_isUpdated","Opportunity.Id","StagePrev.IsClosed","Opportunity.IsClosed","Opportunity.Opportunity.Discount_Approved__c","ForecastCategoryPrev.ForecastCategoryName","CreatedDate","Opportunity.Account.AccountSource","Opportunity.AccountId","Opportunity.Owner.UserManager.UniqueUserName","Opportunity.Account.Parent.AccountParents","Opportunity.ForecastCategoryName","Opportunity.Owner.Role.ParentRole.Name","ForecastCategory.ForecastCategoryName","Opportunity.Account.Parent.ParentAccount.ShippingState","CreatedDatePrev","Opportunity.Type","Unique_Sort_Key","Opportunity.Product.Name","ForecastCategoryPrev","Opportunity.Owner.Role.Roles","Opportunity.Account.ShippingState","Opportunity.Account.Parent.ParentAccount.Name","Opportunity.Account.Name","Opportunity.Discount_Approved__c","StageNamePrev","Opportunity.EDD_Leading_Causes__c","CloseDatePrev","Opportunity.IsLost","StagePrev.IsWon","Opportunity.LeadSource","Opportunity.Opportunity.EDD_CreatedDate__c","Opportunity.Opportunity.EDD_Outcome__c","Opportunity.Opportunity.Close_Date_Difference__c","Stage.SortOrder","AmountPrev","IsPulled","Amount","Opportunity.Stage.SortOrder","Opportunity.EDD_Outcome__c","Opportunity.Opportunity.EDD_Age__c","Opportunity.EDD_Age__c","Opportunity.Close_Date_Difference__c","StagePrev.SortOrder","Duration","Opportunity.Opportunity_Score_Dummy__c","Time_In_Current_Stage.Duration_Seconds","IsPushed","Opportunity.OpportunityScore","Opportunity.Amount","Opportunity.OpptyScore.Score"
"","Allison Allen",False,"2020-05-19","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPEast","Allison Allen","NH","2020-05-15T03:33:47.000Z",1,"a43B0000000CfL6IAK","2018-08-01T21:58:50.000Z","","Lost","","",True,"006B00000049VdkIAE","East Sales","Allison Allen",False,"Corporate","Dicon Fiberoptics 80","2020-06-03","Consulting","Closed Lost","","Allison Allen","005B0000003CnfGIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2v/F","-3.988 if you change Interactive Demo to true",True,"005B0000003CnfGIAS","","Andrew Malone","NH","Admin","","Omitted","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2v/T",False,"005B0000003CnfGIAS","EastSales","005B00000034KssIAE","","",True,"Closed Lost","","2020-07-14","2020-06-01T08:17:20.000Z","00EB0000000azEHMAY",0,"006B00000049VdkIAE",True,True,"","Omitted","2020-05-15T03:33:47.000Z","Marketing Event","001B000000SS3p7IAD","","001B000000SS3p7IAD","Omitted","RVP East","Omitted","","2020-05-01T08:17:12.000Z","Existing Business","2020-05-15T03:33:47.000Z-a43B0000000CfL6IAK","","Omitted","","","Dicon Fiberoptics","Dicon Fiberoptics","","Closed Lost","+10.477 because Lead Source is Reseller and Region is Northeast
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 4999 to 10533 and Product Name is RV Shelters
-7.659 because of other factors
from the baseline","2020-04-03","Yes",False,"Reseller","",0,0,6,10000,0,10000,6,87,0,0,42,6,1485813,90,6351131,1,90,10000,0
"","Alyssa Williams",False,"2020-02-27","012B0000000LBRPIA4","Admin",0,"","Channel (Partner)",0,False,"RVPCentral","Alyssa Williams","OK","2020-01-26T07:00:00.000Z",1,"a43B0000000CfMLIA0","2018-08-01T21:58:50.000Z","","Lost","","",True,"006B00000049Ve4IAE","Central Sales","Alyssa Williams",False,"Corporate","Telegroup 152","2020-05-22","Technology","Qualification","","Alyssa Williams","005B0000003CnfXIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/F","-8.035 if you change Interactive Demo to true
-7.966 if you change Executive Meeting to true",True,"005B0000003CnfXIAS","","Andrew Barton","OK","Admin","","Pipeline","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/T",False,"005B0000003CnfXIAS","CentralSales","005B00000034KssIAE","","",False,"Closed Lost","","2020-04-25","2020-02-01T09:20:37.000Z","00EB0000000azELMAY",1,"006B00000049Ve4IAE",True,True,"","Omitted","2020-01-26T07:00:00.000Z","Data.com","001B000000lwNrTIAU","","001B000000lwNrTIAU","Omitted","RVP Central","Pipeline","","2020-01-01T09:15:28.000Z","New Business","2020-01-26T07:00:00.000Z-a43B0000000CfMLIA0","","Omitted","","","Telegroup","Telegroup","","Closed Lost","+22.568 because Lead Source is Reseller and Region is Southwest
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 10534 to 19997 and Product Name is RV Shelters
-14.047 because of other factors
from the ","2019-11-22","Yes",False,"Reseller","",0,0,3,14700,0,14700,6,75,0,0,-26,6,526837,90,6446908,1,90,14700,0
"","John Peck",False,"2020-02-06","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPEast","John Peck","FL","2020-03-26T21:25:52.000Z",0,"a43B0000000CfPUIA0","2017-12-12T19:14:36.000Z","","Lost","","",True,"006B0000003n2UJIAY","East Sales","John Peck",False,"Corporate","Ronin Venture Group 221","2020-05-06","Agriculture","Discovery","","John Peck","005B0000003CnffIAC","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/F","-4.591 if you change Interactive Demo to true",True,"005B0000003CnffIAC","","Andrew Malone","FL","Admin","","Commit","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/T",False,"005B0000003CnffIAC","EastSales","005B00000034KssIAE","","",False,"Closed Lost","","2020-07-01","2020-04-01T03:22:06.000Z","00EB0000000azEHMAY",1,"006B0000003n2UJIAY",False,True,"","Pipeline","2020-03-26T21:25:52.000Z","Community","001B000000lwNrZIAU","","001B000000lwNrZIAU","Omitted","RVP East","","","2020-03-20T07:00:00.000Z","New Business","2020-03-26T21:25:52.000Z-a43B0000000CfPUIA0","","Pipeline","","","Ronin Venture Group","Ronin Venture Group","","Qualification","+14.534 because Lead Source is Fields Sales and Region is Southeast
+6.449 because Amount is 132177 to 219160 and Product Name is Interior Accessories
+5.172 because Lead Source is Fields Sales
-8.362 because of other factors
from the baseline, +70.126","2020-02-06","Yes",False,"Fields Sales","",0,0,0,150000,0,150000,6,87,0,0,56,3,453374,79,8943135,0,79,150000,0
"","Sheri Nunez",False,"2019-03-22","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPCentral","Sheri Nunez","LA","2019-05-11T08:00:00.000Z",1,"a43B0000000CfPaIAK","2018-08-01T21:59:08.000Z","","Lost","","",True,"006B00000049Vf2IAE","Central Sales","Sheri Nunez",False,"Corporate","Yokogawa Corporation Of America 249","2019-06-27","Hospitality","Qualification","","Sheri Nunez","005B0000003CnfTIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/F","-10.265 if you change Interactive Demo to true
-7.966 if you change Executive Meeting to true",True,"005B0000003CnfTIAS","","Andrew Barton","LA","Admin","","Pipeline","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/T",False,"005B0000003CnfTIAS","CentralSales","005B00000034KssIAE","","",False,"Closed Lost","","2019-07-13","2019-05-22T15:57:55.000Z","00EB0000000azELMAY",1,"006B00000049Vf2IAE",True,True,"","Omitted","2019-05-11T08:00:00.000Z","Community","001B000000SS3q1IAD","","001B000000SS3q1IAD","Omitted","RVP Central","Pipeline","","2019-05-01T08:12:40.000Z","Add-On Business","2019-05-11T08:00:00.000Z-a43B0000000CfPaIAK","","Omitted","","","Yokogawa Corporation Of America","Yokogawa Corporation Of America","","Closed Lost","+22.568 because Lead Source is Reseller and Region is Southwest
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
-8.480 because Lead Source is Reseller and Product Name is Interior Accessories
-26.935 because of other factors
f","2018-04-26","Yes",False,"Reseller","",0,0,3,100000,0,100000,6,47,0,0,16,6,979075,90,35716610,1,90,100000,0
"","Rachel Reilly",False,"2020-01-22","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPCentral","Rachel Reilly","NY","2019-12-10T05:48:15.000Z",1,"a43B0000000CfRBIA0","2018-08-01T21:59:08.000Z","","Lost","","",True,"006B00000049VfOIAU","Central Sales","Rachel Reilly",False,"Corporate","Cisco - Cisco Developer Network 211","2020-02-06","Electronics","Discovery","","Rachel Reilly","005B0000003CnfYIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/F","-6.088 if you change Executive Meeting to true
-2.433 if you change Interactive Demo to true",True,"005B0000003CnfYIAS","","Andrew Barton","NY","Admin","","Commit","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/T",False,"005B0000003CnfYIAS","CentralSales","005B00000034KssIAE","","",False,"Closed Lost","","2020-01-11","2019-12-24T09:17:37.000Z","00EB0000000azELMAY",1,"006B00000049VfOIAU",True,True,"","Omitted","2019-12-10T05:48:15.000Z","Social Media","001B000000SS4kVIAT","","001B000000SS4kVIAT","Omitted","RVP Central","","","2019-12-09T14:09:42.000Z","New Business","2019-12-10T05:48:15.000Z-a43B0000000CfRBIA0","","Omitted","","","Cisco - Cisco Developer Network","Cisco - Cisco Developer Network","","Closed Lost","+14.534 because Lead Source is Fields Sales and Region is Mid-Atlantic
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is Towing Equioment
-5.491 because of other factor","2019-07-16","Yes",False,"Fields Sales","",0,0,0,30000,0,30000,6,77,0,0,-26,6,1222162,90,17493106,1,90,30000,0
"","Philip Walton",False,"2020-05-19","012B0000000LBRPIA4","Admin",0,"","Channel (Partner)",0,False,"RVPEast","Philip Walton","KY","2020-04-17T02:49:22.000Z",0,"a43B0000000CfRfIAK","2018-08-01T21:59:08.000Z","","Lost","","",True,"006B00000049VfXIAU","East Sales","Philip Walton",False,"Corporate","Szen Corp 102","2020-05-27","Hospitality","Proposal/Quote","","Philip Walton","005B0000003CnfHIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3F/F","-0.948 if you change Interactive Demo to true",True,"005B0000003CnfHIAS","","Andrew Malone","KY","Admin","","Pipeline","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3F/T",False,"005B0000003CnfHIAS","EastSales","005B00000034KssIAE","","",False,"Closed Lost","","2020-07-13","2020-04-18T21:32:49.000Z","00EB0000000azEHMAY",1,"006B00000049VfXIAU",True,True,"","Omitted","2020-04-17T02:49:22.000Z","Cold Call","001B000000WJE5xIAH","","001B000000WJE5xIAH","Omitted","RVP East","Pipeline","","2020-04-13T20:10:40.000Z","Existing Business","2020-04-17T02:49:22.000Z-a43B0000000CfRfIAK","","Omitted","","","Szen Corp","Szen Corp","","Closed Lost","+14.534 because Lead Source is Reseller and Region is Southeast
+6.449 because Amount is 47821 to 61498 and Product Name is Motorcycle Parts
-4.972 because Competitor is Moparts and Executive Meeting is true
-7.159 because of other factors
from the baseli","2020-05-19","Yes",False,"Reseller","",0,0,4,42347,0,42347,6,78,0,0,47,6,153807,90,6564099,0,90,50000,0
"","Sheri Nunez",True,"2019-02-04","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPCentral","Sheri Nunez","PA","2018-12-13T22:22:18.000Z",0,"a43B0000000CfVUIA0","2018-11-03T07:00:00.000Z","","Closed Won","","",True,"006B0000004t2QDIAY","Central Sales","Sheri Nunez",False,"Corporate","Computer Store 254","2019-02-19","Machinery","Negotiation","","Sheri Nunez","005B0000003CnfTIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/F","No changes recommended",True,"005B0000003CnfTIAS","","Andrew Barton","PA","Admin","","BestCase","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/T",False,"005B0000003CnfTIAS","CentralSales","005B00000034KssIAE","","",False,"Closed Won","","2019-01-20","2018-12-21T21:25:33.000Z","00EB0000000azELMAY",1,"006B0000004t2QDIAY",False,True,"","Best Case","2018-12-13T22:22:18.000Z","Partner","001B000000SS4l3IAD","","001B000000SS4l3IAD","Closed","RVP Central","Best Case","","2018-12-06T14:03:54.000Z","Add-On Business","2018-12-13T22:22:18.000Z-a43B0000000CfVUIA0","","BestCase","","","Computer Store","Computer Store","","Proposal/Quote","-16.654 because Lead Source is Reseller and Competitor is Fredericks
+14.534 because Lead Source is Reseller and Region is Mid-Atlantic
+6.449 because Amount is 0 to 4998 and Product Name is Replacement Parts
-11.469 because of other factors
from the base","2019-02-04","No",False,"Reseller","",0,0,2,1100,0,1100,5,62,0,0,-30,4,687795,90,49244630,0,90,1100,0
"","Philip Walton",False,"2020-04-26","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPEast","Philip Walton","WV","2020-04-12T06:33:06.000Z",1,"a43B0000000CfY8IAK","2018-08-01T21:43:28.000Z","","Lost","","",True,"006B00000049V06IAE","East Sales","Philip Walton",False,"Corporate","Piracle 103","2020-05-11","Construction","Closed Lost","","Philip Walton","005B0000003CnfHIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3F/F","-5.979 if you change Executive Meeting to true
-3.455 if you change Interactive Demo to true",True,"005B0000003CnfHIAS","","Andrew Malone","WV","Admin","","Omitted","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3F/T",False,"005B0000003CnfHIAS","EastSales","005B00000034KssIAE","","",True,"Closed Lost","","2020-06-04","2020-05-01T08:12:39.000Z","00EB0000000azEHMAY",0,"006B00000049V06IAE",True,True,"","Omitted","2020-04-12T06:33:06.000Z","Social Media","001B000000SS4lMIAT","","001B000000SS4lMIAT","Omitted","RVP East","Omitted","","2020-04-01T08:16:40.000Z","New Business","2020-04-12T06:33:06.000Z-a43B0000000CfY8IAK","","Omitted","","","Piracle","Piracle","","Closed Lost","+14.534 because Lead Source is Reseller and Region is Southeast
+6.449 because Amount is 61499 to 100000 and Product Name is Performance
-6.074 because Amount is 61499 to 100000 and Lead Source is Reseller
-3.050 because of other factors
from the baseline","2020-02-10","Yes",False,"Reseller","",0,0,6,93200,0,93200,6,81,0,0,24,6,1647573,90,8943163,1,90,93200,0
"","Dennis Huffman",True,"2018-09-22","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPEast","Dennis Huffman","NJ","2018-09-15T10:01:55.000Z",0,"a43B0000000CfZNIA0","2018-07-06T08:00:00.000Z","","Closed Won","","",True,"006B0000004t2QPIAY","East Sales","Rachel Reilly",False,"Corporate","Realization Technologies 154","2018-09-22","Entertainment","Discovery","","Dennis Huffman","005B0000003CnfYIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/F","-5.215 if you change Executive Meeting to true
-5.034 if you change Interactive Demo to true",True,"005B0000003CnfIIAS","","Andrew Malone","NJ","Admin","","BestCase","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/T",False,"005B0000003CnfYIAS","EastSales","005B00000034KssIAE","","",False,"Closed Won","","2018-09-28","2018-09-20T05:10:57.000Z","00EB0000000azEHMAY",1,"006B0000004t2QPIAY",False,True,"","Pipeline","2018-09-15T10:01:55.000Z","Website","001B000000SS4lTIAT","","001B000000SS4lTIAT","Closed","RVP East","Best Case","","2018-07-06T08:00:00.000Z","Existing Business","2018-09-15T10:01:55.000Z-a43B0000000CfZNIA0","","Pipeline","","","Realization Technologies","Realization Technologies","","Qualification","+10.477 because Lead Source is Reseller and Region is Northeast
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 61499 to 100000 and Product Name is RV Shelters
-11.044 because of other factors
from the basel","2018-09-22","No",False,"Reseller","",0,0,0,85405,0,85405,5,83,0,0,6,3,414542,90,57251906,0,90,85405,0
"","John Peck",False,"2019-02-17","012B0000000LBREIA4","Admin",0,"","Simple",1,False,"RVPEast","John Peck","DE","2018-12-11T07:00:00.000Z",1,"a43B0000000CfbSIAS","2018-12-11T07:00:00.000Z","","Lost","","",True,"006B0000004t2QYIAY","East Sales","Noah Kelly",False,"Corporate","Deva Industries 151","2019-02-17","Apparel","Qualification","","John Peck","005B0000003CnfJIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/F","-6.305 if you change Executive Meeting to true
-4.100 if you change Interactive Demo to true",True,"005B0000003CnffIAC","","Andrew Malone","DE","Admin","","Pipeline","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/T",True,"005B0000003CnfJIAS","EastSales","005B00000034KssIAE","","",False,"Closed Lost","","2019-03-09","2018-12-31T17:35:42.000Z","00EB0000000azEHMAY",1,"006B0000004t2QYIAY","",True,"","","2018-12-11T07:00:00.000Z","Website","001B000000SS4lpIAD","","001B000000SS4lpIAD","Omitted","RVP East","Pipeline","","","New Business","2018-12-11T07:00:00.000Z-a43B0000000CfbSIAS","","","","","Deva Industries","Deva Industries","","","+14.534 because Lead Source is Reseller and Region is Southeast
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 0 to 4998 and Product Name is Car Care
+6.366 because of other factors
from the baseline,","1970-01-01","Yes","","Reseller","",0,0,3,0,0,2000,6,88,0,0,20,0,1766142,90,47105993,1,90,2000,0
"","Alicia Harrison",False,"2019-09-24","012B0000000LBRPIA4","Admin",0,"","Channel (Partner)",0,False,"RVPCentral","Alicia Harrison","NJ","2019-10-26T07:00:00.000Z",1,"a43B0000000CfijIAC","2017-12-12T19:15:04.000Z","","Lost","","",False,"006B0000003n2YbIAI","Central Sales","Alicia Harrison",False,"Corporate","Continuum Applied Technology 105","2019-12-07","Insurance","Qualification","","Alicia Harrison","005B0000003CnfZIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs43/F","-6.053 if you change Executive Meeting to true",True,"005B0000003CnfZIAS","","Andrew Barton","NJ","Admin","","Pipeline","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs43/T",False,"005B0000003CnfZIAS","CentralSales","005B00000034KssIAE","","",False,"Closed Lost","","2020-01-09","2019-11-01T08:11:41.000Z","00EB0000000azELMAY",1,"006B0000003n2YbIAI",True,True,"","Omitted","2019-10-26T07:00:00.000Z","Social Media","001B000000lwNs2IAE","","001B000000lwNs2IAE","Omitted","RVP Central","Pipeline","","2019-10-01T08:10:48.000Z","New Business / Add-on","2019-10-26T07:00:00.000Z-a43B0000000CfijIAC","","Omitted","","","Continuum Applied Technology","Continuum Applied Technology","","Closed Lost","+14.534 because Lead Source is Reseller and Region is Mid-Atlantic
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
-7.106 because Amount is 0 to 4998 and Product Name is Motorcycle Parts
-7.794 because of other factors
from th","2019-03-08","Yes",False,"Reseller","",0,0,3,308,0,308,6,60,0,0,34,6,522701,97,20605427,1,9,308,9
"","Amy Shaw",False,"2018-08-09","012B0000000LBREIA4","Admin",0,"Performance & Non-auto","Simple",0,False,"RVPCentral","Amy Shaw","TX","2018-07-26T01:03:48.000Z",0,"a43B0000000CfjvIAC","2017-06-06T18:49:49.000Z","","Lost",True,"-8.580 if you change Interactive Demo to true
-7.423 if you change Executive Meeting to true",True,"006B0000003WbP0IAK","Central Sales","Amy Shaw",False,"Corporate","ICT 95","2018-08-24","Banking","Closed Lost","","Amy Shaw","005B0000003CnfgIAC","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","-8.580 if you change Interactive Demo to true
-7.423 if you change Executive Meeting to true",True,"005B0000003CnfgIAC","+16.455 because Lead Source is Fields Sales and Region is Southwest
+10.515 because Lead Source is Fields Sales and Competitor is Moparts
+9.108 because Sales Stage Count is 1 to 2 and Competitor is Moparts
+4.818 because of other factors
from the baselin","Andrew Barton","TX","Admin","2018-11-07","Omitted","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T",True,"005B0000003CnfgIAC","CentralSales","005B00000034KssIAE","","",True,"Closed Lost","","2018-11-07","2018-08-01T08:29:19.000Z","00EB0000000azELMAY",1,"006B0000003WbP0IAK",False,True,"","Pipeline","2018-07-26T01:03:48.000Z","Data.com","001B000000SS3thIAD","","001B000000SS3thIAD","Omitted","RVP Central","Omitted","","2018-07-21T23:17:25.000Z","Existing Business","2018-07-26T01:03:48.000Z-a43B0000000CfjvIAC","Motorcycle Parts","Pipeline","","","ICT","ICT","","Negotiation","+16.455 because Lead Source is Fields Sales and Region is Southwest
+10.515 because Lead Source is Fields Sales and Competitor is Moparts
+9.108 because Sales Stage Count is 1 to 2 and Competitor is Moparts
+4.818 because of other factors
from the baselin","2018-08-09","Yes",False,"Fields Sales","",111,75,6,30000,0,30000,6,111,0,0,75,2,545131,93,62105135,0,93,5000,0
"","Philip Walton",False,"2019-07-12","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPEast","Philip Walton","NH","2019-06-27T23:56:46.000Z",0,"a43B0000000CfmHIAS","2018-08-01T21:43:46.000Z","","Lost","","",True,"006B00000049V3DIAU","East Sales","Philip Walton",False,"Corporate","Philips Healthcare/ Visicu 178","2019-07-27","Retail","Closed Lost","","Philip Walton","005B0000003CnfHIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3F/F","-7.835 if you change Executive Meeting to true
-2.570 if you change Interactive Demo to true",True,"005B0000003CnfHIAS","","Andrew Malone","NH","Admin","","Omitted","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3F/T",True,"005B0000003CnfHIAS","EastSales","005B00000034KssIAE","","",True,"Closed Lost","","2019-08-20","2019-07-01T08:07:35.000Z","00EB0000000azEHMAY",1,"006B00000049V3DIAU",False,True,"","Best Case","2019-06-27T23:56:46.000Z","Marketing Event","001B000000SS3uIIAT","","001B000000SS3uIIAT","Omitted","RVP East","Omitted","","2019-06-11T13:23:40.000Z","Existing Business","2019-06-27T23:56:46.000Z-a43B0000000CfmHIAS","","BestCase","","","Philips Healthcare/ Visicu","Philips Healthcare/ Visicu","","Proposal/Quote","+10.477 because Lead Source is Reseller and Region is Northeast
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 47821 to 61498 and Product Name is Motorcycle Parts
-1.545 because of other factors
from ","2019-07-12","Yes",False,"Reseller","",0,0,6,50000,0,50000,6,76,0,0,24,4,288649,90,32992357,0,90,50000,0
"","Amy Shaw",False,"2018-10-14","012B0000000LBRPIA4","Admin",0,"","Channel (Partner)",0,False,"RVPCentral","Amy Shaw","OK","2018-10-04T12:41:34.000Z",0,"a43B0000000CfnhIAC","2018-09-19T07:00:00.000Z","","Lost","","",True,"006B0000004t2RKIAY","Central Sales","Amy Shaw",False,"Corporate","Security Technologies Group 244","2018-10-14","Education","Closed Lost","","Amy Shaw","005B0000003CnfgIAC","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","No changes recommended",True,"005B0000003CnfgIAC","","Andrew Barton","OK","Admin","","Omitted","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T",True,"005B0000003CnfgIAC","CentralSales","005B00000034KssIAE","","",True,"Closed Lost","","2018-11-30","2019-01-15T15:29:30.000Z","00EB0000000azELMAY",1,"006B0000004t2RKIAY",False,True,"","","2018-10-04T12:41:34.000Z","Data.com","001B000000SS3uXIAT","","001B000000SS3uXIAT","Omitted","RVP Central","Omitted","","2018-10-01T16:48:48.000Z","New Business","2018-10-04T12:41:34.000Z-a43B0000000CfnhIAC","","Commit","","","Security Technologies Group","Security Technologies Group","","Negotiation","+16.455 because Lead Source is Fields Sales and Region is Southwest
+8.615 because Amount is 47821 to 61498 and Lead Source is Fields Sales
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
-15.280 because of other factors
from ","2018-10-14","Yes",False,"Fields Sales","",0,0,6,50000,0,50000,6,72,0,0,47,2,8909276,90,56015269,0,90,50000,0
"","Amy Shaw",False,"2020-01-11","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPCentral","Amy Shaw","PA","2020-01-05T00:00:19.000Z",1,"a43B0000000CfrpIAC","2018-08-01T21:43:46.000Z","","Lost","","",True,"006B00000049V4XIAU","Central Sales","Amy Shaw",False,"Corporate","Grubb Ellis West Shell Coml 24","2020-01-26","Communications","Negotiation","","Amy Shaw","005B0000003CnfgIAC","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","-6.305 if you change Executive Meeting to true
-5.241 if you change Interactive Demo to true",True,"005B0000003CnfgIAC","","Andrew Barton","PA","Admin","","BestCase","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T",False,"005B0000003CnfgIAC","CentralSales","005B00000034KssIAE","","",False,"Closed Lost","","2020-03-15","2020-01-06T05:24:49.000Z","00EB0000000azELMAY",1,"006B00000049V4XIAU",True,True,"","Omitted","2020-01-05T00:00:19.000Z","Inbound Call","001B000000SS4nwIAD","","001B000000SS4nwIAD","Omitted","RVP Central","Best Case","","2020-01-01T09:11:08.000Z","New Business / Add-on","2020-01-05T00:00:19.000Z-a43B0000000CfrpIAC","","Omitted","","","Grubb Ellis West Shell Coml","Grubb Ellis West Shell Coml","","Closed Lost","+14.534 because Lead Source is Reseller and Region is Mid-Atlantic
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is Exterior Accessories
-0.379 because of other factor","2019-07-28","Yes",False,"Reseller","",0,0,2,30000,0,30000,6,81,0,0,50,6,105870,90,16383874,1,90,30000,0
