"MembershipEndDate","TransactionJournal_Last_Transaction_Activity_Date","MemberTier_TierGroup_Program_Name","MemberTier_EffectiveDate","MemberTier_LoyaltyMemberId","MemberTier_LoyaltyTierId","MemberTenure","MemberTier_Id","MemberTier_CreatedDate","ProgramId","LoyaltyProgramMember_MembershipNumber","Program_Name","Contact_MailingCity1","Id","Contact_MailingCity","Referred_Member_Count","Contact_City_State","MemberTier_TierGroup_Name","Contact_Birthdate","Account_Name","Latest_NPS_Scoring_NPS_Response_Bucket","Contact_MailingState1","isTrainingData","Account_BillingCity","Contact_Name","MemberTier_TierGroup_Program_Id","MemberTier_TierGroup_SelectedTierGroup_Flag","LastActivityDate","InactivityFlag","LeadOrContactId","AccountId","MemberCurrency_Name","MemberTier_Name","ReferredById","Contact_MailingState","Account_BillingState","Contact_Account_Name","EnrollmentChannel","MemberTier_TierGroup_Program_OwnerId","IsAReferral","MemberTier_TierGroup_Program_Status","MemberName","Contact_Account_Id","MemberTier_LoyaltyTierGroupId","MemberTier_TierGroup_Id","ContactId","MemberTier_TierGroup_LoyaltyProgramId","EnrollmentDate","Latest_NPS_NPS_Response_Bucket","AccountContactId","LeadOrContactName","MemberTier_TierExpirationDate","MemberType","MemberStatus","Latest_NPS_Scoring_NumberValue","Transactions_Redemption_Transactions_Previous_Period","Latest_CSAT_NumberValue","Transactions_DaysBetweenCurrentTransactions","Transactions_Accrual_Transactions_Current_Period","Overall_CSAT_Scoring_CSAT","Latest_CSAT_Scoring_NumberValue","Transactions_Transactions_all","Overall_NPS_Count","Overall_CSAT_CSAT","Transactions_Transaction_Amount_all","MemberCurrency_Ledger_Previous_Accrued_Points","Member_Count","Transactions_Transaction_Amount_Current_Period","Transactions_Redemption_Transactions_Current_Period","DaysSinceLastActivity","Latest_NPS","Transactions_DaysBetweenPreviousTransactions","Overall_NPS_NPS_Response_Number","MemberCurrency_Ledger_Previous_Expired_Points","Latest_CSAT","Overall_CSAT_Count","MemberCurrency_Ledger_Previous_Redeemed_Points","Months_in_Tier","Latest_CSAT_Scoring_QuestionChoice_MaxValue","Overall_NPS_Scoring_Count","Membership_Duration_days","Latest_CSAT_QuestionChoice_MaxValue","Transactions_Accrual_Transactions_Previous_Period","Current_Transaction_Frequency","CSAT","MemberCurrency_Ledger_Current_Accrued_Points","Overall_CSAT_Scoring_Count","MemberCurrency_Ledger_Current_Redeemed_Points","Latest_NPS_NumberValue","MemberCurrency_Ledger_Current_Expired_Points","NPS","Previous_Transaction_Frequency","Transactions_Transaction_Amount_Previous_Period","MemberCurrency_PointsBalance","Scale","Engagement_Score","InactivityScore","Overall_NPS_Scoring_NPS_Response_Number","Contact_Age"
,,"NTO Insider","2021-07-25","0lMB0000000RIFqMAO","0lgB0000000TNJCIA4","3.3-6 months","0lyB0000000RJDjIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_126","NTO Insider","San Francisco","0lMB0000000RIFqMAO","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Passives","CA","false",,"User187 Trial187","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrqIAD",,"Points","Silver",,"CA",,,"CallCenter","005B0000006txQYIAY","false","Active","User187 Trial187",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrqIAD","0lpB0000000PBdwIAG","2021-07-25","Passives","003B000000IXhrqIAD","User187 Trial187",,"Individual","Active",7,,4,,,2,4,,1,2,,,1,,,,7,,0,,2,1,,3,10,1,93,10,,0,2,,1,,7,,0,0,,0,5,99.91,0.09,0,
,"2021-09-16T00:00:00.000Z","NTO Insider","2021-04-18","0lMB0000000RIFrMAO","0lgB0000000TNJCIA4","4.6-9 months","0lyB0000000RJDlIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_127","NTO Insider","Toronto","0lMB0000000RIFrMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Passives","Ontario","false",,"User165 Trial165","0lpB0000000PBdwIAG","Yes",,"true","003B000000IXhrUIAT",,"Points","Silver",,"Ontario",,,"Social","005B0000006txQYIAY","false","Active","User165 Trial165",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrUIAT","0lpB0000000PBdwIAG","2021-04-18","Passives","003B000000IXhrUIAT","User165 Trial165",,"Individual","Active",8,0,6,201,3,3,6,3,1,3,3546,0,1,3546,0,40,8,0,0,0,3,1,0,6,10,1,191,10,0,67,3,3176,1,0,8,0,0,0,0,0,5,1.71,98.29,0,
,,"NTO Insider","2021-10-17","0lMB0000000RIFsMAO","0lgB0000000TNJCIA4","1.< 1 month","0lyB0000000RJDnIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_121","NTO Insider","New York City","0lMB0000000RIFsMAO","New York City",,"New York City - NY","Status Tier Group",,,"Detractors","NY","false",,"User166 Trial166","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrVIAT",,"Points","Silver",,"NY",,,"CallCenter","005B0000006txQYIAY","false","Active","User166 Trial166",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrVIAT","0lpB0000000PBdwIAG","2021-10-17","Detractors","003B000000IXhrVIAT","User166 Trial166",,"Individual","Active",6,,7,,,3.5,7,,1,3.5,,,1,,,,6,,-1,,3.5,1,,0,10,1,9,10,,0,3.5,,1,,6,,-1,0,,0,5,99.91,0.09,-1,
,"2021-12-26T00:00:00.000Z","NTO Insider","2021-01-11","0lMB0000000RIFtMAO","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJDpIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_128","NTO Insider","New York","0lMB0000000RIFtMAO","New York",,"New York - NY","Status Tier Group",,,"Detractors","NY","false",,"User167 Trial167","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrWIAT",,"Points","Silver",,"NY",,,"Email","005B0000006txQYIAY","false","Active","User167 Trial167",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrWIAT","0lpB0000000PBdwIAG","2021-01-11","Detractors","003B000000IXhrWIAT","User167 Trial167",,"Individual","Active",6,0,3,204,5,1.5,3,6,1,1.5,6858,0,1,5447,1,-60,6,0,-1,0,1.5,1,0,9,10,1,288,10,0,34,1.5,10330,1,2647,6,0,-1,0,0,14486,5,99.17,0.83,-1,
,,"NTO Insider","2021-06-27","0lMB0000000RIFuMAO","0lgB0000000TNJCIA4","3.3-6 months","0lyB0000000RJDrIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_129","NTO Insider","New York","0lMB0000000RIFuMAO","New York",,"New York - NY","Status Tier Group",,,"Passives","NY","false",,"User168 Trial168","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrXIAT",,"Points","Silver",,"NY",,,"Web","005B0000006txQYIAY","false","Active","User168 Trial168",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrXIAT","0lpB0000000PBdwIAG","2021-06-27","Passives","003B000000IXhrXIAT","User168 Trial168",,"Individual","Active",8,,1,,,0.5,1,,1,0.5,,,1,,,,8,,0,,0.5,1,,4,10,1,121,10,,0,0.5,,1,,8,,0,0,,0,5,99.91,0.09,0,
,"2021-11-11T00:00:00.000Z","NTO Insider","2020-03-11","0lMB0000000RIFvMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJDtIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_130","NTO Insider","San Francisco","0lMB0000000RIFvMAO","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Promoters","CA","false",,"User169 Trial169","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrYIAT",,"Points","Silver",,"CA",,,"POS","005B0000006txQYIAY","false","Active","User169 Trial169",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrYIAT","0lpB0000000PBdwIAG","2020-03-11","Promoters","003B000000IXhrYIAT","User169 Trial169",,"Individual","Active",9,0,8,224,4,4,8,6,1,4,5683,912,1,3514,1,-15,9,0,1,0,4,1,0,19,10,1,594,10,1,44.8,4,6205,1,1987,9,0,1,0,597,13264,5,99.88,0.12,1,
,,"NTO Insider","2021-12-30","0lMB0000000RIFwMAO","0lgB0000000TNJCIA4","9.NA","0lyB0000000RJDvIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_131","NTO Insider","New Jersey","0lMB0000000RIFwMAO","New Jersey",,"New Jersey - NJ","Status Tier Group",,,"Promoters","NJ","false",,"User170 Trial170","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrZIAT",,"Points","Silver",,"NJ",,,"CallCenter","005B0000006txQYIAY","false","Active","User170 Trial170",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrZIAT","0lpB0000000PBdwIAG","2021-12-30","Promoters","003B000000IXhrZIAT","User170 Trial170",,"Individual","Active",9,,8,,,4,8,,1,4,,,1,,,,9,,1,,4,1,,-2,10,1,-64,10,,0,4,,1,,9,,1,0,,0,5,99.91,0.09,1,
,"2021-12-17T00:00:00.000Z","NTO Insider","2020-01-10","0lMB0000000RIFxMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJDxIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_056","NTO Insider","San Francisco","0lMB0000000RIFxMAO","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Detractors","CA","false",,"User171 Trial171","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhraIAD",,"Points","Silver",,"CA",,,"Email","005B0000006txQYIAY","false","Active","User171 Trial171",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhraIAD","0lpB0000000PBdwIAG","2020-01-10","Detractors","003B000000IXhraIAD","User171 Trial171",,"Individual","Active",5,0,3,180,4,1.5,3,6,1,1.5,7369,1254,1,5097,0,-51,5,0,-1,0,1.5,1,0,21,10,1,655,10,1,45,1.5,7985,1,0,5,0,-1,0,1208,14714,5,98.61,1.39,-1,
,"2021-12-26T00:00:00.000Z","NTO Insider","2020-05-09","0lMB0000000RIFyMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJDzIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_073","NTO Insider","Toronto","0lMB0000000RIFyMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Promoters","Ontario","false",,"User172 Trial172","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrbIAD",,"Points","Silver",,"Ontario",,,"POS","005B0000006txQYIAY","false","Active","User172 Trial172",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrbIAD","0lpB0000000PBdwIAG","2020-05-09","Promoters","003B000000IXhrbIAD","User172 Trial172",,"Individual","Active",10,0,4,170,3,2,4,6,1,2,4194,0,1,2074,1,-60,10,0,1,0,2,1,0,17,10,1,535,10,0,42.5,2,5877,1,2280,10,0,1,0,0,13790,5,99.62,0.38,1,
,,"NTO Insider","2021-10-01","0lMB0000000RIFzMAO","0lgB0000000TNJCIA4","1.< 1 month","0lyB0000000RJE1IAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_074","NTO Insider","Toronto","0lMB0000000RIFzMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Passives","Ontario","false",,"User173 Trial173","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrcIAD",,"Points","Silver",,"Ontario",,,"CallCenter","005B0000006txQYIAY","false","Active","User173 Trial173",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrcIAD","0lpB0000000PBdwIAG","2021-10-01","Passives","003B000000IXhrcIAD","User173 Trial173",,"Individual","Active",7,,4,,,2,4,,1,2,,,1,,,,7,,0,,2,1,,0,10,1,25,10,,0,2,,1,,7,,0,0,,0,5,99.91,0.09,0,
,,"NTO Insider","2021-09-05","0lMB0000000RIG0MAO","0lgB0000000TNJCIA4","2.1-3 months","0lyB0000000RJE3IAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_075","NTO Insider","Toronto","0lMB0000000RIG0MAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Detractors","Ontario","false",,"User174 Trial174","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrdIAD",,"Points","Silver",,"Ontario",,,"Social","005B0000006txQYIAY","false","Active","User174 Trial174",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrdIAD","0lpB0000000PBdwIAG","2021-09-05","Detractors","003B000000IXhrdIAD","User174 Trial174",,"Individual","Active",5,,3,,,1.5,3,,1,1.5,,,1,,,,5,,-1,,1.5,1,,1,10,1,51,10,,0,1.5,,1,,5,,-1,0,,0,5,99.91,0.09,-1,
,"2021-11-25T00:00:00.000Z","NTO Insider","2020-12-04","0lMB0000000RIG1MAO","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJE5IAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_076","NTO Insider","New York City","0lMB0000000RIG1MAO","New York City",,"New York City - NY","Status Tier Group",,,"Promoters","NY","false",,"User175 Trial175","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhreIAD",,"Points","Silver",,"NY",,,"Email","005B0000006txQYIAY","false","Active","User175 Trial175",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhreIAD","0lpB0000000PBdwIAG","2020-12-04","Promoters","003B000000IXhreIAD","User175 Trial175",,"Individual","Active",10,0,7,234,3,3.5,7,6,1,3.5,7764,965,1,3658,0,-29,10,0,1,0,3.5,1,0,10,10,1,326,10,1,78,3.5,5196,1,0,10,0,1,0,1563,14292,5,98.15,1.85,1,
,,"NTO Insider","2021-08-21","0lMB0000000RIG2MAO","0lgB0000000TNJCIA4","2.1-3 months","0lyB0000000RJE7IAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_077","NTO Insider","New York","0lMB0000000RIG2MAO","New York",,"New York - NY","Status Tier Group",,,"Detractors","NY","false",,"User176 Trial176","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrfIAD",,"Points","Silver",,"NY",,,"Web","005B0000006txQYIAY","false","Active","User176 Trial176",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrfIAD","0lpB0000000PBdwIAG","2021-08-21","Detractors","003B000000IXhrfIAD","User176 Trial176",,"Individual","Active",5,,9,,,4.5,9,,1,4.5,,,1,,,,5,,-1,,4.5,1,,2,10,1,66,10,,0,4.5,,1,,5,,-1,0,,0,5,99.91,0.09,-1,
,"2021-09-29T00:00:00.000Z","NTO Insider","2020-06-20","0lMB0000000RIG3MAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJE9IAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_078","NTO Insider","New York","0lMB0000000RIG3MAO","New York",,"New York - NY","Status Tier Group",,,"Passives","NY","false",,"User177 Trial177","0lpB0000000PBdwIAG","Yes",,"true","003B000000IXhrgIAD",,"Points","Silver",,"NY",,,"POS","005B0000006txQYIAY","false","Active","User177 Trial177",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrgIAD","0lpB0000000PBdwIAG","2020-06-20","Passives","003B000000IXhrgIAD","User177 Trial177",,"Individual","Active",7,0,4,257,6,2,4,6,1,2,4389,0,1,4389,1,27,7,0,0,0,2,1,0,16,10,1,493,10,0,36.71,2,12247,1,2400,7,0,0,0,0,16403,5,11.44,88.56,0,
,,"NTO Insider","2021-10-19","0lMB0000000RIG4MAO","0lgB0000000TNJCIA4","1.< 1 month","0lyB0000000RJEBIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_079","NTO Insider","San Francisco","0lMB0000000RIG4MAO","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Passives","CA","false",,"User178 Trial178","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrhIAD",,"Points","Silver",,"CA",,,"CallCenter","005B0000006txQYIAY","false","Active","User178 Trial178",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrhIAD","0lpB0000000PBdwIAG","2021-10-19","Passives","003B000000IXhrhIAD","User178 Trial178",,"Individual","Active",8,,6,,,3,6,,1,3,,,1,,,,8,,0,,3,1,,0,10,1,7,10,,0,3,,1,,8,,0,0,,0,5,99.91,0.09,0,
,"2021-12-18T00:00:00.000Z","NTO Insider","2020-02-10","0lMB0000000RIG5MAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJEDIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_080","NTO Insider","New Jersey","0lMB0000000RIG5MAO","New Jersey",,"New Jersey - NJ","Status Tier Group",,,"Detractors","NJ","false",,"User179 Trial179","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhriIAD",,"Points","Silver",,"NJ",,,"Social","005B0000006txQYIAY","false","Active","User179 Trial179",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhriIAD","0lpB0000000PBdwIAG","2020-02-10","Detractors","003B000000IXhriIAD","User179 Trial179",,"Individual","Active",6,0,2,162,2,1,2,6,1,1,5377,1377,1,2369,0,-52,6,0,-1,0,1,1,0,20,10,1,624,10,1,81,1,2332,1,0,6,0,-1,0,806,14633,5,99.89,0.11,-1,
,"2021-11-20T00:00:00.000Z","NTO Insider","2020-11-26","0lMB0000000RIG6MAO","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJEFIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_081","NTO Insider","San Francisco","0lMB0000000RIG6MAO","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Detractors","CA","false",,"User180 Trial180","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrjIAD",,"Points","Silver",,"CA",,,"Email","005B0000006txQYIAY","false","Active","User180 Trial180",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrjIAD","0lpB0000000PBdwIAG","2020-11-26","Detractors","003B000000IXhrjIAD","User180 Trial180",,"Individual","Active",5,0,9,201,4,4.5,9,6,1,4.5,6606,1180,1,4567,1,-24,5,0,-1,0,4.5,1,0,11,10,1,334,10,1,40.2,4.5,6375,1,2201,5,0,-1,0,1232,14711,5,99.86,0.14,-1,
,"2021-11-13T00:00:00.000Z","NTO Insider","2020-11-09","0lMB0000000RIG7MAO","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJEHIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_082","NTO Insider","Toronto","0lMB0000000RIG7MAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Detractors","Ontario","false",,"User181 Trial181","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrkIAD",,"Points","Silver",,"Ontario",,,"Web","005B0000006txQYIAY","false","Active","User181 Trial181",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrkIAD","0lpB0000000PBdwIAG","2020-11-09","Detractors","003B000000IXhrkIAD","User181 Trial181",,"Individual","Active",5,0,8,304,4,4,8,6,1,4,6480,0,1,4740,1,-17,5,0,-1,0,4,1,0,11,10,1,351,10,0,60.8,4,6509,1,2136,5,0,-1,0,0,13718,5,99.92,0.08,-1,
,,"NTO Insider","2021-10-09","0lMB0000000RIG8MAO","0lgB0000000TNJCIA4","1.< 1 month","0lyB0000000RJEJIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_083","NTO Insider","New York City","0lMB0000000RIG8MAO","New York City",,"New York City - NY","Status Tier Group",,,"Detractors","NY","false",,"Q4Data319 Trail319","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXi8bIAD",,"Points","Silver",,"NY",,,"POS","005B0000006txQYIAY","false","Active","Q4Data319 Trail319",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXi8bIAD","0lpB0000000PBdwIAG","2021-10-09","Detractors","003B000000IXi8bIAD","Q4Data319 Trail319",,"Individual","Active",5,,1,,,0.5,1,,1,0.5,,,1,,,,5,,-1,,0.5,1,,0,10,1,17,10,,0,0.5,,1,,5,,-1,0,,0,5,99.91,0.09,-1,
,"2021-11-30T00:00:00.000Z","NTO Insider","2020-07-04","0lMB0000000RIG9MAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJELIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_084","NTO Insider","New York","0lMB0000000RIG9MAO","New York",,"New York - NY","Status Tier Group",,,"Detractors","NY","false",,"Q4Data320 Trail320","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXi8cIAD",,"Points","Silver",,"NY",,,"CallCenter","005B0000006txQYIAY","false","Active","Q4Data320 Trail320",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXi8cIAD","0lpB0000000PBdwIAG","2020-07-04","Detractors","003B000000IXi8cIAD","Q4Data320 Trail320",,"Individual","Active",6,0,6,158,4,3,6,6,1,3,8304,871,1,5383,0,-34,6,0,-1,0,3,1,0,15,10,1,479,10,1,39.5,3,6976,1,0,6,0,-1,0,1387,15403,5,99.34,0.66,-1,
,"2021-12-22T00:00:00.000Z","NTO Insider","2020-12-25","0lMB0000000RIGAMA4","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJENIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_085","NTO Insider","New York","0lMB0000000RIGAMA4","New York",,"New York - NY","Status Tier Group",,,"Passives","NY","false",,"Q4Data321 Trail321","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXi8dIAD",,"Points","Silver",,"NY",,,"Social","005B0000006txQYIAY","false","Active","Q4Data321 Trail321",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXi8dIAD","0lpB0000000PBdwIAG","2020-12-25","Passives","003B000000IXi8dIAD","Q4Data321 Trail321",,"Individual","Active",8,0,6,216,4,3,6,6,1,3,3320,0,1,1472,1,-56,8,0,0,0,3,1,0,10,10,1,305,10,0,43.2,3,6159,1,2488,8,0,0,0,0,15729,5,99.91,0.09,0,
,"2021-11-09T00:00:00.000Z","NTO Insider","2020-11-27","0lMB0000000RIGBMA4","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJEPIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_086","NTO Insider","San Francisco","0lMB0000000RIGBMA4","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Promoters","CA","false",,"Q4Data322 Trail322","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXi8eIAD",,"Points","Silver",,"CA",,,"Email","005B0000006txQYIAY","false","Active","Q4Data322 Trail322",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXi8eIAD","0lpB0000000PBdwIAG","2020-11-27","Promoters","003B000000IXi8eIAD","Q4Data322 Trail322",,"Individual","Active",10,0,6,187,4,3,6,6,1,3,6446,947,1,4181,1,-13,10,0,1,0,3,1,0,11,10,1,333,10,1,37.4,3,7389,1,2116,10,0,1,0,1201,13528,5,99.83,0.17,1,
,"2021-12-17T00:00:00.000Z","NTO Insider","2021-02-17","0lMB0000000RIGCMA4","0lgB0000000TNJCIA4","4.6-9 months","0lyB0000000RJERIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_087","NTO Insider","New Jersey","0lMB0000000RIGCMA4","New Jersey",,"New Jersey - NJ","Status Tier Group",,,"Detractors","NJ","false",,"Q4Data323 Trail323","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXi8fIAD",,"Points","Silver",,"NJ",,,"Web","005B0000006txQYIAY","false","Active","Q4Data323 Trail323",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXi8fIAD","0lpB0000000PBdwIAG","2021-02-17","Detractors","003B000000IXi8fIAD","Q4Data323 Trail323",,"Individual","Active",6,0,3,148,5,1.5,3,6,1,1.5,5805,0,1,4369,1,-51,6,0,-1,0,1.5,1,0,8,10,1,251,10,0,24.67,1.5,9467,1,2607,6,0,-1,0,0,13625,5,99.39,0.61,-1,
,,"NTO Insider","2021-06-20","0lMB0000000RIGDMA4","0lgB0000000TNJCIA4","3.3-6 months","0lyB0000000RJETIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_088","NTO Insider","New Jersey","0lMB0000000RIGDMA4","New Jersey",,"New Jersey - NJ","Status Tier Group",,,"Promoters","NJ","false",,"User188 Trial188","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrrIAD",,"Points","Silver",,"NJ",,,"POS","005B0000006txQYIAY","false","Active","User188 Trial188",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrrIAD","0lpB0000000PBdwIAG","2021-06-20","Promoters","003B000000IXhrrIAD","User188 Trial188",,"Individual","Active",10,,7,,,3.5,7,,1,3.5,,,1,,,,10,,1,,3.5,1,,4,10,1,128,10,,0,3.5,,1,,10,,1,0,,0,5,99.91,0.09,1,
,"2021-11-24T00:00:00.000Z","NTO Insider","2020-01-02","0lMB0000000RIGEMA4","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJEVIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_089","NTO Insider","San Francisco","0lMB0000000RIGEMA4","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Promoters","CA","false",,"User189 Trial189","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrsIAD",,"Points","Silver",,"CA",,,"CallCenter","005B0000006txQYIAY","false","Active","User189 Trial189",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrsIAD","0lpB0000000PBdwIAG","2020-01-02","Promoters","003B000000IXhrsIAD","User189 Trial189",,"Individual","Active",9,0,1,157,5,0.5,1,6,1,0.5,4659,0,1,3679,1,-28,9,0,1,0,0.5,1,0,21,10,1,663,10,0,26.17,0.5,8423,1,2756,9,0,1,0,0,14766,5,99.33,0.67,1,
,"2021-11-12T00:00:00.000Z","NTO Insider","2020-10-29","0lMB0000000RIGFMA4","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJEXIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_090","NTO Insider","Toronto","0lMB0000000RIGFMA4","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Promoters","Ontario","false",,"User190 Trial190","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhrtIAD",,"Points","Silver",,"Ontario",,,"Social","005B0000006txQYIAY","false","Active","User190 Trial190",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhrtIAD","0lpB0000000PBdwIAG","2020-10-29","Promoters","003B000000IXhrtIAD","User190 Trial190",,"Individual","Active",10,0,9,291,5,4.5,9,6,1,4.5,3643,0,1,3425,1,-16,10,0,1,0,4.5,1,0,12,10,1,362,10,0,48.5,4.5,8482,1,1923,10,0,1,0,0,16279,5,99.84,0.16,1,
