"Members.Account.BillingCity","Members.Contact.Name","Members.MemberStatus","Promotion.MarketSegment5.Segment5","Members.Contact.Birthdate","Members.MemberCurrency.ProgramCurrency.Id","Promotion.MarketSegment5.Name","Members.Contact.Id","Program.Name","Partner_Overlap.Partner_Overlap","Members.MemberCurrency.Name","Members.ContactId","Members.Transaction.PartnerId","Member.prog.Name","Members.Transaction.JournalType.Name","Promotion.StartDate","Promotion.Start_Day","Members.Contact.AccountId","Id","Product_Overlap.Product_Overlap","Member_Segment.Market_Segment_1","Member_Segment.Market_Segment_2","Members.Transaction.ActivityDate_Flag","Members.Transaction.ProductId","Promotion.EndDate","Promotion.Name","Member_Segment.Membership_Number","Members.Transaction.MemberId","Members.Account.Name","Members.MemberCurrency.ProgramCurrency.IsActive","Promotion.EnrollmentEndDate","Member_Segment.Loyalty_Program","Members.Transaction.Status","Members.Transaction.Id","Members.MemberCurrency.LoyaltyMemberId","Member_Segment.Hobby","StartDate_Flag","Members.AccountId","EndDate","Members.Transaction.PaymentMethod","Members.Transaction.ProductCategoryId","Members.Account.BillingState","Members.Account.Id","Members.EnrollmentDate","Members.MemberCurrency.ProgramCurrency.Name","Promotion.MarketSegment3.Segment3","Members.Transaction.ReferredMemberId","Members.MemberType","Members.MemberCurrency.LoyaltyProgramCurrencyId","Members.ProgramId","Name","Promotion.EnrollmentStartDate","StartDate","Promotion.IsEnrollmentRequired","Promotion.MarketSegment2.Segment2","Members.MemberCurrency.ProgramCurrency.LoyaltyTierGroupId","Member.MembershipNumber","Members.Program.Id","ProductCategory_Overlap.ProductCategory_Overlap","Member.Id","Promotion.ProgramCurrency.Name","Promotion.MarketSegment1.Segment1","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor2","Members.Contact.MailingCity","Members.Transaction.ActivityDate","Promotion.FulfillmentAction","Members.Contact.MailingCountry","Promotion.LoyaltyPromotionType","Members.MemberCurrency.Id","Members.MemberCurrency.ProgramCurrency.LoyaltyProgramId","Members.Program.Name","FulfillmentAction","Member.ProgramId","PromotionCurrency.Name","Members.Contact.MailingState","Members.EnrollmentChannel","Members.Account.BillingCountry","Members.Transaction.RelatedJournalId","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor1","Members.Id","Members.MemberCurrency.ProgramCurrency.CurrencyType","Promotion.End_Date_Week_Month","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement","Members.Transaction.StartDate","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor","Program.Id","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement1","LoyaltyProgramCurrencyId","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement2","Members.Transaction.LoyaltyProgramId","Members.Program.Status","Members.MembershipNumber","Members.ReferredById","Members.Transaction.Last_Transaction_Activity_Date","LoyaltyProgramId","Promotion.Start_Date_Week_Month","Promotion.MarketSegment4.Segment4","isTraining","Members.Member_State_City","Members.Tier.EffectiveDate","Members.Tier.Name","Members.Transaction.Current_ActivityDate","Promotion.Product_or_ProdCategory_Count","Members.Transaction.Accrual_Transactions_Current_Period","Members.Month_In_Tier","Promotion.Partner_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_prediction","Promotion.Total_Avg_Partner_Transaction_Amount","Promotion.MaximumRewardValue","Members.MemberCurrency.Ledger.Journal.Accrual_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.Accrual_Transactions_Current_Period","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact","Promotion.Product_Category_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact2","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact1","Members.Transaction.Accrual_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.DaysBetweenCurrentTransactions","Members.Transaction.Transaction_Count","Members.Journal.Transaction_Amount_Current_Period","Members.Journal.Accrual_Transactions_Current_Period","Members.Journal.Transaction_Amount_all","Members.Average_NQP_Accrued","Members.Transaction.DaysBetweenCurrentTransactions","Members.DaysSinceLastTransaction","Members.Transaction.Transaction_Amount_Current_Period","Members.Age","Promotion.Enrollment_Duration","Members.Membership_Duration","Members.MemberCurrency.Ledger.Points","Promotion.TotalRewardPoints","Promotion.Total_Avg_Product_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.Transactions_all","Members.MemberCurrency.Ledger.Journal.Transaction_Amount_Current_Period","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact1","Members.Avg_Transaction_Amount_all","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact2","Members.Transaction.Transaction_Amount_all","Promotion.Product_Count","Members.MemberCurrency.Ledger.Promotion_Revenue","Promotion.Total_Avg_Product_or_ProdCategory_Transaction_Amount","Members.Journal.DaysBetweenCurrentTransactions","Members.Journal.Transaction_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact","Promotion.Duration","Product_Overlap.UNIQUE_Product_or_Prod_Category_ID","Members.MemberCurrency.PointsBalance","Promotion.Total_Avg_Product_Category_Transaction_Amount","Members.MemberCurrency.Ledger.Current_Expired_Points","Members.Journal.Accrual_Transaction_Amount","Members.Transaction.Transactions_all","Members.MemberCurrency.Ledger.Current_Accrued_Points","Members.Transaction.TransactionAmount","Members.MemberCurrency.Ledger.Journal.Transaction_Count","Members.Journal.Transactions_all","Members.MemberCurrency.Ledger.Journal.Transaction_Amount_all"
,"Data14 User14","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhzzIAD","NTO Insider","High","Points","003B000000IXhzzIAD","0ldB0000000TNHqIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YxIAI","High","Mass Affluent Gen Z",,"Current","01tB0000000Zo49IAC","2021-12-03","Bonus Points Promotion","IndivAiK_423","0lMB0000000RIL9MAO",,"true",,"NTO Insider","Processed","0lVB000000296x1MAA","0lMB0000000RIL9MAO","Auto racing","Future Promotions",,"2021-12-03",,,,,"2021-09-11","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_423","0lpB0000000PBdwIAG",,"0lMB0000000RIL9MAO","Points","Ultra High Net Worth Gen Z","Accrual_Transactions_Current_Period:0,Transaction_Amount_all:980","New Jersey","2021-06-22T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcnRIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NJ","Social",,,"DaysBetweenCurrentTransactions:0,DaysSinceLastTransaction:140","0lMB0000000RIL9MAO","NonQualifying","48 - 12",,,"DaysSinceLastTransaction:140,Accrual_Transaction_Amount:980","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_423",,"2021-06-22T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","NJ - New Jersey","2021-09-11","Silver","2021-06-22T00:00:00.000Z",3,0,2,3,280.6,2622,5000,2940,0,688.39,0,,,980,0,1,980,0,980,0,0,140,980,,,59,1709,100,2896,3,2940,-609.94,980,-424.54,980,3,0,,0,1,,2,1,291,,0,980,1,1000,980,3,1,2940
,"Q4Data55 Trail55","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi2xIAD","NTO Insider",,"Points","003B000000IXi2xIAD","0ldB0000000TNHvIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YxIAI",,"Ultra High Net Worth Gen Z",,"Current",,"2021-12-03","Bonus Points Promotion","IndivAiK_407","0lMB0000000RIKtMAO",,"true",,"NTO Insider","Processed","0lVB0000001itJsMAI","0lMB0000000RIKtMAO","Cricket","Future Promotions",,"2021-12-03",,,,,"2021-04-26","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_407","0lpB0000000PBdwIAG",,"0lMB0000000RIKtMAO","Points","Ultra High Net Worth Gen Z","Average_NQP_Accrued:0,Transaction_Amount_all:3980","Toronto","2021-06-26T00:00:00.000Z","CreditPoints","Canada","Standard","0lzB0000000XcmfIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","Email",,,"Average_NQP_Accrued:0,Accrual_Transaction_Amount:3980","0lMB0000000RIKtMAO","NonQualifying","48 - 12",,,"Current_Accrued_Points:2402,DaysSinceLastTransaction:79","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_407",,"2021-08-22T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","Ontario - Toronto","2021-04-26","Silver","2021-06-26T00:00:00.000Z",3,0,6,3,1212.99,2622,5000,5626,0,-759.71,0,,,1214,-250,1,3980,0,3980,0,-57,79,1214,,,197,3089,100,2896,6,5626,739,995,-671.66,1214,3,1214,,-161,4,,2,,931,,0,3980,1,2402,1214,6,4,5626
,"Q4Data387 Trail387","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi7dIAD","NTO Insider",,"Points","003B000000IXi7dIAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001M3lDXIAZ","0c8B000000000YxIAI",,"Mass Affluent Gen X",,,,"2021-12-03","Bonus Points Promotion","IndivAiK_395",,,"true",,"NTO Insider",,,"0lMB0000000RIKgMAO","Pool","Future Promotions",,"2021-12-03",,,,,"2021-09-18","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_395","0lpB0000000PBdwIAG",,"0lMB0000000RIKgMAO","Points","Ultra High Net Worth Gen Z","Average_NQP_Accrued:0,Month_In_Tier:2","San Francisco",,"CreditPoints","USA","Standard","0lzB0000000Xcm2IAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","CallCenter",,,"Membership_Duration:52,Avg_Transaction_Amount_all:0","0lMB0000000RIKgMAO","NonQualifying","48 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_395",,,"0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2021-09-18","Silver",,3,,2,3,550.63,2622,5000,,,-503.62,0,,,,,,,,,0,,,,,,52,,100,2896,,,-462.72,0,321.28,,3,,,,,,2,,0,,,,,,,,,
,"Marc13 Tom13","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhzvIAD","NTO Insider","High","Points","003B000000IXhzvIAD","0ldB0000000TNHrIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoMIAR","0c8B000000000YxIAI","High","Affluent Gen X",,"Current","01tB0000000Zo4AIAS","2021-12-03","Bonus Points Promotion","IndivAiK_367","0lMB0000000RIKEMA4",,"true",,"NTO Insider","Processed","0lVB0000001irmGMAQ","0lMB0000000RIKEMA4","Hiking","Future Promotions",,"2021-12-03",,,,,"2020-07-17","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_367","0lpB0000000PBdwIAG",,"0lMB0000000RIKEMA4","Points","Ultra High Net Worth Gen Z","Member_State_City:CA - San Francisco,Current_Accrued_Points:7948","San Francisco","2021-05-24T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XckgIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Email",,,"Current_Accrued_Points:7948","0lMB0000000RIKEMA4","NonQualifying","48 - 12",,,"Average_NQP_Accrued:0,DaysSinceLastTransaction:114","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_367",,"2021-07-18T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2020-07-17","Silver","2021-05-24T00:00:00.000Z",3,0,16,3,981.06,2622,5000,8926,0,198.8,0,,,1112,-430,1,5468,0,5468,0,-6,114,1112,,,480,16543,100,2896,7,8926,130.18,1094,-129.93,1112,3,670,,-262,6,,2,1,10932,,0,5468,1,7948,1112,9,5,8926
,"Q4Data108 Trail108","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi4GIAT","NTO Insider",,"Points","003B000000IXi4GIAT","0ldB0000000TNHvIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YxIAI",,"Millionaire Gen X",,"Current",,"2021-12-03","Bonus Points Promotion","IndivAiK_351","0lMB0000000RIJyMAO",,"true",,"NTO Insider","Processed","0lVB0000001irmQMAQ","0lMB0000000RIJyMAO","Surfing","Future Promotions",,"2021-12-03",,"0ZGB00000004KVuOAM",,,"2020-04-18","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_351","0lpB0000000PBdwIAG",,"0lMB0000000RIJyMAO","Points","Ultra High Net Worth Gen Z","Avg_Transaction_Amount_all:856","San Francisco","2021-03-11T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcjuIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Web",,,"Accrual_Transactions_Current_Period:1,Name:Silver","0lMB0000000RIJyMAO","NonQualifying","48 - 12",,,"Accrual_Transactions_Current_Period:1","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_351",,"2021-12-13T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2020-04-18","Silver","2021-03-11T00:00:00.000Z",3,0,19,3,989.39,2622,5000,7108,2,154.52,0,,,1272,-759,1,3350,1,4280,2360,-172,-34,1272,,,570,15844,100,2896,8,5248,-150.79,856,103.78,1272,3,908,,-479,6,,2,,11168,,0,4280,1,4720,1272,10,5,7108
,"Q4Data85 Trail85","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi3oIAD","NTO Insider",,"Points","003B000000IXi3oIAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YxIAI",,"Mass Affluent Gen X",,,,"2021-12-03","Bonus Points Promotion","IndivAiK_346",,,"true",,"NTO Insider",,,"0lMB0000000RIJtMAO","Gymnastics","Future Promotions",,"2021-12-03",,,,,"2021-10-14","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_346","0lpB0000000PBdwIAG",,"0lMB0000000RIJtMAO","Points","Ultra High Net Worth Gen Z","Enrollment Channel:Web,Avg_Transaction_Amount_all:0","New York City",,"CreditPoints","USA","Standard","0lzB0000000XcjfIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","Web",,,"Membership_Duration:26,Avg_Transaction_Amount_all:0","0lMB0000000RIJtMAO","NonQualifying","48 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_346",,,"0lpB0000000PBdwIAG","48 - 12",,"false","NY - New York City","2021-10-14","Silver",,3,,1,3,-163.41,2622,5000,,,-503.62,0,,,,,,,,,0,,,,,,26,,100,2896,,,-462.72,0,-352.06,,3,,,,,,2,,0,,,,,,,,,
,"Q4Data81 Trail81","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi3kIAD","NTO Insider",,"Points","003B000000IXi3kIAD","0ldB0000000TNHxIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YxIAI",,"Ultra High Net Worth Gen X",,"Current","01tB0000000Zo3mIAC","2021-12-03","Bonus Points Promotion","IndivAiK_342","0lMB0000000RIJpMAO",,"true",,"NTO Insider","Processed","0lVB0000001irmWMAQ","0lMB0000000RIJpMAO","Skiing","Future Promotions",,"2021-12-03",,,,,"2020-08-12","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_342","0lpB0000000PBdwIAG",,"0lMB0000000RIJpMAO","Points","Ultra High Net Worth Gen Z","Accrual_Transactions_Current_Period:2","San Francisco","2021-04-26T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcjTIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","POS",,,"Accrual_Transactions_Current_Period:2,Name:Silver","0lMB0000000RIJpMAO","NonQualifying","48 - 12",,,"Avg_Transaction_Amount_all:987","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_342",,"2021-11-30T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2020-08-12","Silver","2021-04-26T00:00:00.000Z",3,0,15,3,888.85,2622,5000,8898,4,103.78,0,,,857,-379,1,2075,2,4934,767,-17,-21,857,,,454,15095,100,2896,8,3180,91.89,987,-88.76,857,3,609,,-397,6,,2,,10798,,0,4934,1,3067,857,10,5,8898
,"User58 Perf58","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhqtIAD","NTO Insider",,"Points","003B000000IXhqtIAD","0ldB0000000TNHuIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YxIAI",,"Ultra High Net Worth Gen X",,"Current",,"2021-12-03","Bonus Points Promotion","IndivAiK_324","0lMB0000000RIJXMA4",,"true",,"NTO Insider","Processed","0lVB0000001irljMAA","0lMB0000000RIJXMA4","Fitness","Future Promotions",,"2021-12-03",,"0ZGB00000004KVtOAM",,,"2020-03-12","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_324","0lpB0000000PBdwIAG",,"0lMB0000000RIJXMA4","Points","Ultra High Net Worth Gen Z","Avg_Transaction_Amount_all:1020","New York City","2021-08-04T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcibIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","POS",,,"Accrual_Transactions_Current_Period:1,Name:Silver","0lMB0000000RIJXMA4","NonQualifying","48 - 12",,,"Accrual_Transactions_Current_Period:1","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_324",,"2021-10-29T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","NY - New York City","2020-03-12","Silver","2021-08-04T00:00:00.000Z",3,0,20,3,960.54,2622,5000,7633,2,154.52,0,,,526,-260,1,3822,1,5102,3141,0,11,526,,,607,17710,100,2896,7,5073,-150.79,1020,103.78,526,3,857,,-300,6,,2,,11393,,0,5102,1,6282,526,9,5,7633
,"User50 Perf50","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhqmIAD","NTO Insider",,"Points","003B000000IXhqmIAD","0ldB0000000TNHvIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YxIAI",,"Millionaire Gen X",,"Current",,"2021-12-03","Bonus Points Promotion","IndivAiK_317","0lMB0000000RIJQMA4",,"true",,"NTO Insider","Processed","0lVB0000001irlmMAA","0lMB0000000RIJQMA4","Beach volleyball","Future Promotions",,"2021-12-03",,"0ZGB00000004KVuOAM",,,"2020-02-25","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_317","0lpB0000000PBdwIAG",,"0lMB0000000RIJQMA4","Points","Ultra High Net Worth Gen Z","Hobby:Beach volleyball","New York","2021-01-16T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XciGIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","Email",,,"Avg_Transaction_Amount_all:620,Accrual_Transaction_Amount:3098","0lMB0000000RIJQMA4","NonQualifying","48 - 12",,,"Transaction_Amount_all:3098","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_317",,"2021-12-26T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","NY - New York","2020-02-25","Silver","2021-01-16T00:00:00.000Z",3,0,21,3,762.88,2622,5000,5410,4,-354.62,0,,,544,-320,1,1068,2,3098,955,-109,-47,544,,,623,16687,100,2896,7,1350,347.72,620,202.71,544,3,262,,-331,6,,2,,11535,,0,3098,1,3819,544,9,5,5410
,"User47 Perf47","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhqjIAD","NTO Insider",,"Points","003B000000IXhqjIAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YxIAI",,"Affluent Gen X",,,,"2021-12-03","Bonus Points Promotion","IndivAiK_314",,,"true",,"NTO Insider",,,"0lMB0000000RIJNMA4","Bowling","Future Promotions",,"2021-12-03",,,,,"2021-06-16","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_314","0lpB0000000PBdwIAG",,"0lMB0000000RIJNMA4","Points","Ultra High Net Worth Gen Z","Average_NQP_Accrued:0,Month_In_Tier:5","Toronto",,"CreditPoints","Canada","Standard","0lzB0000000Xci7IAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","Email",,,"Membership_Duration:146,Avg_Transaction_Amount_all:0","0lMB0000000RIJNMA4","NonQualifying","48 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_314",,,"0lpB0000000PBdwIAG","48 - 12",,"false","Ontario - Toronto","2021-06-16","Silver",,3,,5,3,-7.47,2622,5000,,,-503.62,0,,,,,,,,,0,,,,,,146,,100,2896,,,-462.72,0,321.28,,3,,,,,,2,,0,,,,,,,,,
,"User97 Q4Data97","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi11IAD","NTO Insider",,"Points","003B000000IXi11IAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YxIAI",,"Affluent Millenials",,,,"2021-12-03","Bonus Points Promotion","IndivAiK_313",,,"true",,"NTO Insider",,,"0lMB0000000RIJMMA4","Golfing","Future Promotions",,"2021-12-03",,,,,"2021-12-17","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_313","0lpB0000000PBdwIAG",,"0lMB0000000RIJMMA4","Points","Ultra High Net Worth Gen Z","Average_NQP_Accrued:0,Month_In_Tier:-1","San Francisco",,"CreditPoints","USA","Standard","0lzB0000000Xci4IAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Social",,,"Membership_Duration:-38,Avg_Transaction_Amount_all:0","0lMB0000000RIJMMA4","NonQualifying","48 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_313",,,"0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2021-12-17","Silver",,3,,-1,3,-38.51,2622,5000,,,-503.62,0,,,,,,,,,0,,,,,,-38,,100,2896,,,-462.72,0,321.28,,3,,,,,,2,,0,,,,,,,,,
,"User88 Q4Data88","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi0xIAD","NTO Insider",,"Points","003B000000IXi0xIAD","0ldB0000000TNHwIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YxIAI",,"Affluent Gen Z",,"Current","01tB0000000Zo40IAC","2021-12-03","Bonus Points Promotion","IndivAiK_309","0lMB0000000RIJIMA4",,"true",,"NTO Insider","Processed","0lVB0000001irlqMAA","0lMB0000000RIJIMA4","Surfing","Future Promotions",,"2021-12-03",,,,,"2020-09-06","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_309","0lpB0000000PBdwIAG",,"0lMB0000000RIJIMA4","Points","Ultra High Net Worth Gen Z","Avg_Transaction_Amount_all:1080","San Francisco","2021-07-25T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XchsIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Email",,,"Accrual_Transactions_Current_Period:1,Name:Silver","0lMB0000000RIJIMA4","NonQualifying","48 - 12",,,"Accrual_Transactions_Current_Period:1","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_309",,"2021-10-23T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2020-09-06","Silver","2021-07-25T00:00:00.000Z",3,0,14,3,1069.62,2622,5000,7429,2,154.52,0,,,803,-632,1,4540,1,5399,3067,0,17,803,,,429,17266,100,2896,7,5711,-150.79,1080,103.78,803,3,1123,,-473,6,,2,,10871,,0,5399,1,6133,803,9,5,7429
