AF_ID,LastModifiedDate,VisitorId,PlannedVisitEndTime,Visitor_Role.DeveloperName,RetailStore_RetailStoreGroup_Description,RetailStore_DeliveryMethod,RetailStore_Priority,Visitor_Role.RolePath,Name,RetailStore_RetailStoreGroupName_Custom,Visitor_UniqueUserName,CreatedById,Visitor_FullPhotoUrl,Visitor_Role.Roles,RetailStore_AccountId,Visitor_UserType,StatusRemarks,Visitor_Username,Status,ActualVisitEndTime,PlaceId,IsDeleted,ActualVisitStartTime,RetailStore_RetailStoreGroup_Name,RetailStore_Location_Address_City,ActualVisitStartTime_YearMonthDay,RetailStore_Account_Industry,RetailStore_PrimaryContact_Name,PlannedVisitStartTime,RetailStore_Account_Type,Visitor_SmallPhotoUrl,CreatedDate,Id,RetailStore_Id,RetailStore_RetailLocationGroupId,RetailStore_Account_AccountSource,RetailStore_Location_Address_Name,InstructionDescription,RetailStore_Account_Parent_Account_Names,RetailStore_Location_Address_PostalCode,VisitPriority,Visitor_Name,RetailStore_Name,OwnerId,RetailStore_Location_Name,Visitor_Role.ParentRoleId,RetailStore_Location_Address_Country,RetailStore_PrimaryContact_MobilePhone,RetailStore_PrimaryContact_Phone,RetailStore_StoreType,RetailStore_PrimaryContactId,RetailStore_Account_Name,RetailStore_Location_Address_State,RetailStore_PrimaryContact_Email,RetailStore_PrimaryContact_Department,RetailStore_Account_Phone,RetailStore_Description,SystemModstamp,Visitor_Role.Name,RetailStore_PrimaryContact_Description,LastModifiedById,RetailStore_Account_Parent_Account_NamesPath,ActualVisitDuration,RetailStore_DeliveryFrequency,RetailStore_Location_LocationLevel,RetailStore_Account_AnnualRevenue,PlannedVisitDuration
,2019-12-25T08:17:56.000Z,005B0000006PwWOIA0,2017-12-08T18:22:47.000Z,,Description of Dmart Location Group 5,Van,Medium,,148,West,Ricky East,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/F,,001B000001AQUOwIAP,Standard,,rickyeast@salesforce.com,Completed,2017-12-08T18:22:47.000Z,0YQB0000000L0CHOA0,false,2017-12-08T17:15:58.000Z,West,Bridgeport,2017-12-08,Manufacturing,Minna Amigon,2017-12-08T17:15:58.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tGKAS,0YQB0000000L0CHOA0,0Y2B0000000L08wKAC,,A00000003,Please complete the visit and collect all the KPIs,NTO Account,8014,High,Ricky East,Fare Merchants - Chelsea,005B0000006NoPnIAK,Dmart Location 22,,Gloucester,,215-874-1229,Regular,003B000000H1QcPIAV,NTO Account,NJ,minna_amigon@yahoo.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,NTO Account,66,3,1,,66
,2019-12-25T08:17:56.000Z,005B0000006PwWYIA0,2019-03-05T21:13:41.000Z,SalesRep,Description of Dmart Location Group 1,Van,Low,00EB0000000fdvVMAQ,149,Bay Area,Bill East,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/F,00EB0000000fdvVMAQ,001B000001AQUOwIAP,Standard,,billeast@salesforce.com,Completed,2019-03-05T21:13:41.000Z,0YQB0000000L0CIOA0,false,2019-03-05T20:14:54.000Z,Bay Area,Brighton,2019-03-05,Manufacturing,Simona Morasca,2019-03-05T20:14:54.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tHKAS,0YQB0000000L0CIOA0,0Y2B0000000L08sKAC,,A00000002,Please complete the visit and collect all the KPIs,NTO Account,48116,Medium,Bill East,NTO Store - Alameda,005B0000006NoPnIAK,Dmart Location 23,00EB0000000fdvVMAQ,Livingston,,419-503-2484,Regular,003B000000H1QcKIAV,NTO Account,MI,simona@morasca.com,,,,2020-04-14T22:10:29.000Z,SalesRep,,005B0000006NoPnIAK,NTO Account,58,5,1,,58
,2020-04-12T09:07:16.000Z,005B0000006PwWZIA0,2020-04-17T07:40:49.000Z,SalesRep,Description of Dmart Location Group 4,Van,Low,00EB0000000fdvVMAQ,150,South,Ely West,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/F,00EB0000000fdvVMAQ,001B000001AQUOvIAP,Standard,,elywest@salesforce.com,Completed,2020-04-17T07:40:49.000Z,0YQB0000000L0CJOA0,false,2019-04-17T07:24:56.000Z,South,Middlesex,2019-04-17,Finance,Josephine Darakjy,2019-04-17T07:24:56.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tIKAS,0YQB0000000L0CJOA0,0Y2B0000000L08vKAC,,A00000025,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,8846,Low,Ely West,Fare Merchants - Austin,005B0000006NoPnIAK,Dmart Location 24,00EB0000000fdvVMAQ,Middlesex,,810-292-9388,Regular,003B000000H1QcGIAV,Fare Merchants Account,NJ,josephine_darakjy@darakjy.org,,,,2020-04-14T22:10:29.000Z,SalesRep,,005B0000006Q7xcIAC,Alpine Nutrition Account/NTO Account,527055,5,1,,527055
,2019-12-25T08:17:56.000Z,005B0000006PwWHIA0,2019-08-10T15:00:12.000Z,,Description of Dmart Location Group 3,Van,Low,,151,Northeast,Chantelle Rep,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/F,,001B000001AQUOwIAP,Standard,,chantellerep@salesforce.com,Completed,2019-08-10T15:00:12.000Z,0YQB0000000L0BvOAK,false,2019-08-10T13:45:45.000Z,Northeast,New Orleans,2019-08-10,Manufacturing,Bette Nicka,2019-08-10T13:45:45.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tJKAS,0YQB0000000L0BvOAK,0Y2B0000000L08uKAC,,A00000001,Please complete the visit and collect all the KPIs,NTO Account,70116,High,Chantelle Rep,Fare Merchants - Brooklyn,005B0000006NoPnIAK,Dmart Location 1,,Orleans,,610-545-3615,Regular,003B000000H1QcZIAV,NTO Account,LA,bette_nicka@cox.net,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,NTO Account,74,5,1,,74
,2019-12-25T08:17:56.000Z,005B0000006PwWIIA0,2017-12-29T00:07:36.000Z,,Description of Dmart Location Group 2,Truck,High,,152,Midwest,Wendy West,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/F,,001B000001AQUOwIAP,Standard,,wendywest@salesforce.com,Completed,2017-12-29T00:07:36.000Z,0YQB0000000L0BwOAK,false,2017-12-28T22:45:23.000Z,Midwest,Sioux Falls,2017-12-28,Manufacturing,Mattie Poquette,2017-12-28T22:45:23.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tKKAS,0YQB0000000L0BwOAK,0Y2B0000000L08tKAC,,A00000009,Please complete the visit and collect all the KPIs,NTO Account,57105,Medium,Wendy West,Fare Merchants - Gold Coast,005B0000006NoPnIAK,Dmart Location 2,,Minnehaha,,602-277-4385,Regular,003B000000H1QcUIAV,NTO Account,SD,mattie@aol.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,NTO Account,82,2,1,,82
,2020-04-18T11:13:26.000Z,005B0000006PwWJIA0,2020-01-22T02:24:15.000Z,,Description of Dmart Location Group 5,Truck,Medium,,153,West,Vince West,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/F,,001B000001AQUOxIAP,Standard,,vincewest@salesforce.com,Completed,2020-01-22T02:24:15.000Z,0YQB0000000L0BxOAK,false,2020-01-22T01:30:10.000Z,West,Baltimore,2020-01-22,Food & Beverage,Cammy Albares,2020-01-22T01:30:10.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tLKAS,0YQB0000000L0BxOAK,0Y2B0000000L08wKAC,,A00000010,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,21224,Low,Vince West,NTO Store - Berkeley,005B0000006NoPnIAK,Dmart Location 3,,Baltimore City,,956-537-6195,Regular,003B000000H1QcTIAV,Rondel Account,MD,calbares@gmail.com,,,,2020-04-18T11:13:26.000Z,,,005B0000006Q7xcIAC,Nutrition Stop Account/Alpine Nutrition Account/NTO Account,54,10,1,,54
,2019-12-25T08:17:56.000Z,005B0000006PwWKIA0,2019-07-09T01:26:00.000Z,,Description of Dmart Location Group 1,Van,Low,,154,Bay Area,Cindy Central,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/F,,001B000001AR2BGIA1,Standard,,cindycentral@salesforce.com,Completed,2019-07-09T01:26:00.000Z,0YQB0000000L0ByOAK,false,2019-07-09T00:35:39.000Z,Bay Area,Kulpsville,2019-07-09,,Yuki Whobrey,2019-07-09T00:35:39.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tMKAS,0YQB0000000L0ByOAK,0Y2B0000000L08sKAC,,A00000011,Please complete the visit and collect all the KPIs,,19443,High,Cindy Central,NTO Store - Presidio,005B0000006NoPnIAK,Dmart Location 4,,Montgomery,,313-288-7937,Regular,003B000000H1QcXIAV,Gabe Hotkins,PA,yuki_whobrey@aol.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,,50,3,1,,50
,2020-04-18T11:13:26.000Z,005B0000006PwWLIA0,2020-03-11T11:47:04.000Z,,Description of Dmart Location Group 4,Van,Low,,155,South,Vanessa Central,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/F,,001B000001AQUOyIAP,Standard,,vanessacentral@salesforce.com,Completed,2020-03-11T11:47:04.000Z,0YQB0000000L0BzOAK,false,2020-03-11T11:10:16.000Z,South,Middle Island,2020-03-11,Transportation,Leota Dilliard,2020-03-11T11:10:16.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tNKAS,0YQB0000000L0BzOAK,0Y2B0000000L08vKAC,,A00000012,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,11953,Medium,Vanessa Central,Nutrition Stop - Gainesville,005B0000006NoPnIAK,Dmart Location 5,,Suffolk,,408-752-3500,Regular,003B000000H1QcMIAV,Alpine Nutrition Account,NY,leota@hotmail.com,,,,2020-04-18T11:13:26.000Z,,,005B0000006Q7xcIAC,Alpine Nutrition Account/NTO Account,36,7,1,,36
,2019-12-25T08:17:56.000Z,005B0000006PwWMIA0,2019-04-28T18:39:12.000Z,,Description of Dmart Location Group 3,Van,High,,156,Northeast,Kasey Central,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/F,,001B000001AQUOwIAP,Standard,,kaseycentral@salesforce.com,Completed,2019-04-28T18:39:12.000Z,0YQB0000000L0C0OAK,false,2019-04-28T18:00:25.000Z,Northeast,Los Angeles,2019-04-28,Manufacturing,James Butt,2019-04-28T18:00:25.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tOKAS,0YQB0000000L0C0OAK,0Y2B0000000L08uKAC,,A00000013,Please complete the visit and collect all the KPIs,NTO Account,90034,Low,Kasey Central,Rondel Store - San Francisco Central,005B0000006NoPnIAK,Dmart Location 6,,Los Angeles,,504-621-8927,Regular,003B000000H1QcFIAV,NTO Account,CA,jbutt@gmail.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,NTO Account,38,1,1,,38
,2019-12-25T08:17:56.000Z,005B0000006PwWNIA0,2018-10-21T22:17:55.000Z,,Description of Dmart Location Group 2,Van,Medium,,157,Midwest,Valerie East,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/F,,001B000001AQUOxIAP,Standard,,valerieeast@salesforce.com,Completed,2018-10-21T22:17:55.000Z,0YQB0000000L0C1OAK,false,2018-10-21T21:44:53.000Z,Midwest,Chagrin Falls,2018-10-21,Food & Beverage,Fletcher Flosi,2018-10-21T21:44:53.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tPKAS,0YQB0000000L0C1OAK,0Y2B0000000L08tKAC,,A00000014,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,44023,High,Valerie East,Rondel Store - Austin East,005B0000006NoPnIAK,Dmart Location 7,,Geauga,,815-828-2147,Regular,003B000000H1QcYIAV,Rondel Account,OH,fletcher.flosi@yahoo.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,Nutrition Stop Account/Alpine Nutrition Account/NTO Account,33,3,1,,33
,2019-12-25T08:17:56.000Z,005B0000006PwWOIA0,2019-01-22T15:29:57.000Z,,Description of Dmart Location Group 5,Van,Low,,158,West,Ricky East,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/F,,001B000001AQUOxIAP,Standard,,rickyeast@salesforce.com,Completed,2019-01-22T15:29:57.000Z,0YQB0000000L0C2OAK,false,2019-01-22T14:13:54.000Z,West,Laredo,2019-01-22,Food & Beverage,Alisha Slusarski,2019-01-22T14:13:54.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tQKAS,0YQB0000000L0C2OAK,0Y2B0000000L08wKAC,,A00000015,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,78045,Medium,Ricky East,Rondel Store - Chicago Streeterville,005B0000006NoPnIAK,Dmart Location 8,,Webb,,732-658-3154,Regular,003B000000H1QcdIAF,Rondel Account,TX,alisha@slusarski.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,Nutrition Stop Account/Alpine Nutrition Account/NTO Account,76,5,1,,76
,2019-12-25T08:17:56.000Z,005B0000006PwWYIA0,2018-09-26T02:16:22.000Z,SalesRep,Description of Dmart Location Group 1,Van,Low,00EB0000000fdvVMAQ,159,Bay Area,Bill East,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/F,00EB0000000fdvVMAQ,001B000001AQUOuIAP,Standard,,billeast@salesforce.com,Completed,2018-09-26T02:16:22.000Z,0YQB0000000L0C3OAK,false,2018-09-26T01:19:45.000Z,Bay Area,Phoenix,2018-09-26,Construction,Maryann Royster,2018-09-26T01:19:45.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tRKAS,0YQB0000000L0C3OAK,0Y2B0000000L08sKAC,,A00000016,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,85013,Low,Bill East,Rondel Store - Chicago South Loop,005B0000006NoPnIAK,Dmart Location 9,00EB0000000fdvVMAQ,Maricopa,,518-966-7987,Regular,003B000000H1QccIAF,Nutrition Stop Account,AZ,mroyster@royster.com,,,,2020-04-14T22:10:29.000Z,SalesRep,,005B0000006NoPnIAK,Nutrition Stop Account/Alpine Nutrition Account/NTO Account,56,5,1,,56
,2019-12-25T08:17:56.000Z,005B0000006PwWZIA0,2018-10-29T21:16:48.000Z,SalesRep,Description of Dmart Location Group 4,Truck,High,00EB0000000fdvVMAQ,160,South,Ely West,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/F,00EB0000000fdvVMAQ,001B000001AQUOuIAP,Standard,,elywest@salesforce.com,Completed,2018-10-29T21:16:48.000Z,0YQB0000000L0C4OAK,false,2018-10-29T19:52:45.000Z,South,Mc Minnville,2018-10-29,Construction,Graciela Ruta,2018-10-29T19:52:45.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tSKAS,0YQB0000000L0C4OAK,0Y2B0000000L08vKAC,,A00000017,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,37110,High,Ely West,Rondel Store - Evanston,005B0000006NoPnIAK,Dmart Location 10,00EB0000000fdvVMAQ,Warren,,440-780-8425,Regular,003B000000H1QcSIAV,Nutrition Stop Account,TN,gruta@cox.net,,,,2020-04-14T22:10:29.000Z,SalesRep,,005B0000006NoPnIAK,Nutrition Stop Account/Alpine Nutrition Account/NTO Account,84,2,1,,84
,2019-12-25T08:17:56.000Z,005B0000006PwWHIA0,2018-05-05T08:00:19.000Z,,Description of Dmart Location Group 3,Truck,Medium,,161,Northeast,Chantelle Rep,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/F,,001B000001AQUOyIAP,Standard,,chantellerep@salesforce.com,Completed,2018-05-05T08:00:19.000Z,0YQB0000000L0C5OAK,false,2018-05-05T06:45:42.000Z,Northeast,Milwaukee,2018-05-05,Transportation,Art Venere,2018-05-05T06:45:42.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tTKAS,0YQB0000000L0C5OAK,0Y2B0000000L08uKAC,,A00000018,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,53207,Medium,Chantelle Rep,Alpine Nutrition - Austin,005B0000006NoPnIAK,Dmart Location 11,,Milwaukee,,856-636-8749,Regular,003B000000H1QcHIAV,Alpine Nutrition Account,WI,art@venere.org,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,Alpine Nutrition Account/NTO Account,74,10,1,,74
,2020-04-18T11:13:26.000Z,005B0000006PwWIIA0,2020-04-05T21:12:20.000Z,,Description of Dmart Location Group 2,Van,Low,,162,Midwest,Wendy West,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/F,,001B000001AQUOvIAP,Standard,,wendywest@salesforce.com,Completed,2020-04-05T21:12:20.000Z,0YQB0000000L0C6OAK,false,2020-04-05T19:59:38.000Z,Midwest,Taylor,2020-04-05,Finance,Mitsue Tollner,2020-04-05T19:59:38.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tUKAS,0YQB0000000L0C6OAK,0Y2B0000000L08tKAC,,A00000019,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,48180,Low,Wendy West,Alpine Nutrition - Glendale,005B0000006NoPnIAK,Dmart Location 12,,Wayne,,773-573-6914,Regular,003B000000H1QcLIAV,Fare Merchants Account,MI,mitsue_tollner@yahoo.com,,,,2020-04-18T11:13:26.000Z,,,005B0000006Q7xcIAC,Alpine Nutrition Account/NTO Account,72,3,1,,72
,2019-12-25T08:17:56.000Z,005B0000006PwWJIA0,2020-04-27T00:20:06.000Z,,Description of Dmart Location Group 5,Van,Low,,163,West,Vince West,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/F,,001B000001AQUOvIAP,Standard,,vincewest@salesforce.com,Completed,2020-04-27T00:20:06.000Z,0YQB0000000L0C7OAK,false,2020-04-26T23:49:56.000Z,West,Rockford,2020-04-26,Finance,Abel Maclead,2020-04-26T23:49:56.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tVKAS,0YQB0000000L0C7OAK,0Y2B0000000L08wKAC,,A00000020,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,61109,High,Vince West,Alpine Nutrition - Noe Valley,005B0000006NoPnIAK,Dmart Location 13,,Winnebago,,631-335-3414,Regular,003B000000H1QcQIAV,Fare Merchants Account,IL,amaclead@gmail.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,Alpine Nutrition Account/NTO Account,30,7,1,,30
,2019-12-25T08:17:56.000Z,005B0000006PwWKIA0,2020-02-20T04:22:52.000Z,,Description of Dmart Location Group 1,Van,High,,164,Bay Area,Cindy Central,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/F,,001B000001AQUOyIAP,Standard,,cindycentral@salesforce.com,Completed,2020-02-20T04:22:52.000Z,0YQB0000000L0C8OAK,false,2020-02-20T04:03:54.000Z,Bay Area,,2020-02-20,Transportation,Kiley Caldarera,2020-02-20T04:03:54.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tWKAS,0YQB0000000L0C8OAK,0Y2B0000000L08sKAC,,,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,,Medium,Cindy Central,NTO Store - Noe Valley,005B0000006NoPnIAK,Location,,,,310-498-5651,Regular,003B000000H1QcRIAV,Alpine Nutrition Account,,kiley.caldarera@aol.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,Alpine Nutrition Account/NTO Account,18,1,1,,18
,2019-12-25T08:17:56.000Z,005B0000006PwWLIA0,2018-07-11T14:59:10.000Z,,Description of Dmart Location Group 4,Van,Medium,,165,South,Vanessa Central,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/F,,001B000001AQUOuIAP,Standard,,vanessacentral@salesforce.com,Completed,2018-07-11T14:59:10.000Z,0YQB0000000L0C9OAK,false,2018-07-11T14:11:56.000Z,South,San Jose,2018-07-11,Construction,Sage Wieser,2018-07-11T14:11:56.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tXKAS,0YQB0000000L0C9OAK,0Y2B0000000L08vKAC,,A00000022,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,95111,Low,Vanessa Central,Alpine Nutrition Outlet (Hayward),005B0000006NoPnIAK,Dmart Location 15,,Santa Clara,,605-414-2147,Regular,003B000000H1QcNIAV,Nutrition Stop Account,CA,sage_wieser@cox.net,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,Nutrition Stop Account/Alpine Nutrition Account/NTO Account,47,3,1,,47
,2020-04-12T09:07:14.000Z,005B0000006PwWMIA0,2019-02-20T05:01:05.000Z,,Description of Dmart Location Group 3,Van,Low,,166,Northeast,Kasey Central,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/F,,001B000001AQUOuIAP,Standard,,kaseycentral@salesforce.com,Completed,2019-02-20T05:01:05.000Z,0YQB0000000L0CAOA0,false,2019-02-20T04:17:50.000Z,Northeast,Irving,2019-02-20,Construction,Kris Marrier,2019-02-20T04:17:50.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tYKAS,0YQB0000000L0CAOA0,0Y2B0000000L08uKAC,,A00000023,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,75062,High,Kasey Central,Alpine Nutrition - San Francisco,005B0000006NoPnIAK,Dmart Location 16,,Dallas,,410-655-8723,Regular,003B000000H1QcOIAV,Nutrition Stop Account,TX,kris@gmail.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006Q7xcIAC,Nutrition Stop Account/Alpine Nutrition Account/NTO Account,43,5,1,,43
,2019-12-25T08:17:56.000Z,005B0000006PwWNIA0,2020-05-31T23:10:44.000Z,,Description of Dmart Location Group 2,Van,Low,,167,Midwest,Valerie East,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/F,,001B000001AQUOuIAP,Standard,,valerieeast@salesforce.com,Completed,2020-05-31T23:10:44.000Z,0YQB0000000L0CBOA0,false,2020-05-31T21:46:19.000Z,Midwest,Albany,2020-05-31,Construction,Lenna Paprocki,2020-05-31T21:46:19.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tZKAS,0YQB0000000L0CBOA0,0Y2B0000000L08tKAC,,A00000024,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,12204,Medium,Valerie East,Nutrition Stop - Hillsdale,005B0000006NoPnIAK,Dmart Location 25,,Albany,,907-385-4412,Regular,003B000000H1QcIIAV,Nutrition Stop Account,NY,lpaprocki@hotmail.com,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,Nutrition Stop Account/Alpine Nutrition Account/NTO Account,84,5,1,,84
,2019-12-25T08:17:56.000Z,005B0000006PwWOIA0,2019-01-04T20:12:58.000Z,,Description of Dmart Location Group 5,Truck,High,,168,West,Ricky East,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/F,,001B000001AQUOxIAP,Standard,,rickyeast@salesforce.com,Completed,2019-01-04T20:12:58.000Z,0YQB0000000L0CCOA0,false,2019-01-04T18:51:24.000Z,West,San Jose,2019-01-04,Food & Beverage,Donette Foller,2019-01-04T18:51:24.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1taKAC,0YQB0000000L0CCOA0,0Y2B0000000L08wKAC,,A00000008,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,95111,Low,Ricky East,Nutrition Stop - Kennesaw,005B0000006NoPnIAK,Dmart Location 17,,Santa Clara,,513-570-1893,Regular,003B000000H1QcJIAV,Rondel Account,CA,donette.foller@cox.net,,,,2020-04-14T22:10:29.000Z,,,005B0000006NoPnIAK,Nutrition Stop Account/Alpine Nutrition Account/NTO Account,81,2,1,,81
,2019-12-25T08:17:56.000Z,005B0000006PwWYIA0,2018-08-04T22:39:39.000Z,SalesRep,Description of Dmart Location Group 1,Truck,Medium,00EB0000000fdvVMAQ,169,Bay Area,Bill East,005B0000006NoPnIAK,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/F,00EB0000000fdvVMAQ,001B000001AQUOyIAP,Standard,,billeast@salesforce.com,Completed,2018-08-04T22:39:39.000Z,0YQB0000000L0CDOA0,false,2018-08-04T22:02:05.000Z,Bay Area,Chicago,2018-08-04,Transportation,Willard Kolmetz,2018-08-04T22:02:05.000Z,,https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/T,2019-12-25T07:09:04.000Z,0Z5B0000000L1tbKAC,0YQB0000000L0CDOA0,0Y2B0000000L08sKAC,,A00000007,Please complete the visit and collect all the KPIs,Alpine Nutrition Account,60632,High,Bill East,Nutrition Stop - Elkhorn,005B0000006NoPnIAK,Dmart Location 18,00EB0000000fdvVMAQ,Cook,,972-303-9197,Regular,003B000000H1QcbIAF,Alpine Nutrition Account,IL,willard@hotmail.com,,,,2020-04-14T22:10:29.000Z,SalesRep,,005B0000006NoPnIAK,Alpine Nutrition Account/NTO Account,37,10,1,,37
