"Small_URL","Owner","Product","Region","Package","Date","Percent_Target","Year","Profit","Revenue","Cost","Pipeline"
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","apiera","Bremen","Package D","06/30/2016",72,62016,87973,267956,200582,24279
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Bavaria","Package D","06/22/2017",74,62017,72788,322818,191426,103707
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","adoriva","Bavaria","Package B","08/21/2016",86,82016,96465,340643,186783,61549
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Bavaria","Package E","07/10/2016",75,72016,94319,352650,207197,42146
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Rhineland","Package D","03/11/2017",25,32017,73471,348343,206477,47215
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","apiera","Bavaria","Package D","03/17/2016",35,32016,88207,246435,141201,61977
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Bremen","Package D","04/02/2016",83,42016,71923,198078,100619,53212
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Baden-Wurttemberg","Package C","05/30/2016",72,52016,74576,324371,209998,60248
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Rhineland","Package B","06/17/2016",82,62016,84241,275477,160651,59797
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Bremen","Package E","03/14/2017",59,32017,82303,353995,254089,95037
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Bremen","Package C","06/07/2016",-6,62016,85809,288828,156052,77924
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","neutratronic","Bremen","Package A","02/07/2017",76,22017,89038,356434,244395,52664
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","neutratronic","Bavaria","Package D","02/19/2016",83,22016,93391,185551,105681,51800
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","adoriva","Bremen","Package A","01/10/2016",66,12016,89874,104767,63426,48294
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Baden-Wurttemberg","Package E","05/17/2017",28,52017,80754,468211,301892,40499
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","neutratronic","Baden-Wurttemberg","Package A","04/01/2017",77,42017,73876,413194,295406,53275
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","adoriva","Bavaria","Package C","02/16/2017",95,22017,82862,331479,206490,78348
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","vucoo","Baden-Wurttemberg","Package C","04/27/2016",89,42016,65157,196501,138728,81164
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Schleswig-Holstein","Package E","11/29/2017",84,112017,11770,995169,646689,47519
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Rhineland","Package B","02/04/2016",78,22016,91756,178531,132579,32449
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Baden-Wurttemberg","Package E","02/06/2016",78,22016,93292,174163,119056,44561
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Schleswig-Holstein","Package A","09/09/2016",83,92016,100672,347487,229868,40502
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","apiera","Saxony","Package E","07/20/2017",78,72017,74647,472998,356328,60154
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","neutratronic","Baden-Wurttemberg","Package E","02/14/2016",71,22016,94010,172558,130739,20452
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","apiera","Rhineland","Package C","10/23/2017",97,102017,7341,756353,422771,63118
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Bremen","Package D","05/19/2016",62,52016,85253,333072,205937,64194
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Baden-Wurttemberg","Package B","06/04/2016",57,62016,84193,280554,201451,22976
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","apiera","Saxony","Package B","03/20/2017",90,32017,77463,361640,246995,16729
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","neutratronic","Saxony","Package B","05/15/2017",80,52017,68179,439160,346356,66338
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","neutratronic","Rhineland","Package A","07/01/2016",12,72016,95012,356494,244564,36743
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Saxony","Package A","01/30/2017",87,12017,92083,382966,291790,68243
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","vucoo","Bavaria","Package A","08/19/2017",0,82017,75916,356459,276061,79602
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","vucoo","Saxony","Package E","01/23/2017",8,12017,91414,441122,350935,61933
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","adoriva","Bremen","Package B","04/28/2017",14,42017,75734,466639,308831,47684
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Bavaria","Package A","03/13/2016",96,32016,85678,237554,186077,30952
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Bremen","Package E","07/23/2017",87,72017,73700,465946,299225,69436
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","vucoo","Schleswig-Holstein","Package D","08/15/2017",74,82017,74929,409171,295351,38318
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","aeox","Rhineland","Package B","05/30/2017",86,52017,83821,441227,249678,61547
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","vucoo","Rhineland","Package D","06/23/2016",98,62016,86173,297506,206721,29249
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","rezota","Schleswig-Holstein","Package D","10/26/2016",44,102016,89237,371166,286201,65653
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Schleswig-Holstein","Package E","02/08/2016",10,22016,92075,170821,126283,68449
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","vucoo","Bremen","Package D","11/20/2016",66,112016,94701,271635,175184,67326
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Baden-Wurttemberg","Package B","08/20/2016",90,82016,86217,264102,140852,38535
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","adoriva","Schleswig-Holstein","Package B","04/02/2016",87,42016,66167,207822,110113,44462
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","apiera","Bavaria","Package E","01/26/2016",87,12016,93461,106647,62279,73484
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","adoriva","Saxony","Package C","04/23/2016",81,42016,75978,203190,157649,53575
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","neutratronic","Schleswig-Holstein","Package C","09/04/2017",92,92017,16676,647957,476534,61494
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","adoriva","Bremen","Package D","05/05/2017",65,52017,75484,453301,329306,60493
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","adoriva","Saxony","Package B","03/08/2016",74,32016,93429,247215,138932,92052
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","vucoo","Baden-Wurttemberg","Package B","11/10/2017",102,112017,6273,1010053,683726,80571
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","aeox","Bremen","Package B","04/20/2016",75,42016,68447,193847,128665,79542
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","apiera","Rhineland","Package D","03/19/2017",95,32017,77384,371472,215576,92721
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","adoriva","Rhineland","Package C","05/15/2016",18,52016,78707,328776,251438,84390
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","adoriva","Schleswig-Holstein","Package B","12/23/2017",17,122017,3774,880327,555921,35933
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Bavaria","Package E","12/18/2017",82,122017,5331,900379,547184,73075
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","apiera","Saxony","Package A","03/20/2016",69,32016,80158,238810,138392,53500
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Saxony","Package E","06/05/2017",71,62017,66794,296475,189389,58020
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","rezota","Saxony","Package D","07/30/2016",85,72016,91234,360834,239356,55764
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","apiera","Schleswig-Holstein","Package A","07/01/2017",89,72017,80748,484563,267651,49243
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","vucoo","Bremen","Package C","03/04/2016",68,32016,91403,232784,182854,44697
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Rhineland","Package B","12/12/2017",88,122017,8013,886911,650339,69424
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","aeox","Bremen","Package A","10/07/2016",42,102016,84499,376897,195065,31810
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","adoriva","Saxony","Package B","07/31/2017",85,72017,75496,477067,362922,97448
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","neutratronic","Rhineland","Package E","10/13/2016",23,102016,85306,383100,224989,41916
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","apiera","Saxony","Package D","10/14/2016",78,102016,90195,386883,212451,37957
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Saxony","Package C","01/27/2017",3,12017,89825,427340,319608,48344
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","adoriva","Bremen","Package C","04/16/2016",52,42016,67159,202794,140909,60240
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","neutratronic","Bremen","Package A","09/03/2017",87,92017,15956,639066,339283,38339
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","apiera","Bavaria","Package B","03/31/2016",84,32016,79871,244980,195301,36442
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","adoriva","Rhineland","Package B","06/03/2017",13,62017,68300,255456,192629,49015
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Schleswig-Holstein","Package C","08/17/2017",7,82017,72078,398400,251410,24082
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","neutratronic","Saxony","Package C","01/24/2016",19,12016,83681,109842,68799,89549
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Bavaria","Package E","01/30/2016",53,12016,97328,90051,64392,65852
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Bavaria","Package B","06/15/2016",17,62016,84133,305740,155653,45661
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Rhineland","Package B","04/08/2016",102,42016,68136,203540,157910,104819
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Baden-Wurttemberg","Package A","10/25/2016",7,102016,83672,385935,247823,79809
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","neutratronic","Saxony","Package C","09/06/2017",53,92017,12130,640331,336310,78429
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Saxony","Package C","02/23/2017",77,22017,84392,303490,204357,56311
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","rezota","Rhineland","Package A","03/03/2016",39,32016,82839,240833,182034,77661
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","rezota","Saxony","Package E","06/02/2017",19,62017,70905,263216,137870,67751
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","apiera","Bavaria","Package C","05/25/2017",96,52017,77591,453054,260459,30763
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Bremen","Package E","06/01/2016",76,62016,86256,307575,241474,60502
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","adoriva","Rhineland","Package D","06/03/2017",76,62017,69430,304678,186456,54791
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","aeox","Bremen","Package C","05/05/2016",80,52016,79011,334787,172723,58177
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","aeox","Rhineland","Package A","01/06/2016",70,12016,90310,97014,67761,78697
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","apiera","Saxony","Package E","11/22/2016",83,112016,96062,260105,176630,55850
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","vucoo","Rhineland","Package E","12/18/2017",92,122017,17229,906752,518260,45798
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Saxony","Package D","05/05/2016",61,52016,80090,322096,216767,63237
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Rhineland","Package B","02/06/2017",6,22017,82924,294901,193955,18963
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpj/F","Barry Brown","adoriva","Bavaria","Package B","10/26/2016",63,102016,82070,383249,302326,68056
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","neutratronic","Bremen","Package E","08/02/2017",74,82017,66607,396476,269654,78855
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","rezota","Rhineland","Package C","09/12/2017",-16,92017,11962,640848,503965,48684
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","adoriva","Baden-Wurttemberg","Package D","08/06/2016",71,82016,94587,290707,186815,88818
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","aeox","Baden-Wurttemberg","Package C","01/26/2017",59,12017,89869,404007,218295,44055
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","apiera","Baden-Wurttemberg","Package B","01/17/2016",30,12016,91494,114309,84607,63745
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Saxony","Package A","07/23/2017",-3,72017,72682,480688,271118,36202
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","aeox","Schleswig-Holstein","Package A","02/05/2016",49,22016,98196,176049,100011,36422
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","neutratronic","Bavaria","Package B","05/22/2016",4,52016,81496,334966,212572,36839
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","neutratronic","Bavaria","Package A","09/09/2017",-8,92017,14002,641246,385459,51562
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Schleswig-Holstein","Package B","05/09/2017",63,52017,76991,436467,339113,84116
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","aeox","Rhineland","Package D","10/20/2017",91,102017,13973,776792,493136,23984
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","adoriva","Baden-Wurttemberg","Package B","01/16/2017",60,12017,94255,374216,199584,65163
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","adoriva","Baden-Wurttemberg","Package B","07/13/2016",74,72016,82125,363116,231830,84718
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","vucoo","Baden-Wurttemberg","Package C","06/12/2016",-1,62016,81241,312417,243444,58694
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","rezota","Bremen","Package D","12/11/2016",93,122016,107222,247176,169204,45157
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Schleswig-Holstein","Package E","05/20/2016",1,52016,70667,325062,246091,100490
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","vucoo","Baden-Wurttemberg","Package D","03/04/2017",52,32017,80006,367571,291107,65845
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","rezota","Bavaria","Package B","08/08/2016",91,82016,92486,260326,199822,44091
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpj/F","Barry Brown","rezota","Rhineland","Package E","02/26/2017",91,22017,81919,338767,215366,38027
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","adoriva","Bremen","Package A","01/17/2017",42,12017,92874,409570,263563,55054
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Saxony","Package B","05/11/2017",87,52017,74095,437448,243799,59202
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","aeox","Baden-Wurttemberg","Package C","03/21/2016",48,32016,87605,236225,152063,61100
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","adoriva","Schleswig-Holstein","Package B","06/09/2017",72,62017,74909,347310,228600,102024
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","neutratronic","Schleswig-Holstein","Package C","04/20/2017",90,42017,76512,390988,229761,52964
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Schleswig-Holstein","Package A","12/04/2016",73,122016,103242,306120,189271,41417
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","adoriva","Schleswig-Holstein","Package A","01/04/2016",46,12016,83644,101032,55741,44548
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Rhineland","Package E","07/10/2016",-8,72016,85644,388142,265771,40756
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Bavaria","Package E","04/03/2017",22,42017,83688,443691,280207,74267
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Baden-Wurttemberg","Package D","01/26/2017",2,12017,103343,442362,265764,32060
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Schleswig-Holstein","Package D","04/30/2016",50,42016,68248,200039,116398,82672
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","neutratronic","Rhineland","Package C","10/03/2016",27,102016,78065,383676,203348,35441
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","aeox","Saxony","Package B","03/29/2017",88,32017,81457,375195,280075,50125
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","rezota","Saxony","Package E","12/04/2017",57,122017,4804,888468,699240,26059
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","rezota","Bavaria","Package B","11/04/2016",48,112016,92238,289170,230865,50745
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","adoriva","Baden-Wurttemberg","Package D","03/22/2016",65,32016,92469,244964,139887,72745
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Saxony","Package E","07/22/2016",73,72016,93035,373591,220899,63951
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","apiera","Bavaria","Package B","09/29/2017",58,92017,18287,658701,348382,51490
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","vucoo","Bremen","Package D","12/07/2016",64,122016,92347,354406,277993,52665
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpj/F","Barry Brown","adoriva","Baden-Wurttemberg","Package C","07/24/2016",89,72016,95202,369974,230668,36164
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Saxony","Package D","01/03/2016",17,12016,76519,90275,52986,47762
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","apiera","Bremen","Package C","07/14/2016",74,72016,88710,356964,211621,18346
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","adoriva","Rhineland","Package D","05/01/2016",85,52016,78971,333158,182772,106377
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","adoriva","Schleswig-Holstein","Package A","06/17/2017",100,62017,66965,272183,172234,51514
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","apiera","Schleswig-Holstein","Package B","09/16/2016",37,92016,100827,270370,197239,46738
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","aeox","Saxony","Package D","12/24/2017",24,122017,6236,887290,475934,43312
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","adoriva","Schleswig-Holstein","Package A","08/13/2017",89,82017,71382,411050,324705,59284
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","aeox","Saxony","Package A","04/18/2016",53,42016,74750,199617,121773,41486
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","neutratronic","Baden-Wurttemberg","Package E","01/21/2017",80,12017,99590,408831,219607,79206
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","rezota","Saxony","Package C","02/08/2016",31,22016,97280,183686,112738,61087
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","apiera","Rhineland","Package E","08/12/2016",50,82016,103809,398630,280963,60111
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","adoriva","Bremen","Package B","09/12/2017",75,92017,19699,654160,442794,69673
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","adoriva","Saxony","Package C","11/25/2017",59,112017,8800,1030539,575167,54635
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Saxony","Package A","09/16/2017",93,92017,18081,667467,374422,20128
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","adoriva","Saxony","Package D","09/27/2017",74,92017,16390,642633,328491,15412
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","neutratronic","Bavaria","Package A","01/09/2016",15,12016,80601,80390,53871,30455
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","adoriva","Schleswig-Holstein","Package C","09/21/2017",55,92017,16666,645610,373727,39223
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Bremen","Package E","11/11/2017",86,112017,15093,974724,708260,53770
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Rhineland","Package D","12/31/2016",76,122016,98731,297149,150331,42414
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Saxony","Package B","06/13/2017",79,62017,67299,317273,193826,60597
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","vucoo","Baden-Wurttemberg","Package A","04/21/2016",89,42016,70387,204332,107788,49180
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Rhineland","Package E","10/26/2017",12,102017,7347,772052,467281,82137
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","rezota","Bavaria","Package C","06/21/2016",65,62016,87849,290778,224362,35547
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","neutratronic","Bremen","Package C","03/06/2016",39,32016,79690,242706,172900,68318
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Bremen","Package D","05/15/2017",76,52017,66699,405883,306037,81979
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Bremen","Package C","04/30/2017",19,42017,71740,421300,271776,70170
